iShares Core S&P Small-Cap ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Aug 17, 2018"
Total Net Assets,"46,413,286,511.11"
Shares Outstanding,"526,450,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"LGND","LIGAND PHARMACEUTICALS INC","Equity","0.62","247.98","1,167,203.00","289,442,999.94","289,442,999.94","Health Care","2501578","US53220K5048","NASDAQ"
"TREX","TREX INC","Equity","0.56","81.07","3,226,919.00","261,606,323.33","261,606,323.33","Industrials","2483074","US89531P1057","New York Stock Exchange Inc."
"CACI","CACI INTERNATIONAL INC CLASS A","Equity","0.55","187.20","1,352,490.00","253,186,128.00","253,186,128.00","Information Technology","2159267","US1271903049","New York Stock Exchange Inc."
"HQY","HEALTHEQUITY INC","Equity","0.54","87.05","2,878,625.00","250,584,306.25","250,584,306.25","Health Care","BP8XZL1","US42226A1079","NASDAQ"
"ASGN","ASGN INC","Equity","0.53","90.88","2,693,378.00","244,774,192.64","244,774,192.64","Industrials","BFY8W20","US00191U1025","New York Stock Exchange Inc."
"NEOG","NEOGEN CORP","Equity","0.51","84.12","2,826,418.00","237,758,282.16","237,758,282.16","Health Care","2630085","US6404911066","NASDAQ"
"NSP","INSPERITY INC","Equity","0.50","112.55","2,047,137.00","230,405,269.35","230,405,269.35","Industrials","2007281","US45778Q1076","New York Stock Exchange Inc."
"NGVT","INGEVITY CORP","Equity","0.49","98.56","2,306,479.00","227,326,570.24","227,326,570.24","Materials","BD4LHG4","US45688C1071","New York Stock Exchange Inc."
"FFIN","FIRST FINANCIAL BANKSHARES INC","Equity","0.48","60.20","3,697,013.00","222,560,182.60","222,560,182.60","Financials","2266026","US32020R1095","NASDAQ"
"INGN","INOGEN INC","Equity","0.48","232.65","954,437.00","222,049,768.05","222,049,768.05","Health Care","BJSVLL5","US45780L1044","NASDAQ"
"GDOT","GREEN DOT CORP CLASS A","Equity","0.47","85.03","2,562,163.00","217,860,719.89","217,860,719.89","Financials","B3WNNP3","US39304D1028","New York Stock Exchange Inc."
"TTEK","TETRA TECH INC","Equity","0.46","70.15","3,050,930.00","214,022,739.50","214,022,739.50","Industrials","2883890","US88162G1031","NASDAQ"
"SR","SPIRE INC","Equity","0.46","76.80","2,760,532.00","212,008,857.60","212,008,857.60","Utilities","BYXJQG9","US84857L1017","New York Stock Exchange Inc."
"KFY","KORN FERRY INTERNATIONAL","Equity","0.44","66.18","3,097,973.00","205,023,853.14","205,023,853.14","Industrials","2386849","US5006432000","New York Stock Exchange Inc."
"SIGI","SELECTIVE INSURANCE GROUP INC","Equity","0.44","63.55","3,210,679.00","204,038,650.45","204,038,650.45","Financials","2766173","US8163001071","NASDAQ"
"AAXN","AXON ENTERPRISE INC","Equity","0.43","64.15","3,140,380.00","201,455,377.00","201,455,377.00","Industrials","BDT5S35","US05464C1018","NASDAQ"
"STMP","STAMPS.COM INC","Equity","0.43","231.70","865,917.00","200,632,968.90","200,632,968.90","Information Technology","B013D75","US8528572006","NASDAQ"
"FCFS","FIRSTCASH INC","Equity","0.43","80.45","2,489,663.00","200,293,388.35","200,293,388.35","Financials","BZCG9B4","US33767D1054","New York Stock Exchange Inc."
"WWW","WOLVERINE WORLD WIDE INC","Equity","0.43","38.24","5,197,985.00","198,770,946.40","198,770,946.40","Consumer Discretionary","2977500","US9780971035","New York Stock Exchange Inc."
"GBCI","GLACIER BANCORP INC","Equity","0.42","44.70","4,340,749.00","194,031,480.30","194,031,480.30","Financials","2370585","US37637Q1058","NASDAQ"
"JBT","JOHN BEAN TECHNOLOGIES CORP","Equity","0.42","111.00","1,739,070.00","193,036,770.00","193,036,770.00","Industrials","B3BRJZ8","US4778391049","New York Stock Exchange Inc."
