iShares Core S&P Small-Cap ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Aug 08, 2018"
Total Net Assets,"45,699,088,805.42"
Shares Outstanding,"523,600,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"LGND","LIGAND PHARMACEUTICALS INC","Equity","0.60","238.30","1,161,986.00","276,901,263.80","276,901,263.80","Health Care","2501578","US53220K5048","NASDAQ"
"TREX","TREX INC","Equity","0.55","77.78","3,212,537.00","249,871,127.86","249,871,127.86","Industrials","2483074","US89531P1057","New York Stock Exchange Inc."
"ASGN","ASGN INC","Equity","0.54","91.87","2,681,346.00","246,335,257.02","246,335,257.02","Industrials","BFY8W20","US00191U1025","New York Stock Exchange Inc."
"CACI","CACI INTERNATIONAL INC CLASS A","Equity","0.54","181.95","1,346,474.00","244,990,944.30","244,990,944.30","Information Technology","2159267","US1271903049","New York Stock Exchange Inc."
"NEOG","NEOGEN CORP","Equity","0.51","83.59","2,813,822.00","235,207,380.98","235,207,380.98","Health Care","2630085","US6404911066","NASDAQ"
"HQY","HEALTHEQUITY INC","Equity","0.51","81.77","2,865,794.00","234,335,975.38","234,335,975.38","Health Care","BP8XZL1","US42226A1079","NASDAQ"
"NGVT","INGEVITY CORP","Equity","0.51","100.91","2,296,186.00","231,708,129.26","231,708,129.26","Materials","BD4LHG4","US45688C1071","New York Stock Exchange Inc."
"STMP","STAMPS.COM INC","Equity","0.48","255.15","865,917.00","220,938,722.55","220,938,722.55","Information Technology","B013D75","US8528572006","NASDAQ"
"INGN","INOGEN INC","Equity","0.48","230.08","950,160.00","218,612,812.80","218,612,812.80","Health Care","BJSVLL5","US45780L1044","NASDAQ"
"NSP","INSPERITY INC","Equity","0.47","106.70","2,038,019.00","217,456,627.30","217,456,627.30","Industrials","2007281","US45778Q1076","New York Stock Exchange Inc."
"FFIN","FIRST FINANCIAL BANKSHARES INC","Equity","0.47","58.35","3,680,516.00","214,758,108.60","214,758,108.60","Financials","2266026","US32020R1095","NASDAQ"
"TTEK","TETRA TECH INC","Equity","0.46","68.90","3,037,300.00","209,269,970.00","209,269,970.00","Industrials","2883890","US88162G1031","NASDAQ"
"KFY","KORN FERRY INTERNATIONAL","Equity","0.46","67.72","3,084,155.00","208,858,976.60","208,858,976.60","Industrials","2386849","US5006432000","New York Stock Exchange Inc."
"GDOT","GREEN DOT CORP CLASS A","Equity","0.45","80.70","2,550,742.00","205,844,879.40","205,844,879.40","Financials","B3WNNP3","US39304D1028","New York Stock Exchange Inc."
"SR","SPIRE INC","Equity","0.45","74.60","2,748,218.00","205,017,062.80","205,017,062.80","Utilities","BYXJQG9","US84857L1017","New York Stock Exchange Inc."
"FCFS","FIRSTCASH INC","Equity","0.44","80.85","2,478,571.00","200,392,465.35","200,392,465.35","Financials","BZCG9B4","US33767D1054","New York Stock Exchange Inc."
"PDCE","PDC ENERGY INC","Equity","0.43","55.04","3,600,742.00","198,184,839.68","198,184,839.68","Energy","B89M5F2","US69327R1014","NASDAQ"
"SIGI","SELECTIVE INSURANCE GROUP INC","Equity","0.43","61.05","3,196,344.00","195,136,801.20","195,136,801.20","Financials","2766173","US8163001071","NASDAQ"
"WWW","WOLVERINE WORLD WIDE INC","Equity","0.42","36.85","5,174,814.00","190,691,895.90","190,691,895.90","Consumer Discretionary","2977500","US9780971035","New York Stock Exchange Inc."
"GBCI","GLACIER BANCORP INC","Equity","0.41","43.93","4,321,385.00","189,838,443.05","189,838,443.05","Financials","2370585","US37637Q1058","NASDAQ"
"JBT","JOHN BEAN TECHNOLOGIES CORP","Equity","0.41","108.45","1,731,315.00","187,761,111.75","187,761,111.75","Industrials","B3BRJZ8","US4778391049","New York Stock Exchange Inc."
"AAXN","AXON ENTERPRISE INC","Equity","0.41","59.78","3,126,374.00","186,894,637.72","186,894,637.72","Industrials","BDT5S35","US05464C1018","NASDAQ"
"SMTC","SEMTECH CORP","Equity","0.40","51.45","3,601,797.00","185,312,455.65","185,312,455.65","Information Technology","2795542","US8168501018","NASDAQ"
"DAR","DARLING INGREDIENTS INC","Equity","0.40","20.50","8,992,725.00","184,350,862.50","184,350,862.50","Consumer Staples","2250289","US2372661015","New York Stock Exchange Inc."
"EGP","EASTGROUP PROPERTIES REIT INC","Equity","0.40","96.29","1,882,163.00","181,233,475.27","181,233,475.27","Real Estate","2455761","US2772761019","New York Stock Exchange Inc."
"AEL","AMERICAN EQUITY INVESTMENT LIFE HO","Equity","0.40","36.82","4,921,097.00","181,194,791.54","181,194,791.54","Financials","2191300","US0256762065","New York Stock Exchange Inc."
"AVA","AVISTA CORP","Equity","0.39","50.61","3,564,160.00","180,382,137.60","180,382,137.60","Utilities","2942605","US05379B1070","New York Stock Exchange Inc."
"PRLB","PROTO LABS INC","Equity","0.39","130.75","1,368,622.00","178,947,326.50","178,947,326.50","Industrials","B6T6J81","US7437131094","New York Stock Exchange Inc."
"ENDP","ENDO INTERNATIONAL PLC","Equity","0.39","16.23","11,016,121.00","178,791,643.83","178,791,643.83","Health Care","BJ3V905","IE00BJ3V9050","NASDAQ"
"BCPC","BALCHEM CORP","Equity","0.39","102.03","1,749,897.00","178,541,990.91","178,541,990.91","Materials","2072074","US0576652004","NASDAQ"
"B","BARNES GROUP INC","Equity","0.39","67.25","2,642,871.00","177,733,074.75","177,733,074.75","Industrials","2080732","US0678061096","New York Stock Exchange Inc."
"CBU","COMMUNITY BANK SYSTEM INC","Equity","0.39","63.94","2,779,683.00","177,732,931.02","177,732,931.02","Financials","2222062","US2036071064","New York Stock Exchange Inc."
"HI","HILLENBRAND INC","Equity","0.39","52.15","3,404,582.00","177,548,951.30","177,548,951.30","Industrials","B2QGDP1","US4315711089","New York Stock Exchange Inc."
"CCMP","CABOT MICROELECTRONICS CORP","Equity","0.38","123.06","1,402,966.00","172,648,995.96","172,648,995.96","Information Technology","2572381","US12709P1030","NASDAQ"
"SKYW","SKYWEST INC","Equity","0.38","60.65","2,843,518.00","172,459,366.70","172,459,366.70","Industrials","2814210","US8308791024","NASDAQ"
"AMED","AMEDISYS INC","Equity","0.37","110.21","1,553,659.00","171,228,758.39","171,228,758.39","Health Care","2024332","US0234361089","NASDAQ"
"COLB","COLUMBIA BANKING SYSTEM INC","Equity","0.37","42.00","4,002,423.00","168,101,766.00","168,101,766.00","Financials","2176608","US1972361026","NASDAQ"
"FCN","FTI CONSULTING INC","Equity","0.37","81.50","2,056,200.00","167,580,300.00","167,580,300.00","Industrials","2351449","US3029411093","New York Stock Exchange Inc."
"KS","KAPSTONE PAPER AND PACKAGING CORP","Equity","0.36","34.67","4,808,846.00","166,722,690.82","166,722,690.82","Materials","B0L2NP0","US48562P1030","New York Stock Exchange Inc."
"FFBC","FIRST FINANCIAL BANCORP","Equity","0.36","31.00","5,343,798.00","165,657,738.00","165,657,738.00","Financials","2352806","US3202091092","NASDAQ"
"MYGN","MYRIAD GENETICS INC","Equity","0.36","43.22","3,813,370.00","164,813,851.40","164,813,851.40","Health Care","2614153","US62855J1043","NASDAQ"
"SSD","SIMPSON MANUFACTURING INC","Equity","0.36","72.79","2,249,186.00","163,718,248.94","163,718,248.94","Industrials","2809250","US8290731053","New York Stock Exchange Inc."
"UNF","UNIFIRST CORP","Equity","0.35","190.85","841,028.00","160,510,193.80","160,510,193.80","Industrials","2466428","US9047081040","New York Stock Exchange Inc."
"RLI","RLI CORP","Equity","0.35","75.31","2,130,457.00","160,444,716.67","160,444,716.67","Financials","2719070","US7496071074","New York Stock Exchange Inc."
"SHOO","STEVEN MADDEN LTD","Equity","0.35","55.70","2,872,145.00","159,978,476.50","159,978,476.50","Consumer Discretionary","2553911","US5562691080","NASDAQ"
"MMSI","MERIT MEDICAL SYSTEMS INC","Equity","0.35","54.50","2,931,446.00","159,763,807.00","159,763,807.00","Health Care","2580555","US5898891040","NASDAQ"
"SJI","S JERSEY INDS INC","Equity","0.35","34.10","4,674,060.00","159,385,446.00","159,385,446.00","Utilities","2825933","US8385181081","New York Stock Exchange Inc."
"QLYS","QUALYS INC","Equity","0.34","88.25","1,788,275.00","157,815,268.75","157,815,268.75","Information Technology","B7XJTN8","US74758T3032","NASDAQ"
"FUL","HB FULLER","Equity","0.34","57.10","2,763,614.00","157,802,359.40","157,802,359.40","Materials","2354664","US3596941068","New York Stock Exchange Inc."
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES IN","Equity","0.34","74.50","2,109,188.00","157,134,506.00","157,134,506.00","Industrials","2086309","US03820C1053","New York Stock Exchange Inc."
"VG","VONAGE HOLDINGS CORP","Equity","0.34","13.65","11,369,227.00","155,189,948.55","155,189,948.55","Telecommunications","B15JLG1","US92886T2015","New York Stock Exchange Inc."
"FMBI","FIRST MIDWEST BANCORP INC","Equity","0.33","27.11","5,622,416.00","152,423,697.76","152,423,697.76","Financials","2341439","US3208671046","NASDAQ"
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Equity","0.33","117.87","1,292,637.00","152,363,123.19","152,363,123.19","Consumer Discretionary","B45K9N8","US57164Y1073","New York Stock Exchange Inc."
"RH","RH","Equity","0.32","141.22","1,041,542.00","147,086,561.24","147,086,561.24","Consumer Discretionary","BYXR425","US74967X1037","New York Stock Exchange Inc."
"BLD","TOPBUILD CORP","Equity","0.32","75.49","1,948,254.00","147,073,694.46","147,073,694.46","Consumer Discretionary","BZ0P3W2","US89055F1030","New York Stock Exchange Inc."
"LHCG","LHC GROUP INC","Equity","0.32","91.89","1,587,274.00","145,854,607.86","145,854,607.86","Health Care","B06DT50","US50187A1079","NASDAQ"
"AMN","AMN HEALTHCARE INC","Equity","0.32","55.50","2,600,421.00","144,323,365.50","144,323,365.50","Health Care","2813552","US0017441017","New York Stock Exchange Inc."
"ONB","OLD NATIONAL BANCORP","Equity","0.31","19.55","7,325,104.00","143,205,783.20","143,205,783.20","Financials","2658441","US6800331075","NASDAQ"
"AJRD","AEROJET ROCKETDYNE HOLDINGS INC","Equity","0.31","34.47","4,127,979.00","142,291,436.13","142,291,436.13","Industrials","BWD7PX9","US0078001056","New York Stock Exchange Inc."
"SFLY","SHUTTERFLY INC","Equity","0.31","78.90","1,803,068.00","142,262,065.20","142,262,065.20","Consumer Discretionary","B188HK1","US82568P3047","NASDAQ"
"EXPO","EXPONENT INC","Equity","0.31","50.35","2,807,234.00","141,344,231.90","141,344,231.90","Industrials","2330318","US30214U1025","NASDAQ"
"STRA","STRATEGIC EDUCATION INC","Equity","0.31","123.79","1,139,427.00","141,049,668.33","141,049,668.33","Consumer Discretionary","BGGJFV8","US86272C1036","NASDAQ"
"PSB","PS BUSINESS PARKS REIT INC","Equity","0.31","128.48","1,091,162.00","140,192,493.76","140,192,493.76","Real Estate","2707956","US69360J1079","New York Stock Exchange Inc."
"EE","EL PASO ELECTRIC","Equity","0.30","62.85","2,192,204.00","137,780,021.40","137,780,021.40","Utilities","2851808","US2836778546","New York Stock Exchange Inc."
"SUPN","SUPERNUS PHARMACEUTICALS INC","Equity","0.30","48.70","2,824,785.00","137,567,029.50","137,567,029.50","Health Care","B72ZBG4","US8684591089","NASDAQ"
"MDCO","MEDICINES","Equity","0.30","38.91","3,526,388.00","137,211,757.08","137,211,757.08","Health Care","2616773","US5846881051","NASDAQ"
"LCII","LCI INDUSTRIES","Equity","0.30","99.50","1,376,172.00","136,929,114.00","136,929,114.00","Consumer Discretionary","BYQ44Y5","US50189K1034","New York Stock Exchange Inc."
"HMSY","HMS HOLDINGS CORP","Equity","0.30","30.05","4,546,877.00","136,633,653.85","136,633,653.85","Health Care","2418043","US40425J1016","NASDAQ"
"GWB","GREAT WESTERN BANCORP INC","Equity","0.30","42.24","3,219,642.00","135,997,678.08","135,997,678.08","Financials","BRHZ1X6","US3914161043","New York Stock Exchange Inc."
"CVBF","CVB FINANCIAL CORP","Equity","0.30","24.18","5,612,281.00","135,704,954.58","135,704,954.58","Financials","2160645","US1266001056","NASDAQ"
"OMCL","OMNICELL INC","Equity","0.29","63.70","2,117,290.00","134,871,373.00","134,871,373.00","Health Care","2789523","US68213N1090","NASDAQ"
"AEIS","ADVANCED ENERGY INDUSTRIES INC","Equity","0.29","62.34","2,152,929.00","134,213,593.86","134,213,593.86","Information Technology","2049175","US0079731008","NASDAQ"
"MOGA","MOOG INC CLASS A","Equity","0.29","75.45","1,774,156.00","133,860,070.20","133,860,070.20","Industrials","2601218","US6153942023","New York Stock Exchange Inc."
"IIVI","II VI INC","Equity","0.29","43.95","3,007,964.00","132,200,017.80","132,200,017.80","Information Technology","2452698","US9021041085","NASDAQ"
"ROG","ROGERS CORP","Equity","0.29","131.38","1,003,931.00","131,896,454.78","131,896,454.78","Information Technology","2746700","US7751331015","New York Stock Exchange Inc."
"INDB","INDEPENDENT BANK CORP","Equity","0.29","87.90","1,496,423.00","131,535,581.70","131,535,581.70","Financials","2447821","US4538361084","NASDAQ"
"IRBT","IROBOT CORP","Equity","0.29","86.50","1,514,253.00","130,982,884.50","130,982,884.50","Consumer Discretionary","B0J2NS5","US4627261005","NASDAQ"
"SRCI","SRC ENERGY INC","Equity","0.29","9.94","13,170,279.00","130,912,573.26","130,912,573.26","Energy","BD8ZX20","US78470V1089","Nyse Mkt Llc"
"SFNC","SIMMONS FIRST NATIONAL CORP CLASS","Equity","0.28","30.35","4,292,444.00","130,275,675.40","130,275,675.40","Financials","2810133","US8287302009","NASDAQ"
"GTLS","CHART INDUSTRIES INC","Equity","0.28","76.85","1,695,115.00","130,269,587.75","130,269,587.75","Industrials","B19HNF4","US16115Q3083","NASDAQ"
"FOXF","FOX FACTORY HOLDING CORP","Equity","0.28","63.95","2,035,472.00","130,168,434.40","130,168,434.40","Consumer Discretionary","BCRY5K3","US35138V1026","NASDAQ"
"WTS","WATTS WATER TECHNOLOGIES INC CLASS","Equity","0.28","85.10","1,522,877.00","129,596,832.70","129,596,832.70","Industrials","2943620","US9427491025","New York Stock Exchange Inc."
"VIAV","VIAVI SOLUTIONS INC","Equity","0.28","10.43","12,392,353.00","129,252,241.79","129,252,241.79","Information Technology","BYXB201","US9255501051","NASDAQ"
"TVPT","TRAVELPORT WORLDWIDE LTD","Equity","0.28","18.52","6,898,663.00","127,763,238.76","127,763,238.76","Information Technology","BQV0M37","BMG9019D1048","New York Stock Exchange Inc."
"MRCY","MERCURY SYSTEMS INC","Equity","0.28","48.39","2,629,755.00","127,253,844.45","127,253,844.45","Industrials","2144047","US5893781089","NASDAQ"
"DRH","DIAMONDROCK HOSPITALITY REIT","Equity","0.27","11.62","10,822,388.00","125,756,148.56","125,756,148.56","Real Estate","B090B96","US2527843013","New York Stock Exchange Inc."
"MNRO","MONRO INC","Equity","0.27","70.15","1,774,927.00","124,511,129.05","124,511,129.05","Consumer Discretionary","2600088","US6102361010","NASDAQ"
"WDFC","WD-40","Equity","0.27","165.50","750,228.00","124,162,734.00","124,162,734.00","Consumer Staples","2944742","US9292361071","NASDAQ"
"CPS","COOPER STANDARD HOLDINGS INC","Equity","0.27","138.93","890,734.00","123,749,674.62","123,749,674.62","Consumer Discretionary","B51JS17","US21676P1030","New York Stock Exchange Inc."
"PRA","PROASSURANCE CORP","Equity","0.27","44.50","2,780,521.00","123,733,184.50","123,733,184.50","Financials","2612737","US74267C1062","New York Stock Exchange Inc."
"UFPI","UNIVERSAL FOREST PRODUCTS INC","Equity","0.27","36.62","3,368,821.00","123,366,225.02","123,366,225.02","Industrials","2906496","US9135431040","NASDAQ"
"UCBI","UNITED COMMUNITY BANKS INC","Equity","0.27","31.05","3,960,840.00","122,984,082.00","122,984,082.00","Financials","2862156","US90984P3038","NASDAQ"
"HOPE","HOPE BANCORP INC","Equity","0.27","17.32","7,052,640.00","122,151,724.80","122,151,724.80","Financials","BYN87K7","US43940T1097","NASDAQ"
"WAGE","WAGEWORKS INC","Equity","0.27","56.35","2,165,358.00","122,017,923.30","122,017,923.30","Industrials","B6WG4R2","US9304271094","New York Stock Exchange Inc."
"KWR","QUAKER CHEMICAL CORP","Equity","0.27","168.34","722,881.00","121,689,787.54","121,689,787.54","Materials","2715186","US7473161070","New York Stock Exchange Inc."
"AIN","ALBANY INTERNATIONAL CORP CLASS A","Equity","0.26","76.45","1,581,706.00","120,921,423.70","120,921,423.70","Industrials","2012757","US0123481089","New York Stock Exchange Inc."
"DORM","DORMAN PRODUCTS INC","Equity","0.26","74.75","1,611,215.00","120,438,321.25","120,438,321.25","Consumer Discretionary","2718594","US2582781009","NASDAQ"
"AKR","ACADIA REALTY TRUST REIT TRUST","Equity","0.26","26.82","4,469,915.00","119,883,120.30","119,883,120.30","Real Estate","2566522","US0042391096","New York Stock Exchange Inc."
"ITRI","ITRON INC","Equity","0.26","63.50","1,887,017.00","119,825,579.50","119,825,579.50","Information Technology","2471949","US4657411066","NASDAQ"
"MNTA","MOMENTA PHARMACEUTICALS INC","Equity","0.26","28.10","4,211,500.00","118,343,150.00","118,343,150.00","Health Care","B018VB0","US60877T1007","NASDAQ"
"AWR","AMERICAN STATES WATER","Equity","0.26","59.68","1,977,371.00","118,009,501.28","118,009,501.28","Utilities","2267171","US0298991011","New York Stock Exchange Inc."
"POWI","POWER INTEGRATIONS INC","Equity","0.26","73.25","1,610,129.00","117,941,949.25","117,941,949.25","Information Technology","2133045","US7392761034","NASDAQ"
"ROIC","RETAIL OPPORTUNITY INVESTMENTS REI","Equity","0.26","19.00","6,177,215.00","117,367,085.00","117,367,085.00","Real Estate","B28YD08","US76131N1019","NASDAQ"
"MED","MEDIFAST INC","Equity","0.26","203.86","575,669.00","117,355,882.34","117,355,882.34","Consumer Staples","2934033","US58470H1014","New York Stock Exchange Inc."
"PLCE","CHILDRENS PLACE INC","Equity","0.26","128.50","910,774.00","117,034,459.00","117,034,459.00","Consumer Discretionary","2106791","US1689051076","NASDAQ"
"NTGR","NETGEAR INC","Equity","0.26","68.05","1,719,633.00","117,021,025.65","117,021,025.65","Information Technology","2688363","US64111Q1040","NASDAQ"
"AXE","ANIXTER INTERNATIONAL INC","Equity","0.25","73.40","1,588,811.00","116,618,727.40","116,618,727.40","Information Technology","2468844","US0352901054","New York Stock Exchange Inc."
"JJSF","J AND J SNACK FOODS CORP","Equity","0.25","143.21","806,801.00","115,541,971.21","115,541,971.21","Consumer Staples","2469171","US4660321096","NASDAQ"
"LAD","LITHIA MOTORS INC CLASS A","Equity","0.25","87.59","1,311,586.00","114,881,817.74","114,881,817.74","Consumer Discretionary","2515030","US5367971034","New York Stock Exchange Inc."
"FNSR","FINISAR CORP","Equity","0.25","18.24","6,290,399.00","114,736,877.76","114,736,877.76","Information Technology","2517832","US31787A5074","NASDAQ"
"ARI","APOLLO COMMERCIAL REAL ESTATE FINA","Equity","0.25","18.69","6,134,104.00","114,646,403.76","114,646,403.76","Financials","B4JTYX6","US03762U1051","New York Stock Exchange Inc."
"BRKS","BROOKS AUTOMATION INC","Equity","0.25","29.82","3,843,962.00","114,626,946.84","114,626,946.84","Information Technology","2145460","US1143401024","NASDAQ"
"HA","HAWAIIAN HOLDINGS INC","Equity","0.25","41.30","2,769,139.00","114,365,440.70","114,365,440.70","Industrials","2408044","US4198791018","NASDAQ"
"SANM","SANMINA CORP","Equity","0.25","30.55","3,741,493.00","114,302,611.15","114,302,611.15","Information Technology","B92RRW2","US8010561020","NASDAQ"
"CCOI","COGENT COMMUNICATIONS HOLDINGS INC","Equity","0.25","49.80","2,282,507.00","113,668,848.60","113,668,848.60","Telecommunications","B06RWD1","US19239V3024","NASDAQ"
"SEM","SELECT MEDICAL HOLDINGS CORP","Equity","0.25","19.35","5,860,575.00","113,402,126.25","113,402,126.25","Health Care","B4MF0Q6","US81619Q1058","New York Stock Exchange Inc."
"FIX","COMFORT SYSTEMS USA INC","Equity","0.25","55.75","2,030,047.00","113,175,120.25","113,175,120.25","Industrials","2036047","US1999081045","New York Stock Exchange Inc."
"ABM","ABM INDUSTRIES INC","Equity","0.25","31.38","3,601,539.00","113,016,293.82","113,016,293.82","Industrials","2024901","US0009571003","New York Stock Exchange Inc."
"BANR","BANNER CORP","Equity","0.25","65.03","1,733,206.00","112,710,386.18","112,710,386.18","Financials","2346003","US06652V2088","NASDAQ"
"CBM","CAMBREX CORP","Equity","0.25","62.90","1,785,378.00","112,300,276.20","112,300,276.20","Health Care","2165811","US1320111073","New York Stock Exchange Inc."
"ELY","CALLAWAY GOLF","Equity","0.25","21.91","5,122,732.00","112,239,058.12","112,239,058.12","Consumer Discretionary","2173933","US1311931042","New York Stock Exchange Inc."
"BOFI","BOFI HOLDING INC","Equity","0.24","37.19","3,010,083.00","111,929,936.36","111,929,936.36","Financials","B0637D4","US05566U1088","NASDAQ"
"HSC","HARSCO CORP","Equity","0.24","25.30","4,417,852.00","111,771,655.60","111,771,655.60","Industrials","2412700","US4158641070","New York Stock Exchange Inc."
"BGS","B AND G FOODS INC","Equity","0.24","30.65","3,642,606.00","111,645,873.90","111,645,873.90","Consumer Staples","B034L49","US05508R1068","New York Stock Exchange Inc."
"DDD","3D SYSTEMS CORP","Equity","0.24","17.96","6,210,528.00","111,541,082.88","111,541,082.88","Information Technology","2889768","US88554D2053","New York Stock Exchange Inc."
"EGHT","8X8 INC","Equity","0.24","21.95","5,065,014.00","111,177,057.30","111,177,057.30","Information Technology","2037170","US2829141009","New York Stock Exchange Inc."
"ITGR","INTEGER HOLDINGS CORP","Equity","0.24","71.30","1,557,022.00","111,015,668.60","111,015,668.60","Health Care","BD06LM7","US45826H1095","New York Stock Exchange Inc."
"MINI","MOBILE MINI INC","Equity","0.24","45.15","2,438,011.00","110,076,196.65","110,076,196.65","Industrials","2548177","US60740F1057","NASDAQ"
"FLOW","SPX FLOW INC","Equity","0.24","47.11","2,331,960.00","109,858,635.60","109,858,635.60","Industrials","BYMN2T7","US78469X1072","New York Stock Exchange Inc."
"PLAY","DAVE AND BUSTERS ENTERTAINMENT INC","Equity","0.24","50.56","2,166,838.00","109,555,329.28","109,555,329.28","Consumer Discretionary","B8SW166","US2383371091","NASDAQ"
"EXLS","EXLSERVICE HOLDINGS INC","Equity","0.24","58.63","1,867,960.00","109,518,494.80","109,518,494.80","Information Technology","B07LST0","US3020811044","NASDAQ"
"PLXS","PLEXUS CORP","Equity","0.24","61.44","1,778,539.00","109,273,436.16","109,273,436.16","Information Technology","2692160","US7291321005","NASDAQ"
"EPAY","BOTTOMLINE TECHNOLOGIES INC","Equity","0.24","56.78","1,915,959.00","108,788,152.02","108,788,152.02","Information Technology","2389558","US1013881065","NASDAQ"
"ABCB","AMERIS BANCORP","Equity","0.24","49.40","2,187,724.00","108,073,565.60","108,073,565.60","Financials","2038849","US03076K1088","NASDAQ"
"OIS","OIL STATES INTERNATIONAL INC","Equity","0.24","32.90","3,276,775.00","107,805,897.50","107,805,897.50","Energy","2724472","US6780261052","New York Stock Exchange Inc."
"DSW","DSW INC CLASS A","Equity","0.23","27.38","3,928,444.00","107,560,796.72","107,560,796.72","Consumer Discretionary","B0BV2V6","US23334L1026","New York Stock Exchange Inc."
"SAIA","SAIA INC","Equity","0.23","76.10","1,408,027.00","107,150,854.70","107,150,854.70","Industrials","2982399","US78709Y1055","NASDAQ"
"SPPI","SPECTRUM PHARMACEUTICALS INC","Equity","0.23","21.00","5,098,026.00","107,058,546.00","107,058,546.00","Health Care","2982924","US84763A1088","NASDAQ"
"CWT","CALIFORNIA WATER SERVICE GROUP","Equity","0.23","40.60","2,605,470.00","105,782,082.00","105,782,082.00","Utilities","2165383","US1307881029","New York Stock Exchange Inc."
"SFBS","SERVISFIRST BANCSHARES INC","Equity","0.23","42.52","2,466,088.00","104,858,061.76","104,858,061.76","Financials","BMH0MP5","US81768T1088","NASDAQ"
"CNMD","CONMED CORP","Equity","0.23","77.01","1,358,858.00","104,645,654.58","104,645,654.58","Health Care","2216010","US2074101013","NASDAQ"
"LXP","LEXINGTON REALTY TRUST REIT TRUST","Equity","0.23","8.81","11,849,914.00","104,397,742.34","104,397,742.34","Real Estate","2139151","US5290431015","New York Stock Exchange Inc."
"CHSP","CHESAPEAKE LODGING TRUST REIT TRUS","Equity","0.23","31.39","3,311,677.00","103,953,541.03","103,953,541.03","Real Estate","B4TC8L1","US1652401027","New York Stock Exchange Inc."
