iShares Core S&P Small-Cap ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Aug 22, 2018"
Total Net Assets,"47,434,604,065.42"
Shares Outstanding,"528,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"LGND","LIGAND PHARMACEUTICALS INC","Equity","0.61","247.64","1,174,418.00","290,832,873.52","290,832,873.52","Health Care","2501578","US53220K5048","NASDAQ"
"TREX","TREX INC","Equity","0.57","83.58","3,237,735.00","270,609,891.30","270,609,891.30","Industrials","2483074","US89531P1057","New York Stock Exchange Inc."
"CACI","CACI INTERNATIONAL INC CLASS A","Equity","0.55","193.65","1,360,810.00","263,520,856.50","263,520,856.50","Information Technology","2159267","US1271903049","New York Stock Exchange Inc."
"HQY","HEALTHEQUITY INC","Equity","0.53","87.19","2,896,370.00","252,534,500.30","252,534,500.30","Health Care","BP8XZL1","US42226A1079","NASDAQ"
"NEOG","NEOGEN CORP","Equity","0.52","87.28","2,843,838.00","248,210,180.64","248,210,180.64","Health Care","2630085","US6404911066","NASDAQ"
"ASGN","ASGN INC","Equity","0.52","90.81","2,710,018.00","246,096,734.58","246,096,734.58","Industrials","BFY8W20","US00191U1025","New York Stock Exchange Inc."
"NSP","INSPERITY INC","Equity","0.49","114.00","2,059,747.00","234,811,158.00","234,811,158.00","Industrials","2007281","US45778Q1076","New York Stock Exchange Inc."
"NGVT","INGEVITY CORP","Equity","0.49","100.32","2,320,714.00","232,814,028.48","232,814,028.48","Materials","BD4LHG4","US45688C1071","New York Stock Exchange Inc."
"INGN","INOGEN INC","Equity","0.48","238.43","960,352.00","228,976,727.36","228,976,727.36","Health Care","BJSVLL5","US45780L1044","NASDAQ"
"FFIN","FIRST FINANCIAL BANKSHARES INC","Equity","0.47","60.55","3,719,828.00","225,235,585.40","225,235,585.40","Financials","2266026","US32020R1095","NASDAQ"
"GDOT","GREEN DOT CORP CLASS A","Equity","0.47","86.03","2,577,958.00","221,781,726.74","221,781,726.74","Financials","B3WNNP3","US39304D1028","New York Stock Exchange Inc."
"TTEK","TETRA TECH INC","Equity","0.45","70.10","3,069,780.00","215,191,578.00","215,191,578.00","Industrials","2883890","US88162G1031","NASDAQ"
"SR","SPIRE INC","Equity","0.44","75.80","2,777,562.00","210,539,199.60","210,539,199.60","Utilities","BYXJQG9","US84857L1017","New York Stock Exchange Inc."
"KFY","KORN FERRY INTERNATIONAL","Equity","0.44","66.73","3,117,083.00","208,002,948.59","208,002,948.59","Industrials","2386849","US5006432000","New York Stock Exchange Inc."
"FCFS","FIRSTCASH INC","Equity","0.43","82.30","2,505,003.00","206,161,746.90","206,161,746.90","Financials","BZCG9B4","US33767D1054","New York Stock Exchange Inc."
"SIGI","SELECTIVE INSURANCE GROUP INC","Equity","0.43","63.50","3,230,504.00","205,137,004.00","205,137,004.00","Financials","2766173","US8163001071","NASDAQ"
"AAXN","AXON ENTERPRISE INC","Equity","0.43","64.35","3,159,750.00","203,329,912.50","203,329,912.50","Industrials","BDT5S35","US05464C1018","NASDAQ"
"WWW","WOLVERINE WORLD WIDE INC","Equity","0.42","38.54","5,230,030.00","201,565,356.20","201,565,356.20","Consumer Discretionary","2977500","US9780971035","New York Stock Exchange Inc."
"PDCE","PDC ENERGY INC","Equity","0.42","55.22","3,639,158.00","200,954,304.76","200,954,304.76","Energy","B89M5F2","US69327R1014","NASDAQ"
"PRLB","PROTO LABS INC","Equity","0.42","144.00","1,383,182.00","199,178,208.00","199,178,208.00","Industrials","B6T6J81","US7437131094","New York Stock Exchange Inc."
"STMP","STAMPS.COM INC","Equity","0.42","229.45","865,917.00","198,684,655.65","198,684,655.65","Information Technology","B013D75","US8528572006","NASDAQ"
"GBCI","GLACIER BANCORP INC","Equity","0.42","45.46","4,367,529.00","198,547,868.34","198,547,868.34","Financials","2370585","US37637Q1058","NASDAQ"
