iShares Core S&P Small-Cap ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Aug 14, 2018"
Total Net Assets,"46,196,109,978.57"
Shares Outstanding,"525,550,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"LGND","LIGAND PHARMACEUTICALS INC","Equity","0.63","249.11","1,165,094.00","290,236,566.34","290,236,566.34","Health Care","2501578","US53220K5048","NASDAQ"
"TREX","TREX INC","Equity","0.55","78.83","3,221,105.00","253,919,707.15","253,919,707.15","Industrials","2483074","US89531P1057","New York Stock Exchange Inc."
"CACI","CACI INTERNATIONAL INC CLASS A","Equity","0.53","181.25","1,350,058.00","244,698,012.50","244,698,012.50","Information Technology","2159267","US1271903049","New York Stock Exchange Inc."
"HQY","HEALTHEQUITY INC","Equity","0.53","84.83","2,873,438.00","243,753,745.54","243,753,745.54","Health Care","BP8XZL1","US42226A1079","NASDAQ"
"ASGN","ASGN INC","Equity","0.52","90.16","2,688,514.00","242,396,422.24","242,396,422.24","Industrials","BFY8W20","US00191U1025","New York Stock Exchange Inc."
"NEOG","NEOGEN CORP","Equity","0.52","84.74","2,821,326.00","239,079,165.24","239,079,165.24","Health Care","2630085","US6404911066","NASDAQ"
"NSP","INSPERITY INC","Equity","0.49","111.90","2,043,451.00","228,662,166.90","228,662,166.90","Industrials","2007281","US45778Q1076","New York Stock Exchange Inc."
"NGVT","INGEVITY CORP","Equity","0.49","98.93","2,302,318.00","227,768,319.74","227,768,319.74","Materials","BD4LHG4","US45688C1071","New York Stock Exchange Inc."
"INGN","INOGEN INC","Equity","0.48","231.24","952,708.00","220,304,197.92","220,304,197.92","Health Care","BJSVLL5","US45780L1044","NASDAQ"
"FFIN","FIRST FINANCIAL BANKSHARES INC","Equity","0.47","59.40","3,690,344.00","219,206,433.60","219,206,433.60","Financials","2266026","US32020R1095","NASDAQ"
"GDOT","GREEN DOT CORP CLASS A","Equity","0.46","83.74","2,557,546.00","214,168,902.04","214,168,902.04","Financials","B3WNNP3","US39304D1028","New York Stock Exchange Inc."
"TTEK","TETRA TECH INC","Equity","0.46","70.23","3,045,420.00","213,879,846.60","213,879,846.60","Industrials","2883890","US88162G1031","NASDAQ"
"SR","SPIRE INC","Equity","0.45","74.80","2,755,554.00","206,115,439.20","206,115,439.20","Utilities","BYXJQG9","US84857L1017","New York Stock Exchange Inc."
"STMP","STAMPS.COM INC","Equity","0.44","236.95","865,917.00","205,179,033.15","205,179,033.15","Information Technology","B013D75","US8528572006","NASDAQ"
"KFY","KORN FERRY INTERNATIONAL","Equity","0.44","65.75","3,092,387.00","203,324,445.25","203,324,445.25","Industrials","2386849","US5006432000","New York Stock Exchange Inc."
"FCFS","FIRSTCASH INC","Equity","0.44","81.00","2,485,179.00","201,299,499.00","201,299,499.00","Financials","BZCG9B4","US33767D1054","New York Stock Exchange Inc."
"SIGI","SELECTIVE INSURANCE GROUP INC","Equity","0.43","62.30","3,204,884.00","199,664,273.20","199,664,273.20","Financials","2766173","US8163001071","NASDAQ"
"WWW","WOLVERINE WORLD WIDE INC","Equity","0.43","38.39","5,188,618.00","199,191,045.02","199,191,045.02","Consumer Discretionary","2977500","US9780971035","New York Stock Exchange Inc."
"AAXN","AXON ENTERPRISE INC","Equity","0.42","62.31","3,134,718.00","195,324,278.58","195,324,278.58","Industrials","BDT5S35","US05464C1018","NASDAQ"
"PDCE","PDC ENERGY INC","Equity","0.41","53.07","3,610,346.00","191,601,062.22","191,601,062.22","Energy","B89M5F2","US69327R1014","NASDAQ"
"GBCI","GLACIER BANCORP INC","Equity","0.41","44.20","4,332,921.00","191,515,108.20","191,515,108.20","Financials","2370585","US37637Q1058","NASDAQ"
"JBT","JOHN BEAN TECHNOLOGIES CORP","Equity","0.40","107.15","1,735,935.00","186,005,435.25","186,005,435.25","Industrials","B3BRJZ8","US4778391049","New York Stock Exchange Inc."
"PRLB","PROTO LABS INC","Equity","0.40","134.55","1,372,262.00","184,637,852.10","184,637,852.10","Industrials","B6T6J81","US7437131094","New York Stock Exchange Inc."
"AMED","AMEDISYS INC","Equity","0.40","116.73","1,576,341.00","184,006,284.93","184,006,284.93","Health Care","2024332","US0234361089","NASDAQ"
"EGP","EASTGROUP PROPERTIES REIT INC","Equity","0.40","96.28","1,897,336.00","182,675,510.08","182,675,510.08","Real Estate","2455761","US2772761019","New York Stock Exchange Inc."
"AVA","AVISTA CORP","Equity","0.39","51.01","3,573,680.00","182,293,416.80","182,293,416.80","Utilities","2942605","US05379B1070","New York Stock Exchange Inc."
"CBU","COMMUNITY BANK SYSTEM INC","Equity","0.39","64.89","2,787,103.00","180,855,113.67","180,855,113.67","Financials","2222062","US2036071064","New York Stock Exchange Inc."
"AEL","AMERICAN EQUITY INVESTMENT LIFE HO","Equity","0.39","36.39","4,934,229.00","179,556,593.31","179,556,593.31","Financials","2191300","US0256762065","New York Stock Exchange Inc."
"HI","HILLENBRAND INC","Equity","0.39","52.30","3,413,682.00","178,535,568.60","178,535,568.60","Industrials","B2QGDP1","US4315711089","New York Stock Exchange Inc."
"ENDP","ENDO INTERNATIONAL PLC","Equity","0.38","16.10","11,045,521.00","177,832,888.10","177,832,888.10","Health Care","BJ3V905","IE00BJ3V9050","NASDAQ"
"DAR","DARLING INGREDIENTS INC","Equity","0.38","19.62","9,016,721.00","176,908,066.02","176,908,066.02","Consumer Staples","2250289","US2372661015","New York Stock Exchange Inc."
"SMTC","SEMTECH CORP","Equity","0.38","48.85","3,611,401.00","176,416,938.85","176,416,938.85","Information Technology","2795542","US8168501018","NASDAQ"
"BCPC","BALCHEM CORP","Equity","0.38","100.15","1,754,573.00","175,720,485.95","175,720,485.95","Materials","2072074","US0576652004","NASDAQ"
"B","BARNES GROUP INC","Equity","0.38","65.97","2,649,927.00","174,815,684.19","174,815,684.19","Industrials","2080732","US0678061096","New York Stock Exchange Inc."
"SKYW","SKYWEST INC","Equity","0.37","60.60","2,851,106.00","172,777,023.60","172,777,023.60","Industrials","2814210","US8308791024","NASDAQ"
"COLB","COLUMBIA BANKING SYSTEM INC","Equity","0.37","42.63","4,013,119.00","171,079,262.97","171,079,262.97","Financials","2176608","US1972361026","NASDAQ"
"CCMP","CABOT MICROELECTRONICS CORP","Equity","0.37","121.41","1,406,718.00","170,789,632.38","170,789,632.38","Information Technology","2572381","US12709P1030","NASDAQ"
"FFBC","FIRST FINANCIAL BANCORP","Equity","0.36","31.45","5,358,050.00","168,510,672.50","168,510,672.50","Financials","2352806","US3202091092","NASDAQ"
"KS","KAPSTONE PAPER AND PACKAGING CORP","Equity","0.36","34.50","4,821,670.00","166,347,615.00","166,347,615.00","Materials","B0L2NP0","US48562P1030","New York Stock Exchange Inc."
"FCN","FTI CONSULTING INC","Equity","0.36","80.34","2,061,688.00","165,636,013.92","165,636,013.92","Industrials","2351449","US3029411093","New York Stock Exchange Inc."
"SHOO","STEVEN MADDEN LTD","Equity","0.36","57.50","2,879,817.00","165,589,477.50","165,589,477.50","Consumer Discretionary","2553911","US5562691080","NASDAQ"
"SSD","SIMPSON MANUFACTURING INC","Equity","0.36","72.83","2,255,178.00","164,244,613.74","164,244,613.74","Industrials","2809250","US8290731053","New York Stock Exchange Inc."
"RLI","RLI CORP","Equity","0.35","76.81","2,136,141.00","164,076,990.21","164,076,990.21","Financials","2719070","US7496071074","New York Stock Exchange Inc."
"MMSI","MERIT MEDICAL SYSTEMS INC","Equity","0.35","55.75","2,939,258.00","163,863,633.50","163,863,633.50","Health Care","2580555","US5898891040","NASDAQ"
"VG","VONAGE HOLDINGS CORP","Equity","0.35","14.36","11,369,227.00","163,262,099.72","163,262,099.72","Telecommunications","B15JLG1","US92886T2015","New York Stock Exchange Inc."
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES IN","Equity","0.35","76.90","2,114,816.00","162,629,350.40","162,629,350.40","Industrials","2086309","US03820C1053","New York Stock Exchange Inc."
"MYGN","MYRIAD GENETICS INC","Equity","0.35","41.98","3,823,534.00","160,511,957.32","160,511,957.32","Health Care","2614153","US62855J1043","NASDAQ"
"RH","RH","Equity","0.35","153.10","1,044,314.00","159,884,473.40","159,884,473.40","Consumer Discretionary","BYXR425","US74967X1037","New York Stock Exchange Inc."
"FUL","HB FULLER","Equity","0.34","56.61","2,770,978.00","156,865,064.58","156,865,064.58","Materials","2354664","US3596941068","New York Stock Exchange Inc."
"SJI","S JERSEY INDS INC","Equity","0.34","33.13","4,686,548.00","155,265,335.24","155,265,335.24","Utilities","2825933","US8385181081","New York Stock Exchange Inc."
"UNF","UNIFIRST CORP","Equity","0.34","184.05","843,268.00","155,203,475.40","155,203,475.40","Industrials","2466428","US9047081040","New York Stock Exchange Inc."
"AJRD","AEROJET ROCKETDYNE HOLDINGS INC","Equity","0.33","37.29","4,138,983.00","154,342,676.07","154,342,676.07","Industrials","BWD7PX9","US0078001056","New York Stock Exchange Inc."
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Equity","0.33","118.73","1,296,081.00","153,883,697.13","153,883,697.13","Consumer Discretionary","B45K9N8","US57164Y1073","New York Stock Exchange Inc."
"QLYS","QUALYS INC","Equity","0.33","85.70","1,793,035.00","153,663,099.50","153,663,099.50","Information Technology","B7XJTN8","US74758T3032","NASDAQ"
"FMBI","FIRST MIDWEST BANCORP INC","Equity","0.33","26.95","5,637,424.00","151,928,576.80","151,928,576.80","Financials","2341439","US3208671046","NASDAQ"
"LHCG","LHC GROUP INC","Equity","0.33","94.71","1,591,502.00","150,731,154.42","150,731,154.42","Health Care","B06DT50","US50187A1079","NASDAQ"
"AMN","AMN HEALTHCARE INC","Equity","0.32","56.70","2,607,365.00","147,837,595.50","147,837,595.50","Health Care","2813552","US0017441017","New York Stock Exchange Inc."
"EXPO","EXPONENT INC","Equity","0.31","51.55","2,814,738.00","145,099,743.90","145,099,743.90","Industrials","2330318","US30214U1025","NASDAQ"
