iShares Core S&P Small-Cap ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Jul 27, 2018"
Total Net Assets,"44,676,418,760.22"
Shares Outstanding,"522,400,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"B","BARNES GROUP INC","Equity","0.40","68.30","2,643,037.00","180,519,427.10","180,519,427.10","Industrials","2080732","US0678061096","New York Stock Exchange Inc."
"AVA","AVISTA CORP","Equity","0.40","50.21","3,579,724.00","179,737,942.04","179,737,942.04","Utilities","2942605","US05379B1070","New York Stock Exchange Inc."
"DAR","DARLING INGREDIENTS INC","Equity","0.40","20.00","8,986,678.00","179,733,560.00","179,733,560.00","Consumer Staples","2250289","US2372661015","New York Stock Exchange Inc."
"CBU","COMMUNITY BANK SYSTEM INC","Equity","0.40","64.21","2,768,285.00","177,751,579.85","177,751,579.85","Financials","2222062","US2036071064","New York Stock Exchange Inc."
"WWE","WORLD WRESTLING ENTERTAINMENT INC","Equity","0.40","81.75","2,173,960.00","177,721,230.00","177,721,230.00","Consumer Discretionary","2503529","US98156Q1085","New York Stock Exchange Inc."
"EGP","EASTGROUP PROPERTIES REIT INC","Equity","0.40","94.15","1,882,163.00","177,205,646.45","177,205,646.45","Real Estate","2455761","US2772761019","New York Stock Exchange Inc."
"AEL","AMERICAN EQUITY INVESTMENT LIFE HO","Equity","0.39","35.81","4,918,641.00","176,136,534.21","176,136,534.21","Financials","2191300","US0256762065","New York Stock Exchange Inc."
"SMTC","SEMTECH CORP","Equity","0.39","48.75","3,596,438.00","175,326,352.50","175,326,352.50","Information Technology","2795542","US8168501018","NASDAQ"
"PRLB","PROTO LABS INC","Equity","0.39","128.10","1,366,869.00","175,095,918.90","175,095,918.90","Industrials","B6T6J81","US7437131094","New York Stock Exchange Inc."
"SKYW","SKYWEST INC","Equity","0.38","60.60","2,843,642.00","172,324,705.20","172,324,705.20","Industrials","2814210","US8308791024","NASDAQ"
"BCPC","BALCHEM CORP","Equity","0.38","98.53","1,747,249.00","172,156,443.97","172,156,443.97","Materials","2072074","US0576652004","NASDAQ"
"HI","HILLENBRAND INC","Equity","0.37","49.30","3,399,696.00","167,605,012.80","167,605,012.80","Industrials","B2QGDP1","US4315711089","New York Stock Exchange Inc."
"KS","KAPSTONE PAPER AND PACKAGING CORP","Equity","0.37","34.79","4,802,488.00","167,078,557.52","167,078,557.52","Materials","B0L2NP0","US48562P1030","New York Stock Exchange Inc."
"CCMP","CABOT MICROELECTRONICS CORP","Equity","0.37","118.88","1,397,201.00","166,099,254.88","166,099,254.88","Information Technology","2572381","US12709P1030","NASDAQ"
"COLB","COLUMBIA BANKING SYSTEM INC","Equity","0.37","41.31","3,999,016.00","165,199,350.96","165,199,350.96","Financials","2176608","US1972361026","NASDAQ"
"FFBC","FIRST FINANCIAL BANCORP","Equity","0.37","30.75","5,336,570.00","164,099,527.50","164,099,527.50","Financials","2352806","US3202091092","NASDAQ"
"MYGN","MYRIAD GENETICS INC","Equity","0.36","42.57","3,797,758.00","161,670,558.06","161,670,558.06","Health Care","2614153","US62855J1043","NASDAQ"
"QLYS","QUALYS INC","Equity","0.36","90.45","1,785,995.00","161,543,247.75","161,543,247.75","Information Technology","B7XJTN8","US74758T3032","NASDAQ"
"AMN","AMN HEALTHCARE INC","Equity","0.35","61.10","2,598,349.00","158,759,123.90","158,759,123.90","Health Care","2813552","US0017441017","New York Stock Exchange Inc."
"MMSI","MERIT MEDICAL SYSTEMS INC","Equity","0.35","54.05","2,919,446.00","157,796,056.30","157,796,056.30","Health Care","2580555","US5898891040","NASDAQ"
"RLI","RLI CORP","Equity","0.35","73.78","2,129,832.00","157,139,004.96","157,139,004.96","Financials","2719070","US7496071074","New York Stock Exchange Inc."
"SJI","S JERSEY INDS INC","Equity","0.35","33.52","4,671,950.00","156,603,764.00","156,603,764.00","Utilities","2825933","US8385181081","New York Stock Exchange Inc."
"FUL","HB FULLER","Equity","0.35","56.41","2,762,926.00","155,856,655.66","155,856,655.66","Materials","2354664","US3596941068","New York Stock Exchange Inc."
"UNF","UNIFIRST CORP","Equity","0.35","184.85","840,350.00","155,338,697.50","155,338,697.50","Industrials","2466428","US9047081040","New York Stock Exchange Inc."
"FCN","FTI CONSULTING INC","Equity","0.35","75.52","2,054,721.00","155,172,529.92","155,172,529.92","Industrials","2351449","US3029411093","New York Stock Exchange Inc."
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES IN","Equity","0.34","73.55","2,100,542.00","154,494,864.10","154,494,864.10","Industrials","2086309","US03820C1053","New York Stock Exchange Inc."
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Equity","0.34","119.13","1,292,000.00","153,915,960.00","153,915,960.00","Consumer Discretionary","B45K9N8","US57164Y1073","New York Stock Exchange Inc."
"SHOO","STEVEN MADDEN LTD","Equity","0.34","53.55","2,860,360.00","153,172,278.00","153,172,278.00","Consumer Discretionary","2553911","US5562691080","NASDAQ"
"SFLY","SHUTTERFLY INC","Equity","0.34","84.79","1,795,669.00","152,254,774.51","152,254,774.51","Consumer Discretionary","B188HK1","US82568P3047","NASDAQ"
"SUPN","SUPERNUS PHARMACEUTICALS INC","Equity","0.34","53.45","2,813,215.00","150,366,341.75","150,366,341.75","Health Care","B72ZBG4","US8684591089","NASDAQ"
"FMBI","FIRST MIDWEST BANCORP INC","Equity","0.33","26.75","5,599,362.00","149,782,933.50","149,782,933.50","Financials","2341439","US3208671046","NASDAQ"
"VG","VONAGE HOLDINGS CORP","Equity","0.33","12.88","11,369,227.00","146,435,643.76","146,435,643.76","Telecommunications","B15JLG1","US92886T2015","New York Stock Exchange Inc."
"AMED","AMEDISYS INC","Equity","0.32","93.76","1,552,164.00","145,530,896.64","145,530,896.64","Health Care","2024332","US0234361089","NASDAQ"
"BLD","TOPBUILD CORP","Equity","0.32","74.53","1,946,213.00","145,051,254.89","145,051,254.89","Consumer Discretionary","BZ0P3W2","US89055F1030","New York Stock Exchange Inc."
"SRCI","SRC ENERGY INC","Equity","0.32","11.02","13,116,299.00","144,541,614.98","144,541,614.98","Energy","BD8ZX20","US78470V1089","Nyse Mkt Llc"
"RH","RH","Equity","0.32","137.68","1,040,564.00","143,264,851.52","143,264,851.52","Consumer Discretionary","BYXR425","US74967X1037","New York Stock Exchange Inc."
"ONB","OLD NATIONAL BANCORP","Equity","0.32","19.48","7,321,000.00","142,576,475.00","142,576,475.00","Financials","2658441","US6800331075","NASDAQ"
"EXPO","EXPONENT INC","Equity","0.31","49.25","2,812,784.00","138,529,612.00","138,529,612.00","Industrials","2330318","US30214U1025","NASDAQ"
"MDCO","MEDICINES","Equity","0.31","39.28","3,523,297.00","138,395,106.16","138,395,106.16","Health Care","2616773","US5846881051","NASDAQ"
"LHCG","LHC GROUP INC","Equity","0.31","86.55","1,585,996.00","137,267,953.80","137,267,953.80","Health Care","B06DT50","US50187A1079","NASDAQ"
"PSB","PS BUSINESS PARKS REIT INC","Equity","0.31","125.56","1,090,945.00","136,979,054.20","136,979,054.20","Real Estate","2707956","US69360J1079","New York Stock Exchange Inc."
"GWB","GREAT WESTERN BANCORP INC","Equity","0.30","42.30","3,217,009.00","136,079,480.70","136,079,480.70","Financials","BRHZ1X6","US3914161043","New York Stock Exchange Inc."
"EE","EL PASO ELECTRIC","Equity","0.30","61.15","2,202,670.00","134,693,270.50","134,693,270.50","Utilities","2851808","US2836778546","New York Stock Exchange Inc."
"SSD","SIMPSON MANUFACTURING INC","Equity","0.30","60.06","2,239,984.00","134,533,439.04","134,533,439.04","Industrials","2809250","US8290731053","New York Stock Exchange Inc."
"IIVI","II VI INC","Equity","0.30","44.85","2,995,620.00","134,353,557.00","134,353,557.00","Information Technology","2452698","US9021041085","NASDAQ"
"INDB","INDEPENDENT BANK CORP","Equity","0.30","89.30","1,490,271.00","133,081,200.30","133,081,200.30","Financials","2447821","US4538361084","NASDAQ"
"CVBF","CVB FINANCIAL CORP","Equity","0.30","23.64","5,611,384.00","132,653,117.76","132,653,117.76","Financials","2160645","US1266001056","NASDAQ"
"ENDP","ENDO INTERNATIONAL PLC","Equity","0.30","12.09","10,970,959.00","132,638,894.31","132,638,894.31","Health Care","BJ3V905","IE00BJ3V9050","NASDAQ"
"MOGA","MOOG INC CLASS A","Equity","0.29","74.09","1,773,073.00","131,366,978.57","131,366,978.57","Industrials","2601218","US6153942023","New York Stock Exchange Inc."
"TVPT","TRAVELPORT WORLDWIDE LTD","Equity","0.29","18.98","6,898,400.00","130,931,632.00","130,931,632.00","Information Technology","BQV0M37","BMG9019D1048","New York Stock Exchange Inc."
"AEIS","ADVANCED ENERGY INDUSTRIES INC","Equity","0.29","60.00","2,151,639.00","129,098,340.00","129,098,340.00","Information Technology","2049175","US0079731008","NASDAQ"
"SFNC","SIMMONS FIRST NATIONAL CORP CLASS","Equity","0.29","30.00","4,289,943.00","128,698,290.00","128,698,290.00","Financials","2810133","US8287302009","NASDAQ"
"WTS","WATTS WATER TECHNOLOGIES INC CLASS","Equity","0.28","83.75","1,516,642.00","127,018,767.50","127,018,767.50","Industrials","2943620","US9427491025","New York Stock Exchange Inc."
"DRH","DIAMONDROCK HOSPITALITY REIT","Equity","0.28","11.74","10,802,780.00","126,824,637.20","126,824,637.20","Real Estate","B090B96","US2527843013","New York Stock Exchange Inc."
"OMCL","OMNICELL INC","Equity","0.28","59.85","2,108,601.00","126,199,769.85","126,199,769.85","Health Care","2789523","US68213N1090","NASDAQ"
"GTLS","CHART INDUSTRIES INC","Equity","0.28","74.54","1,688,146.00","125,834,402.84","125,834,402.84","Industrials","B19HNF4","US16115Q3083","NASDAQ"
"VIAV","VIAVI SOLUTIONS INC","Equity","0.28","10.10","12,389,108.00","125,129,990.80","125,129,990.80","Information Technology","BYXB201","US9255501051","NASDAQ"
"JJSF","J AND J SNACK FOODS CORP","Equity","0.27","153.39","803,490.00","123,247,331.10","123,247,331.10","Consumer Staples","2469171","US4660321096","NASDAQ"
"SEM","SELECT MEDICAL HOLDINGS CORP","Equity","0.27","20.85","5,858,580.00","122,151,393.00","122,151,393.00","Health Care","B4MF0Q6","US81619Q1058","New York Stock Exchange Inc."
"MNTA","MOMENTA PHARMACEUTICALS INC","Equity","0.27","28.95","4,209,706.00","121,870,988.70","121,870,988.70","Health Care","B018VB0","US60877T1007","NASDAQ"
"ROG","ROGERS CORP","Equity","0.27","121.88","999,800.00","121,855,624.00","121,855,624.00","Information Technology","2746700","US7751331015","New York Stock Exchange Inc."
"IRBT","IROBOT CORP","Equity","0.27","80.16","1,508,061.00","120,886,169.76","120,886,169.76","Consumer Discretionary","B0J2NS5","US4627261005","NASDAQ"
"WDFC","WD-40","Equity","0.27","160.00","753,579.00","120,572,640.00","120,572,640.00","Consumer Staples","2944742","US9292361071","NASDAQ"
"LCII","LCI INDUSTRIES","Equity","0.27","87.35","1,375,452.00","120,145,732.20","120,145,732.20","Consumer Discretionary","BYQ44Y5","US50189K1034","New York Stock Exchange Inc."
"UFPI","UNIVERSAL FOREST PRODUCTS INC","Equity","0.27","35.60","3,367,501.00","119,883,035.60","119,883,035.60","Industrials","2906496","US9135431040","NASDAQ"
"AWR","AMERICAN STATES WATER","Equity","0.27","60.33","1,982,654.00","119,613,515.82","119,613,515.82","Utilities","2267171","US0298991011","New York Stock Exchange Inc."
"HOPE","HOPE BANCORP INC","Equity","0.27","16.95","7,050,414.00","119,504,517.30","119,504,517.30","Financials","BYN87K7","US43940T1097","NASDAQ"
"CCOI","COGENT COMMUNICATIONS HOLDINGS INC","Equity","0.27","52.20","2,282,639.00","119,153,755.80","119,153,755.80","Telecommunications","B06RWD1","US19239V3024","NASDAQ"
"BRKS","BROOKS AUTOMATION INC","Equity","0.27","31.07","3,828,221.00","118,942,826.47","118,942,826.47","Information Technology","2145460","US1143401024","NASDAQ"
"CPS","COOPER STANDARD HOLDINGS INC","Equity","0.27","134.07","887,079.00","118,930,681.53","118,930,681.53","Consumer Discretionary","B51JS17","US21676P1030","New York Stock Exchange Inc."
"NTGR","NETGEAR INC","Equity","0.26","69.25","1,712,578.00","118,596,026.50","118,596,026.50","Information Technology","2688363","US64111Q1040","NASDAQ"
"UCBI","UNITED COMMUNITY BANKS INC","Equity","0.26","30.23","3,907,316.00","118,118,162.68","118,118,162.68","Financials","2862156","US90984P3038","NASDAQ"
"AKR","ACADIA REALTY TRUST REIT TRUST","Equity","0.26","26.36","4,470,218.00","117,834,946.48","117,834,946.48","Real Estate","2566522","US0042391096","New York Stock Exchange Inc."
"WAGE","WAGEWORKS INC","Equity","0.26","54.35","2,164,976.00","117,666,445.60","117,666,445.60","Industrials","B6WG4R2","US9304271094","New York Stock Exchange Inc."
"CRZO","CARRIZO OIL AND GAS INC","Equity","0.26","27.72","4,228,594.00","117,216,625.68","117,216,625.68","Energy","2092801","US1445771033","NASDAQ"
"BOFI","BOFI HOLDING INC","Equity","0.26","38.83","3,009,213.00","116,847,740.79","116,847,740.79","Financials","B0637D4","US05566U1088","NASDAQ"
"KWR","QUAKER CHEMICAL CORP","Equity","0.26","161.42","719,914.00","116,208,517.88","116,208,517.88","Materials","2715186","US7473161070","New York Stock Exchange Inc."
"AJRD","AEROJET ROCKETDYNE HOLDINGS INC","Equity","0.26","28.07","4,127,103.00","115,847,781.21","115,847,781.21","Industrials","BWD7PX9","US0078001056","New York Stock Exchange Inc."
"DORM","DORMAN PRODUCTS INC","Equity","0.26","72.17","1,604,590.00","115,803,260.30","115,803,260.30","Consumer Discretionary","2718594","US2582781009","NASDAQ"
"ARI","APOLLO COMMERCIAL REAL ESTATE FINA","Equity","0.26","18.85","6,136,188.00","115,667,143.80","115,667,143.80","Financials","B4JTYX6","US03762U1051","New York Stock Exchange Inc."
"POWI","POWER INTEGRATIONS INC","Equity","0.25","71.08","1,603,550.00","113,972,316.25","113,972,316.25","Information Technology","2133045","US7392761034","NASDAQ"
"MNRO","MONRO INC","Equity","0.25","63.95","1,779,954.00","113,828,058.30","113,828,058.30","Consumer Discretionary","2600088","US6102361010","NASDAQ"
"BGS","B AND G FOODS INC","Equity","0.25","31.20","3,627,682.00","113,183,678.40","113,183,678.40","Consumer Staples","B034L49","US05508R1068","New York Stock Exchange Inc."
"ROIC","RETAIL OPPORTUNITY INVESTMENTS REI","Equity","0.25","18.30","6,176,905.00","113,037,361.50","113,037,361.50","Real Estate","B28YD08","US76131N1019","NASDAQ"
"ITGR","INTEGER HOLDINGS CORP","Equity","0.25","72.05","1,556,892.00","112,174,068.60","112,174,068.60","Health Care","BD06LM7","US45826H1095","New York Stock Exchange Inc."
"EXLS","EXLSERVICE HOLDINGS INC","Equity","0.25","60.19","1,860,303.00","111,971,637.57","111,971,637.57","Information Technology","B07LST0","US3020811044","NASDAQ"
"PRA","PROASSURANCE CORP","Equity","0.25","40.15","2,780,521.00","111,637,918.15","111,637,918.15","Financials","2612737","US74267C1062","New York Stock Exchange Inc."
"ITRI","ITRON INC","Equity","0.25","59.40","1,879,274.00","111,628,875.60","111,628,875.60","Information Technology","2471949","US4657411066","NASDAQ"
"ABM","ABM INDUSTRIES INC","Equity","0.25","30.82","3,604,435.00","111,088,686.70","111,088,686.70","Industrials","2024901","US0009571003","New York Stock Exchange Inc."
"AXE","ANIXTER INTERNATIONAL INC","Equity","0.25","70.00","1,582,318.00","110,762,260.00","110,762,260.00","Information Technology","2468844","US0352901054","New York Stock Exchange Inc."
"SEDG","SOLAREDGE TECHNOLOGIES INC","Equity","0.25","53.95","2,048,332.00","110,507,511.40","110,507,511.40","Information Technology","BWC52Q6","US83417M1045","NASDAQ"
"OIS","OIL STATES INTERNATIONAL INC","Equity","0.25","33.85","3,263,356.00","110,464,600.60","110,464,600.60","Energy","2724472","US6780261052","New York Stock Exchange Inc."
"FIX","COMFORT SYSTEMS USA INC","Equity","0.24","54.35","2,021,702.00","109,879,503.70","109,879,503.70","Industrials","2036047","US1999081045","New York Stock Exchange Inc."
"SANM","SANMINA CORP","Equity","0.24","29.40","3,726,136.00","109,548,398.40","109,548,398.40","Information Technology","B92RRW2","US8010561020","NASDAQ"
"CBM","CAMBREX CORP","Equity","0.24","61.30","1,785,308.00","109,439,380.40","109,439,380.40","Health Care","2165811","US1320111073","New York Stock Exchange Inc."
"BANR","BANNER CORP","Equity","0.24","62.86","1,733,206.00","108,949,329.16","108,949,329.16","Financials","2346003","US06652V2088","NASDAQ"
"HA","HAWAIIAN HOLDINGS INC","Equity","0.24","39.30","2,768,947.00","108,819,617.10","108,819,617.10","Industrials","2408044","US4198791018","NASDAQ"
"SPPI","SPECTRUM PHARMACEUTICALS INC","Equity","0.24","21.39","5,077,122.00","108,599,639.58","108,599,639.58","Health Care","2982924","US84763A1088","NASDAQ"
"ABCB","AMERIS BANCORP","Equity","0.24","49.58","2,187,904.00","108,465,340.80","108,465,340.80","Financials","2038849","US03076K1088","NASDAQ"
"PLCE","CHILDRENS PLACE INC","Equity","0.24","119.35","907,030.00","108,254,030.50","108,254,030.50","Consumer Discretionary","2106791","US1689051076","NASDAQ"
"HSC","HARSCO CORP","Equity","0.24","24.40","4,422,239.00","107,902,631.60","107,902,631.60","Industrials","2412700","US4158641070","New York Stock Exchange Inc."
"LAD","LITHIA MOTORS INC CLASS A","Equity","0.24","82.16","1,311,301.00","107,736,490.16","107,736,490.16","Consumer Discretionary","2515030","US5367971034","New York Stock Exchange Inc."
"CWT","CALIFORNIA WATER SERVICE GROUP","Equity","0.24","41.10","2,609,031.00","107,231,174.10","107,231,174.10","Utilities","2165383","US1307881029","New York Stock Exchange Inc."
"HMSY","HMS HOLDINGS CORP","Equity","0.24","23.64","4,528,255.00","107,047,948.20","107,047,948.20","Health Care","2418043","US40425J1016","NASDAQ"
"FNSR","FINISAR CORP","Equity","0.24","16.99","6,293,895.00","106,933,276.05","106,933,276.05","Information Technology","2517832","US31787A5074","NASDAQ"
"MRCY","MERCURY SYSTEMS INC","Equity","0.24","40.80","2,618,959.00","106,853,527.20","106,853,527.20","Industrials","2144047","US5893781089","NASDAQ"
"EPAY","BOTTOMLINE TECHNOLOGIES INC","Equity","0.24","55.82","1,908,087.00","106,509,416.34","106,509,416.34","Information Technology","2389558","US1013881065","NASDAQ"
"FLOW","SPX FLOW INC","Equity","0.24","45.34","2,334,349.00","105,839,383.66","105,839,383.66","Industrials","BYMN2T7","US78469X1072","New York Stock Exchange Inc."
"IOSP","INNOSPEC INC","Equity","0.23","79.35","1,327,082.00","105,303,956.70","105,303,956.70","Materials","2245597","US45768S1050","NASDAQ"
"DSW","DSW INC CLASS A","Equity","0.23","26.81","3,912,359.00","104,890,344.79","104,890,344.79","Consumer Discretionary","B0BV2V6","US23334L1026","New York Stock Exchange Inc."
"SLCA","US SILICA HOLDINGS INC","Equity","0.23","26.74","3,921,218.00","104,853,369.32","104,853,369.32","Energy","B7GGNT0","US90346E1038","New York Stock Exchange Inc."
"EGHT","8X8 INC","Equity","0.23","20.75","5,044,239.00","104,667,959.25","104,667,959.25","Information Technology","2037170","US2829141009","New York Stock Exchange Inc."
"AIN","ALBANY INTERNATIONAL CORP CLASS A","Equity","0.23","66.10","1,582,094.00","104,576,413.40","104,576,413.40","Industrials","2012757","US0123481089","New York Stock Exchange Inc."
"PLXS","PLEXUS CORP","Equity","0.23","58.98","1,771,226.00","104,466,909.48","104,466,909.48","Information Technology","2692160","US7291321005","NASDAQ"
"SFBS","SERVISFIRST BANCSHARES INC","Equity","0.23","42.01","2,455,980.00","103,175,719.80","103,175,719.80","Financials","BMH0MP5","US81768T1088","NASDAQ"
"CHSP","CHESAPEAKE LODGING TRUST REIT TRUS","Equity","0.23","31.12","3,312,257.00","103,077,437.84","103,077,437.84","Real Estate","B4TC8L1","US1652401027","New York Stock Exchange Inc."
"ABAX","ABAXIS INC","Equity","0.23","83.05","1,240,646.00","103,035,650.30","103,035,650.30","Health Care","2011550","US0025671050","NASDAQ"
"LTXB","LEGACYTEXAS FINANCIAL GROUP INC","Equity","0.23","44.10","2,330,528.00","102,776,284.80","102,776,284.80","Financials","BV2CL41","US52471Y1064","NASDAQ"
"SAIA","SAIA INC","Equity","0.23","72.90","1,408,320.00","102,666,528.00","102,666,528.00","Industrials","2982399","US78709Y1055","NASDAQ"
"EBS","EMERGENT BIOSOLUTIONS INC","Equity","0.23","53.58","1,911,606.00","102,423,849.48","102,423,849.48","Health Care","B1HJLW5","US29089Q1058","New York Stock Exchange Inc."
"GIII","G III APPAREL GROUP LTD","Equity","0.23","44.90","2,277,354.00","102,253,194.60","102,253,194.60","Consumer Discretionary","2369721","US36237H1014","NASDAQ"
"LXP","LEXINGTON REALTY TRUST REIT TRUST","Equity","0.23","8.57","11,853,702.00","101,586,226.14","101,586,226.14","Real Estate","2139151","US5290431015","New York Stock Exchange Inc."
"MINI","MOBILE MINI INC","Equity","0.23","41.65","2,428,032.00","101,127,532.80","101,127,532.80","Industrials","2548177","US60740F1057","NASDAQ"
"KAMN","KAMAN CORP","Equity","0.23","66.40","1,522,606.00","101,101,038.40","101,101,038.40","Industrials","2483223","US4835481031","New York Stock Exchange Inc."
"MLI","MUELLER INDUSTRIES INC","Equity","0.22","32.03","3,146,865.00","100,794,085.95","100,794,085.95","Industrials","2609717","US6247561029","New York Stock Exchange Inc."
"FELE","FRANKLIN ELECTRIC INC","Equity","0.22","47.70","2,109,578.00","100,626,870.60","100,626,870.60","Industrials","2350383","US3535141028","NASDAQ"
"MED","MEDIFAST INC","Equity","0.22","174.69","575,939.00","100,610,783.91","100,610,783.91","Consumer Staples","2934033","US58470H1014","New York Stock Exchange Inc."
"FWRD","FORWARD AIR CORP","Equity","0.22","62.41","1,610,433.00","100,507,123.53","100,507,123.53","Industrials","2510790","US3498531017","NASDAQ"
"PLAY","DAVE AND BUSTERS ENTERTAINMENT INC","Equity","0.22","46.32","2,167,243.00","100,386,695.76","100,386,695.76","Consumer Discretionary","B8SW166","US2383371091","NASDAQ"
"FOXF","FOX FACTORY HOLDING CORP","Equity","0.22","49.15","2,040,583.00","100,294,654.45","100,294,654.45","Consumer Discretionary","BCRY5K3","US35138V1026","NASDAQ"
"KLIC","KULICKE AND SOFFA INDUSTRIES INC","Equity","0.22","26.89","3,728,017.00","100,246,377.13","100,246,377.13","Information Technology","2498001","US5012421013","NASDAQ"
"NWBI","NORTHWEST BANCSHARES INC","Equity","0.22","18.05","5,546,219.00","100,109,252.95","100,109,252.95","Financials","B523Z73","US6673401039","NASDAQ"
"CNMD","CONMED CORP","Equity","0.22","73.44","1,359,739.00","99,859,232.16","99,859,232.16","Health Care","2216010","US2074101013","NASDAQ"
"PRAA","PRA GROUP INC","Equity","0.22","40.50","2,463,474.00","99,770,697.00","99,770,697.00","Financials","BSHZ3P9","US69354N1063","NASDAQ"
"NWN","NORTHWEST NATURAL GAS","Equity","0.22","64.13","1,552,673.00","99,569,037.81","99,569,037.81","Utilities","2649586","US6676551046","New York Stock Exchange Inc."
"ELY","CALLAWAY GOLF","Equity","0.22","19.29","5,143,862.00","99,225,097.98","99,225,097.98","Consumer Discretionary","2173933","US1311931042","New York Stock Exchange Inc."
"IVR","INVESCO MORTGAGE CAPITAL REIT INC","Equity","0.22","16.17","6,132,186.00","99,157,447.62","99,157,447.62","Financials","B5ZW0F0","US46131B1008","New York Stock Exchange Inc."
"EBIX","EBIX INC","Equity","0.22","81.50","1,207,415.00","98,404,322.50","98,404,322.50","Information Technology","2008400","US2787152063","NASDAQ"
"ENSG","ENSIGN GROUP INC","Equity","0.22","37.11","2,641,987.00","98,044,137.57","98,044,137.57","Health Care","B1YWPP8","US29358P1012","NASDAQ"
