"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"Perficient","PRFT","239.02K","984.42M","499.96M","49.73","0.86"
"Perry Ellis","PERY","87.98K","438.25M","888.00M","7.36","0.33"
"PetMed Express","PETS","664.52K","758.54M","281.53M","19.86","0.51"
"PGT Innovations","PGTI","470.78K","1.26B","570.50M","29.19","0.84"
"Phibro","PAHC","105.54K","2.16B","803.04M","29.44","0.91"
"Pinnacle","PNFP","522.27K","5.01B","534.63M","16.96","1.01"
"Pioneer Energy Services","PES","908.55K","265.93M","542.83M","","2.92"
"Piper Jaffray","PJC","72.70K","1.19B","838.67M","","1.5"
"Plexus","PLXS","156.62K","1.99B","2.77B","22.7","0.69"
"Powell Industries","POWL","56.05K","462.13M","408.77M","","1.38"
"Power Integrations","POWI","162.99K","2.17B","432.06M","33.21","0.89"
"PRA Group Inc","PRAA","407.16K","1.72B","851.38M","24.3","1.59"
"ProAssurance","PRA","477.34K","2.59B","897.25M","27.83","0.62"
"Progress","PRGS","514.27K","1.81B","403.54M","35.04","0.79"
"Proto Labs","PRLB","142.47K","4.01B","399.69M","70.03","1.18"
"Provident","PFS","162.01K","1.71B","201.79M","16.89","0.76"
"PS Business Parks","PSB","88.47K","3.53B","407.90M","23.08","0.49"
"Quaker Chemical","KWR","37.97K","2.38B","858.01M","62.27","1.35"
"Quality Systems","QSII","327.16K","1.45B","533.31M","557.3","0.61"
"Qualys","QLYS","272.04K","3.56B","255.43M","92.32","1.13"
"Quanex Building Products","NX","189.65K","589.02M","867.40M","24.68","0.7"
"QuinStreet","QNST","634.94K","747.55M","404.35M","49.64","0.99"
"Quorum Health","QHC","350.51K","137.46M","1.97B","",""
"Rambus","RMBS","923.63K","1.29B","303.91M","","0.17"
"Raven","RAVN","132.08K","1.70B","410.98M","30.18","1.61"
"Rayonier Advanced Materials","RYAM","750.22K","1.09B","1.62B","4.67","3.46"
"Re Max Holding","RMAX","114.63K","886.42M","205.80M","16.43","0.45"
"Red Robin Gourmet Burgers","RRGB","337.53K","544.15M","1.38B","29.73","0.31"
"Regis","RGS","207.45K","986.19M","1.21B","7.71","1.41"
"Rent-A-Center","RCII","1.69M","788.70M","2.64B","","0.61"
"Repligen","RGEN","273.07K","2.32B","170.75M","173.86","0.7"
"Resources Connection","RECN","120.65K","497.99M","654.13M","27.22","1.04"
"Retail Opportunity","ROIC","1.17M","2.20B","287.45M","64.17","0.6"
"REX American Resources","REX","33.08K","509.17M","460.25M","16.97","1.08"
"RLI","RLI","140.38K","3.42B","809.33M","47.99","1.25"
"Roadrunner","RRTS","879.19K","56.22M","2.21B","","0.68"
"Rogers","ROG","114.11K","2.54B","845.08M","41.29","1.53"
"RR Donnelley & Sons","RRD","1.02M","362.91M","7.05B","13.6","1.29"
"Rudolph","RTEC","203.03K","882.05M","277.58M","15.81","0.83"
"Ruth's Hospitality","RUTH","249.57K","952.48M","435.44M","26.4","0.34"
"S&T Bancorp","STBA","95.44K","1.65B","165.65M","17.53","0.6"
"Sabra","SBRA","1.99M","4.10B","610.66M","11.2","0.61"
"Safety Insurance","SAFT","46.63K","1.46B","838.42M","22.87","0.57"
"Saia","SAIA","218.60K","2.02B","1.52B","25.59","0.78"
"Sanderson Farms","SAFM","563.59K","2.43B","3.36B","17.35","0.27"
"Sanmina","SANM","991.17K","2.10B","6.99B","25.34","0.47"
"Saul Centers","BFS","37.65K","1.32B","225.70M","39.74","0.67"
"ScanSource","SCSC","99.74K","1.09B","3.77B","22.85","0.89"
"Scholastic","SCHL","130.00K","1.47B","1.63B","3666.67","0.67"
"Schweitzer-Mauduit","SWM","135.58K","1.26B","1.03B","13.01","1.33"
"Scientific Games","SGMS","947.55K","2.77B","3.25B","","2.33"
"SEACOR","CKH","125.85K","948.72M","745.33M","16.84","0.79"
"Select Medical","SEM","546.89K","2.64B","4.76B","20.72","1.3"
"Selective","SIGI","177.02K","3.75B","2.54B","21.67","1.25"
"Semtech","SMTC","557.70K","3.33B","574.47M","39.56","1.39"
"Seneca Foods A","SENEA","15.79K","300.95M","1.66B","","1.02"
"ServisFirst Bancshares","SFBS","150.50K","2.30B","162.74M","20.17","1.23"
"Shoe Carnival","SCVL","255.89K","560.27M","1.28B","20.68","0.76"
"Shutterstock","SSTK","210.65K","1.85B","602.49M","42.76","1.41"
"Simmons First National","SFNC","534.96K","2.86B","398.99M","18.54","1.09"
"Simpson Manufacturing","SSD","275.96K","3.51B","1.05B","32.04","1.59"
"SkyWest","SKYW","273.85K","3.30B","3.22B","14.2","1.66"
"Sleep Number","SL2","0.14K","959.82M","1.31B","22.66","0.58"
"Sonic","SONC","845.97K","1.24B","435.41M","22.47","1.51"
"Sonic Automotive","SAH","211.28K","931.11M","10.08B","13.83","1.64"
"South Jersey Industries","SJI","701.21K","2.80B","1.32B","","0.53"
"Southside","SBSI","163.06K","1.24B","134.61M","18.28","0.74"
"SpartanNash Co","SPTN","299.72K","764.65M","8.11B","","1.17"
"Spectrum","SPPI","1.33M","2.63B","119.64M","","1.91"
"Spire","SR","259.65K","3.79B","1.98B","20.98","0.04"
"Spok Holdings","SPOK","95.76K","302.57M","171.15M","51.42","0.38"
"SPS Commerce","SPSC","147.37K","1.71B","234.53M","167.8","0.75"
"SPX Corp","SPXC","207.09K","1.47B","1.47B","12.06","1.53"
"SPX FLOW Inc","FLOW","205.03K","2.08B","2.04B","32.24",""
"Stage Stores","SSI","178.61K","59.29M","1.65B","","0.57"
"Stampscom","STMP","384.31K","4.30B","520.72M","23.17","-0.07"
"Standard Motor Products","SMP","91.43K","1.15B","1.07B","22.78","1.67"
"Standex","SXI","37.04K","1.46B","857.96M","24.77","1.45"
"Stein Mart","SMRT","520.78K","103.88M","1.31B","","-1.1"
"Stepan","SCL","96.90K","2.01B","1.98B","18.93","1.18"
"Sterling Bancorp","STL","1.91M","5.15B","642.84M","17.78","0.95"
"Steven Madden","SHOO","476.25K","3.34B","1.59B","26.78","0.49"
"Stewart Info Services","STC","101.21K","1.07B","1.96B","27.83","0.74"
"Strategic Education","STRA","93.12K","1.56B","458.36M","60.05","0.88"
"Sturm Ruger&Company","RGR","164.26K","1.07B","482.62M","22.02",""
"Summit Hotel Properties","INN","567.49K","1.43B","560.76M","25.69","1.15"
"SunCoke Energy","SXC","366.12K","743.08M","1.42B","161.91","1.02"
"Super Micro Computer","SMCI","512.88K","839.95M","717.87M","14.51","0.2"
"Superior Industries","SUP","168.05K","557.93M","1.47B","","1.29"
"Supernus","SUPN","659.85K","2.34B","358.81M","25.1","0.84"
"Supervalu","SVU","1.69M","1.24B","14.91B","29.88","1.25"
"SurModics","SRDX","32.27K","1.00B","78.36M","","0.69"
"Sykes","SYKE","145.07K","1.27B","1.64B","23.28","0.75"
"Synchronoss Tech","SNCR","1.01M","246.82M","357.73M","","0.72"
"Synergy Resources","SRCI","443.33K","2.34B","536.74M","10.52","1.8"
"Tailored Brands","TLRD","1.70M","1.08B","3.34B","10.24","1.7"
"Take-Two","TTWO","2.20M","15.18B","2.18B","80.56","0.96"
"Team","TISI","354.63K","731.03M","1.25B","","1.74"
"Tennant","TNC","95.56K","1.35B","1.11B","72.73","0.81"
"Tetra Tech","TTEK","270.35K","3.85B","2.18B","29.56","1.02"
"Tetra Technologies","TTI","679.50K","583.15M","903.45M","47.21","0.87"
"Texas Capital","TCBI","471.03K","4.65B","577.95M","18.26","1.78"
"The Andersons","ANDE","139.16K","1.15B","3.39B","62.33","1.37"
"The Childrens Place","PLCE","392.35K","2.24B","1.95B","19.81","0.42"
"The Ensign","ENSG","249.64K","2.00B","1.95B","27.5","0.66"
"The Medicines","MDCO","1.51M","2.89B","34.91M","","0.76"
"The Navigators","NAVG","101.93K","2.07B","1.40B","25.93","0.55"
"The Providence Service","PRSC","86.77K","858.22M","1.63B","53.1","0.66"
"Tidewater","TDW","253.85K","813.86M","412.10M","","2.05"
"Tile Shop","TTS","993.54K","403.20M","347.04M","45.67","1.82"
"Timkensteel Corp","TMST","352.35K","609.03M","1.47B","","1.77"
"Titan","TWI","389.81K","461.21M","1.60B","","1.48"
"Tivity Health","TVTY","437.82K","1.32B","578.85M","18.04","0.53"
"TiVo","TIVO","1.54M","1.74B","774.84M","41.71","-0.52"
"Tompkins","TMP","7.08K","1.33B","161.27M","17.23","0.84"
"Topbuild Corp","BLD","299.42K","2.46B","2.09B","20.68",""
"Tredegar","TG","115.40K","736.87M","989.50M","39.52","1.3"
"Trex","TREX","399.39K","4.83B","640.30M","40.96","2.38"
"TrueBlue","TBI","238.69K","1.20B","2.50B","18.03","1.88"
"TrustCo Bank NY","TRST","311.34K","897.83M","97.49M","15.98","1.01"
"TTEC","TTEC","55.56K","1.20B","1.51B","","0.82"
"TTM","TTMI","913.36K","1.89B","2.79B","10.44","1.87"
"Tuesday Morning","TUES","259.67K","146.73M","999.51M","","1.47"
"U S Concrete","USCR","349.30K","820.72M","1.43B","24.81","1.03"
"UMB Financial","UMBF","236.14K","3.76B","549.96M","17.59","0.81"
"Unifi","UFI","58.15K","597.38M","678.91M","19.19","0.67"
"Unifirst","UNF","63.00K","3.51B","1.67B","33.81","0.56"
"Unit","UNT","362.04K","1.49B","801.77M","53.58","2.98"
"United Bankshares","UBSI","725.70K","4.07B","412.39M","17","1.08"
"United Community Banks","UCBI","493.37K","2.42B","283.25M","18","0.9"
"United Fire","UFCS","90.11K","1.28B","1.07B","55.55","0.5"
"United Insurances","UIHC","162.95K","882.14M","717.00M","60.04","1.68"
"Universal","UVV","225.24K","1.49B","2.13B","15.09","1"
"Universal Electronics","UEIC","90.04K","603.02M","684.02M","26.89","1.24"
"Universal Forest","UFPI","306.86K","2.30B","4.31B","14.98","1.85"
"Universal Health RI","UHT","32.65K","1.02B","75.10M","40.79","0.34"
"Universal Insurance","UVE","203.93K","1.56B","792.84M","11.45","1.78"
"Urstadt Biddle Properties","UBA","101.85K","860.14M","134.60M","42.47","0.3"
"US Ecology","ECOL","97.67K","1.59B","524.72M","42.38","0.59"
"US Physicalrapy","USPH","52.50K","1.50B","435.67M","85.72","1.11"
"US Silica","SLCA","2.09M","1.74B","1.50B","14.31","2.19"
"Veeco","VECO","723.52K","553.78M","591.65M","","0.49"
"Vera Bradley","VRA","334.69K","530.63M","445.10M","45.12","0.36"
"Veritiv Cor","VRTV","63.28K","752.69M","8.61B","386.9","0.53"
"Viad","VVI","57.25K","1.26B","1.95B","24.28","0.69"
"Viavi Solutions","VIAV","2.45M","2.58B","880.40M","","1.02"
"Vicor","VICR","112.49K","2.40B","255.13M","181.82","0.97"
"Virtus","VRTS","61.07K","924.07M","513.65M","13.93","1.49"
"Virtusa","VRTU","221.45K","1.69B","1.09B","173.05","1.25"
"Vitamin Shoppe","VSI","595.56K","328.32M","1.15B","","0.78"
"Wabash National","WNC","409.16K","1.09B","2.07B","8.19","1.84"
"WageWorks","WAGE","296.70K","2.07B","235.62M","44.4","1.37"
"Walker&Dunlop","WD","182.54K","1.73B","712.59M","11.6","0.65"
"Watts Water Technologies","WTS","117.23K","2.85B","1.52B","25.26","1.04"
"WD-40","WDFC","60.92K","2.42B","402.45M","42.2","0.59"
"Westamerica Bancorporation","WABC","95.13K","1.68B","93.82M","24.95","1.02"
"Winnebago Industries","WGO","579.84K","1.21B","1.94B","12.38","1.68"
"Wintrust","WTFC","353.73K","5.04B","726.16M","17.39","0.79"
"Wolverine","WWW","586.05K","3.61B","2.26B","52.73","1.02"
"World Acceptance","WRLD","111.75K","1.10B","542.59M","14.83","2.91"
"WWE","WWE","1.18M","6.41B","867.18M","107.78","0.98"
"XO","XOXO","189.13K","789.35M","164.03M","48.83","0.88"
"Xperi","XPER","599.71K","812.56M","344.64M","","0.53"
"Zumiez","ZUMZ","383.79K","748.81M","952.55M","26.52","1.15"
