"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"Perficient","PRFT","239.02K","984.42M","499.96M","49.59","0.86"
"Perry Ellis","PERY","87.98K","438.25M","888.00M","7.39","0.33"
"PetMed Express","PETS","664.52K","758.54M","281.53M","19.61","0.51"
"PGT Innovations","PGTI","479.47K","1.26B","570.50M","29.19","0.84"
"Phibro","PAHC","105.54K","2.16B","803.04M","33.26","0.96"
"Pinnacle","PNFP","522.27K","5.01B","534.63M","17","1.01"
"Pioneer Energy Services","PES","913.16K","265.93M","542.83M","","2.96"
"Piper Jaffray","PJC","74.62K","1.19B","838.67M","","1.5"
"Plexus","PLXS","156.62K","1.99B","2.77B","22.41","0.68"
"Powell Industries","POWL","56.05K","462.13M","408.77M","","1.38"
"Power Integrations","POWI","162.99K","2.17B","432.06M","33.46","0.9"
"PRA Group Inc","PRAA","407.16K","1.72B","851.38M","24.86","1.6"
"ProAssurance","PRA","480.46K","2.59B","897.25M","27.89","0.62"
"Progress","PRGS","514.27K","1.81B","403.54M","34.97","0.79"
"Proto Labs","PRLB","142.67K","4.01B","399.69M","69.92","1.18"
"Provident","PFS","163.17K","1.71B","201.79M","16.98","0.76"
"PS Business Parks","PSB","88.37K","3.53B","407.90M","22.78","0.49"
"Quaker Chemical","KWR","38.13K","2.38B","858.01M","62.89","1.35"
"Quality Systems","QSII","327.16K","1.45B","533.31M","554.85","0.61"
"Qualys","QLYS","272.04K","3.56B","255.43M","92.07","1.13"
"Quanex Building Products","NX","191.38K","589.02M","867.40M","24.98","0.7"
"QuinStreet","QNST","634.94K","747.55M","404.35M","50.6","1"
"Quorum Health","QHC","359.23K","137.46M","1.97B","",""
"Rambus","RMBS","923.63K","1.29B","303.91M","","0.17"
"Raven","RAVN","132.08K","1.70B","410.98M","30.37","1.61"
"Rayonier Advanced Materials","RYAM","761.19K","1.09B","1.62B","4.69","3.47"
"Re Max Holding","RMAX","114.72K","886.42M","205.80M","16.42","0.45"
"Red Robin Gourmet Burgers","RRGB","337.53K","544.15M","1.38B","30.87","0.32"
"Regis","RGS","206.86K","986.19M","1.21B","7.67","1.4"
"Rent-A-Center","RCII","1.69M","788.70M","2.64B","","0.61"
"Repligen","RGEN","273.07K","2.32B","170.75M","172.94","0.7"
"Resources Connection","RECN","120.65K","497.99M","654.13M","26.96","1.04"
"Retail Opportunity","ROIC","1.17M","2.20B","287.45M","63.77","0.59"
"REX American Resources","REX","33.52K","509.17M","460.25M","17.23","1.09"
"RLI","RLI","142.81K","3.42B","809.33M","47.98","1.25"
"Roadrunner","RRTS","894.97K","56.22M","2.21B","","0.69"
"Rogers","ROG","114.39K","2.54B","845.08M","40.66","1.52"
"RR Donnelley & Sons","RRD","1.02M","362.91M","7.05B","13.52","1.29"
"Rudolph","RTEC","205.32K","882.05M","277.58M","15.92","0.84"
"Ruth's Hospitality","RUTH","249.57K","952.48M","435.44M","26.53","0.34"
"S&T Bancorp","STBA","95.44K","1.65B","165.65M","17.74","0.61"
"Sabra","SBRA","1.99M","4.10B","610.66M","10.97","0.6"
"Safety Insurance","SAFT","46.63K","1.46B","838.42M","23","0.57"
"Saia","SAIA","218.60K","2.02B","1.52B","25.89","0.78"
"Sanderson Farms","SAFM","563.59K","2.43B","3.36B","17.26","0.27"
"Sanmina","SANM","991.17K","2.10B","6.99B","25.09","0.47"
"Saul Centers","BFS","37.92K","1.32B","225.70M","39.21","0.66"
"ScanSource","SCSC","99.74K","1.09B","3.77B","22.48","0.89"
"Scholastic","SCHL","130.00K","1.47B","1.63B","3687.72","0.67"
"Schweitzer-Mauduit","SWM","137.17K","1.26B","1.03B","13","1.33"
"Scientific Games","SGMS","947.55K","2.77B","3.25B","","2.33"
"SEACOR","CKH","127.38K","948.72M","745.33M","16.97","0.8"
"Select Medical","SEM","549.11K","2.64B","4.76B","20.83","1.31"
"Selective","SIGI","177.02K","3.75B","2.54B","21.69","1.25"
"Semtech","SMTC","557.70K","3.33B","574.47M","39.84","1.4"
"Seneca Foods A","SENEA","15.79K","300.95M","1.66B","","1.03"
"ServisFirst Bancshares","SFBS","150.50K","2.30B","162.74M","20.26","1.23"
"Shoe Carnival","SCVL","255.89K","560.27M","1.28B","19.52","0.73"
"Shutterstock","SSTK","209.89K","1.85B","602.49M","42.51","1.41"
"Simmons First National","SFNC","534.96K","2.86B","398.99M","18.63","1.09"
"Simpson Manufacturing","SSD","274.97K","3.51B","1.05B","32.04","1.59"
"SkyWest","SKYW","273.85K","3.30B","3.22B","13.96","1.65"
"Sleep Number","SL2","0.14K","959.82M","1.31B","22.66","0.58"
"Sonic","SONC","845.97K","1.24B","435.41M","22.77","1.51"
"Sonic Automotive","SAH","209.71K","931.11M","10.08B","13.86","1.64"
"South Jersey Industries","SJI","704.84K","2.80B","1.32B","","0.53"
"Southside","SBSI","163.06K","1.24B","134.61M","18.33","0.75"
"SpartanNash Co","SPTN","299.72K","764.65M","8.11B","","1.18"
"Spectrum","SPPI","1.33M","2.63B","119.64M","","1.92"
"Spire","SR","264.95K","3.79B","1.98B","21.08","0.04"
"Spok Holdings","SPOK","95.76K","302.57M","171.15M","51.25","0.38"
"SPS Commerce","SPSC","147.37K","1.71B","234.53M","170.58","0.76"
"SPX Corp","SPXC","207.97K","1.47B","1.47B","12.04","1.53"
"SPX FLOW Inc","FLOW","206.29K","2.08B","2.04B","32.73",""
"Stage Stores","SSI","181.27K","59.29M","1.65B","","0.57"
"Stampscom","STMP","384.31K","4.30B","520.72M","23.05","-0.07"
"Standard Motor Products","SMP","92.20K","1.15B","1.07B","22.7","1.66"
"Standex","SXI","36.26K","1.46B","857.96M","27.17","1.49"
"Stein Mart","SMRT","520.78K","103.88M","1.31B","","-1.1"
"Stepan","SCL","98.16K","2.01B","1.98B","19.05","1.18"
"Sterling Bancorp","STL","1.91M","5.15B","642.84M","17.85","0.96"
"Steven Madden","SHOO","476.25K","3.34B","1.59B","26.9","0.49"
"Stewart Info Services","STC","102.51K","1.07B","1.96B","27.98","0.74"
"Strategic Education","STRA","93.12K","1.56B","458.36M","59.71","0.87"
"Sturm Ruger&Company","RGR","164.97K","1.07B","482.62M","22.19",""
"Summit Hotel Properties","INN","563.98K","1.43B","560.76M","25.48","1.15"
"SunCoke Energy","SXC","369.69K","743.08M","1.42B","163.77","1.02"
"Super Micro Computer","SMCI","512.88K","839.95M","717.87M","12.85","0.16"
"Superior Industries","SUP","171.08K","557.93M","1.47B","","1.28"
"Supernus","SUPN","659.85K","2.34B","358.81M","24.99","0.84"
"Supervalu","SVU","1.70M","1.24B","14.91B","29.84","1.25"
"SurModics","SRDX","32.27K","1.00B","78.36M","","0.69"
"Sykes","SYKE","145.07K","1.27B","1.64B","23","0.74"
"Synchronoss Tech","SNCR","1.01M","246.82M","357.73M","","0.63"
"Synergy Resources","SRCI","443.33K","2.34B","536.74M","10.5","1.8"
"Tailored Brands","TLRD","1.65M","1.08B","3.34B","9.87","1.69"
"Take-Two","TTWO","2.20M","15.18B","2.18B","80.39","0.95"
"Team","TISI","350.39K","731.03M","1.25B","","1.76"
"Tennant","TNC","95.85K","1.35B","1.11B","73.22","0.81"
"Tetra Tech","TTEK","270.35K","3.85B","2.18B","29.88","1.02"
"Tetra Technologies","TTI","682.47K","583.15M","903.45M","47.11","0.87"
"Texas Capital","TCBI","471.03K","4.65B","577.95M","18.31","1.78"
"The Andersons","ANDE","139.16K","1.15B","3.39B","62.02","1.36"
"The Childrens Place","PLCE","392.35K","2.24B","1.95B","19.01","0.4"
"The Ensign","ENSG","249.64K","2.00B","1.95B","27.59","0.66"
"The Medicines","MDCO","1.51M","2.89B","34.91M","","0.75"
"The Navigators","NAVG","101.93K","2.07B","1.40B","25.89","0.55"
"The Providence Service","PRSC","86.77K","858.22M","1.63B","53.09","0.66"
"Tidewater","TDW","253.94K","813.86M","412.10M","","2.06"
"Tile Shop","TTS","993.54K","403.20M","347.04M","45.97","1.82"
"Timkensteel Corp","TMST","351.92K","609.03M","1.47B","","1.76"
"Titan","TWI","386.04K","461.21M","1.60B","","1.47"
"Tivity Health","TVTY","437.82K","1.32B","578.85M","17.9","0.53"
"TiVo","TIVO","1.54M","1.74B","774.84M","43.25","-0.51"
"Tompkins","TMP","7.08K","1.33B","161.27M","17.31","0.84"
"Topbuild Corp","BLD","287.61K","2.46B","2.09B","21.37",""
"Tredegar","TG","115.73K","736.87M","989.50M","39.08","1.3"
"Trex","TREX","401.02K","4.83B","640.30M","40.47","2.38"
"TrueBlue","TBI","242.14K","1.20B","2.50B","18.09","1.89"
"TrustCo Bank NY","TRST","311.34K","897.83M","97.49M","16.25","1.01"
"TTEC","TTEC","55.56K","1.20B","1.51B","","0.82"
"TTM","TTMI","913.36K","1.89B","2.79B","10.3","1.87"
"Tuesday Morning","TUES","259.67K","146.73M","999.51M","","1.48"
"U S Concrete","USCR","349.30K","820.72M","1.43B","24.99","1.04"
"UMB Financial","UMBF","236.14K","3.76B","549.96M","17.64","0.81"
"Unifi","UFI","57.75K","597.38M","678.91M","19.41","0.67"
"Unifirst","UNF","63.35K","3.51B","1.67B","33.65","0.56"
"Unit","UNT","364.04K","1.49B","801.77M","57.07","3.01"
"United Bankshares","UBSI","725.70K","4.07B","412.39M","17.13","1.08"
"United Community Banks","UCBI","493.37K","2.42B","283.25M","18.12","0.9"
"United Fire","UFCS","90.11K","1.28B","1.07B","56.17","0.51"
"United Insurances","UIHC","162.95K","882.14M","717.00M","59.6","1.68"
"Universal","UVV","231.33K","1.49B","2.13B","15.11","1"
"Universal Electronics","UEIC","90.04K","603.02M","684.02M","26.29","1.22"
"Universal Forest","UFPI","306.86K","2.30B","4.31B","15.15","1.85"
"Universal Health RI","UHT","32.54K","1.02B","75.10M","40","0.33"
"Universal Insurance","UVE","205.66K","1.56B","792.84M","11.53","1.79"
"Urstadt Biddle Properties","UBA","102.21K","860.14M","134.60M","42.16","0.3"
"US Ecology","ECOL","97.67K","1.59B","524.72M","42.14","0.59"
"US Physicalrapy","USPH","52.54K","1.50B","435.67M","84.9","1.11"
"US Silica","SLCA","2.00M","1.74B","1.50B","14.39","2.2"
"Veeco","VECO","723.52K","553.78M","591.65M","","0.49"
"Vera Bradley","VRA","334.69K","530.63M","445.10M","45.39","0.36"
"Veritiv Cor","VRTV","63.53K","752.69M","8.61B","381.68","0.52"
"Viad","VVI","58.31K","1.26B","1.95B","24.4","0.69"
"Viavi Solutions","VIAV","2.45M","2.58B","880.40M","","1.01"
"Vicor","VICR","112.49K","2.40B","255.13M","182.28","0.97"
"Virtus","VRTS","61.07K","924.07M","513.65M","14.02","1.49"
"Virtusa","VRTU","221.45K","1.69B","1.09B","173.02","1.25"
"Vitamin Shoppe","VSI","592.41K","328.32M","1.15B","","0.67"
"Wabash National","WNC","411.58K","1.09B","2.07B","8.25","1.84"
"WageWorks","WAGE","299.02K","2.07B","235.62M","44.36","1.37"
"Walker&Dunlop","WD","180.39K","1.73B","712.59M","11.61","0.65"
"Watts Water Technologies","WTS","117.37K","2.85B","1.52B","25.34","1.04"
"WD-40","WDFC","60.92K","2.42B","402.45M","42.48","0.59"
"Westamerica Bancorporation","WABC","95.13K","1.68B","93.82M","24.98","1.02"
"Winnebago Industries","WGO","581.52K","1.21B","1.94B","12.33","1.68"
"Wintrust","WTFC","353.73K","5.04B","726.16M","17.5","0.79"
"Wolverine","WWW","589.74K","3.61B","2.26B","52.21","1.01"
"World Acceptance","WRLD","111.75K","1.10B","542.59M","15.19","2.92"
"WWE","WWE","1.17M","6.41B","867.18M","105.78","0.97"
"XO","XOXO","193.18K","789.35M","164.03M","49.41","0.88"
"Xperi","XPER","599.71K","812.56M","344.64M","","0.54"
"Zumiez","ZUMZ","383.79K","748.81M","952.55M","26.04","1.13"
