"Name","Symbol","Last","High","Low","Chg.","Chg. %","Vol.","Time"
"8x8","EGHT","22.25","22.45","21.95","+0.30","+1.37%","480.25K","15:59:59"
"A Schulman","SHLM","43.90","44.00","43.75","-0.10","-0.23%","55.64K","15:59:59"
"AAON","AAON","39.30","39.75","38.80","+0.45","+1.16%","327.73K","15:59:59"
"AAR","AIR","46.62","47.34","46.54","-0.37","-0.79%","105.61K","15:59:59"
"Abercrombie&Fitch","ANF","26.08","26.51","25.76","+0.17","+0.66%","1.53M","15:59:59"
"ABM Industries","ABM","31.17","31.58","31.15","-0.21","-0.67%","548.09K","15:59:59"
"Acadia","AKR","26.82","27.02","26.75","0.00","0.00%","307.11K","15:59:59"
"Aceto","ACET","3.26","3.32","3.21","+0.06","+1.88%","184.66K","15:59:59"
"Acorda","ACOR","26.75","27.20","25.80","+0.15","+0.56%","276.71K","15:59:59"
"Actuant","ATU","28.25","28.35","27.95","+0.25","+0.89%","248.17K","15:59:59"
"ADTRAN","ADTN","15.90","16.10","15.85","-0.05","-0.31%","221.58K","15:59:59"
"Advanced Energy","AEIS","61.05","62.26","60.94","-1.29","-2.07%","462.36K","15:59:59"
"AdvanSix","ASIX","35.34","35.39","34.52","+0.90","+2.61%","169.34K","15:59:59"
"Aegion","AEGN","25.01","25.35","24.98","-0.09","-0.36%","86.92K","15:59:59"
"Aerojet Rocketdyne","AJRD","35.83","36.03","34.53","+1.36","+3.95%","777.12K","15:59:59"
"AeroVironment","AVAV","79.01","79.37","77.94","+1.28","+1.65%","168.23K","15:59:59"
"Agilysys","AGYS","15.75","15.87","15.46","+0.28","+1.81%","192.83K","15:59:59"
"Agree","ADC","54.21","54.44","53.90","+0.45","+0.84%","98.61K","15:59:59"
"AK Steel","AKS","4.370","4.480","4.350","-0.110","-2.46%","10.70M","15:59:59"
"Alamo","ALG","95.85","97.46","95.44","-0.43","-0.45%","48.21K","15:59:59"
"Albany","AIN","76.20","77.35","76.05","-0.25","-0.33%","196.26K","15:59:59"
