"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"Perficient","PRFT","239.02K","948.22M","499.96M","47.78","0.84"
"Perry Ellis","PERY","87.98K","436.98M","888.00M","7.36","0.34"
"PetMed Express","PETS","664.52K","787.91M","281.53M","20.12","0.52"
"PGT Innovations","PGTI","494.27K","1.30B","570.50M","29.9","0.85"
"Phibro","PAHC","105.54K","2.04B","803.04M","31","0.92"
"Pinnacle","PNFP","522.27K","5.16B","534.63M","17.35","1.01"
"Pioneer Energy Services","PES","938.64K","246.38M","542.83M","","2.98"
"Piper Jaffray","PJC","77.21K","1.21B","838.67M","","1.52"
"Plexus","PLXS","156.62K","1.99B","2.77B","22.28","0.68"
"Powell Industries","POWL","56.05K","459.60M","408.77M","","1.36"
"Power Integrations","POWI","162.99K","2.16B","432.06M","33.39","0.9"
"PRA Group Inc","PRAA","407.16K","1.73B","851.38M","24.89","1.62"
"ProAssurance","PRA","491.01K","2.57B","897.25M","27.37","0.57"
"Progress","PRGS","514.27K","1.75B","403.54M","34.47","0.77"
"Proto Labs","PRLB","143.78K","3.88B","399.69M","67.78","1.14"
"Provident","PFS","166.75K","1.73B","201.79M","17.25","0.77"
"PS Business Parks","PSB","89.10K","3.57B","407.90M","22.85","0.49"
"Quaker Chemical","KWR","37.86K","2.36B","858.01M","62.64","1.37"
"Quality Systems","QSII","327.16K","1.43B","533.31M","550.17","0.58"
"Qualys","QLYS","272.04K","3.32B","255.43M","88.08","1.13"
"Quanex Building Products","NX","192.16K","615.32M","867.40M","25.57","0.72"
"QuinStreet","QNST","634.94K","677.79M","404.35M","46.74","0.94"
"Quorum Health","QHC","363.18K","121.71M","1.97B","",""
"Rambus","RMBS","923.63K","1.27B","303.91M","","0.18"
"Raven","RAVN","132.08K","1.46B","394.91M","29.04","1.54"
"Rayonier Advanced Materials","RYAM","783.08K","1.09B","1.62B","4.63","3.44"
"Re Max Holding","RMAX","115.12K","865.13M","205.80M","16.17","0.46"
"Red Robin Gourmet Burgers","RRGB","337.53K","521.45M","1.38B","29.91","0.35"
"Regis","RGS","194.94K","949.75M","1.21B","7.69","1.35"
"Rent-A-Center","RCII","1.69M","786.56M","2.64B","","0.62"
"Repligen","RGEN","273.07K","2.25B","170.75M","168.31","0.68"
"Resources Connection","RECN","120.65K","509.17M","654.13M","27.13","1.05"
"Retail Opportunity","ROIC","1.17M","2.21B","287.45M","63.97","0.59"
"REX American Resources","REX","35.00K","490.12M","460.25M","17.09","1.1"
"RLI","RLI","144.02K","3.45B","809.33M","47.9","1.25"
"Roadrunner","RRTS","889.27K","65.08M","2.21B","","0.79"
"Rogers","ROG","115.69K","2.42B","845.08M","38.92","1.48"
"RR Donnelley & Sons","RRD","1.03M","361.15M","7.05B","13.73","1.33"
"Rudolph","RTEC","205.14K","866.10M","277.58M","15.55","0.86"
"Ruth's Hospitality","RUTH","249.57K","966.28M","435.44M","26.66","0.33"
"S&T Bancorp","STBA","95.44K","1.63B","165.65M","17.59","0.6"
"Sabra","SBRA","1.99M","4.15B","610.66M","11.11","0.59"
"Safety Insurance","SAFT","46.63K","1.48B","838.42M","23","0.56"
"Saia","SAIA","218.60K","2.02B","1.52B","25.71","0.78"
"Sanderson Farms","SAFM","563.59K","2.38B","3.44B","9.93","0.26"
"Sanmina","SANM","991.17K","2.09B","6.99B","25.01","0.46"
"Saul Centers","BFS","37.75K","1.32B","225.70M","39","0.64"
"ScanSource","SCSC","99.74K","1.12B","3.77B","22.99","0.89"
"Scholastic","SCHL","130.00K","1.45B","1.63B","3627.19","0.67"
"Schweitzer-Mauduit","SWM","140.27K","1.26B","1.03B","13.13","1.34"
"Scientific Games","SGMS","947.55K","2.83B","3.25B","","2.45"
"SEACOR","CKH","130.97K","937.06M","745.33M","16.93","0.8"
"Select Medical","SEM","547.91K","2.65B","4.76B","21.04","1.34"
"Selective","SIGI","177.02K","3.76B","2.54B","21.62","1.24"
"Semtech","SMTC","557.70K","3.34B","574.47M","40.2","1.39"
"Seneca Foods A","SENEA","15.79K","305.17M","1.66B","","1"
"ServisFirst Bancshares","SFBS","150.50K","2.33B","162.74M","20.53","1.25"
"Shoe Carnival","SCVL","255.89K","552.87M","1.28B","19.74","0.71"
"Shutterstock","SSTK","210.92K","1.79B","602.49M","41.12","1.35"
"Simmons First National","SFNC","534.96K","2.92B","398.99M","18.87","1.09"
"Simpson Manufacturing","SSD","273.96K","3.43B","1.05B","31.5","1.59"
"SkyWest","SKYW","273.85K","3.35B","3.22B","13.94","1.65"
"Sleep Number","SL2","0.14K","959.82M","1.31B","22.66","0.58"
"Sonic","SONC","845.97K","1.24B","435.41M","22.68","1.54"
"Sonic Automotive","SAH","209.34K","963.15M","10.08B","14.15","1.64"
"South Jersey Industries","SJI","716.44K","2.83B","1.32B","","0.55"
"Southside","SBSI","163.06K","1.28B","134.61M","18.78","0.75"
"SpartanNash Co","SPTN","299.72K","748.25M","10.51B","","1.22"
"Spectrum","SPPI","1.33M","2.45B","119.64M","","1.89"
"Spire","SR","278.75K","3.88B","1.98B","21.36","0.03"
"Spok Holdings","SPOK","95.76K","303.55M","171.15M","51.09","0.36"
"SPS Commerce","SPSC","147.37K","1.67B","234.53M","166.52","0.73"
"SPX Corp","SPXC","206.05K","1.52B","1.47B","12.19","1.57"
"SPX FLOW Inc","FLOW","210.78K","2.09B","2.04B","32.87",""
"Stage Stores","SSI","202.99K","60.42M","1.95B","","0.58"
"Stampscom","STMP","384.31K","4.21B","520.72M","22.3","-0.04"
"Standard Motor Products","SMP","93.32K","1.15B","1.07B","22.52","1.66"
"Standex","SXI","34.79K","1.43B","857.96M","26.25","1.47"
"Stein Mart","SMRT","520.78K","143.61M","1.31B","","-1.05"
"Stepan","SCL","100.93K","2.02B","1.98B","18.93","1.19"
"Sterling Bancorp","STL","1.93M","5.19B","642.84M","17.82","0.96"
"Steven Madden","SHOO","476.25K","3.37B","1.59B","27.11","0.48"
"Stewart Info Services","STC","106.93K","1.08B","1.96B","28.2","0.75"
"Strategic Education","STRA","93.12K","1.56B","458.36M","59.33","0.84"
"Sturm Ruger&Company","RGR","170.48K","1.04B","482.62M","21.62","-0.04"
"Summit Hotel Properties","INN","568.12K","1.43B","560.76M","25.82","1.17"
"SunCoke Energy","SXC","371.94K","721.72M","1.42B","160.91","1.03"
"Super Micro Computer","SMCI","512.88K","893.52M","717.87M","13.66","0.23"
"Superior Industries","SUP","172.18K","567.94M","1.47B","","1.23"
"Supernus","SUPN","659.85K","2.32B","358.81M","24.93","0.9"
"Supervalu","SVU","1.72M","1.24B","14.91B","29.87","1.26"
"SurModics","SRDX","32.27K","971.33M","78.36M","","0.62"
"Sykes","SYKE","145.07K","1.26B","1.64B","22.66","0.75"
"Synchronoss Tech","SNCR","1.01M","249.38M","357.73M","","0.6"
"Synergy Resources","SRCI","443.33K","2.36B","536.74M","10.7","1.86"
"Tailored Brands","TLRD","1.64M","1.11B","3.34B","10.03","1.68"
"Take-Two","TTWO","2.20M","14.39B","2.18B","77.89","0.92"
"Team","TISI","348.96K","750.54M","1.25B","","1.74"
"Tennant","TNC","95.47K","1.39B","1.11B","76.84","0.85"
"Tetra Tech","TTEK","270.35K","3.89B","2.18B","30.07","1"
"Tetra Technologies","TTI","682.84K","634.68M","903.45M","50.77","0.87"
"Texas Capital","TCBI","471.03K","4.72B","577.95M","18.56","1.8"
"The Andersons","ANDE","139.16K","1.17B","3.39B","63.48","1.34"
"The Childrens Place","PLCE","392.35K","2.28B","1.87B","18.54","0.39"
"The Ensign","ENSG","249.64K","1.97B","1.95B","27.63","0.66"
"The Medicines","MDCO","1.51M","2.91B","34.91M","","0.77"
"The Navigators","NAVG","101.93K","1.91B","1.40B","26.07","0.52"
"The Providence Service","PRSC","86.77K","854.51M","1.63B","53.1","0.68"
"Tidewater","TDW","256.00K","809.42M","412.10M","","2.09"
"Tile Shop","TTS","993.54K","426.91M","347.04M","48.37","1.86"
"Timkensteel Corp","TMST","351.64K","611.26M","1.47B","","1.78"
"Titan","TWI","384.37K","453.43M","1.60B","","1.56"
"Tivity Health","TVTY","437.82K","1.31B","578.85M","17.88","0.55"
"TiVo","TIVO","1.54M","1.60B","774.84M","39.4","-0.57"
"Tompkins","TMP","7.08K","1.34B","161.27M","17.5","0.85"
"Topbuild Corp","BLD","287.41K","2.52B","2.09B","21.72",""
"Tredegar","TG","114.26K","728.57M","989.50M","38.37","1.35"
"Trex","TREX","391.97K","4.90B","640.30M","41.12","2.39"
"TrueBlue","TBI","243.71K","1.20B","2.50B","17.96","1.87"
"TrustCo Bank NY","TRST","311.34K","897.83M","97.49M","16.51","1.02"
"TTEC","TTEC","55.56K","1.18B","1.51B","","0.87"
"TTM","TTMI","913.36K","1.88B","2.79B","10.35","1.87"
"Tuesday Morning","TUES","259.67K","149.02M","999.51M","","1.46"
"U S Concrete","USCR","349.30K","872.01M","1.43B","25.99","1.06"
"UMB Financial","UMBF","236.14K","3.86B","549.96M","17.96","0.8"
"Unifi","UFI","58.40K","606.73M","678.91M","21.25","0.66"
"Unifirst","UNF","62.72K","3.55B","1.67B","33.9","0.58"
"Unit","UNT","372.51K","1.46B","801.77M","57.2","3"
"United Bankshares","UBSI","725.70K","4.13B","412.39M","17.38","1.08"
"United Community Banks","UCBI","493.37K","2.49B","283.25M","18.49","0.91"
"United Fire","UFCS","90.11K","1.29B","1.07B","56.1","0.55"
"United Insurances","UIHC","162.95K","908.69M","717.00M","60.62","1.7"
"Universal","UVV","263.42K","1.51B","2.13B","15.36","1.05"
"Universal Electronics","UEIC","90.04K","601.64M","684.02M","26.01","1.16"
"Universal Forest","UFPI","306.86K","2.34B","4.31B","15.19","1.87"
"Universal Health RI","UHT","32.83K","1.01B","75.10M","39.85","0.31"
"Universal Insurance","UVE","208.20K","1.57B","792.84M","11.58","1.81"
"Urstadt Biddle Properties","UBA","102.83K","862.25M","134.60M","42.53","0.3"
"US Ecology","ECOL","97.67K","1.57B","524.72M","41.85","0.58"
"US Physicalrapy","USPH","52.73K","1.46B","435.67M","82.28","1.08"
"US Silica","SLCA","2.00M","1.74B","1.50B","14.63","2.26"
"Veeco","VECO","723.52K","536.70M","591.65M","","0.55"
"Vera Bradley","VRA","334.69K","542.04M","445.10M","45.49","0.33"
"Veritiv Cor","VRTV","63.63K","767.75M","8.61B","389.31","0.46"
"Viad","VVI","59.80K","1.26B","1.95B","24.44","0.68"
"Viavi Solutions","VIAV","2.45M","2.54B","880.40M","","0.99"
"Vicor","VICR","112.49K","2.33B","255.13M","177.73","0.97"
"Virtus","VRTS","61.07K","942.35M","513.65M","14.16","1.51"
"Virtusa","VRTU","221.45K","1.62B","1.09B","170.68","1.24"
"Vitamin Shoppe","VSI","591.12K","305.47M","1.15B","","0.59"
"Wabash National","WNC","409.46K","1.09B","2.07B","8.2","1.87"
"WageWorks","WAGE","308.00K","2.09B","235.62M","44.14","1.38"
"Walker&Dunlop","WD","184.16K","1.73B","712.59M","11.67","0.68"
"Watts Water Technologies","WTS","118.89K","2.88B","1.52B","25.31","1.05"
"WD-40","WDFC","60.92K","2.40B","402.45M","42.18","0.58"
"Westamerica Bancorporation","WABC","95.13K","1.71B","93.82M","25.6","1.02"
"Winnebago Industries","WGO","595.23K","1.18B","1.94B","12.02","1.7"
"Wintrust","WTFC","353.73K","5.19B","726.16M","17.95","0.8"
"Wolverine","WWW","596.45K","3.66B","2.26B","53.02","1.01"
"World Acceptance","WRLD","111.75K","1.08B","542.59M","15","2.89"
"WWE","WWE","1.19M","6.31B","867.18M","102.97","0.97"
"XO","XOXO","195.99K","775.62M","164.03M","49.77","0.87"
"Xperi","XPER","599.71K","807.65M","344.64M","","0.54"
"Zumiez","ZUMZ","383.79K","761.55M","952.55M","26.48","1.06"
