"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"Healthcare Services","HCSG","931.78K","2.91B","2.00B","39.72","0.82"
"Healthequity Inc","HQY","603.30K","5.09B","244.01M","91.69","1.43"
"HealthStream","HSTM","130.05K","940.01M","242.65M","76","0.57"
"Heartland Express","HTLD","511.23K","1.64B","660.33M","38.28","0.68"
"Heidrick&Struggles","HSII","115.15K","668.94M","660.55M","","1.58"
"Helix","HLX","1.52M","1.28B","745.65M","","2.48"
"HFF","HF","314.10K","1.39B","602.29M","11.15","0.85"
"Hibbett Sports","HIBB","772.59K","465.12M","967.24M","13.17","0.8"
"HighPoint","HPR","1.79M","1.41B","283.11M","","3.36"
"Hillenbrand","HI","229.13K","3.09B","1.69B","28.73","1.26"
"HMS Holdings","HMSY","566.30K","2.04B","548.90M","69.08","0.93"
"Home BancShares","HOMB","1.05M","4.04B","381.01M","17.84","1.21"
"Hope Bancorp","HOPE","505.88K","2.33B","339.90M","13.12","1.38"
"Horace Mann Educators","HMN","116.20K","1.85B","1.17B","25.11","0.82"
"Hornbeck","HOS","273.35K","182.98M","188.93M","","1.33"
"Hub Group","HUBG","292.71K","1.72B","4.24B","25.38","1.48"
"Iconix Brand","ICON","2.44M","42.57M","215.66M","","1.05"
"ICU Medical","ICUI","94.54K","6.17B","1.42B","373.26","0.37"
"II-VI","IIVI","858.10K","2.81B","1.11B","33.68","0.09"
"ILG","ILG","1.39M","4.28B","1.82B","19.92","1.43"
"Independent Bank","INDB","72.74K","2.25B","188.40M","22.8","0.95"
"Ingevity","NGVT","236.97K","3.79B","989.10M","33.63",""
"Innophoss","IPHS","143.20K","979.37M","761.52M","24.67","0.77"
"Innospec","IOSP","106.86K","2.01B","1.37B","18.57","1.04"
"Inogen Inc","INGN","142.22K","4.53B","275.99M","136.91","1.11"
"Insight Enterprises","NSIT","203.16K","1.78B","6.99B","14.77","1.28"
"Insperity","NSP","324.45K","4.12B","4.31B","40.52","0.83"
"Installed Building","IBP","185.37K","1.88B","1.18B","50.42","0.89"
"Integer Hld","ITGR","201.47K","2.32B","1.50B","","0.86"
"Integra","IART","503.33K","5.51B","1.29B","44.41","0.58"
"Inter Parfums","IPAR","116.24K","1.77B","619.97M","39.48","1.54"
"Interactive Brokers","IBKR","931.76K","25.80B","2.25B","15.34","0.96"
"Interface, Inc.","TILE","423.73K","1.40B","1.02B","19.09","1.2"
"INTL FCStone","INTL","123.69K","1.04B","32.31B","40.34","1.71"
"Intrepid Potash","IPI","1.23M","538.79M","162.47M","","1.16"
"Invacare","IVC","329.32K","598.61M","971.84M","","2.39"
"Investment Tech","ITG","148.86K","737.60M","494.34M","","1.46"
"Iridium","IRDM","701.85K","2.01B","462.77M","45.51","1.95"
"iRobot","IRBT","1.16M","2.17B","932.52M","31.97","1.3"
"Itron","ITRI","290.22K","2.37B","2.15B","","0.98"
"J & J Snack Foods","JJSF","76.23K","2.91B","1.14B","36.49","0.63"
"John Bean Tech","JBT","275.89K","3.01B","1.70B","38.25","1.16"
"Kaiser","KALU","121.47K","1.82B","1.43B","25.42","0.63"
"Kaman","KAMN","184.87K","1.91B","1.83B","28.56","0.8"
"KapStone Paper&Packaging","KS","631.30K","3.41B","3.35B","28.17","3.28"
"Kelly Services A","KELYA","162.08K","899.43M","5.45B","8.81","0.89"
"Kirklands","KIRK","152.09K","181.95M","643.72M","32.61","1.17"
"Kite","KRG","716.03K","1.41B","358.47M","","0.52"
"Knight Transportation","KNX","3.00M","6.77B","3.70B","36.15","1.67"
"Kopin","KOPN","586.86K","238.01M","29.12M","109.58","1.01"
"Koppers","KOP","104.49K","827.77M","1.54B","13.36","0.86"
"Korn/Ferry","KFY","440.51K","3.72B","1.82B","25.38","1.28"
"Kraton","KRA","184.18K","1.57B","2.46B","39.28","1.36"
"Kulicke&Soffa","KLIC","607.87K","1.94B","895.25M","12.74","1.23"
"La-Z-Boy","LZB","374.24K","1.52B","1.58B","18.08","0.97"
"Lannett Com","LCI","703.92K","486.58M","652.78M","7.29","2.44"
"LCI Industries","LCII","222.13K","2.49B","2.30B","20.01","1.06"
"Legacy Texas Financial Grp","LTXB","221.91K","2.12B","223.41M","19.16","1.42"
"Lendingtree","TREE","239.97K","3.10B","666.24M","62.65","1.78"
"Lexington","LXP","1.16M","2.10B","398.18M","93.53","0.87"
"LGI Homes","LGIH","426.07K","1.40B","1.37B","11.24","0.08"
"LHC Group","LHCG","282.80K","2.86B","1.12B","48.95","0.49"
"Ligand","LGND","287.87K","4.95B","168.00M","109.77","0.96"
"Lindsay","LNN","88.76K","1.01B","556.38M","40.88","0.32"
"Liquidity Services","LQDT","159.17K","221.50M","248.13M","","0.62"
"Lithia Motors","LAD","268.18K","2.40B","10.51B","8.57","1.6"
"Littelfuse","LFUS","168.50K","5.71B","1.35B","32.29","1.01"
"LivePerson","LPSN","415.81K","1.40B","226.19M","","1.01"
"LogMeIn","LOGM","596.84K","5.70B","1.08B","93.93","1.24"
"Lsb Industries","LXU","163.88K","210.31M","404.61M","","4.62"
"LSC Communications","LKSD","392.02K","493.73M","3.71B","",""
"LTC Properties","LTC","260.77K","1.67B","167.26M","19.19","0.14"
"Lumber Liquidators","LL","955.76K","750.66M","1.04B","","1.5"
"Lumentum Holdings Inc","LITE","2.37M","3.74B","1.17B","14.65",""
"Luminex","LMNX","269.76K","1.51B","311.46M","28.76","0.29"
"Lydall","LDL","86.16K","794.01M","724.61M","14.87","1.46"
"M/I Homes","MHO","203.89K","803.41M","1.99B","10.81","1.21"
"Magellan Health","MGLN","154.24K","2.35B","6.34B","22.02","0.51"
"Maiden Holdings","MHLD","648.91K","677.41M","3.65B","","1.2"
"ManTech","MANT","203.54K","2.39B","1.77B","34.54","0.82"
"Marcus","MCS","69.66K","929.29M","632.96M","21.34","0.49"
"MarineMax","HZO","305.71K","567.44M","1.09B","17.44","1.19"
"Marriot Vacations Worldwide","VAC","452.93K","3.19B","2.04B","20.21","1.39"
"Marten Transport","MRTN","296.41K","1.28B","737.43M","32.04","1.35"
"Masimo","MASI","547.74K","5.27B","824.75M","27.21","0.91"
"Materion","MTRN","91.21K","1.13B","1.20B","30.91","0.9"
"Matrix","MTRX","209.34K","523.04M","1.09B","161.22","0.92"
"Matson","MATX","209.48K","1.57B","2.08B","18.78","1.36"
"Matthews","MATW","171.55K","1.89B","1.57B","23.9","1.15"
"MDC","MDC","535.42K","1.84B","3.20B","10.87","1.51"
"Medidata","MDSO","547.34K","5.15B","567.91M","114.11","1.49"
"MEDIFAST","MED","191.34K","2.07B","329.54M","60.63","0.27"
"Mercury","MRCY","375.81K","2.00B","455.93M","50.22","0.49"
"Meridian","VIVO","311.16K","671.16M","208.57M","40.46","0.86"
"Merit","MMSI","302.17K","2.82B","759.82M","143.2","1.33"
"Meritage","MTH","335.53K","1.89B","3.31B","10.18","1.16"
"Methode Electronics","MEI","246.10K","1.46B","908.30M","13.21","0.78"
"MicroStrategy","MSTR","89.70K","1.57B","506.94M","32.07","0.66"
"MiMedx","MDXG","3.35M","446.36M","160.98M","12.31","1.5"
"MKS Instruments","MKSI","538.23K","5.56B","2.03B","14.1","0.99"
"Mobile Mini","MINI","211.22K","2.13B","550.68M","40.3","1.98"
"Momenta","MNTA","902.34K","2.32B","117.12M","","1.91"
"Monarch","MCRI","74.78K","851.19M","233.59M","30.64","1.1"
"Monotype","TYPE","284.48K","862.45M","292.48M","","0.95"
"Monro Muffler Brake","MNRO","301.77K","2.26B","1.13B","33.43","0.79"
"Moog","MOGa","116.85K","2.85B","2.59B","25.35","1.77"
"Motorcar Parts","MPAA","192.06K","395.62M","428.07M","18.66","1.61"
"Movado","MOV","191.62K","813.62M","595.83M","27.11","-0.23"
"MTS Systems","MTSC","74.21K","968.11M","780.73M","32.18","0.95"
"Mueller Industries","MLI","207.66K","1.70B","2.33B","19.11","1.39"
"Multi-Color","LABL","121.35K","1.34B","1.30B","30.45","0.8"
"Myers Industries","MYE","229.62K","641.60M","579.05M","39.48","1.5"
"MYR Group","MYRG","97.20K","623.92M","1.45B","35.5","0.54"
"Nanometrics","NANO","200.84K","898.76M","281.61M","21.47","1.77"
"National Presto Industries","NPK","56.75K","837.24M","337.60M","18.92","0.32"
"Natus","BABY","536.66K","1.08B","504.92M","","0.54"
"Nautilus","NLS","264.70K","437.97M","407.74M","20.49","1.38"
"Navigant","NCI","291.68K","967.92M","1.04B","22.04","0.82"
"NBT Bancorp","NBTB","134.19K","1.73B","223.74M","18.99","0.88"
"Neenah Paper","NP","71.88K","1.49B","1.00B","20.63","1.11"
"Nektar","NKTR","2.57M","8.41B","321.01M","","2.03"
"Neogen","NEOG","174.21K","4.21B","402.26M","67.39","1.33"
"NETGEAR","NTGR","573.88K","2.40B","1.43B","42.71","2.08"
"Newpark Resources","NR","608.24K","879.71M","816.36M","54.37","1.44"
"NIC","EGOV","895.55K","1.08B","423.22M","20.24","0.46"
"Northern Oil&Gas","NOG","157.68K","918.06M","210.11M","","1.87"
"Northfield Bancorp","NFBK","106.51K","832.79M","74.14M","22.12","0.38"
"Northwest Bancshares","NWBI","549.16K","1.83B","225.79M","18.65","0.68"
"Northwest Natural Gas","NWN","135.73K","1.85B","729.56M","","0.32"
"NutriSystem","NTRI","830.24K","1.20B","695.21M","23.33","1.31"
"OFG Bancorp","OFG","283.59K","641.94M","201.67M","17.39","1.82"
"Old National Bancorp","ONB","756.01K","2.90B","370.06M","25.09","0.88"
"Ollies Bargain Outlet Holdings Inc","OLLI","535.95K","4.67B","1.13B","34.59",""
"Olympic Steel","ZEUS","136.53K","248.57M","1.37B","10.26","1.75"
"Omnicell","OMCL","289.31K","2.12B","748.22M","109.13","0.86"
"Onespan","OSPN","194.71K","812.29M","196.76M","118.75","1.53"
"Opus Bank","OPB","204.42K","1.07B","150.73M","","0.93"
"Orion Group","ORN","165.16K","260.66M","576.63M","1590.19","1.32"
"Oritani","ORIT","201.86K","762.18M","77.17M","17.41","0.42"
"OSI Systems","OSIS","407.02K","1.40B","1.05B","63.73","0.83"
"Oxford Industries","OXM","159.28K","1.57B","1.09B","27.53","0.28"
"Papa John's","PZZA","1.10M","1.64B","1.76B","21.89","0.5"
