"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"ATN Int","ATNI","95.43K","1.18B","452.09M","124.41","0.57"
"Avista","AVA","494.72K","3.39B","1.42B","27.64","0.17"
"Axon Enterprise","AAXN","894.95K","3.74B","385.36M","126.87","1.12"
"AZZ","AZZ","197.33K","1.40B","861.47M","54.76","1.45"
"B&G Foods","BGS","887.30K","2.11B","1.70B","36.28","0.49"
"Badger Meter","BMI","116.15K","1.53B","415.35M","51.57","0.68"
"Balchem","BCPC","114.47K","3.38B","635.08M","47.68","0.82"
"Banc of California","BANC","464.85K","996.10M","220.54M","38.3","0.78"
"Banner","BANR","195.21K","2.14B","259.82M","18.74","0.91"
"Barnes","B","224.21K","3.46B","1.47B","22.6","1.35"
"Barnes & Noble Education Inc","BNED","347.14K","301.20M","2.20B","",""
"Barnes&Noble","BKS","968.39K","436.76M","3.66B","","1.72"
"Bel Fuse B","BELFB","28.05K","305.65M","505.29M","35.35","1.07"
"Belmond","BEL","546.79K","1.94B","561.60M","","1.33"
"Benchmark Electronics","BHE","351.10K","1.20B","2.55B","19.07","0.22"
"Big 5","BGFV","1.28M","125.37M","987.49M","","-0.89"
"Biglari","BH","8.17K","614.55M","636.40M","","0.42"
"BioTelemetry","BEAT","469.88K","1.86B","368.62M","360.37","1.4"
"BJs Restaurants","BJRI","383.40K","1.40B","1.07B","34.87","0.65"
"Black Box","BBOX","216.31K","24.98M","774.63M","","0.9"
"Blackbaud","BLKB","284.75K","4.75B","830.34M","97.71","0.63"
"Blucora","BCOR","405.89K","1.65B","551.84M","33.37","-0.16"
"BofI Holding","BOFI","743.92K","2.36B","304.28M","15.09","0.26"
"Boise Cascad Llc","BCC","390.28K","1.78B","4.91B","14.82","1.93"
"Boston Private","BPFH","411.48K","1.18B","211.75M","36.25","0.91"
"Bottomline","EPAY","314.41K","2.48B","394.10M","1091.33","0.89"
"Boyd Gaming","BYD","1.04M","4.02B","2.40B","32.97","1.66"
"Brady","BRC","230.49K","1.98B","1.17B","19.74","1.09"
"Briggs&Stratton","BGG","301.82K","858.43M","1.85B","","0.62"
"Brinks","BCO","477.20K","3.95B","3.48B","","1.78"
"Bristow","BRS","794.60K","375.54M","1.46B","","3.07"
"Brookline Bancorp","BRKL","341.71K","1.45B","161.41M","19.94","0.78"
"Brooks Automation","BRKS","939.25K","2.05B","801.95M","16.73","0.92"
"Buckle","BKE","425.28K","1.29B","906.03M","13.75","0.59"
"Cabot","CCMP","180.11K","2.78B","570.18M","29.62","1.39"
"CACI","CACI","133.60K","4.62B","4.47B","23.43","1.49"
"Cal-Maine","CALM","341.98K","2.41B","1.50B","28.97","0.45"
"CalAmp","CAMP","382.70K","826.29M","372.72M","19.55","1.86"
"Calavo Growers","CVGW","207.84K","1.77B","1.09B","42.09","0.46"
"Caleres","CAL","411.62K","1.57B","2.79B","17.62","0.79"
"California Water Service","CWT","208.56K","1.97B","678.60M","11.88","0.54"
"Callaway Golf","ELY","1.09M","2.13B","1.23B","19.05","0.97"
"Cambrex","CBM","390.85K","2.11B","588.05M","17.37","2.4"
"Cantel Medical","CMD","325.83K","4.01B","848.57M","48.96","1.07"
"Capstead Mortgage","CMO","658.32K","775.18M","257.12M","15.13","0.15"
"Carbo Ceramics","CRR","417.79K","215.27M","217.87M","","1.55"
"Cardtronics","CATM","820.11K","1.71B","1.44B","","1.04"
"Career","CECO","259.30K","1.16B","578.21M","30.71","2.66"
"Caretrust Inc","CTRE","736.99K","1.47B","146.62M","33.53","0.91"
"Carrizo Oil&Gas","CRZO","3.29M","1.87B","917.30M","71.08","2.31"
"Cato","CATO","346.61K","585.06M","1.09B","25.45","0.66"
"Cavco","CVCO","49.62K","2.14B","910.82M","33.72","1.44"
"Cedar Realty","CDR","433.60K","417.75M","152.46M","","0.8"
"Celadon","CGIP","391.97K","97.35M","","40.46","1.73"
"Central Garden&Pet","CENT","118.17K","1.93B","2.20B","20.58","-0.11"
"Central Garden&Pet A","CENTA","209.85K","1.93B","2.20B","20.58","-0.11"
"Century Aluminum","CENX","2.42M","1.05B","2.51B","15.15","0.75"
"CEVA","CEVA","190.44K","637.74M","80.70M","140.94","1.08"
"Chart Industries","GTLS","285.83K","2.39B","1.15B","102.83","1.09"
"Chemed","CHE","215.06K","5.12B","1.73B","29.38","1.16"
"Chemours Co","CC","1.54M","7.62B","6.71B","7.72",""
"Chesapeake Lodging","CHSP","280.74K","1.96B","599.25M","26.63","0.94"
"Chuy's Holdings","CHUY","161.57K","466.87M","388.40M","27.59","-0.22"
"Cincinnati Bell","CBB","633.53K","651.48M","1.31B","","1.17"
"CIRCOR","CIR","278.19K","890.47M","942.22M","","2.02"
"City Holding","CHCO","58.42K","1.26B","106.92M","18.33","0.61"
"Clearwater Paper","CLW","181.70K","460.91M","1.73B","22.39","1.05"
"Cloud Peak Energy","CLD","572.97K","179.59M","884.78M","","2.01"
"CMTSU Liquidation","CBRI","1.10M","220.44K","","","0.65"
"Cogent","CCOI","308.17K","2.45B","506.21M","107.98","0.59"
"Coherent","COHR","576.42K","4.40B","1.93B","21.99","0.96"
"Cohu","COHU","249.42K","743.32M","372.71M","15.84","0.98"
"Columbia Banking","COLB","276.51K","3.11B","286.52M","19.05","1.07"
"Comfort Systems","FIX","243.42K","2.08B","1.94B","30.14","1.34"
"Community Bank System","CBU","207.03K","3.35B","293.45M","22.12","1.03"
"Community Health Systems","CYH","2.48M","396.43M","13.98B","","1.62"
"Computer Programs&Systems","CPSI","76.13K","381.73M","283.96M","","-0.07"
"Comtech","CMTL","190.04K","843.55M","550.91M","28.79","1.48"
"CONMED","CNMD","178.50K","2.18B","827.56M","53.47","0.51"
"Consolidated Communications","CNSL","1.09M","860.02M","1.43B","","0.73"
"Contango Oil&Gas","MCF","73.85K","154.49M","77.74M","","1.61"
"Cooper Stnd","CPS","138.52K","2.46B","3.70B","13.81","0.74"
"Core-Mark","CORE","337.48K","1.54B","16.42B","79.33","0.65"
"CoreSite","COR","321.27K","5.57B","515.09M","56.05","0.3"
"Corindus Vascular Robotics","CR3","1.12K","151.83M","8.73M","81.08","1.03"
"CorVel","CRVL","35.96K","1.12B","571.13M","31.76","0.65"
"CPB","CPF","119.26K","840.63M","115.30M","16.73","1.02"
"Cray","CRAY","352.17K","883.90M","446.13M","","1.59"
"Crocs","CROX","1.21M","1.27B","1.05B","149.59","0.43"
"Cross Country","CCRN","228.36K","347.34M","863.02M","7.53","0.87"
"CryoLife","CRY","136.16K","1.19B","227.28M","","0.61"
"CSG Systems","CSGS","183.17K","1.27B","819.12M","20.51","0.9"
"CTS Corp","CTS","149.37K","1.14B","448.70M","34.98","1.25"
"Cubic","CUB","154.58K","2.03B","1.36B","","1.01"
"Customers Bancorp","CUBI","211.91K","777.06M","241.64M","11.7","0.7"
"CVB Financial","CVBF","386.16K","2.70B","170.13M","20.67","1.36"
"Daktronics","DAKT","227.72K","394.16M","610.54M","41.97","1.12"
"Darling Ingredients","DAR","870.40K","3.28B","3.61B","23.32","1.4"
"Dave & Buster’s Entertainment","PLAY","1.42M","2.16B","1.17B","20.35","0.39"
"DHI Group","DHX","523.08K","112.82M","188.02M","6.42","1.05"
"Diamondrock Hospitality","DRH","2.17M","2.46B","850.01M","32.27","1.45"
"Digi","DGII","104.22K","345.98M","207.81M","45.97","1.39"
"Dime Community","DCOM","183.88K","689.25M","114.51M","11.72","0.49"
"DineEquity","DIN","346.06K","1.42B","666.08M","","0.02"
"Diodes","DIOD","317.37K","1.85B","1.13B","25.45","0.94"
"Diplomat Pharmacy","DPLO","1.14M","1.42B","5.04B","","1.14"
"Donnelley Financial Solutions","DFIN","307.94K","656.54M","993.20M","29.46",""
"Dorman","DORM","258.60K","2.60B","917.75M","22.13","1.01"
"DSP Group","DSPG","57.83K","272.63M","124.28M","","0.84"
"DXP Enterprises","DXPE","86.62K","806.77M","1.11B","35.01","2.57"
"Eagle Pharm","EGRX","255.51K","1.18B","215.73M","36.84","1.37"
"EastGroup Properties","EGP","195.29K","3.54B","287.20M","42.66","0.81"
"Ebix","EBIX","180.10K","2.41B","430.34M","23.28","1.27"
"Echo Global","ECHO","416.03K","920.68M","2.27B","46.91","1.61"
"eHealth","EHTH","170.08K","575.85M","141.19M","","1.29"
"El Paso Electric","EE","269.04K","2.60B","906.13M","6.63","0.34"
"El Pollo Loco Holdings Inc","LOCO","437.42K","482.61M","413.75M","245.92","0.37"
"Electro Scientific","ESIO","1.31M","781.42M","405.82M","5.68","0.98"
"Electronics for Imaging","EFII","542.66K","1.50B","1.02B","262.73","1.08"
"Emergent Biosolutions","EBS","300.57K","2.96B","681.25M","13.64","1.22"
"Employers","EIG","114.97K","1.44B","804.00M","11.4","1.07"
"Enanta","ENTA","217.99K","1.79B","215.35M","22.38","0.93"
"Encore Capital","ECPG","232.43K","1.04B","1.30B","11.8","1.54"
"Encore Wire","WIRE","70.70K","1.05B","1.22B","17.98","1.84"
"Engility","EGL","125.52K","1.28B","1.92B","45.24","1.9"
"Enova International Inc","ENVA","370.52K","1.21B","969.18M","29.48","2.55"
"Enpro Industries","NPO","169.39K","1.57B","1.47B","3.17","1.09"
"ePlus","PLUS","96.51K","1.36B","1.40B","24.88","1.14"
"Era Group Inc","ERA","49.44K","258.31M","233.96M","","0.97"
"ESCO Technologies","ESE","84.75K","1.76B","747.50M","30.18","0.96"
"Essendant Inc","ESND","402.41K","568.67M","5.00B","","1.34"
"Ethan Allen Interiors","ETH","214.19K","611.50M","766.78M","18.58","0.88"
"Evercore","EVR","483.39K","5.26B","1.88B","14.74","1.72"
"EW Scripps A","SSP","458.46K","1.19B","959.59M","","2.08"
"ExlServices","EXLS","135.26K","2.08B","807.30M","26.92","1.27"
"Exponent","EXPO","89.53K","2.64B","367.92M","41.27","0.59"
"Express","EXPR","1.87M","772.07M","2.15B","38.67","0.82"
"Exterran Corp","EXTN","131.17K","988.74M","1.36B","6708.33",""
"EZCORP","EZPW","653.57K","612.72M","789.25M","11.76","1.44"
"Fabrinet","FN","321.14K","1.61B","1.40B","18.75","0.54"
"FARO","FARO","97.02K","1.13B","387.74M","","1.58"
"Federal Signal","FSS","243.83K","1.59B","1.04B","26.01","1.32"
"Fidelity","LION","93.74K","652.60M","160.41M","17.72","0.93"
"Fiesta","FRGI","257.10K","793.44M","667.21M","214.97","0.58"
"First Bancorp","FBP","1.71M","1.91B","348.30M","25.42","1.83"
"First Commonwealth Financial","FCF","436.56K","1.72B","188.29M","1094.81","1"
"First Financial Bancorp","FFBC","348.78K","3.11B","282.93M","20.79","1.01"
"First Financial Bankshares","FFIN","239.49K","4.07B","191.07M","31.1","1.14"
"First Midwest","FMBI","612.36K","2.79B","353.60M","21.35","1.15"
"First NBC Bank","FNBCQ","165.09K","769.24K","","","-1.39"
"FirstCash","FCFS","282.84K","3.57B","1.79B","26.68","0.51"
"Five Below","FIVE","1.01M","6.04B","1.34B","52.51","0.44"
"Flotek","FTK","771.62K","119.41M","271.58M","","1.5"
"Forestar","FOR","58.77K","1.03B","110.18M","","1.77"
"Forrester","FORR","49.01K","872.97M","344.85M","64.38","0.45"
"Forward Air","FWRD","239.25K","1.86B","1.22B","23.72","1.43"
"Four Corners Property Trust Inc","FCPT","415.48K","1.82B","136.82M","20.58",""
"Fox Factory","FOXF","214.54K","2.42B","535.10M","36.54","0.68"
"Francescass","FRAN","1.27M","260.76M","464.40M","24.8","0.14"
"Franklin Electric","FELE","128.12K","2.29B","1.24B","24.99","1.59"
"Franklin Street Properties","FSP","101.89K","909.32M","269.04M","","0.74"
"Freds","FRED","984.34K","66.32M","3.24B","","1.28"
"FTD Companies Inc","FTD","327.56K","106.17M","1.06B","","0.13"
"FutureFuel","FF","62.39K","633.83M","296.96M","10.36","1.71"
"G-III Apparel","GIII","568.12K","2.10B","2.89B","23.54","0.18"
"Gannett","GCI","1.09M","1.16B","3.05B","17.06",""
"Genesco","GCO","289.87K","870.29M","2.91B","","0.97"
"Gentherm","THRM","216.00K","1.74B","1.02B","34.27","1.61"
"Geo","GEO","724.22K","3.09B","2.28B","19.73","1.24"
"Geospace","GEOS","64.55K","184.38M","78.84M","","1.28"
"Getty","GTY","118.36K","1.18B","129.82M","25.11","0.45"
"Gibraltar Industries","ROCK","284.79K","1.44B","1.01B","19.8","1.8"
"Glacier","GBCI","338.70K","3.78B","278.71M","23.37","1.39"
"Glatfelter","GLT","235.21K","722.36M","1.64B","34.28","1.12"
"Government Propertiesome","GOV","941.46K","1.68B","394.15M","59.19","1.12"
"Great Western Bancorp Inc","GWB","224.55K","2.57B","279.33M","15.43","1.52"
"Green Dot","GDOT","341.96K","4.42B","987.95M","38.54","0.73"
"Green Plains Energy","GPRE","700.45K","719.84M","3.85B","442.22","1.04"
"Greenbrier","GBX","479.93K","1.86B","2.44B","15.18","1.78"
"Greenhill&Co","GHL","418.72K","714.93M","291.02M","533.32","1.18"
"Griffon","GFF","262.71K","832.48M","1.52B","","1.32"
"Group 1 Automotive","GPI","258.47K","1.56B","16.93B","10.42","1.89"
"Guess?","GES","950.57K","1.83B","2.43B","47.24","0.12"
"Gulf Island Fabrication","GIFI","58.52K","143.66M","198.46M","","1.04"
"H B Fuller","FUL","344.59K","2.91B","2.74B","40.34","1.48"
"Haemonetics","HAE","774.68K","5.35B","922.32M","109.52","0.95"
"Hanmi","HAFC","177.70K","837.21M","124.41M","13.78","0.76"
"Harmonic","HLIT","565.77K","451.67M","382.27M","","0.66"
"Harsco","HSC","434.85K","2.05B","1.68B","24.26","2.76"
"Haverty Furniture","HVT","93.57K","461.81M","820.96M","18.04","0.77"
"Hawaiian","HA","1.08M","2.17B","2.79B","8.88","1.3"
"Hawkins","HWKN","31.46K","428.49M","520.23M","","0.71"
"Haynes","HAYN","103.71K","476.35M","413.78M","","1.49"
"HCI Group Inc","HCI","53.70K","380.29M","226.47M","","1.65"
"Healthcare Services","HCSG","931.78K","3.04B","2.00B","41.48","0.82"
"Healthequity Inc","HQY","603.30K","5.40B","244.01M","96.94","1.36"
"HealthStream","HSTM","130.05K","976.47M","238.18M","70.89","0.62"
"Heartland Express","HTLD","511.23K","1.63B","660.33M","36.65","0.6"
"Heidrick&Struggles","HSII","115.15K","788.68M","691.12M","57.38","1.69"
"Helix","HLX","1.44M","1.32B","695.41M","82.15","2.65"
"HFF","HF","276.82K","1.73B","618.66M","13.19","1.11"
"Hibbett Sports","HIBB","772.59K","500.17M","967.24M","14.46","0.71"
"HighPoint","HPR","1.76M","1.05B","342.44M","","3.43"
"Hillenbrand","HI","226.33K","3.24B","1.74B","29.29","1.3"
"HMS Holdings","HMSY","566.30K","2.66B","562.38M","136.03","0.98"
"Home BancShares","HOMB","1.05M","4.16B","381.01M","18.27","1.17"
"Hope Bancorp","HOPE","505.88K","2.29B","345.44M","12.74","1.31"
"Horace Mann Educators","HMN","100.91K","1.87B","1.19B","24.22","0.75"
"Hornbeck","HOS","239.61K","149.98M","209.93M","","1.43"
"Hub Group","HUBG","292.71K","1.75B","4.49B","21.79","1.45"
"Iconix Brand","ICON","2.44M","29.00M","204.22M","","1.01"
"ICU Medical","ICUI","94.54K","5.98B","1.45B","71.54","0.33"
"II-VI","IIVI","858.10K","2.86B","1.16B","37.51","0.09"
"ILG","ILG","1.39M","4.31B","1.83B","20.06","1.47"
"Independent Bank","INDB","72.74K","2.48B","194.67M","23.32","0.94"
"Ingevity","NGVT","234.34K","4.14B","1.04B","32.69",""
"Innophoss","IPHS","143.20K","859.24M","789.10M","24.85","0.72"
"Innospec","IOSP","106.86K","1.85B","1.41B","18","1.02"
"Inogen Inc","INGN","142.22K","4.97B","309.11M","129.29","1.08"
"Insight Enterprises","NSIT","203.16K","1.92B","7.14B","14.54","1.2"
"Insperity","NSP","301.92K","4.72B","3.56B","42.32","0.77"
"Installed Building","IBP","175.18K","1.56B","1.23B","38.01","0.84"
"Integer Hld","ITGR","215.21K","2.30B","1.45B","","0.78"
"Integra","IART","503.33K","5.02B","1.37B","41.63","0.6"
"Inter Parfums","IPAR","116.24K","2.01B","640.20M","40.84","1.44"
"Interactive Brokers","IBKR","931.76K","25.42B","2.25B","15.03","0.97"
"Interface, Inc.","TILE","423.73K","1.36B","1.05B","18.45","1.14"
"INTL FCStone","INTL","123.69K","1.05B","33.93B","29.02","1.79"
"Intrepid Potash","IPI","902.90K","431.34M","169.57M","","1.21"
"Invacare","IVC","341.83K","525.13M","984.47M","","2.43"
"Investment Tech","ITG","163.98K","731.00M","501.24M","","1.67"
"Iridium","IRDM","701.85K","2.25B","486.10M","138.13","1.78"
"iRobot","IRBT","1.16M","2.60B","975.69M","39.31","1.29"
"Itron","ITRI","290.22K","2.45B","2.23B","","0.88"
"J & J Snack Foods","JJSF","76.23K","2.71B","1.15B","35.16","0.56"
"John Bean Tech","JBT","228.19K","3.51B","1.81B","36.96","1.21"
"Kaiser","KALU","121.47K","1.78B","1.49B","20.52","0.72"
"Kaman","KAMN","187.78K","1.83B","1.85B","27.05","0.74"
"KapStone Paper&Packaging","KS","513.06K","3.36B","3.44B","21.73","3.32"
"Kelly Services A","KELYA","162.08K","979.34M","5.51B","14.57","0.88"
"Kirklands","KIRK","152.09K","181.17M","643.72M","33.18","1.3"
"Kite","KRG","613.21K","1.46B","357.56M","","0.54"
"Knight Transportation","KNX","3.34M","5.86B","4.48B","23.46","1.63"
"Kopin","KOPN","586.86K","166.28M","29.13M","376.08","0.95"
"Koppers","KOP","109.39K","731.69M","1.59B","17.52","0.86"
"Korn/Ferry","KFY","462.29K","3.74B","1.82B","25.63","1.22"
"Kraton","KRA","161.27K","1.47B","2.02B","","1.3"
"Kulicke&Soffa","KLIC","607.87K","1.75B","920.18M","9.99","1.2"
"La-Z-Boy","LZB","394.57K","1.50B","1.58B","17.8","0.98"
"Lannett Com","LCI","894.68K","513.19M","652.78M","7.97","2.47"
"LCI Industries","LCII","210.22K","2.38B","2.44B","18.34","1.07"
"Legacy Texas Financial Grp","LTXB","221.91K","2.17B","223.41M","19.29","1.38"
"Lendingtree","TREE","239.97K","2.95B","697.57M","35.24","2.07"
"Lexington","LXP","1.04M","2.19B","407.99M","163.1","0.85"
"LGI Homes","LGIH","426.07K","1.27B","1.47B","9.57","-0.01"
"LHC Group","LHCG","282.80K","2.94B","1.36B","55.31","0.46"
"Ligand","LGND","287.87K","5.23B","230.04M","51.18","0.94"
"Lindsay","LNN","83.33K","982.36M","556.38M","39.88","0.33"
"Liquidity Services","LQDT","159.17K","232.89M","233.18M","","0.71"
"Lithia Motors","LAD","322.29K","2.09B","11.14B","7.54","1.61"
"Littelfuse","LFUS","168.50K","5.49B","1.50B","33.3","0.92"
"LivePerson","LPSN","415.81K","1.56B","233.78M","","1.04"
"LogMeIn","LOGM","596.84K","4.09B","1.13B","82.36","1.1"
"Lsb Industries","LXU","155.15K","197.72M","384.96M","","4.64"
"LSC Communications","LKSD","369.94K","374.43M","3.81B","",""
"LTC Properties","LTC","212.99K","1.82B","166.26M","14.02","0.07"
"Lumber Liquidators","LL","1.09M","489.15M","1.06B","","1.43"
"Lumentum Holdings Inc","LITE","2.37M","3.77B","1.25B","11.72",""
"Luminex","LMNX","269.76K","1.20B","314.58M","23.18","0.34"
"Lydall","LDL","84.01K","785.56M","736.14M","15.75","1.51"
"M/I Homes","MHO","208.76K","732.56M","2.09B","8.81","1.1"
"Magellan Health","MGLN","154.24K","1.83B","6.73B","17.96","0.38"
"Maiden Holdings","MHLD","648.91K","328.32M","2.86B","","1.36"
"ManTech","MANT","203.54K","2.53B","1.85B","34.67","0.81"
"Marcus","MCS","86.74K","1.07B","673.48M","20.69","0.54"
"MarineMax","HZO","294.75K","545.11M","1.12B","14.57","1.2"
"Marriot Vacations Worldwide","VAC","324.69K","3.20B","2.13B","25.38","1.4"
"Marten Transport","MRTN","296.41K","1.24B","737.43M","30.74","1.36"
"Masimo","MASI","547.74K","5.94B","843.44M","30.59","0.96"
"Materion","MTRN","89.15K","1.25B","1.22B","31.1","0.97"
"Matrix","MTRX","209.34K","540.48M","1.09B","169.2","0.95"
"Matson","MATX","204.12K","1.55B","2.13B","16.79","1.32"
"Matthews","MATW","171.55K","1.67B","1.59B","24.21","1.08"
"MDC","MDC","443.96K","1.77B","2.73B","9.09","1.39"
"Medidata","MDSO","547.34K","4.67B","586.41M","87.18","1.4"
"MEDIFAST","MED","209.86K","2.52B","371.13M","62.9","0.17"
"Mercury","MRCY","375.81K","2.41B","493.19M","59.45","0.44"
"Meridian","VIVO","311.16K","631.69M","210.17M","28.09","0.81"
"Merit","MMSI","302.17K","3.10B","798.08M","136.7","1.31"
"Meritage","MTH","369.48K","1.70B","3.39B","8.85","1.07"
"Methode Electronics","MEI","235.15K","1.48B","908.30M","13.48","1.02"
"MicroStrategy","MSTR","89.70K","1.60B","506.93M","37.88","0.62"
"MiMedx","MDXG","3.35M","431.93M","160.98M","12.8","1.52"
"MKS Instruments","MKSI","538.23K","4.87B","2.13B","12.33","0.89"
"Mobile Mini","MINI","211.22K","1.99B","565.99M","33.89","1.86"
"Momenta","MNTA","902.34K","2.14B","106.58M","","1.81"
"Monarch","MCRI","74.78K","832.89M","235.27M","28.02","1.04"
"Monotype","TYPE","284.48K","890.50M","242.90M","","1.03"
"Monro Muffler Brake","MNRO","301.77K","2.31B","1.15B","32.94","0.84"
"Moog","MOGa","105.43K","2.77B","2.66B","24.14","1.68"
"Motorcar Parts","MPAA","192.06K","468.17M","425.57M","54.74","1.74"
"Movado","MOV","185.49K","816.92M","595.83M","27.41","-0.08"
"MTS Systems","MTSC","74.21K","925.15M","781.64M","32.45","0.95"
"Mueller Industries","MLI","208.34K","1.83B","2.38B","18.56","1.48"
"Multi-Color","LABL","121.35K","1.24B","1.51B","27.71","0.74"
"Myers Industries","MYE","188.59K","772.73M","577.31M","33.38","1.59"
"MYR Group","MYRG","97.20K","576.48M","1.43B","24.54","0.54"
"Nanometrics","NANO","200.84K","975.12M","305.78M","18.84","1.75"
"National Presto Industries","NPK","53.31K","945.39M","342.27M","20.54","0.27"
"Natus","BABY","536.66K","1.22B","513.34M","","0.62"
"Nautilus","NLS","232.72K","446.16M","406.21M","22.25","1.12"
"Navigant","NCI","356.98K","1.06B","966.88M","37.59","0.86"
"NBT Bancorp","NBTB","134.19K","1.77B","230.97M","18.04","0.86"
"Neenah Paper","NP","64.09K","1.51B","1.03B","35.84","1.06"
"Nektar","NKTR","2.57M","10.29B","1.37B","12.26","2.17"
"Neogen","NEOG","174.21K","4.35B","402.26M","64.57","1.32"
"NETGEAR","NTGR","573.88K","2.17B","1.46B","58.32","2.03"
"Newpark Resources","NR","590.53K","901.05M","869.60M","36.01","1.51"
"NIC","EGOV","895.55K","1.13B","347.22M","19.81","0.68"
"Northern Oil&Gas","NOG","157.68K","842.63M","212.06M","","1.97"
"Northfield Bancorp","NFBK","106.51K","812.64M","75.46M","20.34","0.4"
"Northwest Bancshares","NWBI","549.16K","1.89B","228.31M","20.11","0.67"
"Northwest Natural Gas","NWN","125.43K","1.87B","717.89M","","0.27"
"NutriSystem","NTRI","830.24K","1.15B","691.63M","21.92","1.34"
"OFG Bancorp","OFG","332.41K","774.10M","208.39M","18.52","1.85"
"Old National Bancorp","ONB","756.01K","3.01B","393.13M","25.73","0.84"
"Ollies Bargain Outlet Holdings Inc","OLLI","535.95K","4.64B","1.13B","34.99",""
"Olympic Steel","ZEUS","136.53K","231.07M","1.47B","6.63","1.74"
"Omnicell","OMCL","289.31K","2.54B","756.01M","99.73","0.95"
"Onespan","OSPN","194.71K","711.99M","200.62M","121.56","1.39"
"Opus Bank","OPB","204.42K","1.03B","150.73M","","0.9"
"Orion Group","ORN","226.69K","265.80M","598.98M","55.24","1.18"
"Oritani","ORIT","201.86K","762.18M","78.84M","13.85","0.37"
"OSI Systems","OSIS","407.02K","1.40B","1.05B","63.28","0.9"
"Oxford Industries","OXM","163.89K","1.59B","1.09B","27.79","0.21"
"Papa John's","PZZA","1.10M","1.39B","1.73B","21.19","0.41"
"Park Electrochemical","PKE","136.97K","431.41M","114.88M","110.45","0.9"
"Patrick","PATK","248.98K","1.51B","2.04B","14.62","0.82"
