"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"Perficient","PRFT","239.02K","929.42M","499.96M","47.1","0.84"
"Perry Ellis","PERY","87.98K","461.73M","888.00M","7.36","0.34"
"PetMed Express","PETS","664.52K","778.60M","281.53M","20.19","0.52"
"PGT Innovations","PGTI","511.79K","1.22B","570.50M","28.9","0.84"
"Phibro","PAHC","105.54K","2.02B","803.04M","31.06","0.92"
"Pinnacle","PNFP","522.27K","4.93B","","16.96","1.01"
"Pioneer Energy Services","PES","991.77K","242.47M","542.83M","","2.98"
"Piper Jaffray","PJC","78.99K","1.16B","838.67M","","1.52"
"Plexus","PLXS","156.62K","2.01B","2.77B","22.29","0.68"
"Powell Industries","POWL","56.05K","462.27M","372.57M","","1.34"
"Power Integrations","POWI","162.99K","2.14B","432.06M","32.66","0.9"
"PRA Group Inc","PRAA","407.16K","1.75B","830.19M","25.12","1.63"
"ProAssurance","PRA","489.65K","2.46B","849.09M","26.85","0.55"
"Progress","PRGS","514.27K","1.75B","403.54M","34.08","0.76"
"Proto Labs","PRLB","145.15K","3.60B","399.69M","63.33","1.11"
"Provident","PFS","169.20K","1.68B","","16.93","0.78"
"PS Business Parks","PSB","90.32K","3.50B","407.90M","22.64","0.49"
"Quaker Chemical","KWR","37.11K","2.19B","858.01M","59.17","1.37"
"Quality Systems","QSII","327.16K","1.39B","533.31M","537.88","0.57"
"Qualys","QLYS","272.04K","3.33B","255.43M","86.47","1.13"
"Quanex Building Products","NX","195.95K","575.00M","867.40M","24.98","0.73"
"QuinStreet","QNST","634.94K","662.70M","404.35M","45.65","0.93"
"Quorum Health","QHC","375.79K","127.75M","2.03B","",""
"Rambus","RMBS","923.63K","1.33B","303.91M","","0.19"
"Raven","RAVN","132.08K","1.37B","394.91M","27.27","1.53"
"Rayonier Advanced Materials","RYAM","791.19K","1.04B","1.62B","4.49","3.41"
"Re Max Holding","RMAX","116.26K","862.46M","205.80M","16.01","0.47"
"Red Robin Gourmet Burgers","RRGB","337.53K","495.51M","1.38B","18.91","0.38"
"Regis","RGS","156.80K","814.14M","1.34B","6.9","1.32"
"Rent-A-Center","RCII","1.69M","786.02M","2.64B","","0.62"
"Repligen","RGEN","273.07K","2.16B","170.75M","161.43","0.68"
"Resources Connection","RECN","120.65K","507.57M","654.13M","27.74","1.06"
"Retail Opportunity","ROIC","1.17M","2.12B","287.45M","62.3","0.59"
"REX American Resources","REX","36.44K","486.58M","460.25M","16.43","1.1"
"RLI","RLI","144.45K","3.37B","809.33M","47.84","1.25"
"Roadrunner","RRTS","881.78K","72.78M","2.21B","","0.83"
"Rogers","ROG","118.34K","2.37B","845.08M","38.32","1.46"
"RR Donnelley & Sons","RRD","1.04M","345.66M","7.05B","12.76","1.35"
"Rudolph","RTEC","203.96K","886.84M","277.58M","16.01","0.87"
"Ruth's Hospitality","RUTH","249.57K","943.65M","425.82M","26.23","0.32"
"S&T Bancorp","STBA","95.44K","1.55B","","16.93","0.6"
"Sabra","SBRA","1.99M","3.97B","610.66M","10.91","0.58"
"Safety Insurance","SAFT","46.63K","1.45B","839.19M","22.96","0.56"
"Saia","SAIA","218.60K","1.95B","1.52B","25.08","0.78"
"Sanderson Farms","SAFM","563.59K","2.35B","3.44B","9.36","0.26"
"Sanmina","SANM","991.17K","2.04B","6.99B","24.57","0.45"
"Saul Centers","BFS","36.97K","1.25B","225.70M","37.83","0.63"
"ScanSource","SCSC","99.74K","1.03B","3.77B","21.61","0.88"
"Scholastic","SCHL","130.00K","1.43B","1.63B","3604.39","0.67"
"Schweitzer-Mauduit","SWM","149.56K","1.22B","1.01B","12.79","1.34"
"Scientific Games","SGMS","947.55K","2.90B","3.25B","","2.52"
"SEACOR","CKH","139.30K","916.29M","745.33M","16.85","0.81"
"Select Medical","SEM","548.89K","2.62B","4.76B","20.94","1.35"
"Selective","SIGI","177.02K","3.63B","2.54B","21.21","1.24"
"Semtech","SMTC","557.70K","3.25B","574.47M","38.73","1.39"
"Seneca Foods A","SENEA","15.79K","276.87M","1.66B","","0.97"
"ServisFirst Bancshares","SFBS","150.50K","2.25B","162.74M","20.05","1.25"
"Shoe Carnival","SCVL","255.89K","516.70M","1.28B","18.7","0.69"
"Shutterstock","SSTK","216.35K","1.85B","602.49M","41.21","1.33"
"Simmons First National","SFNC","534.96K","2.78B","","18.48","1.09"
"Simpson Manufacturing","SSD","264.95K","3.32B","1.05B","30.8","1.59"
"SkyWest","SKYW","273.85K","3.07B","3.22B","13.34","1.65"
"Sleep Number","SL2","0.14K","952.45M","1.31B","22.66","0.58"
"Sonic","SONC","845.97K","1.22B","435.41M","22.7","1.55"
"Sonic Automotive","SAH","213.46K","873.45M","10.08B","13.26","1.62"
"South Jersey Industries","SJI","723.12K","2.81B","1.34B","","0.55"
"Southside","SBSI","163.06K","1.23B","","18.59","0.74"
"SpartanNash Co","SPTN","299.72K","848.11M","10.51B","","1.24"
"Spectrum","SPPI","1.33M","2.43B","119.64M","","1.88"
"Spire","SR","292.66K","3.77B","1.96B","21.08","0.02"
"Spok Holdings","SPOK","95.76K","295.76M","171.15M","50.76","0.35"
"SPS Commerce","SPSC","147.37K","1.63B","234.53M","163.02","0.71"
"SPX Corp","SPXC","214.79K","1.50B","1.47B","12.31","1.58"
"SPX FLOW Inc","FLOW","219.22K","1.94B","2.04B","30.58",""
"Stage Stores","SSI","215.33K","60.42M","1.95B","","0.57"
"Stampscom","STMP","384.31K","4.31B","520.72M","23.03","-0.01"
"Standard Motor Products","SMP","90.00K","1.10B","1.07B","22.25","1.66"
"Standex","SXI","34.05K","1.37B","857.96M","26.07","1.47"
"Stein Mart","SMRT","520.78K","138.83M","1.31B","","-1.11"
"Stepan","SCL","104.95K","1.94B","1.98B","18.67","1.19"
"Sterling Bancorp","STL","1.96M","4.92B","","17.35","0.96"
"Steven Madden","SHOO","476.25K","3.29B","1.59B","27.06","0.47"
"Stewart Info Services","STC","118.72K","1.06B","1.96B","27.88","0.76"
"Strategic Education","STRA","93.12K","1.39B","458.36M","53.77","0.82"
"Sturm Ruger&Company","RGR","179.58K","1.04B","482.62M","21.42","-0.05"
"Summit Hotel Properties","INN","573.81K","1.39B","560.76M","25.26","1.18"
"SunCoke Energy","SXC","382.34K","715.25M","1.42B","156.49","1.03"
"Super Micro Computer","SMCI","512.88K","971.43M","717.87M","14.67","0.26"
"Superior Industries","SUP","173.47K","536.38M","1.47B","","1.2"
"Supernus","SUPN","659.85K","2.25B","358.81M","23.84","0.94"
"Supervalu","SVU","1.69M","1.24B","14.91B","29.8","1.26"
"SurModics","SRDX","32.27K","940.65M","78.36M","","0.58"
"Sykes","SYKE","145.07K","1.22B","1.62B","22.22","0.76"
"Synchronoss Tech","SNCR","1.01M","206.63M","399.98M","","0.5"
"Synergy Resources","SRCI","443.33K","2.40B","536.74M","10.09","1.89"
"Tailored Brands","TLRD","1.65M","1.09B","3.34B","10.35","1.67"
"Take-Two","TTWO","2.20M","14.58B","2.18B","77.81","0.9"
"Team","TISI","359.07K","689.71M","1.22B","","1.72"
"Tennant","TNC","93.32K","1.40B","1.11B","74.83","0.86"
"Tetra Tech","TTEK","270.35K","3.84B","2.18B","30.18","0.98"
"Tetra Technologies","TTI","691.79K","615.29M","903.45M","50.06","0.84"
"Texas Capital","TCBI","471.03K","4.56B","","18.01","1.8"
"The Andersons","ANDE","139.16K","1.12B","3.39B","60.49","1.31"
"The Childrens Place","PLCE","392.35K","2.16B","1.87B","18.05","0.37"
"The Ensign","ENSG","249.64K","1.84B","1.95B","26.4","0.65"
"The Medicines","MDCO","1.51M","2.86B","34.91M","","0.77"
"The Navigators","NAVG","101.93K","1.83B","1.35B","23.99","0.5"
"The Providence Service","PRSC","86.77K","853.33M","2.03B","51.81","0.69"
"Tidewater","TDW","263.71K","823.51M","421.61M","","2.09"
"Tile Shop","TTS","993.54K","421.64M","347.04M","49.28","1.87"
"Timkensteel Corp","TMST","351.43K","588.96M","1.47B","","1.78"
"Titan","TWI","368.71K","430.66M","1.60B","","1.61"
"Tivity Health","TVTY","437.82K","1.35B","578.85M","17.99","0.55"
"TiVo","TIVO","1.54M","1.48B","810.54M","37.4","-0.58"
"Tompkins","TMP","7.08K","1.30B","161.27M","17.21","0.84"
"Topbuild Corp","BLD","275.26K","2.59B","2.09B","22.82",""
"Tredegar","TG","105.06K","746.82M","989.50M","40.4","1.38"
"Trex","TREX","394.10K","4.51B","640.30M","38.78","2.39"
"TrueBlue","TBI","240.37K","1.15B","2.50B","17.63","1.86"
"TrustCo Bank NY","TRST","311.34K","882.33M","","16.25","1.02"
"TTEC","TTEC","55.56K","1.17B","1.51B","","0.91"
"TTM","TTMI","913.36K","1.91B","2.79B","10.5","1.87"
"Tuesday Morning","TUES","259.67K","130.68M","999.51M","","1.44"
"U S Concrete","USCR","349.30K","879.58M","1.43B","26.98","1.07"
"UMB Financial","UMBF","236.14K","3.72B","","17.72","0.8"
"Unifi","UFI","60.29K","586.01M","678.91M","20.77","0.65"
"Unifirst","UNF","64.41K","3.52B","1.67B","33.75","0.58"
"Unit","UNT","373.61K","1.39B","801.77M","54.37","2.99"
"United Bankshares","UBSI","725.70K","3.98B","","17.07","1.07"
"United Community Banks","UCBI","493.37K","2.41B","","18.42","0.91"
"United Fire","UFCS","90.11K","1.24B","1.30B","55.59","0.57"
"United Insurances","UIHC","162.95K","907.83M","717.00M","61.34","1.7"
"Universal","UVV","262.34K","1.43B","2.13B","14.74","1.07"
"Universal Electronics","UEIC","90.04K","591.96M","684.02M","25.95","1.13"
"Universal Forest","UFPI","306.86K","2.24B","4.31B","14.92","1.87"
"Universal Health RI","UHT","34.14K","956.52M","75.10M","38.05","0.29"
"Universal Insurance","UVE","207.83K","1.58B","792.84M","11.69","1.81"
"Urstadt Biddle Properties","UBA","104.09K","833.98M","134.60M","41.03","0.29"
"US Ecology","ECOL","97.67K","1.53B","524.72M","41.53","0.57"
"US Physicalrapy","USPH","48.04K","1.45B","435.67M","83.68","1.07"
"US Silica","SLCA","1.96M","1.94B","1.50B","15.23","2.29"
"Veeco","VECO","723.52K","558.66M","591.65M","","0.59"
"Vera Bradley","VRA","334.69K","495.00M","445.10M","43.63","0.31"
"Veritiv Cor","VRTV","59.80K","738.11M","8.61B","395.34","0.41"
"Viad","VVI","62.53K","1.22B","1.95B","23.97","0.67"
"Viavi Solutions","VIAV","2.45M","2.48B","814.50M","","0.97"
"Vicor","VICR","112.49K","2.44B","255.13M","188.65","0.98"
"Virtus","VRTS","61.07K","933.22M","513.65M","14.29","1.52"
"Virtusa","VRTU","221.45K","1.54B","1.09B","156.84","1.23"
"Vitamin Shoppe","VSI","550.46K","291.99M","1.15B","","0.5"
"Wabash National","WNC","411.70K","1.03B","2.07B","7.82","1.88"
"WageWorks","WAGE","314.35K","2.17B","235.62M","45.25","1.39"
"Walker&Dunlop","WD","186.64K","1.74B","712.59M","11.64","0.7"
"Watts Water Technologies","WTS","119.40K","2.81B","1.52B","25.14","1.06"
"WD-40","WDFC","60.92K","2.29B","402.45M","40.69","0.57"
"Westamerica Bancorporation","WABC","95.13K","1.67B","","25.18","1.01"
"Winnebago Industries","WGO","610.18K","1.20B","1.94B","12.39","1.71"
"Wintrust","WTFC","353.73K","5.00B","","17.66","0.79"
"Wolverine","WWW","610.31K","3.57B","2.29B","52.81","0.99"
"World Acceptance","WRLD","111.75K","1.02B","542.59M","14.6","2.86"
"WWE","WWE","1.51M","6.06B","867.18M","101.07","0.98"
"XO","XOXO","207.10K","751.52M","164.03M","47.54","0.86"
"Xperi","XPER","599.71K","811.46M","372.01M","","0.54"
"Zumiez","ZUMZ","383.79K","728.44M","952.55M","25.95","1.01"
