"Name","Symbol","Last","High","Low","Chg.","Chg. %","Vol.","Time"
"8x8","EGHT","21.95","22.40","21.63","+0.30","+1.39%","1.17M","20/07"
"A Schulman","SHLM","42.95","43.15","42.90","-0.10","-0.23%","152.66K","20/07"
"AAON","AAON","36.75","37.10","36.35","+0.10","+0.27%","115.65K","20/07"
"AAR","AIR","46.75","47.29","46.72","-0.33","-0.70%","142.06K","20/07"
"ABAXIS","ABAX","83.30","83.33","83.21","+0.01","+0.01%","128.46K","20/07"
"Abercrombie&Fitch","ANF","26.16","27.46","26.04","-0.71","-2.64%","1.75M","20/07"
"ABM Industries","ABM","29.94","30.12","29.77","-0.08","-0.27%","469.76K","20/07"
"Acadia","AKR","26.57","26.78","26.40","-0.22","-0.82%","438.20K","20/07"
"Aceto","ACET","3.23","3.30","3.16","-0.05","-1.52%","391.78K","20/07"
"Acorda","ACOR","28.75","29.25","28.55","-0.40","-1.37%","263.70K","20/07"
"Actuant","ATU","28.00","28.30","27.90","-0.05","-0.18%","296.61K","20/07"
"ADTRAN","ADTN","16.50","16.70","16.25","+0.05","+0.30%","393.67K","20/07"
"Advanced Energy","AEIS","59.84","60.71","59.69","-0.62","-1.03%","271.83K","20/07"
"AdvanSix","ASIX","39.12","39.99","39.03","-0.96","-2.40%","112.51K","20/07"
"Aegion","AEGN","25.36","25.83","25.33","-0.35","-1.36%","77.84K","20/07"
"Aerojet Rocketdyne","AJRD","30.28","30.50","29.92","-0.13","-0.43%","620.55K","20/07"
"AeroVironment","AVAV","75.24","76.11","74.57","+0.30","+0.40%","219.26K","20/07"
"Agilysys","AGYS","16.38","16.45","16.33","-0.06","-0.36%","37.10K","20/07"
"Agree","ADC","53.49","54.60","53.36","-0.93","-1.71%","166.83K","20/07"
"AK Steel","AKS","4.870","4.950","4.830","+0.040","+0.83%","9.42M","20/07"
"Alamo","ALG","91.27","92.12","90.63","+0.58","+0.64%","57.47K","20/07"
"Albany","AIN","64.40","64.90","63.80","+0.45","+0.70%","63.08K","20/07"
"Allegiant","ALGT","144.20","144.50","142.70","+0.40","+0.28%","190.06K","20/07"
"Allete","ALE","77.52","78.52","76.93","-0.89","-1.14%","114.65K","20/07"
"AMAG","AMAG","21.85","22.70","21.50","-0.30","-1.35%","553.43K","20/07"
"Amedisys","AMED","95.60","96.26","94.76","+0.21","+0.22%","236.42K","20/07"
"American Assets","AAT","37.57","38.21","37.49","-0.64","-1.68%","143.75K","20/07"
"American Axle&Manufacturing","AXL","16.13","16.39","15.91","-0.34","-2.06%","1.80M","20/07"
"American Equity Inv. Life","AEL","35.14","35.38","34.95","-0.01","-0.03%","307.77K","20/07"
"American Public Education","APEI","44.65","46.15","43.90","+0.40","+0.90%","146.08K","20/07"
"American States Water","AWR","60.14","60.88","59.82","-0.70","-1.15%","160.01K","20/07"
"American Vanguard","AVD","21.65","21.90","21.60","-0.20","-0.92%","29.76K","20/07"
"American Woodmark","AMWD","86.15","87.90","85.90","-1.45","-1.66%","180.30K","20/07"
"Ameris","ABCB","51.85","51.95","51.35","+0.15","+0.29%","292.44K","20/07"
"AMERISAFE","AMSF","62.10","62.20","61.15","+0.85","+1.39%","54.37K","20/07"
"AMN Healthcare Services","AMN","61.20","62.20","61.05","-0.30","-0.49%","221.11K","20/07"
"Amneal Pharma A","AMRX","18.52","18.73","18.40","+0.03","+0.16%","1.02M","20/07"
"Amphastar P","AMPH","16.90","16.95","16.57","+0.26","+1.56%","144.70K","20/07"
"AngioDynamics","ANGO","21.42","21.75","21.29","-0.13","-0.60%","318.59K","20/07"
"ANI Pharma","ANIP","70.49","71.19","69.42","-0.07","-0.10%","63.42K","20/07"
"Anika","ANIK","34.23","34.83","33.83","+0.11","+0.32%","149.65K","20/07"
"Anixter","AXE","74.70","75.00","68.00","+8.70","+13.18%","644.35K","20/07"
"Apogee","APOG","48.51","48.91","48.37","-0.48","-0.98%","142.00K","20/07"
"Applied Industrial Technologies","AIT","75.60","76.55","75.05","+0.15","+0.20%","131.49K","20/07"
"ArcBest Corp","ARCB","46.70","47.20","46.25","0.00","0.00%","272.79K","20/07"
"Archrock","AROC","12.70","12.95","12.65","-0.20","-1.55%","429.41K","20/07"
"Asbury Automotive","ABG","69.35","69.45","68.20","-0.05","-0.07%","202.07K","20/07"
"ASGN","ASGN","84.44","84.84","83.26","-0.13","-0.15%","203.75K","20/07"
"Astec","ASTE","61.37","62.07","61.20","-0.30","-0.49%","79.24K","20/07"
"Atlas Air","AAWW","69.00","69.50","68.60","-0.25","-0.36%","222.81K","20/07"
"ATN Int","ATNI","54.82","55.60","54.37","-0.35","-0.63%","39.90K","20/07"
"Avista","AVA","50.40","50.52","50.08","0.00","0.00%","303.89K","20/07"
"Axon Enterprise","AAXN","73.83","74.75","72.51","+0.76","+1.04%","771.15K","20/07"
"AZZ","AZZ","55.50","56.05","54.35","+0.95","+1.74%","237.64K","20/07"
"B&G Foods","BGS","30.60","31.10","30.15","-0.10","-0.33%","561.24K","20/07"
"Badger Meter","BMI","52.55","52.80","50.75","+1.55","+3.04%","292.53K","20/07"
"Balchem","BCPC","99.89","100.93","99.10","-0.58","-0.58%","56.03K","20/07"
"Banc of California","BANC","19.30","19.50","19.15","+0.05","+0.26%","417.74K","20/07"
"Banner","BANR","62.04","62.36","61.44","+0.15","+0.24%","121.04K","20/07"
"Barnes","B","61.97","62.46","61.23","+0.09","+0.15%","179.20K","20/07"
"Barnes & Noble Education Inc","BNED","5.37","5.59","5.33","-0.16","-2.89%","339.95K","20/07"
"Barnes&Noble","BKS","5.50","5.55","5.40","0.00","0.00%","634.38K","20/07"
"Bel Fuse B","BELFB","22.95","23.05","22.57","+0.35","+1.55%","13.86K","20/07"
"Belmond","BEL","11.35","11.58","11.35","-0.10","-0.87%","202.77K","20/07"
"Benchmark Electronics","BHE","29.35","29.55","29.25","-0.10","-0.34%","194.93K","20/07"
"Big 5","BGFV","6.50","6.90","6.50","-0.35","-5.11%","411.75K","20/07"
"Biglari","BH","185.83","192.00","185.59","-5.92","-3.09%","15.27K","20/07"
"BioTelemetry","BEAT","50.350","50.650","50.100","+0.050","+0.10%","203.78K","20/07"
"BJs Restaurants","BJRI","63.10","64.70","62.95","-1.25","-1.94%","392.10K","20/07"
"Black Box","BBOX","1.63","1.70","1.62","-0.04","-2.40%","437.90K","20/07"
"Blackbaud","BLKB","117.76","117.84","115.90","+1.28","+1.10%","301.72K","20/07"
"Blucora","BCOR","37.650","38.200","37.500","-0.400","-1.05%","159.61K","20/07"
"BofI Holding","BOFI","41.62","41.97","41.45","+0.32","+0.77%","643.68K","20/07"
"Boise Cascad Llc","BCC","43.95","45.89","43.90","-2.00","-4.35%","375.76K","20/07"
"Boston Private","BPFH","15.00","15.05","14.70","-0.05","-0.33%","593.87K","20/07"
"Bottomline","EPAY","55.64","55.97","55.54","0.00","0.00%","204.28K","20/07"
"Boyd Gaming","BYD","38.35","38.55","37.74","+0.24","+0.63%","483.16K","20/07"
"Brady","BRC","37.35","37.80","37.20","-0.35","-0.93%","134.33K","20/07"
"Briggs&Stratton","BGG","16.83","16.90","16.57","-0.01","-0.06%","466.84K","20/07"
"Brinks","BCO","80.30","80.50","79.70","+0.05","+0.06%","239.67K","20/07"
"Bristow","BRS","14.53","14.60","13.82","+0.28","+1.96%","773.98K","20/07"
"Brookline Bancorp","BRKL","18.75","18.80","18.40","+0.20","+1.08%","184.47K","20/07"
"Brooks Automation","BRKS","32.11","32.38","31.84","-0.32","-0.99%","584.65K","20/07"
"Buckle","BKE","24.20","24.95","24.05","-0.55","-2.22%","382.88K","20/07"
"Cabot","CCMP","118.30","118.54","116.97","+0.43","+0.36%","78.14K","20/07"
"CACI","CACI","179.55","180.00","177.95","+1.05","+0.59%","88.75K","20/07"
"Cal-Maine","CALM","45.95","46.25","45.33","+0.35","+0.77%","296.10K","20/07"
"CalAmp","CAMP","23.26","23.48","22.96","+0.04","+0.17%","428.19K","20/07"
"Calavo Growers","CVGW","94.05","95.05","93.80","-0.10","-0.11%","91.39K","20/07"
