"Name","Symbol","Last","High","Low","Chg.","Chg. %","Vol.","Time"
"Cubic","CUB","73.85","74.70","73.50","+0.40","+0.54%","118.49K","16:00:00"
"Customers Bancorp","CUBI","24.91","25.15","24.72","+0.37","+1.51%","169.62K","16:00:00"
"CVB Financial","CVBF","24.42","24.51","24.11","+0.29","+1.20%","566.69K","16:00:02"
"Daktronics","DAKT","8.45","8.55","8.37","+0.02","+0.24%","268.53K","16:00:02"
"Darling Ingredients","DAR","19.62","19.86","19.43","+0.14","+0.74%","596.22K","16:00:00"
"Dave & Buster’s Entertainment","PLAY","52.34","53.17","51.55","+1.05","+2.05%","801.07K","16:00:02"
"Depomed","DEPO","7.30","7.42","7.09","+0.12","+1.67%","931.17K","16:00:01"
"DHI Group","DHX","2.02","2.05","1.95","+0.03","+1.25%","333.58K","16:00:00"
"Diamondrock Hospitality","DRH","11.65","11.70","11.56","+0.07","+0.60%","1.42M","16:00:00"
"Digi","DGII","12.95","13.05","12.75","-0.05","-0.38%","96.77K","16:00:01"
"Dime Community","DCOM","18.10","18.30","17.75","+0.25","+1.40%","232.08K","16:00:02"
"DineEquity","DIN","76.42","77.98","74.92","+1.44","+1.92%","310.18K","16:00:00"
"Diodes","DIOD","37.84","38.12","37.46","+0.11","+0.29%","223.54K","16:00:02"
"Diplomat Pharmacy","DPLO","19.54","19.77","19.16","+0.14","+0.72%","2.40M","16:00:00"
"Donnelley Financial Solutions","DFIN","19.28","19.49","18.85","+0.47","+2.50%","197.57K","16:00:00"
"Dorman","DORM","76.81","77.46","75.51","+1.51","+2.01%","83.99K","16:00:02"
"DSP Group","DSPG","12.05","12.20","12.05","-0.10","-0.82%","27.49K","16:00:01"
"DXP Enterprises","DXPE","46.32","46.78","45.61","+0.42","+0.92%","93.94K","16:00:02"
"Eagle Pharm","EGRX","79.36","79.74","77.26","+0.46","+0.58%","165.66K","16:00:02"
"EastGroup Properties","EGP","96.28","96.65","95.68","+0.60","+0.63%","114.87K","16:00:00"
"Ebix","EBIX","76.40","76.60","74.60","+0.90","+1.19%","159.06K","16:00:02"
"Echo Global","ECHO","32.45","33.10","32.25","-0.15","-0.46%","220.42K","16:00:02"
"eHealth","EHTH","28.04","28.38","27.45","+0.34","+1.23%","324.07K","16:00:01"
"El Paso Electric","EE","63.45","64.05","63.30","+0.10","+0.16%","566.86K","16:00:00"
"El Pollo Loco Holdings Inc","LOCO","11.75","11.85","11.50","+0.25","+2.17%","301.28K","16:00:02"
"Electro Scientific","ESIO","23.65","23.90","22.98","+0.58","+2.51%","819.27K","16:00:01"
"Electronics for Imaging","EFII","34.03","34.10","33.27","+0.78","+2.35%","173.16K","16:00:02"
"Emergent Biosolutions","EBS","57.57","57.78","56.03","+1.05","+1.86%","134.20K","16:00:00"
"Employers","EIG","44.05","44.40","43.90","+0.20","+0.46%","52.99K","16:00:00"
"Enanta","ENTA","89.98","90.87","86.50","+3.04","+3.50%","300.28K","16:00:02"
"Encore Capital","ECPG","39.60","40.15","39.45","+0.35","+0.89%","305.87K","16:00:01"
"Encore Wire","WIRE","50.45","50.98","49.60","+0.80","+1.61%","79.80K","16:00:02"
"Engility","EGL","33.840","34.460","33.740","-0.090","-0.27%","155.77K","16:00:00"
"Enova International Inc","ENVA","34.45","34.85","33.75","+0.70","+2.07%","278.43K","16:00:00"
"Enpro Industries","NPO","72.60","73.26","72.27","+0.44","+0.61%","80.56K","16:00:00"
"ePlus","PLUS","100.50","101.65","98.15","+2.35","+2.39%","62.99K","16:00:02"
"Era Group Inc","ERA","11.89","12.29","11.79","-0.03","-0.25%","55.70K","16:00:00"
"ESCO Technologies","ESE","66.95","67.40","65.50","+1.45","+2.21%","54.62K","16:00:00"
"Essendant Inc","ESND","15.45","15.79","15.37","-0.05","-0.32%","116.54K","16:00:02"
"Ethan Allen Interiors","ETH","22.65","22.85","22.36","+0.30","+1.34%","173.42K","16:00:00"
"Evercore","EVR","112.50","113.05","110.80","+2.65","+2.41%","265.71K","16:00:00"
"EW Scripps A","SSP","14.41","14.62","14.24","+0.17","+1.19%","209.96K","16:00:02"
"ExlServices","EXLS","59.33","59.65","58.00","+0.39","+0.66%","65.15K","16:00:01"
"Exponent","EXPO","51.55","52.15","50.35","+1.15","+2.28%","258.74K","16:00:02"
"Express","EXPR","10.71","10.75","10.28","+0.41","+3.93%","1.45M","16:00:00"
"Exterran Corp","EXTN","28.78","28.81","27.59","+1.42","+5.19%","107.53K","16:00:00"
"EZCORP","EZPW","11.40","11.75","11.38","-0.30","-2.56%","329.20K","16:00:01"
"Fabrinet","FN","43.31","43.33","41.67","+1.47","+3.51%","367.52K","16:00:00"
"FARO","FARO","67.50","67.63","67.10","+0.55","+0.82%","58.44K","16:00:01"
"Federal Signal","FSS","26.15","26.18","25.30","+0.86","+3.40%","221.27K","16:00:00"
"Fidelity","LION","23.85","23.92","23.44","+0.30","+1.27%","101.79K","16:00:01"
"Fiesta","FRGI","28.500","28.750","27.750","0.000","0.00%","226.97K","16:00:01"
"First Bancorp","FBP","8.780","8.820","8.450","+0.280","+3.29%","7.12M","16:00:00"
"First Commonwealth Financial","FCF","17.01","17.07","16.80","+0.28","+1.67%","231.66K","16:00:00"
"First Financial Bancorp","FFBC","31.45","31.70","30.90","+0.55","+1.78%","192.18K","16:00:02"
"First Financial Bankshares","FFIN","59.40","59.45","58.10","+1.25","+2.15%","214.85K","16:00:02"
"First Midwest","FMBI","26.95","27.05","26.58","+0.39","+1.47%","476.18K","16:00:02"
"First NBC Bank","FNBCQ","0.04","0.04","0.03","0.00","0.00%","0","10/08"
"FirstCash","FCFS","80.90","81.65","80.25","+0.57","+0.71%","123.88K","16:00:00"
"Five Below","FIVE","105.940","106.130","104.360","+1.460","+1.40%","553.45K","16:00:01"
"Flotek","FTK","2.12","2.19","2.09","+0.04","+2.17%","656.11K","16:00:00"
"Forestar","FOR","24.30","24.30","23.85","+0.60","+2.53%","31.37K","16:00:00"
"Forrester","FORR","46.15","46.25","44.95","+1.20","+2.67%","89.89K","16:00:01"
"Forward Air","FWRD","62.79","63.32","62.19","+0.31","+0.50%","97.10K","16:00:02"
"Four Corners Property Trust Inc","FCPT","26.48","26.62","26.00","+0.47","+1.81%","530.84K","16:00:00"
"Fox Factory","FOXF","67.20","68.30","64.75","+2.80","+4.35%","242.59K","16:00:02"
"Francescass","FRAN","7.79","7.83","7.54","+0.20","+2.63%","560.11K","16:00:01"
"Franklin Electric","FELE","48.45","48.80","48.00","+0.55","+1.15%","64.47K","16:00:02"
"Franklin Street Properties","FSP","8.22","8.26","8.16","0.00","0.00%","35.03K","13/08"
"Freds","FRED","1.77","1.81","1.73","-0.02","-1.12%","326.30K","16:00:01"
"FTD Companies Inc","FTD","4.10","4.28","4.06","-0.16","-3.76%","208.43K","16:00:02"
"FutureFuel","FF","13.57","13.73","13.44","+0.14","+1.04%","63.73K","16:00:00"
"G-III Apparel","GIII","46.79","47.22","45.59","+1.17","+2.56%","434.34K","16:00:01"
"Gannett","GCI","10.38","10.49","10.33","+0.14","+1.32%","750.68K","16:00:00"
"Genesco","GCO","44.00","44.30","42.75","+1.20","+2.80%","371.08K","16:00:00"
"Gentherm","THRM","46.35","46.65","45.65","+0.55","+1.20%","81.90K","16:00:01"
"Geo","GEO","25.08","25.40","24.96","-0.18","-0.71%","917.00K","16:00:00"
"Geospace","GEOS","13.36","13.38","13.03","+0.36","+2.77%","21.99K","16:00:01"
"Getty","GTY","29.06","29.22","28.88","+0.22","+0.76%","73.42K","16:00:00"
"Gibraltar Industries","ROCK","44.35","44.65","43.65","+0.80","+1.84%","76.34K","16:00:02"
"Glacier","GBCI","44.20","44.45","43.66","+0.72","+1.66%","388.25K","16:00:02"
"Glatfelter","GLT","15.52","15.81","15.40","-0.09","-0.58%","276.73K","16:00:00"
"Government Propertiesome","GOV","16.20","16.34","15.91","+0.34","+2.14%","575.50K","16:00:01"
"Great Western Bancorp Inc","GWB","42.57","42.83","42.03","+0.82","+1.96%","183.16K","16:00:00"
"Green Dot","GDOT","83.75","84.42","82.89","+1.45","+1.76%","231.44K","16:00:00"
"Green Plains Energy","GPRE","17.50","17.75","17.40","+0.05","+0.29%","408.47K","16:00:02"
"Greenbrier","GBX","58.50","59.00","57.90","+1.05","+1.83%","313.87K","16:00:00"
"Greenhill&Co","GHL","31.52","32.05","31.50","-0.28","-0.86%","420.29K","16:00:00"
"Griffon","GFF","17.25","17.38","17.00","+0.25","+1.47%","112.31K","16:00:00"
"Group 1 Automotive","GPI","75.98","76.63","75.36","+0.97","+1.29%","176.18K","16:00:00"
"Guess?","GES","24.12","24.25","22.87","+1.32","+5.79%","820.96K","16:00:00"
"Gulf Island Fabrication","GIFI","10.00","10.45","9.90","-0.45","-4.31%","67.61K","16:00:02"
"H B Fuller","FUL","56.61","57.09","56.40","+0.46","+0.82%","148.86K","16:00:00"
"Haemonetics","HAE","103.28","103.33","100.42","+3.17","+3.17%","440.05K","16:00:00"
"Hanmi","HAFC","25.700","25.950","25.200","+0.550","+2.19%","233.35K","16:00:02"
"Harmonic","HLIT","5.000","5.150","5.000","-0.100","-1.96%","199.19K","16:00:02"
"Harsco","HSC","25.00","25.20","24.70","+0.30","+1.21%","194.91K","16:00:00"
"Haverty Furniture","HVT","21.90","22.20","21.55","+0.15","+0.69%","105.07K","16:00:00"
"Hawaiian","HA","42.15","42.45","41.95","+0.25","+0.60%","383.77K","16:00:01"
"Hawkins","HWKN","39.30","39.45","38.05","+0.90","+2.34%","11.76K","16:00:01"
"Haynes","HAYN","39.02","39.70","38.59","-0.08","-0.20%","67.65K","16:00:01"
"HCI Group Inc","HCI","41.45","41.85","40.41","+0.28","+0.68%","27.92K","16:00:00"
"Healthcare Services","HCSG","40.77","41.13","40.26","+0.04","+0.10%","373.99K","16:00:02"
"Healthequity Inc","HQY","84.83","84.97","82.31","+2.44","+2.96%","367.97K","16:00:02"
"HealthStream","HSTM","29.88","30.27","29.76","+0.11","+0.37%","79.24K","16:00:01"
"Heartland Express","HTLD","19.65","19.92","19.57","0.00","0.00%","174.11K","16:00:02"
"Heidrick&Struggles","HSII","42.25","42.40","42.00","+0.35","+0.84%","75.28K","16:00:02"
"Helix","HLX","9.22","9.37","9.18","+0.16","+1.77%","616.46K","16:00:00"
"HFF","HF","44.50","44.96","43.60","+0.83","+1.90%","319.54K","16:00:00"
"Hibbett Sports","HIBB","25.80","25.85","24.55","+1.35","+5.52%","700.01K","16:00:01"
"HighPoint","HPR","4.92","4.94","4.77","+0.10","+2.07%","1.67M","16:00:00"
"Hillenbrand","HI","52.30","52.70","51.65","+0.55","+1.06%","156.06K","16:00:00"
"HMS Holdings","HMSY","30.81","30.91","30.59","+0.25","+0.82%","351.98K","16:00:02"
"Home BancShares","HOMB","23.75","23.87","23.18","+0.56","+2.41%","577.85K","16:00:02"
"Hope Bancorp","HOPE","17.42","17.52","17.18","+0.27","+1.57%","775.38K","16:00:01"
"Horace Mann Educators","HMN","44.90","45.00","44.48","+0.50","+1.13%","60.20K","16:00:00"
"Hornbeck","HOS","4.18","4.25","4.09","+0.09","+2.20%","115.88K","16:00:00"
"Hub Group","HUBG","52.15","52.40","51.50","+0.60","+1.16%","219.95K","16:00:02"
"Iconix Brand","ICON","0.42","0.43","0.38","0.01","2.46%","1.45M","16:00:01"
"ICU Medical","ICUI","293.20","296.30","285.58","+0.05","+0.02%","402.93K","16:00:02"
"II-VI","IIVI","45.65","46.00","44.50","+0.90","+2.01%","543.43K","16:00:02"
"ILG","ILG","34.28","34.29","33.79","+0.45","+1.33%","323.15K","16:00:01"
"Independent Bank","INDB","88.85","89.05","87.45","+1.60","+1.83%","291.52K","16:00:02"
"Ingevity","NGVT","98.8700","100.0200","98.0000","+0.6200","+0.63%","142.63K","16:00:00"
"Innophoss","IPHS","43.96","44.13","43.42","+0.53","+1.22%","54.96K","16:00:02"
"Innospec","IOSP","74.80","75.55","74.40","+0.60","+0.81%","101.09K","16:00:02"
"Inogen Inc","INGN","231.24","231.52","226.80","+4.99","+2.21%","115.53K","16:00:02"
"Insight Enterprises","NSIT","53.54","53.76","52.83","+0.42","+0.79%","140.12K","16:00:01"
"Insperity","NSP","111.90","113.15","110.18","+2.05","+1.87%","175.21K","16:00:00"
"Installed Building","IBP","48.17","49.45","48.15","-0.93","-1.88%","376.83K","16:00:00"
"Integer Hld","ITGR","69.55","70.45","69.40","-0.55","-0.78%","221.24K","16:00:00"
"Integra","IART","62.51","62.66","61.77","+0.05","+0.08%","1.06M","16:00:02"
"Inter Parfums","IPAR","62.75","62.75","61.90","+1.05","+1.70%","42.81K","16:00:02"
"Interactive Brokers","IBKR","61.80","61.87","61.37","+0.50","+0.82%","359.03K","16:00:02"
"Interface, Inc.","TILE","23.00","24.50","22.85","+0.60","+2.68%","403.00K","16:00:01"
"INTL FCStone","INTL","55.57","55.85","55.15","+0.47","+0.85%","23.04K","16:00:01"
"Intrepid Potash","IPI","3.290","3.410","3.290","-0.050","-1.50%","859.53K","16:00:00"
"Invacare","IVC","16.35","16.55","16.20","-0.25","-1.51%","215.44K","16:00:00"
"Investment Tech","ITG","22.09","22.45","22.02","-0.06","-0.27%","110.70K","16:00:00"
"Iridium","IRDM","20.25","20.45","19.45","+0.75","+3.85%","969.11K","16:00:01"
"iRobot","IRBT","87.78","88.54","85.99","+1.74","+2.02%","415.35K","16:00:02"
"Itron","ITRI","61.65","61.85","60.90","+0.55","+0.90%","193.71K","16:00:02"
"J & J Snack Foods","JJSF","144.80","146.22","143.52","+1.40","+0.98%","47.81K","16:00:01"
"John Bean Tech","JBT","107.15","107.68","105.95","+1.15","+1.08%","87.39K","16:00:00"
"Kaiser","KALU","108.28","109.34","106.00","-1.41","-1.29%","174.21K","16:00:01"
"Kaman","KAMN","66.53","66.73","65.03","+1.31","+2.01%","159.37K","16:00:00"
"KapStone Paper&Packaging","KS","34.50","34.55","34.48","-0.02","-0.06%","168.17K","16:00:00"
"Kelly Services A","KELYA","24.84","25.13","24.60","+0.28","+1.14%","179.47K","16:00:02"
"Kirklands","KIRK","11.49","11.59","11.20","+0.33","+2.96%","94.66K","16:00:01"
"Kite","KRG","16.87","16.89","16.46","+0.39","+2.37%","315.48K","16:00:00"
"Knight Transportation","KNX","32.77","33.26","32.70","+0.19","+0.58%","1.52M","16:00:00"
