"Name","Symbol","Last","High","Low","Chg.","Chg. %","Vol.","Time"
"American Axle&Manufacturing","AXL","18.35","18.83","18.11","-0.24","-1.29%","1.51M","15:59:59"
"American Equity Inv. Life","AEL","37.27","37.63","37.08","-0.11","-0.29%","180.41K","15:59:59"
"American Public Education","APEI","35.95","36.25","35.65","+0.25","+0.70%","69.76K","15:59:59"
"American States Water","AWR","59.32","59.94","59.12","-0.57","-0.95%","108.88K","15:59:59"
"American Vanguard","AVD","21.40","21.50","21.13","+0.30","+1.42%","49.50K","15:59:59"
"American Woodmark","AMWD","85.95","90.25","83.85","-3.65","-4.07%","352.55K","15:59:59"
"Ameris","ABCB","49.65","50.05","49.55","-0.30","-0.60%","238.57K","15:59:59"
"AMERISAFE","AMSF","62.90","63.75","62.90","-0.70","-1.10%","33.67K","15:59:59"
"AMN Healthcare Services","AMN","58.55","58.70","57.70","+0.65","+1.12%","165.26K","15:59:59"
"Amneal Pharma A","AMRX","23.06","23.24","22.78","+0.04","+0.17%","446.58K","15:59:59"
"Amphastar P","AMPH","18.09","18.12","17.95","+0.06","+0.33%","100.63K","15:59:59"
"AngioDynamics","ANGO","22.27","22.51","22.07","-0.01","-0.04%","115.24K","15:59:59"
"ANI Pharma","ANIP","57.22","57.57","57.00","-0.08","-0.14%","32.91K","15:59:59"
"Anika","ANIK","41.46","42.11","41.34","-0.30","-0.72%","89.18K","15:59:59"
"Anixter","AXE","72.10","73.35","71.90","-0.60","-0.83%","87.74K","15:59:59"
"Apogee","APOG","49.53","49.84","49.30","-0.17","-0.34%","87.25K","15:59:59"
"Applied Industrial Technologies","AIT","76.95","77.33","76.55","0.00","0.00%","152.00K","15:59:59"
"ArcBest Corp","ARCB","47.65","48.95","47.45","-0.35","-0.73%","139.70K","15:59:59"
"Archrock","AROC","12.75","13.10","12.55","-0.05","-0.39%","566.36K","15:59:59"
"Asbury Automotive","ABG","76.00","76.20","75.50","+0.40","+0.53%","70.74K","15:59:59"
"ASGN","ASGN","91.68","92.48","91.15","-0.30","-0.33%","223.81K","15:59:59"
"Assertio Therapeutics","ASRT","7.32","7.43","7.26","-0.01","-0.14%","306.08K","15:59:59"
"Astec","ASTE","49.08","49.51","48.82","+0.22","+0.45%","100.28K","15:59:59"
"Atlas Air","AAWW","62.05","62.95","61.75","-0.20","-0.32%","76.77K","15:59:59"
"ATN Int","ATNI","73.46","74.22","73.08","-0.21","-0.29%","27.00K","15:59:59"
"Avista","AVA","51.41","51.61","51.38","-0.14","-0.27%","428.41K","15:59:59"
"Axon Enterprise","AAXN","67.30","67.92","66.45","+0.64","+0.96%","481.55K","15:59:59"
"AZZ","AZZ","54.20","55.00","53.90","0.00","0.00%","108.70K","15:59:59"
"B&G Foods","BGS","30.60","31.45","30.58","-0.70","-2.24%","440.99K","15:59:59"
"Badger Meter","BMI","55.15","55.30","54.68","+0.35","+0.64%","109.18K","15:59:59"
"Balchem","BCPC","104.94","106.97","104.50","-1.32","-1.24%","47.82K","15:59:59"
"Banc of California","BANC","19.90","20.05","19.75","-0.05","-0.25%","366.60K","15:59:59"
"Banner","BANR","64.55","65.20","64.33","-0.42","-0.65%","179.82K","15:59:59"
"Barnes","B","68.06","68.77","67.75","-0.24","-0.35%","107.80K","15:59:59"
"Barnes & Noble Education Inc","BNED","5.37","5.39","5.06","+0.30","+5.92%","374.97K","15:59:59"
"Barnes&Noble","BKS","5.30","5.55","5.25","-0.20","-3.64%","905.24K","15:59:59"
"Bel Fuse B","BELFB","28.00","28.00","27.30","+0.60","+2.19%","22.74K","15:59:59"
"Belmond","BEL","16.50","16.53","16.20","+0.10","+0.61%","800.42K","15:59:59"
"Benchmark Electronics","BHE","26.30","26.55","25.80","+0.30","+1.15%","183.92K","15:59:59"
"Big 5","BGFV","5.70","5.75","5.55","0.00","0.00%","540.43K","15:59:59"
"Biglari","BH","198.03","199.70","192.00","+2.97","+1.52%","5.15K","15:59:59"
"BioTelemetry","BEAT","59.300","60.000","59.225","-0.450","-0.75%","223.94K","15:59:59"
"BJs Restaurants","BJRI","72.75","73.15","71.85","+0.50","+0.69%","147.41K","15:59:59"
"Black Box","BBOX","1.23","1.30","1.19","+0.01","+0.82%","480.05K","15:59:59"
"Blackbaud","BLKB","102.92","103.56","101.32","+1.28","+1.26%","552.86K","15:59:59"
"Blucora","BCOR","35.950","36.250","35.550","-0.100","-0.28%","186.46K","15:59:59"
"BofI Holding","BOFI","37.47","37.63","37.03","-0.04","-0.11%","268.53K","15:59:59"
"Boise Cascad Llc","BCC","44.40","45.45","44.25","-0.75","-1.66%","203.85K","15:59:59"
"Boston Private","BPFH","14.25","14.55","14.25","-0.20","-1.38%","277.18K","15:59:59"
"Bottomline","EPAY","65.02","65.45","64.39","+0.39","+0.60%","298.24K","15:59:59"
"Boyd Gaming","BYD","36.24","36.28","35.14","+0.16","+0.44%","2.30M","15:59:59"
"Brady","BRC","38.95","39.40","38.75","-0.10","-0.26%","104.07K","15:59:59"
"Briggs&Stratton","BGG","20.45","20.68","20.40","-0.15","-0.73%","272.44K","15:59:59"
"Brinks","BCO","77.75","78.25","77.60","-0.20","-0.26%","228.92K","15:59:59"
"Bristow","BRS","10.74","11.26","10.72","-0.39","-3.50%","355.93K","15:59:59"
"Brookline Bancorp","BRKL","17.95","18.15","17.95","-0.10","-0.55%","148.90K","15:59:59"
"Brooks Automation","BRKS","39.60","39.75","34.95","+9.35","+30.91%","8.34M","15:59:59"
"Buckle","BKE","26.00","26.15","25.25","+0.10","+0.39%","412.72K","15:59:59"
"Cabot","CCMP","113.26","117.03","113.06","-2.07","-1.79%","196.68K","15:59:59"
"CACI","CACI","193.85","196.10","193.15","-0.55","-0.28%","77.34K","15:59:59"
"Cal-Maine","CALM","48.80","50.35","48.45","-1.15","-2.30%","397.65K","15:59:59"
"CalAmp","CAMP","23.52","23.52","23.20","+0.04","+0.17%","334.24K","15:59:59"
"Calavo Growers","CVGW","102.70","105.75","102.70","-3.25","-3.07%","84.16K","15:59:59"
"Caleres","CAL","38.26","38.55","37.37","+1.18","+3.18%","275.76K","15:59:59"
"California Water Service","CWT","40.25","41.00","40.15","-0.60","-1.47%","128.49K","15:59:59"
"Callaway Golf","ELY","22.76","22.93","22.50","-0.13","-0.57%","668.96K","15:59:59"
"Cambrex","CBM","65.45","66.30","64.70","+0.70","+1.08%","300.87K","15:59:59"
"Cantel Medical","CMD","93.67","96.83","93.20","-1.80","-1.89%","258.61K","15:59:59"
"Capstead Mortgage","CMO","8.37","8.39","8.29","+0.02","+0.24%","246.42K","15:59:59"
"Carbo Ceramics","CRR","8.71","8.99","8.56","-0.17","-1.91%","183.75K","15:59:59"
"Cardtronics","CATM","36.58","38.09","36.50","-1.00","-2.66%","407.20K","15:59:59"
"Career","CECO","16.12","16.20","16.01","+0.11","+0.69%","257.44K","15:59:59"
"Caretrust Inc","CTRE","18.50","18.52","18.20","+0.21","+1.15%","424.33K","15:59:59"
"Carrizo Oil&Gas","CRZO","23.29","23.99","23.01","-0.59","-2.47%","1.90M","15:59:59"
"Cato","CATO","21.35","21.81","21.26","-0.17","-0.79%","211.00K","15:59:59"
"Cavco","CVCO","244.35","246.45","241.03","-0.50","-0.20%","30.16K","15:59:59"
"Cedar Realty","CDR","4.51","4.53","4.37","+0.10","+2.27%","243.93K","15:59:59"
"Celadon","CGIP","3.34","3.37","3.27","0.00","0.00%","70.45K","15:56:00"
"Central Garden&Pet","CENT","39.21","39.67","39.10","-0.01","-0.03%","70.33K","15:59:59"
"Central Garden&Pet A","CENTA","36.13","36.65","36.08","-0.26","-0.71%","256.94K","15:59:59"
"Century Aluminum","CENX","12.73","13.04","12.52","+0.16","+1.27%","1.24M","15:59:59"
"CEVA","CEVA","30.30","30.60","29.95","0.00","0.00%","65.68K","15:59:59"
"Chart Industries","GTLS","75.27","76.67","74.55","-0.36","-0.48%","231.13K","15:59:59"
"Chemed","CHE","321.56","322.20","317.22","+4.97","+1.57%","97.18K","15:59:59"
"Chemours Co","CC","45.440","46.020","45.290","-0.480","-1.05%","1.16M","15:59:59"
"Chesapeake Lodging","CHSP","32.64","32.66","32.07","+0.60","+1.87%","296.89K","15:59:59"
"Chuy's Holdings","CHUY","27.550","27.700","27.150","+0.300","+1.10%","184.98K","15:59:59"
"Cincinnati Bell","CBB","13.100","13.150","12.650","+0.300","+2.34%","267.68K","15:59:59"
"CIRCOR","CIR","44.50","44.94","44.14","+0.04","+0.09%","50.71K","15:59:59"
"City Holding","CHCO","80.79","81.29","80.49","-0.40","-0.49%","21.98K","15:59:59"
"Clearwater Paper","CLW","28.95","29.55","28.70","+0.10","+0.35%","130.56K","15:59:59"
"Cloud Peak Energy","CLD","2.490","2.510","2.440","+0.010","+0.40%","285.75K","15:59:59"
"CMTSU Liquidation","CBRI","0.002","0.002","0.002","0.000","4.76%","29.56K","14:55:00"
"Cogent","CCOI","54.45","54.65","53.95","+0.20","+0.37%","151.33K","15:59:59"
"Coherent","COHR","187.74","188.84","183.46","+4.19","+2.28%","229.38K","15:59:59"
"Cohu","COHU","26.83","26.98","26.18","+0.51","+1.94%","177.24K","15:59:59"
"Columbia Banking","COLB","41.81","42.16","41.66","-0.26","-0.62%","110.45K","15:59:59"
"Comfort Systems","FIX","56.25","56.80","56.05","-0.35","-0.62%","271.26K","15:59:59"
"Community Bank System","CBU","65.67","66.21","65.28","-0.27","-0.41%","95.37K","15:59:59"
"Community Health Systems","CYH","3.57","3.66","3.52","-0.06","-1.65%","1.30M","15:59:59"
"Computer Programs&Systems","CPSI","27.00","27.40","27.00","-0.20","-0.74%","107.58K","15:59:59"
"Comtech","CMTL","35.90","36.44","35.66","-0.40","-1.10%","78.51K","15:59:59"
"CONMED","CNMD","77.99","78.20","77.70","-0.01","-0.01%","74.88K","15:59:59"
"Consolidated Communications","CNSL","12.22","12.43","12.19","-0.06","-0.49%","490.38K","15:59:59"
"Contango Oil&Gas","MCF","5.99","6.10","5.91","-0.01","-0.17%","28.76K","27/08"
"Cooper Stnd","CPS","142.83","143.81","142.40","-0.13","-0.09%","52.94K","15:59:59"
"Core-Mark","CORE","34.47","35.65","34.28","-0.85","-2.41%","606.63K","15:59:59"
"CoreSite","COR","116.35","116.48","115.13","+0.74","+0.64%","206.71K","15:59:59"
"Corindus Vascular Robotics","CR3","0.857","0.857","0.857","-0.022","-2.50%","0","02:15:00"
"CorVel","CRVL","60.30","60.39","59.85","+0.05","+0.08%","12.77K","15:59:59"
"CPB","CPF","28.44","28.79","28.37","-0.22","-0.77%","74.36K","15:59:59"
"Cray","CRAY","21.55","22.00","21.40","-0.35","-1.60%","172.34K","15:59:59"
"Crocs","CROX","20.42","20.50","19.84","+0.28","+1.39%","833.30K","15:59:59"
"Cross Country","CCRN","10.17","10.22","10.06","+0.04","+0.39%","153.04K","15:59:59"
"CryoLife","CRY","33.80","34.35","33.30","-0.45","-1.31%","116.14K","15:59:59"
"CSG Systems","CSGS","36.93","37.30","36.83","-0.32","-0.86%","54.79K","15:59:59"
"CTS Corp","CTS","36.60","36.95","36.30","+0.20","+0.55%","108.19K","15:59:59"
"Cubic","CUB","76.85","77.15","76.35","+0.40","+0.52%","121.06K","15:59:59"
"Customers Bancorp","CUBI","24.66","24.92","24.51","-0.25","-1.00%","139.84K","15:59:59"
"CVB Financial","CVBF","24.03","24.41","23.92","-0.25","-1.03%","463.16K","15:59:59"
"Daktronics","DAKT","7.70","7.79","7.51","+0.15","+1.99%","237.88K","15:59:59"
"Darling Ingredients","DAR","20.18","20.32","20.03","-0.15","-0.74%","497.06K","15:59:59"
"Dave & Buster’s Entertainment","PLAY","56.81","57.66","56.01","-0.91","-1.58%","946.15K","15:59:59"
"DHI Group","DHX","2.35","2.40","2.30","+0.05","+2.17%","120.56K","15:59:59"
"Diamondrock Hospitality","DRH","11.89","11.90","11.65","+0.24","+2.06%","1.33M","15:59:59"
"Digi","DGII","13.30","13.38","13.20","0.00","0.00%","49.13K","15:59:59"
"Dime Community","DCOM","18.40","18.55","18.30","-0.05","-0.27%","153.77K","15:59:59"
"DineEquity","DIN","81.91","82.27","80.74","+0.38","+0.47%","228.75K","15:59:59"
"Diodes","DIOD","38.71","39.31","38.27","-0.19","-0.49%","274.83K","15:59:59"
"Diplomat Pharmacy","DPLO","19.80","19.86","19.41","+0.11","+0.56%","614.61K","15:59:59"
"Donnelley Financial Solutions","DFIN","20.45","20.75","20.43","-0.12","-0.58%","164.23K","15:59:59"
"Dorman","DORM","80.83","81.28","79.44","+0.33","+0.41%","73.51K","15:59:59"
"DSP Group","DSPG","12.90","13.00","12.80","+0.05","+0.39%","40.17K","15:59:59"
"DXP Enterprises","DXPE","46.99","48.05","46.51","-0.38","-0.80%","47.47K","15:59:59"
"Eagle Pharm","EGRX","81.55","82.05","80.47","+1.26","+1.57%","130.90K","15:59:59"
"EastGroup Properties","EGP","97.80","98.11","96.59","+0.93","+0.96%","182.52K","15:59:59"
"Ebix","EBIX","78.10","79.70","77.80","-1.05","-1.33%","138.92K","15:59:59"
"Echo Global","ECHO","33.15","33.90","32.95","-0.40","-1.19%","336.29K","15:59:59"
"eHealth","EHTH","30.32","30.40","29.37","+0.89","+3.02%","238.50K","15:59:59"
"El Paso Electric","EE","61.90","62.40","61.73","-0.30","-0.48%","108.47K","15:59:59"
"El Pollo Loco Holdings Inc","LOCO","12.35","12.43","12.10","+0.20","+1.65%","190.77K","15:59:59"
"Electro Scientific","ESIO","22.60","22.72","22.28","+0.16","+0.71%","394.31K","15:59:59"
"Electronics for Imaging","EFII","34.42","34.86","34.25","-0.03","-0.09%","408.03K","15:59:59"
"Emergent Biosolutions","EBS","61.53","61.86","60.80","+0.38","+0.62%","281.19K","15:59:59"
"Employers","EIG","44.55","45.00","44.55","-0.15","-0.34%","59.60K","15:59:59"
"Enanta","ENTA","90.88","93.22","89.94","-1.06","-1.15%","170.76K","15:59:59"
"Encore Capital","ECPG","38.70","40.05","38.65","-1.10","-2.76%","355.81K","15:59:59"
"Encore Wire","WIRE","51.55","52.53","51.50","-0.50","-0.96%","35.75K","15:59:59"
"Engility","EGL","34.970","35.040","34.570","-0.010","-0.03%","52.77K","15:59:59"
"Enova International Inc","ENVA","34.45","35.05","33.80","-0.30","-0.86%","132.62K","15:59:59"
"Enpro Industries","NPO","74.93","76.02","74.79","-0.71","-0.94%","39.21K","15:59:59"
"ePlus","PLUS","102.45","103.00","101.45","+0.55","+0.54%","49.26K","15:59:59"
"Era Group Inc","ERA","12.16","12.59","12.14","-0.40","-3.18%","23.52K","15:59:59"
"ESCO Technologies","ESE","68.20","69.05","68.00","-0.45","-0.66%","59.44K","15:59:59"
"Essendant Inc","ESND","14.38","14.82","14.33","-0.27","-1.84%","169.66K","15:59:59"
"Ethan Allen Interiors","ETH","22.65","22.80","22.45","0.00","0.00%","87.20K","15:59:59"
"Evercore","EVR","108.15","110.23","107.90","-1.60","-1.46%","310.60K","15:59:59"
"EW Scripps A","SSP","14.45","14.68","14.38","-0.11","-0.76%","191.01K","15:59:59"
"ExlServices","EXLS","61.50","61.85","61.05","-0.05","-0.08%","57.50K","15:59:59"
"Exponent","EXPO","51.20","52.20","51.05","-0.75","-1.44%","174.62K","15:59:59"
"Express","EXPR","9.99","10.33","9.81","+0.17","+1.73%","4.29M","15:59:59"
"Exterran Corp","EXTN","28.44","29.14","28.44","-0.40","-1.39%","43.46K","15:59:59"
"EZCORP","EZPW","11.05","11.14","11.03","0.00","0.00%","238.43K","15:59:59"
"Fabrinet","FN","47.76","48.79","47.39","-0.31","-0.64%","689.99K","15:59:59"
"FARO","FARO","68.05","69.00","67.95","-0.20","-0.29%","62.06K","15:59:59"
"Federal Signal","FSS","26.06","26.21","25.95","-0.10","-0.38%","255.69K","15:59:59"
"Fidelity","LION","24.27","24.48","24.16","-0.13","-0.53%","73.59K","15:59:59"
"Fiesta","FRGI","28.200","28.550","27.525","-0.050","-0.18%","203.73K","15:59:59"
"First Bancorp","FBP","8.860","9.050","8.830","-0.160","-1.77%","1.46M","15:59:59"
"First Commonwealth Financial","FCF","16.67","16.80","16.59","-0.08","-0.48%","299.92K","15:59:59"
"First Financial Bancorp","FFBC","31.45","31.70","31.20","-0.07","-0.24%","203.02K","15:59:59"
"First Financial Bankshares","FFIN","59.95","60.20","59.45","-0.15","-0.25%","156.39K","15:59:59"
"First Midwest","FMBI","27.01","27.28","26.91","-0.24","-0.88%","223.55K","15:59:59"
"First NBC Bank","FNBCQ","0.03","0.03","0.03","0.00","10.34%","30.99K","11:47:00"
"FirstCash","FCFS","81.80","82.95","81.55","-0.60","-0.73%","115.24K","15:59:59"
"Five Below","FIVE","114.960","115.215","111.600","+0.370","+0.32%","722.81K","15:59:59"
"Flotek","FTK","2.11","2.13","2.05","+0.06","+2.93%","445.24K","15:59:59"
"Forestar","FOR","25.55","25.95","25.20","-0.30","-1.16%","25.71K","15:59:59"
"Forrester","FORR","48.90","49.53","48.55","-0.20","-0.41%","12.53K","15:59:59"
"Forward Air","FWRD","63.52","64.17","63.29","-0.49","-0.77%","110.60K","15:59:59"
"Four Corners Property Trust Inc","FCPT","27.06","27.11","26.83","+0.15","+0.56%","263.13K","15:59:59"
"Fox Factory","FOXF","63.85","65.05","63.05","-1.20","-1.84%","178.84K","15:59:59"
"Francescass","FRAN","6.59","7.16","6.57","-0.04","-0.60%","1.22M","15:59:59"
"Franklin Electric","FELE","48.75","49.55","48.65","-0.25","-0.51%","81.02K","15:59:59"
"Franklin Street Properties","FSP","8.50","8.50","8.36","+0.12","+1.43%","53.59K","27/08"
"Freds","FRED","1.69","1.70","1.66","0.01","0.60%","190.39K","15:59:59"
"FTD Companies Inc","FTD","3.71","3.77","3.67","+0.02","+0.54%","46.07K","15:59:59"
"FutureFuel","FF","14.89","15.20","14.86","-0.10","-0.67%","44.08K","15:59:59"
"G-III Apparel","GIII","45.44","45.50","44.55","+0.53","+1.18%","230.57K","15:59:59"
"Gannett","GCI","10.57","10.76","10.51","-0.16","-1.49%","517.86K","15:59:59"
"Genesco","GCO","45.65","45.95","44.85","+0.85","+1.90%","157.26K","15:59:59"
"Gentherm","THRM","48.85","49.40","48.60","-0.30","-0.61%","223.07K","15:59:59"
"Geo","GEO","25.57","25.63","24.95","+0.47","+1.87%","592.59K","15:59:59"
"Geospace","GEOS","14.05","14.35","14.04","-0.26","-1.82%","80.98K","15:59:59"
"Getty","GTY","29.27","29.28","28.80","+0.34","+1.18%","119.31K","15:59:59"
"Gibraltar Industries","ROCK","45.30","45.75","45.00","-0.10","-0.22%","108.67K","15:59:59"
"Glacier","GBCI","45.02","45.53","44.89","-0.33","-0.73%","328.82K","15:59:59"
"Glatfelter","GLT","18.77","19.01","18.55","+0.23","+1.24%","420.00K","15:59:59"
"Government Propertiesome","GOV","17.13","17.14","16.75","+0.28","+1.66%","682.32K","15:59:59"
"Great Western Bancorp Inc","GWB","43.13","43.30","42.87","-0.02","-0.05%","98.47K","15:59:59"
"Green Dot","GDOT","85.04","86.25","84.67","-0.65","-0.76%","122.36K","15:59:59"
"Green Plains Energy","GPRE","18.00","18.15","17.90","0.00","0.00%","415.40K","15:59:59"
"Greenbrier","GBX","59.80","60.00","59.40","0.00","0.00%","348.69K","15:59:59"
"Greenhill&Co","GHL","28.25","29.61","28.15","-1.15","-3.91%","309.25K","15:59:59"
"Griffon","GFF","18.15","18.45","18.05","-0.05","-0.27%","177.59K","15:59:59"
"Group 1 Automotive","GPI","79.94","80.41","79.11","+0.40","+0.50%","96.49K","15:59:59"
"Guess?","GES","23.17","23.35","22.72","+0.34","+1.49%","997.01K","15:59:59"
"Gulf Island Fabrication","GIFI","9.65","9.80","9.60","-0.10","-1.03%","13.39K","15:59:59"
"H B Fuller","FUL","58.20","59.56","58.00","-0.67","-1.14%","180.35K","15:59:59"
"Haemonetics","HAE","109.05","109.26","107.61","+1.26","+1.17%","288.02K","15:59:59"
"Hanmi","HAFC","26.000","26.350","25.850","-0.200","-0.76%","133.98K","15:59:59"
"Harmonic","HLIT","5.550","5.550","5.500","+0.050","+0.91%","139.10K","15:59:59"
"Harsco","HSC","27.30","27.75","27.20","-0.30","-1.09%","266.14K","15:59:59"
"Haverty Furniture","HVT","22.00","22.20","21.85","0.00","0.00%","114.34K","15:59:59"
"Hawaiian","HA","42.25","42.45","41.80","+0.45","+1.08%","485.54K","15:59:59"
"Hawkins","HWKN","41.00","41.55","40.90","-0.25","-0.61%","8.20K","15:59:59"
"Haynes","HAYN","38.71","39.17","38.34","+0.20","+0.52%","30.88K","15:59:59"
"HCI Group Inc","HCI","41.03","41.79","40.49","-0.10","-0.24%","35.02K","15:59:59"
"Healthcare Services","HCSG","41.33","41.69","41.17","-0.09","-0.22%","530.20K","15:59:59"
"Healthequity Inc","HQY","92.26","92.60","90.95","+1.27","+1.40%","466.39K","15:59:59"
"HealthStream","HSTM","31.04","31.37","30.81","-0.16","-0.51%","58.99K","15:59:59"
"Heartland Express","HTLD","20.35","20.62","20.33","-0.11","-0.54%","266.81K","15:59:59"
"Heidrick&Struggles","HSII","44.05","44.83","43.85","-0.45","-1.01%","67.73K","15:59:59"
"Helix","HLX","9.02","9.28","9.00","-0.17","-1.85%","569.57K","15:59:59"
"HFF","HF","45.75","46.28","45.41","+0.12","+0.26%","216.33K","15:59:59"
"Hibbett Sports","HIBB","19.15","19.75","18.80","-0.47","-2.42%","1.51M","15:59:59"
"HighPoint","HPR","5.29","5.36","5.10","+0.18","+3.52%","1.65M","15:59:59"
"Hillenbrand","HI","50.85","51.50","50.75","-0.55","-1.07%","144.44K","15:59:59"
"HMS Holdings","HMSY","31.65","31.83","31.42","+0.08","+0.25%","259.75K","15:59:59"
"Home BancShares","HOMB","23.32","23.72","23.26","-0.34","-1.44%","450.55K","15:59:59"
"Hope Bancorp","HOPE","17.45","17.59","17.31","-0.06","-0.34%","350.20K","15:59:59"
"Horace Mann Educators","HMN","45.80","46.35","45.75","-0.35","-0.76%","43.66K","15:59:59"
"Hornbeck","HOS","4.41","4.57","4.29","-0.10","-2.22%","113.70K","15:59:59"
"Hub Group","HUBG","51.75","52.30","51.55","-0.45","-0.86%","303.87K","15:59:59"
"Iconix Brand","ICON","0.36","0.38","0.35","-0.00","-0.03%","913.53K","15:59:59"
"ICU Medical","ICUI","304.25","308.35","300.85","-1.25","-0.41%","158.78K","15:59:59"
"II-VI","IIVI","49.90","50.00","48.90","+1.30","+2.67%","503.84K","15:59:59"
"ILG","ILG","35.29","35.37","34.96","+0.25","+0.71%","842.70K","15:59:59"
"Independent Bank","INDB","90.05","90.45","89.70","-0.05","-0.06%","51.60K","15:59:59"
"Ingevity","NGVT","99.4000","101.3830","99.1900","-1.2400","-1.23%","125.10K","15:59:59"
"Innophoss","IPHS","43.57","44.50","42.17","-0.78","-1.76%","37.14K","15:59:59"
"Innospec","IOSP","77.05","78.78","77.05","-1.40","-1.78%","42.47K","15:59:59"
"Inogen Inc","INGN","252.16","252.99","247.00","+3.24","+1.30%","157.39K","15:59:59"
"Insight Enterprises","NSIT","55.90","56.37","55.33","+0.52","+0.94%","199.47K","15:59:59"
"Insperity","NSP","116.05","117.55","114.96","-0.65","-0.56%","206.90K","15:59:59"
"Installed Building","IBP","47.55","48.40","47.45","-0.85","-1.76%","164.30K","15:59:59"
"Integer Hld","ITGR","77.70","78.45","77.30","+0.15","+0.19%","150.61K","15:59:59"
"Integra","IART","58.89","58.98","57.94","+0.25","+0.43%","610.96K","15:59:59"
"Inter Parfums","IPAR","65.20","66.50","65.15","-0.90","-1.36%","52.65K","15:59:59"
"Interactive Brokers","IBKR","62.39","62.79","61.75","+0.19","+0.31%","527.51K","15:59:59"
"Interface, Inc.","TILE","23.70","23.80","23.50","+0.10","+0.42%","224.43K","15:59:59"
"INTL FCStone","INTL","56.20","56.41","55.76","+0.11","+0.20%","23.44K","15:59:59"
"Intrepid Potash","IPI","3.430","3.540","3.410","-0.060","-1.72%","581.42K","15:59:59"
"Invacare","IVC","15.20","15.40","15.10","0.00","0.00%","130.77K","15:59:59"
"Investment Tech","ITG","21.86","22.09","21.85","-0.09","-0.41%","200.99K","15:59:59"
"Iridium","IRDM","19.60","19.90","19.40","+0.05","+0.26%","770.47K","15:59:59"
"iRobot","IRBT","117.71","118.75","112.58","+5.44","+4.85%","1.68M","15:59:59"
"Itron","ITRI","65.80","66.40","65.75","-0.15","-0.23%","295.08K","15:59:59"
"J & J Snack Foods","JJSF","142.19","143.65","141.02","-1.08","-0.75%","50.61K","15:59:59"
"John Bean Tech","JBT","115.65","116.00","114.70","+0.60","+0.52%","92.13K","15:59:59"
"Kaiser","KALU","109.70","110.70","109.24","-0.32","-0.29%","49.97K","15:59:59"
"Kaman","KAMN","65.04","65.62","64.87","-0.24","-0.37%","80.53K","15:59:59"
"KapStone Paper&Packaging","KS","34.33","34.42","34.33","-0.03","-0.09%","2.41M","15:59:59"
"Kelly Services A","KELYA","25.43","25.68","25.36","-0.21","-0.82%","130.75K","15:59:59"
"Kirklands","KIRK","11.84","12.15","11.78","-0.28","-2.31%","110.21K","15:59:59"
"Kite","KRG","17.61","17.63","17.20","+0.37","+2.15%","455.25K","15:59:59"
"Knight Transportation","KNX","33.58","33.88","33.39","-0.16","-0.47%","2.57M","15:59:59"
"Kopin","KOPN","2.250","2.310","2.250","-0.040","-1.75%","154.57K","15:59:59"
