"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"OSI Systems","OSIS","407.02K","1.41B","1.05B","64.03","0.83"
"Oxford Industries","OXM","157.77K","1.53B","1.09B","27","0.28"
"Papa John's","PZZA","1.10M","1.66B","1.76B","22.74","0.52"
"Park Electrochemical","PKE","141.24K","479.39M","114.88M","121.55","0.92"
"Patrick","PATK","248.98K","1.51B","1.84B","16.8","0.74"
"PDC Energy","PDCE","898.19K","3.94B","908.52M","","0.63"
"Pennsylvania RE","PEI","1.14M","761.23M","364.51M","","1.16"
"Perficient","PRFT","239.02K","953.22M","495.19M","57.9","0.68"
"Perry Ellis","PERY","87.98K","448.56M","888.00M","7.56","0.42"
"PetMed Express","PETS","664.52K","828.14M","273.80M","23.92","0.65"
"PGT Innovations","PGTI","477.23K","1.08B","538.61M","35.06","0.74"
"Phibro","PAHC","105.54K","1.94B","803.04M","29.81","0.92"
"Pinnacle","PNFP","522.27K","4.69B","534.63M","16.39","1"
"Pioneer Energy Services","PES","959.04K","404.59M","495.18M","","3.09"
"Piper Jaffray","PJC","96.14K","1.15B","1.07B","","1.51"
"Plexus","PLXS","156.62K","2.05B","2.66B","22.43","0.73"
"Powell Industries","POWL","56.05K","404.25M","372.57M","","1.21"
"Power Integrations","POWI","162.99K","2.28B","430.14M","36.19","0.97"
"PRA Group Inc","PRAA","407.16K","1.91B","830.19M","31.5","1.57"
"ProAssurance","PRA","466.92K","2.01B","849.09M","24.41","0.59"
"Progress","PRGS","514.27K","1.79B","403.54M","34.92","0.83"
"Proto Labs","PRLB","149.15K","3.52B","372.08M","63.98","1.08"
"Provident","PFS","147.33K","1.84B","196.54M","17.35","0.87"
"PS Business Parks","PSB","97.19K","3.50B","406.00M","31.77","0.49"
"Quaker Chemical","KWR","38.14K","2.12B","837.23M","69.58","1.26"
"Quality Systems","QSII","327.16K","1.27B","531.03M","317.51","0.62"
"Qualys","QLYS","272.04K","3.69B","242.58M","103.23","0.96"
"Quanex Building Products","NX","202.95K","625.84M","867.40M","27.13","0.75"
"QuinStreet","QNST","634.94K","664.59M","374.36M","78.88","1.01"
"Quorum Health","QHC","450.99K","128.05M","2.03B","",""
"Rambus","RMBS","923.63K","1.38B","342.17M","","0.36"
"Raven","RAVN","132.08K","1.39B","394.91M","27.62","1.53"
"Rayonier Advanced Materials","RYAM","832.76K","946.08M","1.28B","4.88","3.43"
"Re Max Holding","RMAX","103.21K","976.04M","200.34M","18.16","0.52"
"Red Robin Gourmet Burgers","RRGB","337.53K","623.28M","1.38B","24.21","0.26"
"Regis","RGS","171.83K","815.06M","1.34B","6.66","1.37"
"Rent-A-Center","RCII","1.69M","788.93M","2.66B","","0.64"
"Repligen","RGEN","273.07K","2.10B","155.47M","98.55","0.71"
"Resources Connection","RECN","120.65K","538.91M","618.96M","30.74","1.14"
"Retail Opportunity","ROIC","1.17M","2.14B","281.75M","59.9","0.62"
"REX American Resources","REX","37.73K","469.08M","460.25M","15.95","1.22"
"RLI","RLI","143.47K","3.05B","786.20M","43.19","1.22"
"Roadrunner","RRTS","829.33K","101.27M","2.18B","","0.98"
"Rogers","ROG","119.70K","2.17B","831.82M","33.09","1.44"
"RR Donnelley & Sons","RRD","1.05M","388.06M","8.65B","3.38","1.35"
"Rudolph","RTEC","199.43K","965.31M","267.52M","19.41","1.03"
"Ruth's Hospitality","RUTH","249.57K","903.43M","425.82M","26.56","0.34"
"S&T Bancorp","STBA","95.44K","1.53B","162.33M","16.32","0.65"
"Sabra","SBRA","1.99M","3.95B","571.74M","19.57","0.71"
"Safety Insurance","SAFT","46.63K","1.35B","839.19M","23.34","0.59"
"Saia","SAIA","218.60K","1.96B","1.45B","30.64","0.79"
"Sanderson Farms","SAFM","563.59K","2.27B","3.44B","9.13","0.3"
"Sanmina","SANM","991.17K","2.11B","6.89B","25.55","0.5"
"Saul Centers","BFS","34.91K","1.16B","225.32M","36.07","0.64"
"ScanSource","SCSC","99.74K","1.05B","3.77B","21.74","0.97"
"Scholastic","SCHL","130.00K","1.62B","1.63B","","0.75"
"Schweitzer-Mauduit","SWM","154.67K","1.33B","1.01B","14.15","1.26"
"Scientific Games","SGMS","947.55K","4.60B","3.17B","","2.44"
"SEACOR","CKH","166.94K","973.18M","644.29M","78.38","0.83"
"Select Medical","SEM","487.40K","2.57B","5.70B","21","1.31"
"Selective","SIGI","177.02K","3.40B","2.50B","21.85","1.25"
"Semtech","SMTC","557.70K","3.35B","574.47M","40.24","1.4"
"Seneca Foods A","SENEA","15.79K","270.11M","1.59B","","1.08"
"ServisFirst Bancshares","SFBS","150.50K","2.29B","155.85M","22.16","1.27"
"Shoe Carnival","SCVL","255.89K","529.72M","1.28B","19.37","0.78"
"Shutterstock","SSTK","209.07K","1.77B","579.91M","37.52","1.4"
"Simmons First National","SFNC","534.96K","2.79B","376.49M","21.16","1.18"
"Simpson Manufacturing","SSD","211.00K","2.91B","1.00B","31.36","1.5"
"SkyWest","SKYW","273.85K","2.84B","3.22B","14.67","1.7"
"Sleep Number","SL2","0.02K","961.52M","1.29B","22.66","0.58"
"Sonic","SONC","845.97K","1.31B","435.41M","24.08","1.49"
"Sonic Automotive","SAH","196.23K","870.49M","9.98B","13.5","1.56"
"South Jersey Industries","SJI","915.30K","2.88B","1.34B","47.13","0.57"
"Southside","SBSI","163.06K","1.19B","126.00M","18.58","0.73"
"SpartanNash Co","SPTN","299.72K","940.43M","10.51B","","1.19"
"Spectrum","SPPI","1.33M","2.47B","129.77M","","1.99"
"Spire","SR","332.69K","3.61B","1.96B","20.49","0.05"
"Spok Holdings","SPOK","95.76K","299.11M","172.85M","34.48","0.44"
"SPS Commerce","SPSC","147.37K","1.34B","227.72M","203.63","0.64"
"SPX Corp","SPXC","225.96K","1.58B","1.44B","16.61","1.56"
"SPX FLOW Inc","FLOW","236.13K","1.83B","2.01B","36.41",""
"Stage Stores","SSI","224.37K","67.48M","1.95B","","0.81"
"Stampscom","STMP","384.31K","4.92B","497.23M","28.71","0.01"
"Standard Motor Products","SMP","90.32K","1.07B","1.10B","20.82","1.7"
"Standex","SXI","35.81K","1.29B","857.96M","24.24","1.5"
"Stein Mart","SMRT","520.78K","107.23M","1.31B","","-0.87"
"Stepan","SCL","111.84K","1.82B","1.96B","18.18","1.16"
"Sterling Bancorp","STL","2.12M","5.20B","600.32M","21.2","1.01"
"Steven Madden","SHOO","476.25K","3.15B","1.57B","26.91","0.44"
"Stewart Info Services","STC","154.64K","1.03B","1.95B","27.86","0.74"
"Strayer","STRA","93.12K","1.34B","456.41M","43.09","0.9"
"Sturm Ruger&Company","RGR","194.66K","980.40M","486.06M","22.99","-0.04"
"Summit Hotel Properties","INN","594.51K","1.46B","537.60M","27.42","1.19"
"SunCoke Energy","SXC","386.50K","847.68M","1.37B","","1.09"
"Super Micro Computer","SMCI","512.88K","1.17B","717.87M","18.02","0.22"
"Superior Industries","SUP","177.12K","442.61M","1.32B","","1.19"
"Supernus","SUPN","659.85K","2.77B","335.10M","36.15","0.98"
"Supervalu","SVU","1.07M","856.83M","14.16B","10.36","1"
"SurModics","SRDX","32.27K","783.55M","73.92M","347.63","0.61"
"Sykes","SYKE","145.07K","1.28B","1.62B","22.25","0.77"
"Synchronoss Tech","SNCR","1.01M","265.25M","399.98M","","0.66"
"Synergy Resources","SRCI","443.33K","2.55B","464.69M","12.49","1.61"
"Tailored Brands","TLRD","1.54M","1.10B","3.34B","10.33","1.72"
"Take-Two","TTWO","2.20M","14.49B","2.21B","79.8","0.93"
"Team","TISI","413.29K","625.24M","1.22B","","1.66"
"Tennant","TNC","100.77K","1.41B","1.08B","421.03","0.81"
"Tetra Tech","TTEK","270.35K","3.30B","2.11B","26.38","0.98"
"Tetra Technologies","TTI","743.39K","577.62M","851.75M","89.5","0.71"
"Texas Capital","TCBI","471.03K","4.57B","542.71M","20.11","1.79"
"The Andersons","ANDE","139.16K","993.33M","3.47B","","1.16"
"The Childrens Place","PLCE","392.35K","1.99B","1.87B","16.7","0.4"
"The Ensign","ENSG","249.64K","1.96B","1.90B","31.16","0.67"
"The Medicines","MDCO","1.51M","2.97B","51.98M","","0.73"
"The Navigators","NAVG","101.93K","1.71B","1.35B","25.2","0.52"
"The Providence Service","PRSC","86.77K","945.41M","2.03B","30.66","0.72"
"Tidewater","TDW","246.39K","816.73M","421.61M","","1.99"
"Tile Shop","TTS","993.54K","425.14M","343.59M","37.9","1.85"
"Timkensteel Corp","TMST","283.38K","784.61M","1.40B","","1.96"
"Titan","TWI","247.22K","614.98M","1.54B","","1.59"
"Tivity Health","TVTY","437.82K","1.39B","565.89M","20.08","0.47"
"TiVo","TIVO","1.54M","1.57B","810.54M","27.61","-0.35"
"Tompkins","TMP","7.08K","1.33B","154.31M","18.51","0.87"
"Topbuild Corp","BLD","277.86K","2.94B","1.96B","26.36",""
"Tredegar","TG","85.90K","794.89M","996.56M","16.78","1.52"
"Trex","TREX","390.16K","4.03B","591.55M","37.98","2.31"
"TrueBlue","TBI","241.49K","1.04B","2.49B","18.22","1.89"
"TrustCo Bank NY","TRST","311.34K","863.04M","95.48M","16.66","1"
"TTEC","TTEC","55.56K","1.58B","1.51B","","0.93"
"TTM","TTMI","913.36K","1.90B","2.70B","13.94","1.81"
"Tuesday Morning","TUES","259.67K","127.24M","999.51M","","1.28"
"U S Concrete","USCR","349.30K","862.36M","1.36B","57.13","0.94"
"UMB Financial","UMBF","236.14K","3.84B","542.34M","19.21","0.82"
"Unifi","UFI","76.32K","577.39M","668.84M","21.05","0.67"
"Unifirst","UNF","62.00K","3.55B","1.67B","34.04","0.58"
"Unit","UNT","404.24K","1.43B","769.05M","48.38","2.91"
"United Bankshares","UBSI","725.70K","3.71B","407.66M","17.48","1.03"
"United Community Banks","UCBI","493.37K","2.39B","266.38M","19.51","0.84"
"United Fire","UFCS","90.11K","1.40B","1.30B","61.15","0.43"
"United Insurances","UIHC","162.95K","866.03M","711.92M","116.13","1.63"
"Universal","UVV","244.58K","1.62B","2.03B","18.14","1.17"
"Universal Electronics","UEIC","90.04K","476.74M","699.08M","92.12","1.12"
"Universal Forest","UFPI","306.86K","2.37B","4.94B","16.66","1.93"
"Universal Health RI","UHT","34.79K","876.06M","73.13M","36.77","0.33"
"Universal Insurance","UVE","187.00K","1.30B","768.54M","10.89","1.72"
"Urstadt Biddle Properties","UBA","101.26K","837.24M","134.60M","40.74","0.34"
"US Ecology","ECOL","97.67K","1.43B","513.87M","47.83","0.61"
"US Physicalrapy","USPH","52.43K","1.29B","424.82M","77.74","1.07"
"US Silica","SLCA","1.87M","2.05B","1.37B","15.4","2.23"
"Veeco","VECO","723.52K","762.03M","548.94M","","0.61"
"Vera Bradley","VRA","334.69K","486.09M","445.10M","42.04","0.49"
"Veritiv Cor","VRTV","68.38K","633.57M","8.47B","187.37","0.44"
"Viad","VVI","73.58K","1.16B","2.27B","20.93","0.71"
"Viavi Solutions","VIAV","2.45M","2.37B","814.50M","","1.07"
"Vicor","VICR","112.49K","2.03B","238.64M","413.38","0.95"
"Virtus","VRTS","61.07K","927.80M","474.85M","20.4","1.5"
"Virtusa","VRTU","221.45K","1.61B","1.02B","79.89","1.2"
"Vitamin Shoppe","VSI","497.29K","167.20M","1.16B","","0.47"
"Wabash National","WNC","493.30K","1.10B","1.90B","9.27","1.85"
"WageWorks","WAGE","374.22K","2.07B","235.62M","44.23","1.13"
"Walker&Dunlop","WD","195.49K","1.78B","700.80M","13.16","0.87"
"Watts Water Technologies","WTS","116.08K","2.81B","1.49B","27.31","1.02"
"WD-40","WDFC","60.92K","2.20B","402.45M","38.37","0.54"
"Westamerica Bancorporation","WABC","95.13K","1.56B","100.97M","24.08","0.99"
"Winnebago Industries","WGO","651.03K","1.32B","1.94B","13.58","1.76"
"Wintrust","WTFC","353.73K","4.97B","726.16M","17.73","0.83"
"Wolverine","WWW","638.56K","3.34B","2.29B","103.75","0.99"
"World Acceptance","WRLD","111.75K","1.04B","548.71M","15.21","2.84"
"WWE","WWE","1.27M","6.21B","800.23M","110.67","1.07"
"XO","XOXO","212.61K","888.22M","163.11M","72.31","0.95"
"Xperi","XPER","599.71K","799.20M","372.01M","","0.59"
"Zumiez","ZUMZ","383.79K","532.32M","952.55M","18.91","0.99"
