"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"Perficient","PRFT","239.02K","945.08M","499.96M","46.82","0.84"
"Perry Ellis","PERY","87.98K","462.05M","888.00M","7.78","0.34"
"PetMed Express","PETS","664.52K","779.02M","281.53M","20.13","0.52"
"PGT Innovations","PGTI","512.37K","1.25B","570.50M","28.37","0.85"
"Phibro","PAHC","105.54K","1.98B","803.04M","31.12","0.92"
"Pinnacle","PNFP","522.27K","4.90B","","16.7","1.01"
"Pioneer Energy Services","PES","986.47K","262.02M","542.83M","","2.99"
"Piper Jaffray","PJC","80.21K","1.17B","838.67M","","1.52"
"Plexus","PLXS","156.62K","2.01B","2.77B","22.02","0.68"
"Powell Industries","POWL","56.05K","461.92M","372.57M","","1.33"
"Power Integrations","POWI","162.99K","2.13B","432.06M","32.98","0.89"
"PRA Group Inc","PRAA","407.16K","1.69B","830.19M","25.22","1.63"
"ProAssurance","PRA","486.93K","2.41B","849.09M","26.47","0.53"
"Progress","PRGS","514.27K","1.74B","403.54M","33.77","0.75"
"Proto Labs","PRLB","146.84K","3.63B","399.69M","62.62","1.11"
"Provident","PFS","168.66K","1.69B","","16.75","0.78"
"PS Business Parks","PSB","90.96K","3.52B","407.90M","22.54","0.49"
"Quaker Chemical","KWR","36.90K","2.24B","858.01M","57.91","1.38"
"Quality Systems","QSII","327.16K","1.39B","533.31M","531.73","0.56"
"Qualys","QLYS","272.04K","3.43B","255.43M","86.27","1.14"
"Quanex Building Products","NX","197.55K","583.76M","867.40M","24.38","0.74"
"QuinStreet","QNST","634.94K","641.02M","404.35M","44.86","0.92"
"Quorum Health","QHC","376.90K","128.65M","2.03B","",""
"Rambus","RMBS","923.63K","1.35B","303.91M","","0.19"
"Raven","RAVN","132.08K","1.38B","394.91M","26.95","1.54"
"Rayonier Advanced Materials","RYAM","798.31K","1.04B","1.62B","4.44","3.39"
"Re Max Holding","RMAX","117.93K","860.69M","205.80M","15.97","0.48"
"Red Robin Gourmet Burgers","RRGB","337.53K","488.38M","1.38B","18.76","0.41"
"Regis","RGS","157.43K","805.83M","1.34B","6.66","1.32"
"Rent-A-Center","RCII","1.69M","787.63M","2.64B","","0.62"
"Repligen","RGEN","273.07K","2.16B","170.75M","160.81","0.68"
"Resources Connection","RECN","120.65K","513.96M","654.13M","27.48","1.06"
"Retail Opportunity","ROIC","1.17M","2.14B","287.45M","61.52","0.59"
"REX American Resources","REX","36.35K","491.09M","460.25M","16.47","1.1"
"RLI","RLI","146.23K","3.36B","809.33M","47.4","1.25"
"Roadrunner","RRTS","880.66K","78.17M","2.21B","","0.84"
"Rogers","ROG","119.15K","2.38B","845.08M","37.97","1.45"
"RR Donnelley & Sons","RRD","1.04M","350.59M","7.05B","12.89","1.36"
"Rudolph","RTEC","203.36K","886.84M","277.58M","16.01","0.88"
"Ruth's Hospitality","RUTH","249.57K","1.03B","425.82M","26.06","0.32"
"S&T Bancorp","STBA","95.44K","1.56B","","16.72","0.6"
"Sabra","SBRA","1.99M","3.94B","610.66M","10.63","0.57"
"Safety Insurance","SAFT","46.63K","1.44B","839.19M","22.71","0.55"
"Saia","SAIA","218.60K","1.96B","1.52B","25.01","0.78"
"Sanderson Farms","SAFM","563.59K","2.35B","3.44B","9.59","0.25"
"Sanmina","SANM","991.17K","2.05B","6.99B","24.32","0.45"
"Saul Centers","BFS","36.95K","1.23B","225.70M","36.89","0.62"
"ScanSource","SCSC","99.74K","1.05B","3.77B","21.4","0.89"
"Scholastic","SCHL","130.00K","1.43B","1.63B","3573.68","0.68"
"Schweitzer-Mauduit","SWM","150.67K","1.23B","1.01B","12.62","1.35"
"Scientific Games","SGMS","947.55K","3.04B","3.25B","","2.57"
"SEACOR","CKH","140.95K","937.06M","745.33M","16.39","0.81"
"Select Medical","SEM","551.75K","2.59B","4.76B","20.67","1.36"
"Selective","SIGI","177.02K","3.63B","2.54B","20.99","1.24"
"Semtech","SMTC","557.70K","3.30B","574.47M","38.97","1.38"
"Seneca Foods A","SENEA","15.79K","278.83M","1.66B","","0.96"
"ServisFirst Bancshares","SFBS","150.50K","2.24B","162.74M","19.8","1.25"
"Shoe Carnival","SCVL","255.89K","515.58M","1.28B","18","0.69"
"Shutterstock","SSTK","215.61K","1.87B","602.49M","42.43","1.31"
"Simmons First National","SFNC","534.96K","2.78B","","18.15","1.09"
"Simpson Manufacturing","SSD","265.15K","3.37B","1.05B","30.3","1.59"
"SkyWest","SKYW","273.85K","3.08B","3.22B","12.98","1.66"
"Sleep Number","SL2","0.14K","887.65M","1.31B","22.66","0.58"
"Sonic","SONC","845.97K","1.23B","435.41M","22.48","1.55"
"Sonic Automotive","SAH","211.09K","890.54M","10.08B","13","1.62"
"South Jersey Industries","SJI","729.02K","2.80B","1.34B","","0.56"
"Southside","SBSI","163.06K","1.23B","","18.16","0.74"
"SpartanNash Co","SPTN","299.72K","847.04M","10.51B","","1.24"
"Spectrum","SPPI","1.33M","2.35B","119.64M","","1.87"
"Spire","SR","293.86K","3.79B","1.96B","20.98","0.02"
"Spok Holdings","SPOK","95.76K","299.66M","171.15M","50.1","0.34"
"SPS Commerce","SPSC","147.37K","1.64B","234.53M","162.22","0.7"
"SPX Corp","SPXC","216.54K","1.50B","1.47B","12.27","1.59"
"SPX FLOW Inc","FLOW","218.22K","1.96B","2.04B","30.51",""
"Stage Stores","SSI","214.01K","63.53M","1.95B","","0.56"
"Stampscom","STMP","384.31K","4.64B","520.72M","23.1","0.01"
"Standard Motor Products","SMP","89.27K","1.09B","1.07B","21.62","1.66"
"Standex","SXI","34.24K","1.36B","857.96M","25.51","1.47"
"Stein Mart","SMRT","520.78K","126.86M","1.31B","","-1.15"
"Stepan","SCL","105.08K","1.96B","1.98B","18.4","1.19"
"Sterling Bancorp","STL","1.97M","4.98B","","17.03","0.96"
"Steven Madden","SHOO","476.25K","3.31B","1.59B","26.5","0.47"
"Stewart Info Services","STC","119.88K","1.06B","1.96B","27.88","0.76"
"Strategic Education","STRA","93.12K","1.43B","458.36M","53.47","0.82"
"Sturm Ruger&Company","RGR","182.97K","1.01B","482.62M","21.62","-0.07"
"Summit Hotel Properties","INN","574.61K","1.41B","560.76M","24.86","1.19"
"SunCoke Energy","SXC","383.44K","725.60M","1.42B","157.63","1.04"
"Super Micro Computer","SMCI","512.88K","964.12M","717.87M","14.86","0.28"
"Superior Industries","SUP","174.54K","548.88M","1.47B","","1.18"
"Supernus","SUPN","659.85K","2.39B","358.81M","24.29","0.97"
"Supervalu","SVU","1.67M","1.24B","14.91B","29.83","1.26"
"SurModics","SRDX","32.27K","934.02M","78.36M","","0.56"
"Sykes","SYKE","145.07K","1.22B","1.62B","22.02","0.76"
"Synchronoss Tech","SNCR","1.01M","212.11M","399.98M","","0.53"
"Synergy Resources","SRCI","443.33K","2.44B","536.74M","10.78","1.9"
"Tailored Brands","TLRD","1.65M","1.10B","3.34B","9.98","1.65"
"Take-Two","TTWO","2.20M","14.66B","2.18B","77.21","0.88"
"Team","TISI","360.08K","694.21M","1.22B","","1.71"
"Tennant","TNC","94.07K","1.41B","1.11B","75.71","0.86"
"Tetra Tech","TTEK","270.35K","3.80B","2.18B","29.79","0.96"
"Tetra Technologies","TTI","697.93K","593.94M","903.45M","49.75","0.82"
"Texas Capital","TCBI","471.03K","4.59B","","17.95","1.8"
"The Andersons","ANDE","139.16K","1.13B","3.39B","60.87","1.29"
"The Childrens Place","PLCE","392.35K","2.16B","1.87B","17.47","0.37"
"The Ensign","ENSG","249.64K","1.87B","1.95B","25.44","0.66"
"The Medicines","MDCO","1.51M","2.84B","34.91M","","0.77"
"The Navigators","NAVG","101.93K","1.82B","1.35B","23","0.5"
"The Providence Service","PRSC","86.77K","835.75M","2.03B","51.92","0.71"
"Tidewater","TDW","264.61K","863.94M","421.61M","","2.1"
"Tile Shop","TTS","993.54K","429.55M","347.04M","48.07","1.87"
"Timkensteel Corp","TMST","347.40K","601.45M","1.47B","","1.79"
"Titan","TWI","365.21K","433.12M","1.60B","","1.66"
"Tivity Health","TVTY","437.82K","1.35B","578.85M","18.28","0.56"
"TiVo","TIVO","1.54M","1.52B","810.54M","37.09","-0.57"
"Tompkins","TMP","7.08K","1.29B","161.27M","16.92","0.85"
"Topbuild Corp","BLD","273.59K","2.73B","2.09B","22.43",""
"Tredegar","TG","101.45K","780.02M","989.50M","39.6","1.4"
"Trex","TREX","397.59K","4.60B","640.30M","37.77","2.4"
"TrueBlue","TBI","239.24K","1.17B","2.50B","17.38","1.86"
"TrustCo Bank NY","TRST","311.34K","891.97M","","15.98","1.02"
"TTEC","TTEC","55.56K","1.19B","1.51B","","0.94"
"TTM","TTMI","913.36K","1.93B","2.79B","10.45","1.86"
"Tuesday Morning","TUES","259.67K","128.39M","999.51M","","1.44"
"U S Concrete","USCR","349.30K","889.67M","1.43B","26.78","1.06"
"UMB Financial","UMBF","236.14K","3.74B","","17.47","0.79"
"Unifi","UFI","60.73K","594.08M","678.91M","20.69","0.64"
"Unifirst","UNF","64.25K","3.56B","1.67B","33.72","0.58"
"Unit","UNT","375.80K","1.41B","801.77M","53.56","2.98"
"United Bankshares","UBSI","725.70K","3.98B","","16.74","1.06"
"United Community Banks","UCBI","493.37K","2.43B","","18.01","0.91"
"United Fire","UFCS","90.11K","1.23B","1.30B","54.82","0.59"
"United Insurances","UIHC","162.95K","891.99M","717.00M","61.34","1.7"
"Universal","UVV","260.50K","1.40B","2.13B","14.5","1.1"
"Universal Electronics","UEIC","90.04K","582.97M","684.02M","25.8","1.1"
"Universal Forest","UFPI","306.86K","2.27B","4.31B","14.75","1.88"
"Universal Health RI","UHT","34.52K","948.14M","75.10M","37.49","0.29"
"Universal Insurance","UVE","207.27K","1.58B","792.84M","11.65","1.82"
"Urstadt Biddle Properties","UBA","104.88K","830.70M","134.60M","40.94","0.29"
"US Ecology","ECOL","97.67K","1.53B","524.72M","40.4","0.57"
"US Physicalrapy","USPH","47.81K","1.42B","435.67M","81.78","1.06"
"US Silica","SLCA","1.95M","2.00B","1.50B","16.06","2.3"
"Veeco","VECO","723.52K","556.22M","591.65M","","0.62"
"Vera Bradley","VRA","334.69K","500.34M","445.10M","42.34","0.31"
"Veritiv Cor","VRTV","59.74K","703.27M","8.61B","374.45","0.37"
"Viad","VVI","63.79K","1.22B","1.95B","23.47","0.67"
"Viavi Solutions","VIAV","2.45M","2.40B","814.50M","","0.96"
"Vicor","VICR","112.49K","2.50B","255.13M","185.47","0.97"
"Virtus","VRTS","61.07K","935.02M","513.65M","14.06","1.52"
"Virtusa","VRTU","221.45K","1.57B","1.09B","157.11","1.24"
"Vitamin Shoppe","VSI","537.21K","287.14M","1.15B","","0.43"
"Wabash National","WNC","409.89K","1.02B","2.07B","7.76","1.89"
"WageWorks","WAGE","315.03K","2.17B","235.62M","46.53","1.38"
"Walker&Dunlop","WD","187.51K","1.72B","712.59M","11.72","0.71"
"Watts Water Technologies","WTS","119.73K","2.84B","1.52B","24.97","1.07"
"WD-40","WDFC","60.92K","2.29B","402.45M","40.19","0.57"
"Westamerica Bancorporation","WABC","95.13K","1.68B","","24.94","1"
"Winnebago Industries","WGO","611.57K","1.22B","1.94B","12.17","1.72"
"Wintrust","WTFC","353.73K","5.02B","","17.39","0.79"
"Wolverine","WWW","607.58K","3.56B","2.29B","51.59","0.98"
"World Acceptance","WRLD","111.75K","1.01B","542.59M","14.12","2.85"
"WWE","WWE","1.51M","6.19B","867.18M","99.96","0.99"
"XO","XOXO","210.10K","768.10M","164.03M","47.04","0.86"
"Xperi","XPER","599.71K","821.27M","372.01M","","0.54"
"Zumiez","ZUMZ","383.79K","714.43M","952.55M","25.33","0.98"
