"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"Anixter","AXE","191.50K","2.39B","8.13B","17.1","2.21"
"Apogee","APOG","310.40K","1.39B","1.39B","18.91","1.51"
"Applied Industrial Technologies","AIT","189.14K","2.79B","2.86B","20.6","0.88"
"ArcBest Corp","ARCB","308.58K","1.21B","2.95B","34.63","2.1"
"Archrock","AROC","1.38M","1.73B","845.70M","","2.94"
"Asbury Automotive","ABG","216.51K","1.53B","6.61B","9.42","1.43"
"ASGN","ASGN","284.14K","4.76B","2.91B","35.42","1.95"
"Astec","ASTE","180.90K","1.07B","1.16B","","1.05"
"Atlas Air","AAWW","268.12K","1.55B","2.42B","36.51","1.24"
"ATN Int","ATNI","95.43K","1.12B","452.09M","121.84","0.55"
"Avista","AVA","499.05K","3.33B","1.42B","27.15","0.17"
"Axon Enterprise","AAXN","894.95K","3.58B","385.36M","120.6","1.14"
"AZZ","AZZ","213.03K","1.39B","861.47M","54.41","1.45"
"B&G Foods","BGS","931.00K","2.07B","1.70B","35.09","0.49"
"Badger Meter","BMI","119.76K","1.52B","415.35M","51.62","0.68"
"Balchem","BCPC","114.47K","3.20B","635.08M","45.13","0.83"
"Banc of California","BANC","479.22K","1.02B","220.54M","38.01","0.78"
"Banner","BANR","195.21K","2.11B","259.82M","18.32","0.91"
"Barnes","B","228.12K","3.39B","1.47B","22.05","1.36"
"Barnes & Noble Education Inc","BNED","345.17K","295.11M","2.20B","",""
"Barnes&Noble","BKS","965.77K","444.04M","3.66B","","1.71"
"Bel Fuse B","BELFB","28.05K","291.11M","505.29M","38.13","1.05"
"Belmond","BEL","544.28K","1.88B","555.84M","","1.27"
"Benchmark Electronics","BHE","349.36K","1.21B","2.55B","18.88","0.21"
"Big 5","BGFV","1.28M","123.23M","987.49M","","-0.88"
"Biglari","BH","8.31K","586.14M","636.40M","","0.41"
"BioTelemetry","BEAT","469.88K","1.86B","368.62M","349.3","1.4"
"BJs Restaurants","BJRI","383.40K","1.34B","1.07B","32.94","0.66"
"Black Box","BBOX","216.31K","22.70M","774.63M","","0.89"
"Blackbaud","BLKB","284.75K","4.65B","830.34M","96.5","0.63"
"Blucora","BCOR","405.89K","1.65B","551.84M","33.51","-0.16"
"BofI Holding","BOFI","743.92K","2.33B","304.28M","14.77","0.27"
"Boise Cascad Llc","BCC","391.82K","1.69B","4.91B","14.03","1.93"
"Boston Private","BPFH","411.48K","1.19B","211.75M","35.99","0.92"
"Bottomline","EPAY","314.41K","2.41B","381.13M","1055.62","0.88"
"Boyd Gaming","BYD","1.08M","3.95B","2.40B","31.68","1.67"
"Brady","BRC","232.72K","1.93B","1.17B","19.33","1.1"
"Briggs&Stratton","BGG","255.44K","733.42M","1.85B","16.68","0.63"
"Brinks","BCO","500.80K","4.04B","3.48B","","1.78"
"Bristow","BRS","783.45K","419.17M","1.44B","","3.09"
"Brookline Bancorp","BRKL","341.71K","1.44B","161.41M","19.61","0.78"
"Brooks Automation","BRKS","939.25K","2.11B","801.95M","17.09","0.93"
"Buckle","BKE","419.48K","1.28B","906.03M","13.78","0.57"
"Cabot","CCMP","180.11K","3.11B","570.18M","32.91","1.39"
"CACI","CACI","126.86K","4.45B","4.44B","23.22","1.49"
"Cal-Maine","CALM","341.98K","2.34B","1.50B","28.1","0.44"
"CalAmp","CAMP","382.70K","820.29M","372.72M","19.43","1.86"
"Calavo Growers","CVGW","207.84K","1.72B","1.09B","41.02","0.46"
"Caleres","CAL","435.28K","1.53B","2.79B","17.08","0.78"
"California Water Service","CWT","211.38K","1.95B","678.60M","11.59","0.54"
"Callaway Golf","ELY","1.06M","2.11B","1.23B","18.88","0.95"
"Cambrex","CBM","392.59K","2.04B","588.05M","16.52","2.4"
"Cantel Medical","CMD","327.96K","3.99B","848.57M","48.91","1.07"
"Capstead Mortgage","CMO","654.96K","759.45M","257.12M","15.04","0.15"
"Carbo Ceramics","CRR","440.26K","240.23M","217.87M","","1.56"
"Cardtronics","CATM","820.11K","1.40B","1.44B","","1.01"
"Career","CECO","259.30K","1.18B","578.21M","30.9","2.68"
"Caretrust Inc","CTRE","736.99K","1.41B","146.62M","32.38","0.91"
"Carrizo Oil&Gas","CRZO","3.29M","2.03B","917.30M","73.98","2.33"
"Cato","CATO","344.10K","616.20M","1.09B","26.62","0.67"
"Cavco","CVCO","49.62K","2.06B","910.82M","32.04","1.43"
"Cedar Realty","CDR","448.38K","405.89M","152.46M","","0.81"
"Celadon","CGIP","391.97K","84.90M","","36.23","1.73"
"Central Garden&Pet","CENT","118.17K","1.96B","2.20B","21.06","-0.1"
"Central Garden&Pet A","CENTA","209.85K","1.96B","2.20B","21.06","-0.1"
"Century Aluminum","CENX","2.42M","1.06B","2.51B","15.2","0.76"
"CEVA","CEVA","190.44K","657.74M","83.78M","143.89","1.09"
"Chart Industries","GTLS","285.83K","2.37B","1.15B","102.64","1.09"
"Chemed","CHE","215.36K","5.08B","1.73B","29.11","1.17"
"Chemours Co","CC","1.53M","7.96B","6.71B","7.93",""
"Chesapeake Lodging","CHSP","293.29K","1.89B","599.25M","25.49","0.95"
"Chuy's Holdings","CHUY","161.57K","443.15M","388.40M","27.34","-0.19"
"Cincinnati Bell","CBB","626.36K","578.82M","1.31B","","1.18"
"CIRCOR","CIR","278.39K","878.17M","942.22M","","2.02"
"City Holding","CHCO","58.42K","1.24B","106.92M","18.04","0.61"
"Clearwater Paper","CLW","178.72K","406.59M","1.73B","20.07","1.03"
"Cloud Peak Energy","CLD","583.30K","198.54M","884.78M","","2.01"
"CMTSU Liquidation","CBRI","1.10M","171.46K","","","0.66"
"Cogent","CCOI","308.17K","2.35B","506.21M","104.6","0.6"
"Coherent","COHR","576.42K","4.38B","1.93B","21.76","0.95"
"Cohu","COHU","249.42K","756.03M","372.71M","16.55","0.97"
"Columbia Banking","COLB","276.51K","3.07B","286.52M","18.78","1.07"
"Comfort Systems","FIX","221.66K","2.06B","1.94B","29.6","1.34"
"Community Bank System","CBU","211.84K","3.25B","","21.35","1.04"
"Community Health Systems","CYH","2.41M","359.22M","13.98B","","1.62"
"Computer Programs&Systems","CPSI","76.13K","372.57M","283.96M","","-0.05"
"Comtech","CMTL","190.04K","816.36M","550.91M","27.94","1.48"
"CONMED","CNMD","178.50K","2.15B","827.56M","52.86","0.51"
"Consolidated Communications","CNSL","1.09M","802.30M","1.43B","","0.75"
"Contango Oil&Gas","MCF","73.85K","120.10M","77.74M","","1.64"
"Cooper Stnd","CPS","138.67K","2.43B","3.70B","13.49","0.74"
"Core-Mark","CORE","337.48K","1.46B","16.42B","74.73","0.61"
"CoreSite","COR","324.05K","5.42B","515.09M","54.9","0.3"
"Corindus Vascular Robotics","CR3","1.25K","178.97M","8.73M","81.08","1.03"
"CorVel","CRVL","35.96K","1.06B","571.13M","30.58","0.65"
"CPB","CPF","130.34K","821.41M","","16.27","1.02"
"Cray","CRAY","352.17K","875.74M","446.13M","","1.61"
"Crocs","CROX","1.21M","1.27B","1.05B","143.74","0.43"
"Cross Country","CCRN","228.36K","338.63M","863.02M","7.25","0.9"
"CryoLife","CRY","141.67K","1.20B","227.28M","","0.61"
"CSG Systems","CSGS","183.17K","1.25B","819.12M","20.08","0.91"
"CTS Corp","CTS","155.97K","1.17B","448.70M","35.54","1.25"
"Cubic","CUB","158.31K","1.99B","1.43B","","0.99"
"Customers Bancorp","CUBI","209.28K","786.83M","241.64M","11.63","0.71"
"CVB Financial","CVBF","386.16K","2.67B","171.52M","20.36","1.36"
"Daktronics","DAKT","227.72K","380.34M","610.54M","40.03","1.13"
"Darling Ingredients","DAR","910.83K","3.30B","3.66B","22.78","1.41"
"Dave & Buster’s Entertainment","PLAY","1.42M","2.00B","1.17B","19.03","0.39"
"Depomed","DEPO","1.20M","459.10M","381.49M","","1.42"
"DHI Group","DHX","540.70K","112.82M","188.02M","6.11","1.05"
"Diamondrock Hospitality","DRH","2.22M","2.32B","850.01M","31.51","1.45"
"Digi","DGII","104.22K","356.88M","207.81M","47.06","1.4"
"Dime Community","DCOM","183.88K","676.28M","114.51M","11.36","0.48"
"DineEquity","DIN","350.45K","1.32B","666.08M","","0.02"
"Diodes","DIOD","317.37K","1.87B","1.13B","25.93","0.94"
"Diplomat Pharmacy","DPLO","1.10M","1.41B","5.04B","","1.16"
"Donnelley Financial Solutions","DFIN","308.92K","630.36M","993.20M","28.7",""
"Dorman","DORM","258.60K","2.53B","917.75M","21.25","1.01"
"DSP Group","DSPG","57.83K","276.65M","124.28M","","0.85"
"DXP Enterprises","DXPE","86.62K","809.09M","1.11B","34.63","2.55"
"Eagle Pharm","EGRX","255.51K","1.18B","215.73M","37.2","1.38"
"EastGroup Properties","EGP","205.59K","3.44B","287.20M","41.24","0.81"
"Ebix","EBIX","180.10K","2.41B","393.10M","23.05","1.28"
"Echo Global","ECHO","416.03K","939.23M","2.27B","47.42","1.62"
"eHealth","EHTH","170.08K","480.71M","141.19M","","1.27"
"El Paso Electric","EE","273.09K","2.58B","921.17M","6.58","0.34"
"El Pollo Loco Holdings Inc","LOCO","437.42K","448.18M","413.75M","226.24","0.37"
"Electro Scientific","ESIO","1.31M","791.32M","405.82M","5.72","0.94"
"Electronics for Imaging","EFII","542.66K","1.52B","1.02B","257.69","1.09"
"Emergent Biosolutions","EBS","303.43K","2.75B","681.25M","25.54","1.21"
"Employers","EIG","116.40K","1.43B","804.00M","11.35","1.07"
"Enanta","ENTA","217.99K","1.82B","215.35M","21.02","0.96"
"Encore Capital","ECPG","232.43K","1.03B","1.30B","11.54","1.52"
"Encore Wire","WIRE","70.70K","1.05B","1.22B","17.75","1.84"
"Engility","EGL","126.15K","1.23B","1.92B","44.36","1.9"
"Enova International Inc","ENVA","381.17K","1.15B","969.18M","28.02","2.54"
"Enpro Industries","NPO","174.12K","1.52B","1.38B","3.05","1.1"
"ePlus","PLUS","96.51K","1.34B","1.41B","24.57","1.14"
"Era Group Inc","ERA","49.59K","271.76M","233.96M","","0.99"
"ESCO Technologies","ESE","84.24K","1.70B","726.47M","29.13","0.96"
"Essendant Inc","ESND","402.41K","586.31M","5.00B","","1.35"
"Ethan Allen Interiors","ETH","219.95K","586.30M","766.78M","18.02","0.88"
"Evercore","EVR","476.94K","5.27B","1.88B","14.76","1.72"
"EW Scripps A","SSP","458.46K","1.16B","959.59M","","2.07"
"ExlServices","EXLS","135.26K","2.01B","807.30M","26.19","1.27"
"Exponent","EXPO","89.53K","2.62B","367.92M","40.95","0.59"
"Express","EXPR","1.87M","784.74M","2.15B","38.45","0.81"
"Exterran Corp","EXTN","132.80K","1.03B","1.36B","6705.88",""
"EZCORP","EZPW","653.57K","629.06M","789.25M","12.24","1.43"
"Fabrinet","FN","314.61K","1.55B","1.40B","17.97","0.54"
"FARO","FARO","97.02K","1.14B","387.74M","","1.57"
"Federal Signal","FSS","248.39K","1.51B","970.40M","24.96","1.31"
"Fidelity","LION","93.74K","642.40M","","17.4","0.93"
"Fiesta","FRGI","257.10K","773.96M","667.21M","210.53","0.59"
"First Bancorp","FBP","1.79M","1.84B","","24.58","1.83"
"First Commonwealth Financial","FCF","459.70K","1.68B","","1071.75","1.01"
"First Financial Bancorp","FFBC","348.78K","3.04B","282.93M","20.23","1.01"
"First Financial Bankshares","FFIN","239.49K","3.96B","191.07M","30.04","1.13"
"First Midwest","FMBI","612.36K","2.76B","353.60M","20.92","1.15"
"First NBC Bank","FNBCQ","165.09K","778.85K","","","-1.39"
"FirstCash","FCFS","296.66K","3.58B","1.79B","26.68","0.51"
"Five Below","FIVE","1.01M","5.89B","1.34B","50.5","0.44"
"Flotek","FTK","828.35K","128.51M","271.58M","","1.54"
"Forestar","FOR","65.06K","998.15M","110.18M","","1.77"
"Forrester","FORR","49.01K","807.48M","344.85M","59.91","0.46"
"Forward Air","FWRD","239.25K","1.85B","1.22B","23.39","1.44"
"Four Corners Property Trust Inc","FCPT","411.31K","1.74B","136.82M","19.68",""
"Fox Factory","FOXF","214.54K","2.41B","535.10M","36.82","0.64"
"Francescass","FRAN","1.27M","273.03M","464.40M","26.04","0.15"
"Franklin Electric","FELE","128.12K","2.25B","1.24B","24.42","1.6"
"Franklin Street Properties","FSP","101.89K","887.87M","269.04M","","0.74"
"Freds","FRED","984.34K","67.81M","3.24B","","1.31"
"FTD Companies Inc","FTD","327.56K","112.03M","1.06B","","0.1"
"FutureFuel","FF","65.02K","586.59M","276.67M","9.71","1.71"
"G-III Apparel","GIII","568.12K","2.26B","2.89B","25.1","0.18"
"Gannett","GCI","1.11M","1.15B","3.10B","17.04",""
"Genesco","GCO","287.48K","831.46M","2.91B","","0.96"
"Gentherm","THRM","216.00K","1.68B","1.02B","32.91","1.61"
"Geo","GEO","730.70K","3.07B","2.28B","19.65","1.24"
"Geospace","GEOS","64.55K","181.13M","78.84M","","1.29"
"Getty","GTY","123.54K","1.16B","129.82M","24.76","0.45"
"Gibraltar Industries","ROCK","284.79K","1.39B","1.01B","19.2","1.8"
"Glacier","GBCI","338.70K","3.68B","","22.73","1.39"
"Glatfelter","GLT","221.88K","704.84M","1.64B","32.43","1.12"
"Government Propertiesome","GOV","941.46K","1.59B","394.15M","55.32","1.11"
"Great Western Bancorp Inc","GWB","227.60K","2.47B","279.33M","14.78","1.52"
"Green Dot","GDOT","357.16K","4.34B","952.15M","37.3","0.72"
"Green Plains Energy","GPRE","700.45K","737.45M","3.85B","444.13","1.03"
"Greenbrier","GBX","505.93K","1.88B","2.44B","15.13","1.78"
"Greenhill&Co","GHL","435.18K","758.66M","291.02M","560.65","1.18"
"Griffon","GFF","259.73K","786.87M","1.52B","","1.33"
"Group 1 Automotive","GPI","255.41K","1.52B","16.93B","9.99","1.88"
"Guess?","GES","970.72K","1.86B","2.43B","47.64","0.12"
"Gulf Island Fabrication","GIFI","58.52K","145.17M","198.46M","","1.01"
"H B Fuller","FUL","352.29K","2.87B","2.74B","39.34","1.48"
"Haemonetics","HAE","775.58K","5.16B","922.32M","105.92","0.95"
"Hanmi","HAFC","177.70K","844.16M","124.60M","13.45","0.76"
"Harmonic","HLIT","565.77K","445.21M","382.27M","","0.64"
"Harsco","HSC","444.82K","1.99B","1.68B","23.68","2.76"
"Haverty Furniture","HVT","95.28K","450.46M","820.96M","17.79","0.75"
"Hawaiian","HA","1.08M","2.13B","2.79B","8.7","1.3"
"Hawkins","HWKN","31.46K","419.92M","520.23M","","0.71"
"Haynes","HAYN","103.71K","497.61M","413.78M","","1.5"
"HCI Group Inc","HCI","56.31K","375.56M","303.30M","","1.66"
"Healthcare Services","HCSG","931.78K","3.02B","2.00B","41.01","0.82"
"Healthequity Inc","HQY","603.30K","5.12B","244.01M","91.75","1.35"
"HealthStream","HSTM","130.05K","970.98M","238.18M","69.86","0.61"
"Heartland Express","HTLD","511.23K","1.61B","660.33M","36.3","0.6"
"Heidrick&Struggles","HSII","115.15K","803.85M","691.12M","57.8","1.69"
"Helix","HLX","1.47M","1.40B","695.41M","83.25","2.66"
"HFF","HF","289.58K","1.73B","618.66M","13","1.12"
"Hibbett Sports","HIBB","772.59K","459.44M","967.24M","13.39","0.7"
"HighPoint","HPR","1.77M","1.07B","342.44M","","3.46"
"Hillenbrand","HI","224.55K","3.23B","1.74B","29.15","1.3"
"HMS Holdings","HMSY","566.30K","2.55B","548.90M","130.24","0.94"
"Home BancShares","HOMB","1.05M","4.08B","","17.87","1.17"
"Hope Bancorp","HOPE","505.88K","2.33B","345.44M","12.41","1.31"
"Horace Mann Educators","HMN","101.96K","1.83B","1.17B","23.45","0.75"
"Hornbeck","HOS","247.63K","172.85M","209.93M","","1.45"
"Hub Group","HUBG","292.71K","1.78B","4.49B","22.03","1.43"
"Iconix Brand","ICON","2.44M","29.75M","204.22M","","1.03"
"ICU Medical","ICUI","94.54K","5.94B","1.45B","71.24","0.33"
"II-VI","IIVI","858.10K","2.83B","1.16B","36.77","0.07"
"ILG","ILG","1.39M","4.23B","1.82B","19.6","1.47"
"Independent Bank","INDB","72.74K","2.41B","","22.57","0.94"
"Ingevity","NGVT","243.49K","4.21B","1.04B","32.59",""
"Innophoss","IPHS","143.20K","863.75M","789.10M","24.63","0.73"
"Innospec","IOSP","106.86K","1.83B","1.37B","17.59","1.04"
"Inogen Inc","INGN","142.22K","4.82B","309.11M","125.73","1.06"
"Insight Enterprises","NSIT","203.16K","1.89B","7.14B","14.29","1.2"
"Insperity","NSP","299.42K","4.65B","3.56B","41.3","0.75"
"Installed Building","IBP","175.43K","1.60B","1.23B","37.82","0.86"
"Integer Hld","ITGR","209.35K","2.27B","1.45B","","0.78"
"Integra","IART","503.33K","5.35B","1.37B","44.09","0.6"
"Inter Parfums","IPAR","116.24K","1.93B","619.97M","39.22","1.43"
"Interactive Brokers","IBKR","931.76K","25.76B","2.25B","15.05","0.97"
"Interface, Inc.","TILE","423.73K","1.34B","1.05B","18.05","1.14"
"INTL FCStone","INTL","123.69K","1.04B","33.93B","28.93","1.78"
"Intrepid Potash","IPI","1.00M","460.19M","169.57M","","1.24"
"Invacare","IVC","328.99K","555.50M","984.47M","","2.43"
"Investment Tech","ITG","165.77K","761.70M","501.24M","","1.67"
"Iridium","IRDM","701.85K","2.20B","486.10M","132.36","1.77"
"iRobot","IRBT","1.16M","2.37B","975.69M","35.69","1.28"
"Itron","ITRI","290.22K","2.42B","2.23B","","0.88"
"J & J Snack Foods","JJSF","76.23K","2.67B","1.15B","34.82","0.57"
"John Bean Tech","JBT","239.05K","3.42B","1.81B","35.3","1.22"
"Kaiser","KALU","121.47K","1.84B","1.49B","21.07","0.72"
"Kaman","KAMN","191.35K","1.82B","1.83B","26.87","0.74"
"KapStone Paper&Packaging","KS","520.76K","3.38B","3.44B","21.83","3.32"
"Kelly Services A","KELYA","162.08K","941.52M","5.51B","14.2","0.88"
"Kirklands","KIRK","152.09K","177.40M","643.72M","32.06","1.31"
"Kite","KRG","618.41K","1.39B","357.56M","","0.55"
"Knight Transportation","KNX","3.36M","5.92B","4.48B","23.23","1.63"
"Kopin","KOPN","586.86K","174.49M","29.13M","402.08","0.98"
"Koppers","KOP","101.81K","744.36M","1.54B","17.93","0.87"
"Korn/Ferry","KFY","476.50K","3.77B","1.82B","25.17","1.23"
"Kraton","KRA","165.91K","1.54B","2.02B","","1.31"
"Kulicke&Soffa","KLIC","607.87K","1.80B","920.18M","10.42","1.19"
"La-Z-Boy","LZB","394.75K","1.46B","1.58B","17.39","0.98"
"Lannett Com","LCI","633.52K","515.09M","652.78M","8","2.46"
"LCI Industries","LCII","215.82K","2.47B","2.44B","18.95","1.07"
"Legacy Texas Financial Grp","LTXB","221.91K","2.10B","","18.59","1.38"
"Lendingtree","TREE","239.97K","3.15B","697.57M","36.29","2.08"
"Lexington","LXP","1.06M","2.12B","407.99M","158.1","0.85"
"LGI Homes","LGIH","426.07K","1.32B","1.47B","9.55","-0.02"
"LHC Group","LHCG","282.80K","2.93B","1.36B","55.32","0.45"
"Ligand","LGND","287.87K","5.16B","168.00M","51.1","0.93"
"Lindsay","LNN","84.77K","953.53M","556.38M","38.62","0.34"
"Liquidity Services","LQDT","159.17K","234.50M","233.18M","","0.71"
"Lithia Motors","LAD","323.17K","2.08B","11.14B","7.42","1.61"
"Littelfuse","LFUS","168.50K","5.49B","1.50B","33.32","0.92"
"LivePerson","LPSN","415.81K","1.50B","233.78M","","1.04"
"LogMeIn","LOGM","596.84K","4.16B","1.13B","84.45","1.1"
"Lsb Industries","LXU","158.44K","199.72M","384.96M","","4.63"
"LSC Communications","LKSD","375.12K","389.44M","3.81B","",""
"LTC Properties","LTC","220.92K","1.71B","167.26M","13.29","0.06"
"Lumber Liquidators","LL","1.08M","542.61M","1.06B","","1.44"
"Lumentum Holdings Inc","LITE","2.37M","3.69B","1.25B","11.39",""
"Luminex","LMNX","269.76K","1.21B","311.46M","22.79","0.37"
"Lydall","LDL","84.76K","707.36M","736.14M","14.43","1.53"
"M/I Homes","MHO","213.37K","740.27M","2.09B","8.51","1.11"
"Magellan Health","MGLN","154.24K","1.86B","6.73B","18.24","0.37"
"Maiden Holdings","MHLD","648.91K","382.34M","2.86B","","1.44"
"ManTech","MANT","203.54K","2.47B","1.85B","33.71","0.81"
"Marcus","MCS","82.84K","1.12B","673.48M","21.18","0.54"
"MarineMax","HZO","291.54K","516.77M","1.12B","13.71","1.2"
"Marriot Vacations Worldwide","VAC","334.45K","3.11B","2.13B","24.42","1.41"
"Marten Transport","MRTN","296.41K","1.23B","737.43M","30.54","1.36"
"Masimo","MASI","547.74K","5.72B","843.44M","29.31","0.95"
"Materion","MTRN","86.98K","1.30B","1.22B","32.21","0.97"
"Matrix","MTRX","209.34K","543.16M","1.09B","169.2","0.95"
"Matson","MATX","207.35K","1.53B","2.13B","16.54","1.32"
"Matthews","MATW","171.55K","1.66B","1.59B","23.88","1.08"
"MDC","MDC","473.90K","1.76B","2.73B","8.89","1.38"
"Medidata","MDSO","547.34K","4.63B","586.41M","88.08","1.39"
"MEDIFAST","MED","210.37K","2.45B","371.13M","61.57","0.14"
"Mercury","MRCY","375.81K","2.39B","493.19M","58.83","0.41"
"Meridian","VIVO","311.16K","635.16M","210.17M","28.09","0.82"
"Merit","MMSI","302.17K","3.00B","798.08M","132.6","1.31"
"Meritage","MTH","380.00K","1.75B","3.39B","8.87","1.07"
"Methode Electronics","MEI","238.82K","1.45B","908.30M","13.21","1.02"
"MicroStrategy","MSTR","89.70K","1.62B","506.93M","38.22","0.61"
"MiMedx","MDXG","3.35M","476.34M","160.98M","15.11","1.51"
"MKS Instruments","MKSI","538.23K","4.99B","2.13B","12.67","0.89"
"Mobile Mini","MINI","211.22K","2.05B","565.99M","34.46","1.85"
"Momenta","MNTA","902.34K","2.02B","106.58M","","1.84"
"Monarch","MCRI","74.78K","820.27M","235.27M","27.48","1.05"
"Monotype","TYPE","284.48K","890.50M","242.90M","","1.03"
"Monro Muffler Brake","MNRO","301.77K","2.30B","1.13B","32.3","0.83"
"Moog","MOGa","112.82K","2.69B","2.66B","23.42","1.68"
"Motorcar Parts","MPAA","192.06K","454.65M","425.57M","54.21","1.72"
"Movado","MOV","185.94K","835.86M","595.83M","27.94","-0.09"
"MTS Systems","MTSC","74.21K","919.08M","781.64M","32.14","0.96"
"Mueller Industries","MLI","210.67K","1.85B","2.38B","18.58","1.49"
"Multi-Color","LABL","121.35K","1.38B","1.51B","29.93","0.74"
"Myers Industries","MYE","246.90K","763.93M","577.31M","32.46","1.59"
"MYR Group","MYRG","97.20K","595.20M","1.43B","24.48","0.55"
"Nanometrics","NANO","200.84K","1.01B","305.78M","21.07","1.72"
"National Presto Industries","NPK","54.66K","868.64M","337.60M","19.4","0.27"
"Natus","BABY","536.66K","1.19B","513.34M","","0.62"
"Nautilus","NLS","244.79K","420.45M","406.21M","20.82","1.13"
"Navigant","NCI","348.45K","1.09B","966.88M","38.73","0.84"
"NBT Bancorp","NBTB","134.19K","1.72B","","17.54","0.86"
"Neenah Paper","NP","65.23K","1.48B","1.00B","35.36","1.06"
"Nektar","NKTR","2.57M","10.24B","1.37B","12.12","2.15"
"Neogen","NEOG","174.21K","4.33B","402.26M","64.01","1.32"
"NETGEAR","NTGR","573.88K","2.13B","1.46B","56.74","2.03"
"Newpark Resources","NR","592.55K","955.38M","869.60M","37.1","1.52"
"NIC","EGOV","895.55K","1.09B","347.22M","18.71","0.68"
"Northern Oil&Gas","NOG","157.68K","859.52M","212.06M","","1.99"
"Northfield Bancorp","NFBK","106.51K","795.94M","","19.71","0.41"
"Northwest Bancshares","NWBI","549.16K","1.83B","","19.61","0.67"
"Northwest Natural Gas","NWN","137.50K","1.83B","717.89M","","0.28"
"NutriSystem","NTRI","830.24K","1.19B","691.63M","22.74","1.34"
"OFG Bancorp","OFG","315.63K","740.87M","","17.68","1.85"
"Old National Bancorp","ONB","756.01K","2.95B","","25.21","0.84"
"Ollies Bargain Outlet Holdings Inc","OLLI","535.95K","4.45B","1.13B","33.95",""
"Olympic Steel","ZEUS","136.53K","249.45M","1.47B","7.12","1.73"
"Omnicell","OMCL","289.31K","2.51B","756.01M","97.1","0.94"
"Onespan","OSPN","194.71K","695.90M","200.62M","118.81","1.38"
"Opus Bank","OPB","204.42K","1.02B","150.73M","","0.9"
"Orion Group","ORN","218.49K","261.47M","598.98M","52.77","1.19"
"Oritani","ORIT","201.86K","745.87M","","13.64","0.37"
"OSI Systems","OSIS","407.02K","1.43B","1.05B","64.2","0.9"
"Oxford Industries","OXM","165.42K","1.61B","1.09B","27.88","0.21"
"Papa John's","PZZA","1.10M","1.30B","1.76B","20.17","0.41"
"Park Electrochemical","PKE","137.77K","445.38M","114.88M","112.63","0.9"
"Patrick","PATK","248.98K","1.54B","2.04B","14.83","0.82"
"PDC Energy","PDCE","898.19K","3.64B","908.52M","","0.72"
"Pennsylvania RE","PEI","1.02M","712.98M","364.51M","","1.12"
