"Name","Symbol","Last","High","Low","Chg.","Chg. %","Vol.","Time"
"8x8","EGHT","20.75","23.10","20.60","-1.30","-5.90%","2.42M","27/07"
"A Schulman","SHLM","43.60","43.80","43.60","-0.25","-0.57%","103.78K","27/07"
"AAON","AAON","36.65","36.75","36.30","+0.15","+0.41%","179.45K","27/07"
"AAR","AIR","47.45","47.90","47.28","-0.12","-0.25%","111.99K","27/07"
"ABAXIS","ABAX","83.05","83.20","83.04","-0.18","-0.22%","98.59K","27/07"
"Abercrombie&Fitch","ANF","23.15","24.37","23.02","-0.98","-4.06%","2.14M","27/07"
"ABM Industries","ABM","30.82","31.13","30.73","+0.02","+0.06%","530.13K","27/07"
"Acadia","AKR","26.36","27.19","26.29","-0.81","-2.98%","486.83K","27/07"
"Aceto","ACET","3.15","3.40","3.14","-0.18","-5.41%","204.16K","27/07"
"Acorda","ACOR","23.95","25.20","23.80","-0.85","-3.43%","366.61K","27/07"
"Actuant","ATU","27.95","28.55","27.80","-0.50","-1.76%","206.40K","27/07"
"ADTRAN","ADTN","16.30","16.50","16.15","-0.20","-1.21%","238.19K","27/07"
"Advanced Energy","AEIS","60.00","60.84","59.16","+1.61","+2.76%","388.18K","27/07"
"AdvanSix","ASIX","39.45","40.50","39.29","-0.78","-1.94%","87.51K","27/07"
"Aegion","AEGN","24.51","25.42","24.43","-0.36","-1.45%","57.33K","27/07"
"Aerojet Rocketdyne","AJRD","28.07","29.45","28.00","-1.19","-4.07%","444.89K","27/07"
"AeroVironment","AVAV","72.09","76.32","71.72","-3.11","-4.14%","406.45K","27/07"
"Agilysys","AGYS","16.13","16.70","16.05","-0.51","-3.06%","79.44K","27/07"
"Agree","ADC","52.21","53.49","51.85","-1.18","-2.21%","285.12K","27/07"
"AK Steel","AKS","5.250","5.280","5.130","+0.060","+1.16%","12.98M","27/07"
"Alamo","ALG","91.03","92.22","90.34","-0.12","-0.13%","40.28K","27/07"
"Albany","AIN","66.10","67.25","65.53","-0.95","-1.42%","86.05K","27/07"
"Allegiant","ALGT","124.85","125.15","118.33","+6.80","+5.76%","364.71K","27/07"
"Allete","ALE","77.16","78.74","77.13","-1.01","-1.29%","190.71K","27/07"
"AMAG","AMAG","22.05","22.50","21.55","-0.45","-2.00%","432.79K","27/07"
"Amedisys","AMED","93.76","96.71","93.47","-2.65","-2.75%","193.30K","27/07"
"American Assets","AAT","36.77","37.65","36.66","-0.91","-2.42%","187.36K","27/07"
"American Axle&Manufacturing","AXL","16.09","16.12","15.43","+0.64","+4.14%","1.70M","27/07"
"American Equity Inv. Life","AEL","35.81","36.55","35.69","+0.10","+0.28%","359.47K","27/07"
"American Public Education","APEI","44.75","46.00","44.00","-0.70","-1.54%","60.40K","27/07"
"American States Water","AWR","60.33","61.66","60.07","-1.19","-1.93%","169.74K","27/07"
"American Vanguard","AVD","21.25","21.55","21.00","-0.25","-1.16%","86.42K","27/07"
"American Woodmark","AMWD","82.10","85.00","82.00","-2.70","-3.18%","156.04K","27/07"
"Ameris","ABCB","49.58","49.85","45.60","-1.27","-2.51%","337.29K","27/07"
"AMERISAFE","AMSF","63.30","64.75","62.95","-1.10","-1.71%","46.38K","27/07"
"AMN Healthcare Services","AMN","61.10","62.40","60.90","-1.10","-1.77%","314.63K","27/07"
"Amneal Pharma A","AMRX","18.63","19.00","18.44","-0.35","-1.84%","779.12K","27/07"
"Amphastar P","AMPH","17.19","17.42","17.05","-0.24","-1.38%","121.26K","27/07"
"AngioDynamics","ANGO","21.42","21.88","21.04","-0.46","-2.10%","252.81K","27/07"
"ANI Pharma","ANIP","68.08","70.98","66.65","-2.65","-3.75%","98.66K","27/07"
"Anika","ANIK","40.05","42.50","38.31","-0.63","-1.55%","450.46K","27/07"
"Anixter","AXE","70.00","70.40","69.25","+0.05","+0.07%","392.02K","27/07"
"Apogee","APOG","49.21","49.63","48.94","+0.08","+0.16%","246.67K","27/07"
"Applied Industrial Technologies","AIT","73.55","74.95","73.48","-1.15","-1.54%","83.32K","27/07"
"ArcBest Corp","ARCB","44.40","44.70","43.35","-0.10","-0.22%","222.52K","27/07"
"Archrock","AROC","13.15","13.35","13.00","-0.15","-1.13%","951.35K","27/07"
"Asbury Automotive","ABG","68.15","69.30","67.95","-0.05","-0.07%","256.04K","27/07"
"ASGN","ASGN","90.45","92.12","88.89","-1.86","-2.01%","461.04K","27/07"
"Astec","ASTE","48.27","49.77","48.15","-1.39","-2.80%","215.52K","27/07"
"Atlas Air","AAWW","67.25","68.45","66.75","-0.55","-0.81%","179.12K","27/07"
"ATN Int","ATNI","62.20","64.41","60.46","-3.04","-4.66%","81.87K","27/07"
"Avista","AVA","50.21","50.55","50.16","-0.32","-0.63%","205.62K","27/07"
"Axon Enterprise","AAXN","68.76","73.11","67.51","-3.74","-5.16%","902.08K","27/07"
"AZZ","AZZ","53.70","54.50","53.20","-0.60","-1.10%","148.10K","27/07"
"B&G Foods","BGS","31.20","31.75","30.80","-0.40","-1.27%","557.35K","27/07"
"Badger Meter","BMI","50.80","52.38","50.70","-1.55","-2.96%","110.73K","27/07"
"Balchem","BCPC","98.53","100.49","97.84","-2.04","-2.03%","65.49K","27/07"
"Banc of California","BANC","20.00","20.34","19.88","-0.15","-0.74%","701.71K","27/07"
"Banner","BANR","62.86","64.00","62.18","-0.56","-0.88%","121.86K","27/07"
"Barnes","B","68.30","69.77","64.41","+4.15","+6.47%","566.68K","27/07"
"Barnes & Noble Education Inc","BNED","5.36","5.42","5.28","-0.04","-0.74%","383.20K","27/07"
"Barnes&Noble","BKS","5.95","6.00","5.85","-0.05","-0.83%","1.44M","27/07"
"Bel Fuse B","BELFB","22.15","23.05","22.10","-0.80","-3.49%","11.36K","27/07"
"Belmond","BEL","11.00","11.45","11.00","-0.35","-3.08%","402.31K","27/07"
"Benchmark Electronics","BHE","24.15","24.70","24.10","-0.35","-1.43%","566.86K","27/07"
"Big 5","BGFV","6.35","6.45","6.15","-0.05","-0.78%","197.17K","27/07"
"Biglari","BH","189.62","190.50","187.24","+1.30","+0.69%","4.97K","27/07"
