"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"Pennsylvania RE","PEI","986.31K","718.62M","367.23M","","1.09"
"Perficient","PRFT","132.58K","1.00B","499.96M","50.38","0.87"
"Perry Ellis","PERY","141.56K","436.82M","888.00M","7.36","0.33"
"PetMed Express","PETS","658.84K","758.95M","281.53M","19.62","0.5"
"PGT Innovations","PGTI","461.37K","1.23B","570.50M","28.66","0.83"
"Phibro","PAHC","119.63K","1.90B","819.99M","28.21","0.89"
"Pinnacle","PNFP","492.73K","5.03B","","17.05","1.01"
"Pioneer Energy Services","PES","883.94K","250.29M","542.83M","","2.93"
"Piper Jaffray","PJC","71.43K","1.17B","838.67M","","1.49"
"Plexus","PLXS","146.44K","2.04B","2.77B","22.92","0.7"
"Powell Industries","POWL","36.95K","449.05M","408.77M","","1.36"
"Power Integrations","POWI","145.70K","2.16B","432.06M","33.25","0.89"
"PRA Group Inc","PRAA","255.95K","1.66B","851.38M","23.91","1.58"
"ProAssurance","PRA","470.04K","2.59B","897.25M","27.89","0.62"
"Progress","PRGS","328.36K","1.84B","403.54M","35.63","0.8"
"Proto Labs","PRLB","145.96K","4.20B","399.69M","73.16","1.21"
"Provident","PFS","163.82K","1.69B","201.79M","16.85","0.76"
"PS Business Parks","PSB","86.58K","3.57B","407.90M","22.97","0.49"
"Quaker Chemical","KWR","37.74K","2.40B","858.01M","63.45","1.35"
"Quality Systems","QSII","288.22K","1.47B","533.31M","562.96","0.62"
"Qualys","QLYS","376.07K","3.55B","255.43M","91.86","1.13"
"Quanex Building Products","NX","188.16K","575.00M","867.40M","24.38","0.69"
"QuinStreet","QNST","620.12K","715.02M","404.35M","48.4","0.98"
"Quorum Health","QHC","326.36K","140.55M","1.97B","",""
"Rambus","RMBS","748.51K","1.31B","303.91M","","0.18"
"Raven","RAVN","102.10K","1.74B","410.98M","30.95","1.63"
"Rayonier Advanced Materials","RYAM","743.63K","1.07B","1.62B","4.59","3.46"
"Re Max Holding","RMAX","113.81K","874.00M","205.80M","16.19","0.44"
"Red Robin Gourmet Burgers","RRGB","358.81K","536.76M","1.38B","30.39","0.31"
"Regis","RGS","210.10K","946.84M","1.21B","7.67","1.41"
"Rent-A-Center","RCII","2.60M","788.70M","2.64B","","0.61"
"Repligen","RGEN","323.31K","2.40B","170.75M","178.98","0.72"
"Resources Connection","RECN","145.20K","528.32M","654.13M","28.6","1.06"
"Retail Opportunity","ROIC","1.00M","2.23B","287.45M","64.56","0.6"
"REX American Resources","REX","32.79K","518.43M","480.27M","14.46","1.1"
"RLI","RLI","138.29K","3.41B","809.33M","47.94","1.25"
"Roadrunner","RRTS","846.93K","50.06M","2.21B","","0.64"
"Rogers","ROG","113.85K","2.54B","845.08M","40.59","1.52"
"RR Donnelley & Sons","RRD","1.01M","356.22M","7.05B","13.28","1.27"
"Rudolph","RTEC","198.36K","886.84M","277.58M","16.01","0.84"
"Ruth's Hospitality","RUTH","217.42K","944.81M","435.44M","26.32","0.34"
"S&T Bancorp","STBA","79.02K","1.63B","165.65M","17.57","0.61"
"Sabra","SBRA","1.29M","4.20B","610.66M","11.25","0.61"
"Safety Insurance","SAFT","30.29K","1.48B","838.42M","23.21","0.57"
"Saia","SAIA","229.98K","2.04B","1.52B","26.13","0.79"
"Sanderson Farms","SAFM","478.30K","2.42B","3.36B","17.19","0.27"
"Sanmina","SANM","355.46K","2.09B","6.99B","24.97","0.47"
"Saul Centers","BFS","37.31K","1.35B","225.70M","39.96","0.68"
"ScanSource","SCSC","87.03K","1.04B","3.85B","25.33","0.87"
"Scholastic","SCHL","107.34K","1.47B","1.63B","3687.72","0.67"
"Schweitzer-Mauduit","SWM","133.51K","1.25B","1.03B","12.95","1.32"
"Scientific Games","SGMS","1.31M","2.77B","3.25B","","2.31"
"SEACOR","CKH","122.93K","937.61M","745.33M","16.77","0.79"
"Select Medical","SEM","585.90K","2.68B","4.76B","21.15","1.31"
"Selective","SIGI","146.24K","3.78B","2.54B","21.86","1.25"
"Semtech","SMTC","458.21K","3.95B","584.55M","41.48","1.49"
"Seneca Foods A","SENEA","21.64K","313.24M","1.66B","","1.05"
"ServisFirst Bancshares","SFBS","105.72K","2.29B","162.74M","20.2","1.23"
"Shoe Carnival","SCVL","276.06K","714.76M","1.28B","","0.87"
"Shutterstock","SSTK","215.02K","1.92B","602.49M","44.25","1.43"
"Simmons First National","SFNC","344.93K","2.92B","398.99M","19.02","1.1"
"Simpson Manufacturing","SSD","276.28K","3.56B","1.05B","32.47","1.59"
"SkyWest","SKYW","185.71K","3.40B","3.22B","14.37","1.66"
"Sleep Number","SL2","0.14K","956.82M","687.32M","22.66","0.58"
"Sonic","SONC","788.69K","1.29B","435.41M","23.85","1.53"
"Sonic Automotive","SAH","207.49K","918.30M","10.08B","13.67","1.63"
"South Jersey Industries","SJI","692.88K","2.84B","1.32B","","0.53"
"Southside","SBSI","126.96K","1.25B","134.61M","18.46","0.75"
"SpartanNash Co","SPTN","226.17K","767.17M","8.11B","","1.17"
"Spectrum","SPPI","1.39M","2.28B","119.64M","","1.85"
"Spire","SR","256.62K","3.78B","1.98B","21.01","0.04"
"Spok Holdings","SPOK","108.17K","298.68M","171.15M","50.59","0.37"
"SPS Commerce","SPSC","160.48K","1.72B","234.53M","170.83","0.77"
"SPX Corp","SPXC","202.42K","1.46B","1.47B","11.99","1.52"
"SPX FLOW Inc","FLOW","204.74K","2.04B","2.04B","32.03",""
"Stage Stores","SSI","171.53K","59.29M","1.65B","","0.57"
"Stampscom","STMP","291.11K","4.51B","520.72M","24.15","-0.05"
"Standard Motor Products","SMP","91.45K","1.14B","1.07B","22.45","1.66"
"Standex","SXI","37.42K","1.38B","868.38M","23.99","1.47"
"Stein Mart","SMRT","503.70K","111.54M","1.31B","","-1.07"
"Stepan","SCL","93.31K","2.01B","1.98B","19.03","1.18"
"Sterling Bancorp","STL","1.88M","5.15B","642.84M","17.85","0.95"
"Steven Madden","SHOO","390.40K","3.40B","1.59B","27.37","0.5"
"Stewart Info Services","STC","94.18K","1.06B","1.96B","27.85","0.74"
"Strategic Education","STRA","119.29K","1.57B","458.36M","60.22","0.88"
"Sturm Ruger&Company","RGR","165.81K","1.14B","482.62M","23.78","0.04"
"Summit Hotel Properties","INN","559.08K","1.44B","560.76M","25.69","1.15"
"SunCoke Energy","SXC","364.13K","722.37M","1.42B","159.2","1.01"
"Super Micro Computer","SMCI","512.88K","998.69M","717.87M","15.27","0.22"
"Superior Industries","SUP","166.05K","542.92M","1.47B","","1.27"
"Supernus","SUPN","779.50K","2.31B","358.81M","24.74","0.83"
"Supervalu","SVU","1.70M","1.25B","14.91B","29.93","1.25"
"SurModics","SRDX","108.15K","1.05B","78.36M","","0.72"
"Sykes","SYKE","115.84K","1.29B","1.64B","23.38","0.75"
"Synchronoss Tech","SNCR","1.01M","266.01M","357.73M","","0.76"
"Synergy Resources","SRCI","431.50K","2.26B","536.74M","10.13","1.78"
"Tailored Brands","TLRD","1.72M","1.17B","3.34B","10.73","1.73"
"Take-Two","TTWO","1.87M","15.20B","2.18B","80.5","0.96"
"Team","TISI","347.91K","699.50M","1.25B","","1.74"
"Tennant","TNC","95.02K","1.38B","1.11B","74.79","0.81"
"Tetra Tech","TTEK","230.35K","3.86B","2.18B","29.94","1.03"
"Tetra Technologies","TTI","670.75K","576.87M","903.45M","46.6","0.87"
"Texas Capital","TCBI","643.20K","4.46B","577.95M","17.54","1.76"
"The Andersons","ANDE","109.78K","1.16B","3.39B","62.56","1.37"
"The Childrens Place","PLCE","557.53K","2.34B","1.95B","19.89","0.43"
"The Ensign","ENSG","248.95K","2.04B","1.95B","28.09","0.67"
"The Medicines","MDCO","758.94K","2.92B","34.91M","","0.76"
"The Navigators","NAVG","167.29K","2.08B","1.40B","26.11","0.56"
"The Providence Service","PRSC","89.77K","860.02M","1.63B","53.2","0.66"
"Tidewater","TDW","250.02K","834.73M","412.10M","","2.06"
"Tile Shop","TTS","515.58K","403.20M","347.04M","45.97","1.82"
"Timkensteel Corp","TMST","349.40K","624.63M","1.47B","","1.77"
"Titan","TWI","392.80K","448.03M","1.60B","","1.45"
"Tivity Health","TVTY","544.77K","1.38B","578.85M","18.69","0.55"
"TiVo","TIVO","845.35K","1.69B","774.84M","42.01","-0.52"
"Tompkins","TMP","6.86K","1.34B","161.27M","17.41","0.84"
"Topbuild Corp","BLD","317.79K","2.22B","2.09B","19.24",""
"Tredegar","TG","113.72K","728.57M","989.50M","38.64","1.29"
"Trex","TREX","402.11K","4.97B","640.30M","41.67","2.39"
"TrueBlue","TBI","235.89K","1.19B","2.50B","17.96","1.88"
"TrustCo Bank NY","TRST","315.19K","893.00M","97.49M","16.16","1.01"
"TTEC","TTEC","56.26K","1.21B","1.51B","","0.81"
"TTM","TTMI","779.35K","1.94B","2.79B","10.59","1.88"
"Tuesday Morning","TUES","254.50K","140.05M","1.01B","","1.46"
"U S Concrete","USCR","358.01K","810.63M","1.43B","24.68","1.03"
"UMB Financial","UMBF","213.58K","3.77B","549.96M","17.7","0.81"
"Unifi","UFI","57.39K","584.46M","678.91M","18.95","0.66"
"Unifirst","UNF","63.25K","3.54B","1.67B","33.96","0.56"
"Unit","UNT","358.76K","1.42B","801.77M","54.6","2.99"
"United Bankshares","UBSI","521.18K","4.09B","412.39M","17.22","1.09"
"United Community Banks","UCBI","407.93K","2.40B","283.25M","17.98","0.9"
"United Fire","UFCS","84.33K","1.24B","1.07B","54.65","0.49"
"United Insurances","UIHC","71.74K","891.99M","717.00M","60.27","1.68"
"Universal","UVV","213.69K","1.49B","2.13B","15.17","0.99"
"Universal Electronics","UEIC","124.99K","597.49M","684.02M","26.05","1.23"
"Universal Forest","UFPI","267.18K","2.31B","4.31B","15.18","1.85"
"Universal Health RI","UHT","31.98K","1.05B","75.10M","41.08","0.35"
"Universal Insurance","UVE","202.29K","1.56B","792.84M","11.47","1.78"
"Urstadt Biddle Properties","UBA","100.77K","856.97M","134.60M","42.03","0.3"
"US Ecology","ECOL","64.66K","1.60B","524.72M","42.29","0.59"
"US Physicalrapy","USPH","52.16K","1.59B","435.67M","89.77","1.14"
"US Silica","SLCA","2.15M","1.64B","1.50B","13.58","2.16"
"Veeco","VECO","540.75K","585.50M","591.65M","","0.5"
"Vera Bradley","VRA","373.65K","522.44M","445.10M","44.69","0.36"
"Veritiv Cor","VRTV","63.38K","756.65M","8.61B","383.69","0.53"
"Viad","VVI","55.84K","1.25B","1.95B","24.28","0.69"
"Viavi Solutions","VIAV","2.04M","2.53B","880.40M","","1.01"
"Vicor","VICR","276.12K","2.49B","255.13M","189.56","0.99"
"Virtus","VRTS","51.97K","924.43M","513.65M","14.03","1.49"
"Virtusa","VRTU","157.43K","1.73B","1.09B","176.88","1.26"
"Vitamin Shoppe","VSI","597.48K","307.88M","1.15B","","0.76"
"Wabash National","WNC","413.89K","1.04B","2.07B","7.89","1.82"
"WageWorks","WAGE","291.31K","2.12B","235.62M","45.55","1.38"
"Walker&Dunlop","WD","181.75K","1.70B","712.59M","11.46","0.64"
"Watts Water Technologies","WTS","116.09K","2.81B","1.52B","24.99","1.03"
"WD-40","WDFC","70.12K","2.46B","402.45M","43.2","0.6"
"Westamerica Bancorporation","WABC","81.56K","1.71B","93.82M","25.41","1.03"
"Winnebago Industries","WGO","570.18K","1.17B","1.94B","11.85","1.66"
"Wintrust","WTFC","478.41K","4.99B","726.16M","17.34","0.78"
"Wolverine","WWW","580.53K","3.73B","2.26B","53.9","1.03"
"World Acceptance","WRLD","60.72K","1.08B","542.59M","15.02","2.92"
"WWE","WWE","1.18M","6.82B","867.18M","112.5","1"
"XO","XOXO","185.40K","778.72M","164.03M","48.74","0.88"
"Xperi","XPER","346.51K","770.82M","344.64M","","0.51"
"Zumiez","ZUMZ","562.98K","793.39M","952.55M","27.59","1.18"
