"Name","Symbol","Last","High","Low","Chg.","Chg. %","Vol.","Time"
"8x8","EGHT","22.45","22.68","22.25","+0.15","+0.67%","644.26K","15:59:59"
"A Schulman","SHLM","44.00","44.18","43.60","+0.00","+0.00%","0","20/08"
"AAON","AAON","42.75","43.20","42.20","+0.60","+1.42%","259.93K","15:59:59"
"AAR","AIR","45.99","46.23","45.10","+0.89","+1.97%","136.57K","15:59:59"
"Abercrombie&Fitch","ANF","28.35","28.56","27.74","+0.07","+0.25%","2.79M","15:59:59"
"ABM Industries","ABM","32.95","33.44","32.39","+0.66","+2.04%","574.33K","15:59:59"
"Acadia","AKR","28.58","28.61","28.34","+0.11","+0.39%","804.95K","15:59:59"
"Aceto","ACET","3.31","3.34","3.26","0.01","0.15%","180.62K","15:59:59"
"Acorda","ACOR","28.90","29.15","28.35","+0.55","+1.94%","306.16K","15:59:59"
"Actuant","ATU","29.45","29.50","29.10","+0.35","+1.20%","409.53K","15:59:59"
"ADTRAN","ADTN","16.90","16.90","16.55","+0.35","+2.11%","248.34K","15:59:59"
"Advanced Energy","AEIS","58.45","59.03","57.66","+0.96","+1.67%","318.55K","15:59:59"
"AdvanSix","ASIX","33.36","33.81","33.15","+0.25","+0.76%","145.00K","15:59:59"
"Aegion","AEGN","25.51","25.60","24.77","+0.51","+2.04%","112.26K","15:59:59"
"Aerojet Rocketdyne","AJRD","36.62","36.71","36.04","+0.81","+2.26%","515.97K","15:59:59"
"AeroVironment","AVAV","86.18","87.53","85.31","+1.06","+1.25%","239.79K","15:59:59"
"Agilysys","AGYS","15.99","16.04","15.88","+0.14","+0.88%","75.56K","15:59:59"
"Agree","ADC","56.30","56.30","55.94","+0.17","+0.30%","149.65K","15:59:59"
"AK Steel","AKS","4.470","4.500","4.400","+0.070","+1.59%","9.36M","15:59:59"
"Alamo","ALG","99.99","101.05","98.52","+1.16","+1.17%","78.02K","15:59:59"
"Albany","AIN","78.20","78.90","77.35","+1.15","+1.49%","199.88K","15:59:59"
"Allegiant","ALGT","136.60","137.50","136.15","-0.15","-0.11%","105.74K","15:59:59"
"Allete","ALE","78.48","78.50","77.73","-0.05","-0.06%","169.90K","15:59:59"
"AMAG","AMAG","24.75","24.90","24.10","+0.65","+2.70%","413.37K","15:59:59"
"Amedisys","AMED","119.92","120.50","118.57","+0.41","+0.34%","278.42K","15:59:59"
"American Assets","AAT","39.62","39.73","39.42","-0.02","-0.05%","206.16K","15:59:59"
"American Axle&Manufacturing","AXL","17.96","18.05","17.72","+0.26","+1.47%","1.96M","15:59:59"
"American Equity Inv. Life","AEL","37.57","37.83","37.07","+0.16","+0.43%","575.91K","15:59:59"
"American Public Education","APEI","35.75","36.60","35.60","-0.40","-1.11%","114.45K","15:59:59"
"American States Water","AWR","61.18","61.40","60.87","+0.33","+0.54%","167.49K","15:59:59"
"American Vanguard","AVD","19.80","20.05","19.05","+0.75","+3.94%","105.57K","15:59:59"
"American Woodmark","AMWD","86.60","86.95","83.55","+3.10","+3.71%","107.66K","15:59:59"
"Ameris","ABCB","50.05","50.35","49.65","+0.40","+0.81%","276.95K","15:59:59"
"AMERISAFE","AMSF","63.20","63.60","62.85","-0.05","-0.08%","90.37K","15:59:59"
"AMN Healthcare Services","AMN","58.30","58.95","57.20","+1.30","+2.28%","244.64K","15:59:59"
"Amneal Pharma A","AMRX","23.76","24.25","23.37","-0.51","-2.10%","1.55M","15:59:59"
"Amphastar P","AMPH","18.22","18.25","17.91","+0.26","+1.45%","195.21K","15:59:59"
"AngioDynamics","ANGO","22.43","22.50","22.11","+0.39","+1.77%","175.90K","15:59:59"
"ANI Pharma","ANIP","56.71","57.09","55.67","+0.58","+1.03%","80.44K","15:59:59"
"Anika","ANIK","41.22","42.01","41.01","0.00","0.00%","111.92K","15:59:59"
"Anixter","AXE","73.10","73.68","72.75","+0.40","+0.55%","156.91K","15:59:59"
"Apogee","APOG","50.45","50.84","49.63","+0.82","+1.65%","134.97K","15:59:59"
"Applied Industrial Technologies","AIT","78.30","78.90","77.40","+1.15","+1.49%","243.87K","15:59:59"
"ArcBest Corp","ARCB","47.75","48.20","47.20","+0.65","+1.38%","236.37K","15:59:59"
"Archrock","AROC","12.55","12.70","12.45","0.00","0.00%","897.72K","15:59:59"
