"Name","Symbol","Last","High","Low","Chg.","Chg. %","Vol.","Time"
"B&G Foods","BGS","31.32","31.50","30.75","+0.33","+1.05%","529.13K","16:00:00"
"Badger Meter","BMI","51.75","52.35","51.65","-0.80","-1.52%","78.57K","16:00:00"
"Balchem","BCPC","99.78","100.11","98.67","-0.37","-0.37%","49.99K","16:00:01"
"Banc of California","BANC","19.88","20.00","19.73","-0.12","-0.62%","219.19K","16:00:00"
"Banner","BANR","65.51","66.47","65.44","-0.63","-0.95%","114.98K","16:00:02"
"Barnes","B","65.60","65.95","64.76","-0.37","-0.56%","118.28K","16:00:00"
"Barnes & Noble Education Inc","BNED","6.22","6.27","6.11","-0.06","-0.96%","129.75K","16:00:00"
"Barnes&Noble","BKS","6.35","6.35","6.20","+0.05","+0.79%","539.69K","16:00:00"
"Bel Fuse B","BELFB","25.30","25.60","25.03","-0.30","-1.17%","8.50K","16:00:02"
"Belmond","BEL","15.90","15.95","15.55","-0.05","-0.31%","851.96K","16:00:00"
"Benchmark Electronics","BHE","25.52","25.70","25.30","-0.12","-0.49%","350.68K","16:00:00"
"Big 5","BGFV","5.85","5.95","5.75","-0.10","-1.68%","233.47K","16:00:02"
"Biglari","BH","199.00","205.28","195.70","-0.95","-0.48%","9.05K","16:00:00"
"BioTelemetry","BEAT","53.450","54.925","52.350","-1.450","-2.64%","425.28K","16:00:02"
"BJs Restaurants","BJRI","64.40","64.90","63.70","+0.30","+0.47%","213.95K","16:00:02"
"Black Box","BBOX","1.56","1.70","1.55","-0.12","-7.14%","255.21K","16:00:02"
"Blackbaud","BLKB","96.27","98.64","95.57","-1.93","-1.97%","235.34K","16:00:02"
"Blucora","BCOR","34.350","34.650","34.250","-0.250","-0.72%","293.20K","16:00:02"
"BofI Holding","BOFI","37.34","38.39","37.15","-0.77","-2.02%","386.16K","16:00:01"
"Boise Cascad Llc","BCC","44.00","44.10","43.55","-0.40","-0.90%","190.10K","16:00:00"
"Boston Private","BPFH","13.80","14.05","13.80","-0.20","-1.43%","506.81K","16:00:01"
"Bottomline","EPAY","60.13","60.15","58.85","+0.57","+0.96%","331.51K","16:00:02"
"Boyd Gaming","BYD","35.17","35.32","34.61","-0.19","-0.54%","696.50K","16:00:00"
"Brady","BRC","37.30","37.50","36.80","-0.15","-0.40%","134.86K","16:00:00"
"Briggs&Stratton","BGG","18.41","18.42","17.89","-0.13","-0.70%","706.87K","16:00:00"
"Brinks","BCO","77.05","78.60","76.30","-1.40","-1.78%","223.79K","16:00:00"
"Bristow","BRS","10.53","10.96","10.40","-0.41","-3.75%","1.16M","16:00:00"
"Brookline Bancorp","BRKL","17.85","18.05","17.80","-0.15","-0.83%","260.05K","16:00:01"
"Brooks Automation","BRKS","29.13","29.66","28.91","-0.42","-1.42%","381.24K","16:00:01"
"Buckle","BKE","26.80","27.60","26.45","-1.15","-4.11%","398.33K","16:00:00"
"Cabot","CCMP","109.99","116.41","109.52","-11.42","-9.41%","780.65K","16:00:02"
"CACI","CACI","180.35","181.20","176.75","-0.90","-0.50%","164.50K","16:00:00"
"Cal-Maine","CALM","49.10","49.85","49.00","-0.57","-1.16%","254.95K","16:00:02"
"CalAmp","CAMP","23.31","23.59","23.24","-0.28","-1.19%","199.79K","16:00:02"
"Calavo Growers","CVGW","100.90","102.80","100.45","-1.00","-0.98%","214.37K","16:00:01"
"Caleres","CAL","35.94","36.82","35.78","-1.13","-3.05%","375.13K","16:00:00"
"California Water Service","CWT","40.30","40.78","40.25","-0.40","-0.98%","117.17K","16:00:00"
"Callaway Golf","ELY","22.48","22.65","22.34","-0.14","-0.60%","729.23K","16:00:00"
"Cambrex","CBM","61.45","61.50","60.25","+0.75","+1.24%","192.54K","16:00:00"
"Cantel Medical","CMD","94.55","95.64","92.88","-0.89","-0.93%","170.25K","16:00:00"
"Capstead Mortgage","CMO","8.44","8.49","8.39","+0.06","+0.72%","1.10M","16:00:00"
"Carbo Ceramics","CRR","7.90","8.49","7.85","-0.65","-7.60%","539.71K","16:00:00"
"Cardtronics","CATM","32.83","33.62","31.76","+0.99","+3.11%","736.72K","16:00:01"
"Career","CECO","16.80","16.81","16.55","+0.09","+0.54%","279.33K","16:00:02"
"Caretrust Inc","CTRE","17.92","17.98","17.65","+0.06","+0.34%","2.06M","16:00:02"
"Carrizo Oil&Gas","CRZO","22.63","23.72","21.67","-1.69","-6.95%","13.41M","16:00:01"
"Cato","CATO","23.41","24.69","23.15","-1.41","-5.68%","378.05K","16:00:00"
"Cavco","CVCO","226.80","228.80","222.50","+0.20","+0.09%","21.03K","16:00:02"
"Cedar Realty","CDR","4.50","4.52","4.44","+0.02","+0.45%","113.62K","16:00:00"
"Celadon","CGIP","3.35","3.47","3.35","+0.02","+0.60%","17.95K","15:16:00"
"Central Garden&Pet","CENT","39.10","39.40","38.74","-0.10","-0.26%","227.00K","16:00:01"
"Central Garden&Pet A","CENTA","35.94","36.30","35.57","-0.33","-0.91%","646.48K","16:00:02"
"Century Aluminum","CENX","11.09","12.22","11.04","-1.37","-11.00%","2.91M","16:00:01"
"CEVA","CEVA","28.35","29.50","28.10","-1.25","-4.22%","139.13K","16:00:02"
"Chart Industries","GTLS","75.56","77.26","74.98","-2.08","-2.68%","468.19K","16:00:01"
"Chemed","CHE","314.11","317.88","312.26","-3.06","-0.96%","81.11K","16:00:00"
"Chemours Co","CC","42.940","43.950","42.000","-1.400","-3.16%","1.14M","16:00:00"
"Chesapeake Lodging","CHSP","31.99","32.20","31.79","+0.22","+0.69%","181.69K","16:00:00"
"Chuy's Holdings","CHUY","27.600","27.600","26.850","+0.400","+1.47%","134.58K","16:00:02"
"Cincinnati Bell","CBB","12.050","12.600","11.725","-0.550","-4.37%","640.81K","16:00:00"
"CIRCOR","CIR","43.58","44.32","42.90","-0.94","-2.11%","74.84K","16:00:00"
"City Holding","CHCO","80.55","81.59","80.41","-0.94","-1.15%","28.19K","16:00:02"
"Clearwater Paper","CLW","25.80","25.80","25.00","+0.40","+1.57%","144.33K","16:00:00"
"Cloud Peak Energy","CLD","2.260","2.380","2.220","-0.100","-4.24%","517.27K","16:00:00"
"CMTSU Liquidation","CBRI","0.003","0.003","0.002","0.001","33.33%","9.43K","15:40:00"
"Cogent","CCOI","52.30","52.70","51.75","+0.05","+0.10%","271.45K","16:00:01"
"Coherent","COHR","180.45","180.85","177.31","-1.32","-0.73%","314.35K","16:00:01"
"Cohu","COHU","26.38","27.43","26.20","-1.09","-3.97%","138.32K","16:00:02"
"Columbia Banking","COLB","41.72","42.79","41.69","-0.91","-2.13%","224.50K","16:00:02"
"Comfort Systems","FIX","55.35","56.15","55.30","-0.45","-0.81%","145.98K","16:00:00"
"Community Bank System","CBU","64.33","65.00","64.02","-0.56","-0.86%","146.22K","16:00:00"
"Community Health Systems","CYH","3.20","3.44","3.17","-0.03","-0.93%","2.48M","16:00:03"
"Computer Programs&Systems","CPSI","27.10","27.73","27.05","-0.45","-1.63%","178.36K","16:00:02"
"Comtech","CMTL","34.58","34.79","34.25","-0.17","-0.49%","56.32K","16:00:02"
"CONMED","CNMD","76.58","78.03","76.27","-1.30","-1.67%","91.99K","16:00:02"
"Consolidated Communications","CNSL","11.50","11.61","11.38","-0.04","-0.35%","561.15K","16:00:02"
"Contango Oil&Gas","MCF","5.11","5.16","4.61","+0.32","+6.68%","47.62K","14/08"
"Cooper Stnd","CPS","135.75","136.46","134.48","-1.23","-0.90%","75.24K","16:00:00"
"Core-Mark","CORE","33.51","33.57","32.41","+0.37","+1.12%","342.16K","16:00:01"
"CoreSite","COR","113.81","114.15","112.24","+0.83","+0.73%","248.84K","16:00:00"
"Corindus Vascular Robotics","CR3","0.783","0.783","0.783","-0.034","-4.16%","0","02:15:00"
"CorVel","CRVL","57.80","59.00","57.50","-0.25","-0.43%","26.94K","16:00:02"
"CPB","CPF","28.27","28.47","28.05","-0.14","-0.49%","153.33K","16:00:00"
"Cray","CRAY","21.35","21.35","20.75","+0.10","+0.47%","241.96K","16:00:01"
"Crocs","CROX","18.30","18.74","18.17","-0.34","-1.82%","782.42K","16:00:01"
"Cross Country","CCRN","9.42","9.64","9.40","-0.09","-0.95%","201.03K","16:00:02"
"CryoLife","CRY","32.05","32.15","31.55","-0.05","-0.16%","121.61K","16:00:00"
"CSG Systems","CSGS","37.24","37.37","36.76","-0.08","-0.21%","168.57K","16:00:02"
"CTS Corp","CTS","34.80","35.55","34.65","-0.65","-1.83%","90.04K","16:00:00"
"Cubic","CUB","72.45","73.80","72.25","-1.45","-1.96%","90.38K","16:00:00"
"Customers Bancorp","CUBI","24.33","24.93","24.31","-0.61","-2.45%","170.54K","16:00:00"
"CVB Financial","CVBF","24.15","24.51","24.12","-0.27","-1.11%","441.72K","16:00:02"
"Daktronics","DAKT","8.59","8.64","8.35","+0.14","+1.66%","276.33K","16:00:02"
"Darling Ingredients","DAR","19.41","19.73","19.21","-0.21","-1.07%","585.07K","16:00:00"
"Dave & Buster’s Entertainment","PLAY","52.38","52.45","51.48","+0.04","+0.08%","384.07K","16:00:02"
"Depomed","DEPO","7.30","7.42","7.09","+0.00","+0.00%","0","14/08"
"DHI Group","DHX","2.00","2.05","1.98","0.00","0.00%","118.46K","16:00:00"
"Diamondrock Hospitality","DRH","11.73","11.81","11.62","+0.07","+0.60%","1.35M","16:00:00"
"Digi","DGII","12.70","13.00","12.63","-0.25","-1.93%","54.39K","16:00:01"
"Dime Community","DCOM","18.10","18.25","17.88","0.00","0.00%","288.31K","16:00:02"
"DineEquity","DIN","77.59","77.71","76.06","+1.10","+1.44%","199.63K","16:00:00"
"Diodes","DIOD","37.13","37.73","36.74","-0.71","-1.88%","234.15K","16:00:02"
"Diplomat Pharmacy","DPLO","19.00","19.64","18.68","-0.53","-2.69%","1.07M","16:00:00"
"Donnelley Financial Solutions","DFIN","19.43","19.51","19.06","+0.13","+0.67%","154.26K","16:00:00"
"Dorman","DORM","77.20","77.44","76.35","+0.39","+0.51%","104.47K","16:00:01"
"DSP Group","DSPG","12.05","12.15","11.88","0.00","0.00%","81.12K","16:00:02"
"DXP Enterprises","DXPE","45.32","47.55","44.60","-1.00","-2.16%","109.76K","16:00:02"
"Eagle Pharm","EGRX","77.90","79.55","76.52","-1.46","-1.84%","178.33K","16:00:02"
"EastGroup Properties","EGP","96.36","96.97","95.81","+0.08","+0.08%","89.11K","16:00:00"
"Ebix","EBIX","76.50","77.25","75.20","+0.10","+0.13%","172.41K","16:00:01"
"Echo Global","ECHO","32.35","32.50","31.90","-0.10","-0.31%","245.68K","16:00:01"
"eHealth","EHTH","29.04","29.55","28.11","+1.00","+3.57%","241.82K","16:00:02"
"El Paso Electric","EE","62.65","64.08","62.30","-0.80","-1.26%","372.80K","16:00:00"
"El Pollo Loco Holdings Inc","LOCO","12.00","12.00","11.65","+0.25","+2.13%","350.71K","15:59:47"
"Electro Scientific","ESIO","23.22","23.72","22.86","-0.43","-1.82%","773.40K","16:00:02"
"Electronics for Imaging","EFII","34.32","34.53","33.12","+0.29","+0.85%","327.22K","16:00:01"
"Emergent Biosolutions","EBS","57.10","57.61","56.84","-0.52","-0.90%","132.50K","16:00:00"
"Employers","EIG","43.90","44.35","43.80","-0.15","-0.34%","50.03K","16:00:00"
"Enanta","ENTA","87.99","90.53","85.75","-1.99","-2.21%","320.78K","16:00:02"
"Encore Capital","ECPG","39.45","39.75","38.96","-0.15","-0.38%","317.57K","16:00:01"
"Encore Wire","WIRE","48.85","50.05","48.70","-1.60","-3.17%","56.22K","16:00:02"
"Engility","EGL","33.160","33.850","32.930","-0.690","-2.04%","52.23K","16:00:00"
"Enova International Inc","ENVA","34.30","34.68","33.30","-0.10","-0.29%","246.71K","16:00:00"
"Enpro Industries","NPO","72.70","72.81","71.63","+0.10","+0.14%","187.77K","16:00:00"
"ePlus","PLUS","100.50","100.70","98.85","0.00","0.00%","64.45K","16:00:01"
"Era Group Inc","ERA","11.74","11.79","11.44","-0.18","-1.51%","44.78K","16:00:00"
"ESCO Technologies","ESE","66.35","67.00","66.15","-0.60","-0.90%","59.63K","16:00:00"
"Essendant Inc","ESND","14.93","15.32","14.89","-0.52","-3.37%","104.30K","16:00:02"
"Ethan Allen Interiors","ETH","22.75","22.75","22.25","+0.10","+0.44%","228.64K","16:00:00"
"Evercore","EVR","110.90","113.15","110.53","-1.70","-1.51%","264.81K","16:00:00"
"EW Scripps A","SSP","14.43","14.44","14.15","+0.02","+0.14%","203.56K","16:00:02"
"ExlServices","EXLS","58.90","59.20","58.44","-0.43","-0.72%","73.07K","16:00:01"
"Exponent","EXPO","50.35","51.60","50.25","-1.20","-2.33%","121.29K","16:00:02"
"Express","EXPR","10.11","10.62","9.90","-0.60","-5.60%","1.40M","16:00:00"
"Exterran Corp","EXTN","27.73","28.74","27.44","-1.07","-3.72%","111.46K","16:00:00"
"EZCORP","EZPW","11.35","11.50","11.33","-0.05","-0.44%","454.66K","16:00:02"
"Fabrinet","FN","42.42","43.24","42.03","-0.87","-2.01%","207.64K","16:00:00"
"FARO","FARO","66.15","67.45","65.90","-1.35","-2.00%","53.69K","16:00:01"
"Federal Signal","FSS","25.94","26.20","25.69","-0.21","-0.80%","201.78K","16:00:00"
"Fidelity","LION","23.65","23.98","23.62","-0.20","-0.84%","99.69K","15:59:53"
"Fiesta","FRGI","28.500","28.750","28.000","0.000","0.00%","185.43K","16:00:00"
"First Bancorp","FBP","8.630","8.920","8.600","-0.150","-1.71%","1.51M","16:00:00"
"First Commonwealth Financial","FCF","16.86","17.05","16.85","-0.15","-0.88%","229.39K","16:00:00"
"First Financial Bancorp","FFBC","31.10","31.50","31.05","-0.35","-1.11%","200.56K","16:00:01"
"First Financial Bankshares","FFIN","58.75","59.63","58.65","-0.65","-1.09%","120.25K","16:00:01"
"First Midwest","FMBI","26.60","27.01","26.58","-0.35","-1.30%","288.13K","16:00:02"
"First NBC Bank","FNBCQ","0.04","0.04","0.03","-0.00","-1.23%","10.40K","15:58:00"
"FirstCash","FCFS","79.45","81.20","79.10","-1.55","-1.91%","131.26K","16:00:00"
"Five Below","FIVE","105.150","105.860","103.330","-0.790","-0.75%","565.82K","16:00:02"
"Flotek","FTK","2.10","2.21","2.06","-0.03","-1.18%","737.85K","16:00:00"
"Forestar","FOR","24.15","24.45","23.90","-0.15","-0.62%","23.89K","16:00:00"
"Forrester","FORR","46.85","46.95","45.45","+0.70","+1.52%","49.70K","16:00:02"
"Forward Air","FWRD","62.35","62.79","61.32","-0.44","-0.70%","104.81K","16:00:02"
"Four Corners Property Trust Inc","FCPT","26.71","26.81","26.45","+0.23","+0.87%","249.10K","16:00:00"
"Fox Factory","FOXF","64.50","67.15","64.30","-2.70","-4.02%","347.05K","16:00:01"
"Francescass","FRAN","7.49","7.84","7.46","-0.30","-3.85%","633.62K","16:00:02"
"Franklin Electric","FELE","48.05","48.30","47.30","-0.40","-0.83%","106.54K","16:00:01"
"Franklin Street Properties","FSP","8.19","8.27","8.19","-0.03","-0.36%","32.67K","14/08"
"Freds","FRED","1.84","1.86","1.73","+0.07","+3.95%","589.64K","16:00:01"
"FTD Companies Inc","FTD","3.91","4.06","3.80","-0.19","-4.63%","146.89K","16:00:02"
"FutureFuel","FF","13.53","13.69","13.34","-0.06","-0.44%","40.81K","16:00:00"
"G-III Apparel","GIII","44.04","46.39","43.64","-2.75","-5.88%","467.96K","16:00:01"
"Gannett","GCI","10.23","10.36","10.15","-0.14","-1.40%","478.33K","16:00:00"
"Genesco","GCO","42.60","43.85","42.10","-1.40","-3.18%","238.70K","16:00:00"
"Gentherm","THRM","46.05","46.85","45.95","-0.30","-0.65%","175.35K","16:00:01"
"Geo","GEO","24.80","25.03","24.60","-0.27","-1.08%","755.66K","16:00:00"
"Geospace","GEOS","13.37","13.38","13.18","+0.01","+0.07%","47.59K","16:00:02"
"Getty","GTY","29.06","29.17","28.98","-0.01","-0.03%","45.49K","16:00:00"
"Gibraltar Industries","ROCK","44.10","44.25","43.40","-0.25","-0.56%","83.34K","16:00:01"
"Glacier","GBCI","43.78","44.31","43.66","-0.42","-0.95%","290.37K","16:00:02"
"Glatfelter","GLT","15.87","15.90","15.31","+0.34","+2.19%","842.15K","16:00:00"
"Government Propertiesome","GOV","16.47","16.52","16.07","+0.27","+1.67%","857.90K","16:00:02"
"Great Western Bancorp Inc","GWB","42.22","42.57","42.16","-0.36","-0.85%","145.89K","16:00:00"
"Green Dot","GDOT","83.39","83.91","81.85","-0.35","-0.42%","277.47K","16:00:00"
"Green Plains Energy","GPRE","16.95","17.45","16.30","-0.55","-3.14%","1.21M","16:00:02"
"Greenbrier","GBX","56.80","58.15","56.40","-1.75","-2.99%","318.09K","16:00:00"
"Greenhill&Co","GHL","30.65","31.55","30.20","-0.90","-2.85%","351.60K","16:00:00"
"Griffon","GFF","17.30","17.38","16.85","+0.05","+0.29%","159.87K","16:00:00"
"Group 1 Automotive","GPI","76.71","77.19","74.80","+0.73","+0.96%","243.46K","16:00:00"
"Guess?","GES","21.80","23.63","21.63","-2.31","-9.58%","899.99K","16:00:00"
"Gulf Island Fabrication","GIFI","9.65","10.00","9.40","-0.35","-3.50%","52.75K","16:00:02"
"H B Fuller","FUL","56.01","56.58","55.26","-0.60","-1.07%","281.56K","16:00:00"
"Haemonetics","HAE","103.39","103.55","101.82","+0.09","+0.09%","439.25K","16:00:00"
"Hanmi","HAFC","25.350","25.700","25.250","-0.350","-1.36%","201.75K","16:00:02"
"Harmonic","HLIT","5.250","5.300","5.000","+0.250","+5.00%","533.50K","16:00:02"
"Harsco","HSC","24.25","24.50","23.60","-0.80","-3.19%","223.74K","16:00:00"
"Haverty Furniture","HVT","21.85","21.90","21.50","-0.10","-0.46%","50.30K","16:00:00"
"Hawaiian","HA","42.70","42.79","41.80","+0.55","+1.30%","452.80K","16:00:01"
"Hawkins","HWKN","38.85","39.65","38.30","-0.45","-1.15%","19.08K","16:00:02"
"Haynes","HAYN","37.60","38.76","37.32","-1.42","-3.64%","87.49K","16:00:02"
"HCI Group Inc","HCI","41.32","41.81","41.23","-0.11","-0.27%","26.20K","16:00:00"
"Healthcare Services","HCSG","40.68","40.77","40.13","-0.09","-0.22%","366.06K","16:00:02"
"Healthequity Inc","HQY","85.40","86.41","83.82","+0.57","+0.67%","368.31K","16:00:02"
"HealthStream","HSTM","29.52","29.80","29.23","-0.36","-1.20%","55.70K","16:00:01"
"Heartland Express","HTLD","19.73","19.76","19.26","+0.08","+0.41%","387.72K","16:00:01"
"Heidrick&Struggles","HSII","41.80","42.38","41.55","-0.45","-1.07%","135.64K","16:00:01"
"Helix","HLX","8.86","9.17","8.71","-0.36","-3.96%","825.85K","16:00:00"
"HFF","HF","43.98","44.37","43.33","-0.52","-1.16%","161.68K","16:00:00"
"Hibbett Sports","HIBB","25.15","25.80","24.60","-0.65","-2.52%","453.68K","16:00:02"
"HighPoint","HPR","4.71","4.87","4.60","-0.20","-4.17%","2.15M","16:00:00"
"Hillenbrand","HI","51.70","52.25","51.38","-0.60","-1.15%","190.15K","16:00:00"
"HMS Holdings","HMSY","30.78","30.86","30.36","-0.03","-0.10%","370.61K","16:00:01"
"Home BancShares","HOMB","23.36","24.56","23.34","-0.39","-1.64%","516.68K","16:00:02"
"Hope Bancorp","HOPE","17.36","17.50","17.27","-0.06","-0.34%","558.01K","16:00:02"
"Horace Mann Educators","HMN","44.90","45.20","44.65","-0.10","-0.22%","81.25K","16:00:00"
"Hornbeck","HOS","4.02","4.06","3.85","-0.16","-3.83%","172.79K","16:00:00"
"Hub Group","HUBG","50.60","52.05","50.50","-1.55","-2.97%","259.66K","16:00:02"
"Iconix Brand","ICON","0.46","0.47","0.41","+0.04","+8.90%","2.55M","16:00:01"
"ICU Medical","ICUI","296.45","296.85","287.55","+3.25","+1.11%","188.42K","16:00:01"
"II-VI","IIVI","45.25","45.65","44.70","-0.40","-0.88%","315.92K","16:00:02"
"ILG","ILG","34.05","34.30","33.92","-0.23","-0.67%","670.39K","16:00:02"
"Independent Bank","INDB","88.45","90.00","88.15","-0.40","-0.45%","77.46K","16:00:02"
"Ingevity","NGVT","96.6800","98.8800","96.2400","-2.2500","-2.27%","180.04K","16:00:00"
"Innophoss","IPHS","43.09","43.79","42.88","-0.87","-1.98%","58.55K","16:00:01"
"Innospec","IOSP","74.15","74.65","72.88","-0.65","-0.87%","80.22K","16:00:02"
"Inogen Inc","INGN","228.66","231.24","225.04","-2.58","-1.12%","167.29K","16:00:02"
"Insight Enterprises","NSIT","54.00","54.01","53.28","+0.46","+0.86%","242.13K","16:00:01"
"Insperity","NSP","110.65","111.85","109.65","-1.25","-1.12%","179.94K","16:00:00"
"Installed Building","IBP","49.05","49.20","47.40","+0.85","+1.76%","220.13K","16:00:00"
"Integer Hld","ITGR","68.75","69.54","67.85","-0.85","-1.22%","222.98K","16:00:00"
"Integra","IART","62.01","62.30","61.48","-0.50","-0.80%","517.77K","16:00:01"
"Inter Parfums","IPAR","63.40","63.40","62.55","+0.65","+1.04%","93.05K","16:00:02"
"Interactive Brokers","IBKR","60.00","61.27","59.63","-1.80","-2.91%","665.16K","16:00:02"
"Interface, Inc.","TILE","22.65","24.25","22.40","-0.35","-1.52%","271.06K","16:00:02"
"INTL FCStone","INTL","54.59","55.99","54.50","-0.98","-1.76%","28.50K","16:00:02"
"Intrepid Potash","IPI","3.185","3.350","3.125","-0.105","-3.19%","1.38M","16:00:00"
"Invacare","IVC","16.55","16.60","16.05","+0.25","+1.53%","236.92K","16:00:00"
"Investment Tech","ITG","22.18","22.22","21.95","+0.07","+0.34%","121.70K","16:00:00"
"Iridium","IRDM","19.75","20.30","19.48","-0.50","-2.47%","940.46K","16:00:02"
"iRobot","IRBT","89.28","89.37","85.68","+1.50","+1.71%","540.68K","16:00:02"
"Itron","ITRI","61.35","61.55","60.15","-0.30","-0.49%","178.41K","16:00:01"
"J & J Snack Foods","JJSF","144.76","145.40","143.70","-0.04","-0.03%","38.73K","16:00:02"
"John Bean Tech","JBT","108.80","108.95","105.25","+1.65","+1.54%","156.05K","16:00:00"
"Kaiser","KALU","104.37","107.99","102.01","-3.91","-3.61%","151.64K","16:00:02"
"Kaman","KAMN","65.30","66.31","64.99","-1.25","-1.88%","158.02K","16:00:00"
"KapStone Paper&Packaging","KS","34.23","34.52","34.23","-0.27","-0.77%","497.09K","16:00:00"
"Kelly Services A","KELYA","24.86","24.92","24.44","+0.02","+0.08%","85.93K","16:00:01"
"Kirklands","KIRK","11.33","11.63","11.24","-0.16","-1.39%","84.30K","15:59:55"
"Kite","KRG","17.03","17.12","16.85","+0.17","+1.01%","694.57K","16:00:00"
"Knight Transportation","KNX","32.38","32.69","31.57","-0.39","-1.19%","1.57M","16:00:00"
