"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"PDC Energy","PDCE","898.19K","3.41B","845.89M","","0.68"
"Pennsylvania RE","PEI","999.74K","752.43M","367.23M","","1.11"
"Perficient","PRFT","239.02K","945.43M","499.96M","47.69","0.84"
"Perry Ellis","PERY","87.98K","438.09M","888.00M","7.37","0.34"
"PetMed Express","PETS","664.52K","779.64M","281.53M","20.58","0.52"
"PGT Innovations","PGTI","495.25K","1.27B","570.50M","29.43","0.85"
"Phibro","PAHC","105.54K","1.99B","803.04M","31.06","0.92"
"Pinnacle","PNFP","522.27K","5.07B","534.63M","17.3","1.01"
"Pioneer Energy Services","PES","942.07K","242.47M","542.83M","","2.97"
"Piper Jaffray","PJC","77.16K","1.18B","838.67M","","1.52"
"Plexus","PLXS","156.62K","1.97B","2.77B","22.1","0.68"
"Powell Industries","POWL","56.05K","457.43M","408.77M","","1.35"
"Power Integrations","POWI","162.99K","2.12B","432.06M","32.64","0.9"
"PRA Group Inc","PRAA","407.16K","1.68B","851.38M","24.76","1.63"
"ProAssurance","PRA","494.26K","2.55B","897.25M","27.37","0.57"
"Progress","PRGS","514.27K","1.74B","403.54M","33.84","0.76"
"Proto Labs","PRLB","143.30K","3.70B","399.69M","66.2","1.13"
"Provident","PFS","167.59K","1.71B","201.79M","16.98","0.77"
"PS Business Parks","PSB","89.54K","3.60B","407.90M","23.06","0.49"
"Quaker Chemical","KWR","37.71K","2.30B","858.01M","61.53","1.36"
"Quality Systems","QSII","327.16K","1.41B","533.31M","540.09","0.58"
"Qualys","QLYS","272.04K","3.34B","255.43M","86.57","1.12"
"Quanex Building Products","NX","193.27K","594.28M","867.40M","25.42","0.73"
"QuinStreet","QNST","634.94K","639.14M","404.35M","44.7","0.93"
"Quorum Health","QHC","364.03K","126.96M","1.97B","",""
"Rambus","RMBS","923.63K","1.25B","303.91M","","0.19"
"Raven","RAVN","132.08K","1.40B","394.91M","27.84","1.53"
"Rayonier Advanced Materials","RYAM","792.59K","1.07B","1.62B","4.64","3.43"
"Re Max Holding","RMAX","117.18K","867.79M","205.80M","16.02","0.46"
"Red Robin Gourmet Burgers","RRGB","337.53K","510.43M","1.38B","19.5","0.36"
"Regis","RGS","175.37K","834.43M","1.34B","6.8","1.32"
"Rent-A-Center","RCII","1.69M","788.70M","2.64B","","0.62"
"Repligen","RGEN","273.07K","2.17B","170.75M","161.86","0.68"
"Resources Connection","RECN","120.65K","510.76M","654.13M","27.57","1.05"
"Retail Opportunity","ROIC","1.17M","2.18B","287.45M","63.9","0.59"
"REX American Resources","REX","35.74K","477.45M","460.25M","16.36","1.09"
"RLI","RLI","144.23K","3.44B","809.33M","48.42","1.26"
"Roadrunner","RRTS","880.94K","69.31M","2.21B","","0.8"
"Rogers","ROG","115.25K","2.42B","845.08M","38.8","1.47"
"RR Donnelley & Sons","RRD","1.05M","352.70M","7.05B","13.68","1.33"
"Rudolph","RTEC","204.58K","862.91M","277.58M","15.43","0.86"
"Ruth's Hospitality","RUTH","249.57K","952.93M","435.44M","26.45","0.33"
"S&T Bancorp","STBA","95.44K","1.59B","165.65M","17.21","0.6"
"Sabra","SBRA","1.99M","4.15B","610.66M","11.06","0.59"
"Safety Insurance","SAFT","46.63K","1.47B","838.42M","22.71","0.56"
"Saia","SAIA","218.60K","1.98B","1.52B","25.67","0.78"
"Sanderson Farms","SAFM","563.59K","2.49B","3.44B","10.12","0.26"
"Sanmina","SANM","991.17K","2.05B","6.99B","24.57","0.45"
"Saul Centers","BFS","38.09K","1.34B","225.70M","39.44","0.64"
"ScanSource","SCSC","99.74K","1.09B","3.77B","22.54","0.89"
"Scholastic","SCHL","130.00K","1.44B","1.63B","3616.67","0.67"
"Schweitzer-Mauduit","SWM","145.18K","1.25B","1.03B","12.91","1.34"
"Scientific Games","SGMS","947.55K","2.70B","3.25B","","2.47"
"SEACOR","CKH","134.29K","912.82M","745.33M","16.59","0.8"
"Select Medical","SEM","550.89K","2.59B","4.76B","20.56","1.34"
"Selective","SIGI","177.02K","3.74B","2.54B","21.67","1.24"
"Semtech","SMTC","557.70K","3.21B","574.47M","38.45","1.39"
"Seneca Foods A","SENEA","15.79K","303.59M","1.66B","","0.98"
"ServisFirst Bancshares","SFBS","150.50K","2.31B","162.74M","20.21","1.25"
"Shoe Carnival","SCVL","255.89K","533.26M","1.28B","19.23","0.7"
"Shutterstock","SSTK","214.39K","1.78B","602.49M","40.85","1.35"
"Simmons First National","SFNC","534.96K","2.85B","398.99M","18.6","1.09"
"Simpson Manufacturing","SSD","270.55K","3.39B","1.05B","30.88","1.59"
"SkyWest","SKYW","273.85K","3.18B","3.22B","13.61","1.65"
"Sleep Number","SL2","0.14K","946.45M","1.31B","22.66","0.58"
"Sonic","SONC","845.97K","1.26B","435.41M","23.33","1.54"
"Sonic Automotive","SAH","209.12K","931.11M","10.08B","14.08","1.63"
"South Jersey Industries","SJI","709.80K","2.84B","1.32B","","0.55"
"Southside","SBSI","163.06K","1.25B","134.61M","18.62","0.75"
"SpartanNash Co","SPTN","299.72K","714.48M","10.51B","","1.22"
"Spectrum","SPPI","1.33M","2.41B","119.64M","","1.88"
"Spire","SR","283.89K","3.89B","1.98B","21.58","0.03"
"Spok Holdings","SPOK","95.76K","299.66M","171.15M","51.25","0.36"
"SPS Commerce","SPSC","147.37K","1.65B","234.53M","165.04","0.72"
"SPX Corp","SPXC","207.55K","1.49B","1.47B","12.24","1.57"
"SPX FLOW Inc","FLOW","214.42K","2.03B","2.04B","32.14",""
"Stage Stores","SSI","199.64K","58.16M","1.95B","","0.57"
"Stampscom","STMP","384.31K","4.21B","520.72M","22.46","-0.03"
"Standard Motor Products","SMP","93.88K","1.14B","1.07B","22.64","1.66"
"Standex","SXI","34.43K","1.39B","857.96M","26.14","1.47"
"Stein Mart","SMRT","520.78K","125.42M","1.31B","","-1.06"
"Stepan","SCL","102.01K","1.98B","1.98B","18.88","1.19"
"Sterling Bancorp","STL","1.93M","5.12B","642.84M","17.7","0.96"
"Steven Madden","SHOO","476.25K","3.33B","1.59B","26.92","0.48"
"Stewart Info Services","STC","111.07K","1.06B","1.96B","28.08","0.75"
"Strategic Education","STRA","93.12K","1.46B","458.36M","58.26","0.83"
"Sturm Ruger&Company","RGR","171.20K","1.04B","482.62M","21.42","-0.04"
"Summit Hotel Properties","INN","575.94K","1.43B","560.76M","25.44","1.17"
"SunCoke Energy","SXC","376.75K","702.95M","1.42B","156.78","1.03"
"Super Micro Computer","SMCI","512.88K","917.86M","717.87M","14.11","0.25"
"Superior Industries","SUP","170.67K","566.69M","1.47B","","1.23"
"Supernus","SUPN","659.85K","2.34B","358.81M","24.79","0.91"
"Supervalu","SVU","1.71M","1.24B","14.91B","29.7","1.26"
"SurModics","SRDX","32.27K","980.67M","78.36M","","0.6"
"Sykes","SYKE","145.07K","1.25B","1.64B","22.67","0.75"
"Synchronoss Tech","SNCR","1.01M","256.38M","357.73M","","0.56"
"Synergy Resources","SRCI","443.33K","2.25B","536.74M","10.25","1.86"
"Tailored Brands","TLRD","1.63M","1.07B","3.34B","10.02","1.68"
"Take-Two","TTWO","2.20M","14.15B","2.18B","75.27","0.91"
"Team","TISI","345.70K","734.03M","1.25B","","1.74"
"Tennant","TNC","94.62K","1.38B","1.11B","74.3","0.85"
"Tetra Tech","TTEK","270.35K","3.88B","2.18B","29.81","0.99"
"Tetra Technologies","TTI","680.49K","607.03M","903.45M","50.16","0.86"
"Texas Capital","TCBI","471.03K","4.65B","577.95M","18.35","1.79"
"The Andersons","ANDE","139.16K","1.15B","3.39B","62.63","1.33"
"The Childrens Place","PLCE","392.35K","2.19B","1.87B","18.18","0.38"
"The Ensign","ENSG","249.64K","1.94B","1.95B","26.85","0.65"
"The Medicines","MDCO","1.51M","2.94B","34.91M","","0.77"
"The Navigators","NAVG","101.93K","1.94B","1.40B","24.34","0.5"
"The Providence Service","PRSC","86.77K","853.10M","1.63B","52.98","0.69"
"Tidewater","TDW","257.90K","788.56M","412.10M","","2.09"
"Tile Shop","TTS","993.54K","408.47M","347.04M","48.07","1.87"
"Timkensteel Corp","TMST","352.23K","597.88M","1.47B","","1.78"
"Titan","TWI","383.04K","441.45M","1.60B","","1.57"
"Tivity Health","TVTY","437.82K","1.31B","578.85M","17.74","0.55"
"TiVo","TIVO","1.54M","1.51B","774.84M","38.47","-0.57"
"Tompkins","TMP","7.08K","1.32B","161.27M","17.2","0.84"
"Topbuild Corp","BLD","283.17K","2.64B","2.09B","21.29",""
"Tredegar","TG","109.91K","721.93M","989.50M","38.2","1.35"
"Trex","TREX","391.60K","4.76B","640.30M","39.93","2.39"
"TrueBlue","TBI","243.83K","1.17B","2.50B","17.93","1.87"
"TrustCo Bank NY","TRST","311.34K","893.00M","97.49M","16.16","1.02"
"TTEC","TTEC","55.56K","1.19B","1.51B","","0.89"
"TTM","TTMI","913.36K","1.86B","2.79B","10.18","1.87"
"Tuesday Morning","TUES","259.67K","139.85M","999.51M","","1.46"
"U S Concrete","USCR","349.30K","868.65M","1.43B","26.34","1.07"
"UMB Financial","UMBF","236.14K","3.81B","549.96M","17.99","0.8"
"Unifi","UFI","59.36K","603.43M","678.91M","21.36","0.66"
"Unifirst","UNF","62.56K","3.54B","1.67B","33.91","0.58"
"Unit","UNT","372.83K","1.42B","801.77M","56.32","3"
"United Bankshares","UBSI","725.70K","4.08B","412.39M","17.18","1.08"
"United Community Banks","UCBI","493.37K","2.46B","283.25M","18.46","0.91"
"United Fire","UFCS","90.11K","1.27B","1.07B","56.52","0.55"
"United Insurances","UIHC","162.95K","900.98M","717.00M","60.88","1.7"
"Universal","UVV","264.00K","1.49B","2.13B","15.26","1.05"
"Universal Electronics","UEIC","90.04K","582.28M","684.02M","25.83","1.14"
"Universal Forest","UFPI","306.86K","2.28B","4.31B","15.19","1.87"
"Universal Health RI","UHT","33.19K","1.01B","75.10M","39.49","0.3"
"Universal Insurance","UVE","206.43K","1.55B","792.84M","11.48","1.81"
"Urstadt Biddle Properties","UBA","102.35K","854.40M","134.60M","42.12","0.29"
"US Ecology","ECOL","97.67K","1.56B","524.72M","41.27","0.57"
"US Physicalrapy","USPH","51.13K","1.45B","435.67M","81.89","1.08"
"US Silica","SLCA","1.99M","1.81B","1.50B","14.27","2.27"
"Veeco","VECO","723.52K","529.39M","591.65M","","0.56"
"Vera Bradley","VRA","334.69K","507.47M","445.10M","44.94","0.32"
"Veritiv Cor","VRTV","63.62K","759.03M","8.61B","377.26","0.44"
"Viad","VVI","60.07K","1.23B","1.95B","24.07","0.67"
"Viavi Solutions","VIAV","2.45M","2.50B","880.40M","","0.98"
"Vicor","VICR","112.49K","2.37B","255.13M","178.03","0.98"
"Virtus","VRTS","61.07K","936.61M","513.65M","14.16","1.51"
"Virtusa","VRTU","221.45K","1.59B","1.09B","165.58","1.23"
"Vitamin Shoppe","VSI","576.93K","306.67M","1.15B","","0.57"
"Wabash National","WNC","412.45K","1.08B","2.07B","8.09","1.87"
"WageWorks","WAGE","311.74K","2.09B","235.62M","44.36","1.39"
"Walker&Dunlop","WD","186.54K","1.71B","712.59M","11.52","0.69"
"Watts Water Technologies","WTS","117.93K","2.84B","1.52B","25.25","1.06"
"WD-40","WDFC","60.92K","2.38B","402.45M","42.26","0.58"
"Westamerica Bancorporation","WABC","95.13K","1.68B","93.82M","24.97","1.02"
"Winnebago Industries","WGO","610.63K","1.18B","1.94B","11.86","1.7"
"Wintrust","WTFC","353.73K","5.10B","726.16M","17.77","0.79"
"Wolverine","WWW","598.14K","3.64B","2.26B","52.66","1"
"World Acceptance","WRLD","111.75K","1.08B","542.59M","14.99","2.88"
"WWE","WWE","1.22M","6.20B","867.18M","103.42","0.97"
"XO","XOXO","197.15K","762.14M","164.03M","48.47","0.87"
"Xperi","XPER","599.71K","797.83M","344.64M","","0.54"
"Zumiez","ZUMZ","383.79K","742.45M","952.55M","26.12","1.05"
