"Name","Symbol","Last","High","Low","Chg.","Chg. %","Vol.","Time"
"B&G Foods","BGS","31.00","31.45","30.85","-0.15","-0.48%","749.72K","15:59:59"
"Badger Meter","BMI","52.40","52.45","51.75","+0.85","+1.65%","97.73K","15:59:59"
"Balchem","BCPC","101.82","102.42","97.65","+4.60","+4.73%","130.03K","15:59:59"
"Banc of California","BANC","19.95","20.10","19.85","-0.05","-0.25%","203.22K","15:59:59"
"Banner","BANR","64.42","64.44","63.72","+0.57","+0.89%","126.71K","15:59:59"
"Barnes","B","66.94","67.08","65.94","+1.13","+1.72%","184.28K","15:59:59"
"Barnes & Noble Education Inc","BNED","5.77","5.87","5.74","-0.05","-0.86%","158.70K","15:59:59"
"Barnes&Noble","BKS","5.90","5.95","5.75","0.00","0.00%","574.76K","15:59:59"
"Bel Fuse B","BELFB","24.50","24.75","24.26","-0.05","-0.20%","19.04K","15:59:59"
"Belmond","BEL","11.35","11.40","11.15","+0.15","+1.34%","378.86K","15:59:59"
"Benchmark Electronics","BHE","24.95","25.15","24.80","+0.20","+0.81%","642.30K","15:59:59"
"Big 5","BGFV","5.75","5.95","5.70","+0.05","+0.88%","222.42K","15:59:59"
"Biglari","BH","181.21","185.64","177.45","-2.47","-1.34%","15.86K","15:59:59"
"BioTelemetry","BEAT","57.150","57.648","55.408","+2.000","+3.63%","403.54K","15:59:59"
"BJs Restaurants","BJRI","62.50","63.05","60.95","+1.45","+2.38%","230.53K","15:59:59"
"Black Box","BBOX","1.46","1.49","1.40","-0.02","-1.35%","226.38K","15:59:59"
"Blackbaud","BLKB","99.25","100.00","96.89","+2.31","+2.38%","565.51K","15:59:59"
"Blucora","BCOR","34.400","34.800","34.000","-0.250","-0.72%","694.84K","15:59:59"
"BofI Holding","BOFI","40.12","41.84","40.03","-1.73","-4.13%","772.39K","15:59:59"
"Boise Cascad Llc","BCC","44.60","45.15","40.66","+0.60","+1.36%","1.31M","15:59:59"
"Boston Private","BPFH","14.50","14.55","14.30","0.00","0.00%","271.24K","15:59:59"
"Bottomline","EPAY","56.02","56.14","55.01","+0.62","+1.12%","326.55K","15:59:59"
"Boyd Gaming","BYD","36.68","36.94","36.46","-0.10","-0.27%","595.43K","15:59:59"
"Brady","BRC","37.25","37.25","36.85","+0.40","+1.09%","121.25K","15:59:59"
"Briggs&Stratton","BGG","17.64","17.81","17.56","-0.07","-0.40%","123.55K","15:59:59"
"Brinks","BCO","79.50","79.85","79.30","-0.05","-0.06%","243.25K","15:59:59"
"Bristow","BRS","11.66","12.33","11.27","-0.69","-5.59%","1.32M","15:59:59"
"Brookline Bancorp","BRKL","18.05","18.15","17.95","-0.05","-0.28%","281.52K","15:59:59"
"Brooks Automation","BRKS","31.55","32.26","31.43","-0.24","-0.76%","785.87K","15:59:59"
"Buckle","BKE","24.65","24.80","24.20","+0.35","+1.44%","427.16K","15:59:59"
"Cabot","CCMP","122.77","122.88","121.91","+0.27","+0.22%","160.62K","15:59:59"
"CACI","CACI","181.55","181.65","176.75","+4.50","+2.54%","156.96K","15:59:59"
"Cal-Maine","CALM","45.50","45.55","44.40","+0.90","+2.02%","344.54K","15:59:59"
"CalAmp","CAMP","22.91","23.03","22.59","+0.16","+0.70%","485.48K","15:59:59"
"Calavo Growers","CVGW","95.70","96.00","94.65","+0.95","+1.00%","49.53K","15:59:59"
"Caleres","CAL","34.46","34.56","33.90","+0.37","+1.09%","217.33K","15:59:59"
"California Water Service","CWT","40.50","40.60","40.15","+0.55","+1.38%","146.54K","15:59:59"
"Callaway Golf","ELY","22.09","22.31","21.86","+0.37","+1.70%","2.61M","15:59:59"
"Cambrex","CBM","62.45","63.85","61.65","-1.30","-2.04%","623.05K","15:59:59"
"Cantel Medical","CMD","95.03","95.15","92.51","+1.02","+1.08%","251.54K","15:59:59"
"Capstead Mortgage","CMO","8.23","8.25","8.19","-0.02","-0.24%","614.20K","15:59:59"
"Carbo Ceramics","CRR","8.70","8.92","8.42","-0.15","-1.69%","380.97K","15:59:59"
"Cardtronics","CATM","31.71","32.21","30.30","+1.51","+5.00%","883.64K","15:59:59"
"Career","CECO","16.86","17.09","16.61","-0.06","-0.35%","383.39K","15:59:59"
"Caretrust Inc","CTRE","17.86","17.97","17.55","+0.24","+1.36%","643.62K","15:59:59"
"Carrizo Oil&Gas","CRZO","27.50","27.85","27.26","+0.25","+0.92%","2.22M","15:59:59"
"Cato","CATO","25.18","25.21","24.79","+0.21","+0.84%","151.20K","15:59:59"
"Cavco","CVCO","210.50","215.05","208.35","-3.10","-1.45%","111.28K","15:59:59"
"Cedar Realty","CDR","4.71","4.74","4.59","+0.09","+1.95%","483.46K","15:59:59"
"Celadon","CGIP","3.00","3.13","3.00","-0.09","-2.91%","39.69K","15:57:00"
"Central Garden&Pet","CENT","43.68","43.93","43.11","+0.42","+0.97%","116.45K","15:59:59"
"Central Garden&Pet A","CENTA","40.39","40.81","39.97","+0.11","+0.27%","195.84K","15:59:59"
"Century Aluminum","CENX","12.79","13.10","12.55","+0.02","+0.16%","1.98M","15:59:59"
"CEVA","CEVA","32.55","32.60","31.45","+1.05","+3.33%","73.31K","15:59:59"
"Chart Industries","GTLS","77.45","77.76","76.61","+1.02","+1.33%","189.21K","15:59:59"
"Chemed","CHE","319.73","320.08","315.00","+3.69","+1.17%","58.02K","15:59:59"
"Chemours Co","CC","46.370","47.280","46.210","-0.670","-1.42%","1.63M","15:59:59"
"Chesapeake Lodging","CHSP","32.07","32.15","31.74","-0.01","-0.03%","197.69K","15:59:59"
"Chuy's Holdings","CHUY","31.100","31.375","30.650","+0.250","+0.81%","60.17K","15:59:59"
"Cincinnati Bell","CBB","13.750","13.900","12.950","+0.600","+4.56%","205.81K","15:59:59"
"CIRCOR","CIR","44.31","44.41","43.24","+0.68","+1.56%","113.37K","15:59:59"
"City Holding","CHCO","80.16","80.64","79.77","+0.06","+0.07%","47.20K","15:59:59"
"Clearwater Paper","CLW","25.95","26.32","25.65","-0.25","-0.95%","132.65K","15:59:59"
"Cloud Peak Energy","CLD","2.570","2.670","2.560","-0.060","-2.28%","322.49K","15:59:59"
"CMTSU Liquidation","CBRI","0.003","0.003","0.003","0.000","0.00%","48.72K","10:05:00"
"Cogent","CCOI","50.25","50.85","49.15","-0.23","-0.45%","337.71K","15:59:59"
"Coherent","COHR","187.23","187.89","181.89","+5.13","+2.82%","409.43K","15:59:59"
"Cohu","COHU","27.27","27.37","25.83","+0.98","+3.73%","397.66K","15:59:59"
"Columbia Banking","COLB","41.60","41.66","41.09","+0.31","+0.75%","146.52K","15:59:59"
"Comfort Systems","FIX","55.70","56.20","55.60","+0.45","+0.81%","311.29K","15:59:59"
"Community Bank System","CBU","63.34","63.87","63.20","-0.18","-0.28%","143.26K","15:59:59"
"Community Health Systems","CYH","3.32","3.42","3.19","+0.10","+3.11%","2.52M","15:59:59"
"Computer Programs&Systems","CPSI","26.70","26.95","26.15","+0.30","+1.14%","160.65K","15:59:59"
"Comtech","CMTL","34.67","34.68","33.75","+0.85","+2.51%","180.25K","15:59:59"
"CONMED","CNMD","78.04","80.65","77.81","-2.04","-2.55%","179.90K","15:59:59"
"Consolidated Communications","CNSL","11.27","11.40","10.84","+0.42","+3.87%","1.03M","15:59:59"
"Contango Oil&Gas","MCF","5.27","5.36","5.10","+0.17","+3.33%","12.19K","05/08"
"Cooper Stnd","CPS","143.47","144.14","141.39","+0.77","+0.54%","146.44K","15:59:59"
"Core-Mark","CORE","25.14","25.22","24.03","+0.63","+2.57%","676.35K","15:59:59"
"CoreSite","COR","114.27","115.06","113.92","-0.03","-0.03%","560.46K","15:59:59"
"Corindus Vascular Robotics","CR3","0.947","0.947","0.892","+0.058","+6.52%","0.10K","13:18:00"
"CorVel","CRVL","56.65","57.25","56.40","+0.10","+0.18%","23.48K","15:59:59"
"CPB","CPF","27.78","27.81","27.19","+0.01","+0.04%","70.86K","15:59:59"
"Cray","CRAY","22.40","23.30","22.23","-0.60","-2.61%","470.67K","15:59:59"
"Crocs","CROX","18.12","18.41","17.84","+0.14","+0.78%","1.86M","15:59:59"
"Cross Country","CCRN","8.68","8.80","8.33","+0.20","+2.36%","562.33K","15:59:59"
"CryoLife","CRY","29.60","30.35","29.50","-0.25","-0.84%","99.60K","15:59:59"
"CSG Systems","CSGS","38.51","38.65","37.36","+0.67","+1.77%","135.46K","15:59:59"
"CTS Corp","CTS","35.50","35.70","34.80","+0.35","+1.00%","92.55K","15:59:59"
"Cubic","CUB","67.25","67.30","66.15","+0.55","+0.82%","64.77K","15:59:59"
"Customers Bancorp","CUBI","25.95","26.06","25.60","+0.24","+0.93%","276.42K","15:59:59"
"CVB Financial","CVBF","23.95","24.01","23.64","+0.17","+0.71%","404.04K","15:59:59"
"Daktronics","DAKT","8.46","8.54","8.40","-0.03","-0.35%","234.59K","15:59:59"
"Darling Ingredients","DAR","20.51","20.78","20.44","0.00","0.00%","944.32K","15:59:59"
"Dave & Buster’s Entertainment","PLAY","50.67","50.74","49.12","+1.20","+2.43%","697.47K","15:59:59"
"Depomed","DEPO","8.81","8.94","8.58","+0.13","+1.50%","801.69K","15:59:59"
"DHI Group","DHX","2.05","2.10","2.00","0.00","0.00%","176.18K","15:59:59"
"Diamondrock Hospitality","DRH","11.82","11.84","11.67","+0.02","+0.17%","1.71M","15:59:59"
"Digi","DGII","13.20","13.25","12.95","+0.25","+1.93%","69.45K","15:59:59"
"Dime Community","DCOM","17.60","17.70","17.35","+0.20","+1.15%","262.51K","15:59:59"
"DineEquity","DIN","73.59","75.91","73.42","-1.18","-1.58%","283.43K","15:59:59"
"Diodes","DIOD","36.78","36.82","36.05","+0.42","+1.16%","188.69K","15:59:59"
"Diplomat Pharmacy","DPLO","21.46","21.62","20.84","+0.25","+1.18%","1.02M","15:59:59"
"Donnelley Financial Solutions","DFIN","18.13","18.49","17.69","-0.43","-2.32%","568.64K","15:59:59"
"Dorman","DORM","75.54","75.73","72.80","+2.24","+3.06%","128.98K","15:59:59"
"DSP Group","DSPG","12.10","12.35","12.05","-0.05","-0.41%","56.17K","15:59:59"
"DXP Enterprises","DXPE","41.82","42.29","41.26","+0.28","+0.67%","99.02K","15:59:59"
"Eagle Pharm","EGRX","77.14","78.22","76.43","-0.56","-0.72%","257.00K","15:59:59"
"EastGroup Properties","EGP","96.58","97.87","96.48","-0.98","-1.00%","133.99K","15:59:59"
"Ebix","EBIX","80.65","81.73","80.10","-0.15","-0.19%","131.38K","15:59:59"
"Echo Global","ECHO","33.00","33.85","32.81","-0.55","-1.64%","343.14K","15:59:59"
"eHealth","EHTH","25.07","25.86","24.91","-0.69","-2.68%","119.94K","15:59:59"
"El Paso Electric","EE","62.45","63.85","61.60","+0.75","+1.22%","614.15K","15:59:59"
"El Pollo Loco Holdings Inc","LOCO","11.60","11.88","11.35","+0.20","+1.75%","316.78K","15:59:59"
"Electro Scientific","ESIO","22.67","23.25","22.23","+0.18","+0.80%","1.45M","15:59:59"
"Electronics for Imaging","EFII","33.10","33.24","31.94","+0.73","+2.26%","361.20K","15:59:59"
"Emergent Biosolutions","EBS","54.65","56.42","54.06","-1.96","-3.46%","303.79K","15:59:59"
"Employers","EIG","44.35","44.75","44.10","+0.15","+0.34%","186.96K","15:59:59"
"Enanta","ENTA","100.26","102.09","99.76","+0.32","+0.32%","171.12K","15:59:59"
"Encore Capital","ECPG","35.95","36.30","35.45","+0.40","+1.13%","339.80K","15:59:59"
"Encore Wire","WIRE","50.95","51.40","50.60","-0.45","-0.88%","47.29K","15:59:59"
"Engility","EGL","33.840","34.440","33.455","0.000","0.00%","109.06K","15:59:59"
"Enova International Inc","ENVA","32.55","32.75","31.40","+1.15","+3.66%","336.38K","15:59:59"
"Enpro Industries","NPO","74.60","74.85","71.59","+2.47","+3.42%","192.78K","15:59:59"
"ePlus","PLUS","103.50","103.60","100.40","+2.35","+2.32%","45.08K","15:59:59"
"Era Group Inc","ERA","13.96","14.00","13.74","+0.21","+1.53%","23.29K","15:59:59"
"ESCO Technologies","ESE","61.45","61.60","61.00","+0.35","+0.57%","33.99K","15:59:59"
"Essendant Inc","ESND","15.90","16.00","15.78","-0.01","-0.06%","186.42K","15:59:59"
"Ethan Allen Interiors","ETH","22.15","22.45","21.95","-0.35","-1.56%","239.60K","15:59:59"
"Evercore","EVR","114.45","115.35","113.15","+0.00","+0.00%","300.39K","15:59:59"
"EW Scripps A","SSP","14.24","14.26","13.27","+0.48","+3.49%","511.34K","15:59:59"
"ExlServices","EXLS","58.27","58.51","57.75","+0.09","+0.15%","115.73K","15:59:59"
"Exponent","EXPO","50.45","51.05","49.40","+1.05","+2.13%","279.52K","15:59:59"
"Express","EXPR","9.88","9.94","9.74","+0.10","+1.02%","784.48K","15:59:59"
"Exterran Corp","EXTN","27.01","27.17","26.40","+0.30","+1.12%","65.24K","15:59:59"
"EZCORP","EZPW","11.40","11.55","11.00","+0.35","+3.17%","646.34K","15:59:59"
"Fabrinet","FN","39.93","40.19","39.68","+0.26","+0.66%","211.19K","15:59:59"
"FARO","FARO","67.80","67.85","66.25","+1.10","+1.65%","61.98K","15:59:59"
"Federal Signal","FSS","23.83","23.89","23.57","+0.22","+0.93%","157.88K","15:59:59"
"Fidelity","LION","23.74","24.18","23.61","-0.08","-0.34%","46.20K","15:59:59"
"Fiesta","FRGI","29.050","29.425","28.500","0.000","0.00%","313.23K","15:59:59"
"First Bancorp","FBP","8.340","8.429","8.300","-0.020","-0.24%","584.07K","15:59:59"
"First Commonwealth Financial","FCF","16.82","16.92","16.74","-0.04","-0.24%","310.57K","15:59:59"
"First Financial Bancorp","FFBC","30.80","30.85","30.50","+0.20","+0.65%","181.99K","15:59:59"
"First Financial Bankshares","FFIN","57.45","57.85","57.00","-0.15","-0.26%","140.88K","15:59:59"
"First Midwest","FMBI","26.96","27.05","26.77","+0.10","+0.37%","336.99K","15:59:59"
"First NBC Bank","FNBCQ","0.03","0.05","0.03","-0.01","-31.45%","59.16K","14:41:00"
"FirstCash","FCFS","79.30","79.60","78.30","-0.05","-0.06%","257.97K","15:59:59"
"Five Below","FIVE","100.880","100.980","99.250","+0.760","+0.76%","439.83K","15:59:59"
"Flotek","FTK","3.02","3.08","3.00","-0.06","-1.95%","303.78K","15:59:59"
"Forestar","FOR","23.40","23.55","22.85","+0.50","+2.18%","26.67K","15:59:59"
"Forrester","FORR","45.50","45.55","44.26","+0.30","+0.66%","42.99K","15:59:59"
"Forward Air","FWRD","63.11","63.48","62.16","+0.30","+0.48%","152.04K","15:59:59"
"Four Corners Property Trust Inc","FCPT","26.12","26.46","25.93","+0.16","+0.62%","622.10K","15:59:59"
"Fox Factory","FOXF","62.55","62.75","60.00","+1.10","+1.79%","326.65K","15:59:59"
"Francescass","FRAN","7.65","7.85","7.55","-0.12","-1.54%","783.11K","15:59:59"
"Franklin Electric","FELE","48.60","48.75","47.65","+0.70","+1.46%","81.13K","15:59:59"
"Franklin Street Properties","FSP","8.56","8.67","8.52","-0.04","-0.47%","49.09K","05/08"
"Freds","FRED","1.88","2.03","1.84","-0.16","-7.84%","942.36K","15:59:59"
"FTD Companies Inc","FTD","3.36","3.37","3.26","+0.04","+1.20%","157.20K","15:59:59"
"FutureFuel","FF","14.07","14.12","13.92","+0.08","+0.57%","30.58K","15:59:59"
"G-III Apparel","GIII","44.11","44.21","43.30","+0.52","+1.19%","232.18K","15:59:59"
"Gannett","GCI","10.17","10.29","10.08","+0.02","+0.20%","926.34K","15:59:59"
"Genesco","GCO","41.80","42.05","41.05","+0.35","+0.84%","195.02K","15:59:59"
"Gentherm","THRM","46.05","46.40","45.80","0.00","0.00%","134.90K","15:59:59"
"Geo","GEO","25.34","25.46","24.83","+0.18","+0.72%","1.16M","15:59:59"
"Geospace","GEOS","13.24","13.50","12.92","-0.29","-2.14%","141.86K","15:59:59"
"Getty","GTY","29.18","29.30","29.05","+0.08","+0.27%","58.46K","15:59:59"
"Gibraltar Industries","ROCK","44.05","44.15","42.70","+0.95","+2.20%","170.18K","15:59:59"
"Glacier","GBCI","43.70","43.84","43.33","+0.12","+0.28%","244.48K","15:59:59"
"Glatfelter","GLT","16.98","17.22","16.82","+0.04","+0.24%","303.85K","15:59:59"
"Government Propertiesome","GOV","15.84","15.97","15.77","-0.03","-0.19%","1.02M","15:59:59"
"Great Western Bancorp Inc","GWB","42.47","42.84","42.36","-0.09","-0.21%","254.38K","15:59:59"
"Green Dot","GDOT","79.27","80.06","78.75","-0.24","-0.30%","305.49K","15:59:59"
"Green Plains Energy","GPRE","17.30","17.45","17.15","0.00","0.00%","715.46K","15:59:59"
"Greenbrier","GBX","58.90","59.45","58.53","-0.10","-0.17%","302.14K","15:59:59"
"Greenhill&Co","GHL","32.45","33.05","32.35","-0.50","-1.52%","416.37K","15:59:59"
"Griffon","GFF","17.70","17.85","17.40","+0.00","+0.00%","292.24K","15:59:59"
"Group 1 Automotive","GPI","76.64","77.20","72.71","+5.89","+8.33%","602.94K","15:59:59"
"Guess?","GES","22.41","22.44","21.90","+0.24","+1.08%","354.70K","15:59:59"
"Gulf Island Fabrication","GIFI","9.20","9.20","8.80","+0.30","+3.37%","43.23K","15:59:59"
"H B Fuller","FUL","57.12","57.42","56.53","+0.31","+0.55%","178.36K","15:59:59"
"Haemonetics","HAE","97.11","98.04","95.84","+0.40","+0.41%","679.82K","15:59:59"
"Hanmi","HAFC","25.450","25.650","25.250","0.000","0.00%","146.32K","15:59:59"
"Harmonic","HLIT","5.200","5.250","5.050","+0.050","+0.97%","390.61K","15:59:59"
"Harsco","HSC","25.85","25.85","25.00","+0.75","+2.99%","505.94K","15:59:59"
"Haverty Furniture","HVT","21.35","21.55","20.65","+0.25","+1.18%","86.04K","15:59:59"
"Hawaiian","HA","41.20","41.75","40.85","+0.05","+0.12%","480.71K","15:59:59"
"Hawkins","HWKN","40.75","41.60","40.50","-0.65","-1.57%","17.81K","15:59:59"
"Haynes","HAYN","41.23","42.23","40.90","+0.13","+0.32%","64.70K","15:59:59"
"HCI Group Inc","HCI","39.35","41.09","39.06","+0.12","+0.31%","73.14K","15:59:59"
"Healthcare Services","HCSG","40.21","40.70","39.80","+0.14","+0.35%","600.53K","15:59:59"
"Healthequity Inc","HQY","79.91","80.64","77.65","+1.60","+2.04%","232.28K","15:59:59"
"HealthStream","HSTM","29.34","29.37","28.81","+0.34","+1.17%","89.89K","15:59:59"
"Heartland Express","HTLD","19.26","19.28","18.99","+0.07","+0.36%","254.74K","15:59:59"
"Heidrick&Struggles","HSII","44.10","44.15","41.35","+2.15","+5.13%","178.11K","15:59:59"
"Helix","HLX","9.36","9.49","9.30","+0.07","+0.75%","1.86M","15:59:59"
"HFF","HF","45.48","45.50","44.49","+0.88","+1.97%","284.06K","15:59:59"
"Hibbett Sports","HIBB","23.80","24.15","23.55","-0.35","-1.45%","340.93K","15:59:59"
"HighPoint","HPR","6.42","6.55","6.41","-0.05","-0.77%","1.34M","15:59:59"
"Hillenbrand","HI","52.00","52.65","51.75","-0.20","-0.38%","285.84K","15:59:59"
"HMS Holdings","HMSY","29.98","30.24","28.89","+1.08","+3.74%","1.70M","15:59:59"
"Home BancShares","HOMB","23.25","23.26","22.99","+0.12","+0.52%","269.08K","15:59:59"
"Hope Bancorp","HOPE","17.08","17.09","16.90","0.00","0.00%","278.79K","15:59:59"
"Horace Mann Educators","HMN","44.45","44.53","43.80","+0.50","+1.14%","62.84K","15:59:59"
"Hornbeck","HOS","4.10","4.17","4.02","-0.02","-0.49%","134.00K","15:59:59"
"Hub Group","HUBG","53.35","53.60","52.05","+0.50","+0.95%","429.40K","15:59:59"
"Iconix Brand","ICON","0.53","0.53","0.50","+0.03","+5.00%","516.58K","15:59:59"
"ICU Medical","ICUI","297.45","297.50","292.05","+4.10","+1.40%","212.71K","15:59:59"
"II-VI","IIVI","40.30","40.50","39.00","+1.40","+3.60%","883.84K","15:59:59"
"ILG","ILG","34.61","34.70","34.22","+0.23","+0.67%","987.65K","15:59:59"
"Independent Bank","INDB","88.10","88.25","87.45","0.00","0.00%","62.99K","15:59:59"
"Ingevity","NGVT","99.8700","100.3100","97.8000","+1.5400","+1.57%","146.11K","15:59:59"
"Innophoss","IPHS","44.84","45.06","43.90","+0.48","+1.08%","67.58K","15:59:59"
"Innospec","IOSP","78.45","79.25","78.05","+0.35","+0.45%","72.67K","15:59:59"
"Inogen Inc","INGN","213.69","219.92","210.21","+2.16","+1.02%","295.94K","15:59:59"
"Insight Enterprises","NSIT","52.39","53.65","52.00","-0.29","-0.55%","377.11K","15:59:59"
"Insperity","NSP","106.45","106.65","103.55","+2.70","+2.60%","244.24K","15:59:59"
"Installed Building","IBP","52.15","52.35","50.20","+1.50","+2.96%","241.84K","15:59:59"
"Integer Hld","ITGR","71.90","72.50","70.48","+1.15","+1.63%","419.68K","15:59:59"
"Integra","IART","63.88","64.00","61.00","+0.51","+0.80%","730.50K","15:59:59"
"Inter Parfums","IPAR","62.20","62.65","61.30","+0.80","+1.30%","144.69K","15:59:59"
"Interactive Brokers","IBKR","60.45","61.37","60.12","+0.34","+0.57%","490.01K","15:59:59"
"Interface, Inc.","TILE","22.30","22.35","22.00","+0.20","+0.91%","230.40K","15:59:59"
"INTL FCStone","INTL","55.50","56.04","54.80","+0.16","+0.29%","38.23K","15:59:59"
"Intrepid Potash","IPI","3.480","3.585","3.250","-0.140","-3.87%","1.68M","15:59:59"
"Invacare","IVC","18.10","18.25","17.90","+0.10","+0.56%","260.60K","15:59:59"
"Investment Tech","ITG","21.68","21.82","21.39","+0.05","+0.23%","78.92K","15:59:59"
"Iridium","IRDM","19.75","19.80","18.95","+0.80","+4.22%","1.34M","15:59:59"
"iRobot","IRBT","84.18","84.36","81.55","+2.44","+2.99%","649.88K","15:59:59"
"Itron","ITRI","60.60","61.00","59.75","+0.95","+1.59%","212.37K","15:59:59"
"J & J Snack Foods","JJSF","142.26","144.79","140.66","+0.85","+0.60%","67.56K","15:59:59"
"John Bean Tech","JBT","108.80","109.40","107.35","+1.50","+1.40%","157.37K","15:59:59"
"Kaiser","KALU","111.46","112.24","110.52","+0.59","+0.53%","83.45K","15:59:59"
"Kaman","KAMN","65.28","66.31","64.95","-0.06","-0.09%","142.07K","15:59:59"
"KapStone Paper&Packaging","KS","34.85","34.89","34.78","+0.03","+0.09%","233.35K","15:59:59"
"Kelly Services A","KELYA","24.52","24.70","24.13","+0.30","+1.24%","96.01K","15:59:59"
"Kirklands","KIRK","11.26","11.49","11.20","+0.04","+0.36%","38.59K","15:59:59"
"Kite","KRG","16.73","17.09","16.68","-0.28","-1.65%","816.98K","15:59:59"
"Knight Transportation","KNX","32.70","32.86","31.92","+0.28","+0.86%","2.56M","15:59:59"
