"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"Ameris","ABCB","225.93K","2.33B","209.09M","21.23","1.12"
"AMERISAFE","AMSF","89.24K","1.20B","371.83M","19.47","0.81"
"AMN Healthcare Services","AMN","497.24K","2.93B","2.02B","23.28","0.42"
"Amneal Pharma A","AMRX","1.43M","5.56B","775.79M","","1.28"
"Amphastar P","AMPH","207.93K","787.78M","241.90M","","1.36"
"AngioDynamics","ANGO","229.74K","788.35M","344.29M","68.66","1"
"ANI Pharma","ANIP","142.67K","831.59M","186.69M","61","2.81"
"Anika","ANIK","86.25K","504.73M","111.29M","30.7","1.77"
"Anixter","AXE","219.35K","2.50B","8.00B","16.92","2.11"
"Apogee","APOG","310.40K","1.37B","1.39B","18.6","1.4"
"Applied Industrial Technologies","AIT","208.41K","2.93B","2.86B","19.75","0.93"
"ArcBest Corp","ARCB","308.58K","1.20B","3.53B","25.25","1.93"
"Archrock","AROC","2.32M","1.64B","816.81M","","2.92"
"Asbury Automotive","ABG","193.16K","1.43B","6.51B","9.47","1.39"
"ASGN","ASGN","271.03K","4.42B","2.68B","33.87","1.87"
"Astec","ASTE","180.90K","1.42B","1.19B","33.71","1.14"
"Atlas Air","AAWW","268.12K","1.76B","2.27B","17.45","1.18"
"ATN Int","ATNI","95.43K","876.24M","585.66M","107.57","0.52"
"Avista","AVA","486.21K","3.31B","1.42B","27.72","0.25"
"Axon Enterprise","AAXN","894.95K","4.30B","365.77M","187.57","0.9"
"AZZ","AZZ","213.84K","1.44B","861.47M","55.68","1.4"
"B&G Foods","BGS","1.10M","2.04B","1.68B","28.15","0.49"
"Badger Meter","BMI","125.46K","1.53B","415.35M","51.52","0.71"
"Balchem","BCPC","114.47K","3.21B","618.47M","47.05","0.84"
"Banc of California","BANC","530.63K","976.48M","210.15M","35.71","0.83"
"Banner","BANR","195.21K","2.01B","259.53M","18.98","0.96"
"Barnes","B","246.43K","3.26B","1.46B","21.24","1.3"
"Barnes & Noble Education Inc","BNED","356.79K","251.94M","2.20B","",""
"Barnes&Noble","BKS","891.54K","400.37M","3.66B","","1.84"
"Bel Fuse B","BELFB","28.05K","272.75M","496.20M","63.14","0.88"
"Belmond","BEL","462.74K","1.37B","555.84M","","1.33"
"Benchmark Electronics","BHE","328.19K","1.39B","2.51B","20.27","0.33"
"Big 5","BGFV","1.28M","139.20M","991.21M","","-0.69"
"Biglari","BH","14.81K","585.69M","636.40M","","0.32"
"BioTelemetry","BEAT","469.88K","1.65B","325.39M","","1.26"
"BJs Restaurants","BJRI","383.40K","1.31B","1.05B","41.04","0.76"
"Black Box","BBOX","216.31K","24.68M","774.63M","","0.95"
"Blackbaud","BLKB","284.75K","5.71B","808.86M","108.42","0.7"
"Blucora","BCOR","405.89K","1.77B","533.15M","93.86","-0.1"
"BofI Holding","BOFI","743.92K","2.60B","293.28M","17.55","0.14"
"Boise Cascad Llc","BCC","376.95K","1.71B","4.64B","16.72","2"
"Boston Private","BPFH","411.48K","1.26B","211.75M","35.75","0.97"
"Bottomline","EPAY","314.41K","2.27B","381.13M","","0.95"
"Boyd Gaming","BYD","1.17M","4.32B","2.38B","38.26","1.7"
"Brady","BRC","210.88K","1.93B","1.17B","19.2","1.05"
"Briggs&Stratton","BGG","299.58K","718.06M","1.85B","15.83","0.61"
"Brinks","BCO","496.41K","4.09B","3.44B","42.27","1.77"
"Bristow","BRS","705.47K","519.67M","1.44B","","3.02"
"Brookline Bancorp","BRKL","341.71K","1.51B","151.97M","22.37","0.86"
"Brooks Automation","BRKS","939.25K","2.27B","760.19M","18.99","1.03"
"Buckle","BKE","409.33K","1.19B","906.03M","12.73","0.65"
"Cabot","CCMP","180.11K","3.04B","547.70M","37.67","1.37"
"CACI","CACI","133.05K","4.43B","4.44B","23.01","1.46"
"Cal-Maine","CALM","341.98K","2.23B","1.33B","26.26","0.54"
"CalAmp","CAMP","382.70K","820.65M","372.72M","19.32","1.77"
"Calavo Growers","CVGW","207.84K","1.65B","1.09B","39.64","0.57"
"Caleres","CAL","453.25K","1.54B","2.79B","17.38","0.86"
"California Water Service","CWT","259.01K","1.95B","677.10M","11.52","0.6"
"Callaway Golf","ELY","942.78K","1.83B","1.14B","21.97","1"
"Cambrex","CBM","385.23K","1.85B","570.55M","18.2","2.35"
"Cantel Medical","CMD","320.41K","3.93B","848.57M","48.3","1.1"
"Capella","CPLA","71.26K","1.23B","440.59M","44.75","0.19"
"Capstead Mortgage","CMO","583.50K","800.58M","247.95M","14.23","0.17"
"Carbo Ceramics","CRR","489.90K","257.96M","203.45M","","1.55"
"Cardtronics","CATM","820.11K","1.23B","1.49B","","0.88"
"Career","CECO","259.30K","1.29B","582.39M","38.17","2.78"
"Caretrust Inc","CTRE","736.99K","1.29B","140.48M","42.69","0.92"
"Carrizo Oil&Gas","CRZO","3.29M","2.32B","819.81M","34.85","2.17"
"Cato","CATO","327.23K","650.85M","1.09B","28.75","0.77"
"Cavco","CVCO","49.62K","1.99B","871.24M","35.72","1.47"
"Cedar Realty","CDR","464.28K","452.09M","146.81M","","0.9"
"Celadon","CGIP","391.97K","101.31M","","41.87","1.88"
"Central Garden&Pet","CENT","118.17K","2.16B","2.12B","24.68","0.04"
"Central Garden&Pet A","CENTA","209.85K","2.16B","2.12B","24.68","0.04"
"Century Aluminum","CENX","2.42M","1.14B","2.80B","19.89","0.84"
"CEVA","CEVA","190.44K","722.18M","83.78M","68.64","1.1"
"Chart Industries","GTLS","285.83K","2.38B","1.06B","100.47","1.01"
"Chemed","CHE","213.54K","5.23B","1.70B","53.07","1.19"
"Chemours Co","CC","1.44M","8.05B","6.48B","9.21",""
"Chesapeake Lodging","CHSP","339.78K","1.97B","598.43M","28.51","0.96"
"Chuy's Holdings","CHUY","161.57K","571.94M","376.53M","36.15","-0.19"
"Cincinnati Bell","CBB","560.31K","648.98M","1.31B","","1.26"
"CIRCOR","CIR","264.79K","810.31M","792.08M","","1.79"
"City Holding","CHCO","58.42K","1.22B","104.75M","18.15","0.66"
"Clearwater Paper","CLW","178.21K","388.48M","1.73B","17.61","1.05"
"Cloud Peak Energy","CLD","573.11K","240.96M","908.28M","42.87","2.06"
"CMTSU Liquidation","CBRI","1.10M","261.27K","","","0.61"
"Cogent","CCOI","308.17K","2.43B","496.69M","119.62","0.52"
"Coherent","COHR","576.42K","4.21B","1.91B","21.22","1"
"Cohu","COHU","249.42K","749.62M","366.76M","15.87","1.11"
"Columbia Banking","COLB","276.51K","3.09B","274.70M","20.12","1.13"
"Comfort Systems","FIX","169.50K","1.80B","1.87B","33.03","1.24"
"Community Bank System","CBU","230.31K","3.20B","289.42M","","1.03"
"Community Health Systems","CYH","2.54M","315.16M","14.56B","","1.64"
"Computer Programs&Systems","CPSI","76.13K","479.63M","283.73M","","-0.01"
"Comtech","CMTL","190.04K","800.99M","550.91M","27.01","1.55"
"CONMED","CNMD","178.50K","2.06B","811.89M","54.55","0.56"
"Consolidated Communications","CNSL","1.09M","865.72M","1.25B","","0.73"
"Contango Oil&Gas","MCF","73.85K","158.08M","79.57M","","1.63"
"Cooper Stnd","CPS","126.92K","2.42B","3.68B","13.57","0.69"
"Core-Mark","CORE","337.48K","1.12B","15.99B","72.51","0.64"
"CoreSite","COR","285.94K","5.45B","496.53M","57.32","0.4"
"Corindus Vascular Robotics","CR3","1.11K","172.65M","9.25M","81.08","1.03"
"CorVel","CRVL","35.96K","1.06B","558.34M","33.05","0.66"
"CPB","CPF","142.08K","861.96M","113.04M","17.86","1.1"
"Cray","CRAY","352.17K","1.05B","413.07M","","1.51"
"Crocs","CROX","1.21M","1.21B","1.31B","","0.42"
"Cross Country","CCRN","228.36K","430.61M","867.76M","8.71","0.86"
"CryoLife","CRY","140.13K","1.10B","206.60M","","0.76"
"CSG Systems","CSGS","183.17K","1.39B","798.80M","23.59","0.89"
"CTS Corp","CTS","151.69K","1.24B","436.37M","34.53","1.27"
"Cubic","CUB","188.32K","1.88B","1.43B","","0.99"
"Customers Bancorp","CUBI","171.90K","903.68M","235.23M","12.73","0.78"
"CVB Financial","CVBF","386.16K","2.55B","171.52M","","1.35"
"Daktronics","DAKT","227.72K","374.99M","610.54M","39.74","1.09"
"Darling Ingredients","DAR","939.45K","3.27B","3.66B","18.31","1.36"
"Dave & Buster’s Entertainment","PLAY","1.42M","1.93B","1.17B","18.4","0.4"
"Depomed","DEPO","1.20M","517.60M","418.68M","","1.21"
"DHI Group","DHX","830.36K","111.16M","198.83M","5.82","1.06"
"Diamondrock Hospitality","DRH","2.23M","2.45B","855.33M","30","1.43"
"Digi","DGII","104.22K","371.97M","190.83M","59.93","1.42"
"Dime Community","DCOM","183.88K","753.30M","126.57M","12.99","0.65"
"DineEquity","DIN","377.76K","1.27B","792.98M","","0.07"
"Diodes","DIOD","317.37K","1.89B","1.09B","31.02","1.01"
"Diplomat Pharmacy","DPLO","945.79K","1.66B","4.75B","520.72","1.21"
"Donnelley Financial Solutions","DFIN","297.95K","697.32M","992.80M","31.22",""
"Dorman","DORM","258.60K","2.44B","908.86M","21.75","0.91"
"DSP Group","DSPG","57.83K","298.19M","124.93M","","0.98"
"DXP Enterprises","DXPE","86.62K","740.81M","1.05B","47.63","2.54"
"Eagle Pharm","EGRX","255.51K","1.24B","206.54M","36.76","1.4"
"EastGroup Properties","EGP","232.02K","3.24B","280.20M","39.37","0.86"
"Ebix","EBIX","180.10K","2.64B","393.10M","27.52","1.32"
"Echo Global","ECHO","416.03K","892.26M","2.10B","77.75","1.51"
"eHealth","EHTH","170.08K","455.83M","136.49M","","1.36"
"El Paso Electric","EE","281.39K","2.48B","921.17M","6.26","0.4"
"El Pollo Loco Holdings Inc","LOCO","437.42K","459.77M","407.69M","98.52","0.39"
"Electro Scientific","ESIO","1.31M","611.15M","367.88M","5.46","0.98"
"Electronics for Imaging","EFII","542.66K","1.56B","1.00B","333.37","1.08"
"Emergent Biosolutions","EBS","312.40K","2.70B","561.82M","40.89","1.2"
"Employers","EIG","114.07K","1.39B","791.00M","12.6","0.97"
"Enanta","ENTA","217.99K","2.36B","165.60M","42.35","1.02"
"Encore Capital","ECPG","232.43K","945.19M","1.24B","11.5","1.41"
"Encore Wire","WIRE","70.70K","1.02B","1.18B","19.59","1.87"
"Engility","EGL","124.02K","1.29B","1.92B","52.89","1.81"
"Enova International Inc","ENVA","431.69K","1.30B","905.78M","36.93","2.71"
"Enpro Industries","NPO","172.64K","1.54B","1.38B","3.06","1.03"
"ePlus","PLUS","96.51K","1.39B","1.41B","26.67","1.3"
"Era Group Inc","ERA","52.52K","289.76M","234.11M","","0.89"
"ESCO Technologies","ESE","85.72K","1.58B","726.47M","31.12","1.04"
"Essendant Inc","ESND","402.41K","543.00M","5.01B","","1.21"
"Ethan Allen Interiors","ETH","222.19K","660.73M","756.13M","19.68","1.02"
"Evercore","EVR","477.72K","5.25B","1.80B","17.79","1.72"
"EW Scripps A","SSP","458.46K","1.05B","1.12B","","2.1"
"ExlServices","EXLS","135.26K","2.15B","786.25M","25.75","1.29"
"Exponent","EXPO","89.53K","2.54B","360.14M","40.21","0.61"
"Express","EXPR","2.02M","732.57M","2.15B","36.13","0.85"
"Exterran Corp","EXTN","142.35K","977.42M","1.63B","189.68",""
"EZCORP","EZPW","653.57K","667.19M","772.94M","15.18","1.49"
"Fabrinet","FN","367.93K","1.47B","1.40B","17.17","0.61"
"FARO","FARO","97.02K","982.89M","372.18M","","1.45"
"Federal Signal","FSS","242.42K","1.45B","970.40M","31.42","1.12"
"Fidelity","LION","93.74K","673.22M","160.41M","18.58","1"
"Fiesta","FRGI","257.10K","821.65M","663.00M","","0.56"
"First Bancorp","FBP","1.80M","1.75B","334.98M","25.03","1.92"
"First Commonwealth Financial","FCF","501.34K","1.63B","180.64M","","0.99"
"First Financial Bancorp","FFBC","348.78K","3.06B","214.21M","20.56","1.07"
"First Financial Bankshares","FFIN","239.49K","3.82B","179.26M","29.86","1.17"
"First Midwest","FMBI","612.36K","2.70B","335.02M","20.07","1.13"
"First NBC Bank","FNBCQ","165.09K","875.01K","","","-1.13"
"FirstCash","FCFS","334.74K","4.26B","1.78B","35.19","0.55"
"Five Below","FIVE","1.01M","5.73B","1.34B","48.93","0.52"
"Flotek","FTK","1.01M","171.16M","297.67M","","1.42"
"Forestar","FOR","72.48K","926.85M","114.63M","","1.77"
"Forrester","FORR","49.01K","773.31M","338.23M","65.64","0.45"
"Forward Air","FWRD","239.25K","1.76B","1.40B","24.33","1.35"
"Four Corners Property Trust Inc","FCPT","352.19K","1.53B","168.01M","20.98",""
"Fox Factory","FOXF","214.54K","1.92B","499.09M","31.37","0.7"
"Francescass","FRAN","1.27M","279.52M","464.40M","27.31","0.14"
"Franklin Electric","FELE","128.12K","2.17B","1.20B","23.53","1.54"
"Franklin Street Properties","FSP","101.89K","910.39M","270.72M","","0.77"
"Freds","FRED","984.34K","81.97M","3.24B","","1.31"
"FTD Companies Inc","FTD","327.56K","101.04M","1.09B","","0.16"
"FutureFuel","FF","67.52K","589.64M","276.67M","9.74","1.63"
"G-III Apparel","GIII","568.12K","2.32B","2.89B","25.74","0.3"
"Gannett","GCI","1.19M","1.13B","3.10B","22.53",""
"Genesco","GCO","272.74K","811.54M","2.91B","","1.04"
"Gentherm","THRM","216.00K","1.49B","998.31M","35.02","1.66"
"Geo","GEO","787.64K","3.21B","2.28B","21.11","1.3"
"Geospace","GEOS","64.55K","191.72M","71.77M","","1.29"
"Getty","GTY","124.92K","1.13B","152.27M","23.73","0.54"
"Gibraltar Industries","ROCK","284.79K","1.25B","995.65M","22.69","1.83"
"Glacier","GBCI","338.70K","3.63B","253.77M","23.75","1.4"
"Glatfelter","GLT","182.13K","884.89M","1.62B","38.78","1.22"
"Government Propertiesome","GOV","941.46K","1.58B","355.96M","101.6","1.17"
"Great Western Bancorp Inc","GWB","230.71K","2.45B","267.59M","15.84","1.52"
"Green Dot","GDOT","376.36K","4.24B","952.15M","40.74","0.76"
"Green Plains Energy","GPRE","700.45K","657.99M","3.75B","","1.01"
"Greenbrier","GBX","502.68K","1.86B","2.44B","15.1","1.75"
"Greenhill&Co","GHL","503.60K","744.48M","269.79M","","1.16"
"Griffon","GFF","241.61K","844.05M","1.48B","434.68","1.37"
"Group 1 Automotive","GPI","230.89K","1.41B","19.17B","10.2","1.76"
"Guess?","GES","1.10M","1.86B","2.43B","47.81","0.2"
"Gulf Island Fabrication","GIFI","58.52K","142.91M","190.32M","","1.05"
"H B Fuller","FUL","366.95K","2.85B","2.74B","38.72","1.49"
"Haemonetics","HAE","763.17K","5.15B","903.92M","72.24","0.99"
"Hanmi","HAFC","177.70K","913.81M","124.60M","15.03","0.83"
"Harmonic","HLIT","565.77K","379.21M","365.42M","","0.68"
"Harsco","HSC","491.08K","1.89B","1.64B","29.32","2.71"
"Haverty Furniture","HVT","102.21K","444.03M","819.03M","16.9","0.84"
"Hawaiian","HA","1.08M","1.90B","2.75B","7.99","1.33"
"Hawkins","HWKN","31.46K","402.53M","504.16M","","0.73"
"Haynes","HAYN","103.71K","485.53M","398.65M","","1.46"
"HCI Group Inc","HCI","63.82K","394.84M","303.30M","","1.64"
"Healthcare Services","HCSG","931.78K","2.91B","2.00B","40.19","0.82"
"Healthequity Inc","HQY","603.30K","5.11B","244.01M","91.84","1.43"
"HealthStream","HSTM","130.05K","941.62M","242.65M","76.03","0.58"
"Heartland Express","HTLD","511.23K","1.72B","660.33M","39.16","0.69"
"Heidrick&Struggles","HSII","115.15K","658.53M","660.55M","","1.58"
"Helix","HLX","1.48M","1.29B","745.65M","","2.48"
"HFF","HF","313.73K","1.42B","602.29M","11.38","0.87"
"Hibbett Sports","HIBB","772.59K","455.65M","967.24M","13.2","0.81"
"HighPoint","HPR","1.79M","1.40B","283.11M","","3.37"
"Hillenbrand","HI","223.56K","3.10B","1.69B","28.58","1.26"
"HMS Holdings","HMSY","566.30K","2.02B","548.90M","69.31","0.94"
"Home BancShares","HOMB","1.05M","4.03B","381.01M","18.02","1.21"
"Hope Bancorp","HOPE","505.88K","2.36B","339.90M","12.82","1.38"
"Horace Mann Educators","HMN","116.80K","1.85B","1.17B","24.75","0.81"
"Hornbeck","HOS","274.03K","182.23M","188.93M","","1.32"
"Hub Group","HUBG","292.71K","1.72B","4.24B","25.59","1.48"
"Iconix Brand","ICON","2.44M","42.89M","215.66M","","1.05"
"ICU Medical","ICUI","94.54K","6.11B","1.42B","374.93","0.37"
"II-VI","IIVI","858.10K","2.74B","1.11B","34.45","0.1"
"ILG","ILG","1.39M","4.27B","1.82B","19.94","1.43"
"Independent Bank","INDB","72.74K","2.43B","188.40M","23.45","0.97"
"Ingevity","NGVT","243.03K","3.79B","989.10M","32.99",""
"Innophoss","IPHS","143.20K","971.95M","761.52M","24.54","0.77"
"Innospec","IOSP","106.86K","1.99B","1.37B","18.16","1.03"
"Inogen Inc","INGN","142.22K","4.45B","275.99M","137.33","1.12"
"Insight Enterprises","NSIT","203.16K","1.78B","6.99B","15.15","1.29"
"Insperity","NSP","319.63K","4.11B","4.31B","40.93","0.83"
"Installed Building","IBP","184.34K","1.84B","1.18B","49.43","0.88"
"Integer Hld","ITGR","198.88K","2.31B","1.50B","","0.86"
"Integra","IART","503.33K","5.48B","1.29B","44.75","0.59"
"Inter Parfums","IPAR","116.24K","1.78B","619.97M","39.44","1.54"
"Interactive Brokers","IBKR","931.76K","25.80B","2.25B","15.56","0.97"
"Interface, Inc.","TILE","423.73K","1.40B","1.02B","18.93","1.19"
"INTL FCStone","INTL","123.69K","1.00B","32.31B","41.43","1.73"
"Intrepid Potash","IPI","1.20M","530.92M","162.47M","","1.15"
"Invacare","IVC","324.55K","583.69M","971.84M","","2.39"
"Investment Tech","ITG","148.41K","738.59M","494.34M","","1.46"
"Iridium","IRDM","701.85K","2.01B","462.77M","45.01","1.95"
"iRobot","IRBT","1.16M","2.06B","932.52M","31.63","1.29"
"Itron","ITRI","290.22K","2.41B","2.15B","","0.97"
"J & J Snack Foods","JJSF","76.23K","2.91B","1.14B","36.27","0.62"
"John Bean Tech","JBT","276.54K","3.07B","1.70B","37.22","1.15"
"Kaiser","KALU","121.47K","1.81B","1.43B","25.67","0.63"
"Kaman","KAMN","187.40K","1.90B","1.83B","28.19","0.79"
"KapStone Paper&Packaging","KS","610.52K","3.40B","3.35B","28.08","3.27"
"Kelly Services A","KELYA","162.08K","889.18M","5.45B","8.95","0.89"
"Kirklands","KIRK","152.09K","178.03M","643.72M","32.86","1.17"
"Kite","KRG","709.86K","1.39B","358.47M","","0.52"
"Knight Transportation","KNX","3.03M","6.77B","3.70B","36.4","1.67"
"Kopin","KOPN","586.86K","238.01M","29.12M","107.82","1.01"
"Koppers","KOP","104.04K","824.60M","1.54B","13","0.85"
"Korn/Ferry","KFY","443.90K","3.70B","1.82B","25.76","1.29"
"Kraton","KRA","185.52K","1.54B","2.46B","38.06","1.34"
"Kulicke&Soffa","KLIC","607.87K","1.89B","895.25M","12.51","1.22"
"La-Z-Boy","LZB","379.46K","1.52B","1.58B","17.92","0.96"
"Lannett Com","LCI","702.09K","469.47M","652.78M","7.2","2.43"
"LCI Industries","LCII","225.57K","2.46B","2.30B","19.35","1.04"
"Legacy Texas Financial Grp","LTXB","221.91K","2.15B","223.41M","19.6","1.43"
"Lendingtree","TREE","239.97K","3.09B","666.24M","61.97","1.77"
"Lexington","LXP","1.15M","2.09B","398.18M","93.32","0.87"
"LGI Homes","LGIH","426.07K","1.35B","1.37B","11.12","0.07"
"LHC Group","LHCG","282.80K","2.86B","1.12B","49.74","0.49"
"Ligand","LGND","287.87K","4.94B","168.00M","108.92","0.96"
"Lindsay","LNN","91.55K","1.01B","556.38M","40.32","0.31"
"Liquidity Services","LQDT","159.17K","221.50M","248.13M","","0.63"
"Lithia Motors","LAD","265.07K","2.38B","10.51B","8.57","1.6"
"Littelfuse","LFUS","168.50K","5.66B","1.35B","31.96","1"
"LivePerson","LPSN","415.81K","1.41B","226.19M","","1.02"
"LogMeIn","LOGM","596.84K","5.70B","1.08B","93.58","1.24"
"Lsb Industries","LXU","162.89K","212.89M","404.61M","","4.65"
"LSC Communications","LKSD","393.01K","489.72M","3.71B","",""
"LTC Properties","LTC","251.63K","1.65B","167.26M","19.05","0.13"
"Lumber Liquidators","LL","938.39K","729.82M","1.04B","","1.5"
"Lumentum Holdings Inc","LITE","2.37M","3.42B","1.17B","14.65",""
"Luminex","LMNX","269.76K","1.48B","311.46M","28.98","0.3"
"Lydall","LDL","86.85K","781.84M","724.61M","14.73","1.46"
"M/I Homes","MHO","204.26K","771.70M","1.99B","10.69","1.2"
"Magellan Health","MGLN","154.24K","2.26B","6.34B","22.35","0.52"
"Maiden Holdings","MHLD","648.91K","685.73M","3.65B","","1.21"
"ManTech","MANT","203.54K","2.38B","1.77B","34.31","0.82"
"Marcus","MCS","69.35K","927.89M","632.96M","21.7","0.5"
"MarineMax","HZO","306.75K","560.76M","1.09B","17.6","1.2"
"Marriot Vacations Worldwide","VAC","454.42K","3.19B","2.04B","20.21","1.39"
"Marten Transport","MRTN","296.41K","1.29B","737.43M","32.31","1.35"
"Masimo","MASI","547.74K","5.30B","824.75M","27.21","0.91"
"Materion","MTRN","93.00K","1.12B","1.20B","30.88","0.9"
"Matrix","MTRX","209.34K","515.00M","1.09B","161.64","0.92"
"Matson","MATX","208.69K","1.56B","2.08B","18.7","1.35"
"Matthews","MATW","171.55K","1.88B","1.57B","23.45","1.14"
"MDC","MDC","536.27K","1.79B","3.20B","10.63","1.49"
"Medidata","MDSO","547.34K","5.15B","567.91M","115.79","1.5"
"MEDIFAST","MED","193.41K","2.07B","329.54M","60.37","0.27"
"Mercury","MRCY","375.81K","1.98B","455.93M","49.18","0.48"
"Meridian","VIVO","311.16K","671.16M","208.57M","40.59","0.86"
"Merit","MMSI","302.17K","2.81B","759.82M","144.23","1.34"
"Meritage","MTH","339.96K","1.82B","3.31B","9.96","1.15"
"Methode Electronics","MEI","244.90K","1.45B","908.30M","13.2","0.77"
"MicroStrategy","MSTR","89.70K","1.55B","506.94M","31.81","0.66"
"MiMedx","MDXG","3.35M","415.27M","160.98M","12.61","1.49"
"MKS Instruments","MKSI","538.23K","5.54B","2.03B","13.97","0.98"
"Mobile Mini","MINI","211.22K","2.12B","550.68M","40.38","1.97"
"Momenta","MNTA","902.34K","2.35B","117.12M","","1.92"
"Monarch","MCRI","74.78K","851.54M","233.59M","30.11","1.09"
"Monotype","TYPE","284.48K","851.91M","292.48M","","0.95"
"Monro Muffler Brake","MNRO","301.77K","2.25B","1.13B","33.51","0.79"
"Moog","MOGa","117.38K","2.90B","2.59B","24.37","1.75"
"Motorcar Parts","MPAA","192.06K","391.28M","428.07M","19.45","1.63"
"Movado","MOV","189.14K","807.86M","595.83M","27.14","-0.23"
"MTS Systems","MTSC","74.21K","967.22M","780.73M","32.3","0.96"
"Mueller Industries","MLI","213.18K","1.70B","2.33B","18.94","1.39"
"Multi-Color","LABL","121.35K","1.32B","1.30B","30.71","0.8"
"Myers Industries","MYE","230.84K","632.96M","579.05M","39.16","1.49"
"MYR Group","MYRG","97.20K","632.82M","1.45B","34.45","0.52"
"Nanometrics","NANO","200.84K","892.79M","281.61M","21.36","1.77"
"National Presto Industries","NPK","56.51K","836.55M","337.60M","18.63","0.31"
"Natus","BABY","536.66K","1.09B","504.92M","","0.54"
"Nautilus","NLS","252.94K","444.05M","407.74M","20.21","1.36"
"Navigant","NCI","295.92K","960.69M","1.04B","22.26","0.82"
"NBT Bancorp","NBTB","134.19K","1.74B","223.74M","19.17","0.88"
"Neenah Paper","NP","72.03K","1.48B","1.00B","20.49","1.11"
"Nektar","NKTR","2.57M","8.35B","321.01M","","2.03"
"Neogen","NEOG","174.21K","4.23B","402.26M","67.58","1.33"
"NETGEAR","NTGR","573.88K","2.39B","1.43B","56.03","2"
"Newpark Resources","NR","616.17K","870.78M","816.36M","54.64","1.43"
"NIC","EGOV","895.55K","1.07B","423.22M","20.43","0.47"
"Northern Oil&Gas","NOG","157.68K","910.08M","210.11M","","1.87"
"Northfield Bancorp","NFBK","106.51K","834.26M","74.14M","22.12","0.38"
"Northwest Bancshares","NWBI","549.16K","1.84B","225.79M","19.89","0.68"
"Northwest Natural Gas","NWN","135.26K","1.84B","729.56M","","0.32"
"NutriSystem","NTRI","830.24K","1.19B","695.21M","23.57","1.32"
"OFG Bancorp","OFG","288.29K","699.10M","201.67M","17.77","1.83"
"Old National Bancorp","ONB","756.01K","2.92B","370.06M","26.32","0.91"
"Ollies Bargain Outlet Holdings Inc","OLLI","535.95K","4.59B","1.13B","34.96",""
"Olympic Steel","ZEUS","136.53K","248.57M","1.37B","10.37","1.76"
"Omnicell","OMCL","289.31K","2.14B","748.22M","110.13","0.86"
"Onespan","OSPN","194.71K","830.43M","196.76M","119.61","1.53"
"Opus Bank","OPB","204.42K","1.07B","150.73M","","0.91"
"Orion Group","ORN","169.90K","255.05M","576.63M","1602.45","1.33"
"Oritani","ORIT","201.86K","766.84M","77.17M","17.41","0.42"
"OSI Systems","OSIS","407.02K","1.41B","1.05B","63.95","0.83"
"Oxford Industries","OXM","162.56K","1.58B","1.09B","27.39","0.28"
"Papa John's","PZZA","1.10M","1.66B","1.76B","19.76","0.45"
"Park Electrochemical","PKE","141.74K","474.94M","114.88M","121.86","0.92"
