"Name","Symbol","Last","High","Low","Chg.","Chg. %","Vol.","Time"
"8x8","EGHT","19.85","20.65","19.50","-0.90","-4.34%","1.42M","30/07"
"A Schulman","SHLM","43.35","43.65","43.30","-0.25","-0.57%","127.24K","30/07"
"AAON","AAON","36.65","37.10","36.45","0.00","0.00%","211.09K","30/07"
"AAR","AIR","46.54","47.68","46.44","-0.91","-1.92%","196.98K","30/07"
"ABAXIS","ABAX","83.09","83.18","83.04","+0.04","+0.05%","350.92K","30/07"
"Abercrombie&Fitch","ANF","23.58","23.70","22.97","+0.43","+1.86%","1.95M","30/07"
"ABM Industries","ABM","30.86","31.08","30.79","+0.04","+0.13%","477.74K","30/07"
"Acadia","AKR","26.51","26.62","25.86","+0.15","+0.57%","315.07K","30/07"
"Aceto","ACET","3.17","3.29","3.14","+0.02","+0.63%","146.38K","30/07"
"Acorda","ACOR","24.35","25.00","23.85","+0.40","+1.67%","411.18K","30/07"
"Actuant","ATU","27.75","28.25","27.70","-0.20","-0.72%","245.18K","30/07"
"ADTRAN","ADTN","16.25","16.50","16.20","-0.05","-0.31%","211.55K","30/07"
"Advanced Energy","AEIS","60.28","61.13","59.97","+0.28","+0.47%","875.80K","30/07"
"AdvanSix","ASIX","39.30","40.38","39.20","-0.15","-0.38%","86.61K","30/07"
"Aegion","AEGN","24.15","25.10","24.14","-0.36","-1.47%","69.21K","30/07"
"Aerojet Rocketdyne","AJRD","27.72","28.10","27.69","-0.35","-1.25%","697.16K","30/07"
"AeroVironment","AVAV","72.66","73.68","71.21","+0.57","+0.79%","329.08K","30/07"
"Agilysys","AGYS","16.15","16.40","15.76","+0.02","+0.12%","95.66K","30/07"
"Agree","ADC","52.53","52.77","51.93","+0.32","+0.61%","148.74K","30/07"
"AK Steel","AKS","5.360","5.380","5.230","+0.110","+2.10%","18.17M","30/07"
"Alamo","ALG","89.50","91.63","89.34","-1.53","-1.68%","23.69K","30/07"
"Albany","AIN","64.55","66.60","64.40","-1.55","-2.34%","86.41K","30/07"
"Allegiant","ALGT","124.55","125.75","123.35","-0.30","-0.24%","163.03K","30/07"
"Allete","ALE","76.56","77.24","76.38","-0.60","-0.78%","240.61K","30/07"
"AMAG","AMAG","21.25","22.65","21.15","-0.80","-3.63%","987.70K","30/07"
"Amedisys","AMED","93.44","94.47","92.08","-0.32","-0.34%","277.55K","30/07"
"American Assets","AAT","37.49","37.53","36.57","+0.72","+1.96%","295.67K","30/07"
"American Axle&Manufacturing","AXL","16.77","16.86","16.09","+0.68","+4.23%","1.62M","30/07"
"American Equity Inv. Life","AEL","35.96","36.29","35.79","+0.15","+0.42%","444.84K","30/07"
"American Public Education","APEI","44.20","45.10","44.15","-0.55","-1.23%","50.40K","30/07"
"American States Water","AWR","59.69","60.27","59.45","-0.64","-1.06%","241.07K","30/07"
"American Vanguard","AVD","21.25","21.55","21.20","0.00","0.00%","43.67K","30/07"
"American Woodmark","AMWD","83.20","84.50","81.70","+1.10","+1.34%","143.67K","30/07"
"Ameris","ABCB","48.45","49.80","48.40","-1.12","-2.27%","1.02M","30/07"
"AMERISAFE","AMSF","63.25","63.98","63.15","-0.05","-0.08%","36.97K","30/07"
"AMN Healthcare Services","AMN","60.10","61.20","60.00","-1.00","-1.64%","359.15K","30/07"
"Amneal Pharma A","AMRX","18.94","19.33","18.60","+0.31","+1.66%","903.90K","30/07"
"Amphastar P","AMPH","17.13","17.48","17.12","-0.06","-0.35%","77.54K","30/07"
"AngioDynamics","ANGO","21.09","21.51","20.12","-0.33","-1.54%","304.66K","30/07"
"ANI Pharma","ANIP","67.41","69.48","66.50","-0.67","-0.98%","109.75K","30/07"
"Anika","ANIK","39.43","40.65","38.92","-0.62","-1.55%","281.16K","30/07"
"Anixter","AXE","71.35","71.65","70.05","+1.35","+1.93%","326.49K","30/07"
"Apogee","APOG","49.18","49.74","49.08","-0.03","-0.06%","81.73K","30/07"
"Applied Industrial Technologies","AIT","72.95","74.10","72.75","-0.60","-0.82%","151.81K","30/07"
"ArcBest Corp","ARCB","44.80","45.80","44.55","+0.40","+0.90%","366.33K","30/07"
"Archrock","AROC","13.60","13.65","13.25","+0.45","+3.42%","779.33K","30/07"
"Asbury Automotive","ABG","70.60","70.65","68.15","+2.45","+3.60%","195.15K","30/07"
"ASGN","ASGN","88.44","91.69","88.38","-2.01","-2.22%","304.78K","30/07"
"Astec","ASTE","47.00","49.13","46.95","-1.27","-2.63%","485.45K","30/07"
"Atlas Air","AAWW","65.60","68.50","65.55","-1.65","-2.45%","466.60K","30/07"
"ATN Int","ATNI","63.49","65.04","60.00","+1.29","+2.07%","45.71K","30/07"
"Avista","AVA","50.30","50.49","50.19","+0.09","+0.18%","587.28K","30/07"
"Axon Enterprise","AAXN","66.42","69.34","65.49","-2.34","-3.40%","844.77K","30/07"
"AZZ","AZZ","53.35","54.15","53.25","-0.35","-0.65%","101.66K","30/07"
"B&G Foods","BGS","31.80","31.85","31.10","+0.60","+1.92%","544.45K","30/07"
"Badger Meter","BMI","50.35","51.05","50.33","-0.45","-0.89%","75.87K","30/07"
"Balchem","BCPC","97.99","99.04","97.50","-0.54","-0.55%","74.60K","30/07"
"Banc of California","BANC","19.65","20.20","19.60","-0.35","-1.75%","373.23K","30/07"
"Banner","BANR","62.83","63.70","62.77","-0.03","-0.05%","229.28K","30/07"
"Barnes","B","66.47","68.30","66.37","-1.83","-2.68%","301.44K","30/07"
"Barnes & Noble Education Inc","BNED","5.59","5.69","5.35","+0.23","+4.29%","259.75K","30/07"
"Barnes&Noble","BKS","6.05","6.10","5.90","+0.10","+1.68%","734.14K","30/07"
"Bel Fuse B","BELFB","22.75","23.10","22.05","+0.60","+2.71%","11.16K","30/07"
"Belmond","BEL","11.20","11.35","11.00","+0.20","+1.82%","341.90K","30/07"
"Benchmark Electronics","BHE","24.15","24.95","24.10","0.00","0.00%","373.37K","30/07"
"Big 5","BGFV","6.50","6.65","6.35","+0.15","+2.36%","257.86K","30/07"
"Biglari","BH","189.45","190.50","184.82","-0.17","-0.09%","8.95K","30/07"
"BioTelemetry","BEAT","51.650","53.543","51.550","-1.100","-2.09%","368.05K","30/07"
"BJs Restaurants","BJRI","60.90","64.60","60.50","-3.10","-4.84%","604.02K","30/07"
"Black Box","BBOX","1.31","1.42","1.28","-0.08","-5.76%","607.19K","30/07"
"Blackbaud","BLKB","109.42","116.81","108.51","-4.25","-3.74%","515.96K","30/07"
"Blucora","BCOR","35.150","36.600","35.055","-1.250","-3.43%","235.43K","30/07"
"BofI Holding","BOFI","38.72","39.66","38.69","-0.11","-0.28%","565.29K","30/07"
"Boise Cascad Llc","BCC","42.90","43.45","42.73","-0.05","-0.12%","404.93K","30/07"
"Boston Private","BPFH","14.45","14.65","14.40","-0.05","-0.34%","409.85K","30/07"
"Bottomline","EPAY","53.48","56.29","53.33","-2.34","-4.19%","488.30K","30/07"
"Boyd Gaming","BYD","35.92","36.49","35.21","+0.53","+1.50%","1.59M","30/07"
"Brady","BRC","37.25","37.45","36.79","+0.35","+0.95%","120.94K","30/07"
"Briggs&Stratton","BGG","17.07","17.30","17.00","+0.12","+0.71%","221.41K","30/07"
"Brinks","BCO","79.10","80.15","78.95","-0.50","-0.63%","365.91K","30/07"
"Bristow","BRS","14.15","14.45","14.12","+0.15","+1.07%","358.95K","30/07"
"Brookline Bancorp","BRKL","18.25","18.70","18.20","-0.25","-1.35%","327.03K","30/07"
"Brooks Automation","BRKS","30.21","31.24","30.13","-0.86","-2.77%","392.58K","30/07"
"Buckle","BKE","24.05","24.30","23.15","+0.90","+3.89%","411.66K","30/07"
"Cabot","CCMP","118.23","120.39","116.98","-0.65","-0.55%","205.58K","30/07"
"CACI","CACI","171.00","177.60","170.68","-5.15","-2.92%","170.96K","30/07"
"Cal-Maine","CALM","44.70","45.05","44.25","-0.30","-0.67%","356.67K","30/07"
"CalAmp","CAMP","22.52","22.69","22.05","+0.26","+1.17%","290.87K","30/07"
"Calavo Growers","CVGW","92.50","93.25","91.25","+0.25","+0.27%","60.51K","30/07"
