"Name","Symbol","Last","High","Low","Chg.","Chg. %","Vol.","Time"
"8x8","EGHT","22.30","22.53","22.10","-0.20","-0.89%","512.80K","15:59:59"
"A Schulman","SHLM","44.00","44.18","43.60","+0.40","+0.92%","356.11K","15:59:59"
"AAON","AAON","42.15","42.25","41.10","+0.95","+2.31%","219.15K","15:59:59"
"AAR","AIR","45.10","45.31","44.63","+0.37","+0.83%","137.94K","15:59:59"
"Abercrombie&Fitch","ANF","28.28","28.38","27.58","+0.65","+2.35%","1.65M","15:59:59"
"ABM Industries","ABM","32.29","32.40","31.88","+0.44","+1.38%","544.90K","15:59:59"
"Acadia","AKR","28.47","28.70","28.28","+0.20","+0.71%","510.76K","15:59:59"
"Aceto","ACET","3.31","3.33","3.26","+0.04","+1.38%","180.98K","15:59:59"
"Acorda","ACOR","28.35","28.50","27.90","+0.15","+0.53%","240.04K","15:59:59"
"Actuant","ATU","29.10","29.45","29.05","-0.05","-0.17%","309.42K","15:59:59"
"ADTRAN","ADTN","16.55","16.65","16.40","+0.20","+1.22%","381.15K","15:59:59"
"Advanced Energy","AEIS","57.49","58.00","57.06","-0.09","-0.16%","250.47K","15:59:59"
"AdvanSix","ASIX","33.11","33.54","32.30","+0.79","+2.44%","172.81K","15:59:59"
"Aegion","AEGN","25.00","25.00","24.57","+0.44","+1.79%","56.83K","15:59:59"
"Aerojet Rocketdyne","AJRD","35.81","36.21","35.60","-0.04","-0.11%","279.23K","15:59:59"
"AeroVironment","AVAV","85.12","86.19","84.89","+0.65","+0.77%","242.13K","15:59:59"
"Agilysys","AGYS","15.85","15.96","15.75","-0.12","-0.75%","48.13K","15:59:59"
"Agree","ADC","56.13","56.28","55.82","+0.24","+0.43%","147.53K","15:59:59"
"AK Steel","AKS","4.400","4.440","4.360","+0.030","+0.69%","6.28M","15:59:59"
"Alamo","ALG","98.83","99.18","98.05","+0.96","+0.98%","32.73K","15:59:59"
"Albany","AIN","77.05","77.63","76.90","+0.15","+0.20%","108.25K","15:59:59"
"Allegiant","ALGT","136.75","138.50","134.75","+1.05","+0.77%","125.36K","15:59:59"
"Allete","ALE","78.53","79.39","78.49","-0.43","-0.54%","105.77K","15:59:59"
"AMAG","AMAG","24.10","24.45","23.80","-0.05","-0.21%","550.37K","15:59:59"
"Amedisys","AMED","119.51","121.67","118.88","+0.21","+0.18%","213.79K","15:59:59"
"American Assets","AAT","39.64","39.85","39.35","+0.24","+0.61%","289.76K","15:59:59"
"American Axle&Manufacturing","AXL","17.70","17.81","17.40","+0.35","+2.02%","1.21M","15:59:59"
"American Equity Inv. Life","AEL","37.41","37.66","37.05","+0.05","+0.13%","244.54K","15:59:59"
"American Public Education","APEI","36.15","36.20","35.10","+1.15","+3.29%","84.93K","15:59:59"
"American States Water","AWR","60.85","61.04","60.44","+0.41","+0.68%","132.17K","15:59:59"
"American Vanguard","AVD","19.05","19.63","18.75","-0.40","-2.06%","149.93K","15:59:59"
"American Woodmark","AMWD","83.50","84.20","83.05","+0.15","+0.18%","83.36K","15:59:59"
"Ameris","ABCB","49.65","49.85","49.18","+0.05","+0.10%","187.66K","15:59:59"
"AMERISAFE","AMSF","63.25","64.15","63.15","-0.65","-1.02%","45.52K","15:59:59"
"AMN Healthcare Services","AMN","57.00","57.75","56.74","-0.20","-0.35%","215.39K","15:59:59"
"Amneal Pharma A","AMRX","24.27","24.43","22.00","+2.75","+12.78%","3.08M","15:59:59"
"Amphastar P","AMPH","17.96","18.05","17.74","+0.14","+0.79%","139.68K","15:59:59"
"AngioDynamics","ANGO","22.04","22.17","21.65","+0.28","+1.29%","113.07K","15:59:59"
"ANI Pharma","ANIP","56.13","56.63","55.62","-0.28","-0.50%","68.81K","15:59:59"
"Anika","ANIK","41.22","43.16","41.18","-0.89","-2.11%","84.73K","15:59:59"
"Anixter","AXE","72.70","73.10","72.20","+0.75","+1.04%","217.56K","15:59:59"
"Apogee","APOG","49.63","49.97","49.31","+0.01","+0.02%","147.15K","15:59:59"
"Applied Industrial Technologies","AIT","77.15","77.53","76.20","+0.75","+0.98%","206.41K","15:59:59"
"ArcBest Corp","ARCB","47.10","47.60","45.90","+1.20","+2.61%","189.07K","15:59:59"
"Archrock","AROC","12.55","12.70","12.20","+0.55","+4.58%","650.32K","15:59:59"
"Asbury Automotive","ABG","76.05","76.35","74.99","+1.30","+1.74%","118.48K","15:59:59"
"ASGN","ASGN","90.21","91.33","89.00","-0.67","-0.74%","272.05K","15:59:59"
"Assertio Therapeutics","ASRT","7.55","7.60","7.13","+0.06","+0.80%","516.52K","15:59:59"
"Astec","ASTE","46.54","47.38","46.43","-0.20","-0.43%","182.71K","15:59:59"
"Atlas Air","AAWW","61.20","61.50","60.00","+0.95","+1.58%","186.24K","15:59:59"
"ATN Int","ATNI","74.25","74.71","72.51","+0.72","+0.98%","117.89K","15:59:59"
"Avista","AVA","51.17","51.89","51.13","-0.42","-0.81%","480.18K","15:59:59"
"Axon Enterprise","AAXN","64.16","64.68","63.08","+0.01","+0.02%","468.41K","15:59:59"
"AZZ","AZZ","53.70","54.50","53.50","-0.20","-0.37%","85.89K","15:59:59"
"B&G Foods","BGS","32.80","33.00","31.87","+0.80","+2.50%","612.82K","15:59:59"
"Badger Meter","BMI","54.05","54.30","52.70","+1.45","+2.76%","127.70K","15:59:59"
"Balchem","BCPC","103.32","105.30","103.14","-1.63","-1.55%","122.52K","15:59:59"
