"Name","Symbol","Last","High","Low","Chg.","Chg. %","Vol.","Time"
"8x8","EGHT","21.98","22.65","21.82","-0.42","-1.90%","436.88K","13/08"
"A Schulman","SHLM","43.70","44.15","43.70","-0.10","-0.23%","154.09K","13/08"
"AAON","AAON","39.00","39.30","38.60","0.00","0.00%","130.86K","13/08"
"AAR","AIR","45.95","46.52","45.84","-0.09","-0.20%","76.90K","13/08"
"Abercrombie&Fitch","ANF","26.73","26.99","26.08","-0.41","-1.51%","1.44M","13/08"
"ABM Industries","ABM","30.75","30.86","30.59","-0.13","-0.42%","356.30K","13/08"
"Acadia","AKR","26.61","26.69","26.47","-0.02","-0.08%","153.29K","13/08"
"Aceto","ACET","3.18","3.19","3.10","+0.04","+1.27%","133.18K","13/08"
"Acorda","ACOR","27.75","27.90","26.80","+0.85","+3.16%","347.46K","13/08"
"Actuant","ATU","28.20","28.38","27.88","0.00","0.00%","267.58K","13/08"
"ADTRAN","ADTN","16.10","16.13","15.75","+0.20","+1.26%","316.33K","13/08"
"Advanced Energy","AEIS","59.57","60.15","59.40","+0.04","+0.07%","292.12K","13/08"
"AdvanSix","ASIX","33.90","34.26","33.69","-0.10","-0.29%","172.25K","13/08"
"Aegion","AEGN","24.42","24.83","24.28","-0.41","-1.65%","47.15K","13/08"
"Aerojet Rocketdyne","AJRD","36.68","36.99","36.27","+0.42","+1.16%","418.45K","13/08"
"AeroVironment","AVAV","80.56","80.96","79.73","+0.77","+0.96%","180.43K","13/08"
"Agilysys","AGYS","15.84","16.09","15.75","-0.11","-0.69%","47.20K","13/08"
"Agree","ADC","53.57","54.15","53.43","-0.16","-0.30%","74.80K","13/08"
"AK Steel","AKS","4.270","4.320","4.210","-0.040","-0.93%","9.01M","13/08"
"Alamo","ALG","95.69","96.52","95.23","+0.17","+0.18%","68.11K","13/08"
"Albany","AIN","75.50","76.10","75.20","-0.45","-0.59%","131.16K","13/08"
"Allegiant","ALGT","132.25","133.00","130.23","+1.45","+1.11%","99.31K","13/08"
"Allete","ALE","77.56","77.69","77.00","+0.32","+0.41%","99.87K","13/08"
"AMAG","AMAG","25.35","26.10","25.35","-0.30","-1.17%","471.35K","13/08"
"Amedisys","AMED","113.90","115.72","113.00","-0.04","-0.04%","239.67K","13/08"
"American Assets","AAT","38.28","38.53","38.17","-0.31","-0.80%","68.75K","13/08"
"American Axle&Manufacturing","AXL","16.25","16.63","16.15","-0.28","-1.69%","1.08M","13/08"
"American Equity Inv. Life","AEL","35.94","36.09","35.63","+0.07","+0.20%","186.08K","13/08"
"American Public Education","APEI","34.10","34.65","33.05","-0.23","-0.66%","237.09K","13/08"
"American States Water","AWR","59.31","59.81","59.04","-0.34","-0.57%","104.78K","13/08"
"American Vanguard","AVD","19.55","19.65","19.25","+0.15","+0.77%","43.44K","13/08"
"American Woodmark","AMWD","81.60","84.15","81.40","-2.50","-2.97%","127.42K","13/08"
"Ameris","ABCB","48.55","48.90","48.45","-0.30","-0.61%","255.47K","13/08"
"AMERISAFE","AMSF","63.10","63.30","62.75","+0.15","+0.24%","24.91K","13/08"
"AMN Healthcare Services","AMN","55.35","56.90","55.33","-1.20","-2.12%","226.25K","13/08"
"Amneal Pharma A","AMRX","21.42","21.65","20.79","+1.12","+5.52%","2.37M","13/08"
"Amphastar P","AMPH","17.63","17.82","17.31","+0.31","+1.79%","145.89K","13/08"
"AngioDynamics","ANGO","21.35","21.59","21.25","0.00","0.00%","139.04K","13/08"
"ANI Pharma","ANIP","57.23","57.44","56.60","+0.19","+0.33%","58.28K","13/08"
"Anika","ANIK","41.49","41.79","40.67","+0.09","+0.22%","61.25K","13/08"
"Anixter","AXE","69.90","71.65","69.60","-1.50","-2.10%","140.72K","13/08"
"Apogee","APOG","49.18","49.40","48.64","-0.01","-0.02%","125.16K","13/08"
"Applied Industrial Technologies","AIT","73.75","75.65","71.95","+1.55","+2.15%","384.93K","13/08"
"ArcBest Corp","ARCB","45.90","47.10","45.65","-1.10","-2.34%","305.64K","13/08"
"Archrock","AROC","12.78","13.40","12.60","-0.57","-4.31%","735.57K","13/08"
"Asbury Automotive","ABG","74.65","75.18","74.50","-0.35","-0.47%","217.29K","13/08"
"ASGN","ASGN","89.37","91.27","89.26","-1.53","-1.68%","155.87K","13/08"
"Astec","ASTE","46.08","46.87","45.61","-0.18","-0.39%","243.78K","13/08"
"Atlas Air","AAWW","60.20","60.95","59.55","-0.40","-0.66%","284.73K","13/08"
"ATN Int","ATNI","72.01","72.14","69.85","+2.03","+2.90%","33.16K","13/08"
"Avista","AVA","50.67","50.84","50.45","-0.02","-0.04%","217.29K","13/08"
"Axon Enterprise","AAXN","60.98","62.59","60.57","-0.49","-0.80%","545.34K","13/08"
"AZZ","AZZ","53.55","54.00","53.05","+0.20","+0.37%","72.87K","13/08"
"B&G Foods","BGS","30.95","31.50","30.80","-0.45","-1.43%","430.23K","13/08"
"Badger Meter","BMI","52.70","53.00","52.00","+0.45","+0.86%","54.43K","13/08"
"Balchem","BCPC","99.35","100.70","99.25","-0.29","-0.29%","88.86K","13/08"
"Banc of California","BANC","19.73","20.23","19.68","-0.33","-1.62%","277.11K","13/08"
"Banner","BANR","64.62","65.46","64.60","-0.43","-0.66%","89.04K","13/08"
"Barnes","B","65.85","66.79","65.70","-0.36","-0.54%","184.87K","13/08"
"Barnes & Noble Education Inc","BNED","6.16","6.23","6.05","-0.14","-2.15%","325.74K","13/08"
"Barnes&Noble","BKS","6.12","6.15","6.05","+0.03","+0.41%","405.61K","13/08"
"Bel Fuse B","BELFB","24.55","25.20","24.25","-0.10","-0.41%","9.12K","13/08"
"Belmond","BEL","15.68","15.78","15.45","+0.12","+0.80%","1.26M","13/08"
"Benchmark Electronics","BHE","25.50","25.85","25.35","-0.05","-0.20%","238.59K","13/08"
"Big 5","BGFV","5.95","6.05","5.75","+0.20","+3.48%","628.56K","13/08"
"Biglari","BH","192.52","195.45","185.00","+4.21","+2.24%","7.77K","13/08"
"BioTelemetry","BEAT","55.200","57.184","54.350","-1.750","-3.07%","405.01K","13/08"
"BJs Restaurants","BJRI","63.05","64.05","62.70","-0.85","-1.33%","196.95K","13/08"
"Black Box","BBOX","1.51","1.52","1.43","+0.02","+1.34%","239.12K","13/08"
"Blackbaud","BLKB","96.48","97.57","94.86","+0.83","+0.87%","184.28K","13/08"
"Blucora","BCOR","34.700","35.100","34.350","0.000","0.00%","284.73K","13/08"
"BofI Holding","BOFI","36.87","37.66","36.79","-0.44","-1.18%","507.75K","13/08"
"Boise Cascad Llc","BCC","43.35","44.50","43.08","-0.25","-0.57%","376.38K","13/08"
"Boston Private","BPFH","13.85","14.08","13.78","-0.20","-1.42%","391.69K","13/08"
"Bottomline","EPAY","58.83","59.93","58.68","-0.21","-0.36%","469.87K","13/08"
"Boyd Gaming","BYD","34.40","35.36","34.39","-0.68","-1.94%","1.29M","13/08"
"Brady","BRC","37.40","37.65","36.85","+0.05","+0.13%","574.14K","13/08"
"Briggs&Stratton","BGG","17.19","17.33","16.94","0.00","0.00%","196.73K","13/08"
"Brinks","BCO","77.80","79.65","77.70","-1.55","-1.95%","329.84K","13/08"
"Bristow","BRS","11.32","11.67","10.97","-0.40","-3.41%","832.22K","13/08"
"Brookline Bancorp","BRKL","17.70","17.95","17.70","-0.20","-1.12%","316.23K","13/08"
"Brooks Automation","BRKS","29.66","30.20","29.62","-0.29","-0.97%","375.54K","13/08"
"Buckle","BKE","26.35","26.40","25.90","+0.25","+0.96%","319.68K","13/08"
"Cabot","CCMP","121.09","122.73","120.49","-0.01","-0.01%","138.05K","13/08"
"CACI","CACI","180.10","181.45","180.00","-0.05","-0.03%","112.91K","13/08"
"Cal-Maine","CALM","48.10","49.30","47.90","-0.05","-0.10%","417.33K","13/08"
"CalAmp","CAMP","23.28","23.42","23.06","+0.03","+0.13%","192.92K","13/08"
