"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"Perficient","PRFT","239.02K","934.99M","499.96M","47.03","0.84"
"Perry Ellis","PERY","87.98K","436.66M","888.00M","7.39","0.35"
"PetMed Express","PETS","664.52K","780.67M","281.53M","19.73","0.53"
"PGT Innovations","PGTI","509.09K","1.24B","570.50M","28.9","0.84"
"Phibro","PAHC","105.54K","2.01B","803.04M","30.62","0.92"
"Pinnacle","PNFP","522.27K","5.00B","","16.85","1.01"
"Pioneer Energy Services","PES","979.31K","246.38M","542.83M","","2.99"
"Piper Jaffray","PJC","77.48K","1.18B","838.67M","","1.52"
"Plexus","PLXS","156.62K","1.98B","2.77B","22.09","0.67"
"Powell Industries","POWL","56.05K","460.89M","372.57M","","1.33"
"Power Integrations","POWI","162.99K","2.12B","432.06M","32.55","0.89"
"PRA Group Inc","PRAA","407.16K","1.74B","830.19M","24.76","1.63"
"ProAssurance","PRA","492.82K","2.49B","849.09M","26.96","0.52"
"Progress","PRGS","514.27K","1.76B","403.54M","33.33","0.75"
"Proto Labs","PRLB","143.62K","3.64B","399.69M","62.2","1.11"
"Provident","PFS","167.99K","1.70B","","16.75","0.78"
"PS Business Parks","PSB","89.31K","3.51B","407.90M","22.82","0.49"
"Quaker Chemical","KWR","36.62K","2.24B","858.01M","59.53","1.38"
"Quality Systems","QSII","327.16K","1.40B","533.31M","529.02","0.55"
"Qualys","QLYS","272.04K","3.34B","255.43M","85.26","1.14"
"Quanex Building Products","NX","194.66K","589.02M","867.40M","24.9","0.74"
"QuinStreet","QNST","634.94K","674.49M","404.35M","44.09","0.92"
"Quorum Health","QHC","372.83K","133.76M","2.03B","",""
"Rambus","RMBS","923.63K","1.28B","303.91M","","0.2"
"Raven","RAVN","132.08K","1.38B","394.91M","27.2","1.53"
"Rayonier Advanced Materials","RYAM","785.29K","1.05B","1.62B","4.44","3.38"
"Re Max Holding","RMAX","118.28K","864.24M","205.80M","15.79","0.48"
"Red Robin Gourmet Burgers","RRGB","337.53K","499.40M","1.38B","18.84","0.41"
"Regis","RGS","156.36K","843.20M","1.34B","6.9","1.31"
"Rent-A-Center","RCII","1.69M","791.37M","2.64B","","0.62"
"Repligen","RGEN","273.07K","2.17B","170.75M","160.06","0.68"
"Resources Connection","RECN","120.65K","512.36M","654.13M","27.31","1.06"
"Retail Opportunity","ROIC","1.17M","2.15B","287.45M","62.5","0.59"
"REX American Resources","REX","36.44K","485.43M","460.25M","15.99","1.11"
"RLI","RLI","143.84K","3.41B","809.33M","47.9","1.25"
"Roadrunner","RRTS","878.94K","72.78M","2.21B","","0.83"
"Rogers","ROG","117.52K","2.40B","845.08M","37.38","1.45"
"RR Donnelley & Sons","RRD","1.04M","342.14M","7.05B","12.6","1.37"
"Rudolph","RTEC","204.18K","886.84M","277.58M","15.43","0.88"
"Ruth's Hospitality","RUTH","249.57K","949.84M","425.82M","26.19","0.31"
"S&T Bancorp","STBA","95.44K","1.57B","","16.76","0.6"
"Sabra","SBRA","1.99M","4.08B","610.66M","11.02","0.56"
"Safety Insurance","SAFT","46.63K","1.46B","839.19M","23","0.55"
"Saia","SAIA","218.60K","1.95B","1.52B","24.98","0.78"
"Sanderson Farms","SAFM","563.59K","2.30B","3.44B","9.59","0.25"
"Sanmina","SANM","991.17K","2.06B","6.99B","24.28","0.45"
"Saul Centers","BFS","36.82K","1.28B","225.70M","39","0.61"
"ScanSource","SCSC","99.74K","1.04B","3.77B","21.82","0.88"
"Scholastic","SCHL","130.00K","1.44B","1.63B","3605.26","0.68"
"Schweitzer-Mauduit","SWM","148.53K","1.24B","1.01B","12.68","1.35"
"Scientific Games","SGMS","947.55K","2.87B","3.25B","","2.59"
"SEACOR","CKH","138.37K","942.35M","745.33M","16.46","0.81"
"Select Medical","SEM","548.61K","2.65B","4.76B","20.56","1.37"
"Selective","SIGI","177.02K","3.67B","2.54B","21.42","1.23"
"Semtech","SMTC","557.70K","3.23B","574.47M","38.45","1.38"
"Seneca Foods A","SENEA","15.79K","287.09M","1.66B","","0.95"
"ServisFirst Bancshares","SFBS","150.50K","2.27B","162.74M","19.81","1.25"
"Shoe Carnival","SCVL","255.89K","536.80M","1.28B","18.17","0.69"
"Shutterstock","SSTK","216.53K","1.79B","602.49M","41.14","1.29"
"Simmons First National","SFNC","534.96K","2.83B","","18.18","1.09"
"Simpson Manufacturing","SSD","264.43K","3.37B","1.05B","30.51","1.59"
"SkyWest","SKYW","273.85K","3.16B","3.22B","13.35","1.65"
"Sleep Number","SL2","0.14K","967.56M","1.31B","22.66","0.58"
"Sonic","SONC","845.97K","1.23B","435.41M","22.72","1.55"
"Sonic Automotive","SAH","212.19K","890.54M","10.08B","13.42","1.61"
"South Jersey Industries","SJI","718.14K","2.83B","1.34B","","0.56"
"Southside","SBSI","163.06K","1.26B","","18.23","0.74"
"SpartanNash Co","SPTN","299.72K","863.56M","10.51B","","1.24"
"Spectrum","SPPI","1.33M","2.43B","119.64M","","1.87"
"Spire","SR","290.64K","3.79B","1.96B","21.35","0.01"
"Spok Holdings","SPOK","95.76K","299.66M","171.15M","50.59","0.34"
"SPS Commerce","SPSC","147.37K","1.64B","234.53M","158.87","0.7"
"SPX Corp","SPXC","214.38K","1.50B","1.47B","11.97","1.6"
"SPX FLOW Inc","FLOW","215.86K","1.95B","2.04B","30.68",""
"Stage Stores","SSI","217.24K","61.55M","1.95B","","0.57"
"Stampscom","STMP","384.31K","4.30B","520.72M","22.53","0.02"
"Standard Motor Products","SMP","90.59K","1.13B","1.07B","22.31","1.65"
"Standex","SXI","34.03K","1.40B","857.96M","25.95","1.46"
"Stein Mart","SMRT","520.78K","145.53M","1.31B","","-1.15"
"Stepan","SCL","103.55K","1.97B","1.98B","18.36","1.19"
"Sterling Bancorp","STL","1.96M","5.01B","","17.23","0.96"
"Steven Madden","SHOO","476.25K","3.36B","1.59B","26.66","0.46"
"Stewart Info Services","STC","117.80K","1.06B","1.96B","27.74","0.76"
"Strategic Education","STRA","93.12K","1.40B","458.36M","55.53","0.81"
"Sturm Ruger&Company","RGR","176.11K","1.03B","482.62M","21.31","-0.07"
"Summit Hotel Properties","INN","573.87K","1.41B","560.76M","25.33","1.18"
"SunCoke Energy","SXC","381.55K","710.07M","1.42B","148.22","1.05"
"Super Micro Computer","SMCI","512.88K","959.25M","717.87M","13.96","0.29"
"Superior Industries","SUP","170.92K","548.88M","1.47B","","1.16"
"Supernus","SUPN","659.85K","2.21B","358.81M","24.15","0.97"
"Supervalu","SVU","1.71M","1.24B","14.91B","29.75","1.26"
"SurModics","SRDX","32.27K","976.00M","78.36M","","0.54"
"Sykes","SYKE","145.07K","1.23B","1.62B","22.08","0.76"
"Synchronoss Tech","SNCR","1.01M","217.17M","399.98M","","0.53"
"Synergy Resources","SRCI","443.33K","2.25B","536.74M","9.74","1.92"
"Tailored Brands","TLRD","1.63M","1.13B","3.34B","9.32","1.66"
"Take-Two","TTWO","2.20M","14.69B","2.18B","75.91","0.88"
"Team","TISI","356.11K","689.71M","1.22B","","1.71"
"Tennant","TNC","93.24K","1.38B","1.11B","74.05","0.87"
"Tetra Tech","TTEK","270.35K","3.89B","2.18B","29.75","0.95"
"Tetra Technologies","TTI","685.18K","619.06M","903.45M","48.53","0.82"
"Texas Capital","TCBI","471.03K","4.58B","","17.85","1.8"
"The Andersons","ANDE","139.16K","1.12B","3.39B","60.34","1.29"
"The Childrens Place","PLCE","392.35K","2.23B","1.87B","17.31","0.37"
"The Ensign","ENSG","249.64K","1.91B","1.95B","26.25","0.65"
"The Medicines","MDCO","1.51M","2.94B","34.91M","","0.77"
"The Navigators","NAVG","101.93K","1.91B","1.35B","24.25","0.49"
"The Providence Service","PRSC","86.77K","851.50M","2.03B","51.86","0.71"
"Tidewater","TDW","261.59K","844.12M","421.61M","","2.1"
"Tile Shop","TTS","993.54K","432.18M","347.04M","48.67","1.87"
"Timkensteel Corp","TMST","350.92K","592.08M","1.47B","","1.79"
"Titan","TWI","372.69K","430.06M","1.60B","","1.67"
"Tivity Health","TVTY","437.82K","1.32B","578.85M","17.93","0.56"
"TiVo","TIVO","1.54M","1.49B","810.54M","38.01","-0.58"
"Tompkins","TMP","7.08K","1.33B","161.27M","17.11","0.84"
"Topbuild Corp","BLD","272.88K","2.63B","2.09B","22.64",""
"Tredegar","TG","106.97K","761.76M","989.50M","40.22","1.4"
"Trex","TREX","388.83K","4.63B","640.30M","38.09","2.4"
"TrueBlue","TBI","240.18K","1.17B","2.50B","17.6","1.85"
"TrustCo Bank NY","TRST","311.34K","896.79M","","16.07","1.01"
"TTEC","TTEC","55.56K","1.16B","1.51B","","0.94"
"TTM","TTMI","913.36K","1.92B","2.79B","10.34","1.86"
"Tuesday Morning","TUES","259.67K","135.26M","999.51M","","1.44"
"U S Concrete","USCR","349.30K","886.31M","1.43B","26.27","1.07"
"UMB Financial","UMBF","236.14K","3.77B","","17.53","0.79"
"Unifi","UFI","59.94K","588.21M","678.91M","20.68","0.64"
"Unifirst","UNF","64.06K","3.52B","1.67B","33.42","0.59"
"Unit","UNT","372.94K","1.42B","801.77M","52.63","2.99"
"United Bankshares","UBSI","725.70K","4.05B","","16.81","1.06"
"United Community Banks","UCBI","493.37K","2.46B","","18.17","0.9"
"United Fire","UFCS","90.11K","1.26B","1.30B","56.22","0.59"
"United Insurances","UIHC","162.95K","907.83M","717.00M","60.96","1.7"
"Universal","UVV","262.27K","1.45B","2.13B","15.06","1.1"
"Universal Electronics","UEIC","90.04K","595.42M","684.02M","25.74","1.09"
"Universal Forest","UFPI","306.86K","2.27B","4.31B","14.82","1.87"
"Universal Health RI","UHT","33.83K","970.82M","75.10M","38.78","0.28"
"Universal Insurance","UVE","205.96K","1.58B","792.84M","11.65","1.82"
"Urstadt Biddle Properties","UBA","103.21K","835.96M","134.60M","41.42","0.29"
"US Ecology","ECOL","97.67K","1.57B","524.72M","40.95","0.57"
"US Physicalrapy","USPH","48.21K","1.48B","435.67M","81.35","1.06"
"US Silica","SLCA","1.94M","1.84B","1.50B","14.38","2.32"
"Veeco","VECO","723.52K","544.02M","591.65M","","0.64"
"Vera Bradley","VRA","334.69K","509.97M","445.10M","43.14","0.3"
"Veritiv Cor","VRTV","60.36K","779.30M","8.61B","392.53","0.35"
"Viad","VVI","61.68K","1.25B","1.95B","23.71","0.66"
"Viavi Solutions","VIAV","2.45M","2.47B","814.50M","","0.97"
"Vicor","VICR","112.49K","2.48B","255.13M","183.19","0.97"
"Virtus","VRTS","61.07K","948.01M","513.65M","14.09","1.52"
"Virtusa","VRTU","221.45K","1.54B","1.09B","157.81","1.24"
"Vitamin Shoppe","VSI","563.26K","300.47M","1.15B","","0.4"
"Wabash National","WNC","413.64K","1.03B","2.07B","7.81","1.89"
"WageWorks","WAGE","313.07K","2.11B","235.62M","44.06","1.39"
"Walker&Dunlop","WD","186.84K","1.73B","712.59M","11.33","0.72"
"Watts Water Technologies","WTS","118.37K","2.83B","1.52B","24.82","1.07"
"WD-40","WDFC","60.92K","2.32B","402.45M","40.44","0.56"
"Westamerica Bancorporation","WABC","95.13K","1.69B","","24.66","1.01"
"Winnebago Industries","WGO","605.49K","1.22B","1.94B","12.18","1.72"
"Wintrust","WTFC","353.73K","5.08B","","17.41","0.79"
"Wolverine","WWW","605.08K","3.65B","2.29B","52.15","0.98"
"World Acceptance","WRLD","111.75K","1.05B","542.59M","14.54","2.84"
"WWE","WWE","1.51M","6.12B","867.18M","100.15","0.99"
"XO","XOXO","205.38K","759.55M","164.03M","48.06","0.85"
"Xperi","XPER","599.71K","811.46M","372.01M","","0.55"
"Zumiez","ZUMZ","383.79K","746.27M","952.55M","25.15","0.97"
