"Name","Symbol","Last","High","Low","Chg.","Chg. %","Vol.","Time"
"American Equity Inv. Life","AEL","35.15","35.64","35.03","-0.30","-0.85%","396.12K","15:59:59"
"American Public Education","APEI","44.25","45.70","43.40","-0.65","-1.45%","155.58K","15:59:59"
"American States Water","AWR","60.84","60.95","59.83","+0.73","+1.21%","111.10K","15:59:59"
"American Vanguard","AVD","21.85","21.90","21.55","-0.20","-0.91%","38.64K","15:59:59"
"American Woodmark","AMWD","87.60","89.10","86.70","+0.10","+0.11%","240.16K","15:59:59"
"Ameris","ABCB","51.70","51.75","51.10","+0.10","+0.19%","247.88K","15:59:59"
"AMERISAFE","AMSF","61.25","61.35","60.20","+0.70","+1.16%","46.81K","15:59:59"
"AMN Healthcare Services","AMN","61.50","61.55","59.70","+1.05","+1.74%","225.44K","15:59:59"
"Amneal Pharma A","AMRX","18.49","18.65","18.37","+0.04","+0.22%","682.86K","15:59:59"
"Amphastar P","AMPH","16.64","16.74","16.26","+0.27","+1.65%","161.67K","15:59:59"
"AngioDynamics","ANGO","21.55","21.65","20.90","+0.62","+2.96%","470.88K","15:59:59"
"ANI Pharma","ANIP","70.56","70.85","69.89","-0.30","-0.42%","37.70K","15:59:59"
"Anika","ANIK","34.12","34.99","33.68","-0.60","-1.73%","219.99K","15:59:59"
"Anixter","AXE","66.00","66.10","65.25","+0.35","+0.53%","297.50K","15:59:59"
"Apogee","APOG","48.99","49.64","48.88","-0.22","-0.45%","160.31K","15:59:59"
"Applied Industrial Technologies","AIT","75.45","75.65","73.70","+1.45","+1.96%","141.66K","15:59:59"
"ArcBest Corp","ARCB","46.70","46.80","45.00","+1.10","+2.41%","306.15K","15:59:59"
"Archrock","AROC","12.90","12.95","12.70","+0.30","+2.38%","618.80K","15:59:59"
"Asbury Automotive","ABG","69.40","70.30","68.95","-0.40","-0.57%","135.75K","15:59:59"
"ASGN","ASGN","84.57","84.68","83.18","+0.47","+0.56%","181.04K","15:59:59"
"Astec","ASTE","61.67","61.75","60.91","+0.22","+0.36%","91.66K","15:59:59"
"Atlas Air","AAWW","69.25","70.45","69.05","-1.30","-1.84%","351.86K","15:59:59"
"ATN Int","ATNI","55.17","55.82","54.90","-0.62","-1.11%","58.29K","15:59:59"
"Avista","AVA","50.40","50.70","50.23","+0.07","+0.14%","526.17K","15:59:59"
"Axon Enterprise","AAXN","73.07","73.34","71.45","+1.52","+2.12%","844.90K","15:59:59"
"AZZ","AZZ","54.55","54.75","53.43","+0.75","+1.39%","217.13K","15:59:59"
"B&G Foods","BGS","30.70","31.50","30.50","-0.20","-0.65%","798.18K","15:59:59"
"Badger Meter","BMI","51.00","52.65","47.25","+4.05","+8.63%","496.15K","15:59:59"
"Balchem","BCPC","100.47","100.62","98.51","+0.81","+0.81%","74.82K","15:59:59"
"Banc of California","BANC","19.25","19.40","19.05","-0.10","-0.52%","305.61K","15:59:59"
"Banner","BANR","61.89","62.12","61.29","+0.22","+0.36%","133.18K","15:59:59"
"Barnes","B","61.88","62.00","59.96","+1.24","+2.04%","167.87K","15:59:59"
"Barnes & Noble Education Inc","BNED","5.53","5.65","5.27","+0.19","+3.56%","408.62K","15:59:59"
"Barnes&Noble","BKS","5.50","5.65","5.43","+0.00","+0.00%","737.06K","15:59:59"
"Bel Fuse B","BELFB","22.60","22.95","22.15","+0.35","+1.57%","15.00K","15:59:59"
"Belmond","BEL","11.45","11.60","11.35","0.00","0.00%","355.25K","15:59:59"
"Benchmark Electronics","BHE","29.45","29.50","29.25","0.00","0.00%","264.85K","15:59:59"
"Big 5","BGFV","6.85","6.95","6.55","+0.25","+3.79%","372.82K","15:59:59"
"Biglari","BH","191.75","194.98","188.51","-2.90","-1.49%","13.67K","15:59:59"
"BioTelemetry","BEAT","50.300","50.500","49.600","+0.300","+0.60%","366.56K","15:59:59"
"BJs Restaurants","BJRI","64.35","65.40","63.35","+0.55","+0.86%","349.56K","15:59:59"
"Black Box","BBOX","1.67","1.74","1.57","-0.08","-4.57%","1.11M","15:59:59"
"Blackbaud","BLKB","116.48","116.64","114.58","+0.46","+0.40%","178.79K","15:59:59"
"Blucora","BCOR","38.050","38.400","37.650","-0.200","-0.52%","176.66K","15:59:59"
"BofI Holding","BOFI","41.30","41.46","40.75","+0.28","+0.68%","431.41K","15:59:59"
"Boise Cascad Llc","BCC","45.95","46.05","44.75","+0.80","+1.77%","405.01K","15:59:59"
"Boston Private","BPFH","15.05","15.75","14.75","-1.15","-7.10%","1.10M","15:59:59"
"Bottomline","EPAY","55.64","55.92","55.28","-0.13","-0.23%","212.19K","15:59:59"
"Boyd Gaming","BYD","38.11","38.19","37.39","+0.20","+0.53%","686.93K","15:59:59"
"Brady","BRC","37.70","37.80","36.68","+0.80","+2.17%","200.05K","15:59:59"
"Briggs&Stratton","BGG","16.84","17.14","16.65","-0.88","-4.97%","747.45K","15:59:59"
"Brinks","BCO","80.25","80.80","79.70","-0.60","-0.74%","425.61K","15:59:59"
"Bristow","BRS","14.25","14.43","14.17","-0.06","-0.42%","879.49K","15:59:59"
"Brookline Bancorp","BRKL","18.55","18.85","18.40","0.00","0.00%","209.85K","15:59:59"
"Brooks Automation","BRKS","32.43","32.71","32.00","-0.33","-1.01%","564.58K","15:59:59"
"Buckle","BKE","24.75","24.80","24.00","+0.65","+2.70%","268.83K","15:59:59"
"Cabot","CCMP","117.87","118.08","116.52","-0.29","-0.25%","91.06K","15:59:59"
"CACI","CACI","178.50","179.83","177.00","+0.20","+0.11%","164.70K","15:59:59"
"Cal-Maine","CALM","45.60","45.75","45.08","+0.45","+1.00%","161.84K","15:59:59"
"CalAmp","CAMP","23.22","23.51","23.08","-0.09","-0.39%","780.27K","15:59:59"
"Calavo Growers","CVGW","94.15","95.50","93.65","-0.35","-0.37%","197.64K","15:59:59"
"Caleres","CAL","36.26","36.43","35.63","+0.49","+1.37%","379.96K","15:59:59"
"California Water Service","CWT","41.15","41.40","40.50","+0.45","+1.11%","121.23K","15:59:59"
"Callaway Golf","ELY","18.83","18.96","18.70","0.00","0.00%","617.01K","15:59:59"
"Cambrex","CBM","55.70","56.50","55.50","-0.65","-1.15%","183.93K","15:59:59"
"Cantel Medical","CMD","93.69","95.08","93.50","-1.20","-1.26%","255.02K","15:59:59"
"Capella","CPLA","104.90","105.05","103.75","+0.60","+0.58%","29.60K","15:59:59"
"Capstead Mortgage","CMO","8.64","8.66","8.55","+0.07","+0.82%","442.23K","15:59:59"
"Carbo Ceramics","CRR","9.37","9.63","9.21","-0.14","-1.47%","263.14K","15:59:59"
"Cardtronics","CATM","26.89","27.18","26.49","-0.21","-0.77%","363.17K","15:59:59"
"Career","CECO","18.78","19.07","18.55","+0.05","+0.27%","854.40K","15:59:59"
"Caretrust Inc","CTRE","17.30","17.40","16.79","+0.42","+2.49%","468.81K","15:59:59"
"Carrizo Oil&Gas","CRZO","28.93","29.54","28.54","+0.11","+0.38%","1.81M","15:59:59"
"Cato","CATO","25.60","26.73","25.13","+0.53","+2.11%","512.66K","15:59:59"
"Cavco","CVCO","224.90","225.00","219.10","+5.70","+2.60%","42.37K","15:59:59"
"Cedar Realty","CDR","4.89","4.92","4.76","+0.11","+2.30%","253.46K","15:59:59"
"Celadon","CGIP","3.58","3.62","3.52","-0.05","-1.38%","28.53K","15:59:00"
"Central Garden&Pet","CENT","43.94","44.05","43.26","+0.48","+1.10%","83.73K","15:59:59"
"Central Garden&Pet A","CENTA","40.91","40.95","40.27","+0.58","+1.44%","139.96K","15:59:59"
"Century Aluminum","CENX","13.09","14.60","13.05","-1.81","-12.15%","3.58M","15:59:59"
"CEVA","CEVA","32.90","32.95","32.20","+0.60","+1.86%","97.57K","15:59:59"
"Chart Industries","GTLS","77.66","78.43","70.73","+9.66","+14.21%","1.58M","15:59:59"
"Chemed","CHE","328.01","329.51","325.88","+0.10","+0.03%","140.29K","15:59:59"
"Chemours Co","CC","45.690","45.800","44.590","-0.100","-0.22%","1.43M","15:59:59"
"Chesapeake Lodging","CHSP","32.72","32.74","32.09","+0.60","+1.87%","183.81K","15:59:59"
"Chuy's Holdings","CHUY","33.700","34.050","32.850","+0.700","+2.12%","173.22K","15:59:59"
"Cincinnati Bell","CBB","13.550","14.200","13.400","-0.700","-4.91%","593.03K","15:59:59"
"CIRCOR","CIR","40.38","40.48","39.53","+0.25","+0.62%","123.02K","15:59:59"
"City Holding","CHCO","77.59","77.85","76.50","+0.70","+0.91%","92.08K","15:59:59"
"Clearwater Paper","CLW","23.75","24.05","23.05","+0.05","+0.21%","367.01K","15:59:59"
"Cloud Peak Energy","CLD","3.290","3.320","3.200","-0.050","-1.50%","269.16K","15:59:59"
"CMTSU Liquidation","CBRI","0.003","0.003","0.003","-0.000","-8.57%","5.26K","13:26:00"
"Cogent","CCOI","52.75","53.15","52.20","+0.15","+0.29%","213.80K","15:59:59"
"Coherent","COHR","171.32","173.30","166.92","-0.76","-0.44%","630.96K","15:59:59"
"Cohu","COHU","26.24","26.41","25.79","+0.08","+0.31%","268.09K","15:59:59"
"Columbia Banking","COLB","41.95","41.99","41.29","+0.26","+0.62%","314.37K","15:59:59"
"Comfort Systems","FIX","48.60","48.85","47.40","+0.80","+1.67%","132.48K","15:59:59"
"Community Bank System","CBU","62.02","62.40","61.70","-0.09","-0.14%","265.55K","15:59:59"
"Community Health Systems","CYH","2.77","2.79","2.69","0.01","0.36%","1.60M","15:59:59"
"Computer Programs&Systems","CPSI","33.95","34.00","33.45","+0.40","+1.19%","123.78K","15:59:59"
"Comtech","CMTL","34.06","34.45","33.91","-0.36","-1.05%","71.45K","15:59:59"
"CONMED","CNMD","73.75","74.15","73.28","+0.17","+0.23%","122.32K","15:59:59"
"Consolidated Communications","CNSL","12.34","12.45","12.16","+0.06","+0.45%","365.03K","15:59:59"
"Contango Oil&Gas","MCF","6.35","6.76","6.33","-0.12","-1.85%","59.17K","16:10:00"
"Cooper Stnd","CPS","136.04","137.54","133.11","-1.63","-1.18%","295.25K","15:59:59"
"Core-Mark","CORE","24.16","24.28","23.75","+0.21","+0.88%","447.95K","15:59:59"
"CoreSite","COR","113.33","114.00","112.18","+0.84","+0.75%","165.39K","15:59:59"
"Corindus Vascular Robotics","CR3","0.883","0.883","0.852","+0.035","+4.13%","0","10:42:00"
"CorVel","CRVL","55.40","56.03","55.10","-0.10","-0.18%","29.04K","15:59:59"
"CPB","CPF","29.02","29.12","28.77","-0.05","-0.17%","130.53K","15:59:59"
"Cray","CRAY","26.65","26.70","25.35","+1.35","+5.34%","248.03K","15:59:59"
"Crocs","CROX","18.06","18.22","17.56","+0.37","+2.09%","736.26K","15:59:59"
"Cross Country","CCRN","11.96","11.97","11.81","+0.10","+0.84%","184.11K","15:59:59"
"CryoLife","CRY","29.75","29.85","29.15","+0.35","+1.19%","70.03K","15:59:59"
"CSG Systems","CSGS","41.14","41.25","40.86","+0.15","+0.37%","128.87K","15:59:59"
"CTS Corp","CTS","37.65","37.88","37.00","+0.75","+2.03%","160.43K","15:59:59"
"Cubic","CUB","69.10","69.35","68.80","-0.05","-0.07%","160.09K","15:59:59"
"Customers Bancorp","CUBI","28.83","29.21","28.79","-0.38","-1.30%","132.95K","15:59:59"
"CVB Financial","CVBF","22.80","22.89","22.41","+0.28","+1.24%","489.15K","15:59:59"
"Daktronics","DAKT","8.47","8.58","8.46","-0.07","-0.82%","246.83K","15:59:59"
"Darling Ingredients","DAR","19.81","19.82","19.64","+0.07","+0.35%","548.45K","15:59:59"
"Dave & Buster’s Entertainment","PLAY","49.51","49.54","47.90","+0.43","+0.88%","662.63K","15:59:59"
"Depomed","DEPO","8.17","8.29","8.09","-0.04","-0.49%","528.61K","15:59:59"
"DHI Group","DHX","2.20","2.20","2.10","+0.05","+2.33%","176.58K","15:59:59"
"Diamondrock Hospitality","DRH","12.29","12.33","12.10","+0.11","+0.90%","2.13M","15:59:59"
"Digi","DGII","13.70","13.78","13.60","+0.05","+0.37%","87.36K","15:59:59"
"Dime Community","DCOM","20.00","20.10","19.80","+0.10","+0.50%","70.91K","15:59:59"
"DineEquity","DIN","70.85","71.23","68.76","+0.48","+0.68%","273.29K","15:59:59"
"Diodes","DIOD","37.85","38.05","37.46","+0.07","+0.19%","512.07K","15:59:59"
"Diplomat Pharmacy","DPLO","24.93","26.08","24.90","-1.24","-4.74%","828.89K","15:59:59"
"Donnelley Financial Solutions","DFIN","20.45","20.46","19.97","+0.20","+0.99%","254.45K","15:59:59"
"Dorman","DORM","74.57","74.93","72.51","+1.46","+2.00%","125.57K","15:59:59"
"DSP Group","DSPG","13.00","13.03","12.85","+0.15","+1.17%","96.00K","15:59:59"
"DXP Enterprises","DXPE","42.55","43.42","42.15","+0.22","+0.52%","60.54K","15:59:59"
"Eagle Pharm","EGRX","83.86","84.97","81.19","+1.38","+1.67%","261.42K","15:59:59"
"EastGroup Properties","EGP","95.78","96.02","94.57","+0.99","+1.04%","317.54K","15:59:59"
"Ebix","EBIX","82.70","82.80","80.80","+0.85","+1.04%","103.67K","15:59:59"
"Echo Global","ECHO","30.60","30.70","29.25","+1.25","+4.26%","323.96K","15:59:59"
"eHealth","EHTH","24.34","24.77","24.10","-0.02","-0.08%","123.32K","15:59:59"
"El Paso Electric","EE","61.45","61.85","60.25","+1.15","+1.91%","397.32K","15:59:59"
"El Pollo Loco Holdings Inc","LOCO","11.95","11.95","11.65","+0.20","+1.70%","186.80K","15:59:59"
"Electro Scientific","ESIO","18.03","18.36","17.81","-0.39","-2.12%","404.45K","15:59:59"
"Electronics for Imaging","EFII","34.91","35.01","34.49","+0.29","+0.84%","186.41K","15:59:59"
"Emergent Biosolutions","EBS","54.67","54.96","53.71","-0.06","-0.11%","196.98K","15:59:59"
"Employers","EIG","41.75","41.80","41.50","0.00","0.00%","66.99K","15:59:59"
"Enanta","ENTA","123.13","126.97","122.04","-2.47","-1.97%","259.85K","15:59:59"
"Encore Capital","ECPG","36.70","36.70","36.10","+0.35","+0.96%","381.05K","15:59:59"
"Encore Wire","WIRE","49.05","49.10","48.85","-0.10","-0.20%","34.85K","15:59:59"
"Engility","EGL","35.080","35.280","34.460","+0.200","+0.57%","137.84K","15:59:59"
"Enova International Inc","ENVA","38.30","38.45","37.00","+0.70","+1.86%","264.01K","15:59:59"
"Enpro Industries","NPO","73.29","73.39","71.52","+0.67","+0.92%","112.41K","15:59:59"
"ePlus","PLUS","101.45","101.55","100.10","+0.40","+0.40%","44.63K","15:59:59"
"Era Group Inc","ERA","13.30","13.34","13.16","+0.03","+0.23%","17.74K","15:59:59"
"ESCO Technologies","ESE","60.90","61.05","60.30","+0.25","+0.41%","127.98K","15:59:59"
"Essendant Inc","ESND","14.42","14.51","14.19","+0.14","+0.98%","176.39K","15:59:59"
"Ethan Allen Interiors","ETH","24.65","24.85","24.20","+0.40","+1.65%","158.60K","15:59:59"
"Evercore","EVR","109.95","111.60","109.35","-1.65","-1.48%","279.67K","15:59:59"
"EW Scripps A","SSP","12.88","13.15","12.82","-0.19","-1.45%","290.51K","15:59:59"
"ExlServices","EXLS","62.44","62.48","61.33","+0.94","+1.53%","119.92K","15:59:59"
"Exponent","EXPO","50.45","50.70","50.05","+0.10","+0.20%","242.60K","15:59:59"
"Express","EXPR","10.11","10.14","9.92","+0.09","+0.90%","1.00M","15:59:59"
"Exterran Corp","EXTN","27.26","27.67","27.17","-0.12","-0.44%","94.36K","15:59:59"
"EZCORP","EZPW","12.20","12.23","11.50","+0.55","+4.72%","610.24K","15:59:59"
"Fabrinet","FN","40.03","40.38","39.71","+0.08","+0.20%","375.40K","15:59:59"
"FARO","FARO","57.90","58.00","57.20","+0.55","+0.96%","44.38K","15:59:59"
"Federal Signal","FSS","24.36","24.49","23.82","+0.49","+2.05%","286.23K","15:59:59"
"Fidelity","LION","25.93","26.09","25.58","+0.05","+0.19%","74.42K","15:59:59"
"Fiesta","FRGI","30.550","30.800","29.900","+0.500","+1.66%","208.89K","15:59:59"
"Financial Engines","FNGN","44.95","45.00","44.95","0.00","0.00%","0","18/07"
"First Bancorp","FBP","7.870","7.960","7.770","-0.090","-1.13%","3.26M","15:59:59"
"First Commonwealth Financial","FCF","16.13","16.17","15.93","+0.08","+0.50%","315.42K","15:59:59"
"First Financial Bancorp","FFBC","32.00","32.10","29.80","+0.25","+0.79%","282.43K","15:59:59"
"First Financial Bankshares","FFIN","53.70","53.85","52.90","+0.45","+0.85%","205.82K","15:59:59"
"First Midwest","FMBI","26.26","26.31","25.96","+0.09","+0.34%","426.87K","15:59:59"
"First NBC Bank","FNBCQ","0.05","0.05","0.04","-0.01","-12.50%","2.10K","14:49:00"
"FirstCash","FCFS","92.85","93.40","91.95","+0.15","+0.16%","161.06K","15:59:59"
"Five Below","FIVE","107.930","109.090","105.330","+1.110","+1.04%","1.36M","15:59:59"
"Flotek","FTK","3.03","3.03","2.90","+0.03","+1.00%","361.47K","15:59:59"
"Forestar","FOR","22.55","22.65","22.20","+0.40","+1.81%","34.07K","15:59:59"
"Forrester","FORR","43.30","43.35","42.35","+0.85","+2.00%","37.96K","15:59:59"
"Forward Air","FWRD","59.51","59.67","58.84","+0.23","+0.39%","92.31K","15:59:59"
"Four Corners Property Trust Inc","FCPT","25.10","25.23","24.58","+0.39","+1.58%","465.21K","15:59:59"
"Fox Factory","FOXF","51.80","52.50","51.65","-0.65","-1.24%","234.98K","15:59:59"
"Francescass","FRAN","7.83","7.88","7.55","+0.19","+2.49%","603.89K","15:59:59"
"Franklin Electric","FELE","46.45","46.60","45.55","+0.45","+0.98%","106.88K","15:59:59"
"Franklin Street Properties","FSP","8.62","8.64","8.36","+0.20","+2.38%","66.33K","16:10:00"
"Freds","FRED","2.23","2.26","2.21","+0.02","+0.91%","442.16K","15:59:59"
"FTD Companies Inc","FTD","4.52","4.55","4.34","+0.06","+1.35%","135.63K","15:59:59"
"FutureFuel","FF","13.59","13.67","13.47","+0.03","+0.22%","40.50K","15:59:59"
"G-III Apparel","GIII","47.33","47.77","46.82","+0.35","+0.74%","410.99K","15:59:59"
"Gannett","GCI","10.11","10.16","10.02","+0.08","+0.80%","730.32K","15:59:59"
"Genesco","GCO","41.45","41.90","40.70","+0.05","+0.12%","332.79K","15:59:59"
"Gentherm","THRM","40.60","41.00","40.45","-0.40","-0.98%","102.10K","15:59:59"
"Geo","GEO","26.19","26.28","25.42","+0.43","+1.67%","724.66K","15:59:59"
"Geospace","GEOS","14.16","14.77","14.09","-0.49","-3.34%","71.74K","15:59:59"
"Getty","GTY","28.54","28.68","28.17","+0.38","+1.35%","121.07K","15:59:59"
"Gibraltar Industries","ROCK","39.90","40.05","38.98","+0.75","+1.92%","120.14K","15:59:59"
"Glacier","GBCI","40.37","40.62","39.75","+0.11","+0.27%","311.99K","15:59:59"
"Glatfelter","GLT","20.36","20.42","20.09","+0.13","+0.64%","165.38K","15:59:59"
"Government Propertiesome","GOV","15.94","15.96","15.39","+0.55","+3.57%","825.39K","15:59:59"
"Great Western Bancorp Inc","GWB","41.32","41.50","40.97","-0.08","-0.19%","187.95K","15:59:59"
"Green Dot","GDOT","81.43","82.28","80.82","-0.09","-0.11%","243.40K","15:59:59"
"Green Plains Energy","GPRE","16.20","16.35","16.00","+0.10","+0.62%","574.49K","15:59:59"
"Greenbrier","GBX","55.80","55.85","54.65","+0.70","+1.27%","516.53K","15:59:59"
"Greenhill&Co","GHL","31.45","31.70","31.10","-0.25","-0.79%","220.20K","15:59:59"
"Griffon","GFF","18.75","19.10","18.55","-0.20","-1.06%","199.80K","15:59:59"
"Group 1 Automotive","GPI","67.77","68.04","66.00","+1.53","+2.31%","189.34K","15:59:59"
"Guess?","GES","23.50","23.59","22.75","+0.43","+1.86%","535.11K","15:59:59"
"Gulf Island Fabrication","GIFI","9.35","9.50","9.25","-0.10","-1.06%","37.88K","15:59:59"
"H B Fuller","FUL","56.59","56.99","55.32","+0.66","+1.18%","409.43K","15:59:59"
"Haemonetics","HAE","98.84","99.50","96.54","+1.88","+1.94%","682.41K","15:59:59"
"Hanmi","HAFC","27.500","27.650","27.300","0.000","0.00%","156.24K","15:59:59"
"Harmonic","HLIT","4.375","4.450","4.300","+0.025","+0.57%","180.79K","15:59:59"
"Harsco","HSC","23.60","23.70","22.85","+0.20","+0.85%","353.65K","15:59:59"
"Haverty Furniture","HVT","21.10","21.23","21.00","0.00","0.00%","213.99K","15:59:59"
"Hawaiian","HA","37.75","37.90","37.30","-0.07","-0.20%","402.13K","15:59:59"
"Hawkins","HWKN","36.80","36.95","36.60","+0.15","+0.41%","13.40K","15:59:59"
"Haynes","HAYN","38.51","38.77","37.78","-0.38","-0.98%","135.94K","15:59:59"
"HCI Group Inc","HCI","42.32","42.55","42.11","+0.10","+0.24%","26.96K","15:59:59"
"Healthcare Services","HCSG","39.54","39.86","37.88","+1.04","+2.70%","2.10M","15:59:59"
"Healthequity Inc","HQY","81.98","82.21","80.93","+0.47","+0.58%","360.14K","15:59:59"
"HealthStream","HSTM","29.10","29.22","28.69","+0.32","+1.11%","81.24K","15:59:59"
"Heartland Express","HTLD","19.93","20.05","18.40","+1.42","+7.67%","755.28K","15:59:59"
"Heidrick&Struggles","HSII","35.35","36.15","35.10","-0.95","-2.62%","69.95K","15:59:59"
"Helix","HLX","8.61","8.75","8.56","-0.02","-0.23%","804.11K","15:59:59"
"HFF","HF","35.51","35.64","34.86","+0.49","+1.40%","225.56K","15:59:59"
"Hibbett Sports","HIBB","24.55","24.85","24.05","+0.45","+1.87%","382.66K","15:59:59"
"HighPoint","HPR","6.66","6.70","6.47","+0.11","+1.68%","2.18M","15:59:59"
"Hillenbrand","HI","49.50","49.60","48.95","+0.20","+0.41%","128.65K","15:59:59"
"HMS Holdings","HMSY","24.46","24.47","23.00","+0.37","+1.54%","373.34K","15:59:59"
"Home BancShares","HOMB","23.32","23.52","22.87","+0.08","+0.34%","1.30M","15:59:59"
"Hope Bancorp","HOPE","17.21","17.24","16.75","+0.27","+1.59%","1.23M","15:59:59"
"Horace Mann Educators","HMN","45.30","46.00","45.20","-0.40","-0.88%","162.46K","15:59:59"
"Hornbeck","HOS","4.88","5.13","4.88","-0.13","-2.59%","159.26K","15:59:59"
"Hub Group","HUBG","49.95","50.10","49.15","+0.35","+0.71%","187.35K","15:59:59"
"Iconix Brand","ICON","0.64","0.67","0.62","0.00","0.74%","733.53K","15:59:59"
"ICU Medical","ICUI","303.65","309.10","302.65","-0.30","-0.10%","99.43K","15:59:59"
"II-VI","IIVI","44.95","45.40","44.75","+0.05","+0.11%","338.91K","15:59:59"
"ILG","ILG","34.43","34.47","34.18","+0.09","+0.26%","763.21K","15:59:59"
"Independent Bank","INDB","81.65","84.90","79.65","+1.60","+2.00%","93.94K","15:59:59"
"Ingevity","NGVT","90.0500","90.6400","89.2200","0.0000","0.00%","269.43K","15:59:59"
"Innophoss","IPHS","50.12","50.26","49.54","+0.19","+0.38%","79.82K","15:59:59"
"Innospec","IOSP","82.50","83.05","81.90","0.00","0.00%","82.89K","15:59:59"
"Inogen Inc","INGN","213.49","214.72","211.87","+0.33","+0.15%","185.52K","15:59:59"
"Insight Enterprises","NSIT","50.11","50.34","49.41","+0.58","+1.17%","238.48K","15:59:59"
"Insperity","NSP","98.10","98.95","97.70","-0.90","-0.91%","190.36K","15:59:59"
"Installed Building","IBP","59.35","59.55","57.15","+1.75","+3.04%","260.88K","15:59:59"
"Integer Hld","ITGR","72.45","72.85","72.15","0.00","0.00%","255.94K","15:59:59"
"Integra","IART","63.22","63.64","62.55","+0.28","+0.44%","341.78K","15:59:59"
"Inter Parfums","IPAR","56.45","56.55","55.20","+0.80","+1.44%","66.91K","15:59:59"
"Interactive Brokers","IBKR","62.67","64.90","62.55","-2.67","-4.09%","988.74K","15:59:59"
"Interface, Inc.","TILE","23.55","23.70","23.40","0.00","0.00%","186.22K","15:59:59"
"INTL FCStone","INTL","54.83","55.70","54.41","-0.65","-1.17%","134.81K","15:59:59"
"Intrepid Potash","IPI","4.110","4.160","4.004","-0.010","-0.24%","419.41K","15:59:59"
"Invacare","IVC","18.05","18.20","17.50","+0.45","+2.56%","435.79K","15:59:59"
"Investment Tech","ITG","22.34","22.46","22.21","-0.27","-1.19%","80.08K","15:59:59"
"Iridium","IRDM","18.25","18.30","17.95","+0.35","+1.96%","882.91K","15:59:59"
"iRobot","IRBT","77.89","79.70","77.82","-0.79","-1.00%","520.89K","15:59:59"
"Itron","ITRI","60.50","60.90","59.45","+0.90","+1.51%","304.94K","15:59:59"
"J & J Snack Foods","JJSF","155.44","155.95","153.51","+1.34","+0.87%","54.63K","15:59:59"
"John Bean Tech","JBT","94.80","94.80","92.25","+0.70","+0.74%","212.28K","15:59:59"
"Kaiser","KALU","108.46","110.76","107.21","-0.78","-0.71%","138.23K","15:59:59"
"Kaman","KAMN","68.28","68.72","67.49","+0.50","+0.74%","117.09K","15:59:59"
"KapStone Paper&Packaging","KS","34.82","34.85","34.74","+0.04","+0.12%","493.02K","15:59:59"
"Kelly Services A","KELYA","23.21","23.35","23.08","-0.16","-0.68%","122.51K","15:59:59"
