"Name","Symbol","Last","High","Low","Chg.","Chg. %","Vol.","Time"
"Hawaiian","HA","41.40","41.50","40.65","+0.20","+0.49%","419.08K","24/08"
"Hawkins","HWKN","42.00","42.20","41.50","+0.20","+0.48%","12.70K","24/08"
"Haynes","HAYN","38.41","39.09","37.85","+0.43","+1.13%","66.78K","24/08"
"HCI Group Inc","HCI","42.16","42.38","41.05","+1.08","+2.63%","43.58K","24/08"
"Healthcare Services","HCSG","41.21","41.52","41.01","+0.08","+0.19%","296.44K","24/08"
"Healthequity Inc","HQY","88.24","89.09","87.04","+0.87","+1.00%","559.21K","24/08"
"HealthStream","HSTM","31.29","31.36","30.95","+0.33","+1.07%","57.21K","24/08"
"Heartland Express","HTLD","20.12","20.32","19.85","-0.06","-0.30%","243.14K","24/08"
"Heidrick&Struggles","HSII","44.05","45.03","44.00","-0.20","-0.45%","112.63K","24/08"
"Helix","HLX","9.21","9.30","9.20","+0.09","+0.99%","588.70K","24/08"
"HFF","HF","45.43","45.72","44.86","+0.48","+1.07%","121.55K","24/08"
"Hibbett Sports","HIBB","20.53","23.50","20.35","-8.88","-30.19%","6.80M","24/08"
"HighPoint","HPR","5.25","5.43","5.25","-0.04","-0.76%","1.02M","24/08"
"Hillenbrand","HI","51.40","51.50","51.03","+0.35","+0.69%","159.84K","24/08"
"HMS Holdings","HMSY","31.46","31.58","31.30","0.00","0.00%","386.58K","24/08"
"Home BancShares","HOMB","23.74","23.99","23.73","-0.16","-0.67%","230.58K","24/08"
"Hope Bancorp","HOPE","17.61","17.79","17.61","-0.16","-0.90%","448.21K","24/08"
"Horace Mann Educators","HMN","46.30","46.40","45.65","+0.55","+1.20%","54.27K","24/08"
"Hornbeck","HOS","4.63","4.69","4.37","+0.28","+6.44%","254.50K","24/08"
"Hub Group","HUBG","51.60","51.90","51.30","+0.30","+0.58%","142.37K","24/08"
"Iconix Brand","ICON","0.38","0.42","0.38","-0.01","-2.05%","1.18M","24/08"
"ICU Medical","ICUI","304.00","304.85","299.53","+5.00","+1.67%","203.12K","24/08"
"II-VI","IIVI","47.80","48.48","47.75","+0.10","+0.21%","380.45K","24/08"
"ILG","ILG","35.28","35.34","35.12","+0.10","+0.28%","695.61K","24/08"
"Independent Bank","INDB","90.35","90.85","90.01","-0.10","-0.11%","31.92K","24/08"
"Ingevity","NGVT","100.4200","101.2500","99.7501","+0.5100","+0.51%","165.29K","24/08"
"Innophoss","IPHS","44.39","44.54","42.93","+1.10","+2.54%","67.50K","24/08"
"Innospec","IOSP","77.80","77.85","75.80","+1.95","+2.57%","99.78K","24/08"
"Inogen Inc","INGN","246.04","247.96","241.11","+4.66","+1.93%","127.19K","24/08"
"Insight Enterprises","NSIT","56.23","56.35","55.17","+0.87","+1.57%","244.92K","24/08"
"Insperity","NSP","115.35","116.45","114.30","-0.25","-0.22%","285.31K","24/08"
"Installed Building","IBP","47.10","47.85","46.50","+0.40","+0.86%","333.20K","24/08"
"Integer Hld","ITGR","77.00","77.35","76.85","0.00","0.00%","234.47K","24/08"
"Integra","IART","59.22","60.23","59.04","-0.30","-0.50%","345.42K","24/08"
"Inter Parfums","IPAR","66.25","67.20","65.00","+0.30","+0.45%","67.61K","24/08"
"Interactive Brokers","IBKR","61.08","61.43","60.58","+0.22","+0.36%","837.05K","24/08"
"Interface, Inc.","TILE","23.40","23.40","22.95","+0.30","+1.30%","268.16K","24/08"
"INTL FCStone","INTL","56.50","56.81","55.98","+0.56","+1.00%","51.60K","24/08"
"Intrepid Potash","IPI","3.400","3.400","3.340","+0.050","+1.49%","496.96K","24/08"
"Invacare","IVC","15.20","15.93","15.10","-0.60","-3.80%","469.14K","24/08"
"Investment Tech","ITG","21.83","21.99","21.71","+0.09","+0.41%","106.05K","24/08"
"Iridium","IRDM","20.85","21.05","20.51","+0.15","+0.72%","876.78K","24/08"
"iRobot","IRBT","108.07","108.16","104.44","+2.47","+2.34%","711.37K","24/08"
"Itron","ITRI","65.15","65.50","64.30","-0.15","-0.23%","290.91K","24/08"
"J & J Snack Foods","JJSF","143.38","145.35","142.73","+0.20","+0.14%","55.29K","24/08"
"John Bean Tech","JBT","113.50","113.65","110.80","+2.75","+2.48%","102.66K","24/08"
"Kaiser","KALU","109.13","109.73","106.51","+2.41","+2.26%","57.99K","24/08"
"Kaman","KAMN","65.67","65.83","65.08","+0.49","+0.75%","138.00K","24/08"
"KapStone Paper&Packaging","KS","34.31","34.38","34.30","-0.04","-0.12%","854.01K","24/08"
"Kelly Services A","KELYA","26.01","26.12","25.16","+0.79","+3.13%","260.91K","24/08"
"Kirklands","KIRK","12.08","12.19","11.87","+0.22","+1.85%","122.06K","24/08"
"Kite","KRG","17.51","17.54","17.37","+0.08","+0.46%","340.26K","24/08"
"Knight Transportation","KNX","32.81","33.16","32.68","+0.11","+0.34%","888.65K","24/08"
"Kopin","KOPN","2.280","2.315","2.230","+0.050","+2.24%","260.60K","24/08"
"Koppers","KOP","35.00","35.10","33.95","+0.95","+2.79%","294.01K","24/08"
"Korn/Ferry","KFY","66.41","66.97","66.14","-0.27","-0.40%","385.16K","24/08"
"Kraton","KRA","48.15","48.24","46.73","+1.62","+3.48%","203.78K","24/08"
"Kulicke&Soffa","KLIC","25.62","25.83","25.53","+0.13","+0.51%","365.89K","24/08"
"La-Z-Boy","LZB","33.30","33.95","33.06","-0.25","-0.75%","764.69K","24/08"
"Lannett Com","LCI","5.15","5.35","4.70","+0.40","+8.42%","2.79M","24/08"
"LCI Industries","LCII","92.40","93.10","91.95","+0.40","+0.43%","142.69K","24/08"
"Legacy Texas Financial Grp","LTXB","45.58","45.79","45.50","-0.10","-0.22%","121.15K","24/08"
"Lendingtree","TREE","240.20","242.00","234.60","+6.25","+2.67%","94.88K","24/08"
"Lexington","LXP","9.17","9.19","9.09","+0.03","+0.33%","492.50K","24/08"
"LGI Homes","LGIH","56.76","57.94","56.70","-0.52","-0.91%","153.28K","24/08"
"LHC Group","LHCG","99.47","99.82","98.01","+0.75","+0.76%","235.15K","24/08"
"Ligand","LGND","251.32","253.39","249.92","+1.35","+0.54%","249.14K","24/08"
