"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"Pennsylvania RE","PEI","994.86K","763.00M","367.23M","","1.11"
"Perficient","PRFT","239.02K","948.22M","499.96M","47.76","0.84"
"Perry Ellis","PERY","87.98K","436.98M","888.00M","7.36","0.34"
"PetMed Express","PETS","664.52K","787.91M","281.53M","20.37","0.52"
"PGT Innovations","PGTI","495.25K","1.30B","570.50M","30.19","0.85"
"Phibro","PAHC","105.54K","2.04B","803.04M","31.4","0.93"
"Pinnacle","PNFP","522.27K","5.16B","534.63M","17.48","1.01"
"Pioneer Energy Services","PES","944.00K","246.38M","542.83M","","2.96"
"Piper Jaffray","PJC","77.56K","1.21B","838.67M","","1.52"
"Plexus","PLXS","156.62K","1.99B","2.77B","22.33","0.68"
"Powell Industries","POWL","56.05K","459.60M","408.77M","","1.36"
"Power Integrations","POWI","162.99K","2.16B","432.06M","33.23","0.9"
"PRA Group Inc","PRAA","407.16K","1.73B","851.38M","24.99","1.62"
"ProAssurance","PRA","493.23K","2.57B","897.25M","27.68","0.57"
"Progress","PRGS","514.27K","1.75B","403.54M","33.93","0.76"
"Proto Labs","PRLB","144.02K","3.88B","399.69M","67.56","1.14"
"Provident","PFS","168.26K","1.73B","201.79M","17.22","0.77"
"PS Business Parks","PSB","89.37K","3.57B","407.90M","23.03","0.49"
"Quaker Chemical","KWR","37.97K","2.36B","858.01M","62.38","1.36"
"Quality Systems","QSII","327.16K","1.43B","533.31M","546.97","0.58"
"Qualys","QLYS","272.04K","3.32B","255.43M","85.86","1.12"
"Quanex Building Products","NX","192.62K","615.32M","867.40M","26.09","0.73"
"QuinStreet","QNST","634.94K","677.79M","404.35M","45.88","0.94"
"Quorum Health","QHC","364.62K","121.71M","1.97B","",""
"Rambus","RMBS","923.63K","1.27B","303.91M","","0.18"
"Raven","RAVN","132.08K","1.46B","394.91M","28.79","1.54"
"Rayonier Advanced Materials","RYAM","793.49K","1.09B","1.62B","4.69","3.44"
"Re Max Holding","RMAX","116.35K","865.13M","205.80M","16.02","0.46"
"Red Robin Gourmet Burgers","RRGB","337.53K","521.45M","1.38B","19.74","0.35"
"Regis","RGS","186.39K","949.75M","1.34B","7.77","1.35"
"Rent-A-Center","RCII","1.69M","786.56M","2.64B","","0.62"
"Repligen","RGEN","273.07K","2.25B","170.75M","167.14","0.68"
"Resources Connection","RECN","120.65K","509.17M","654.13M","27.57","1.05"
"Retail Opportunity","ROIC","1.17M","2.21B","287.45M","64","0.59"
"REX American Resources","REX","35.82K","490.12M","460.25M","16.59","1.09"
"RLI","RLI","144.86K","3.45B","809.33M","48.51","1.26"
"Roadrunner","RRTS","880.39K","65.08M","2.21B","","0.79"
"Rogers","ROG","116.18K","2.42B","845.08M","38.66","1.48"
"RR Donnelley & Sons","RRD","1.04M","361.15M","7.05B","13.49","1.32"
"Rudolph","RTEC","205.03K","866.10M","277.58M","15.64","0.86"
"Ruth's Hospitality","RUTH","249.57K","966.28M","435.44M","26.92","0.33"
"S&T Bancorp","STBA","95.44K","1.63B","165.65M","17.48","0.6"
"Sabra","SBRA","1.99M","4.15B","610.66M","11.1","0.59"
"Safety Insurance","SAFT","46.63K","1.48B","838.42M","23.25","0.57"
"Saia","SAIA","218.60K","2.02B","1.52B","25.89","0.78"
"Sanderson Farms","SAFM","563.59K","2.38B","3.44B","9.69","0.26"
"Sanmina","SANM","991.17K","2.09B","6.99B","24.93","0.46"
"Saul Centers","BFS","38.03K","1.32B","225.70M","39.13","0.64"
"ScanSource","SCSC","99.74K","1.12B","3.77B","23.12","0.89"
"Scholastic","SCHL","130.00K","1.45B","1.63B","3635.09","0.67"
"Schweitzer-Mauduit","SWM","142.50K","1.26B","1.03B","13.03","1.34"
"Scientific Games","SGMS","947.55K","2.83B","3.25B","","2.45"
"SEACOR","CKH","133.93K","937.06M","745.33M","16.76","0.8"
"Select Medical","SEM","549.95K","2.65B","4.76B","20.88","1.34"
"Selective","SIGI","177.02K","3.76B","2.54B","21.76","1.25"
"Semtech","SMTC","557.70K","3.34B","574.47M","40","1.39"
"Seneca Foods A","SENEA","15.79K","305.17M","1.66B","","1"
"ServisFirst Bancshares","SFBS","150.50K","2.33B","162.74M","20.54","1.25"
"Shoe Carnival","SCVL","255.89K","552.87M","1.28B","19.27","0.71"
"Shutterstock","SSTK","211.50K","1.79B","602.49M","41.18","1.35"
"Simmons First National","SFNC","534.96K","2.92B","398.99M","19.05","1.1"
"Simpson Manufacturing","SSD","272.88K","3.43B","1.05B","31.33","1.59"
"SkyWest","SKYW","273.85K","3.35B","3.22B","14.14","1.66"
"Sleep Number","SL2","0.14K","946.45M","1.31B","22.66","0.58"
"Sonic","SONC","845.97K","1.24B","435.41M","22.86","1.54"
"Sonic Automotive","SAH","209.96K","963.15M","10.08B","14.34","1.64"
"South Jersey Industries","SJI","714.65K","2.83B","1.32B","","0.55"
"Southside","SBSI","163.06K","1.28B","134.61M","18.9","0.75"
"SpartanNash Co","SPTN","299.72K","748.25M","10.51B","","1.21"
"Spectrum","SPPI","1.33M","2.45B","119.64M","","1.89"
"Spire","SR","284.08K","3.88B","1.98B","21.59","0.03"
"Spok Holdings","SPOK","95.76K","303.55M","171.15M","51.42","0.36"
"SPS Commerce","SPSC","147.37K","1.67B","234.53M","165.87","0.73"
"SPX Corp","SPXC","206.57K","1.52B","1.47B","12.47","1.57"
"SPX FLOW Inc","FLOW","214.81K","2.09B","2.04B","32.87",""
"Stage Stores","SSI","197.87K","60.42M","1.95B","","0.57"
"Stampscom","STMP","384.31K","4.21B","520.72M","22.52","-0.04"
"Standard Motor Products","SMP","93.89K","1.15B","1.07B","22.76","1.67"
"Standex","SXI","34.65K","1.43B","857.96M","26.72","1.48"
"Stein Mart","SMRT","520.78K","143.61M","1.31B","","-1.05"
"Stepan","SCL","101.80K","2.02B","1.98B","19.14","1.19"
"Sterling Bancorp","STL","1.93M","5.19B","642.84M","17.97","0.96"
"Steven Madden","SHOO","476.25K","3.37B","1.59B","27.11","0.48"
"Stewart Info Services","STC","108.70K","1.08B","1.96B","28.23","0.75"
"Strategic Education","STRA","93.12K","1.56B","458.36M","59.78","0.84"
"Sturm Ruger&Company","RGR","170.98K","1.04B","482.62M","21.68","-0.04"
"Summit Hotel Properties","INN","575.94K","1.43B","560.76M","25.61","1.17"
"SunCoke Energy","SXC","375.09K","721.72M","1.42B","159.06","1.03"
"Super Micro Computer","SMCI","512.88K","893.52M","717.87M","13.66","0.23"
"Superior Industries","SUP","172.23K","567.94M","1.47B","","1.24"
"Supernus","SUPN","659.85K","2.32B","358.81M","24.76","0.9"
"Supervalu","SVU","1.72M","1.24B","14.91B","29.82","1.26"
"SurModics","SRDX","32.27K","971.33M","78.36M","","0.62"
"Sykes","SYKE","145.07K","1.26B","1.64B","22.74","0.75"
"Synchronoss Tech","SNCR","1.01M","249.38M","357.73M","","0.58"
"Synergy Resources","SRCI","443.33K","2.36B","536.74M","10.58","1.86"
"Tailored Brands","TLRD","1.64M","1.11B","3.34B","10.13","1.68"
"Take-Two","TTWO","2.20M","14.39B","2.18B","76.2","0.91"
"Team","TISI","348.77K","750.54M","1.25B","","1.75"
"Tennant","TNC","95.23K","1.39B","1.11B","74.88","0.84"
"Tetra Tech","TTEK","270.35K","3.89B","2.18B","30.18","1"
"Tetra Technologies","TTI","685.39K","634.68M","903.45M","51.27","0.87"
"Texas Capital","TCBI","471.03K","4.72B","577.95M","18.59","1.8"
"The Andersons","ANDE","139.16K","1.17B","3.39B","63.17","1.34"
"The Childrens Place","PLCE","392.35K","2.28B","1.87B","18.44","0.39"
"The Ensign","ENSG","249.64K","1.97B","1.95B","27.19","0.65"
"The Medicines","MDCO","1.51M","2.91B","34.91M","","0.77"
"The Navigators","NAVG","101.93K","1.91B","1.40B","23.97","0.51"
"The Providence Service","PRSC","86.77K","854.51M","1.63B","52.86","0.68"
"Tidewater","TDW","256.22K","809.43M","412.10M","","2.08"
"Tile Shop","TTS","993.54K","426.91M","347.04M","48.67","1.86"
"Timkensteel Corp","TMST","353.21K","611.26M","1.47B","","1.78"
"Titan","TWI","382.33K","453.43M","1.60B","","1.56"
"Tivity Health","TVTY","437.82K","1.31B","578.85M","17.8","0.54"
"TiVo","TIVO","1.54M","1.60B","774.84M","39.71","-0.57"
"Tompkins","TMP","7.08K","1.34B","161.27M","17.4","0.84"
"Topbuild Corp","BLD","284.53K","2.52B","2.09B","21.88",""
"Tredegar","TG","114.86K","728.57M","989.50M","38.64","1.35"
"Trex","TREX","392.02K","4.90B","640.30M","41.06","2.39"
"TrueBlue","TBI","243.70K","1.20B","2.50B","18.15","1.88"
"TrustCo Bank NY","TRST","311.34K","897.83M","97.49M","16.25","1.02"
"TTEC","TTEC","55.56K","1.18B","1.51B","","0.87"
"TTM","TTMI","913.36K","1.88B","2.79B","10.28","1.87"
"Tuesday Morning","TUES","259.67K","149.02M","999.51M","","1.46"
"U S Concrete","USCR","349.30K","872.01M","1.43B","26.55","1.07"
"UMB Financial","UMBF","236.14K","3.86B","549.96M","18.14","0.81"
"Unifi","UFI","58.97K","606.73M","678.91M","21.42","0.66"
"Unifirst","UNF","62.41K","3.55B","1.67B","34.06","0.58"
"Unit","UNT","374.40K","1.46B","801.77M","56.14","3"
"United Bankshares","UBSI","725.70K","4.13B","412.39M","17.38","1.08"
"United Community Banks","UCBI","493.37K","2.49B","283.25M","18.64","0.91"
"United Fire","UFCS","90.11K","1.29B","1.07B","56.61","0.55"
"United Insurances","UIHC","162.95K","908.69M","717.00M","61.4","1.7"
"Universal","UVV","263.20K","1.51B","2.13B","15.31","1.05"
"Universal Electronics","UEIC","90.04K","601.64M","684.02M","26.23","1.17"
"Universal Forest","UFPI","306.86K","2.34B","4.31B","15.39","1.87"
"Universal Health RI","UHT","33.06K","1.01B","75.10M","39.71","0.31"
"Universal Insurance","UVE","208.52K","1.57B","792.84M","11.57","1.81"
"Urstadt Biddle Properties","UBA","103.36K","862.25M","134.60M","42.42","0.3"
"US Ecology","ECOL","97.67K","1.57B","524.72M","41.39","0.58"
"US Physicalrapy","USPH","51.92K","1.46B","435.67M","82.35","1.08"
"US Silica","SLCA","2.00M","1.74B","1.50B","14.39","2.26"
"Veeco","VECO","723.52K","536.70M","591.65M","","0.55"
"Vera Bradley","VRA","334.69K","542.04M","445.10M","46.37","0.34"
"Veritiv Cor","VRTV","63.85K","767.75M","8.61B","389.31","0.46"
"Viad","VVI","60.21K","1.26B","1.95B","24.46","0.68"
"Viavi Solutions","VIAV","2.45M","2.54B","880.40M","","0.99"
"Vicor","VICR","112.49K","2.33B","255.13M","176.82","0.97"
"Virtus","VRTS","61.07K","942.35M","513.65M","14.3","1.51"
"Virtusa","VRTU","221.45K","1.62B","1.09B","165.74","1.23"
"Vitamin Shoppe","VSI","580.55K","305.47M","1.15B","","0.59"
"Wabash National","WNC","412.25K","1.09B","2.07B","8.26","1.87"
"WageWorks","WAGE","312.36K","2.09B","235.62M","44.95","1.39"
"Walker&Dunlop","WD","186.24K","1.73B","712.59M","11.61","0.68"
"Watts Water Technologies","WTS","118.21K","2.88B","1.52B","25.61","1.06"
"WD-40","WDFC","60.92K","2.40B","402.45M","42.04","0.58"
"Westamerica Bancorporation","WABC","95.13K","1.71B","93.82M","25.44","1.02"
"Winnebago Industries","WGO","609.83K","1.18B","1.94B","12.04","1.7"
"Wintrust","WTFC","353.73K","5.19B","726.16M","18.04","0.8"
"Wolverine","WWW","597.63K","3.66B","2.26B","52.95","1.01"
"World Acceptance","WRLD","111.75K","1.08B","542.59M","14.94","2.89"
"WWE","WWE","1.20M","6.31B","867.18M","104.14","0.97"
"XO","XOXO","197.22K","775.62M","164.03M","48.55","0.87"
"Xperi","XPER","599.71K","807.65M","344.64M","","0.54"
"Zumiez","ZUMZ","383.79K","761.55M","952.55M","26.48","1.07"
