"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"Chesapeake Lodging","CHSP","327.14K","1.94B","599.25M","26.27","0.94"
"Chuy's Holdings","CHUY","161.57K","522.80M","376.53M","33.04","-0.21"
"Cincinnati Bell","CBB","569.74K","659.00M","1.31B","","1.17"
"CIRCOR","CIR","278.56K","865.25M","942.22M","","2.02"
"City Holding","CHCO","58.42K","1.24B","106.92M","17.99","0.61"
"Clearwater Paper","CLW","179.74K","431.28M","1.73B","20.95","1.05"
"Cloud Peak Energy","CLD","578.79K","199.28M","884.78M","","2.01"
"CMTSU Liquidation","CBRI","1.10M","244.94K","","","0.64"
"Cogent","CCOI","308.17K","2.35B","506.21M","103.42","0.6"
"Coherent","COHR","576.42K","4.53B","1.93B","22.1","0.94"
"Cohu","COHU","249.42K","757.11M","372.71M","16.14","0.98"
"Columbia Banking","COLB","276.51K","3.02B","274.70M","","1.07"
"Comfort Systems","FIX","213.69K","2.05B","1.94B","29.82","1.34"
"Community Bank System","CBU","223.62K","3.24B","289.42M","","1.04"
"Community Health Systems","CYH","2.46M","374.34M","13.98B","","1.62"
"Computer Programs&Systems","CPSI","76.13K","371.87M","283.73M","","-0.05"
"Comtech","CMTL","190.04K","799.57M","550.91M","27.29","1.49"
"CONMED","CNMD","178.50K","2.25B","827.56M","55.11","0.5"
"Consolidated Communications","CNSL","1.09M","773.09M","1.43B","","0.75"
"Contango Oil&Gas","MCF","73.85K","130.88M","79.57M","","1.61"
"Cooper Stnd","CPS","135.59K","2.58B","3.70B","14.27","0.74"
"Core-Mark","CORE","337.48K","1.13B","15.99B","73.44","0.66"
"CoreSite","COR","317.51K","5.52B","515.09M","55.5","0.3"
"Corindus Vascular Robotics","CR3","1.23K","171.35M","9.25M","81.08","1.03"
"CorVel","CRVL","35.96K","1.07B","571.13M","30.29","0.66"
"CPB","CPF","131.95K","822.00M","115.30M","16.26","1.02"
"Cray","CRAY","352.17K","934.92M","446.13M","","1.6"
"Crocs","CROX","1.21M","1.23B","1.31B","","0.43"
"Cross Country","CCRN","228.36K","308.67M","863.02M","6.67","0.9"
"CryoLife","CRY","132.74K","1.09B","206.60M","","0.62"
"CSG Systems","CSGS","183.17K","1.27B","819.12M","20.46","0.9"
"CTS Corp","CTS","157.37K","1.16B","448.70M","35.59","1.25"
"Cubic","CUB","166.24K","1.82B","1.43B","","1.01"
"Customers Bancorp","CUBI","194.98K","809.82M","241.64M","12.19","0.7"
"CVB Financial","CVBF","386.16K","2.62B","171.52M","","1.37"
"Daktronics","DAKT","227.72K","378.56M","610.54M","40.31","1.13"
"Darling Ingredients","DAR","901.15K","3.38B","3.66B","18.74","1.4"
"Dave & Buster’s Entertainment","PLAY","1.42M","1.95B","1.17B","18.35","0.39"
"Depomed","DEPO","1.20M","551.94M","418.68M","","1.39"
"DHI Group","DHX","615.20K","105.99M","188.02M","6.27","1.05"
"Diamondrock Hospitality","DRH","2.30M","2.37B","850.01M","32.11","1.45"
"Digi","DGII","104.22K","351.61M","207.81M","46.88","1.4"
"Dime Community","DCOM","183.88K","653.74M","126.57M","","0.49"
"DineEquity","DIN","369.10K","1.32B","666.08M","","0.02"
"Diodes","DIOD","317.37K","1.80B","1.09B","29.68","0.95"
"Diplomat Pharmacy","DPLO","1.06M","1.57B","4.75B","493.72","1.15"
"Donnelley Financial Solutions","DFIN","314.79K","629.18M","993.20M","28.32",""
"Dorman","DORM","258.60K","2.44B","917.75M","20.69","1.02"
"DSP Group","DSPG","57.83K","275.51M","124.28M","","0.84"
"DXP Enterprises","DXPE","86.62K","721.70M","1.05B","44.91","2.57"
"Eagle Pharm","EGRX","255.51K","1.15B","206.54M","34.87","1.37"
"EastGroup Properties","EGP","215.00K","3.49B","287.20M","42.05","0.81"
"Ebix","EBIX","180.10K","2.55B","393.10M","26.12","1.27"
"Echo Global","ECHO","416.03K","951.84M","2.27B","48.8","1.62"
"eHealth","EHTH","170.08K","489.26M","141.19M","","1.28"
"El Paso Electric","EE","268.86K","2.51B","921.17M","6.4","0.35"
"El Pollo Loco Holdings Inc","LOCO","437.42K","440.45M","413.75M","221.62","0.37"
"Electro Scientific","ESIO","1.31M","767.01M","405.82M","5.58","0.96"
"Electronics for Imaging","EFII","542.66K","1.45B","1.02B","250.87","1.09"
"Emergent Biosolutions","EBS","316.10K","2.82B","681.25M","25.58","1.22"
"Employers","EIG","116.47K","1.45B","804.00M","11.44","1.07"
"Enanta","ENTA","217.99K","1.93B","165.60M","36.61","0.93"
"Encore Capital","ECPG","232.43K","921.86M","1.24B","11.2","1.54"
"Encore Wire","WIRE","70.70K","1.07B","1.22B","18.37","1.84"
"Engility","EGL","120.57K","1.25B","1.92B","44.25","1.9"
"Enova International Inc","ENVA","404.83K","1.06B","969.18M","26.07","2.55"
"Enpro Industries","NPO","170.39K","1.52B","1.38B","3.04","1.1"
"ePlus","PLUS","96.51K","1.39B","1.41B","26.42","1.14"
"Era Group Inc","ERA","49.03K","298.22M","234.11M","","0.97"
"ESCO Technologies","ESE","85.38K","1.58B","726.47M","30.55","0.97"
"Essendant Inc","ESND","402.41K","599.11M","5.00B","","1.34"
"Ethan Allen Interiors","ETH","215.51K","611.78M","766.78M","18.28","0.88"
"Evercore","EVR","467.95K","5.46B","1.88B","15.38","1.72"
"EW Scripps A","SSP","458.46K","1.12B","959.59M","","2.08"
"ExlServices","EXLS","135.26K","2.00B","807.30M","25.85","1.28"
"Exponent","EXPO","89.53K","2.57B","367.92M","40.13","0.59"
"Express","EXPR","1.93M","728.85M","2.15B","36.51","0.82"
"Exterran Corp","EXTN","135.20K","965.14M","1.63B","189.04",""
"EZCORP","EZPW","653.57K","601.83M","789.25M","11.56","1.44"
"Fabrinet","FN","335.46K","1.46B","1.40B","17.04","0.55"
"FARO","FARO","97.02K","1.13B","387.74M","","1.57"
"Federal Signal","FSS","230.09K","1.42B","970.40M","30.94","1.32"
"Fidelity","LION","93.74K","644.02M","160.41M","17.6","0.93"
"Fiesta","FRGI","257.10K","791.68M","663.00M","","0.58"
"First Bancorp","FBP","1.73M","1.81B","348.30M","23.97","1.84"
"First Commonwealth Financial","FCF","492.28K","1.69B","188.29M","1080.08","1"
"First Financial Bancorp","FFBC","348.78K","2.99B","282.93M","20.04","1.01"
"First Financial Bankshares","FFIN","239.49K","3.90B","191.07M","29.75","1.14"
"First Midwest","FMBI","612.36K","2.77B","353.60M","21.15","1.15"
"First NBC Bank","FNBCQ","165.09K","903.37K","","","-1.41"
"FirstCash","FCFS","321.73K","3.60B","1.79B","26.28","0.51"
"Five Below","FIVE","1.01M","5.57B","1.34B","48.39","0.44"
"Flotek","FTK","824.03K","175.14M","297.67M","","1.49"
"Forestar","FOR","67.87K","960.40M","114.63M","","1.77"
"Forrester","FORR","49.01K","812.88M","344.85M","59.91","0.45"
"Forward Air","FWRD","239.25K","1.84B","1.22B","23.51","1.44"
"Four Corners Property Trust Inc","FCPT","408.67K","1.59B","136.82M","19.64",""
"Fox Factory","FOXF","214.54K","2.31B","535.10M","35.14","0.66"
"Francescass","FRAN","1.27M","280.24M","464.40M","26.66","0.15"
"Franklin Electric","FELE","128.12K","2.23B","1.24B","24.42","1.6"
"Franklin Street Properties","FSP","101.89K","922.19M","269.04M","","0.73"
"Freds","FRED","984.34K","76.01M","3.24B","","1.28"
"FTD Companies Inc","FTD","327.56K","92.16M","1.09B","","0.13"
"FutureFuel","FF","65.93K","611.95M","276.67M","10.11","1.71"
"G-III Apparel","GIII","568.12K","2.14B","2.89B","23.98","0.19"
"Gannett","GCI","1.16M","1.15B","3.10B","22.42",""
"Genesco","GCO","274.75K","825.48M","2.91B","","0.97"
"Gentherm","THRM","216.00K","1.68B","1.02B","33.09","1.61"
"Geo","GEO","730.98K","3.10B","2.28B","19.57","1.24"
"Geospace","GEOS","64.55K","183.71M","78.84M","","1.28"
"Getty","GTY","126.61K","1.16B","129.82M","24.99","0.45"
"Gibraltar Industries","ROCK","284.79K","1.37B","1.01B","19","1.81"
"Glacier","GBCI","338.70K","3.68B","278.71M","22.79","1.39"
"Glatfelter","GLT","207.97K","740.25M","1.64B","35.2","1.12"
"Government Propertiesome","GOV","941.46K","1.57B","394.15M","141.96","1.12"
"Great Western Bancorp Inc","GWB","234.53K","2.51B","279.33M","15.07","1.52"
"Green Dot","GDOT","376.68K","4.13B","952.15M","39.26","0.73"
"Green Plains Energy","GPRE","700.45K","715.93M","3.85B","","1.03"
"Greenbrier","GBX","512.16K","1.90B","2.44B","15.54","1.78"
"Greenhill&Co","GHL","473.91K","778.75M","291.02M","580.92","1.17"
"Griffon","GFF","258.50K","807.55M","1.52B","","1.32"
"Group 1 Automotive","GPI","251.14K","1.48B","16.93B","9.42","1.89"
"Guess?","GES","1.04M","1.79B","2.43B","46.32","0.12"
"Gulf Island Fabrication","GIFI","58.52K","133.88M","190.32M","","1.04"
"H B Fuller","FUL","350.40K","2.88B","2.74B","39.81","1.48"
"Haemonetics","HAE","785.73K","5.05B","903.92M","70.05","0.95"
"Hanmi","HAFC","177.70K","844.16M","124.60M","","0.76"
"Harmonic","HLIT","565.77K","438.86M","382.27M","","0.64"
"Harsco","HSC","464.22K","2.02B","1.68B","24.07","2.76"
"Haverty Furniture","HVT","97.41K","444.55M","820.96M","17.26","0.77"
"Hawaiian","HA","1.08M","2.09B","2.79B","8.55","1.3"
"Hawkins","HWKN","31.46K","442.62M","520.23M","","0.7"
"Haynes","HAYN","103.71K","514.57M","413.78M","","1.49"
"HCI Group Inc","HCI","59.02K","366.36M","303.30M","","1.65"
"Healthcare Services","HCSG","931.78K","2.95B","2.00B","40.35","0.82"
"Healthequity Inc","HQY","603.30K","4.86B","244.01M","87.2","1.36"
"HealthStream","HSTM","130.05K","936.77M","238.18M","68.05","0.62"
"Heartland Express","HTLD","511.23K","1.58B","660.33M","35.2","0.6"
"Heidrick&Struggles","HSII","115.15K","793.84M","691.12M","57.86","1.69"
"Helix","HLX","1.46M","1.38B","695.41M","85.36","2.65"
"HFF","HF","297.62K","1.74B","618.66M","13.28","1.11"
"Hibbett Sports","HIBB","772.59K","457.54M","967.24M","13.23","0.7"
"HighPoint","HPR","1.71M","1.37B","283.11M","","3.42"
"Hillenbrand","HI","230.68K","3.26B","1.74B","29.4","1.3"
"HMS Holdings","HMSY","566.30K","2.40B","548.90M","82.33","0.96"
"Home BancShares","HOMB","1.05M","4.01B","381.01M","17.73","1.17"
"Hope Bancorp","HOPE","505.88K","2.31B","345.44M","12.36","1.31"
"Horace Mann Educators","HMN","106.71K","1.80B","1.17B","24.34","0.75"
"Hornbeck","HOS","263.04K","154.48M","209.93M","","1.43"
"Hub Group","HUBG","292.71K","1.82B","4.49B","22.58","1.43"
"Iconix Brand","ICON","2.44M","33.56M","215.66M","","1"
"ICU Medical","ICUI","94.54K","5.96B","1.42B","364.19","0.33"
"II-VI","IIVI","858.10K","2.43B","1.11B","29.88","0.09"
"ILG","ILG","1.39M","4.27B","1.82B","19.92","1.47"
"Independent Bank","INDB","72.74K","2.42B","194.67M","22.79","0.94"
"Ingevity","NGVT","255.30K","4.14B","1.04B","32.61",""
"Innophoss","IPHS","143.20K","869.83M","789.10M","25.16","0.73"
"Innospec","IOSP","106.86K","1.91B","1.37B","17.78","1.03"
"Inogen Inc","INGN","142.22K","4.49B","275.99M","138.09","1.07"
"Insight Enterprises","NSIT","203.16K","1.87B","7.14B","14.17","1.2"
"Insperity","NSP","308.25K","4.36B","3.56B","39.01","0.77"
"Installed Building","IBP","171.87K","1.60B","1.23B","39.01","0.84"
"Integer Hld","ITGR","211.87K","2.26B","1.45B","","0.78"
"Integra","IART","503.33K","5.39B","1.37B","44.73","0.6"
"Inter Parfums","IPAR","116.24K","1.92B","619.97M","42.56","1.44"
"Interactive Brokers","IBKR","931.76K","24.75B","2.25B","14.71","0.97"
"Interface, Inc.","TILE","423.73K","1.31B","1.05B","17.81","1.14"
"INTL FCStone","INTL","123.69K","1.04B","32.31B","41.96","1.78"
"Intrepid Potash","IPI","1.11M","474.55M","169.57M","","1.21"
"Invacare","IVC","331.56K","596.95M","971.84M","","2.42"
"Investment Tech","ITG","141.84K","714.16M","494.34M","","1.67"
"Iridium","IRDM","701.85K","2.09B","486.10M","128.62","1.78"
"iRobot","IRBT","1.16M","2.27B","975.69M","33.9","1.29"
"Itron","ITRI","290.22K","2.34B","2.15B","","0.88"
"J & J Snack Foods","JJSF","76.23K","2.64B","1.15B","34.33","0.57"
"John Bean Tech","JBT","255.39K","3.41B","1.81B","35.73","1.21"
"Kaiser","KALU","121.47K","1.84B","1.49B","21.3","0.72"
"Kaman","KAMN","190.32K","1.82B","1.83B","27.48","0.74"
"KapStone Paper&Packaging","KS","551.84K","3.41B","3.44B","22.03","3.32"
"Kelly Services A","KELYA","162.08K","932.18M","5.45B","9.31","0.88"
"Kirklands","KIRK","152.09K","175.99M","643.72M","32.23","1.3"
"Kite","KRG","633.86K","1.42B","357.56M","","0.54"
"Knight Transportation","KNX","3.34M","5.78B","4.48B","23.12","1.63"
"Kopin","KOPN","586.86K","232.65M","29.12M","107.12","0.94"
"Koppers","KOP","99.23K","793.98M","1.54B","12.86","0.86"
"Korn/Ferry","KFY","461.85K","3.73B","1.82B","25.56","1.22"
"Kraton","KRA","174.52K","1.53B","2.02B","","1.3"
"Kulicke&Soffa","KLIC","607.87K","1.83B","920.18M","10.26","1.2"
"La-Z-Boy","LZB","390.58K","1.42B","1.58B","16.88","0.98"
"Lannett Com","LCI","690.39K","507.49M","652.78M","7.88","2.47"
"LCI Industries","LCII","229.03K","2.53B","2.44B","19.52","1.07"
"Legacy Texas Financial Grp","LTXB","221.91K","2.10B","223.41M","18.69","1.38"
"Lendingtree","TREE","239.97K","3.13B","697.57M","37.36","2.07"
"Lexington","LXP","1.12M","2.12B","398.18M","95.15","0.85"
"LGI Homes","LGIH","426.07K","1.15B","1.37B","9.56","-0.01"
"LHC Group","LHCG","282.80K","3.05B","1.36B","54.72","0.45"
"Ligand","LGND","287.87K","4.79B","168.00M","106.53","0.94"
"Lindsay","LNN","87.44K","973.11M","556.38M","39.51","0.33"
"Liquidity Services","LQDT","159.17K","223.11M","233.18M","","0.71"
"Lithia Motors","LAD","309.82K","2.15B","11.14B","7.53","1.61"
"Littelfuse","LFUS","168.50K","5.48B","1.50B","33.38","0.92"
"LivePerson","LPSN","415.81K","1.43B","233.78M","","1.04"
"LogMeIn","LOGM","596.84K","4.32B","1.13B","86.95","1.1"
"Lsb Industries","LXU","161.17K","193.72M","384.96M","","4.64"
"LSC Communications","LKSD","392.83K","395.58M","3.81B","",""
"LTC Properties","LTC","233.86K","1.69B","167.26M","19.61","0.07"
"Lumber Liquidators","LL","1.01M","556.29M","1.06B","","1.43"
"Lumentum Holdings Inc","LITE","2.37M","3.45B","1.17B","14.77",""
"Luminex","LMNX","269.76K","1.54B","311.46M","29.86","0.33"
"Lydall","LDL","86.70K","705.40M","736.14M","14.15","1.51"
"M/I Homes","MHO","203.94K","738.56M","2.09B","8.88","1.1"
"Magellan Health","MGLN","154.24K","1.85B","6.73B","18.08","0.37"
"Maiden Holdings","MHLD","648.91K","694.04M","3.65B","","1.36"
"ManTech","MANT","203.54K","2.45B","1.85B","33.6","0.81"
"Marcus","MCS","79.39K","1.05B","673.48M","20.23","0.54"
"MarineMax","HZO","300.40K","507.36M","1.12B","13.71","1.2"
"Marriot Vacations Worldwide","VAC","351.87K","3.18B","2.04B","25.22","1.4"
"Marten Transport","MRTN","296.41K","1.21B","737.43M","30.06","1.36"
"Masimo","MASI","547.74K","5.61B","843.44M","29.1","0.95"
"Materion","MTRN","86.01K","1.28B","1.22B","31.99","0.97"
"Matrix","MTRX","209.34K","547.18M","1.09B","171.3","0.95"
"Matson","MATX","206.99K","1.52B","2.13B","16.55","1.32"
"Matthews","MATW","171.55K","1.67B","1.59B","24.16","1.08"
"MDC","MDC","490.94K","1.71B","2.73B","8.79","1.39"
"Medidata","MDSO","547.34K","4.51B","586.41M","84.85","1.4"
"MEDIFAST","MED","199.57K","2.57B","371.13M","63.52","0.16"
"Mercury","MRCY","375.81K","2.30B","493.19M","56.73","0.43"
"Meridian","VIVO","311.16K","649.98M","210.17M","28.94","0.81"
"Merit","MMSI","302.17K","3.05B","798.08M","134.53","1.31"
"Meritage","MTH","360.39K","1.74B","3.39B","9.04","1.07"
"Methode Electronics","MEI","238.91K","1.45B","908.30M","13.18","1.02"
"MicroStrategy","MSTR","89.70K","1.54B","506.93M","36.62","0.62"
"MiMedx","MDXG","3.35M","461.91M","160.98M","13.69","1.52"
"MKS Instruments","MKSI","538.23K","5.16B","2.13B","13.1","0.89"
"Mobile Mini","MINI","211.22K","1.92B","565.99M","32.78","1.86"
"Momenta","MNTA","902.34K","2.21B","117.12M","","1.82"
"Monarch","MCRI","74.78K","856.91M","235.27M","28.85","1.04"
"Monotype","TYPE","284.48K","858.92M","242.90M","","1.04"
"Monro Muffler Brake","MNRO","301.77K","2.30B","1.13B","","0.83"
"Moog","MOGa","112.45K","2.65B","2.66B","23.01","1.68"
"Motorcar Parts","MPAA","192.06K","405.07M","428.07M","19.31","1.74"
"Movado","MOV","184.59K","817.74M","595.83M","27.44","-0.08"
"MTS Systems","MTSC","74.21K","955.63M","780.73M","31.8","0.95"
"Mueller Industries","MLI","216.47K","1.88B","2.38B","19.07","1.48"
"Multi-Color","LABL","121.35K","1.32B","1.30B","30.47","0.74"
"Myers Industries","MYE","247.36K","755.74M","577.31M","33.22","1.59"
"MYR Group","MYRG","97.20K","579.13M","1.43B","24.76","0.55"
"Nanometrics","NANO","200.84K","1.01B","305.78M","19.72","1.74"
"National Presto Industries","NPK","55.56K","877.01M","337.60M","19.83","0.27"
"Natus","BABY","536.66K","1.22B","513.34M","","0.62"
"Nautilus","NLS","261.93K","428.84M","406.21M","21.27","1.12"
"Navigant","NCI","328.40K","1.05B","966.88M","25.43","0.86"
"NBT Bancorp","NBTB","134.19K","1.73B","230.97M","17.61","0.86"
"Neenah Paper","NP","68.29K","1.50B","1.00B","20.96","1.06"
"Nektar","NKTR","2.57M","9.25B","321.01M","","2.17"
"Neogen","NEOG","174.21K","4.22B","402.26M","62.56","1.32"
"NETGEAR","NTGR","573.88K","2.07B","1.46B","56.18","2.03"
"Newpark Resources","NR","610.66K","919.16M","869.60M","36.74","1.51"
"NIC","EGOV","895.55K","1.06B","347.22M","18.53","0.68"
"Northern Oil&Gas","NOG","157.68K","981.93M","210.11M","","1.97"
"Northfield Bancorp","NFBK","106.51K","804.29M","75.46M","20.13","0.4"
"Northwest Bancshares","NWBI","549.16K","1.84B","228.31M","19.66","0.67"
"Northwest Natural Gas","NWN","135.83K","1.86B","729.56M","","0.27"
"NutriSystem","NTRI","830.24K","1.29B","691.63M","24.36","1.33"
"OFG Bancorp","OFG","306.30K","723.28M","208.39M","17.31","1.85"
"Old National Bancorp","ONB","756.01K","2.96B","393.13M","25.28","0.84"
"Ollies Bargain Outlet Holdings Inc","OLLI","535.95K","4.29B","1.13B","32.36",""
"Olympic Steel","ZEUS","136.53K","246.48M","1.47B","7.07","1.73"
"Omnicell","OMCL","289.31K","2.33B","756.01M","92.63","0.95"
"Onespan","OSPN","194.71K","697.40M","200.62M","118.81","1.39"
"Opus Bank","OPB","204.42K","1.02B","150.73M","","0.9"
"Orion Group","ORN","198.99K","262.63M","598.98M","56.14","1.18"
"Oritani","ORIT","201.86K","742.37M","78.84M","13.49","0.37"
"OSI Systems","OSIS","407.02K","1.43B","1.05B","64.36","0.9"
"Oxford Industries","OXM","165.12K","1.55B","1.09B","27.03","0.21"
"Papa John's","PZZA","1.10M","1.36B","1.76B","17.94","0.41"
"Park Electrochemical","PKE","142.92K","452.06M","114.88M","115.74","0.89"
"Patrick","PATK","248.98K","1.48B","2.04B","14.2","0.83"
"PDC Energy","PDCE","898.19K","4.17B","908.52M","","0.7"
