"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"Balchem","BCPC","114.47K","3.26B","635.08M","46.35","0.82"
"Banc of California","BANC","482.26K","997.84M","220.54M","38.39","0.78"
"Banner","BANR","195.21K","2.11B","259.82M","18.43","0.92"
"Barnes","B","232.15K","3.44B","1.47B","22.49","1.35"
"Barnes & Noble Education Inc","BNED","349.37K","273.52M","2.20B","",""
"Barnes&Noble","BKS","959.64K","429.48M","3.66B","","1.71"
"Bel Fuse B","BELFB","28.05K","286.76M","505.29M","35.51","1.08"
"Belmond","BEL","500.87K","1.35B","555.84M","","1.34"
"Benchmark Electronics","BHE","346.93K","1.21B","2.55B","18.9","0.22"
"Big 5","BGFV","1.28M","123.23M","987.49M","","-0.9"
"Biglari","BH","8.36K","580.52M","636.40M","","0.42"
"BioTelemetry","BEAT","469.88K","1.88B","368.62M","366.07","1.41"
"BJs Restaurants","BJRI","383.40K","1.30B","1.07B","33.04","0.65"
"Black Box","BBOX","216.31K","22.55M","774.63M","","0.92"
"Blackbaud","BLKB","284.75K","4.73B","830.34M","96.93","0.62"
"Blucora","BCOR","405.89K","1.64B","551.84M","33.51","-0.17"
"BofI Holding","BOFI","743.92K","2.54B","304.28M","14.89","0.25"
"Boise Cascad Llc","BCC","385.16K","1.71B","4.91B","14.24","1.93"
"Boston Private","BPFH","411.48K","1.21B","211.75M","37.03","0.91"
"Bottomline","EPAY","314.41K","2.30B","381.13M","","0.9"
"Boyd Gaming","BYD","1.14M","4.05B","2.40B","33.03","1.65"
"Brady","BRC","220.80K","1.93B","1.17B","19.56","1.09"
"Briggs&Stratton","BGG","246.79K","760.72M","1.85B","16.89","0.62"
"Brinks","BCO","494.81K","4.10B","3.48B","","1.77"
"Bristow","BRS","774.53K","419.17M","1.44B","","3.05"
"Brookline Bancorp","BRKL","341.71K","1.44B","161.41M","19.94","0.77"
"Brooks Automation","BRKS","939.25K","2.08B","760.19M","17.18","0.92"
"Buckle","BKE","414.84K","1.20B","906.03M","12.65","0.59"
"Cabot","CCMP","180.11K","3.15B","570.18M","33.45","1.39"
"CACI","CACI","126.92K","4.45B","4.44B","23.46","1.49"
"Cal-Maine","CALM","341.98K","2.25B","1.50B","27.25","0.45"
"CalAmp","CAMP","382.70K","813.24M","372.72M","19.32","1.86"
"Calavo Growers","CVGW","207.84K","1.65B","1.09B","39.54","0.46"
"Caleres","CAL","442.74K","1.50B","2.79B","16.88","0.79"
"California Water Service","CWT","213.99K","1.93B","678.60M","11.74","0.53"
"Callaway Golf","ELY","1.04M","2.07B","1.23B","18.54","0.99"
"Cambrex","CBM","397.18K","2.10B","588.05M","17.22","2.39"
"Cantel Medical","CMD","329.00K","3.97B","848.57M","48.34","1.07"
"Capstead Mortgage","CMO","618.39K","754.82M","257.12M","14.73","0.15"
"Carbo Ceramics","CRR","448.00K","243.56M","217.87M","","1.54"
"Cardtronics","CATM","820.11K","1.38B","1.44B","","1.07"
"Career","CECO","259.30K","1.19B","578.21M","31.84","2.64"
"Caretrust Inc","CTRE","736.99K","1.35B","146.62M","32.64","0.92"
"Carrizo Oil&Gas","CRZO","3.29M","2.07B","819.81M","76.03","2.29"
"Cato","CATO","336.03K","632.77M","1.09B","26.93","0.66"
"Cavco","CVCO","49.62K","2.03B","910.82M","29.69","1.44"
"Cedar Realty","CDR","448.54K","420.91M","152.46M","","0.79"
"Celadon","CGIP","391.97K","85.18M","","34.7","1.74"
"Central Garden&Pet","CENT","118.17K","2.08B","2.20B","21.59","-0.13"
"Central Garden&Pet A","CENTA","209.85K","2.08B","2.20B","21.59","-0.13"
"Century Aluminum","CENX","2.42M","1.08B","2.51B","15.15","0.74"
"CEVA","CEVA","190.44K","613.30M","83.78M","60.58","1.07"
"Chart Industries","GTLS","285.83K","2.41B","1.15B","102.63","1.09"
"Chemed","CHE","215.12K","5.09B","1.73B","29.25","1.16"
"Chemours Co","CC","1.54M","8.51B","6.71B","8.58",""
"Chesapeake Lodging","CHSP","312.04K","1.92B","599.25M","25.71","0.94"
"Chuy's Holdings","CHUY","161.57K","517.71M","376.53M","32.77","-0.22"
"Cincinnati Bell","CBB","616.83K","641.46M","1.31B","","1.14"
"CIRCOR","CIR","277.23K","887.06M","942.22M","","2.02"
"City Holding","CHCO","58.42K","1.24B","106.92M","18.06","0.6"
"Clearwater Paper","CLW","181.16K","432.93M","1.73B","21.11","1.07"
"Cloud Peak Energy","CLD","575.44K","203.84M","884.78M","","2.01"
"CMTSU Liquidation","CBRI","1.10M","244.94K","","","0.65"
"Cogent","CCOI","308.17K","2.33B","506.21M","102.03","0.59"
"Coherent","COHR","576.42K","4.67B","1.93B","21.49","0.97"
"Cohu","COHU","249.42K","789.65M","372.71M","16.33","0.98"
"Columbia Banking","COLB","276.51K","3.05B","274.70M","18.84","1.07"
"Comfort Systems","FIX","216.59K","2.07B","1.94B","30.09","1.33"
"Community Bank System","CBU","215.48K","3.23B","289.42M","","1.03"
"Community Health Systems","CYH","2.43M","354.57M","13.98B","","1.61"
"Computer Programs&Systems","CPSI","76.13K","383.14M","283.73M","","-0.09"
"Comtech","CMTL","190.04K","815.41M","550.91M","27.97","1.49"
"CONMED","CNMD","178.50K","2.18B","827.56M","52.99","0.51"
"Consolidated Communications","CNSL","1.09M","785.20M","1.43B","","0.71"
"Contango Oil&Gas","MCF","73.85K","133.96M","79.57M","","1.6"
"Cooper Stnd","CPS","139.63K","2.52B","3.70B","13.89","0.74"
"Core-Mark","CORE","337.48K","1.31B","15.99B","68.59","0.68"
"CoreSite","COR","321.03K","5.52B","515.09M","55.54","0.3"
"Corindus Vascular Robotics","CR3","1.30K","178.97M","9.25M","81.08","1.03"
"CorVel","CRVL","35.96K","1.07B","571.13M","30.29","0.65"
"CPB","CPF","130.00K","822.59M","115.30M","16.39","1.02"
"Cray","CRAY","352.17K","900.37M","446.13M","","1.57"
"Crocs","CROX","1.21M","1.20B","1.05B","146.3","0.43"
"Cross Country","CCRN","228.36K","315.22M","863.02M","7.12","0.84"
"CryoLife","CRY","135.54K","1.20B","227.28M","","0.62"
"CSG Systems","CSGS","183.17K","1.30B","819.12M","20.46","0.88"
"CTS Corp","CTS","157.06K","1.18B","448.70M","36.2","1.25"
"Cubic","CUB","161.14K","1.83B","1.43B","","1.01"
"Customers Bancorp","CUBI","201.61K","827.46M","241.64M","12.57","0.71"
"CVB Financial","CVBF","386.16K","2.65B","171.52M","","1.36"
"Daktronics","DAKT","227.72K","381.68M","610.54M","40.79","1.12"
"Darling Ingredients","DAR","939.91K","3.40B","3.66B","18.73","1.4"
"Dave & Buster’s Entertainment","PLAY","1.42M","2.00B","1.17B","18.75","0.39"
"Depomed","DEPO","1.20M","593.27M","418.68M","","1.37"
"DHI Group","DHX","560.81K","111.16M","188.02M","6.27","1.05"
"Diamondrock Hospitality","DRH","2.26M","2.37B","850.01M","31.62","1.44"
"Digi","DGII","104.22K","360.97M","207.81M","47.78","1.39"
"Dime Community","DCOM","183.88K","653.74M","126.57M","11.26","0.49"
"DineEquity","DIN","359.97K","1.26B","666.08M","","0.02"
"Diodes","DIOD","317.37K","1.87B","1.09B","26.31","0.94"
"Diplomat Pharmacy","DPLO","1.13M","1.44B","4.75B","","1.13"
"Donnelley Financial Solutions","DFIN","309.34K","619.35M","993.20M","28.24",""
"Dorman","DORM","258.60K","2.48B","917.75M","21.1","1.01"
"DSP Group","DSPG","57.83K","280.05M","124.28M","","0.84"
"DXP Enterprises","DXPE","86.62K","772.61M","1.11B","36.73","2.59"
"Eagle Pharm","EGRX","255.51K","1.15B","215.73M","37.03","1.36"
"EastGroup Properties","EGP","205.07K","3.43B","287.20M","41.5","0.81"
"Ebix","EBIX","180.10K","2.52B","393.10M","25.76","1.27"
"Echo Global","ECHO","416.03K","942.09M","2.27B","47.86","1.6"
"eHealth","EHTH","170.08K","471.03M","141.19M","","1.3"
"El Paso Electric","EE","268.07K","2.54B","921.17M","6.52","0.34"
"El Pollo Loco Holdings Inc","LOCO","437.42K","438.52M","413.75M","226.24","0.37"
"Electro Scientific","ESIO","1.31M","758.82M","405.82M","5.79","1.02"
"Electronics for Imaging","EFII","542.66K","1.53B","1.02B","265.67","1.08"
"Emergent Biosolutions","EBS","307.08K","2.72B","681.25M","24.49","1.21"
"Employers","EIG","118.42K","1.42B","804.00M","11.33","1.06"
"Enanta","ENTA","217.99K","1.77B","165.60M","22.66","0.92"
"Encore Capital","ECPG","232.43K","928.34M","1.24B","11.2","1.54"
"Encore Wire","WIRE","70.70K","1.08B","1.22B","18.39","1.85"
"Engility","EGL","125.11K","1.24B","1.92B","44.08","1.89"
"Enova International Inc","ENVA","391.21K","1.15B","969.18M","28.06","2.56"
"Enpro Industries","NPO","171.24K","1.60B","1.38B","3.13","1.09"
"ePlus","PLUS","96.51K","1.43B","1.41B","27.18","1.14"
"Era Group Inc","ERA","48.80K","305.16M","233.96M","","0.96"
"ESCO Technologies","ESE","84.37K","1.63B","726.47M","29.55","0.97"
"Essendant Inc","ESND","402.41K","601.37M","5.00B","","1.33"
"Ethan Allen Interiors","ETH","217.51K","592.93M","766.78M","18.1","0.88"
"Evercore","EVR","469.88K","5.43B","1.88B","15.32","1.71"
"EW Scripps A","SSP","458.46K","1.19B","959.59M","","2.1"
"ExlServices","EXLS","135.26K","2.02B","807.30M","26.05","1.27"
"Exponent","EXPO","89.53K","2.63B","367.92M","40.9","0.59"
"Express","EXPR","1.89M","753.44M","2.15B","37.89","0.83"
"Exterran Corp","EXTN","133.36K","969.83M","1.36B","6534.31",""
"EZCORP","EZPW","653.57K","626.34M","789.25M","12.24","1.44"
"Fabrinet","FN","318.72K","1.53B","1.40B","17.79","0.55"
"FARO","FARO","97.02K","1.15B","387.74M","","1.58"
"Federal Signal","FSS","246.63K","1.67B","970.40M","25.26","1.33"
"Fidelity","LION","93.74K","643.48M","160.41M","17.79","0.93"
"Fiesta","FRGI","257.10K","760.34M","663.00M","","0.58"
"First Bancorp","FBP","1.71M","1.81B","348.30M","23.94","1.84"
"First Commonwealth Financial","FCF","470.05K","1.68B","188.29M","1078.15","1"
"First Financial Bancorp","FFBC","348.78K","3.01B","282.93M","20.3","1.01"
"First Financial Bankshares","FFIN","239.49K","3.92B","191.07M","30.14","1.14"
"First Midwest","FMBI","612.36K","2.77B","353.60M","21.35","1.15"
"First NBC Bank","FNBCQ","165.09K","619.24K","","","-1.41"
"FirstCash","FCFS","309.93K","3.55B","1.79B","26.78","0.51"
"Five Below","FIVE","1.01M","5.78B","1.34B","50.21","0.45"
"Flotek","FTK","845.32K","165.47M","271.58M","","1.46"
"Forestar","FOR","66.72K","993.95M","114.63M","","1.78"
"Forrester","FORR","49.01K","818.27M","344.85M","59.98","0.45"
"Forward Air","FWRD","239.25K","1.86B","1.22B","23.68","1.43"
"Four Corners Property Trust Inc","FCPT","399.97K","1.65B","136.82M","19.72",""
"Fox Factory","FOXF","214.54K","2.38B","535.10M","36.57","0.72"
"Francescass","FRAN","1.27M","267.26M","464.40M","25.25","0.13"
"Franklin Electric","FELE","128.12K","2.28B","1.24B","24.88","1.59"
"Franklin Street Properties","FSP","101.89K","911.46M","269.04M","","0.73"
"Freds","FRED","984.34K","68.93M","3.24B","","1.26"
"FTD Companies Inc","FTD","327.56K","94.10M","1.09B","","0.12"
"FutureFuel","FF","66.09K","621.15M","276.67M","10.03","1.71"
"G-III Apparel","GIII","568.12K","2.20B","2.89B","24.82","0.17"
"Gannett","GCI","1.11M","1.16B","3.10B","22.31",""
"Genesco","GCO","278.33K","833.45M","2.91B","","0.97"
"Gentherm","THRM","216.00K","1.69B","1.02B","33.59","1.61"
"Geo","GEO","725.85K","3.16B","2.28B","19.97","1.23"
"Geospace","GEOS","64.55K","173.25M","78.84M","","1.27"
"Getty","GTY","124.83K","1.17B","129.82M","24.87","0.45"
"Gibraltar Industries","ROCK","284.79K","1.43B","1.01B","19.64","1.8"
"Glacier","GBCI","338.70K","3.70B","278.71M","22.97","1.39"
"Glatfelter","GLT","215.72K","729.33M","1.64B","34.28","1.12"
"Government Propertiesome","GOV","941.46K","1.61B","394.15M","56.26","1.13"
"Great Western Bancorp Inc","GWB","228.72K","2.48B","279.33M","15.04","1.51"
"Green Dot","GDOT","380.46K","4.19B","952.15M","39.85","0.73"
"Green Plains Energy","GPRE","700.45K","736.62M","3.85B","455.59","1.05"
"Greenbrier","GBX","508.66K","1.90B","2.44B","15.49","1.78"
"Greenhill&Co","GHL","444.05K","762.20M","291.02M","572.99","1.17"
"Griffon","GFF","255.70K","805.27M","1.52B","","1.32"
"Group 1 Automotive","GPI","253.11K","1.56B","16.93B","10.32","1.9"
"Guess?","GES","991.67K","1.84B","2.43B","47.3","0.12"
"Gulf Island Fabrication","GIFI","58.52K","130.87M","190.32M","","1.03"
"H B Fuller","FUL","351.28K","2.90B","2.74B","40.01","1.48"
"Haemonetics","HAE","793.64K","5.51B","922.32M","107.68","0.95"
"Hanmi","HAFC","177.70K","847.48M","124.60M","","0.76"
"Harmonic","HLIT","565.77K","443.12M","382.27M","","0.68"
"Harsco","HSC","455.25K","2.10B","1.68B","24.26","2.76"
"Haverty Furniture","HVT","95.15K","452.80M","820.96M","17.75","0.78"
"Hawaiian","HA","1.08M","2.07B","2.79B","8.58","1.3"
"Hawkins","HWKN","31.46K","426.58M","520.23M","","0.72"
"Haynes","HAYN","103.71K","508.81M","413.78M","","1.48"
"HCI Group Inc","HCI","57.97K","368.88M","303.30M","","1.64"
"Healthcare Services","HCSG","931.78K","2.96B","2.00B","40.64","0.82"
"Healthequity Inc","HQY","603.30K","5.02B","244.01M","91.06","1.37"
"HealthStream","HSTM","130.05K","949.70M","238.18M","69.53","0.63"
"Heartland Express","HTLD","511.23K","1.59B","660.33M","35.35","0.6"
"Heidrick&Struggles","HSII","115.15K","825.06M","691.12M","60.42","1.7"
"Helix","HLX","1.47M","1.38B","695.41M","85.36","2.64"
"HFF","HF","292.70K","1.78B","618.66M","13.22","1.11"
"Hibbett Sports","HIBB","772.59K","449.02M","967.24M","12.87","0.71"
"HighPoint","HPR","1.73M","1.30B","283.11M","","3.4"
"Hillenbrand","HI","224.30K","3.26B","1.74B","29.37","1.3"
"HMS Holdings","HMSY","566.30K","2.53B","548.90M","128.06","1.02"
"Home BancShares","HOMB","1.05M","4.04B","381.01M","18.08","1.17"
"Hope Bancorp","HOPE","505.88K","2.32B","345.44M","12.53","1.32"
"Horace Mann Educators","HMN","103.81K","1.79B","1.17B","24.7","0.75"
"Hornbeck","HOS","244.40K","163.48M","247.36M","","1.42"
"Hub Group","HUBG","292.71K","1.85B","4.49B","22.48","1.46"
"Iconix Brand","ICON","2.44M","40.33M","204.22M","","1.01"
"ICU Medical","ICUI","94.54K","5.81B","1.42B","355.32","0.32"
"II-VI","IIVI","858.10K","2.84B","1.16B","36.11","0.1"
"ILG","ILG","1.39M","4.30B","1.82B","19.77","1.47"
"Independent Bank","INDB","72.74K","2.42B","194.67M","22.74","0.94"
"Ingevity","NGVT","248.65K","4.21B","1.04B","33.47",""
"Innophoss","IPHS","143.20K","882.58M","789.10M","25.14","0.72"
"Innospec","IOSP","106.86K","1.94B","1.37B","17.27","1.01"
"Inogen Inc","INGN","142.22K","4.53B","309.11M","127.86","1.09"
"Insight Enterprises","NSIT","203.16K","1.88B","7.14B","14.37","1.21"
"Insperity","NSP","305.91K","4.45B","3.56B","40.12","0.78"
"Installed Building","IBP","172.04K","1.69B","1.23B","40.47","0.83"
"Integer Hld","ITGR","207.90K","2.30B","1.45B","","0.78"
"Integra","IART","503.33K","5.27B","1.37B","43.89","0.59"
"Inter Parfums","IPAR","116.24K","1.97B","619.97M","44.5","1.44"
"Interactive Brokers","IBKR","931.76K","25.11B","2.25B","15.03","0.97"
"Interface, Inc.","TILE","423.73K","1.34B","1.05B","18.33","1.14"
"INTL FCStone","INTL","123.69K","1.05B","32.31B","29.12","1.79"
"Intrepid Potash","IPI","1.09M","441.78M","169.57M","","1.18"
"Invacare","IVC","332.11K","583.69M","984.47M","","2.41"
"Investment Tech","ITG","158.17K","718.45M","494.34M","","1.66"
"Iridium","IRDM","701.85K","2.22B","486.10M","136.09","1.8"
"iRobot","IRBT","1.16M","2.34B","975.69M","35.88","1.3"
"Itron","ITRI","290.22K","2.53B","2.23B","","0.88"
"J & J Snack Foods","JJSF","76.23K","2.70B","1.15B","34.77","0.56"
"John Bean Tech","JBT","245.00K","3.44B","1.81B","36.11","1.2"
"Kaiser","KALU","121.47K","1.85B","1.49B","21.46","0.71"
"Kaman","KAMN","190.81K","1.84B","1.83B","27.53","0.73"
"KapStone Paper&Packaging","KS","527.44K","3.41B","3.44B","21.94","3.32"
"Kelly Services A","KELYA","162.08K","950.71M","5.45B","9.47","0.88"
"Kirklands","KIRK","152.09K","172.54M","643.72M","32.23","1.3"
"Kite","KRG","627.98K","1.39B","357.56M","","0.54"
"Knight Transportation","KNX","3.35M","5.96B","4.48B","23.52","1.63"
"Kopin","KOPN","586.86K","172.19M","29.13M","326.36","0.91"
"Koppers","KOP","96.72K","787.65M","1.54B","12.98","0.86"
"Korn/Ferry","KFY","472.41K","3.84B","1.82B","26.23","1.22"
"Kraton","KRA","167.21K","1.54B","2.02B","","1.3"
"Kulicke&Soffa","KLIC","607.87K","1.89B","920.18M","10.46","1.2"
"La-Z-Boy","LZB","396.58K","1.44B","1.58B","17.3","0.98"
"Lannett Com","LCI","667.60K","522.69M","652.78M","7.73","2.47"
"LCI Industries","LCII","222.37K","2.48B","2.44B","19.35","1.08"
"Legacy Texas Financial Grp","LTXB","221.91K","2.10B","223.41M","18.72","1.38"
"Lendingtree","TREE","239.97K","3.09B","697.57M","37.39","2.07"
"Lexington","LXP","1.08M","2.15B","407.99M","147.25","0.85"
"LGI Homes","LGIH","426.07K","1.25B","1.47B","9.7",""
"LHC Group","LHCG","282.80K","3.01B","1.36B","54.16","0.46"
"Ligand","LGND","287.87K","5.26B","168.00M","49.18","0.95"
"Lindsay","LNN","86.21K","983.65M","556.38M","40.19","0.33"
"Liquidity Services","LQDT","159.17K","234.34M","233.18M","","0.71"
"Lithia Motors","LAD","314.74K","2.13B","11.14B","7.65","1.6"
"Littelfuse","LFUS","168.50K","5.72B","1.50B","34","0.92"
"LivePerson","LPSN","415.81K","1.46B","233.78M","","1.04"
"LogMeIn","LOGM","596.84K","4.32B","1.13B","86.02","1.1"
"Lsb Industries","LXU","159.53K","196.00M","384.96M","","4.64"
"LSC Communications","LKSD","381.54K","376.55M","3.81B","",""
"LTC Properties","LTC","230.52K","1.70B","167.26M","19.48","0.07"
"Lumber Liquidators","LL","1.03M","550.58M","1.06B","","1.43"
"Lumentum Holdings Inc","LITE","2.37M","3.64B","1.25B","11.04",""
"Luminex","LMNX","269.76K","1.11B","311.46M","22.31","0.3"
"Lydall","LDL","85.81K","707.13M","736.14M","14.17","1.49"
"M/I Homes","MHO","213.63K","751.70M","2.09B","9","1.1"
"Magellan Health","MGLN","154.24K","1.84B","6.73B","18.2","0.38"
"Maiden Holdings","MHLD","648.91K","615.08M","3.65B","","1.34"
"ManTech","MANT","203.54K","2.50B","1.85B","34.06","0.82"
"Marcus","MCS","80.83K","1.09B","673.48M","21.02","0.54"
"MarineMax","HZO","297.66K","519.47M","1.12B","13.74","1.2"
"Marriot Vacations Worldwide","VAC","342.35K","3.21B","2.04B","24.82","1.4"
"Marten Transport","MRTN","296.41K","1.22B","737.43M","30.47","1.36"
"Masimo","MASI","547.74K","5.60B","843.44M","29.21","0.97"
"Materion","MTRN","85.53K","1.30B","1.22B","32.44","0.97"
"Matrix","MTRX","209.34K","541.82M","1.09B","169.2","0.95"
"Matson","MATX","206.61K","1.54B","2.13B","16.53","1.32"
"Matthews","MATW","171.55K","1.66B","1.59B","24.14","1.07"
"MDC","MDC","478.46K","1.73B","2.73B","8.99","1.39"
"Medidata","MDSO","547.34K","4.63B","586.41M","86.23","1.41"
"MEDIFAST","MED","208.09K","2.40B","371.13M","60.74","0.19"
"Mercury","MRCY","375.81K","2.35B","493.19M","57.49","0.45"
"Meridian","VIVO","311.16K","641.52M","210.17M","28.18","0.8"
"Merit","MMSI","302.17K","3.02B","798.08M","131.52","1.31"
"Meritage","MTH","375.85K","1.76B","3.39B","9.09","1.07"
"Methode Electronics","MEI","239.04K","1.47B","908.30M","13.38","1.02"
"MicroStrategy","MSTR","89.70K","1.58B","506.93M","37.46","0.63"
"MiMedx","MDXG","3.35M","494.11M","160.98M","14.22","1.52"
"MKS Instruments","MKSI","538.23K","5.14B","2.13B","13.16","0.88"
"Mobile Mini","MINI","211.22K","1.98B","565.99M","34.38","1.86"
"Momenta","MNTA","902.34K","2.27B","117.12M","","1.8"
"Monarch","MCRI","74.78K","847.97M","235.27M","28.48","1.04"
"Monotype","TYPE","284.48K","877.87M","242.90M","","1.04"
"Monro Muffler Brake","MNRO","301.77K","2.31B","1.13B","","0.84"
"Moog","MOGa","113.06K","2.68B","2.66B","23.46","1.68"
"Motorcar Parts","MPAA","192.06K","410.74M","428.07M","19.73","1.74"
"Movado","MOV","185.96K","825.98M","595.83M","27.69","-0.08"
"MTS Systems","MTSC","74.21K","913.74M","781.64M","32.54","0.94"
"Mueller Industries","MLI","212.49K","1.87B","2.38B","18.85","1.48"
"Multi-Color","LABL","121.35K","1.31B","1.30B","29.13","0.73"
"Myers Industries","MYE","245.43K","752.28M","577.31M","32.77","1.59"
"MYR Group","MYRG","97.20K","597.52M","1.43B","25.68","0.53"
"Nanometrics","NANO","200.84K","996.71M","305.78M","19.52","1.76"
"National Presto Industries","NPK","55.21K","872.83M","337.60M","19.77","0.27"
"Natus","BABY","536.66K","1.21B","513.34M","","0.61"
"Nautilus","NLS","250.18K","419.72M","406.21M","20.74","1.11"
"Navigant","NCI","346.69K","1.13B","966.88M","26.95","0.87"
"NBT Bancorp","NBTB","134.19K","1.72B","230.97M","17.56","0.85"
"Neenah Paper","NP","67.76K","1.49B","1.00B","20.95","1.06"
"Nektar","NKTR","2.57M","9.36B","1.37B","11.43","2.17"
"Neogen","NEOG","174.21K","4.32B","402.26M","64.16","1.32"
"NETGEAR","NTGR","573.88K","2.09B","1.46B","58.19","2.03"
"Newpark Resources","NR","587.61K","950.85M","869.60M","38.18","1.5"
"NIC","EGOV","895.55K","1.08B","347.22M","18.94","0.68"
"Northern Oil&Gas","NOG","157.68K","896.77M","210.11M","","1.95"
"Northfield Bancorp","NFBK","106.51K","793.48M","75.46M","20.01","0.4"
"Northwest Bancshares","NWBI","549.16K","1.82B","228.31M","19.68","0.66"
"Northwest Natural Gas","NWN","136.46K","1.82B","717.89M","","0.26"
"NutriSystem","NTRI","830.24K","1.25B","691.63M","23.52","1.34"
"OFG Bancorp","OFG","311.05K","729.87M","208.39M","17.52","1.85"
"Old National Bancorp","ONB","756.01K","2.96B","393.13M","25.47","0.84"
"Ollies Bargain Outlet Holdings Inc","OLLI","535.95K","4.39B","1.13B","33.22",""
"Olympic Steel","ZEUS","136.53K","264.18M","1.47B","7.38","1.74"
"Omnicell","OMCL","289.31K","2.44B","756.01M","98.34","0.96"
"Onespan","OSPN","194.71K","685.85M","200.62M","117.78","1.4"
"Opus Bank","OPB","204.42K","1.02B","150.73M","","0.9"
"Orion Group","ORN","205.80K","266.09M","598.98M","55","1.18"
"Oritani","ORIT","201.86K","734.21M","78.84M","13.59","0.37"
"OSI Systems","OSIS","407.02K","1.44B","1.05B","65.19","0.89"
"Oxford Industries","OXM","163.98K","1.56B","1.09B","27.47","0.21"
"Papa John's","PZZA","1.10M","1.32B","1.76B","16.52","0.4"
"Park Electrochemical","PKE","140.51K","450.24M","114.88M","116.31","0.9"
"Patrick","PATK","248.98K","1.50B","2.04B","14.41","0.82"
"PDC Energy","PDCE","898.19K","3.61B","908.52M","","0.68"
