"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"Perficient","PRFT","239.02K","939.55M","499.96M","48.62","0.84"
"Perry Ellis","PERY","87.98K","461.57M","888.00M","7.8","0.34"
"PetMed Express","PETS","664.52K","784.81M","281.53M","20.25","0.52"
"PGT Innovations","PGTI","515.24K","1.24B","570.50M","30.14","0.85"
"Phibro","PAHC","105.54K","2.05B","803.04M","31.43","0.92"
"Pinnacle","PNFP","522.27K","4.93B","534.63M","16.76","1.01"
"Pioneer Energy Services","PES","997.25K","272.32M","542.83M","","2.97"
"Piper Jaffray","PJC","83.97K","1.17B","838.67M","","1.52"
"Plexus","PLXS","156.62K","2.02B","2.77B","22.27","0.68"
"Powell Industries","POWL","56.05K","424.20M","372.57M","","1.35"
"Power Integrations","POWI","162.99K","2.14B","432.06M","33.03","0.9"
"PRA Group Inc","PRAA","407.16K","1.79B","830.19M","29.39","1.63"
"ProAssurance","PRA","483.00K","2.26B","849.09M","26.9","0.55"
"Progress","PRGS","514.27K","1.72B","403.54M","33.47","0.76"
"Proto Labs","PRLB","148.70K","3.49B","399.69M","61.23","1.12"
"Provident","PFS","167.74K","1.68B","201.79M","16.74","0.77"
"PS Business Parks","PSB","90.92K","3.52B","407.90M","22.68","0.49"
"Quaker Chemical","KWR","36.77K","2.23B","858.01M","58.65","1.36"
"Quality Systems","QSII","327.16K","1.40B","533.31M","528.28","0.58"
"Qualys","QLYS","272.04K","3.41B","255.43M","88.84","1.13"
"Quanex Building Products","NX","198.08K","589.02M","867.40M","25.28","0.73"
"QuinStreet","QNST","634.94K","689.57M","374.36M","72.57","0.93"
"Quorum Health","QHC","402.54K","128.95M","2.03B","",""
"Rambus","RMBS","923.63K","1.35B","303.91M","","0.19"
"Raven","RAVN","132.08K","1.39B","394.91M","27.45","1.53"
"Rayonier Advanced Materials","RYAM","821.20K","1.06B","1.62B","4.46","3.42"
"Re Max Holding","RMAX","108.51K","875.77M","200.34M","16.32","0.47"
"Red Robin Gourmet Burgers","RRGB","337.53K","488.38M","1.38B","18.27","0.35"
"Regis","RGS","158.01K","815.52M","1.34B","6.69","1.32"
"Rent-A-Center","RCII","1.69M","792.14M","2.64B","","0.62"
"Repligen","RGEN","273.07K","2.14B","170.75M","159.83","0.67"
"Resources Connection","RECN","120.65K","520.34M","654.13M","28","1.06"
"Retail Opportunity","ROIC","1.17M","2.16B","287.45M","62.47","0.59"
"REX American Resources","REX","36.61K","501.38M","460.25M","17.15","1.1"
"RLI","RLI","148.93K","3.33B","809.33M","46.98","1.25"
"Roadrunner","RRTS","875.43K","78.55M","2.18B","","0.82"
"Rogers","ROG","123.40K","2.42B","845.08M","39.19","1.47"
"RR Donnelley & Sons","RRD","1.04M","319.16M","7.05B","12.23","1.33"
"Rudolph","RTEC","198.16K","902.79M","277.58M","15.92","0.86"
"Ruth's Hospitality","RUTH","249.57K","891.05M","425.82M","25.88","0.32"
"S&T Bancorp","STBA","95.44K","1.56B","165.65M","16.85","0.6"
"Sabra","SBRA","1.99M","3.93B","571.74M","19.97","0.58"
"Safety Insurance","SAFT","46.63K","1.41B","839.19M","22.16","0.56"
"Saia","SAIA","218.60K","1.97B","1.52B","24.93","0.78"
"Sanderson Farms","SAFM","563.59K","2.36B","3.44B","9.62","0.26"
"Sanmina","SANM","991.17K","2.05B","6.99B","24.73","0.45"
"Saul Centers","BFS","36.88K","1.21B","225.70M","36.35","0.63"
"ScanSource","SCSC","99.74K","1.03B","3.77B","21.79","0.88"
"Scholastic","SCHL","130.00K","1.44B","1.63B","3564.91","0.67"
"Schweitzer-Mauduit","SWM","148.72K","1.29B","1.01B","13.17","1.34"
"Scientific Games","SGMS","947.55K","3.16B","3.25B","","2.48"
"SEACOR","CKH","150.76K","936.33M","745.33M","16.89","0.81"
"Select Medical","SEM","540.43K","2.73B","4.76B","20.94","1.35"
"Selective","SIGI","177.02K","3.67B","2.54B","20.79","1.24"
"Semtech","SMTC","557.70K","3.23B","574.47M","39.84","1.39"
"Seneca Foods A","SENEA","15.79K","281.19M","1.66B","","0.98"
"ServisFirst Bancshares","SFBS","150.50K","2.24B","162.74M","19.74","1.24"
"Shoe Carnival","SCVL","255.89K","515.09M","1.28B","17.74","0.69"
"Shutterstock","SSTK","226.47K","1.84B","602.49M","42.46","1.34"
"Simmons First National","SFNC","534.96K","2.78B","398.99M","18.18","1.09"
"Simpson Manufacturing","SSD","264.23K","3.42B","1.05B","31.11","1.59"
"SkyWest","SKYW","273.85K","3.10B","3.22B","14.15","1.65"
"Sleep Number","SL2","0.02K","887.65M","1.31B","22.66","0.58"
"Sonic","SONC","845.97K","1.23B","435.41M","22.23","1.53"
"Sonic Automotive","SAH","208.39K","892.67M","10.08B","13.67","1.63"
"South Jersey Industries","SJI","749.98K","2.92B","1.34B","47.82","0.55"
"Southside","SBSI","163.06K","1.22B","134.61M","18.17","0.74"
"SpartanNash Co","SPTN","299.72K","842.72M","10.51B","","1.23"
"Spectrum","SPPI","1.33M","2.19B","129.77M","","1.87"
"Spire","SR","303.21K","3.71B","1.96B","20.94","0.03"
"Spok Holdings","SPOK","95.76K","288.95M","171.15M","49.77","0.36"
"SPS Commerce","SPSC","147.37K","1.57B","234.53M","159.98","0.72"
"SPX Corp","SPXC","222.72K","1.58B","1.47B","12.91","1.58"
"SPX FLOW Inc","FLOW","224.72K","2.00B","2.04B","31.69",""
"Stage Stores","SSI","213.02K","58.02M","1.95B","","0.57"
"Stampscom","STMP","384.31K","4.79B","520.72M","25.6","-0.02"
"Standard Motor Products","SMP","87.75K","1.07B","1.07B","21.03","1.66"
"Standex","SXI","34.32K","1.35B","857.96M","25.25","1.47"
"Stein Mart","SMRT","520.78K","105.32M","1.31B","","-1.1"
"Stepan","SCL","106.31K","2.01B","1.98B","18.89","1.19"
"Sterling Bancorp","STL","1.97M","4.98B","642.84M","17.31","0.95"
"Steven Madden","SHOO","476.25K","3.22B","1.59B","26.24","0.48"
"Stewart Info Services","STC","129.71K","1.07B","1.96B","28.08","0.76"
"Strategic Education","STRA","93.12K","1.39B","458.36M","54.03","0.82"
"Sturm Ruger&Company","RGR","197.82K","970.81M","482.62M","20.41","-0.05"
"Summit Hotel Properties","INN","584.39K","1.44B","560.76M","25.48","1.17"
"SunCoke Energy","SXC","383.70K","730.13M","1.42B","166.19","1.03"
"Super Micro Computer","SMCI","512.88K","1.02B","717.87M","15.08","0.25"
"Superior Industries","SUP","180.69K","486.37M","1.32B","","1.21"
"Supernus","SUPN","659.85K","2.75B","335.10M","35.26","0.93"
"Supervalu","SVU","1.68M","1.24B","14.91B","29.89","1.26"
"SurModics","SRDX","32.27K","866.41M","78.36M","","0.6"
"Sykes","SYKE","145.07K","1.26B","1.62B","22.44","0.75"
"Synchronoss Tech","SNCR","1.01M","175.42M","399.98M","","0.54"
"Synergy Resources","SRCI","443.33K","2.66B","536.74M","10.83","1.86"
"Tailored Brands","TLRD","1.66M","1.04B","3.34B","9.67","1.67"
"Take-Two","TTWO","2.20M","13.81B","2.21B","73.66","0.91"
"Team","TISI","396.32K","670.22M","1.22B","","1.73"
"Tennant","TNC","95.34K","1.46B","1.11B","78.74","0.85"
"Tetra Tech","TTEK","270.35K","3.82B","2.18B","29.69","0.99"
"Tetra Technologies","TTI","697.96K","538.69M","851.75M","85.98","0.85"
"Texas Capital","TCBI","471.03K","4.57B","577.95M","18.03","1.79"
"The Andersons","ANDE","139.16K","990.50M","3.47B","","1.31"
"The Childrens Place","PLCE","392.35K","2.09B","1.87B","17.25","0.38"
"The Ensign","ENSG","249.64K","1.86B","1.95B","25.87","0.65"
"The Medicines","MDCO","1.51M","2.87B","34.91M","","0.77"
"The Navigators","NAVG","101.93K","1.76B","1.35B","25.31","0.5"
"The Providence Service","PRSC","86.77K","946.84M","2.03B","31.14","0.69"
"Tidewater","TDW","269.39K","841.51M","421.61M","","2.09"
"Tile Shop","TTS","993.54K","414.64M","347.04M","48.07","1.87"
"Timkensteel Corp","TMST","347.06K","625.08M","1.47B","","1.78"
"Titan","TWI","339.01K","420.55M","1.54B","","1.56"
"Tivity Health","TVTY","437.82K","1.41B","578.85M","18.86","0.55"
"TiVo","TIVO","1.54M","1.41B","810.54M","26.1","-0.58"
"Tompkins","TMP","7.08K","1.31B","154.31M","","0.84"
"Topbuild Corp","BLD","269.99K","2.70B","1.96B","25.8",""
"Tredegar","TG","98.05K","738.53M","996.56M","40.13","1.37"
"Trex","TREX","398.75K","4.67B","640.30M","38.97","2.39"
"TrueBlue","TBI","234.64K","1.09B","2.50B","17.38","1.87"
"TrustCo Bank NY","TRST","311.34K","887.15M","97.49M","15.9","1.01"
"TTEC","TTEC","55.56K","1.47B","1.51B","","0.91"
"TTM","TTMI","913.36K","1.95B","2.79B","10.86","1.87"
"Tuesday Morning","TUES","259.67K","137.56M","999.51M","","1.45"
"U S Concrete","USCR","349.30K","758.14M","1.43B","24.41","1.06"
"UMB Financial","UMBF","236.14K","3.72B","549.96M","17.47","0.8"
"Unifi","UFI","62.22K","577.94M","678.91M","20.5","0.65"
"Unifirst","UNF","63.82K","3.63B","1.67B","34.75","0.58"
"Unit","UNT","379.05K","1.29B","769.05M","44.12","2.99"
"United Bankshares","UBSI","725.70K","3.96B","412.39M","16.65","1.07"
"United Community Banks","UCBI","493.37K","2.44B","283.25M","18.27","0.91"
"United Fire","UFCS","90.11K","1.41B","1.30B","60.55","0.56"
"United Insurances","UIHC","162.95K","889.85M","717.00M","60.53","1.7"
"Universal","UVV","247.47K","1.69B","2.13B","17.25","1.07"
"Universal Electronics","UEIC","90.04K","1.03B","684.02M","25.92","1.15"
"Universal Forest","UFPI","306.86K","2.26B","4.31B","14.91","1.87"
"Universal Health RI","UHT","34.79K","944.23M","75.10M","37.22","0.3"
"Universal Insurance","UVE","209.38K","1.55B","792.84M","11.29","1.81"
"Urstadt Biddle Properties","UBA","105.13K","834.64M","134.60M","40.72","0.29"
"US Ecology","ECOL","97.67K","1.51B","524.72M","40.72","0.57"
"US Physicalrapy","USPH","46.84K","1.46B","435.67M","68.39","1.07"
"US Silica","SLCA","1.95M","1.94B","1.50B","16","2.28"
"Veeco","VECO","723.52K","564.83M","591.65M","","0.56"
"Vera Bradley","VRA","334.69K","472.90M","445.10M","41.61","0.32"
"Veritiv Cor","VRTV","57.86K","622.49M","8.47B","183.86","0.4"
"Viad","VVI","65.09K","1.16B","1.95B","22.55","0.67"
"Viavi Solutions","VIAV","2.45M","2.34B","814.50M","","0.97"
"Vicor","VICR","112.49K","2.44B","255.13M","185.62","0.98"
"Virtus","VRTS","61.07K","938.63M","513.65M","14.35","1.51"
"Virtusa","VRTU","221.45K","1.59B","1.02B","80.17","1.23"
"Vitamin Shoppe","VSI","502.90K","203.54M","1.16B","","0.51"
"Wabash National","WNC","419.14K","1.10B","2.07B","8.06","1.87"
"WageWorks","WAGE","334.38K","2.17B","235.62M","47.42","1.39"
"Walker&Dunlop","WD","189.36K","1.65B","712.59M","11.32","0.69"
"Watts Water Technologies","WTS","119.41K","2.93B","1.52B","25.81","1.06"
"WD-40","WDFC","60.92K","2.29B","402.45M","40.49","0.57"
"Westamerica Bancorporation","WABC","95.13K","1.63B","93.82M","24.54","1.01"
"Winnebago Industries","WGO","621.20K","1.26B","1.94B","12.81","1.71"
"Wintrust","WTFC","353.73K","5.03B","726.16M","17.41","0.79"
"Wolverine","WWW","645.79K","3.44B","2.29B","104.94","1"
"World Acceptance","WRLD","111.75K","977.00M","542.59M","13.9","2.87"
"WWE","WWE","1.51M","6.26B","867.18M","101.9","0.97"
"XO","XOXO","215.64K","752.23M","164.03M","47.8","0.87"
"Xperi","XPER","599.71K","796.75M","372.01M","","0.54"
"Zumiez","ZUMZ","383.79K","629.11M","952.55M","22.01","1.03"
