"Name","Symbol","Last","High","Low","Chg.","Chg. %","Vol.","Time"
"8x8","EGHT","21.95","22.35","21.70","-0.30","-1.35%","1.36M","15:59:59"
"A Schulman","SHLM","43.75","43.75","43.05","+0.65","+1.51%","370.16K","16:00:02"
"AAON","AAON","36.35","37.15","36.00","-0.20","-0.55%","230.74K","15:59:59"
"AAR","AIR","46.40","47.05","46.07","-0.09","-0.19%","92.63K","15:59:59"
"ABAXIS","ABAX","83.10","83.19","83.08","-0.05","-0.06%","92.86K","15:59:59"
"Abercrombie&Fitch","ANF","24.40","26.50","24.10","-1.62","-6.23%","2.73M","15:59:59"
"ABM Industries","ABM","29.87","30.21","29.65","+0.03","+0.10%","374.68K","15:59:59"
"Acadia","AKR","26.59","27.04","26.59","-0.25","-0.93%","547.80K","15:59:59"
"Aceto","ACET","3.11","3.23","3.10","-0.07","-2.20%","290.88K","15:59:59"
"Acorda","ACOR","28.70","29.15","28.30","+0.65","+2.32%","371.95K","15:59:59"
"Actuant","ATU","27.60","27.97","27.51","0.00","0.00%","427.60K","15:59:59"
"ADTRAN","ADTN","16.55","16.90","16.40","-0.15","-0.90%","571.65K","15:59:59"
"Advanced Energy","AEIS","58.83","60.29","58.69","-0.51","-0.86%","503.63K","15:59:59"
"AdvanSix","ASIX","38.99","39.51","38.77","+0.30","+0.78%","126.89K","15:59:59"
"Aegion","AEGN","25.13","25.69","25.06","+0.09","+0.36%","60.68K","15:59:59"
"Aerojet Rocketdyne","AJRD","29.05","29.94","28.53","-0.61","-2.06%","930.06K","15:59:59"
"AeroVironment","AVAV","73.34","76.09","72.81","-1.24","-1.66%","599.72K","15:59:59"
"Agilysys","AGYS","16.58","16.62","16.34","+0.16","+0.97%","247.08K","15:59:59"
"Agree","ADC","52.71","54.55","51.88","-0.32","-0.60%","210.32K","15:59:59"
"AK Steel","AKS","5.210","5.400","5.140","+0.170","+3.37%","20.75M","15:59:59"
"Alamo","ALG","89.89","91.72","89.63","-0.57","-0.63%","82.23K","15:59:59"
"Albany","AIN","64.40","64.60","63.70","+0.75","+1.18%","93.25K","15:59:59"
"Allegiant","ALGT","139.60","145.35","138.75","-5.15","-3.56%","265.56K","15:59:59"
"Allete","ALE","77.06","77.19","75.90","-0.14","-0.18%","243.90K","15:59:59"
"AMAG","AMAG","21.25","21.85","21.05","-0.35","-1.62%","584.55K","15:59:59"
"Amedisys","AMED","93.99","97.50","93.74","-2.30","-2.39%","296.92K","15:59:59"
"American Assets","AAT","37.39","37.56","37.25","-0.13","-0.35%","351.95K","15:59:59"
"American Axle&Manufacturing","AXL","15.98","16.32","15.82","+0.09","+0.57%","1.12M","15:59:59"
"American Equity Inv. Life","AEL","35.23","35.86","35.17","-0.23","-0.65%","359.53K","15:59:59"
"American Public Education","APEI","43.70","44.45","42.70","-0.45","-1.02%","152.56K","15:59:59"
"American States Water","AWR","60.17","60.28","59.34","+0.15","+0.25%","168.65K","15:59:59"
"American Vanguard","AVD","21.00","21.25","20.85","+0.25","+1.20%","72.95K","15:59:59"
"American Woodmark","AMWD","83.25","87.20","83.00","-3.20","-3.70%","208.00K","15:59:59"
"Ameris","ABCB","50.85","52.20","50.55","-1.30","-2.49%","230.48K","15:59:59"
"AMERISAFE","AMSF","62.35","62.70","62.05","+0.15","+0.24%","33.23K","15:59:59"
"AMN Healthcare Services","AMN","60.60","61.60","60.25","-0.40","-0.66%","426.77K","15:59:59"
"Amneal Pharma A","AMRX","19.25","19.62","19.00","-0.02","-0.10%","1.34M","15:59:59"
"Amphastar P","AMPH","17.17","17.27","16.89","+0.04","+0.23%","140.39K","15:59:59"
"AngioDynamics","ANGO","21.37","21.77","21.25","-0.30","-1.38%","277.92K","15:59:59"
"ANI Pharma","ANIP","70.99","71.17","70.01","+0.71","+1.01%","75.19K","15:59:59"
"Anika","ANIK","34.29","35.30","33.91","-0.66","-1.89%","206.62K","15:59:59"
"Anixter","AXE","71.60","73.40","71.60","-0.90","-1.24%","382.61K","15:59:59"
"Apogee","APOG","48.50","48.75","48.20","+0.14","+0.29%","138.00K","15:59:59"
"Applied Industrial Technologies","AIT","74.05","75.75","73.75","-0.90","-1.20%","171.53K","15:59:59"
"ArcBest Corp","ARCB","44.15","48.15","44.10","-3.40","-7.15%","521.55K","15:59:59"
"Archrock","AROC","12.60","12.83","12.53","-0.10","-0.79%","430.75K","15:59:59"
"Asbury Automotive","ABG","69.95","73.30","69.40","+0.60","+0.87%","325.63K","15:59:59"
"ASGN","ASGN","83.83","85.91","83.03","-1.22","-1.43%","307.42K","15:59:59"
"Astec","ASTE","48.21","58.80","47.72","-12.59","-20.71%","1.33M","15:59:59"
"Atlas Air","AAWW","67.85","69.25","67.00","-0.75","-1.09%","252.97K","15:59:59"
"ATN Int","ATNI","54.02","54.64","53.75","-0.45","-0.83%","49.98K","15:59:59"
"Avista","AVA","50.28","50.43","50.17","-0.07","-0.14%","457.62K","15:59:59"
"Axon Enterprise","AAXN","72.24","76.45","70.78","-2.65","-3.54%","1.19M","15:59:59"
"AZZ","AZZ","54.85","55.40","54.60","+0.05","+0.09%","207.09K","15:59:59"
"B&G Foods","BGS","30.45","30.85","30.40","-0.30","-0.98%","456.82K","15:59:59"
"Badger Meter","BMI","51.90","53.10","51.90","-0.65","-1.24%","129.15K","15:59:59"
"Balchem","BCPC","98.87","100.05","98.15","-0.32","-0.32%","95.18K","15:59:59"
"Banc of California","BANC","19.10","19.35","18.95","-0.30","-1.55%","489.37K","15:59:59"
"Banner","BANR","62.02","62.60","61.59","-0.48","-0.77%","99.15K","15:59:59"
"Barnes","B","61.59","62.04","61.23","+0.34","+0.56%","185.88K","15:59:59"
"Barnes & Noble Education Inc","BNED","5.65","5.76","5.28","+0.37","+7.01%","497.47K","15:59:59"
"Barnes&Noble","BKS","5.80","5.85","5.58","+0.15","+2.65%","1.35M","15:59:59"
"Bel Fuse B","BELFB","22.65","23.00","22.55","-0.20","-0.88%","9.16K","15:59:59"
"Belmond","BEL","11.25","11.40","11.10","-0.05","-0.44%","475.83K","15:59:59"
"Benchmark Electronics","BHE","29.40","30.05","29.05","-0.20","-0.68%","728.99K","15:59:59"
"Big 5","BGFV","6.35","6.65","6.35","-0.25","-3.79%","208.74K","15:59:59"
"Biglari","BH","185.50","191.54","184.26","-2.65","-1.41%","7.56K","15:59:59"
"BioTelemetry","BEAT","47.600","50.950","46.700","-3.200","-6.30%","637.97K","15:59:59"
"BJs Restaurants","BJRI","62.10","64.25","61.65","-2.00","-3.12%","340.30K","15:59:59"
"Black Box","BBOX","1.51","1.59","1.41","-0.08","-5.03%","982.21K","15:59:59"
"Blackbaud","BLKB","117.70","120.35","117.08","-1.20","-1.01%","335.25K","15:59:59"
"Blucora","BCOR","36.900","38.500","36.550","-0.250","-0.67%","518.24K","15:59:59"
"BofI Holding","BOFI","41.45","42.39","41.13","-0.44","-1.05%","441.51K","15:59:59"
"Boise Cascad Llc","BCC","43.30","43.53","42.65","-0.10","-0.23%","470.37K","15:59:59"
"Boston Private","BPFH","14.70","15.15","14.41","0.00","0.00%","360.36K","15:59:59"
"Bottomline","EPAY","56.31","57.94","55.72","-0.31","-0.55%","456.64K","15:59:59"
"Boyd Gaming","BYD","37.64","38.45","37.13","-0.19","-0.50%","1.26M","15:59:59"
"Brady","BRC","37.05","37.45","36.75","-0.10","-0.27%","294.85K","15:59:59"
"Briggs&Stratton","BGG","16.59","16.68","16.34","+0.26","+1.59%","317.90K","15:59:59"
"Brinks","BCO","78.70","79.60","78.00","-0.50","-0.63%","462.41K","15:59:59"
"Bristow","BRS","14.76","14.96","14.66","+0.09","+0.61%","362.06K","15:59:59"
"Brookline Bancorp","BRKL","18.85","18.95","18.68","0.00","0.00%","204.36K","15:59:59"
"Brooks Automation","BRKS","30.63","32.12","30.60","-0.93","-2.95%","491.30K","15:59:59"
"Buckle","BKE","23.60","24.77","23.38","-0.75","-3.08%","394.73K","15:59:59"
"Cabot","CCMP","118.00","120.82","116.51","-0.57","-0.48%","305.67K","15:59:59"
"CACI","CACI","175.60","179.30","174.75","-2.85","-1.60%","78.05K","15:59:59"
"Cal-Maine","CALM","45.00","45.25","44.50","+0.05","+0.11%","519.16K","15:59:59"
"CalAmp","CAMP","22.95","23.31","22.65","-0.20","-0.86%","347.85K","15:59:59"
"Calavo Growers","CVGW","94.30","95.65","93.20","-0.65","-0.68%","113.46K","15:59:59"
"Caleres","CAL","34.98","36.43","34.80","-0.93","-2.59%","442.49K","15:59:59"
