"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"Park Electrochemical","PKE","141.07K","479.39M","114.88M","122.79","0.93"
"Patrick","PATK","248.98K","1.51B","1.84B","16.8","0.74"
"PDC Energy","PDCE","898.19K","3.94B","908.52M","","0.62"
"Pennsylvania RE","PEI","1.15M","761.23M","364.51M","","1.17"
"Perficient","PRFT","239.02K","953.22M","495.19M","57.96","0.68"
"Perry Ellis","PERY","87.98K","448.56M","888.00M","7.56","0.42"
"PetMed Express","PETS","664.52K","828.14M","273.80M","23.6","0.65"
"PGT Innovations","PGTI","478.53K","1.08B","538.61M","35.23","0.75"
"Phibro","PAHC","105.54K","1.94B","803.04M","29.94","0.93"
"Pinnacle","PNFP","522.27K","4.69B","500.28M","17.37","0.99"
"Pioneer Energy Services","PES","956.22K","404.59M","495.18M","","3.1"
"Piper Jaffray","PJC","97.14K","1.15B","1.07B","","1.5"
"Plexus","PLXS","156.62K","2.05B","2.66B","22.89","0.75"
"Powell Industries","POWL","56.05K","404.25M","372.57M","","1.21"
"Power Integrations","POWI","162.99K","2.28B","430.14M","35.77","0.96"
"PRA Group Inc","PRAA","407.16K","1.91B","830.19M","31.2","1.56"
"ProAssurance","PRA","462.69K","2.01B","849.09M","23.87","0.57"
"Progress","PRGS","514.27K","1.81B","403.54M","34.67","0.82"
"Proto Labs","PRLB","151.13K","3.52B","372.08M","63.09","1.07"
"Provident","PFS","146.70K","1.84B","196.54M","17.37","0.88"
"PS Business Parks","PSB","97.00K","3.50B","406.00M","31.85","0.49"
"Quaker Chemical","KWR","38.38K","2.12B","837.23M","69.37","1.26"
"Quality Systems","QSII","327.16K","1.26B","531.03M","321.41","0.62"
"Qualys","QLYS","272.04K","3.69B","242.58M","101.88","0.95"
"Quanex Building Products","NX","203.60K","625.84M","867.40M","26.54","0.73"
"QuinStreet","QNST","634.94K","664.59M","374.36M","78.83","1"
"Quorum Health","QHC","452.25K","128.05M","2.03B","",""
"Rambus","RMBS","923.63K","1.38B","342.17M","","0.36"
"Raven","RAVN","132.08K","1.39B","394.91M","27.31","1.53"
"Rayonier Advanced Materials","RYAM","815.07K","946.08M","1.28B","4.8","3.42"
"Re Max Holding","RMAX","103.23K","976.04M","200.34M","18.11","0.52"
"Red Robin Gourmet Burgers","RRGB","337.53K","623.28M","1.38B","23.6","0.25"
"Regis","RGS","171.74K","815.06M","1.34B","6.67","1.37"
"Rent-A-Center","RCII","1.69M","788.93M","2.66B","","0.64"
"Repligen","RGEN","273.07K","2.10B","155.47M","98.65","0.72"
"Resources Connection","RECN","120.65K","538.91M","618.96M","30.65","1.14"
"Retail Opportunity","ROIC","1.17M","2.14B","281.75M","60.28","0.63"
"REX American Resources","REX","37.35K","469.08M","460.25M","15.88","1.22"
"RLI","RLI","142.55K","3.05B","786.20M","47.41","1.22"
"Roadrunner","RRTS","828.18K","101.27M","2.18B","","0.97"
"Rogers","ROG","120.02K","2.17B","831.82M","32.83","1.44"
"RR Donnelley & Sons","RRD","1.05M","388.06M","8.65B","3.32","1.35"
"Rudolph","RTEC","200.07K","965.31M","267.52M","19.32","1.03"
"Ruth's Hospitality","RUTH","249.57K","903.43M","425.82M","26.42","0.34"
"S&T Bancorp","STBA","95.44K","1.53B","162.33M","16.24","0.65"
"Sabra","SBRA","1.99M","3.95B","571.74M","19.79","0.71"
"Safety Insurance","SAFT","46.63K","1.35B","839.19M","23.18","0.58"
"Saia","SAIA","218.60K","1.96B","1.45B","29.82","0.78"
"Sanderson Farms","SAFM","563.59K","2.27B","3.44B","9.26","0.32"
"Sanmina","SANM","991.17K","2.11B","6.89B","25.06","0.49"
"Saul Centers","BFS","34.77K","1.16B","225.32M","36.15","0.64"
"ScanSource","SCSC","99.74K","1.05B","3.77B","21.72","0.97"
"Scholastic","SCHL","130.00K","1.62B","1.63B","","0.75"
"Schweitzer-Mauduit","SWM","153.16K","1.33B","1.01B","14.26","1.27"
"Scientific Games","SGMS","947.55K","4.60B","3.17B","","2.45"
"SEACOR","CKH","168.98K","973.18M","644.29M","77.89","0.84"
"Select Medical","SEM","487.83K","2.57B","5.70B","21.17","1.32"
"Selective","SIGI","177.02K","3.40B","2.50B","21.87","1.25"
"Semtech","SMTC","557.70K","3.35B","574.47M","40.16","1.4"
"Seneca Foods A","SENEA","15.79K","270.11M","1.59B","","1.1"
"ServisFirst Bancshares","SFBS","150.50K","2.29B","155.85M","21.99","1.27"
"Shoe Carnival","SCVL","255.89K","529.72M","1.28B","18.46","0.75"
"Shutterstock","SSTK","208.80K","1.77B","579.91M","37.86","1.41"
"Simmons First National","SFNC","534.96K","2.79B","376.49M","20.92","1.18"
"Simpson Manufacturing","SSD","210.76K","2.91B","1.00B","31.32","1.5"
"SkyWest","SKYW","273.85K","2.84B","3.22B","14.35","1.69"
"Sleep Number","SL2","0.02K","961.52M","1.29B","22.66","0.58"
"Sonic","SONC","845.97K","1.35B","435.41M","24.19","1.49"
"Sonic Automotive","SAH","195.89K","870.49M","9.98B","14.08","1.59"
"South Jersey Industries","SJI","1.04M","2.88B","1.34B","47.51","0.58"
"Southside","SBSI","163.06K","1.19B","126.00M","18.41","0.73"
"SpartanNash Co","SPTN","299.72K","940.43M","10.51B","","1.21"
"Spectrum","SPPI","1.33M","2.47B","129.77M","","1.98"
"Spire","SR","332.06K","3.61B","1.96B","20.62","0.06"
"Spok Holdings","SPOK","95.76K","299.11M","172.85M","34.94","0.45"
"SPS Commerce","SPSC","147.37K","1.34B","227.72M","207.5","0.66"
"SPX Corp","SPXC","224.17K","1.58B","1.44B","16.68","1.56"
"SPX FLOW Inc","FLOW","234.75K","1.83B","2.01B","35.83",""
"Stage Stores","SSI","229.06K","67.48M","1.95B","","0.81"
"Stampscom","STMP","384.31K","4.92B","497.23M","28.64","0.01"
"Standard Motor Products","SMP","90.84K","1.07B","1.10B","20.58","1.7"
"Standex","SXI","35.67K","1.29B","857.96M","24.03","1.5"
"Stein Mart","SMRT","520.78K","107.23M","1.31B","","-0.94"
"Stepan","SCL","111.58K","1.82B","1.96B","18.02","1.15"
"Sterling Bancorp","STL","2.12M","5.20B","600.32M","21.06","1.02"
"Steven Madden","SHOO","476.25K","3.15B","1.57B","26.13","0.42"
"Stewart Info Services","STC","156.96K","1.03B","1.95B","30.13","0.72"
"Strayer","STRA","93.12K","1.34B","456.41M","42.8","0.9"
"Sturm Ruger&Company","RGR","196.77K","980.40M","486.06M","22.83","-0.05"
"Summit Hotel Properties","INN","598.07K","1.46B","537.60M","27.3","1.19"
"SunCoke Energy","SXC","388.00K","847.68M","1.37B","","1.08"
"Super Micro Computer","SMCI","512.88K","1.17B","717.87M","17.83","0.22"
"Superior Industries","SUP","177.26K","442.61M","1.32B","","1.19"
"Supernus","SUPN","659.85K","2.77B","335.10M","35.39","0.98"
"Supervalu","SVU","1.10M","856.83M","14.16B","10.75","1.02"
"SurModics","SRDX","32.27K","783.55M","73.92M","346.75","0.61"
"Sykes","SYKE","145.07K","1.28B","1.62B","22.2","0.77"
"Synchronoss Tech","SNCR","1.01M","265.25M","399.98M","","0.66"
"Synergy Resources","SRCI","443.33K","2.55B","464.69M","12.33","1.61"
"Tailored Brands","TLRD","1.53M","1.10B","3.34B","10.07","1.72"
"Take-Two","TTWO","2.20M","14.49B","2.21B","79.72","0.93"
"Team","TISI","415.60K","625.24M","1.22B","","1.65"
"Tennant","TNC","98.58K","1.41B","1.08B","425.93","0.82"
"Tetra Tech","TTEK","270.35K","3.30B","2.11B","26.29","0.98"
"Tetra Technologies","TTI","742.88K","577.62M","851.75M","90.09","0.71"
"Texas Capital","TCBI","471.03K","4.57B","542.71M","19.73","1.79"
"The Andersons","ANDE","139.16K","993.33M","3.47B","","1.17"
"The Childrens Place","PLCE","392.35K","1.99B","1.87B","16.13","0.38"
"The Ensign","ENSG","249.64K","1.96B","1.90B","31.08","0.67"
"The Medicines","MDCO","1.51M","2.97B","51.98M","","0.74"
"The Navigators","NAVG","101.93K","1.71B","1.35B","24.96","0.52"
"The Providence Service","PRSC","86.77K","945.41M","2.03B","30.95","0.73"
"Tidewater","TDW","243.68K","816.73M","421.61M","","1.99"
"Tile Shop","TTS","993.54K","425.14M","343.59M","36.99","1.84"
"Timkensteel Corp","TMST","286.22K","784.61M","1.40B","","1.95"
"Titan","TWI","249.29K","614.98M","1.54B","","1.59"
"Tivity Health","TVTY","437.82K","1.39B","565.89M","20.22","0.48"
"TiVo","TIVO","1.54M","1.57B","810.54M","27.61","-0.35"
"Tompkins","TMP","7.08K","1.33B","154.31M","18.51","0.87"
"Topbuild Corp","BLD","281.94K","2.94B","1.96B","26.48",""
"Tredegar","TG","85.49K","794.89M","996.56M","16.43","1.51"
"Trex","TREX","394.71K","4.03B","591.55M","38.16","2.31"
"TrueBlue","TBI","239.97K","1.04B","2.49B","18.29","1.9"
"TrustCo Bank NY","TRST","311.34K","863.04M","95.48M","16.56","1"
"TTEC","TTEC","55.56K","1.58B","1.51B","","0.94"
"TTM","TTMI","913.36K","1.90B","2.70B","14.16","1.82"
"Tuesday Morning","TUES","259.67K","127.24M","999.51M","","1.3"
"U S Concrete","USCR","349.30K","862.36M","1.36B","56.74","0.94"
"UMB Financial","UMBF","236.14K","3.84B","542.34M","18.99","0.81"
"Unifi","UFI","77.70K","577.39M","668.84M","21.01","0.67"
"Unifirst","UNF","62.50K","3.55B","1.67B","34.02","0.58"
"Unit","UNT","408.01K","1.43B","769.05M","48.57","2.92"
"United Bankshares","UBSI","725.70K","3.71B","407.66M","17.4","1.03"
"United Community Banks","UCBI","493.37K","2.39B","266.38M","19.2","0.83"
"United Fire","UFCS","90.11K","1.40B","1.30B","60.76","0.43"
"United Insurances","UIHC","162.95K","866.03M","711.92M","115.84","1.63"
"Universal","UVV","243.78K","1.62B","2.03B","18.28","1.18"
"Universal Electronics","UEIC","90.04K","476.74M","699.08M","89.47","1.1"
"Universal Forest","UFPI","306.86K","2.37B","4.94B","16.73","1.94"
"Universal Health RI","UHT","34.88K","876.06M","73.13M","36.87","0.33"
"Universal Insurance","UVE","186.78K","1.30B","768.54M","10.86","1.72"
"Urstadt Biddle Properties","UBA","100.85K","837.24M","134.60M","41.03","0.35"
"US Ecology","ECOL","97.67K","1.43B","513.87M","48.31","0.62"
"US Physicalrapy","USPH","52.82K","1.29B","424.82M","77.44","1.07"
"US Silica","SLCA","1.85M","2.05B","1.37B","15.49","2.23"
"Veeco","VECO","723.52K","762.03M","548.94M","","0.58"
"Vera Bradley","VRA","334.69K","486.09M","445.10M","41.58","0.49"
"Veritiv Cor","VRTV","68.71K","633.57M","8.47B","186.9","0.44"
"Viad","VVI","74.63K","1.16B","2.27B","20.89","0.71"
"Viavi Solutions","VIAV","2.45M","2.37B","814.50M","","1.08"
"Vicor","VICR","112.49K","2.03B","238.64M","412.18","0.94"
"Virtus","VRTS","61.07K","927.80M","474.85M","20.22","1.5"
"Virtusa","VRTU","221.45K","1.61B","1.02B","80.34","1.2"
"Vitamin Shoppe","VSI","497.40K","167.20M","1.16B","","0.47"
"Wabash National","WNC","496.79K","1.10B","1.90B","8.87","1.83"
"WageWorks","WAGE","374.54K","2.07B","235.62M","44.4","1.14"
"Walker&Dunlop","WD","197.85K","1.78B","700.80M","12.98","0.87"
"Watts Water Technologies","WTS","116.02K","2.81B","1.49B","27.01","1.01"
"WD-40","WDFC","60.92K","2.20B","402.45M","38.67","0.55"
"Westamerica Bancorporation","WABC","95.13K","1.56B","100.97M","23.92","0.98"
"Winnebago Industries","WGO","656.49K","1.32B","1.94B","13.43","1.76"
"Wintrust","WTFC","353.73K","4.97B","679.76M","18.86","0.81"
"Wolverine","WWW","641.62K","3.34B","2.29B","102.82","0.99"
"World Acceptance","WRLD","111.75K","1.04B","548.71M","14.91","2.84"
"WWE","WWE","1.26M","6.21B","800.23M","110.69","1.07"
"XO","XOXO","211.48K","888.22M","163.11M","73.1","0.96"
"Xperi","XPER","599.71K","799.20M","372.01M","","0.59"
"Zumiez","ZUMZ","383.79K","532.32M","952.55M","18.51","0.99"
