"Name","Symbol","Average Vol. (3m)","Market Cap","Revenue","P/E Ratio","Beta"
"PDC Energy","PDCE","898.19K","4.20B","908.52M","","0.63"
"Pennsylvania RE","PEI","1.08M","749.27M","364.51M","","1.13"
"Perficient","PRFT","239.02K","958.48M","495.19M","56.88","0.67"
"Perry Ellis","PERY","87.98K","446.18M","888.00M","7.47","0.41"
"PetMed Express","PETS","664.52K","744.51M","281.53M","19","0.57"
"PGT Innovations","PGTI","513.75K","1.19B","538.61M","38.73","0.81"
"Phibro","PAHC","105.54K","1.92B","803.04M","29.32","0.91"
"Pinnacle","PNFP","522.27K","4.90B","534.63M","16.53","1"
"Pioneer Energy Services","PES","974.95K","389.03M","495.18M","","3.04"
"Piper Jaffray","PJC","95.09K","1.16B","1.07B","","1.51"
"Plexus","PLXS","156.62K","1.98B","2.77B","21.34","0.71"
"Powell Industries","POWL","56.05K","416.18M","372.57M","","1.21"
"Power Integrations","POWI","162.99K","2.24B","430.14M","32.22","0.91"
"PRA Group Inc","PRAA","407.16K","1.92B","830.19M","29.98","1.53"
"ProAssurance","PRA","493.64K","2.18B","849.09M","25.59","0.62"
"Progress","PRGS","514.27K","1.80B","403.54M","33.26","0.8"
"Proto Labs","PRLB","148.01K","3.68B","399.69M","56.03","1.06"
"Provident","PFS","152.44K","1.86B","196.54M","16.6","0.85"
"PS Business Parks","PSB","94.85K","3.48B","407.90M","22.11","0.48"
"Quaker Chemical","KWR","38.45K","2.19B","837.23M","70.46","1.27"
"Quality Systems","QSII","327.16K","1.34B","531.03M","326.45","0.63"
"Qualys","QLYS","272.04K","3.71B","242.58M","97.31","0.92"
"Quanex Building Products","NX","201.96K","604.80M","867.40M","25.35","0.7"
"QuinStreet","QNST","634.94K","672.13M","374.36M","76.87","0.99"
"Quorum Health","QHC","438.42K","147.29M","2.03B","",""
"Rambus","RMBS","923.63K","1.45B","342.17M","","0.38"
"Raven","RAVN","132.08K","1.45B","394.91M","27.45","1.53"
"Rayonier Advanced Materials","RYAM","815.43K","908.73M","1.28B","4.55","3.37"
"Re Max Holding","RMAX","105.43K","927.24M","200.34M","16.66","0.47"
"Red Robin Gourmet Burgers","RRGB","337.53K","633.66M","1.38B","23.55","0.25"
"Regis","RGS","168.69K","819.67M","1.34B","6.59","1.36"
"Rent-A-Center","RCII","1.69M","787.86M","2.66B","","0.64"
"Repligen","RGEN","273.07K","2.13B","155.47M","97.81","0.71"
"Resources Connection","RECN","120.65K","491.64M","654.13M","26.88","1.08"
"Retail Opportunity","ROIC","1.17M","2.11B","281.75M","59.85","0.6"
"REX American Resources","REX","38.35K","491.22M","460.25M","16.51","1.23"
"RLI","RLI","151.99K","3.31B","809.33M","45.95","1.26"
"Roadrunner","RRTS","857.71K","86.26M","2.18B","","0.85"
"Rogers","ROG","115.11K","2.26B","831.82M","33.86","1.46"
"RR Donnelley & Sons","RRD","1.06M","385.24M","8.65B","3.27","1.33"
"Rudolph","RTEC","197.78K","927.15M","267.52M","18.68","1.01"
"Ruth's Hospitality","RUTH","249.57K","917.35M","425.82M","26.69","0.35"
"S&T Bancorp","STBA","95.44K","1.60B","162.33M","","0.67"
"Sabra","SBRA","1.99M","3.86B","571.74M","18.72","0.68"
"Safety Insurance","SAFT","46.63K","1.40B","839.19M","23.57","0.59"
"Saia","SAIA","218.60K","1.91B","1.45B","28.47","0.75"
"Sanderson Farms","SAFM","563.59K","2.28B","3.44B","9.35","0.32"
"Sanmina","SANM","991.17K","2.07B","6.89B","23.96","0.46"
"Saul Centers","BFS","36.15K","1.19B","225.32M","35.93","0.62"
"ScanSource","SCSC","99.74K","1.07B","3.77B","21.48","0.96"
"Scholastic","SCHL","130.00K","1.44B","1.63B","3612.28","0.67"
"Schweitzer-Mauduit","SWM","152.66K","1.30B","1.01B","13.65","1.24"
"Scientific Games","SGMS","947.55K","4.36B","3.17B","","2.4"
"SEACOR","CKH","156.85K","983.90M","745.33M","17.35","0.82"
"Select Medical","SEM","515.36K","2.90B","5.70B","23.05","1.37"
"Selective","SIGI","177.02K","3.51B","2.50B","22.12","1.25"
"Semtech","SMTC","557.70K","3.31B","574.47M","38.65","1.38"
"Seneca Foods A","SENEA","15.79K","269.94M","1.59B","","1.08"
"ServisFirst Bancshares","SFBS","150.50K","2.23B","162.74M","19.67","1.24"
"Shoe Carnival","SCVL","255.89K","508.82M","1.28B","17.46","0.72"
"Shutterstock","SSTK","200.68K","1.72B","579.91M","35.41","1.36"
"Simmons First National","SFNC","534.96K","2.78B","398.99M","18.06","1.17"
"Simpson Manufacturing","SSD","217.08K","2.83B","1.00B","29.9","1.47"
"SkyWest","SKYW","273.85K","3.00B","3.22B","14.15","1.76"
"Sleep Number","SL2","0.02K","926.32M","1.31B","22.66","0.58"
"Sonic","SONC","845.97K","1.30B","435.41M","23.41","1.47"
"Sonic Automotive","SAH","199.41K","765.95M","9.98B","12.74","1.52"
"South Jersey Industries","SJI","824.50K","2.89B","1.34B","47.27","0.57"
"Southside","SBSI","163.06K","1.25B","134.61M","18.16","0.74"
"SpartanNash Co","SPTN","299.72K","898.40M","10.51B","","1.16"
"Spectrum","SPPI","1.33M","2.28B","129.77M","","1.92"
"Spire","SR","334.48K","3.65B","1.96B","20.64","0.06"
"Spok Holdings","SPOK","95.76K","295.13M","171.15M","47.93","0.44"
"SPS Commerce","SPSC","147.37K","1.34B","227.72M","148.99","0.73"
"SPX Corp","SPXC","220.65K","1.59B","1.44B","16.6","1.56"
"SPX FLOW Inc","FLOW","236.90K","1.96B","2.01B","37.68",""
"Stage Stores","SSI","219.87K","61.13M","1.95B","","0.71"
"Stampscom","STMP","384.31K","5.01B","497.23M","28.37",""
"Standard Motor Products","SMP","94.45K","1.01B","1.07B","20.28","1.67"
"Standex","SXI","36.38K","1.36B","857.96M","24.71","1.51"
"Stein Mart","SMRT","520.78K","105.80M","1.31B","","-0.96"
"Stepan","SCL","110.42K","1.95B","1.98B","18.54","1.2"
"Sterling Bancorp","STL","2.06M","5.13B","642.84M","17.78","0.98"
"Steven Madden","SHOO","476.25K","3.22B","1.57B","25.96","0.41"
"Stewart Info Services","STC","136.54K","1.07B","1.96B","27.9","0.74"
"Strayer","STRA","93.12K","1.37B","456.41M","43.17","0.91"
"Sturm Ruger&Company","RGR","200.06K","972.55M","486.06M","22.03","-0.07"
"Summit Hotel Properties","INN","589.62K","1.46B","537.60M","26.71","1.15"
"SunCoke Energy","SXC","382.46K","801.13M","1.37B","","1.02"
"Super Micro Computer","SMCI","512.88K","1.13B","717.87M","16.53","0.17"
"Superior Industries","SUP","175.63K","427.60M","1.32B","","1.16"
"Supernus","SUPN","659.85K","2.76B","335.10M","35.33","0.97"
"Supervalu","SVU","1.39M","1.24B","14.91B","29.72","1.31"
"SurModics","SRDX","32.27K","835.25M","73.92M","347.92","0.61"
"Sykes","SYKE","145.07K","1.28B","1.62B","21.54","0.75"
"Synchronoss Tech","SNCR","1.01M","229.40M","399.98M","","0.59"
"Synergy Resources","SRCI","443.33K","2.76B","464.69M","12.9","1.62"
"Tailored Brands","TLRD","1.61M","1.08B","3.34B","9.37","1.67"
"Take-Two","TTWO","2.20M","14.34B","2.21B","77.14","0.9"
"Team","TISI","407.04K","682.21M","1.22B","","1.68"
"Tennant","TNC","96.82K","1.49B","1.11B","81.53","0.85"
"Tetra Tech","TTEK","270.35K","3.43B","2.11B","26.73","0.99"
"Tetra Technologies","TTI","740.46K","537.44M","851.75M","81.08","0.65"
"Texas Capital","TCBI","471.03K","4.56B","577.95M","18.11","1.78"
"The Andersons","ANDE","139.16K","988.38M","3.47B","","1.16"
"The Childrens Place","PLCE","392.35K","2.07B","1.87B","16.09","0.37"
"The Ensign","ENSG","249.64K","1.97B","1.90B","30.48","0.66"
"The Medicines","MDCO","1.51M","2.94B","51.98M","","0.72"
"The Navigators","NAVG","101.93K","1.81B","1.35B","25.96","0.54"
"The Providence Service","PRSC","86.77K","929.78M","2.03B","30.03","0.71"
"Tidewater","TDW","263.63K","863.16M","421.61M","","2.04"
"Tile Shop","TTS","993.54K","438.26M","347.04M","48.98","1.84"
"Timkensteel Corp","TMST","288.23K","820.67M","1.47B","","1.82"
"Titan","TWI","237.25K","617.97M","1.54B","","1.57"
"Tivity Health","TVTY","437.82K","1.37B","565.89M","19.82","0.46"
"TiVo","TIVO","1.54M","1.51B","810.54M","25.56","-0.39"
"Tompkins","TMP","7.08K","1.35B","154.31M","","0.87"
"Topbuild Corp","BLD","268.91K","2.69B","1.96B","23.97",""
"Tredegar","TG","89.58K","869.41M","996.56M","17.49","1.54"
"Trex","TREX","390.93K","3.91B","591.55M","36.05","2.27"
"TrueBlue","TBI","248.32K","1.05B","2.49B","18.25","1.89"
"TrustCo Bank NY","TRST","311.34K","891.97M","97.49M","15.98","1.01"
"TTEC","TTEC","55.56K","1.56B","1.51B","","0.89"
"TTM","TTMI","913.36K","1.85B","2.70B","13.43","1.79"
"Tuesday Morning","TUES","259.67K","130.68M","999.51M","","1.27"
"U S Concrete","USCR","349.30K","853.95M","1.36B","56.85","0.93"
"UMB Financial","UMBF","236.14K","3.69B","549.96M","16.93","0.77"
"Unifi","UFI","68.10K","566.21M","668.84M","20.14","0.64"
"Unifirst","UNF","63.13K","3.62B","1.67B","33.89","0.58"
"Unit","UNT","409.71K","1.36B","769.05M","44.69","2.86"
"United Bankshares","UBSI","725.70K","3.95B","412.39M","16.39","1.06"
"United Community Banks","UCBI","493.37K","2.41B","283.25M","17.88","0.83"
"United Fire","UFCS","90.11K","1.52B","1.30B","65.31","0.47"
"United Insurances","UIHC","162.95K","877.15M","711.92M","116.02","1.62"
"Universal","UVV","242.80K","1.65B","2.03B","18.54","1.18"
"Universal Electronics","UEIC","90.04K","503.58M","699.08M","93.44","1.12"
"Universal Forest","UFPI","306.86K","2.25B","4.94B","","1.88"
"Universal Health RI","UHT","35.69K","898.31M","75.10M","35.03","0.34"
"Universal Insurance","UVE","193.13K","1.47B","792.84M","10.82","1.8"
"Urstadt Biddle Properties","UBA","105.14K","849.04M","134.60M","40.38","0.33"
"US Ecology","ECOL","97.67K","1.47B","513.87M","49.53","0.63"
"US Physicalrapy","USPH","47.91K","1.35B","424.82M","80.83","1.1"
"US Silica","SLCA","1.90M","2.00B","1.37B","15.77","2.24"
"Veeco","VECO","723.52K","725.51M","548.94M","","0.54"
"Vera Bradley","VRA","334.69K","485.73M","445.10M","39.6","0.46"
"Veritiv Cor","VRTV","66.58K","589.22M","8.47B","169.84","0.36"
"Viad","VVI","69.26K","1.16B","1.95B","22.65","0.72"
"Viavi Solutions","VIAV","2.45M","2.34B","814.50M","","1.05"
"Vicor","VICR","112.49K","2.39B","255.13M","174.69","1.03"
"Virtus","VRTS","61.07K","935.74M","474.85M","20.35","1.5"
"Virtusa","VRTU","221.45K","1.62B","1.02B","78.7","1.19"
"Vitamin Shoppe","VSI","480.56K","190.22M","1.16B","","0.56"
"Wabash National","WNC","469.61K","1.12B","1.90B","8.94","1.83"
"WageWorks","WAGE","362.96K","2.16B","235.62M","46.27","1.16"
"Walker&Dunlop","WD","194.38K","1.85B","700.80M","13.01","0.86"
"Watts Water Technologies","WTS","116.32K","2.88B","1.49B","27.54","1.03"
"WD-40","WDFC","60.92K","2.24B","402.45M","38.95","0.56"
"Westamerica Bancorporation","WABC","95.13K","1.61B","93.82M","23.9","1"
"Winnebago Industries","WGO","650.99K","1.23B","1.94B","12.28","1.7"
"Wintrust","WTFC","353.73K","5.00B","726.16M","17.2","0.81"
"Wolverine","WWW","657.32K","3.48B","2.29B","102.55","0.98"
"World Acceptance","WRLD","111.75K","948.85M","548.71M","12.84","2.75"
"WWE","WWE","1.33M","6.47B","867.18M","105.21","1.08"
"XO","XOXO","216.71K","876.31M","163.11M","68.66","0.92"
"Xperi","XPER","599.71K","796.75M","372.01M","","0.58"
"Zumiez","ZUMZ","383.79K","569.25M","952.55M","19.17","0.99"
