Symbol,Name,Last,Opinion,"20D Rel Str","20D His Vol","20D Avg Vol","52W Low","52W High"
CBU,"Community Bank System",65.94,"88% Buy",61.97%,14.03%,152160,48.89,67.07
CCMP,"Cabot Microelectron",115.33,"16% Buy",50.51%,39.66%,234110,69.09,123.76
CCOI,"Cogent Comm Hldgs",54.25,"64% Buy",59.29%,18.81%,219720,35.75,57.65
CCRN,"Cross Ctry Hlthcr",10.13,"16% Sell",45.93%,138.17%,417210,7.41,14.65
CDR,"Cedar Shopping Centers Inc",4.41,"48% Sell",41.82%,22.87%,275080,3.54,6.29
CECO,"Career Education",16.01,"40% Sell",37.87%,28.88%,370475,9,19.07
CEIX,"Consol Energy Inc",42.14,"40% Buy",50.42%,47.16%,312555,19.51,48.12
CENT,"Central Garden",39.22,"72% Sell",38.19%,22.41%,210030,34.58,45.02
CENTA,"Central Garden & Pet",36.39,"72% Sell",37.47%,22.43%,605375,32.57,41.97
CENX,"Century Aluminum C",12.57,"16% Sell",44.68%,61.54%,1916790,11.04,24.77
CEVA,"Ceva Inc",30.3,"32% Sell",49.45%,69.92%,181235,26.1,51.8
CHCO,"City Holding Co",81.19,"64% Buy",55.24%,12.08%,37370,60.37,83.27
CHCT,"Community Healthcare Trust Inc",30.96,"16% Buy",54.48%,15.54%,156935,22.41,32.81
CHS,"Chico's Fas",8.91,"48% Sell",44.54%,42.00%,2487190,6.96,10.9
CHSP,"Chesapeake Lodging Trust",32.04,Hold,49.87%,17.89%,189570,24.89,33.09
CHUY,"Chuy's Holdings Inc",27.25,"56% Sell",36.37%,62.44%,153030,18,34.1
CIR,"Circor International",44.46,"56% Buy",55.15%,25.41%,125500,35.16,56.37
CJ,"C&J Energy Services Inc",23.86,"32% Buy",51.07%,44.62%,618480,21.22,36.57
CKH,"Seacor Smit Inc",52.06,"24% Sell",47.98%,22.86%,98485,36.35,59
CLD,"Cloud Peak Energy Inc",2.48,"40% Sell",39.40%,48.56%,538680,2.22,5.7
CLDT,"Chatham Lodging Trust [Reit]",21.47,"40% Buy",51.99%,14.98%,241820,17.9,23.91
CLW,"Clearwater Paper Corp",28.85,"72% Buy",59.90%,65.63%,231145,21.55,50.6
CMO,"Capstead Mortgage Corp",8.35,"48% Sell",41.77%,9.00%,665570,8.01,9.89
CMTL,"Comtech Telecom Co",36.3,"96% Buy",66.01%,16.81%,87000,17.11,36.8
CNMD,"C O N M E D Cp",78,"64% Buy",57.93%,25.75%,143545,48.03,83.49
CNSL,"Consolidated Communications Holdings Inc",12.28,"16% Buy",53.09%,47.84%,671085,10.31,20.72
COHU,"Cohu Inc",26.32,"56% Buy",53.74%,31.48%,210565,17.4,27.83
COKE,"Coca Cola Bot Cons",168.03,"64% Buy",65.57%,35.23%,80105,125.08,230
COLB,"Columbia Banking Sys",42.07,"16% Sell",49.42%,17.32%,198965,35.67,48.06
CORE,"Core Mark Holding",35.32,"96% Buy",85.30%,45.69%,478565,17.1,35.89
CORT,"Corcept Therapeutics",13.64,"16% Sell",47.20%,44.18%,1539950,11.55,25.96
CPF,"Central Pacific Financial Co",28.66,"16% Sell",49.60%,14.57%,123340,27.19,33.15
CPS,"Cooper Std Hldg Inc",142.96,"96% Buy",58.57%,28.61%,142235,98.58,146.77
CPSI,"Computer Programs",27.2,"48% Sell",34.01%,57.29%,190675,25.15,34.65
CRAY,"Cray Inc",21.9,"56% Sell",41.97%,34.53%,337455,17.6,28.6
CROX,"Crocs Inc",20.14,"96% Buy",61.09%,37.97%,1123440,8.64,20.86
CRR,"Carbo Ceramics",8.88,"16% Sell",50.57%,48.23%,271050,6.1,12.69
CRVL,"Corvel Cp",60.25,"96% Buy",63.43%,28.13%,29010,46.45,61.2
CRY,Cryolife,34.25,"96% Buy",66.83%,42.09%,179335,16.8,35.05
CRZO,"Carrizo Oil & Gas",23.88,"32% Sell",41.89%,48.74%,2868700,11.1,31.57
CSGS,"C S G Sys Intl",37.25,"64% Sell",36.43%,22.99%,173825,36.38,48.82
CTB,"Cooper Tire & Rubber Company",29.65,"64% Buy",56.74%,39.10%,662015,22.58,40.78
CTRE,"Caretrust REIT Inc",18.29,"88% Buy",64.59%,17.59%,692590,12.73,19.82
CTRL,"Control4 Corp",36.51,"96% Buy",75.76%,72.83%,611555,20.5,37.3
CTS,"Cts Corp",36.4,"64% Buy",57.10%,19.99%,114225,21.8,39.2
CUB,"Cubic Corp",76.45,"96% Buy",66.19%,31.77%,125525,41.55,77.35
CUBI,"Customers Bancorp",24.91,"72% Sell",38.49%,29.41%,221195,24.3,33.85
CUTR,"Cutera Inc",34.05,"80% Sell",37.00%,69.48%,258985,30.7,56.05
CVBF,"Cvb Financial Corp",24.28,"16% Buy",54.93%,13.42%,511050,19.58,25.49
CVCO,"Cavco Inds Inc",244.85,"96% Buy",69.22%,27.91%,50890,127.7,248.65
CVGW,"Calavo Growers Inc",105.95,"96% Buy",71.22%,18.93%,126300,65.85,107.53
CWT,"California Water Service Group Holding",40.85,"56% Buy",51.31%,18.81%,231145,35.25,46.15
CYH,"Community Health Systems",3.63,"24% Buy",56.94%,51.16%,2093060,2.66,7.92
CYTK,Cytokinetics,7.25,"24% Sell",44.58%,53.04%,240175,6.2,15.95
DAKT,"Daktronics Inc",7.55,"96% Sell",34.94%,51.47%,361195,7.38,10.86
DAR,"Darling International Inc",20.33,"88% Buy",56.38%,20.75%,881545,15.8,20.96
DBD,"Diebold Nixdorf Inc",4.95,"56% Sell",30.86%,206.64%,5324315,3.55,23.5
DCOM,"Dime Community Bncsh",18.45,"24% Sell",46.09%,14.89%,257105,17.1,22.65
DDD,"3D Systems Corp",20.88,"96% Buy",66.96%,113.78%,4412200,7.92,21.73
DEA,"Easterly Government Properties",20.09,"40% Buy",55.38%,17.03%,521830,18.73,22.32
DF,"Dean Foods Company",7.54,"80% Sell",27.13%,64.97%,2091065,7.51,12.09
DFIN,"Donnelly Financial Solutions Inc",20.57,"88% Buy",62.77%,36.95%,259855,15.22,22.5
DGII,"Digi Intl Inc",13.3,"32% Buy",53.52%,21.93%,82520,8.95,14.7
DIN,"Dineequity Inc",81.53,"96% Buy",65.21%,26.75%,342510,37.11,82.62
DIOD,"Diodes Inc",38.9,"100% Buy",60.95%,20.89%,324105,26.09,39.06
DNR,"Denbury Resources",5.35,"96% Buy",64.35%,47.32%,10086660,0.92,5.56
DORM,"Dorman Products Inc",80.5,"96% Buy",66.46%,23.72%,104955,56.36,81.82
DPLO,"Diplomat Pharmacy Inc",19.69,"24% Sell",38.22%,41.29%,1520270,14.5,28.74
DRH,"Diamondrock Hospitality Company",11.65,"72% Sell",43.77%,20.53%,1793265,9.87,12.99
DSPG,"D S P Group Inc",12.85,"40% Buy",57.40%,23.03%,69840,11.3,13.95
DSW,"DSW Inc",27.2,"16% Buy",50.18%,30.21%,1592855,17.75,29.27
DXPE,"Dxp Enterprise",47.37,"88% Buy",60.17%,45.09%,90280,24.89,49.5
EBIX,"Ebix Inc",79.15,"16% Buy",50.68%,22.56%,204320,56.4,89.1
EBS,"Emergent Biosolutions",61.15,"96% Buy",65.15%,30.66%,248160,35.64,61.44
ECHO,"Echo Global Logistic",33.55,"88% Buy",60.77%,27.43%,340420,13.7,34.83
ECOL,"US Ecology Inc",72.5,"96% Buy",64.04%,44.11%,68680,44.5,73.15
ECPG,"Encore Capital Grp",39.8,"24% Buy",56.02%,44.55%,444570,35.15,52
EE,"El Paso Electric Company",62.2,"8% Buy",53.49%,13.72%,290005,48.05,64.35
EFII,"Elec Imaging Inc",34.45,"40% Buy",53.60%,25.72%,487090,25.28,43.89
EGHT,"8X8 Inc",22.45,"80% Buy",57.56%,20.40%,540725,12,23.1
EGL,"Engility Holdings Inc",34.98,"80% Buy",57.72%,29.89%,143405,21.19,36.51
EGOV,"Nic Inc",17,"88% Buy",57.06%,27.84%,344310,12.65,18.9
EGP,"Eastgroup Properties",96.87,"40% Buy",53.82%,13.57%,143765,77.74,99.39
EGRX,"Eagle Pharmaceutical",80.29,"40% Buy",54.68%,29.31%,226230,48.84,85.66
EHTH,"Ehealth Inc",29.43,"72% Buy",65.16%,53.86%,196955,13.61,32.96
EIG,"Employers Holdings Inc",44.7,"88% Buy",59.67%,16.63%,111420,38.35,50.45
ELY,"Callaway Golf Company",22.89,"96% Buy",69.41%,37.37%,1433725,13.47,23.6
ENDP,"Endo Int'l Plc",16.11,"88% Buy",70.10%,94.07%,6232175,5.27,17.34
ENSG,"The Ensign Group In",38.37,"80% Buy",57.84%,29.66%,245275,19.57,40.09
ENTA,"Enanta Pharmaceutica",91.94,"40% Sell",41.59%,50.30%,270425,41.83,127.77
ENVA,"Enova International Inc",34.75,"16% Buy",49.87%,25.14%,288330,11.15,39
EPAY,"Bottomline Tech In",64.63,"96% Buy",79.02%,16.78%,388090,28.95,64.65
ERA,"Era Group Inc",12.56,"16% Buy",47.18%,39.42%,48985,8.61,14.23
ESE,"Esco Technologies Inc",68.65,"96% Buy",68.19%,22.43%,89680,51.55,70.2
ESIO,"Electro Sci Inds",22.44,"40% Buy",58.90%,73.32%,954630,11.81,27.72
ESND,"Essendant Inc",14.65,"8% Buy",48.39%,21.70%,199020,7.2,17.08
ETH,"Ethan Allen Interiors Inc",22.65,"32% Sell",43.60%,14.85%,221865,21.5,32.9
EVTC,"Evertec Inc",24.7,"88% Buy",60.52%,20.15%,434545,12.6,25.55
EXLS,"Exlservice Holdings",61.55,"72% Buy",60.67%,11.15%,92290,52.52,64.34
EXPO,"Exponent Inc",51.95,"88% Buy",56.98%,21.15%,163175,32.65,53.35
EXPR,"Express Inc",9.82,"8% Sell",47.72%,42.06%,1357060,5.82,11.34
EXTN,"Exterran Corp",28.84,"64% Buy",57.64%,34.75%,119090,24.52,33.69
EXTR,"Extreme Networks",6.31,"80% Sell",34.23%,138.57%,2810900,5.35,15.55
EZPW,"Ezcorp Inc",11.05,"80% Sell",40.69%,26.48%,501485,8.85,15.1
FARO,"Faro Tech Inc",68.25,"88% Buy",64.27%,21.91%,76565,33.2,70.2
FBP,"First Bancorp",9.02,"96% Buy",70.05%,15.83%,1638840,4.48,9.14
FCF,"First Commonwealth Financial Corp",16.75,"32% Buy",51.21%,15.06%,361875,12.06,17.91
FCFS,"First Cash Fin Svcs",82.4,"16% Sell",44.21%,15.56%,202130,57.75,95.4
FCN,"Fti Consulting",75.54,"16% Buy",55.27%,25.74%,494085,32.69,81.91
FCPT,"Four Corners Property Trust In",26.91,"72% Buy",67.61%,13.15%,513020,21.28,27.48
FELE,"Franklin Electric Co",49,"80% Buy",55.11%,24.81%,103220,37.6,50.3
FF,"Futurefuel Corp",14.99,"96% Buy",63.60%,26.41%,65850,11.32,16.22
FFBC,"First Finl Bncp [Oh]",31.52,"32% Buy",51.18%,15.39%,223510,22.8,33.7
FFIN,"First Finl Bkshs Inc",60.1,"80% Buy",64.22%,14.88%,177125,37.31,61
FIX,"Comfort Systems USA",56.6,"80% Buy",70.15%,12.30%,389665,33.05,59.05
FLOW,"SPX Flow Inc",48.99,"80% Buy",60.11%,46.53%,201510,31.96,54.92
FMBI,"First Midwest Bncp",27.25,"88% Buy",55.91%,13.34%,335980,20.5,27.7
FN,Fabrinet,48.07,"96% Buy",78.56%,26.78%,516200,24.02,48.97
FNSR,"Finisar Corp",20.29,"96% Buy",66.26%,34.64%,2301135,14.25,25.41
FORM,"Formfactor Inc",14.7,"80% Buy",59.47%,38.35%,493905,11.1,18.65
FORR,"Forrester Resrch",49.1,"80% Buy",68.17%,18.97%,46920,36.95,50
FOSL,"Fossil Group",24.05,"32% Sell",45.25%,85.13%,2182100,5.5,32.17
FOXF,"Fox Factory Cp",65.05,"80% Buy",71.69%,78.90%,254885,33.2,68.3
FRAN,"Francesca's Holdings",6.63,"56% Sell",38.75%,34.36%,768320,4.51,8.48
FRGI,"Fiesta Restaurant Gp",28.25,"24% Sell",47.08%,21.69%,205460,15.5,30.88
FSB,"Franklin Financial Network Inc",38.25,"32% Buy",50.90%,18.09%,98420,30.3,40.3
FSP,"Franklin Street Properties",8.38,"8% Buy",48.19%,23.65%,307200,7.08,11
FSS,"Federal Signal Corp",26.16,"80% Buy",58.11%,64.97%,321015,18.01,28.32
FTD,"Ftd Companies",3.69,"80% Sell",42.37%,64.21%,195425,3.25,13.95
FTK,"Flotek Industries",2.05,"96% Sell",31.03%,113.66%,962080,1.94,6.77
FTR,"Frontier Commun Cp",5.66,"16% Buy",51.19%,56.64%,3017415,4.52,14.24
FUL,"H. B. Fuller Company",58.87,"96% Buy",62.64%,14.05%,236060,46.62,59.58
FWRD,"Foward Air Corp",64.01,"88% Buy",58.64%,15.35%,113810,49.88,65.11
GBCI,"Glacier Bancorp Inc",45.35,"88% Buy",65.85%,14.74%,312405,31.38,45.75
GBX,"Greenbrier Companies",59.8,"96% Buy",63.04%,21.20%,342330,41.95,60.9
GCI,"Gannett Co. Inc",10.73,"56% Buy",56.67%,24.86%,986740,7.94,12.38
GCO,"Genesco Inc",44.8,"72% Buy",58.32%,32.43%,254145,20.9,47.4
GDOT,"Green Dot Corp",85.69,"88% Buy",63.39%,19.59%,309590,46.45,87.13
GEOS,"Geospace Technologie",14.31,"48% Buy",57.80%,28.56%,68410,9.18,18.71
GES,"Guess Inc",22.83,"16% Sell",50.55%,49.18%,583890,14.17,26.15
GFF,"Griffon Corp",18.2,"8% Sell",49.93%,31.46%,190200,16.8,24.5
GHL,"Greenhill & Co. Inc",29.4,"16% Sell",40.56%,16.34%,321260,13.8,33.45
GIFI,"Gulf Island Fab",9.75,"48% Buy",53.29%,50.83%,47600,6.9,13.95
GIII,"G-III Apparel Gp I",44.91,"24% Buy",49.92%,45.97%,454345,23.19,51.2
GLT,Glatfelter,18.54,"8% Sell",53.70%,96.44%,446420,15.3,23.85
GME,"Gamestop Corp",14.71,"8% Sell",45.97%,50.23%,3430165,12.2,20.97
GNBC,"Green Bancorp",24.05,"32% Buy",52.67%,16.72%,202045,19.5,25.15
GNL,"Global Net Lease Inc",21.18,"16% Buy",51.18%,27.52%,782745,15.55,22.53
GOV,"Government Properties Income Trust",16.85,"72% Buy",61.63%,18.26%,760690,11.87,19.6
GPI,"Group 1 Automotive",79.54,"96% Buy",63.05%,32.46%,264945,53.11,84.47
GPRE,"Green Plains Inc",18,"40% Buy",53.89%,30.43%,795205,15.25,21.9
GTLS,"Chart Industries In",75.63,"16% Buy",55.17%,26.33%,246930,32.71,80.31
GTY,"Getty Realty Corp",28.93,"48% Buy",56.42%,7.31%,75085,22.68,29.89
GWB,"Great Western Bancorp Inc",43.15,"72% Buy",52.70%,16.19%,173220,33.27,46.03
HA,"Hawaiian Hldgs Inc",41.8,"56% Buy",55.97%,27.51%,476575,32.4,44.25
HAFC,"Hanmi Financial Cp",26.2,"16% Sell",45.84%,14.92%,149355,24.25,33.1
HAYN,"Haynes Intl Inc",38.51,"56% Sell",45.10%,20.81%,57255,29.82,45.14
HCI,"Homeowners Choice",41.13,Hold,48.82%,34.89%,40445,27.11,44.25
HF,"HFF Inc",45.63,"88% Buy",66.15%,24.90%,233255,32.99,51.74
HFWA,"Heritage Financial",36.1,"72% Buy",56.15%,15.40%,218640,25.25,37.38
HI,"Hillenbrand Inc",51.4,"24% Buy",55.93%,23.24%,267640,34.65,53
HIBB,"Hibbett Sports Inc",19.63,"88% Sell",36.53%,132.95%,1072320,11.05,29.6
HLIT,"Harmonic Inc",5.5,"96% Buy",70.26%,44.07%,430815,2.8,5.65
HLX,"Helix Energy Solutions Group",9.19,"32% Buy",54.95%,30.12%,1194865,5.44,10.41
HMN,"Horace Mann Educators Corp",46.15,"72% Buy",56.90%,13.67%,89935,33.85,47.65
HMST,"Homestreet Inc",29.3,"16% Buy",50.22%,15.06%,76755,24.2,32.6
HMSY,"Hms Hldgs Cp",31.57,"80% Buy",80.55%,52.79%,690530,11.01,32.5
HOPE,"Hope Bancorp Inc",17.51,"32% Sell",49.16%,12.21%,603200,16.74,19.86
HPR,"Highpoint Resources Corp.",5.11,"64% Sell",38.01%,60.51%,1970655,2.66,7.6
HQY,Healthequity,90.99,"96% Buy",70.90%,15.92%,327230,40.21,91.66
HSC,"Harsco Corp",27.6,"100% Buy",67.04%,29.42%,426245,15.55,27.9
HSII,"Heidrick & Struggl",44.5,"96% Buy",66.42%,66.29%,214890,17.9,45.28
HSKA,"Heska Corp",100.25,"16% Sell",46.35%,27.86%,35240,56.59,111.34
HSTM,"Healthstream Inc",31.2,"96% Buy",65.03%,15.31%,104560,21.15,31.56
HT,"Hersha Hospitality Trust",22.62,"96% Buy",61.49%,13.16%,273615,16.6,22.72
HTLD,"Heartland Express",20.46,"88% Buy",60.12%,14.12%,319185,17.38,25.22
HUBG,"Hub Group Inc A",52.2,"80% Buy",56.23%,35.66%,333840,37.22,56.6
HVT,"Haverty Furniture Companies",22,"72% Buy",56.42%,19.46%,77575,17.7,27.23
HWKN,"Hawkins Inc",41.25,"88% Buy",59.12%,54.56%,27660,30.55,42.85
HZO,"Marinemax Inc",21.3,"40% Buy",58.10%,24.34%,244055,14.95,25.05
IBP,"Installed Building Products I",48.4,"72% Sell",41.75%,50.58%,222805,45.04,79.4
IIIN,"Insteel Industries",39.62,"24% Buy",51.97%,25.54%,164940,23.84,43.78
IIVI,"I I V I Inc",48.6,"96% Buy",61.89%,54.18%,675050,34.55,53.08
INDB,"Independent Bk Corp",90.1,"56% Buy",63.84%,12.76%,77195,66.3,95
INGN,"Inogen Inc",248.92,"96% Buy",74.18%,31.49%,220600,91.8,249.94
INN,"Summit Hotel Properties",13.62,"40% Sell",44.08%,18.04%,491170,12.77,16.39
INTL,"Intl Fcstone Inc",56.09,"96% Buy",59.08%,18.95%,45285,33.11,57
INVA,"Innoviva Inc",14.2,Hold,51.17%,23.66%,701355,11.47,17.99
IOSP,"Innospec Inc",78.45,"32% Buy",52.04%,28.64%,110860,54.1,83.2
IPAR,"Inter Parfums Inc",66.1,"96% Buy",72.79%,21.29%,96920,38.3,67.5
IPHS,"Innophos Hldngs Inc",44.35,Hold,42.81%,18.30%,74380,38.66,51.34
IRBT,"Irobot Corp",112.27,"100% Buy",81.60%,27.34%,783180,55.77,113.03
IRDM,"Iridium Comm Inc",19.55,"24% Buy",54.95%,42.53%,1147525,9.68,21.25
IRT,"Independence Realty Trust Inc",10.3,"64% Buy",56.65%,15.25%,477355,8.26,10.63
ITG,"Investment Technology Group",21.95,"40% Buy",49.71%,44.20%,218320,17.63,23.96
ITGR,"Integer Holdings Corp",77.55,"100% Buy",70.26%,23.71%,294425,42.5,77.75
