Symbol,Name,Last,"Wtd Alpha","YTD %Chg","1M %Chg","3M %Chg","52W %Chg"
BKE,"Buckle Inc",24.65,+50.03,+3.79%,-7.16%,+10.04%,+48.94%
BKS,"Barnes & Noble",5.9,-12.27,-11.94%,+12.38%,+5.36%,-24.84%
BLD,"Topbuild Corp",75.8,+22.07,+0.08%,-5.85%,-0.90%,+36.63%
BMI,"Badger Meter",52.4,+21.75,+9.62%,+13.42%,+23.29%,+17.62%
BNED,"Barnes & Noble Education Inc C",5.77,-19.10,-29.98%,+6.85%,-16.01%,-20.52%
BOFI,"Bofi Holding Inc",40.12,+43.16,+34.18%,-4.20%,-1.38%,+48.76%
BPFH,"Boston Pvt Finl Hldg",14.5,-5.92,-6.15%,-9.94%,-10.49%,-5.84%
BRC,"Brady Corp",37.25,+9.80,-1.72%,-4.61%,+0.27%,+12.20%
BRKL,"Brookline Bancorp",18.05,+26.73,+14.97%,-5.00%,+7.44%,+22.79%
BRKS,"Brooks Automation",31.55,+29.85,+32.29%,-8.31%,+12.72%,+39.60%
BRS,"Bristow Group Inc",11.66,+18.92,-13.44%,-18.06%,-29.80%,+46.30%
CACI,"Caci International",181.55,+44.70,+37.17%,+2.20%,+16.45%,+41.01%
CAL,"Caleres Inc",34.46,+28.95,+2.93%,-2.02%,+5.51%,+31.08%
CALM,"Cal-Maine Foods In",45.5,+18.22,+2.36%,-3.29%,-1.83%,+23.98%
CAMP,"Calamp Corp",22.91,+20.35,+6.91%,-6.26%,+15.88%,+20.77%
CASH,"Meta Financial Grp",89.95,+11.52,-2.91%,-9.28%,-11.47%,+20.33%
CATM,"Cardtronics Inc",31.71,+44.14,+71.22%,+20.43%,+11.22%,+18.06%
CATO,"Cato Corp",25.18,+84.30,+58.17%,+0.68%,+54.48%,+52.70%
CBB,"Cincinnati Bell Inc",13.75,-29.35,-34.05%,-20.52%,-11.29%,-36.34%
CBL,"Cbl & Associates Properties",4.69,-36.42,-17.14%,-18.58%,+7.82%,-46.03%
CBM,"Cambrex Corp",62.45,+27.66,+30.10%,+15.43%,+28.10%,+6.75%
CBU,"Community Bank System",63.34,+23.70,+17.84%,+2.86%,+8.98%,+13.92%
CCMP,"Cabot Microelectron",122.77,+68.18,+30.50%,+9.65%,+15.61%,+71.68%
CCOI,"Cogent Comm Hldgs",50.25,+14.84,+10.93%,-10.51%,+4.25%,+14.60%
CCRN,"Cross Ctry Hlthcr",8.68,-31.10,-31.97%,-28.62%,-21.09%,-27.73%
CDR,"Cedar Shopping Centers Inc",4.71,-6.19,-22.53%,-10.63%,+17.75%,-10.80%
CECO,"Career Education",16.86,+87.02,+39.57%,+0.24%,+17.90%,+103.13%
CEIX,"Consol Energy Inc",44.72,+93.42,+13.19%,+16.73%,+14.43%,+92.59%
CENT,"Central Garden",43.68,+24.65,+12.23%,-2.80%,+19.34%,+23.63%
CENTA,"Central Garden & Pet",40.39,+18.41,+7.11%,-3.21%,+17.65%,+17.82%
CENX,"Century Aluminum C",12.79,-24.44,-34.88%,-16.02%,-13.35%,-3.44%
CEVA,"Ceva Inc",32.55,-23.74,-29.47%,+3.01%,-4.96%,-24.13%
CHCO,"City Holding Co",80.16,+30.75,+18.81%,+2.40%,+11.01%,+23.08%
CHCT,"Community Healthcare Trust Inc",30.87,+26.48,+9.86%,+3.24%,+16.53%,+25.49%
CHS,"Chico's Fas",9.31,+9.81,+5.56%,+10.31%,-2.62%,+0.87%
CHSP,"Chesapeake Lodging Trust",32.07,+29.51,+18.38%,-2.08%,+6.54%,+26.21%
CHUY,"Chuy's Holdings Inc",31.1,+48.87,+10.87%,-2.35%,+3.84%,+49.16%
CIR,"Circor International",44.31,-8.75,-8.98%,+16.82%,-1.49%,-13.20%
CJ,"C&J Energy Services Inc",23.95,-16.03,-28.44%,+2.79%,-20.41%,-26.80%
CKH,"Seacor Smit Inc",51.38,+31.20,+11.16%,-7.87%,-6.58%,+39.73%
CLD,"Cloud Peak Energy Inc",2.57,-32.36,-42.25%,-29.40%,-21.17%,-20.43%
CLDT,"Chatham Lodging Trust [Reit]",21.69,+9.80,-4.70%,-0.32%,+11.69%,+6.32%
CLW,"Clearwater Paper Corp",25.95,-33.94,-42.84%,+5.92%,+3.80%,-44.43%
CMO,"Capstead Mortgage Corp",8.23,-15.61,-4.86%,-10.93%,-7.32%,-14.63%
CMTL,"Comtech Telecom Co",34.67,+72.15,+56.74%,+6.02%,+15.41%,+92.72%
CNMD,"C O N M E D Cp",78.04,+62.01,+53.11%,+3.19%,+16.91%,+58.07%
CNSL,"Consolidated Communications Holdings Inc",11.27,-37.94,-7.55%,-15.45%,-3.26%,-42.59%
COHU,"Cohu Inc",27.27,+53.42,+24.24%,+8.47%,+20.66%,+54.50%
COKE,"Coca Cola Bot Cons",151.74,-26.81,-29.51%,+9.93%,-7.96%,-36.46%
COLB,"Columbia Banking Sys",41.6,+6.54,-4.24%,-0.88%,+1.51%,+5.83%
CORE,"Core Mark Holding",25.14,-0.53,-20.39%,+5.90%,+23.78%,-29.72%
CORT,"Corcept Therapeutics",13.91,+9.10,-22.98%,-8.55%,-20.15%,-3.00%
CPF,"Central Pacific Financial Co",27.78,-7.71,-6.87%,-5.38%,-6.02%,-9.92%
CPS,"Cooper Std Hldg Inc",143.47,+42.20,+17.12%,+8.25%,+19.88%,+39.96%
CPSI,"Computer Programs",26.7,-13.63,-11.15%,-21.24%,-10.40%,-16.17%
CRAY,"Cray Inc",22.4,+6.93,-7.44%,-15.47%,-17.65%,+12.28%
CROX,"Crocs Inc",18.12,+92.91,+43.35%,+8.24%,+17.43%,+128.21%
CRR,"Carbo Ceramics",8.7,+18.03,-14.54%,-11.50%,-2.36%,+15.85%
CRVL,"Corvel Cp",56.65,+16.76,+7.09%,+0.18%,+13.64%,+13.87%
CRY,Cryolife,29.6,+67.94,+54.57%,-1.82%,+21.06%,+58.29%
CRZO,"Carrizo Oil & Gas",27.5,+91.38,+29.23%,-3.10%,+36.14%,+85.94%
CSGS,"C S G Sys Intl",38.51,-5.64,-12.12%,-8.96%,-3.70%,-1.79%
CTB,"Cooper Tire & Rubber Company",30,-10.27,-15.13%,+8.11%,+23.46%,-17.47%
CTRE,"Caretrust REIT Inc",17.86,+5.86,+6.56%,+3.36%,+30.08%,-1.81%
CTRL,"Control4 Corp",33.12,+38.02,+11.29%,+30.14%,+39.81%,+48.65%
CTS,"Cts Corp",35.5,+59.34,+37.86%,-8.62%,+16.01%,+59.19%
CUB,"Cubic Corp",67.25,+48.09,+14.08%,-1.61%,+4.34%,+57.68%
CUBI,"Customers Bancorp",25.95,-12.45,-0.15%,-11.61%,-11.01%,-12.54%
CUTR,"Cutera Inc",40.95,+22.73,-9.70%,-2.03%,-22.59%,+59.65%
CVBF,"Cvb Financial Corp",23.95,+13.68,+1.66%,+4.68%,+5.97%,+11.09%
CVCO,"Cavco Inds Inc",210.5,+63.08,+37.94%,-1.89%,+20.80%,+54.21%
CVGW,"Calavo Growers Inc",95.7,+30.86,+13.39%,-2.15%,+1.86%,+29.59%
CWT,"California Water Service Group Holding",40.5,+5.13,-10.69%,-3.69%,+1.12%,+4.25%
CYH,"Community Health Systems",3.32,-54.99,-22.07%,+7.10%,-30.54%,-49.08%
CYTK,Cytokinetics,6.65,-39.19,-18.40%,-28.88%,-21.76%,-49.53%
DAKT,"Daktronics Inc",8.46,-12.81,-7.34%,-2.08%,-7.54%,-12.06%
DAR,"Darling International Inc",20.51,+29.34,+13.13%,+3.01%,+22.89%,+23.41%
DBD,"Diebold Nixdorf Inc",6.3,-65.29,-61.47%,-50.97%,-46.38%,-72.06%
DCOM,"Dime Community Bncsh",17.6,-12.73,-15.99%,-13.09%,-9.74%,-12.87%
DDD,"3D Systems Corp",13.35,+14.18,+54.51%,-9.43%,+33.77%,-0.89%
DEA,"Easterly Government Properties",19.25,-5.15,-9.79%,-3.46%,-8.94%,-4.28%
DEPO,"Depomed Inc",8.81,+30.44,+9.44%,+26.04%,+48.57%,-6.97%
DF,"Dean Foods Company",9.47,-23.40,-18.08%,-13.83%,+12.74%,-36.36%
DFIN,"Donnelly Financial Solutions Inc",18.13,-11.89,-6.98%,-0.11%,+4.68%,-13.99%
DGII,"Digi Intl Inc",13.2,+46.30,+38.22%,-5.04%,+10.00%,+38.22%
DIN,"Dineequity Inc",73.59,+67.42,+45.06%,-1.37%,-5.09%,+93.61%
DIOD,"Diodes Inc",36.78,+39.14,+28.29%,+3.58%,+23.42%,+40.49%
DNR,"Denbury Resources",4.47,+174.76,+102.26%,-9.15%,+31.47%,+223.91%
DORM,"Dorman Products Inc",75.54,+8.09,+23.55%,+5.49%,+15.77%,+0.35%
DPLO,"Diplomat Pharmacy Inc",21.46,+23.97,+6.93%,-19.17%,+1.75%,+44.80%
DRH,"Diamondrock Hospitality Company",11.82,+7.59,+4.69%,-5.52%,+4.69%,+1.72%
DSPG,"D S P Group Inc",12.1,-0.53,-3.20%,-5.10%,+0.83%,+2.11%
DSW,"DSW Inc",27.48,+54.56,+28.35%,-0.47%,+19.12%,+49.43%
DXPE,"Dxp Enterprise",41.82,+54.64,+41.43%,+1.98%,+13.67%,+47.62%
EBIX,"Ebix Inc",80.65,+33.05,+1.77%,+0.94%,+2.35%,+41.99%
EBS,"Emergent Biosolutions",54.65,+50.33,+17.60%,-0.46%,+11.08%,+55.34%
ECHO,"Echo Global Logistic",33,+109.19,+17.86%,+12.24%,+26.20%,+122.97%
ECOL,"US Ecology Inc",69,+50.17,+35.29%,+3.45%,+20.95%,+33.59%
ECPG,"Encore Capital Grp",35.95,-16.88,-14.61%,-4.77%,-19.12%,-15.71%
EE,"El Paso Electric Company",62.45,+21.22,+12.83%,+2.88%,+13.44%,+17.06%
EFII,"Elec Imaging Inc",33.1,+17.96,+12.09%,-2.24%,+6.57%,+27.06%
EGHT,"8X8 Inc",21.2,+59.37,+50.35%,unch,unch,+58.80%
EGL,"Engility Holdings Inc",33.84,+19.66,+19.28%,+6.99%,+20.26%,+7.09%
EGOV,"Nic Inc",16.1,+5.50,-3.01%,-3.59%,+4.21%,-1.83%
EGP,"Eastgroup Properties",96.58,+15.98,+9.28%,-1.29%,+6.68%,+12.37%
EGRX,"Eagle Pharmaceutical",77.14,+46.20,+44.40%,-1.38%,+37.77%,+61.38%
EHTH,"Ehealth Inc",25.07,+43.35,+44.33%,+7.05%,+37.14%,+41.40%
EIG,"Employers Holdings Inc",44.35,+6.40,-0.11%,+9.51%,+10.87%,+2.31%
ELY,"Callaway Golf Company",22.09,+79.77,+58.58%,+14.40%,+27.98%,+63.63%
ENDP,"Endo Int'l Plc",12.13,+94.26,+56.52%,+11.69%,+116.61%,+29.32%
ENSG,"The Ensign Group In",35.95,+80.41,+61.94%,-3.77%,+11.20%,+78.59%
ENTA,"Enanta Pharmaceutica",100.26,+135.57,+70.86%,-19.98%,+0.13%,+161.16%
ENVA,"Enova International Inc",32.55,+135.16,+114.14%,-14.12%,+6.03%,+147.53%
EPAY,"Bottomline Tech In",56.02,+94.53,+61.53%,+4.09%,+30.25%,+102.82%
ERA,"Era Group Inc",13.96,+66.70,+29.86%,+2.27%,+18.61%,+51.08%
ESE,"Esco Technologies Inc",61.45,+15.95,+1.99%,+2.25%,+10.13%,+0.33%
ESIO,"Electro Sci Inds",22.67,+56.72,+5.79%,+41.42%,+27.00%,+117.35%
ESND,"Essendant Inc",15.9,+46.60,+71.52%,+14.22%,+68.79%,+29.80%
ETH,"Ethan Allen Interiors Inc",22.15,-29.44,-22.55%,-12.62%,-7.52%,-30.89%
EVTC,"Evertec Inc",23.95,+47.99,+75.46%,+7.64%,+17.11%,+32.69%
EXLS,"Exlservice Holdings",58.27,+1.84,-3.45%,-2.10%,+8.05%,+2.64%
EXPO,"Exponent Inc",50.45,+56.27,+41.91%,-0.10%,+14.92%,+51.39%
EXPR,"Express Inc",9.88,+47.91,-2.66%,+2.17%,+30.00%,+58.59%
EXTN,"Exterran Corp",27.01,-0.56,-14.09%,+2.04%,-6.38%,-0.59%
EXTR,"Extreme Networks",8.79,-1.58,-29.79%,+2.57%,-19.65%,-0.90%
EZPW,"Ezcorp Inc",11.4,+13.62,-6.56%,-6.17%,-22.97%,+30.29%
FARO,"Faro Tech Inc",67.8,+92.14,+44.26%,+20.75%,+31.91%,+99.12%
FBP,"First Bancorp",8.34,+59.33,+63.53%,+5.17%,+12.40%,+42.32%
FCF,"First Commonwealth Financial Corp",16.82,+34.36,+17.46%,+6.12%,+10.66%,+29.98%
FCFS,"First Cash Fin Svcs",79.3,+26.48,+17.57%,-12.76%,-12.71%,+37.08%
FCN,"Fti Consulting",79.85,+156.05,+85.87%,+27.07%,+38.85%,+146.00%
FCPT,"Four Corners Property Trust In",26.12,+12.60,+1.63%,+2.47%,+14.76%,+7.58%
FELE,"Franklin Electric Co",48.6,+24.01,+5.88%,+5.08%,+10.96%,+22.57%
FF,"Futurefuel Corp",14.07,+7.19,-0.14%,-2.49%,+20.15%,-3.50%
FFBC,"First Finl Bncp [Oh]",30.8,+23.20,+16.89%,-2.99%,-1.44%,+19.61%
FFIN,"First Finl Bkshs Inc",57.45,+43.74,+27.52%,+8.91%,+12.54%,+33.29%
FIX,"Comfort Systems USA",55.7,+73.60,+27.61%,+17.02%,+30.29%,+67.77%
FLOW,"SPX Flow Inc",47.02,+32.25,-1.11%,+6.40%,+12.81%,+36.53%
FMBI,"First Midwest Bncp",26.96,+26.07,+12.29%,+3.45%,+9.68%,+21.33%
FN,Fabrinet,39.93,+10.46,+39.13%,+4.61%,+23.05%,-5.51%
FNSR,"Finisar Corp",17.53,-21.64,-13.86%,-6.61%,+7.94%,-26.78%
FORM,"Formfactor Inc",14.25,+0.88,-8.95%,-1.04%,+15.38%,+5.17%
FORR,"Forrester Resrch",45.5,+16.71,+2.94%,+3.76%,+9.90%,+12.62%
FOSL,"Fossil Group",28.66,+165.04,+268.85%,+0.21%,+97.52%,+146.22%
FOXF,"Fox Factory Cp",62.55,+82.26,+61.00%,+18.24%,+78.21%,+60.80%
FRAN,"Francesca's Holdings",7.65,-7.77,+4.65%,-7.27%,+56.76%,-16.85%
FRGI,"Fiesta Restaurant Gp",29.05,+70.08,+52.89%,-3.33%,+34.80%,+71.89%
FSB,"Franklin Financial Network Inc",38.25,+20.35,+12.17%,-0.52%,+12.50%,+8.51%
FSP,"Franklin Street Properties",8.56,-14.07,-20.30%,-6.04%,+9.18%,-17.61%
FSS,"Federal Signal Corp",23.83,+27.85,+18.62%,+0.46%,+8.37%,+28.53%
FTD,"Ftd Companies",3.36,-76.29,-53.27%,-31.57%,-47.09%,-82.30%
FTK,"Flotek Industries",3.02,-33.19,-35.19%,-5.03%,-20.73%,-52.44%
FTR,"Frontier Commun Cp",5.44,-62.90,-19.53%,-1.27%,-52.03%,-65.72%
FUL,"H. B. Fuller Company",57.12,+14.58,+6.03%,+3.10%,+13.11%,+11.58%
FWRD,"Foward Air Corp",63.11,+24.05,+9.87%,+5.38%,+15.48%,+22.33%
GBCI,"Glacier Bancorp Inc",43.7,+30.37,+10.94%,+8.79%,+16.29%,+24.71%
GBX,"Greenbrier Companies",58.9,+33.23,+10.51%,+7.97%,+30.02%,+30.89%
GCI,"Gannett Co. Inc",10.17,+14.45,-12.25%,-1.07%,+4.85%,+13.50%
GCO,"Genesco Inc",41.8,+47.31,+28.62%,+1.83%,+0.72%,+32.49%
GDOT,"Green Dot Corp",79.27,+71.27,+31.55%,+4.50%,+28.89%,+99.82%
GEOS,"Geospace Technologie",13.24,-7.33,+2.08%,-8.25%,+17.79%,-14.91%
GES,"Guess Inc",22.41,+44.24,+32.76%,+2.10%,-3.65%,+63.94%
GFF,"Griffon Corp",17.7,-12.03,-13.02%,-2.75%,-17.87%,-8.05%
GHL,"Greenhill & Co. Inc",32.45,+112.08,+66.41%,+8.89%,+34.37%,+85.96%
GIFI,"Gulf Island Fab",9.2,-9.95,-31.47%,-1.08%,-3.66%,-20.35%
GIII,"G-III Apparel Gp I",44.11,+63.66,+19.57%,+2.11%,+22.90%,+63.80%
GLT,Glatfelter,16.98,-7.95,-20.80%,-15.23%,+2.97%,-4.82%
GME,"Gamestop Corp",14.86,-26.90,-17.21%,-1.91%,+14.31%,-32.24%
GNBC,"Green Bancorp",24.4,+14.14,+20.20%,+11.42%,+8.69%,+7.96%
GNL,"Global Net Lease Inc",21.24,+6.82,+3.21%,-0.93%,+10.34%,-1.03%
GOV,"Government Properties Income Trust",15.84,-9.52,-14.56%,-4.23%,+14.45%,-13.68%
GPI,"Group 1 Automotive",76.64,+29.99,+7.99%,+9.27%,+12.94%,+33.22%
GPRE,"Green Plains Inc",17.3,-9.19,+2.67%,+2.37%,-3.62%,-9.42%
GTLS,"Chart Industries In",77.45,+125.83,+65.28%,+23.41%,+31.09%,+125.74%
GTY,"Getty Realty Corp",29.18,+15.50,+7.44%,+1.11%,+13.76%,+10.99%
GWB,"Great Western Bancorp Inc",42.47,+13.31,+6.71%,+0.88%,+1.07%,+7.14%
HA,"Hawaiian Hldgs Inc",41.2,+4.14,+3.39%,+13.34%,+11.35%,-2.49%
HAFC,"Hanmi Financial Cp",25.45,-13.68,-16.14%,-12.09%,-7.96%,-11.63%
HAYN,"Haynes Intl Inc",41.23,+33.43,+28.64%,+7.23%,+2.64%,+28.16%
HCI,"Homeowners Choice",39.35,+0.94,+31.61%,-5.82%,-3.41%,-10.61%
HF,"HFF Inc",45.48,+31.50,-6.50%,+31.37%,+25.64%,+21.02%
HFWA,"Heritage Financial",35.25,+32.73,+14.45%,-0.98%,+13.16%,+29.12%
HI,"Hillenbrand Inc",52,+42.61,+16.33%,+8.22%,+17.78%,+41.30%
HIBB,"Hibbett Sports Inc",23.8,+58.03,+16.67%,+3.03%,-14.70%,+58.67%
HLIT,"Harmonic Inc",5.2,+46.85,+23.81%,+22.35%,+52.94%,+30.00%
HLX,"Helix Energy Solutions Group",9.36,+61.90,+24.14%,+16.85%,+22.35%,+49.52%
HMN,"Horace Mann Educators Corp",44.45,+17.41,+0.79%,-4.31%,+1.95%,+20.30%
HMST,"Homestreet Inc",29.75,+17.03,+2.76%,+6.44%,+11.21%,+14.20%
HMSY,"Hms Hldgs Cp",29.98,+90.33,+76.87%,+29.90%,+54.06%,+58.12%
HOPE,"Hope Bancorp Inc",17.08,-5.97,-6.41%,-6.97%,-1.95%,-1.73%
HPR,"Highpoint Resources Corp.",6.42,+53.09,+25.15%,+2.23%,-7.49%,+83.43%
HQY,Healthequity,79.91,+81.97,+71.26%,+1.73%,+15.24%,+70.86%
HSC,"Harsco Corp",25.85,+58.87,+38.61%,+17.77%,+20.51%,+54.33%
HSII,"Heidrick & Struggl",44.1,+140.73,+79.63%,+23.36%,+17.13%,+139.02%
HSKA,"Heska Corp",104.93,+20.34,+30.82%,-1.12%,+17.37%,+6.26%
HSTM,"Healthstream Inc",29.34,+31.56,+26.68%,+2.62%,+11.52%,+26.52%
HT,"Hersha Hospitality Trust",21.93,+26.03,+26.03%,-2.01%,+14.28%,+18.54%
HTLD,"Heartland Express",19.26,-9.27,-17.48%,-0.93%,+8.45%,-8.85%
HUBG,"Hub Group Inc A",53.35,+46.43,+11.38%,+5.54%,+17.77%,+56.22%
HVT,"Haverty Furniture Companies",21.35,-9.85,-5.74%,-1.61%,+9.77%,-10.48%
HWKN,"Hawkins Inc",40.75,+9.68,+15.77%,+10.58%,+28.14%,-6.11%
HZO,"Marinemax Inc",19.1,-5.14,+1.06%,-5.91%,-16.41%,+22.83%
IBP,"Installed Building Products I",52.15,-17.93,-31.34%,-7.12%,-10.55%,-11.16%
IIIN,"Insteel Industries",42.4,+67.48,+49.72%,+21.84%,+39.29%,+58.45%
IIVI,"I I V I Inc",40.3,+3.19,-14.16%,-4.16%,-6.60%,+14.00%
INDB,"Independent Bk Corp",79.35,+16.14,+13.60%,-0.69%,+7.59%,+11.45%
INGN,"Inogen Inc",193.65,+112.18,+62.62%,+0.93%,+13.95%,+112.62%
INN,"Summit Hotel Properties",13.73,-13.01,-9.85%,-6.85%,-4.39%,-16.13%
INTL,"Intl Fcstone Inc",55.5,+55.06,+30.50%,+7.02%,+22.38%,+42.93%
INVA,"Innoviva Inc",13.73,+3.24,-3.24%,-5.83%,-5.31%,+6.85%
IOSP,"Innospec Inc",78.45,+34.62,+11.12%,-1.63%,+7.91%,+25.22%
