Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
AAOI,"Applied Optoelect",42.39,-0.35,-0.82%,43.95,42.31,1555000,08/29/18
AAON,"Aaon Inc",40.85,0.2,+0.49%,41.3,40.45,92800,08/29/18
AAT,"American Assets Trust",39.3,-0.16,-0.41%,39.51,39.23,135700,08/29/18
AAWW,"Atlas Air Ww",62.1,0.05,+0.08%,62.45,61.95,261600,08/29/18
AAXN,"Axon Inc",67.08,-0.22,-0.33%,67.6,66.66,374300,08/29/18
ABCB,"Ameris Bancorp",49.5,-0.15,-0.30%,49.95,49.25,175500,08/29/18
ABG,"Asbury Automotive Group Inc",76.05,0.05,+0.07%,76.3,74.85,102100,08/29/18
ABM,"ABM Industries Incorporated",31.58,0.57,+1.84%,31.65,30.99,372400,08/29/18
ACET,"Aceto Cp",3.46,0.09,+2.67%,3.63,3.33,342000,08/29/18
ACLS,"Axcelis Tech Inc",19.95,-0.2,-0.99%,20.25,19.8,235700,08/29/18
ACOR,"Acorda Therapeutics",28.6,-0.3,-1.04%,29.35,28.45,292700,08/29/18
ADC,"Agree Realty Corp",57.22,0.01,+0.02%,57.35,56.83,141700,08/29/18
ADTN,"Adtran Inc",17,0.05,+0.29%,17.1,16.9,122500,08/29/18
AEGN,"Aegion Corp",24.96,0.21,+0.85%,25.07,24.64,55800,08/29/18
AEIS,"Advanced Energy",58.98,-0.68,-1.14%,59.78,58.85,418900,08/29/18
AEL,"American Equity Investment Life",37.11,-0.16,-0.43%,37.33,36.43,309400,08/29/18
AGYS,"Agilysys Inc",16.14,-0.13,-0.80%,16.53,16.1,43500,08/29/18
AHH,"Armada Hoffler Properties Inc",15.84,-0.01,-0.06%,15.92,15.69,151100,08/29/18
AIN,"Albany International Corp",77.4,-0.4,-0.51%,78,76.9,192200,08/29/18
AIR,"AAR Corp",46.6,-0.23,-0.49%,46.88,46.39,175000,08/29/18
AIT,"Applied Industrial Technologies",77.4,0.45,+0.58%,77.6,76.4,69100,08/29/18
AJRD,"Aerojet Rocketdyne Holdings",35.92,-0.67,-1.83%,36.93,35.71,517400,08/29/18
AKR,"Acadia Realty Trust",28.43,-0.12,-0.42%,28.6,28.39,706700,08/29/18
AKS,"AK Steel Holding Corp",4.49,0.02,+0.45%,4.52,4.35,7599200,08/29/18
ALG,"Alamo Group",97.55,-1.57,-1.58%,99.67,97.49,74800,08/29/18
ALGT,"Allegiant Travel Com",134.85,-1.8,-1.32%,136.95,134.1,254700,08/29/18
ALRM,Alarm.Com,54.71,-0.04,-0.07%,55.38,54.67,229900,08/29/18
AMAG,"Amag Pharmaceuticals",24.55,-0.1,-0.41%,24.85,24.1,364900,08/29/18
AMBC,"Ambac Financial Grp",21.26,-0.01,-0.05%,21.34,20.84,714200,08/29/18
AMED,"Amedisys Inc",122.98,0.13,+0.11%,123.83,121.89,334300,08/29/18
AMN,"Amn Healthcare Services Inc",59.05,0.5,+0.85%,59.15,58.2,232800,08/29/18
AMPH,"Amphastar Pharma",18.27,0.18,+1.00%,18.31,18.09,72000,08/29/18
AMSF,"Amerisafe Inc",63.35,0.45,+0.72%,63.67,62.7,53900,08/29/18
AMWD,"Amer Woodmark Cp",89,3.05,+3.55%,89.65,85.75,337800,08/29/18
ANDE,"Andersons Inc",40.55,-0.15,-0.37%,40.85,40.35,51600,08/29/18
ANF,"Abercrombie & Fitch Company",27.22,-0.15,-0.55%,27.32,25.99,3565000,08/29/18
ANGO,"Angiodynamics Inc",22.44,0.17,+0.76%,22.5,22.21,61200,08/29/18
ANIK,"Anika Therapeutics",41.39,-0.07,-0.17%,41.78,41,58400,08/29/18
ANIP,"ANI Pharma Inc",57.76,0.54,+0.94%,57.78,56.77,44200,08/29/18
APEI,"American Pub. Edu.",35.2,-0.75,-2.09%,36.05,35.1,69100,08/29/18
APOG,"Apogee Entrpr Inc",49.72,0.19,+0.38%,49.94,49.25,127800,08/29/18
ARCB,"Arcbest Corp",48.45,0.8,+1.68%,48.55,47.15,137500,08/29/18
ARI,"Apollo Commercial Real Estate",19.43,0.08,+0.41%,19.5,19.38,496300,08/29/18
AROC,"Archrock Inc",12.7,-0.05,-0.39%,12.85,12.52,479800,08/29/18
ARR,"Armour Residential R",23.77,0.03,+0.13%,23.82,23.69,220100,08/29/18
ASGN,"On Assignment",91.8,0.12,+0.13%,92.42,91.19,251900,08/29/18
ASIX,"Advansix Inc",33.74,-0.21,-0.62%,34.1,33.55,120700,08/29/18
ASNA,"Ascena Retail Grp",4.45,-0.09,-1.98%,4.52,4.24,1562200,08/29/18
ASTE,"Astec Inds Inc",48.93,-0.15,-0.31%,49.22,48.72,46600,08/29/18
ATNI,"Atn International",73.74,0.28,+0.38%,74.18,73.18,25000,08/29/18
ATU,"Actuant Corp",29.25,0,0.00%,29.38,29.1,370100,08/29/18
AVA,"Avista Corp",51.7,0.29,+0.56%,51.72,51.4,342600,08/29/18
AVAV,"Aerovironment Inc",86.21,0.51,+0.60%,87.06,85.3,290300,08/29/18
AVD,"American Vanguard Corp",21.75,0.35,+1.64%,21.95,21.29,131200,08/29/18
AVP,"Avon Products",2.08,-0.01,-0.48%,2.11,2.04,3737000,08/29/18
AWR,"American States Water Company",59.87,0.55,+0.93%,59.92,59.41,131800,08/29/18
AXE,"Anixter International Inc",71.9,-0.2,-0.28%,72.3,71.3,98500,08/29/18
AXL,"American Axle & Manufacturing",18.4,0.05,+0.27%,18.47,17.85,1026100,08/29/18
AZZ,"Azz Inc",54.25,0.05,+0.09%,54.7,53.8,114600,08/29/18
B,"Barnes Group",68.23,0.17,+0.25%,68.47,67.51,119800,08/29/18
BABY,"Natus Medical Inc",36.85,-0.05,-0.14%,37.25,36.4,195400,08/29/18
BANC,"First Pactrust Bancorp",20,0.1,+0.50%,20.09,19.73,162200,08/29/18
BANR,"Banner Corp",64.59,0.04,+0.06%,64.8,63.96,179200,08/29/18
BCC,"Boise Cascade L.L.C.",44.8,0.4,+0.90%,45.2,43.95,248800,08/29/18
BCOR,"Blucora Inc",35.95,0,0.00%,36.05,35.7,129400,08/29/18
BCPC,"Balchem Cp",106.02,1.08,+1.03%,106.3,104.21,77900,08/29/18
BEAT,"Biotelemetry Inc",59.15,-0.15,-0.25%,59.6,58.95,286500,08/29/18
BEL,"Belmond Ltd",16.5,0,0.00%,16.65,16.45,559200,08/29/18
BELFB,"Bel Fuse Inc Cl B",27.45,-0.55,-1.96%,27.8,27.2,12200,08/29/18
BFS,"Saul Centers",59.45,-0.22,-0.37%,60.08,59.41,15600,08/29/18
BGFV,"Big 5 Sporting",5.75,0.05,+0.88%,5.85,5.65,416200,08/29/18
BGG,"Briggs & Stratton Corp",20.4,-0.05,-0.24%,20.49,20.19,263900,08/29/18
BGS,"B&G Foods Holdings",31.35,0.75,+2.45%,31.5,30.55,463200,08/29/18
BHE,"Benchmark Electronics",26.1,-0.2,-0.76%,26.52,26.05,350500,08/29/18
BHLB,"Berkshire Hills Bancorp",41.9,0.05,+0.12%,42.05,41.4,120000,08/29/18
BJRI,"Bj's Restaurants Inc",73.15,0.4,+0.55%,74.18,72.65,361000,08/29/18
BKE,"Buckle Inc",25.25,-0.75,-2.88%,25.75,24.6,566200,08/29/18
BKS,"Barnes & Noble",5.35,0.05,+0.94%,5.4,5.1,854700,08/29/18
BLD,"Topbuild Corp",65.1,-1.83,-2.73%,66.98,64.59,1202300,08/29/18
BMI,"Badger Meter",54.15,-1,-1.81%,55.35,53.65,117700,08/29/18
BNED,"Barnes & Noble Education Inc C",5.91,0.54,+10.06%,6.01,5.4,742200,08/29/18
BOFI,"Bofi Holding Inc",36.28,-1.19,-3.18%,37.43,36.05,768900,08/29/18
BPFH,"Boston Pvt Finl Hldg",14.3,0.05,+0.35%,14.4,14.1,404200,08/29/18
BRC,"Brady Corp",39.5,0.55,+1.41%,40.2,39.05,135900,08/29/18
BRKL,"Brookline Bancorp",17.95,0,0.00%,18.05,17.88,249500,08/29/18
BRKS,"Brooks Automation",38.6,-1,-2.53%,39.7,37.64,1983800,08/29/18
BRS,"Bristow Group Inc",10.85,0.11,+1.02%,11.04,10.7,677400,08/29/18
CACI,"Caci International",194.8,0.95,+0.49%,195.75,193.5,97500,08/29/18
CAL,"Caleres Inc",38.84,0.58,+1.52%,38.89,38.05,460100,08/29/18
CALM,"Cal-Maine Foods In",48.8,0,0.00%,49.4,48.6,230600,08/29/18
CAMP,"Calamp Corp",23.19,-0.33,-1.40%,23.55,23.14,482700,08/29/18
CASH,"Meta Financial Grp",84.95,-0.1,-0.12%,86,84.21,41000,08/29/18
CATM,"Cardtronics Inc",36.1,-0.48,-1.31%,37.26,35.75,453900,08/29/18
CATO,"Cato Corp",20.95,-0.4,-1.87%,21.52,20.94,228100,08/29/18
CBB,"Cincinnati Bell Inc",13.15,0.05,+0.38%,13.25,12.7,326600,08/29/18
CBL,"Cbl & Associates Properties",4.47,0.02,+0.45%,4.51,4.43,2618300,08/29/18
CBM,"Cambrex Corp",66.2,0.75,+1.15%,66.65,64.7,309300,08/29/18
CBU,"Community Bank System",65.6,-0.07,-0.11%,65.81,65.22,127600,08/29/18
CCMP,"Cabot Microelectron",113.22,-0.04,-0.04%,114.7,113.04,249800,08/29/18
CCOI,"Cogent Comm Hldgs",54.5,0.05,+0.09%,54.56,53.6,252000,08/29/18
CCRN,"Cross Ctry Hlthcr",9.99,-0.18,-1.77%,10.25,9.98,156100,08/29/18
CDR,"Cedar Shopping Centers Inc",4.47,-0.04,-0.89%,4.55,4.47,164400,08/29/18
CECO,"Career Education",15.99,-0.13,-0.81%,16.17,15.98,276300,08/29/18
CEIX,"Consol Energy Inc",42.25,1.06,+2.57%,42.47,40.89,220600,08/29/18
CENT,"Central Garden",38.96,-0.25,-0.64%,39.45,38.85,86200,08/29/18
CENTA,"Central Garden & Pet",36.03,-0.1,-0.28%,36.24,35.85,191200,08/29/18
CENX,"Century Aluminum C",13.01,0.28,+2.20%,13.17,12.58,1465900,08/29/18
CEVA,"Ceva Inc",30.35,0.05,+0.17%,30.55,30.15,111800,08/29/18
CHCO,"City Holding Co",80.71,-0.08,-0.10%,81.1,80.42,18300,08/29/18
CHCT,"Community Healthcare Trust Inc",31.04,0,0.00%,31.27,31.02,79300,08/29/18
CHS,"Chico's Fas",8.47,-0.36,-4.08%,8.87,8.1,8553101,08/29/18
CHSP,"Chesapeake Lodging Trust",32.74,0.1,+0.31%,33.01,32.61,282300,08/29/18
CHUY,"Chuy's Holdings Inc",28.1,0.55,+2.00%,28.35,27.6,85400,08/29/18
CIR,"Circor International",45.3,0.8,+1.80%,45.4,44.04,194000,08/29/18
CJ,"C&J Energy Services Inc",22.71,-0.89,-3.77%,23.73,22.57,1314000,08/29/18
CKH,"Seacor Smit Inc",51.31,-0.37,-0.72%,52.07,51.22,77700,08/29/18
