Symbol,Name,Last,Opinion,"20D Rel Str","20D His Vol","20D Avg Vol","52W Low","52W High"
AAOI,"Applied Optoelect",38.23,"24% Sell",41.94%,61.42%,1303175,22.54,101.3
AAON,"Aaon Inc",36.65,"72% Buy",66.32%,13.90%,168910,29.05,40.25
AAT,"American Assets Trust",36.77,"24% Sell",45.04%,16.71%,231020,30.62,41.69
AAWW,"Atlas Air Ww",67.25,"40% Sell",41.96%,20.81%,218920,50.65,75.29
AAXN,"Axon Inc",68.76,"16% Buy",54.67%,32.03%,707485,20.57,76.45
ABAX,"Abaxis Inc",83.05,"8% Sell",60.53%,1.66%,147370,43.66,83.98
ABCB,"Ameris Bancorp",49.58,"80% Sell",33.93%,22.07%,415755,41.05,59.05
ABG,"Asbury Automotive Group Inc",68.15,"40% Sell",43.58%,23.05%,271025,49.1,76.5
ABM,"ABM Industries Incorporated",30.82,"24% Buy",53.79%,22.70%,622430,28.17,45.12
ACET,"Aceto Cp",3.15,"72% Sell",43.01%,71.73%,352560,2.22,17.1
ACLS,"Axcelis Tech Inc",22.25,"24% Buy",56.64%,37.29%,321570,18.6,37.05
ACOR,"Acorda Therapeutics",23.95,"48% Sell",34.66%,64.76%,478465,16.55,36.35
ADC,"Agree Realty Corp",52.21,"32% Sell",44.97%,16.07%,161295,43.74,54.69
ADTN,"Adtran Inc",16.3,"72% Buy",58.85%,24.27%,432440,13.95,25.1
AEGN,"Aegion Corp",24.51,"64% Sell",40.60%,18.69%,75335,19.11,28.19
AEIS,"Advanced Energy",60,"56% Sell",48.15%,29.34%,374295,56.22,95
AEL,"American Equity Investment Life",35.81,"48% Buy",55.71%,18.05%,554720,25.43,37.16
AGYS,"Agilysys Inc",16.13,"24% Buy",59.50%,20.54%,125840,9.8,16.8
AHH,"Armada Hoffler Properties Inc",14.81,"16% Sell",47.47%,17.99%,298335,12.73,16
AIN,"Albany International Corp",66.1,"80% Buy",63.72%,16.10%,76665,49.2,68.85
AIR,"AAR Corp",47.45,"48% Buy",53.88%,48.34%,287255,34.25,49.05
AIT,"Applied Industrial Technologies",73.55,"64% Buy",52.36%,16.52%,123710,54,76.55
AJRD,"Aerojet Rocketdyne Holdings",28.07,"48% Sell",41.36%,27.37%,565535,23.12,36.25
AKR,"Acadia Realty Trust",26.36,Hold,46.53%,17.32%,549030,21.34,30.63
AKS,"AK Steel Holding Corp",5.25,"96% Buy",64.35%,31.43%,11993715,4,6.8
ALG,"Alamo Group",91.03,"24% Sell",45.44%,16.00%,45520,86.41,120.58
ALGT,"Allegiant Travel Com",124.85,"100% Sell",34.90%,67.46%,202405,111.54,181.45
ALRM,Alarm.Com,42.78,"8% Sell",50.19%,18.43%,286365,33.39,49.49
AMAG,"Amag Pharmaceuticals",22.05,"8% Buy",51.44%,30.66%,491275,11.93,25.63
AMBC,"Ambac Financial Grp",19.92,"32% Buy",51.46%,14.30%,372785,13.17,21.11
AMED,"Amedisys Inc",93.76,"56% Buy",61.98%,26.80%,287535,45.6,98.36
AMN,"Amn Healthcare Services Inc",61.1,"56% Buy",53.82%,18.65%,313915,34.85,68.2
AMPH,"Amphastar Pharma",17.19,"40% Buy",55.83%,23.16%,160905,14.4,20.45
AMSF,"Amerisafe Inc",63.3,"96% Buy",63.57%,18.93%,64760,51.55,67.82
AMWD,"Amer Woodmark Cp",82.1,"88% Sell",38.05%,42.40%,196065,78.75,148.44
ANDE,"Andersons Inc",34.4,"8% Buy",48.74%,15.75%,69705,29.6,38
ANF,"Abercrombie & Fitch Company",23.15,"88% Sell",39.69%,40.45%,1783800,9.03,29.2
ANGO,"Angiodynamics Inc",21.42,"8% Sell",50.03%,72.96%,451910,15.16,23.95
ANIK,"Anika Therapeutics",40.05,"24% Buy",58.54%,65.06%,216605,28.54,69.81
ANIP,"ANI Pharma Inc",68.08,"8% Buy",49.28%,22.40%,85710,42.23,74.7
APEI,"American Pub. Edu.",44.75,"64% Buy",55.55%,19.43%,87920,17.4,46.15
APOG,"Apogee Entrpr Inc",49.21,"40% Buy",60.13%,20.04%,219710,37.24,53.12
ARCB,"Arcbest Corp",44.4,"40% Sell",47.69%,40.50%,276460,22.3,50.45
ARI,"Apollo Commercial Real Estate",18.85,"40% Buy",54.62%,8.43%,928885,17.56,19.09
AROC,"Archrock Inc",13.15,"96% Buy",60.60%,30.95%,966360,8.25,13.35
ARR,"Armour Residential R",23.52,"96% Buy",58.44%,12.52%,412145,21.4,27.55
ASGN,"On Assignment",90.45,"88% Buy",66.38%,27.59%,255810,44.66,92.65
ASIX,"Advansix Inc",39.45,"56% Buy",54.27%,23.50%,140780,29.55,46.51
ASNA,"Ascena Retail Grp",3.42,"16% Sell",45.43%,54.44%,2295435,1.69,4.74
ASTE,"Astec Inds Inc",48.27,"72% Sell",28.87%,85.24%,177430,45.7,64.8
ATNI,"Atn International",62.2,"72% Buy",63.04%,72.97%,46600,49.34,67.9
ATU,"Actuant Corp",27.95,"56% Buy",53.84%,21.26%,525540,21.5,30.05
AVA,"Avista Corp",50.21,"72% Sell",31.86%,17.21%,519015,47.5,52.91
AVAV,"Aerovironment Inc",72.09,"24% Buy",58.74%,30.20%,381445,36.71,76.32
AVD,"American Vanguard Corp",21.25,"48% Sell",42.00%,21.32%,52085,17.55,24
AVP,"Avon Products",1.52,"40% Sell",42.17%,34.58%,6938800,1.38,3.78
AWR,"American States Water Company",60.33,"88% Buy",58.72%,18.29%,167535,46.87,61.66
AXE,"Anixter International Inc",70,"56% Buy",58.04%,48.58%,259155,56.25,88.85
AXL,"American Axle & Manufacturing",16.09,"24% Sell",47.80%,34.03%,1594975,13.38,20.27
AZZ,"Azz Inc",53.7,"56% Buy",64.26%,44.79%,302350,39.5,56.05
B,"Barnes Group",68.3,"100% Buy",74.66%,27.52%,192480,52.42,72.87
BABY,"Natus Medical Inc",34.55,"16% Buy",51.30%,36.12%,348370,28,43.6
BANC,"First Pactrust Bancorp",20,"64% Buy",55.30%,34.57%,550895,17.1,23.4
BANR,"Banner Corp",62.86,"96% Buy",58.55%,16.13%,142130,52.2,65
BCC,"Boise Cascade L.L.C.",42.95,"56% Sell",41.37%,24.41%,332805,28,49.3
BCOR,"Blucora Inc",36.4,"32% Sell",46.21%,28.00%,284215,19.05,40.6
BCPC,"Balchem Cp",98.53,Hold,50.25%,21.26%,84315,70.23,104.59
BEAT,"Biotelemetry Inc",52.75,"96% Buy",66.69%,44.90%,388310,23.3,57.35
BEL,"Belmond Ltd",11,"64% Sell",43.43%,31.19%,437355,10.3,14.2
