Symbol,Name,Last,"Wtd Alpha","YTD %Chg","1M %Chg","3M %Chg","52W %Chg"
CUTR,"Cutera Inc",33.65,-6.12,-25.80%,-22.47%,-11.33%,+1.36%
CVBF,"Cvb Financial Corp",24.15,+15.45,+2.50%,+8.59%,+5.00%,+14.45%
CVCO,"Cavco Inds Inc",226.8,+82.35,+48.62%,+3.87%,+34.40%,+77.67%
CVGW,"Calavo Growers Inc",100.9,+43.24,+19.55%,+5.99%,+7.68%,+37.00%
CWT,"California Water Service Group Holding",40.35,+6.68,-11.03%,-1.47%,+4.81%,+5.22%
CYH,"Community Health Systems",3.21,-54.67,-24.65%,+12.24%,-27.54%,-53.34%
CYTK,Cytokinetics,7.05,-34.89,-13.50%,-24.19%,-23.78%,-43.60%
DAKT,"Daktronics Inc",8.59,-10.54,-5.91%,+0.94%,-8.42%,-10.61%
DAR,"Darling International Inc",19.41,+21.85,+7.06%,-2.07%,+10.60%,+15.06%
DBD,"Diebold Nixdorf Inc",4.75,-60.68,-70.95%,-61.85%,-61.85%,-77.11%
DCOM,"Dime Community Bncsh",18.1,-8.13,-13.60%,-8.35%,-6.46%,-5.48%
DDD,"3D Systems Corp",18.87,+30.70,+118.40%,+22.93%,+46.39%,+52.67%
DEA,"Easterly Government Properties",19.97,+0.07,-6.42%,+0.55%,-0.89%,+1.84%
DEPO,"Depomed Inc",7.3,-2.60,-9.32%,-11.08%,+0.55%,+19.09%
DF,"Dean Foods Company",8.64,-30.62,-25.26%,-19.48%,-14.29%,-27.15%
DFIN,"Donnelly Financial Solutions Inc",19.43,-1.54,-0.31%,+1.99%,+15.93%,-5.22%
DGII,"Digi Intl Inc",12.7,+42.91,+32.98%,-5.58%,+6.72%,+40.33%
DIN,"Dineequity Inc",77.65,+75.40,+53.07%,+5.79%,+10.08%,+96.38%
DIOD,"Diodes Inc",37.13,+40.33,+29.51%,+2.63%,+12.24%,+35.91%
DNR,"Denbury Resources",4.41,+203.50,+99.55%,-9.82%,+16.05%,+224.26%
DORM,"Dorman Products Inc",77.2,+21.61,+26.27%,+9.12%,+17.93%,+11.95%
DPLO,"Diplomat Pharmacy Inc",19,+3.53,-5.33%,-27.73%,-22.61%,+13.57%
DRH,"Diamondrock Hospitality Company",11.72,+8.03,+3.81%,-5.02%,+0.60%,+5.78%
DSPG,"D S P Group Inc",12.05,-1.06,-3.60%,-6.59%,-3.60%,+1.26%
DSW,"DSW Inc",28.16,+68.60,+31.53%,+4.61%,+14.19%,+75.12%
DXPE,"Dxp Enterprise",45.32,+77.16,+53.26%,+6.94%,+16.03%,+71.99%
EBIX,"Ebix Inc",76.5,+23.25,-3.47%,-5.73%,+0.53%,+34.09%
EBS,"Emergent Biosolutions",57.05,+57.76,+22.77%,+3.80%,+14.72%,+58.03%
ECHO,"Echo Global Logistic",32.35,+100.63,+15.54%,+8.74%,+18.07%,+132.73%
ECOL,"US Ecology Inc",70.45,+57.45,+38.14%,+7.23%,+20.43%,+47.38%
ECPG,"Encore Capital Grp",39.45,-3.95,-6.29%,+3.82%,-11.55%,-0.25%
EE,"El Paso Electric Company",62.6,+20.51,+13.10%,+4.16%,+11.59%,+16.14%
EFII,"Elec Imaging Inc",34.32,+20.24,+16.22%,-0.95%,+3.25%,+1.69%
EGHT,"8X8 Inc",22.05,+66.09,+56.38%,+4.26%,+2.32%,+64.25%
EGL,"Engility Holdings Inc",33.15,+18.63,+16.85%,-6.49%,+12.56%,+8.48%
EGOV,"Nic Inc",16.5,+8.17,-0.60%,+0.92%,+5.77%,+4.10%
EGP,"Eastgroup Properties",96.4,+14.58,+9.07%,-0.55%,+6.48%,+12.66%
EGRX,"Eagle Pharmaceutical",77.9,+50.25,+45.83%,-2.21%,+18.03%,+43.99%
EHTH,"Ehealth Inc",29.04,+72.96,+67.18%,+19.36%,+56.21%,+63.42%
EIG,"Employers Holdings Inc",43.9,+5.47,-1.13%,+5.66%,+11.14%,+3.54%
ELY,"Callaway Golf Company",22.48,+80.24,+61.38%,+21.12%,+25.24%,+77.71%
ENDP,"Endo Int'l Plc",16.06,+132.88,+107.23%,+44.42%,+156.14%,+97.30%
ENSG,"The Ensign Group In",36.51,+83.91,+64.46%,-2.64%,+9.61%,+80.74%
ENTA,"Enanta Pharmaceutica",87.99,+98.74,+49.95%,-28.49%,-15.92%,+122.03%
ENVA,"Enova International Inc",34.25,+154.94,+125.33%,-8.30%,+0.74%,+171.83%
EPAY,"Bottomline Tech In",60.13,+117.36,+73.39%,+10.33%,+34.97%,+105.08%
ERA,"Era Group Inc",11.75,+31.28,+9.30%,-11.59%,-0.93%,+39.55%
ESE,"Esco Technologies Inc",66.4,+24.33,+10.21%,+8.23%,+19.75%,+23.19%
ESIO,"Electro Sci Inds",23.22,+57.90,+8.35%,+34.61%,+19.14%,+111.67%
ESND,"Essendant Inc",14.93,+34.65,+61.06%,+5.51%,+36.72%,+29.04%
ETH,"Ethan Allen Interiors Inc",22.7,-23.23,-20.63%,-9.38%,-4.22%,-26.42%
EVTC,"Evertec Inc",23.7,+44.24,+73.63%,+4.41%,+9.22%,+27.76%
EXLS,"Exlservice Holdings",58.9,+3.99,-2.40%,-4.49%,+8.25%,+6.41%
EXPO,"Exponent Inc",50.35,+56.85,+41.63%,+0.80%,+9.46%,+54.69%
EXPR,"Express Inc",10.1,+61.81,-0.49%,+7.68%,+16.09%,+81.33%
EXTN,"Exterran Corp",27.74,+7.98,-11.77%,-1.03%,-5.03%,+13.92%
EXTR,"Extreme Networks",6.28,-43.27,-49.84%,-26.12%,-26.72%,-39.56%
EZPW,"Ezcorp Inc",11.35,+14.48,-6.97%,-6.20%,-12.36%,+26.11%
FARO,"Faro Tech Inc",66.15,+85.68,+40.74%,+17.70%,+27.33%,+96.88%
FBP,"First Bancorp",8.63,+68.29,+69.22%,+11.07%,+11.21%,+51.67%
FCF,"First Commonwealth Financial Corp",16.85,+33.70,+17.67%,+7.46%,+8.08%,+32.26%
FCFS,"First Cash Fin Svcs",79.4,+23.61,+17.72%,-13.32%,-10.69%,+32.22%
FCN,"Fti Consulting",76.51,+143.44,+78.10%,+11.09%,+27.75%,+133.33%
FCPT,"Four Corners Property Trust In",26.72,+12.52,+3.97%,+7.40%,+21.79%,+8.49%
FELE,"Franklin Electric Co",48.05,+23.06,+4.68%,+3.22%,+7.13%,+22.42%
FF,"Futurefuel Corp",13.52,+0.91,-4.05%,-1.82%,+6.46%,+0.22%
FFBC,"First Finl Bncp [Oh]",31.1,+26.14,+18.03%,-0.48%,-1.58%,+25.66%
FFIN,"First Finl Bkshs Inc",58.75,+49.05,+30.41%,+12.76%,+13.20%,+43.12%
FIX,"Comfort Systems USA",55.4,+69.89,+26.92%,+14.70%,+23.80%,+69.94%
FLOW,"SPX Flow Inc",45.92,+31.97,-3.43%,+5.03%,+3.82%,+38.81%
FMBI,"First Midwest Bncp",26.6,+24.13,+10.79%,+4.15%,+5.22%,+25.06%
FN,Fabrinet,42.41,+21.67,+47.77%,+9.14%,+18.50%,+2.14%
FNSR,"Finisar Corp",18.47,-16.32,-9.24%,+1.37%,+10.80%,-22.26%
FORM,"Formfactor Inc",13.4,-9.10,-14.38%,-1.11%,+3.47%,-4.96%
FORR,"Forrester Resrch",46.85,+20.45,+6.00%,+7.09%,+12.89%,+18.46%
FOSL,"Fossil Group",24.52,+122.63,+215.57%,-3.88%,+29.94%,+204.98%
FOXF,"Fox Factory Cp",64.5,+85.43,+66.02%,+23.56%,+75.51%,+76.47%
FRAN,"Francesca's Holdings",7.49,-4.78,+2.46%,-1.58%,+33.51%,-6.26%
FRGI,"Fiesta Restaurant Gp",28.5,+70.21,+50.00%,-3.72%,+16.80%,+55.31%
FSB,"Franklin Financial Network Inc",38.5,+21.19,+12.90%,+6.21%,+12.08%,+16.31%
FSP,"Franklin Street Properties",8.19,-17.54,-23.74%,-7.46%,+7.91%,-20.41%
FSS,"Federal Signal Corp",25.94,+42.67,+29.12%,+9.68%,+10.24%,+39.46%
FTD,"Ftd Companies",3.91,-68.93,-45.62%,-11.74%,-17.16%,-70.20%
FTK,"Flotek Industries",2.1,-52.95,-54.94%,-30.23%,-38.05%,-64.41%
FTR,"Frontier Commun Cp",5.3,-61.17,-21.60%,+4.74%,-43.07%,-63.04%
FUL,"H. B. Fuller Company",56.03,+13.21,+4.01%,+0.39%,+9.11%,+10.23%
FWRD,"Foward Air Corp",62.35,+21.50,+8.55%,+3.62%,+9.18%,+22.25%
GBCI,"Glacier Bancorp Inc",43.78,+31.86,+11.14%,+10.28%,+11.83%,+27.75%
GBX,"Greenbrier Companies",56.8,+30.13,+6.57%,+4.12%,+19.96%,+23.21%
GCI,"Gannett Co. Inc",10.24,+16.28,-11.65%,-0.19%,-10.49%,+23.82%
GCO,"Genesco Inc",42.6,+70.06,+31.08%,+8.12%,-3.51%,+61.06%
GDOT,"Green Dot Corp",83.4,+78.47,+38.40%,+6.43%,+14.73%,+79.55%
GEOS,"Geospace Technologie",13.37,-7.82,+3.08%,-8.61%,+19.38%,-13.13%
GES,"Guess Inc",21.8,+42.09,+29.15%,+1.58%,-13.01%,+69.39%
GFF,"Griffon Corp",17.35,-13.53,-14.74%,-3.34%,-21.67%,-9.87%
GHL,"Greenhill & Co. Inc",30.65,+100.30,+57.18%,-0.16%,+17.88%,+86.32%
GIFI,"Gulf Island Fab",9.65,-4.95,-28.12%,unch,-4.46%,-9.81%
GIII,"G-III Apparel Gp I",44.04,+73.27,+19.38%,-1.28%,+16.08%,+82.74%
GLT,Glatfelter,15.88,-15.44,-25.93%,-19.88%,-4.28%,-7.73%
GME,"Gamestop Corp",15.42,-21.39,-14.09%,+0.92%,+14.14%,-26.33%
GNBC,"Green Bancorp",24.05,+11.58,+18.47%,+11.09%,+2.56%,+7.13%
GNL,"Global Net Lease Inc",22.09,+11.14,+7.34%,+6.71%,+20.45%,+3.76%
GOV,"Government Properties Income Trust",16.47,-4.55,-11.17%,+2.81%,+23.56%,-11.17%
GPI,"Group 1 Automotive",76.73,+33.68,+8.12%,+16.86%,+11.19%,+37.26%
GPRE,"Green Plains Inc",16.95,-5.89,+0.59%,+4.95%,-14.39%,-9.12%
GTLS,"Chart Industries In",75.56,+120.41,+61.25%,+14.90%,+22.86%,+124.21%
GTY,"Getty Realty Corp",29.06,+12.29,+7.00%,+2.04%,+18.52%,+10.33%
GWB,"Great Western Bancorp Inc",42.23,+12.99,+6.11%,+3.99%,-1.08%,+12.13%
HA,"Hawaiian Hldgs Inc",42.7,+9.68,+7.15%,+16.19%,+14.94%,-0.12%
HAFC,"Hanmi Financial Cp",25.35,-13.38,-16.47%,-8.48%,-10.42%,-8.15%
HAYN,"Haynes Intl Inc",37.6,+16.90,+17.32%,-0.97%,-5.43%,+26.90%
HCI,"Homeowners Choice",41.32,+8.29,+38.19%,-0.98%,-2.82%,+2.56%
HF,"HFF Inc",43.98,+26.59,-9.58%,+27.33%,+31.17%,+18.86%
HFWA,"Heritage Financial",35.15,+32.09,+14.12%,+1.15%,+10.53%,+30.43%
HI,"Hillenbrand Inc",51.7,+43.41,+15.66%,+4.97%,+11.30%,+41.26%
HIBB,"Hibbett Sports Inc",25.15,+96.58,+23.28%,+7.71%,-10.82%,+115.88%
HLIT,"Harmonic Inc",5.25,+57.07,+25.00%,+19.32%,+40.00%,+47.89%
HLX,"Helix Energy Solutions Group",8.86,+47.94,+17.51%,+3.87%,+10.75%,+53.55%
HMN,"Horace Mann Educators Corp",44.85,+17.09,+1.70%,-2.71%,+3.70%,+20.89%
HMST,"Homestreet Inc",29.15,+14.14,+0.69%,+5.05%,+4.67%,+16.14%
HMSY,"Hms Hldgs Cp",30.78,+98.54,+81.59%,+27.14%,+48.34%,+73.80%
HOPE,"Hope Bancorp Inc",17.36,-3.73,-4.88%,-1.20%,-4.35%,-0.12%
HPR,"Highpoint Resources Corp.",4.71,+8.12,-8.19%,-27.65%,-23.79%,+53.92%
HQY,Healthequity,85.4,+106.70,+83.03%,+6.44%,+19.81%,+83.07%
HSC,"Harsco Corp",24.25,+47.28,+30.03%,+8.02%,+6.83%,+53.97%
HSII,"Heidrick & Struggl",41.8,+121.39,+70.26%,+18.92%,+9.71%,+127.79%
HSKA,"Heska Corp",98.58,+8.63,+22.90%,-9.13%,+5.51%,+0.93%
HSTM,"Healthstream Inc",29.52,+33.20,+27.46%,+0.44%,+9.90%,+28.52%
HT,"Hersha Hospitality Trust",21.74,+23.97,+24.94%,-2.60%,+13.41%,+18.73%
HTLD,"Heartland Express",19.73,-6.18,-15.47%,+4.39%,+9.86%,-7.37%
HUBG,"Hub Group Inc A",50.6,+33.85,+5.64%,-0.59%,+8.24%,+40.17%
HVT,"Haverty Furniture Companies",21.85,-5.29,-3.53%,+1.39%,+12.34%,-9.34%
HWKN,"Hawkins Inc",38.85,+7.77,+10.37%,+4.44%,+22.36%,-3.00%
HZO,"Marinemax Inc",19.15,-2.87,+1.32%,-7.71%,-19.54%,+22.36%
IBP,"Installed Building Products I",49.15,-22.85,-35.29%,-10.88%,-14.52%,-17.12%
IIIN,"Insteel Industries",40.4,+61.68,+42.66%,+20.31%,+31.55%,+58.12%
IIVI,"I I V I Inc",45.25,+21.45,-3.62%,+4.14%,+1.12%,+24.31%
INDB,"Independent Bk Corp",88.45,+35.82,+26.63%,+12.68%,+19.45%,+28.75%
INGN,"Inogen Inc",228.66,+158.25,+92.02%,+15.19%,+28.46%,+148.68%
INN,"Summit Hotel Properties",13.54,-10.49,-11.10%,-5.45%,-6.23%,-10.33%
INTL,"Intl Fcstone Inc",54.59,+52.39,+28.36%,+2.00%,+18.06%,+47.34%
INVA,"Innoviva Inc",13.94,+6.54,-1.76%,-6.51%,-4.78%,+10.28%
IOSP,"Innospec Inc",74.15,+26.31,+5.03%,-9.57%,+0.61%,+29.75%
