Symbol,Name,Last,"Wtd Alpha","YTD %Chg","1M %Chg","3M %Chg","52W %Chg"
ENTA,"Enanta Pharmaceutica",91.6,+91.00,+56.10%,-18.52%,-6.22%,+133.02%
ENVA,"Enova International Inc",35.4,+175.10,+132.89%,-6.35%,+8.76%,+205.17%
EPAY,"Bottomline Tech In",63.95,+133.60,+84.40%,+13.57%,+35.06%,+120.37%
ERA,"Era Group Inc",12.46,+32.70,+15.91%,-7.08%,-5.10%,+42.40%
ESE,"Esco Technologies Inc",68.5,+30.00,+13.69%,+9.51%,+21.67%,+28.40%
ESIO,"Electro Sci Inds",22.88,+43.70,+6.77%,+30.15%,+12.49%,+97.75%
ESND,"Essendant Inc",15.09,+35.40,+62.78%,+8.72%,+10.79%,+31.10%
ETH,"Ethan Allen Interiors Inc",22.85,-19.20,-20.10%,-2.97%,-5.97%,-16.91%
EVTC,"Evertec Inc",25.05,+52.40,+83.52%,+5.03%,+14.65%,+32.89%
EXLS,"Exlservice Holdings",61.83,+11.20,+2.45%,+0.70%,+10.12%,+11.97%
EXPO,"Exponent Inc",52.8,+63.10,+48.52%,+5.49%,+10.17%,+62.09%
EXPR,"Express Inc",10.41,+52.30,+2.56%,+7.43%,+15.15%,+64.20%
EXTN,"Exterran Corp",28.91,+5.60,-8.05%,+8.24%,+2.52%,+10.01%
EXTR,"Extreme Networks",6.2,-44.30,-50.48%,-29.78%,-31.11%,-42.00%
EZPW,"Ezcorp Inc",11.15,+9.40,-8.61%,-9.72%,-10.08%,+23.89%
FARO,"Faro Tech Inc",67.25,+85.80,+43.09%,+15.15%,+24.19%,+104.41%
FBP,"First Bancorp",9.06,+74.00,+77.65%,+9.03%,+14.54%,+59.79%
FCF,"First Commonwealth Financial Corp",16.97,+32.50,+18.51%,+3.48%,+7.81%,+34.36%
FCFS,"First Cash Fin Svcs",81.75,+30.00,+21.20%,-12.38%,-10.85%,+37.39%
FCN,"Fti Consulting",74.91,+127.40,+74.37%,+11.03%,+20.88%,+125.90%
FCPT,"Four Corners Property Trust In",26.93,+12.40,+4.79%,+9.25%,+20.22%,+6.27%
FELE,"Franklin Electric Co",48.5,+24.60,+5.66%,-1.42%,+4.41%,+27.46%
FF,"Futurefuel Corp",15.19,+16.60,+7.81%,+13.78%,+8.58%,+14.64%
FFBC,"First Finl Bncp [Oh]",31.8,+27.00,+20.68%,+4.26%,-0.47%,+30.33%
FFIN,"First Finl Bkshs Inc",60.3,+51.40,+33.85%,+3.88%,+13.67%,+49.81%
FIX,"Comfort Systems USA",56.8,+74.30,+30.13%,+18.46%,+22.81%,+72.38%
FLOW,"SPX Flow Inc",49.03,+41.70,+3.11%,+8.93%,+8.11%,+54.13%
FMBI,"First Midwest Bncp",27.39,+26.80,+14.08%,+4.94%,+4.07%,+29.44%
FN,Fabrinet,47.83,+47.00,+66.66%,+21.92%,+31.22%,+21.55%
FNSR,"Finisar Corp",20.01,-8.60,-1.67%,+20.25%,+20.69%,-18.39%
FORM,"Formfactor Inc",14,-4.40,-10.54%,+1.82%,+5.66%,-1.75%
FORR,"Forrester Resrch",49.25,+24.70,+11.43%,+13.09%,+16.84%,+21.60%
FOSL,"Fossil Group",26.55,+123.10,+241.70%,-0.38%,+29.13%,+222.99%
FOXF,"Fox Factory Cp",64.75,+81.60,+66.67%,+27.34%,+66.03%,+68.62%
FRAN,"Francesca's Holdings",6.9,-15.20,-5.61%,-9.21%,+22.12%,-8.37%
FRGI,"Fiesta Restaurant Gp",29.05,+75.20,+52.89%,-2.68%,+19.55%,+66.00%
FSB,"Franklin Financial Network Inc",38.35,+17.70,+12.46%,+3.51%,+6.53%,+17.10%
FSP,"Franklin Street Properties",8.43,-14.60,-21.51%,-1.86%,+6.71%,-15.02%
FSS,"Federal Signal Corp",26.05,+43.10,+29.67%,+8.27%,+7.82%,+42.35%
FTD,"Ftd Companies",3.77,-69.90,-47.57%,+9.91%,-37.38%,-70.50%
FTK,"Flotek Industries",2.15,-49.80,-53.86%,-29.97%,-32.81%,-60.48%
FTR,"Frontier Commun Cp",5.68,-54.80,-15.98%,+17.36%,-26.71%,-55.28%
FUL,"H. B. Fuller Company",58.97,+18.30,+9.47%,+5.93%,+13.62%,+16.89%
FWRD,"Foward Air Corp",63.9,+25.40,+11.25%,+10.73%,+7.23%,+26.89%
GBCI,"Glacier Bancorp Inc",45.35,+35.90,+15.13%,+3.00%,+13.69%,+35.29%
GBX,"Greenbrier Companies",59.7,+40.00,+12.01%,+3.92%,+19.52%,+37.24%
GCI,"Gannett Co. Inc",10.75,+21.80,-7.25%,+4.37%,-3.15%,+29.83%
GCO,"Genesco Inc",44.8,+63.10,+37.85%,+12.42%,-1.43%,+76.73%
GDOT,"Green Dot Corp",85.66,+80.20,+42.15%,+4.27%,+18.99%,+80.68%
GEOS,"Geospace Technologie",14.3,+0.20,+10.25%,-0.35%,+27.22%,-7.68%
GES,"Guess Inc",23.39,+37.40,+38.57%,+5.93%,-5.99%,+57.40%
GFF,"Griffon Corp",18.35,-3.80,-9.83%,+2.51%,-19.69%,+1.94%
GHL,"Greenhill & Co. Inc",29.65,+94.70,+52.05%,-10.56%,+8.01%,+95.07%
GIFI,"Gulf Island Fab",9.65,-5.90,-28.12%,+4.32%,-7.21%,-11.06%
GIII,"G-III Apparel Gp I",46.53,+69.60,+26.13%,+0.43%,+17.29%,+72.46%
GLT,Glatfelter,18.44,+4.10,-13.99%,-9.65%,+5.19%,+10.16%
GME,"Gamestop Corp",16.55,-7.70,-7.80%,+11.98%,+29.91%,-24.01%
GNBC,"Green Bancorp",24.5,+12.80,+20.69%,-0.61%,+8.89%,+11.11%
GNL,"Global Net Lease Inc",21.3,+5.40,+3.50%,+2.21%,+10.02%,-1.21%
GOV,"Government Properties Income Trust",16.94,-1.30,-8.63%,+8.10%,+20.14%,-7.08%
GPI,"Group 1 Automotive",78.53,+34.60,+10.65%,+17.21%,+12.51%,+43.51%
GPRE,"Green Plains Inc",18,+2.80,+6.82%,+14.29%,-13.67%,+7.78%
GTLS,"Chart Industries In",74.32,+110.90,+58.60%,-1.06%,+16.78%,+125.08%
GTY,"Getty Realty Corp",29.15,+10.00,+7.33%,+2.79%,+14.22%,+6.93%
GWB,"Great Western Bancorp Inc",43.43,+16.40,+9.12%,+3.55%,-0.30%,+19.31%
HA,"Hawaiian Hldgs Inc",41.4,+1.40,+3.89%,+13.89%,+6.29%,-2.13%
HAFC,"Hanmi Financial Cp",26.3,-9.60,-13.34%,-3.49%,-13.34%,-1.87%
HAYN,"Haynes Intl Inc",38.41,+17.70,+19.84%,-6.07%,-6.41%,+25.07%
HCI,"Homeowners Choice",42.16,+10.50,+41.00%,+0.48%,-0.71%,+5.93%
HF,"HFF Inc",45.43,+29.90,-6.60%,+24.84%,+28.81%,+22.78%
HFWA,"Heritage Financial",36.25,+36.10,+17.69%,-2.03%,+11.88%,+37.05%
HI,"Hillenbrand Inc",51.4,+40.50,+14.99%,+4.37%,+8.10%,+45.20%
HIBB,"Hibbett Sports Inc",20.52,+40.80,+0.59%,-11.93%,-29.12%,+74.64%
HLIT,"Harmonic Inc",5.55,+71.30,+32.14%,+26.86%,+42.31%,+68.18%
HLX,"Helix Energy Solutions Group",9.21,+46.40,+22.15%,+2.45%,+18.84%,+50.98%
HMN,"Horace Mann Educators Corp",46.3,+22.50,+4.99%,+4.16%,+3.93%,+25.47%
HMST,"Homestreet Inc",29.55,+14.70,+2.07%,-1.50%,+6.87%,+18.91%
HMSY,"Hms Hldgs Cp",31.46,+101.60,+85.60%,+31.14%,+49.10%,+77.84%
HOPE,"Hope Bancorp Inc",17.61,-1.80,-3.51%,+0.69%,-4.40%,+1.32%
HPR,"Highpoint Resources Corp.",5.25,+26.70,+2.34%,-25.21%,-24.46%,+77.36%
HQY,Healthequity,88.24,+118.40,+89.11%,+10.51%,+16.55%,+112.37%
HSC,"Harsco Corp",27.45,+66.20,+47.18%,+13.90%,+13.66%,+65.36%
HSII,"Heidrick & Struggl",44.05,+136.50,+79.43%,+27.68%,+13.38%,+142.37%
HSKA,"Heska Corp",100.92,+13.70,+25.82%,-5.41%,-1.17%,+1.92%
HSTM,"Healthstream Inc",31.29,+42.80,+35.10%,+14.78%,+14.20%,+36.46%
HT,"Hersha Hospitality Trust",22.65,+30.00,+30.17%,+2.26%,+8.84%,+24.11%
HTLD,"Heartland Express",20.12,-4.60,-13.80%,+1.62%,+7.14%,-2.09%
HUBG,"Hub Group Inc A",51.6,+32.70,+7.72%,+10.49%,+2.18%,+39.27%
HVT,"Haverty Furniture Companies",22.35,-2.00,-1.32%,+9.02%,+10.37%,-4.49%
HWKN,"Hawkins Inc",42,+22.70,+19.32%,+11.41%,+28.64%,+16.34%
HZO,"Marinemax Inc",21.25,+7.00,+12.43%,+4.42%,-9.57%,+33.23%
IBP,"Installed Building Products I",47.1,-25.30,-37.99%,-14.13%,-22.53%,-14.13%
IIIN,"Insteel Industries",40.01,+62.20,+41.28%,-6.39%,+25.54%,+60.10%
IIVI,"I I V I Inc",47.8,+31.90,+1.81%,+6.46%,+6.46%,+35.22%
INDB,"Independent Bk Corp",90.35,+34.40,+29.35%,+0.22%,+17.49%,+29.16%
INGN,"Inogen Inc",246.04,+184.30,+106.62%,+21.57%,+43.51%,+163.12%
INN,"Summit Hotel Properties",13.6,-9.80,-10.70%,-3.13%,-10.76%,-6.72%
INTL,"Intl Fcstone Inc",56.5,+58.50,+32.85%,+2.91%,+16.33%,+56.68%
INVA,"Innoviva Inc",14.12,+5.20,-0.49%,+1.29%,-0.21%,+10.57%
IOSP,"Innospec Inc",77.8,+33.60,+10.20%,-1.58%,+3.18%,+37.82%
IPAR,"Inter Parfums Inc",66.25,+79.80,+52.47%,+15.82%,+24.88%,+71.63%
