Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
AAOI,"Applied Optoelect",41.36,-0.26,-0.62%,41.87,41.22,381000,08/31/18
AAON,"Aaon Inc",40.4,-0.35,-0.86%,40.91,39.8,234600,08/31/18
AAT,"American Assets Trust",39.5,0.35,+0.89%,39.56,39.15,149700,08/31/18
AAWW,"Atlas Air Ww",60.9,-0.65,-1.06%,62,60.7,194500,08/31/18
AAXN,"Axon Inc",68.26,1.8,+2.71%,68.49,66.24,397800,08/31/18
ABCB,"Ameris Bancorp",49.65,0.55,+1.12%,49.8,48.95,271300,08/31/18
ABG,"Asbury Automotive Group Inc",74.5,-0.3,-0.40%,74.9,73.95,101400,08/31/18
ABM,"ABM Industries Incorporated",31.72,0.1,+0.32%,31.76,31.37,327600,08/31/18
ACET,"Aceto Cp",3.32,-0.01,-0.30%,3.35,3.23,162100,08/31/18
ACLS,"Axcelis Tech Inc",20.2,0,0.00%,20.3,19.85,193600,08/31/18
ACOR,"Acorda Therapeutics",28.8,0.25,+0.88%,28.95,28.15,234700,08/31/18
ADC,"Agree Realty Corp",57.07,0.12,+0.21%,57.11,56.46,149000,08/31/18
ADTN,"Adtran Inc",17.2,0.1,+0.58%,17.2,17,147700,08/31/18
AEGN,"Aegion Corp",24.96,-0.15,-0.60%,25.05,24.83,48100,08/31/18
AEIS,"Advanced Energy",59.58,0.45,+0.76%,59.81,58.6,432400,08/31/18
AEL,"American Equity Investment Life",37.09,0.08,+0.22%,37.16,36.59,376800,08/31/18
AGYS,"Agilysys Inc",16.07,-0.03,-0.19%,16.09,15.89,21400,08/31/18
AHH,"Armada Hoffler Properties Inc",15.59,-0.14,-0.89%,15.86,15.55,266000,08/31/18
AIN,"Albany International Corp",77.15,0,0.00%,77.45,76.7,147900,08/31/18
AIR,"AAR Corp",46.67,0.69,+1.50%,46.72,45.95,131100,08/31/18
AIT,"Applied Industrial Technologies",77.05,0.2,+0.26%,77.2,76.6,120500,08/31/18
AJRD,"Aerojet Rocketdyne Holdings",35.11,-0.04,-0.11%,35.25,34.91,353900,08/31/18
AKR,"Acadia Realty Trust",28.52,0.14,+0.49%,28.56,28.33,605300,08/31/18
AKS,"AK Steel Holding Corp",4.44,0.09,+2.07%,4.45,4.32,7705200,08/31/18
ALG,"Alamo Group",95.3,-0.99,-1.03%,96.1,95.14,109700,08/31/18
ALGT,"Allegiant Travel Com",136.25,1.1,+0.81%,136.35,134.45,65500,08/31/18
ALRM,Alarm.Com,56.29,0.81,+1.46%,56.46,54.66,342100,08/31/18
AMAG,"Amag Pharmaceuticals",24.4,-0.1,-0.41%,24.5,23.25,356900,08/31/18
AMBC,"Ambac Financial Grp",21.13,-0.03,-0.14%,21.23,21,145200,08/31/18
AMED,"Amedisys Inc",125.01,2.51,+2.05%,125.29,120.13,416300,08/31/18
AMN,"Amn Healthcare Services Inc",58.3,0.3,+0.52%,59,57.75,234300,08/31/18
AMPH,"Amphastar Pharma",18.98,0.59,+3.21%,19,18.34,299300,08/31/18
AMSF,"Amerisafe Inc",63.8,0.6,+0.95%,63.95,62.85,39700,08/31/18
AMWD,"Amer Woodmark Cp",84.95,-3.1,-3.52%,87.95,84.6,191200,08/31/18
ANDE,"Andersons Inc",40.85,0.4,+0.99%,41,40.4,73200,08/31/18
ANF,"Abercrombie & Fitch Company",21.67,-0.88,-3.90%,22.49,21.13,8621900,08/31/18
ANGO,"Angiodynamics Inc",22.42,0.07,+0.31%,22.5,22.15,174200,08/31/18
ANIK,"Anika Therapeutics",41.39,0.2,+0.49%,41.79,39.58,120400,08/31/18
ANIP,"ANI Pharma Inc",58.2,0.91,+1.59%,58.34,56.69,90700,08/31/18
APEI,"American Pub. Edu.",34.75,-0.45,-1.28%,35.1,34.5,70700,08/31/18
APOG,"Apogee Entrpr Inc",49.22,0,0.00%,49.42,48.95,86100,08/31/18
ARCB,"Arcbest Corp",48.1,-0.15,-0.31%,48.43,47.65,153100,08/31/18
ARI,"Apollo Commercial Real Estate",19.43,0.03,+0.15%,19.44,19.36,605100,08/31/18
AROC,"Archrock Inc",12.65,0.15,+1.20%,12.7,12.2,710700,08/31/18
ARR,"Armour Residential R",23.52,-0.18,-0.76%,23.7,23.49,367500,08/31/18
ASGN,"On Assignment",92.59,0.33,+0.36%,92.96,91.37,368800,08/31/18
ASIX,"Advansix Inc",33.84,0.25,+0.74%,34.04,33.24,377100,08/31/18
ASNA,"Ascena Retail Grp",4.58,0.08,+1.78%,4.64,4.48,1056200,08/31/18
ASTE,"Astec Inds Inc",48.65,-0.1,-0.21%,48.86,48.34,67700,08/31/18
ATNI,"Atn International",73.23,1.02,+1.41%,74.06,72.02,63400,08/31/18
ATU,"Actuant Corp",29.45,0.15,+0.51%,29.5,29,141000,08/31/18
AVA,"Avista Corp",51.31,0.05,+0.10%,51.34,51.13,850100,08/31/18
AVAV,"Aerovironment Inc",87.96,1.97,+2.29%,88.46,85.13,153600,08/31/18
AVD,"American Vanguard Corp",21.9,0.2,+0.92%,21.92,21.5,100100,08/31/18
AVP,"Avon Products",2,-0.02,-0.99%,2.01,1.92,3767700,08/31/18
AWR,"American States Water Company",60.43,-0.02,-0.03%,60.74,60.07,174500,08/31/18
AXE,"Anixter International Inc",72.1,1.15,+1.62%,72.25,70.25,156300,08/31/18
AXL,"American Axle & Manufacturing",17.71,-0.25,-1.39%,17.92,17.35,1274600,08/31/18
AZZ,"Azz Inc",53.75,-0.1,-0.19%,53.9,53.45,63000,08/31/18
B,"Barnes Group",68.06,-0.08,-0.12%,68.19,67.53,109000,08/31/18
BABY,"Natus Medical Inc",37.3,0.5,+1.36%,37.45,36.6,109400,08/31/18
BANC,"First Pactrust Bancorp",20.15,0.1,+0.50%,20.2,19.9,266700,08/31/18
BANR,"Banner Corp",64.33,0.23,+0.36%,64.37,63.79,260600,08/31/18
BCC,"Boise Cascade L.L.C.",43.7,-0.1,-0.23%,44.3,43.44,188400,08/31/18
BCOR,"Blucora Inc",36.2,0.1,+0.28%,36.25,35.65,225100,08/31/18
BCPC,"Balchem Cp",110.89,1.52,+1.39%,111.62,108.45,121800,08/31/18
BEAT,"Biotelemetry Inc",61.8,3.4,+5.82%,61.8,58.85,552400,08/31/18
BEL,"Belmond Ltd",16.75,0.15,+0.90%,16.85,16.48,571300,08/31/18
BELFB,"Bel Fuse Inc Cl B",28.65,0.6,+2.14%,28.8,28.2,12400,08/31/18
BFS,"Saul Centers",60,0.56,+0.94%,60.03,58.81,44100,08/31/18
BGFV,"Big 5 Sporting",5.7,0,0.00%,5.75,5.65,220700,08/31/18
BGG,"Briggs & Stratton Corp",20.16,0.03,+0.15%,20.17,19.81,224600,08/31/18
BGS,"B&G Foods Holdings",31.95,0.9,+2.90%,32,31.15,584600,08/31/18
BHE,"Benchmark Electronics",25.85,-0.05,-0.19%,26.1,25.5,518600,08/31/18
BHLB,"Berkshire Hills Bancorp",42.25,0.2,+0.48%,42.4,41.8,118800,08/31/18
BJRI,"Bj's Restaurants Inc",75.7,1.8,+2.44%,75.8,73.95,282000,08/31/18
BKE,"Buckle Inc",25.75,0.5,+1.98%,25.8,24.9,400100,08/31/18
BKS,"Barnes & Noble",5.25,0.15,+2.94%,5.35,5.13,1472500,08/31/18
BLD,"Topbuild Corp",62.28,0.26,+0.42%,62.69,61.15,465500,08/31/18
BMI,"Badger Meter",54.95,0.7,+1.29%,55.05,53.9,72900,08/31/18
BNED,"Barnes & Noble Education Inc C",5.98,0.4,+7.17%,6.12,5.55,551400,08/31/18
BOFI,"Bofi Holding Inc",37.24,0.61,+1.67%,37.26,36.63,596100,08/31/18
BPFH,"Boston Pvt Finl Hldg",14.45,0.1,+0.70%,14.45,14.25,399400,08/31/18
BRC,"Brady Corp",40.45,0.3,+0.75%,40.58,39.85,202400,08/31/18
BRKL,"Brookline Bancorp",18.15,0.15,+0.83%,18.2,17.9,211300,08/31/18
BRKS,"Brooks Automation",39.41,0.4,+1.03%,39.59,38.03,761500,08/31/18
BRS,"Bristow Group Inc",10.96,0.1,+0.92%,11.04,10.6,358400,08/31/18
CACI,"Caci International",195,0.5,+0.26%,195.4,193.5,128500,08/31/18
CAL,"Caleres Inc",40.48,0.43,+1.07%,41.09,39.95,518500,08/31/18
CALM,"Cal-Maine Foods In",49.45,0.9,+1.85%,49.55,48.55,266600,08/31/18
CAMP,"Calamp Corp",23.5,0.4,+1.73%,23.67,23.02,407300,08/31/18
CASH,"Meta Financial Grp",86.6,1.9,+2.24%,86.8,84.7,64400,08/31/18
CATM,"Cardtronics Inc",35.09,-0.74,-2.07%,35.67,34.66,448200,08/31/18
CATO,"Cato Corp",21.45,0.98,+4.79%,21.53,20.48,243500,08/31/18
CBB,"Cincinnati Bell Inc",13,-0.1,-0.76%,13.15,12.6,422200,08/31/18
CBL,"Cbl & Associates Properties",4.46,0.03,+0.68%,4.49,4.39,1854900,08/31/18
CBM,"Cambrex Corp",67.4,0.7,+1.05%,67.65,65.95,241900,08/31/18
CBU,"Community Bank System",66.13,0.74,+1.13%,66.22,65.09,128500,08/31/18
CCMP,"Cabot Microelectron",112.73,0.63,+0.56%,112.98,109.81,181300,08/31/18
CCOI,"Cogent Comm Hldgs",54.7,0.35,+0.64%,54.83,54,236800,08/31/18
CCRN,"Cross Ctry Hlthcr",10.01,0.07,+0.70%,10.06,9.89,171300,08/31/18
CDR,"Cedar Shopping Centers Inc",4.47,0.03,+0.68%,4.47,4.41,239100,08/31/18
CECO,"Career Education",15.95,0.01,+0.06%,16.09,15.88,180000,08/31/18
CEIX,"Consol Energy Inc",42.9,1,+2.39%,43.34,41.26,261400,08/31/18
CENT,"Central Garden",39.7,0.13,+0.33%,39.79,39.01,146300,08/31/18
CENTA,"Central Garden & Pet",36.33,0.16,+0.44%,36.38,35.74,313600,08/31/18
CENX,"Century Aluminum C",12.62,0.05,+0.40%,12.75,12.3,1028900,08/31/18
CEVA,"Ceva Inc",30.6,0,0.00%,31.1,30.45,110000,08/31/18
CHCO,"City Holding Co",81.08,0.38,+0.47%,81.22,80.55,37600,08/31/18
CHCT,"Community Healthcare Trust Inc",31.03,-0.49,-1.55%,31.67,30.99,77600,08/31/18
CHS,"Chico's Fas",9.12,0.59,+6.92%,9.16,8.52,5364900,08/31/18
CHSP,"Chesapeake Lodging Trust",32.91,0.17,+0.52%,33.03,32.53,232100,08/31/18
CHUY,"Chuy's Holdings Inc",28.95,0.65,+2.30%,29,28.2,74400,08/31/18
CIR,"Circor International",45.36,0.18,+0.40%,45.51,44.55,94000,08/31/18
CJ,"C&J Energy Services Inc",20.95,-0.2,-0.95%,21.08,20,1535600,08/31/18
CKH,"Seacor Smit Inc",51.45,0.07,+0.14%,51.52,50.8,80200,08/31/18
CLD,"Cloud Peak Energy Inc",2.36,0.04,+1.72%,2.37,2.25,450700,08/31/18
CLDT,"Chatham Lodging Trust [Reit]",21.45,-0.32,-1.47%,21.86,21.43,360300,08/31/18
CLW,"Clearwater Paper Corp",29.05,0.15,+0.52%,29.05,28.55,152800,08/31/18
CMO,"Capstead Mortgage Corp",8.4,0,0.00%,8.41,8.34,341700,08/31/18
CMTL,"Comtech Telecom Co",35.85,0,0.00%,35.95,35.6,98600,08/31/18
CNMD,"C O N M E D Cp",80.43,0.55,+0.69%,80.64,79.4,113800,08/31/18
CNSL,"Consolidated Communications Holdings Inc",11.81,-0.23,-1.91%,12.05,11.76,462700,08/31/18
COHU,"Cohu Inc",26.38,0.24,+0.92%,26.47,25.5,320700,08/31/18
COKE,"Coca Cola Bot Cons",169.56,0.62,+0.37%,170.86,165.42,176000,08/31/18
COLB,"Columbia Banking Sys",42.25,0.42,+1.00%,42.36,41.6,196900,08/31/18
CORE,"Core Mark Holding",35.77,0.57,+1.62%,35.85,34.96,243700,08/31/18
CORT,"Corcept Therapeutics",15.02,0.02,+0.13%,15.11,14.81,1009800,08/31/18
CPF,"Central Pacific Financial Co",28.33,0.05,+0.18%,28.37,28.14,57500,08/31/18
CPS,"Cooper Std Hldg Inc",138.43,-1.31,-0.94%,139.49,136.41,91100,08/31/18
CPSI,"Computer Programs",27.3,-0.1,-0.36%,27.45,26.95,89800,08/31/18
CRAY,"Cray Inc",21.7,-0.15,-0.69%,21.7,21.3,211500,08/31/18
CROX,"Crocs Inc",20.66,0.84,+4.24%,21.24,19.6,1620700,08/31/18
CRR,"Carbo Ceramics",8.65,-0.05,-0.57%,8.65,8.51,229600,08/31/18
CRVL,"Corvel Cp",59.45,0.1,+0.17%,59.75,58.25,25800,08/31/18
CRY,Cryolife,34.7,0.5,+1.46%,34.8,33.95,112900,08/31/18
CRZO,"Carrizo Oil & Gas",24.22,-0.27,-1.10%,24.45,23.98,2232500,08/31/18
CSGS,"C S G Sys Intl",37.35,0.08,+0.21%,37.41,37.05,158900,08/31/18
CTB,"Cooper Tire & Rubber Company",28.85,-0.3,-1.03%,29.1,27.95,903300,08/31/18
CTRE,"Caretrust REIT Inc",18.45,0,0.00%,18.55,18.37,285300,08/31/18
CTRL,"Control4 Corp",32.41,-0.21,-0.64%,32.88,32.1,612300,08/31/18
CTS,"Cts Corp",36.95,0.5,+1.37%,37.05,36.2,120100,08/31/18
CUB,"Cubic Corp",75.7,0.65,+0.87%,75.8,74.45,74700,08/31/18
CUBI,"Customers Bancorp",24.7,0.16,+0.65%,24.71,24.33,94500,08/31/18
CUTR,"Cutera Inc",34,2,+6.25%,34.85,32.15,217700,08/31/18
CVBF,"Cvb Financial Corp",24.05,0.24,+1.01%,24.14,23.73,883000,08/31/18
CVCO,"Cavco Inds Inc",245.4,3.7,+1.53%,245.45,239.8,75300,08/31/18
CVGW,"Calavo Growers Inc",105.85,2.15,+2.07%,106.15,103.01,107500,08/31/18
CWT,"California Water Service Group Holding",41.15,0.25,+0.61%,41.2,40.7,152100,08/31/18
CYH,"Community Health Systems",3.88,0.24,+6.59%,3.9,3.6,2255000,08/31/18
CYTK,Cytokinetics,7.9,0.35,+4.64%,7.95,7.08,296200,08/31/18
DAKT,"Daktronics Inc",8.11,0.19,+2.40%,8.15,7.92,244500,08/31/18
DAR,"Darling International Inc",19.78,-0.16,-0.80%,19.95,19.72,770500,08/31/18
DBD,"Diebold Nixdorf Inc",4.75,0.2,+4.40%,4.8,4.5,1656900,08/31/18
DCOM,"Dime Community Bncsh",18.15,-0.25,-1.36%,18.4,17.95,287600,08/31/18
DDD,"3D Systems Corp",20.35,-0.69,-3.28%,21.24,20.18,2224900,08/31/18
DEA,"Easterly Government Properties",20.25,0.06,+0.30%,20.36,20.16,452400,08/31/18
DF,"Dean Foods Company",7.62,0.09,+1.20%,7.64,7.49,1544100,08/31/18
DFIN,"Donnelly Financial Solutions Inc",20.89,0.33,+1.61%,20.9,20.46,104000,08/31/18
DGII,"Digi Intl Inc",13.45,0.2,+1.51%,13.46,13.15,47000,08/31/18
DIN,"Dineequity Inc",83.42,-0.53,-0.63%,85.8,82.7,577900,08/31/18
DIOD,"Diodes Inc",37.92,0.15,+0.40%,37.99,37.55,247600,08/31/18
DNR,"Denbury Resources",5.57,-0.04,-0.71%,5.61,5.41,13406900,08/31/18
DORM,"Dorman Products Inc",80.98,-0.21,-0.26%,81.2,80.02,79800,08/31/18
DPLO,"Diplomat Pharmacy Inc",20.66,-0.08,-0.39%,20.8,20.33,491700,08/31/18
DRH,"Diamondrock Hospitality Company",11.96,-0.03,-0.25%,12.03,11.93,1368400,08/31/18
DSPG,"D S P Group Inc",12.85,-0.1,-0.77%,13.05,12.8,33700,08/31/18
DSW,"DSW Inc",33.26,0.98,+3.04%,33.51,32.16,2176800,08/31/18
DXPE,"Dxp Enterprise",45.89,-0.02,-0.04%,46.28,45.26,41900,08/31/18
EBIX,"Ebix Inc",79.65,1.2,+1.53%,79.95,77.8,125700,08/31/18
EBS,"Emergent Biosolutions",62,-0.99,-1.57%,63.88,61.41,306600,08/31/18
ECHO,"Echo Global Logistic",33.2,0.75,+2.31%,33.75,31.9,397800,08/31/18
ECOL,"US Ecology Inc",72.75,-0.6,-0.82%,73.57,71.75,74700,08/31/18
ECPG,"Encore Capital Grp",38.75,0.5,+1.31%,38.8,37.95,374200,08/31/18
EE,"El Paso Electric Company",61.3,-0.25,-0.41%,61.65,60.95,144500,08/31/18
EFII,"Elec Imaging Inc",34.79,0.36,+1.05%,34.89,33.74,452500,08/31/18
EGHT,"8X8 Inc",22.7,0.3,+1.34%,22.83,22.2,629200,08/31/18
EGL,"Engility Holdings Inc",34.71,0.05,+0.14%,34.92,34.3,67400,08/31/18
EGOV,"Nic Inc",16.8,0,0.00%,16.95,16.35,379200,08/31/18
EGP,"Eastgroup Properties",97.27,0.36,+0.37%,97.4,96.74,192900,08/31/18
EGRX,"Eagle Pharmaceutical",69.13,0.79,+1.16%,70.33,68.31,361800,08/31/18
EHTH,"Ehealth Inc",29.19,-0.2,-0.68%,29.38,29.03,77600,08/31/18
EIG,"Employers Holdings Inc",45.85,0.55,+1.21%,45.9,45.1,122600,08/31/18
ELY,"Callaway Golf Company",22.81,0.37,+1.65%,22.86,22.45,803500,08/31/18
ENDP,"Endo Int'l Plc",17.15,0.31,+1.84%,17.2,16.74,3449600,08/31/18
ENSG,"The Ensign Group In",39.07,0.47,+1.22%,39.19,38.56,142200,08/31/18
