Symbol,Name,Last,"Wtd Alpha","YTD %Chg","1M %Chg","3M %Chg","52W %Chg"
BCC,"Boise Cascade L.L.C.",43.3,+31.86,+8.52%,-1.59%,+2.97%,+47.28%
BCOR,"Blucora Inc",36.95,+57.70,+67.19%,-3.40%,+41.03%,+76.79%
BCPC,"Balchem Cp",98.9,+30.11,+22.70%,+1.09%,+11.15%,+26.66%
BEAT,"Biotelemetry Inc",47.6,+52.74,+59.20%,+3.37%,+42.94%,+36.39%
BEL,"Belmond Ltd",11.25,-14.49,-8.16%,-5.06%,+2.74%,-14.12%
BELFB,"Bel Fuse Inc Cl B",22.7,-7.78,-9.83%,+1.34%,+11.55%,-9.74%
BFS,"Saul Centers",52.98,-11.39,-14.20%,-0.60%,+8.92%,-10.97%
BGFV,"Big 5 Sporting",6.38,-37.01,-16.12%,-23.19%,-29.17%,-41.51%
BGG,"Briggs & Stratton Corp",16.59,-34.18,-34.61%,-9.00%,-17.09%,-29.73%
BGS,"B&G Foods Holdings",30.45,-10.94,-13.37%,-5.29%,+30.69%,-16.35%
BHE,"Benchmark Electronics",29.4,-9.61,+1.03%,-3.29%,-3.29%,-13.02%
BHLB,"Berkshire Hills Bancorp",41.05,+12.91,+12.16%,-4.09%,+6.35%,+14.50%
BJRI,"Bj's Restaurants Inc",62.25,+93.41,+71.02%,+0.89%,+28.22%,+71.72%
BKE,"Buckle Inc",23.6,+34.98,-0.63%,-16.01%,+6.55%,+44.79%
BKS,"Barnes & Noble",5.82,-22.79,-13.06%,-9.69%,+4.02%,-17.96%
BLD,"Topbuild Corp",77.75,+36.89,+2.65%,-0.54%,-1.41%,+47.95%
BMI,"Badger Meter",51.9,+19.47,+8.58%,+13.07%,+25.06%,+15.08%
BNED,"Barnes & Noble Education Inc C",5.65,-26.49,-31.43%,-19.29%,-23.34%,-21.42%
BOFI,"Bofi Holding Inc",41.5,+53.72,+38.80%,-3.33%,-3.17%,+64.03%
BPFH,"Boston Pvt Finl Hldg",14.68,-6.77,-5.02%,-12.91%,-9.97%,-3.77%
BRC,"Brady Corp",37.05,+6.41,-2.24%,-6.91%,-1.46%,+10.27%
BRKL,"Brookline Bancorp",18.8,+30.44,+19.75%,-2.34%,+12.57%,+27.89%
BRKS,"Brooks Automation",30.64,+25.33,+28.47%,-9.05%,+19.83%,+18.39%
BRS,"Bristow Group Inc",14.76,+60.93,+9.58%,+4.68%,-8.44%,+106.72%
CACI,"Caci International",175.6,+40.82,+32.68%,+2.12%,+11.99%,+37.78%
CAL,"Caleres Inc",34.98,+26.35,+4.48%,-1.99%,+8.03%,+35.79%
CALM,"Cal-Maine Foods In",44.97,+12.35,+1.18%,-12.41%,-9.60%,+29.05%
CAMP,"Calamp Corp",22.95,+15.23,+7.09%,+1.41%,-0.13%,+18.91%
CASH,"Meta Financial Grp",97,+22.96,+4.70%,-4.76%,-12.97%,+4.36%
CATM,"Cardtronics Inc",26.08,-1.59,+40.82%,+0.15%,+1.84%,-14.55%
CATO,"Cato Corp",26,+82.59,+63.32%,+2.12%,+57.29%,+58.34%
CBB,"Cincinnati Bell Inc",13.4,-26.54,-35.73%,-8.84%,-11.84%,-27.96%
CBL,"Cbl & Associates Properties",5.27,-28.71,-6.89%,-14.86%,+32.08%,-40.25%
CBM,"Cambrex Corp",60.25,+11.81,+25.52%,+27.38%,+13.25%,+1.35%
CBU,"Community Bank System",64.61,+24.70,+20.20%,+4.82%,+16.58%,+18.49%
CCMP,"Cabot Microelectron",118,+57.17,+25.43%,+7.98%,+18.46%,+47.63%
CCOI,"Cogent Comm Hldgs",52.2,+20.46,+15.23%,-4.57%,+10.24%,+20.00%
CCRN,"Cross Ctry Hlthcr",11.76,-5.13,-7.84%,-2.65%,-5.69%,-2.41%
CDR,"Cedar Shopping Centers Inc",4.85,-5.72,-20.23%,-1.22%,+34.72%,-4.90%
CECO,"Career Education",18.28,+112.39,+51.32%,+12.35%,+39.01%,+97.41%
CEIX,"Consol Energy Inc",41.3,+75.93,+4.56%,-1.24%,+26.95%,+77.91%
CENT,"Central Garden",42.58,+27.55,+9.40%,+2.90%,+9.04%,+27.87%
CENTA,"Central Garden & Pet",39.62,+22.42,+5.06%,+2.80%,+6.99%,+23.70%
CENX,"Century Aluminum C",13.23,-28.64,-32.64%,-23.26%,-20.83%,-26.91%
CEVA,"Ceva Inc",31.7,-32.98,-31.31%,+1.28%,-6.63%,-31.46%
CHCO,"City Holding Co",80.44,+25.94,+19.22%,+4.02%,+7.97%,+18.38%
CHCT,"Community Healthcare Trust Inc",29.94,+21.69,+6.55%,+1.87%,+19.24%,+21.21%
CHS,"Chico's Fas",8.62,-6.33,-2.27%,+1.41%,-14.14%,+0.35%
CHSP,"Chesapeake Lodging Trust",32.28,+29.96,+19.16%,-0.65%,+9.76%,+32.02%
CHUY,"Chuy's Holdings Inc",32.5,+46.79,+15.86%,+0.31%,+21.27%,+35.98%
CIR,"Circor International",39.62,-26.26,-18.61%,-0.38%,-9.25%,-30.82%
CJ,"C&J Energy Services Inc",21.57,-36.91,-35.55%,-11.05%,-26.53%,-29.65%
CKH,"Seacor Smit Inc",54.38,+47.26,+17.65%,-5.31%,-3.17%,+55.06%
CLD,"Cloud Peak Energy Inc",3.03,-20.56,-31.91%,-20.47%,-0.66%,-13.68%
CLDT,"Chatham Lodging Trust [Reit]",21.92,+7.59,-3.69%,+4.93%,+14.41%,+6.87%
CLW,"Clearwater Paper Corp",22.8,-48.49,-49.78%,-3.39%,-5.39%,-53.33%
CMO,"Capstead Mortgage Corp",8.58,-11.56,-0.81%,-6.74%,-2.72%,-15.55%
CMTL,"Comtech Telecom Co",33,+63.91,+49.19%,+4.00%,+6.59%,+77.32%
CNMD,"C O N M E D Cp",74.18,+49.26,+45.54%,-2.94%,+20.11%,+48.75%
CNSL,"Consolidated Communications Holdings Inc",12.92,-22.50,+5.99%,-1.60%,+17.24%,-28.62%
COHU,"Cohu Inc",25.19,+29.82,+14.76%,+0.04%,+13.62%,+29.45%
COKE,"Coca Cola Bot Cons",138.46,-42.16,-35.68%,+2.25%,-17.19%,-41.90%
COLB,"Columbia Banking Sys",42.37,+7.03,-2.46%,-1.81%,-5.21%,+7.81%
CORE,"Core Mark Holding",23.9,-21.53,-24.32%,+4.78%,+13.81%,-35.37%
CORT,"Corcept Therapeutics",12.97,+9.56,-28.18%,-19.24%,-25.20%,+3.51%
CPF,"Central Pacific Financial Co",29,-5.07,-2.78%,-2.49%,-6.51%,-7.32%
CPLA,"Capella Education Co",104.35,+48.21,+34.82%,+5.14%,+11.66%,+18.51%
CPS,"Cooper Std Hldg Inc",134.5,+28.94,+9.80%,-1.04%,+4.38%,+31.50%
CPSI,"Computer Programs",34.1,+17.05,+13.48%,+1.34%,+13.48%,+9.65%
CRAY,"Cray Inc",26.38,+34.14,+8.99%,+2.63%,+16.96%,+41.80%
CROX,"Crocs Inc",17.13,+101.58,+35.52%,-4.89%,+8.97%,+125.39%
CRR,"Carbo Ceramics",9.69,+41.12,-4.81%,+12.94%,+21.73%,+56.04%
CRVL,"Corvel Cp",55.35,+13.84,+4.63%,+0.91%,+6.75%,+15.79%
CRY,Cryolife,30.25,+72.04,+57.96%,+7.46%,+30.67%,+53.55%
CRZO,"Carrizo Oil & Gas",28.53,+84.08,+34.07%,+2.22%,+50.63%,+90.96%
CSGS,"C S G Sys Intl",40.75,-4.67,-7.01%,-3.91%,-7.15%,-0.59%
CTB,"Cooper Tire & Rubber Company",25.55,-32.35,-27.72%,-5.55%,-8.91%,-33.38%
CTRE,"Caretrust REIT Inc",16.71,-3.66,-0.30%,-1.42%,+29.74%,-8.59%
CTRL,"Control4 Corp",24.43,+0.14,-17.91%,-1.37%,+14.53%,+4.94%
CTS,"Cts Corp",36,+64.96,+39.81%,-0.41%,+23.08%,+61.80%
CUB,"Cubic Corp",68.6,+42.10,+16.37%,+2.01%,+8.46%,+44.27%
CUBI,"Customers Bancorp",28.73,-1.32,+10.54%,-7.62%,-4.20%,+2.57%
CUTR,"Cutera Inc",42.7,+46.01,-5.84%,+2.28%,-17.09%,+58.15%
CVBF,"Cvb Financial Corp",23.55,+8.25,-0.04%,-1.05%,+3.43%,+8.48%
CVCO,"Cavco Inds Inc",214.15,+68.34,+40.33%,+3.11%,+27.05%,+64.98%
CVGW,"Calavo Growers Inc",94.45,+29.14,+11.91%,-0.58%,-0.94%,+28.59%
CWT,"California Water Service Group Holding",41.2,+5.33,-9.15%,+3.00%,+3.39%,+7.29%
CYH,"Community Health Systems",3.05,-60.68,-28.40%,-28.74%,-20.37%,-68.49%
CYTK,Cytokinetics,8.02,-29.48,-1.53%,-4.46%,+13.03%,-44.27%
DAKT,"Daktronics Inc",8.43,-15.28,-7.67%,-2.54%,-6.33%,-12.10%
DAR,"Darling International Inc",19.88,+21.57,+9.65%,-0.05%,+15.92%,+18.62%
DBD,"Diebold Nixdorf Inc",11.4,-46.36,-30.28%,-13.64%,-26.92%,-48.18%
DCOM,"Dime Community Bncsh",20.2,-1.23,-3.58%,-0.98%,+5.21%,-1.94%
DDD,"3D Systems Corp",13.71,-1.12,+58.68%,-4.26%,+22.30%,-22.98%
DEA,"Easterly Government Properties",19.25,-5.75,-9.82%,-1.21%,-4.92%,-4.68%
DEPO,"Depomed Inc",8.24,-3.38,+2.36%,+12.57%,+20.64%,-21.60%
DF,"Dean Foods Company",9.92,-29.49,-14.19%,-6.33%,+15.89%,-34.99%
DFIN,"Donnelly Financial Solutions Inc",20.83,-1.52,+6.88%,+13.51%,+13.95%,-10.94%
DGII,"Digi Intl Inc",13.15,+38.04,+37.70%,-4.71%,+10.50%,+30.20%
DIN,"Dineequity Inc",68.17,+49.26,+34.38%,-15.69%,-7.85%,+61.20%
DIOD,"Diodes Inc",38.37,+48.55,+33.83%,+4.32%,+28.41%,+45.45%
DNR,"Denbury Resources",4.56,+176.63,+106.33%,-3.39%,+40.74%,+250.77%
DORM,"Dorman Products Inc",71.36,-3.51,+16.72%,-1.20%,+7.73%,-7.08%
DPLO,"Diplomat Pharmacy Inc",21.3,+27.48,+6.13%,-24.28%,-0.05%,+37.60%
DRH,"Diamondrock Hospitality Company",12.09,+6.58,+7.09%,-2.03%,+9.12%,+4.95%
DSPG,"D S P Group Inc",13.07,+6.49,+4.60%,+12.23%,+8.51%,+6.30%
DSW,"DSW Inc",26.98,+46.60,+26.02%,+4.57%,+25.72%,+63.71%
DXPE,"Dxp Enterprise",43.18,+53.12,+46.03%,+9.23%,+19.45%,+29.51%
EBIX,"Ebix Inc",83.05,+37.71,+4.79%,+4.53%,+7.58%,+48.44%
EBS,"Emergent Biosolutions",53.99,+44.07,+16.18%,+4.03%,-0.97%,+50.22%
ECHO,"Echo Global Logistic",30.7,+93.50,+9.64%,-1.60%,+10.83%,+71.99%
ECOL,"US Ecology Inc",65.53,+31.46,+28.48%,+4.51%,+17.32%,+24.10%
ECPG,"Encore Capital Grp",36.8,-13.84,-12.59%,-5.03%,-18.58%,-6.84%
EE,"El Paso Electric Company",61,+20.67,+10.21%,+3.74%,+22.12%,+16.86%
EFII,"Elec Imaging Inc",34.2,+21.67,+15.81%,+1.09%,+17.36%,-30.00%
EGHT,"8X8 Inc",21.95,+72.78,+55.67%,+11.99%,+11.42%,+56.79%
EGL,"Engility Holdings Inc",34.28,+25.06,+20.83%,+14.15%,+28.97%,+18.00%
EGOV,"Nic Inc",16.25,+6.60,-2.11%,unch,+13.24%,-0.31%
EGP,"Eastgroup Properties",92.16,+7.20,+4.28%,-2.74%,+7.60%,+9.22%
EGRX,"Eagle Pharmaceutical",81.12,+69.97,+51.85%,+6.72%,+47.46%,+11.43%
EHTH,"Ehealth Inc",24.33,+38.57,+40.07%,+2.27%,+55.46%,+29.48%
EIG,"Employers Holdings Inc",42.7,-1.33,-3.83%,+3.39%,+4.27%,-2.29%
ELY,"Callaway Golf Company",19.06,+49.75,+36.83%,-3.49%,+13.86%,+50.79%
ENDP,"Endo Int'l Plc",11.62,+44.27,+49.94%,+22.57%,+106.03%,-0.43%
ENSG,"The Ensign Group In",37.48,+78.08,+68.83%,-0.50%,+34.05%,+63.81%
ENTA,"Enanta Pharmaceutica",112.38,+183.02,+91.51%,-6.04%,+28.43%,+197.46%
ENVA,"Enova International Inc",37.8,+169.13,+148.68%,+3.56%,+65.43%,+137.74%
EPAY,"Bottomline Tech In",56.33,+108.33,+62.44%,+12.67%,+41.23%,+97.60%
ERA,"Era Group Inc",13.41,+47.03,+24.74%,-2.61%,+33.97%,+44.35%
ESE,"Esco Technologies Inc",62.55,+4.71,+3.82%,+6.74%,+7.47%,+0.08%
ESIO,"Electro Sci Inds",17.58,+39.38,-17.97%,+4.77%,-4.46%,+100.91%
ESND,"Essendant Inc",13.88,+20.74,+49.73%,+1.83%,+45.04%,-0.57%
ETH,"Ethan Allen Interiors Inc",23.55,-25.54,-17.66%,-3.68%,+3.97%,-23.41%
EVTC,"Evertec Inc",23.85,+54.21,+74.73%,+5.30%,+33.24%,+36.68%
EXLS,"Exlservice Holdings",61.4,+7.41,+1.74%,+3.66%,+6.03%,+12.06%
EXPO,"Exponent Inc",50.05,+56.98,+40.79%,-0.40%,+16.80%,+52.94%
EXPR,"Express Inc",9.69,+48.23,-4.53%,-7.71%,+30.07%,+65.08%
EXTN,"Exterran Corp",26.71,-8.23,-15.04%,+1.44%,-11.06%,-2.09%
EXTR,"Extreme Networks",8.84,-4.34,-29.39%,+2.91%,-17.38%,-7.14%
EZPW,"Ezcorp Inc",12.32,+38.02,+1.02%,+1.02%,-7.33%,+56.01%
FARO,"Faro Tech Inc",58.45,+43.14,+24.36%,+8.95%,-6.48%,+47.60%
FBP,"First Bancorp",8.31,+52.73,+62.94%,+5.73%,+18.88%,+42.05%
FCF,"First Commonwealth Financial Corp",16.4,+27.48,+14.53%,+1.86%,+7.68%,+27.03%
FCFS,"First Cash Fin Svcs",93.3,+59.68,+38.32%,+1.69%,+14.90%,+60.86%
FCN,"Fti Consulting",67.47,+108.13,+57.05%,+9.33%,+33.39%,+103.84%
FCPT,"Four Corners Property Trust In",24.65,-0.69,-4.09%,+3.01%,+10.54%,-2.10%
FELE,"Franklin Electric Co",49.2,+24.65,+7.19%,+7.31%,+16.31%,+16.73%
FF,"Futurefuel Corp",13.35,-8.38,-5.25%,-7.36%,+12.85%,-10.04%
FFBC,"First Finl Bncp [Oh]",30.52,+16.78,+15.84%,-5.79%,-2.32%,+9.80%
FFIN,"First Finl Bkshs Inc",58.05,+40.75,+28.86%,+7.50%,+15.18%,+34.06%
FIX,"Comfort Systems USA",47.95,+39.89,+9.85%,+3.45%,+14.99%,+32.64%
FLOW,"SPX Flow Inc",45.01,+18.44,-5.22%,+0.96%,-5.55%,+24.40%
FMBI,"First Midwest Bncp",26.08,+16.42,+8.60%,-2.08%,+1.66%,+11.91%
FN,Fabrinet,39.23,+1.02,+36.69%,+7.01%,+31.51%,-16.30%
FNSR,"Finisar Corp",16.64,-34.83,-18.23%,-3.98%,+4.13%,-41.35%
FORM,"Formfactor Inc",13.75,-1.32,-12.14%,-2.83%,-1.79%,+1.48%
FORR,"Forrester Resrch",43.65,+7.54,-1.24%,+0.92%,-3.22%,+6.46%
FOSL,"Fossil Group",26.65,+119.35,+242.99%,-14.03%,+87.68%,+151.89%
FOXF,"Fox Factory Cp",50.9,+42.97,+31.02%,+9.46%,+46.47%,+35.37%
FRAN,"Francesca's Holdings",7.59,-14.72,+3.83%,-6.06%,+55.21%,-14.53%
FRGI,"Fiesta Restaurant Gp",29.95,+90.20,+57.63%,+8.71%,+53.20%,+67.32%
FSB,"Franklin Financial Network Inc",37.05,+9.89,+8.65%,-4.51%,+8.65%,-5.12%
FSP,"Franklin Street Properties",8.6,-18.15,-19.88%,+2.44%,+14.28%,-19.20%
FSS,"Federal Signal Corp",24.06,+29.33,+19.76%,+0.88%,+8.38%,+31.76%
FTD,"Ftd Companies",3.42,-80.42,-52.43%,-36.90%,-42.33%,-82.02%
FTK,"Flotek Industries",3.07,-44.52,-34.12%,-6.69%,-23.25%,-63.37%
FTR,"Frontier Commun Cp",4.84,-70.50,-28.33%,-25.92%,-42.73%,-66.72%
FUL,"H. B. Fuller Company",55.67,+8.93,+3.34%,+3.46%,+10.02%,+9.03%
FWRD,"Foward Air Corp",57.77,+10.20,+0.57%,-7.39%,+10.33%,+7.52%
GBCI,"Glacier Bancorp Inc",44.03,+30.58,+11.78%,+7.76%,+13.74%,+25.69%
GBX,"Greenbrier Companies",57.45,+31.98,+7.79%,+17.13%,+29.98%,+28.52%
GCI,"Gannett Co. Inc",10.3,+8.29,-11.13%,-2.83%,+7.52%,+17.45%
GCO,"Genesco Inc",39.85,+28.39,+22.62%,-5.79%,-5.90%,+34.18%
GDOT,"Green Dot Corp",82.18,+97.26,+36.38%,+6.58%,+35.08%,+106.91%
GEOS,"Geospace Technologie",14.29,+0.44,+10.18%,+6.88%,+31.95%,+4.15%
GES,"Guess Inc",22.08,+43.64,+30.81%,+0.14%,-4.25%,+82.03%
GFF,"Griffon Corp",17.9,-15.12,-12.04%,+0.28%,-11.39%,-12.25%
GHL,"Greenhill & Co. Inc",33.15,+104.52,+70.00%,+13.14%,+68.27%,+71.32%
GIFI,"Gulf Island Fab",9.25,-13.40,-31.10%,-3.65%,-3.14%,-20.26%
GIII,"G-III Apparel Gp I",46.31,+79.37,+25.54%,+0.48%,+31.86%,+89.17%
GLT,Glatfelter,20.41,+5.70,-4.80%,+5.10%,-5.60%,+2.00%
GME,"Gamestop Corp",14.78,-27.61,-17.66%,-4.77%,+10.22%,-28.94%
GNBC,"Green Bancorp",24.6,+14.21,+21.18%,+9.09%,+2.93%,+21.78%
GNL,"Global Net Lease Inc",20.84,+0.50,+1.26%,+3.68%,+16.55%,-5.40%
GOV,"Government Properties Income Trust",15.69,-10.77,-15.40%,+4.36%,+25.38%,-10.73%
GPI,"Group 1 Automotive",67,+2.22,-5.59%,-10.57%,+3.57%,+11.18%
GPRE,"Green Plains Inc",15.77,-22.82,-6.38%,-23.05%,-11.38%,-16.53%
GTLS,"Chart Industries In",75.12,+115.06,+60.31%,+18.30%,+29.74%,+115.68%
GTY,"Getty Realty Corp",28.36,+11.65,+4.42%,+2.60%,+14.86%,+17.68%
GWB,"Great Western Bancorp Inc",41.94,+8.63,+5.38%,-3.74%,+4.25%,+3.89%
HA,"Hawaiian Hldgs Inc",36.4,-12.52,-8.66%,-5.21%,-7.26%,-18.75%
HAFC,"Hanmi Financial Cp",27.25,-9.38,-10.21%,-8.56%,-13.35%,-5.38%
HAYN,"Haynes Intl Inc",40.9,+30.01,+27.61%,+5.44%,-3.72%,+33.22%
HCI,"Homeowners Choice",41.96,+2.79,+40.33%,+1.30%,+1.33%,-6.32%
HF,"HFF Inc",36.39,-1.10,-25.19%,+3.00%,-22.95%,+2.16%
HI,"Hillenbrand Inc",49.25,+34.24,+10.18%,+3.90%,+3.90%,+36.81%
HIBB,"Hibbett Sports Inc",23.3,+43.81,+14.22%,+1.30%,-12.57%,+77.86%
HLIT,"Harmonic Inc",4.38,+9.53,+4.17%,+2.94%,+18.24%,+5.42%
HLX,"Helix Energy Solutions Group",8.99,+45.67,+19.23%,+17.82%,+27.52%,+52.12%
HMN,"Horace Mann Educators Corp",44.45,+16.60,+0.79%,-2.52%,-0.22%,+23.30%
HMST,"Homestreet Inc",29.98,+13.26,+3.54%,+4.99%,+14.30%,+8.21%
HMSY,"Hms Hldgs Cp",23.99,+34.27,+41.53%,+4.85%,+33.28%,+24.56%
HOPE,"Hope Bancorp Inc",17.49,-3.04,-4.16%,-5.77%,-0.96%,+0.63%
HPR,"Highpoint Resources Corp.",7.02,+62.38,+36.84%,+17.20%,+8.00%,+116.00%
HQY,Healthequity,79.78,+78.02,+70.98%,-1.05%,+22.53%,+63.79%
HSC,"Harsco Corp",24.1,+50.12,+29.22%,-1.83%,+12.62%,+50.16%
HSII,"Heidrick & Struggl",34.55,+77.68,+40.73%,-5.73%,-8.96%,+55.63%
HSKA,"Heska Corp",106.99,+14.94,+33.39%,+4.86%,+33.92%,+3.78%
HSTM,"Healthstream Inc",27.31,+20.42,+17.92%,-2.25%,+12.39%,+5.08%
HT,"Hersha Hospitality Trust",22.15,+25.47,+27.30%,+2.40%,+14.77%,+21.44%
HTLD,"Heartland Express",19.82,-6.46,-15.08%,+4.26%,+10.73%,-7.47%
HUBG,"Hub Group Inc A",46.65,+26.81,-2.61%,-11.14%,+7.86%,+17.95%
HVT,"Haverty Furniture Companies",20.5,-11.65,-9.49%,-8.07%,+12.33%,-8.69%
HWKN,"Hawkins Inc",37.75,-8.68,+7.24%,+12.02%,+15.80%,-16.48%
HZO,"Marinemax Inc",20.35,+6.25,+7.67%,-7.92%,+14.65%,+43.82%
IBP,"Installed Building Products I",54.85,-6.84,-27.78%,-5.84%,-5.51%,+7.44%
IIIN,"Insteel Industries",42.75,+70.53,+50.95%,+22.25%,+48.39%,+66.02%
IIVI,"I I V I Inc",44.95,+16.16,-4.26%,-5.17%,+12.52%,+11.12%
INDB,"Independent Bk Corp",90.15,+34.76,+29.06%,+9.67%,+22.32%,+26.62%
INGN,"Inogen Inc",202.19,+125.70,+69.79%,+8.67%,+46.00%,+110.70%
INN,"Summit Hotel Properties",14.04,-17.99,-7.81%,-2.57%,-3.70%,-20.45%
INTL,"Intl Fcstone Inc",54.96,+48.35,+29.23%,+4.71%,+20.69%,+45.32%
INVA,"Innoviva Inc",13.93,-1.64,-1.83%,-1.55%,-11.78%,+7.32%
