Symbol,Name,Last,Opinion,"20D Rel Str","20D His Vol","20D Avg Vol","52W Low","52W High"
CUBI,"Customers Bancorp",24.67,"88% Sell",35.01%,37.49%,264305,24.3,33.85
CUTR,"Cutera Inc",34.2,"88% Sell",34.62%,73.15%,272020,30.7,56.05
CVBF,"Cvb Financial Corp",24.52,"96% Buy",60.83%,14.53%,454790,19.58,25.49
CVCO,"Cavco Inds Inc",234.15,"96% Buy",63.52%,34.92%,51785,124.05,239.5
CVGW,"Calavo Growers Inc",101.2,"96% Buy",63.67%,19.82%,123885,65.85,102.8
CWT,"California Water Service Group Holding",41.45,"80% Buy",55.47%,22.05%,247065,35.25,46.15
CYH,"Community Health Systems",3.52,"16% Buy",54.87%,62.56%,2532160,2.66,7.93
CYTK,Cytokinetics,7.05,"64% Sell",40.33%,54.95%,269720,6.2,15.95
DAKT,"Daktronics Inc",9.03,"72% Buy",62.06%,19.31%,263015,7.85,10.86
DAR,"Darling International Inc",20,"8% Buy",52.71%,21.49%,903440,15.56,20.96
DBD,"Diebold Nixdorf Inc",4.4,"88% Sell",24.64%,198.52%,5185435,3.55,23.5
DCOM,"Dime Community Bncsh",18.55,"16% Sell",47.26%,37.48%,282295,17.1,22.65
DDD,"3D Systems Corp",20.37,"96% Buy",68.42%,128.28%,4470400,7.92,20.73
DEA,"Easterly Government Properties",19.98,"32% Buy",54.16%,19.56%,625110,18.73,22.32
DF,"Dean Foods Company",8.1,"80% Sell",31.72%,65.73%,1872885,7.69,12.09
DFIN,"Donnelly Financial Solutions Inc",19.43,"48% Buy",54.14%,33.31%,260045,15.22,22.5
DGII,"Digi Intl Inc",12.9,"32% Sell",46.38%,25.69%,97710,8.55,14.7
DIN,"Dineequity Inc",80.84,"88% Buy",65.50%,32.76%,364765,37.11,82.62
DIOD,"Diodes Inc",36.98,"32% Buy",51.47%,20.87%,311425,26.09,38.7
DNR,"Denbury Resources",4.74,"56% Buy",55.01%,64.65%,9770965,0.92,5.56
DORM,"Dorman Products Inc",80.37,"100% Buy",68.96%,24.55%,118160,56.36,80.5
DPLO,"Diplomat Pharmacy Inc",19.36,"48% Sell",34.93%,46.85%,1674500,14.5,28.74
DRH,"Diamondrock Hospitality Company",11.73,"32% Sell",45.19%,21.99%,1895905,9.87,12.99
DSPG,"D S P Group Inc",12.15,"64% Sell",45.47%,25.20%,74980,11.3,13.95
DSW,"DSW Inc",26.92,"8% Buy",49.00%,31.29%,1410460,15.14,29.27
DXPE,"Dxp Enterprise",46.84,"88% Buy",61.19%,48.49%,86355,24.89,49.5
EBIX,"Ebix Inc",76.95,"8% Sell",44.44%,26.45%,190595,56.4,89.1
EBS,"Emergent Biosolutions",59.43,"100% Buy",63.19%,33.08%,267475,34.56,60
ECHO,"Echo Global Logistic",32.9,"40% Buy",58.29%,29.67%,485020,13.25,34.83
ECOL,"US Ecology Inc",71,"80% Buy",60.97%,44.74%,61615,44.5,73.1
ECPG,"Encore Capital Grp",40.5,"40% Buy",60.62%,44.55%,428580,35.15,52
EE,"El Paso Electric Company",63.85,"80% Buy",66.58%,11.90%,314310,48.05,64.35
EFII,"Elec Imaging Inc",33.92,"24% Buy",50.64%,29.07%,461385,25.28,43.89
EGHT,"8X8 Inc",22.3,"80% Buy",57.49%,35.13%,765440,12,23.1
EGL,"Engility Holdings Inc",34.56,"64% Buy",57.03%,30.32%,140970,21.19,36.51
EGOV,"Nic Inc",17.1,"100% Buy",59.29%,30.57%,371155,12.65,18.9
EGP,"Eastgroup Properties",98.2,"96% Buy",59.09%,14.49%,152200,77.74,99.39
EGRX,"Eagle Pharmaceutical",79.13,"24% Buy",53.24%,29.69%,250470,48.84,85.66
EHTH,"Ehealth Inc",29.62,"96% Buy",69.24%,56.45%,214115,13.61,32.96
EIG,"Employers Holdings Inc",43.65,"16% Buy",53.71%,29.62%,125330,38.35,50.45
ELY,"Callaway Golf Company",22.67,"96% Buy",73.29%,37.79%,1396235,12.91,23.6
ENDP,"Endo Int'l Plc",15.91,"88% Buy",73.45%,92.14%,6134975,5.27,17.34
ENSG,"The Ensign Group In",37.34,"48% Buy",54.04%,34.87%,235470,19.4,40.09
ENTA,"Enanta Pharmaceutica",90.34,"48% Sell",39.68%,89.78%,337425,37.13,127.77
ENVA,"Enova International Inc",35.7,"48% Buy",55.13%,57.80%,361980,11.15,39
EPAY,"Bottomline Tech In",61.51,"96% Buy",73.43%,28.10%,442320,28.2,61.63
ERA,"Era Group Inc",11.85,"64% Sell",36.00%,39.59%,50200,8.13,14.23
ESE,"Esco Technologies Inc",68.75,"96% Buy",72.14%,23.18%,88755,51.55,68.95
ESIO,"Electro Sci Inds",22.79,"72% Buy",63.05%,73.09%,968965,10.76,27.72
ESND,"Essendant Inc",15.18,"24% Buy",54.81%,66.22%,248965,7.2,17.08
ETH,"Ethan Allen Interiors Inc",23.3,Hold,50.36%,21.73%,276720,21.5,32.9
EVTC,"Evertec Inc",24.55,"96% Buy",61.55%,25.15%,507610,12.6,25.1
EXLS,"Exlservice Holdings",60.71,"56% Buy",57.25%,15.90%,92100,52.52,64.34
EXPO,"Exponent Inc",51.05,"72% Buy",55.66%,21.84%,174510,31.73,52.63
EXPR,"Express Inc",10.56,"72% Buy",58.11%,40.20%,1241815,5.28,11.34
EXTN,"Exterran Corp",27.71,"8% Buy",52.22%,35.54%,113715,23.42,33.69
EXTR,"Extreme Networks",6.35,"88% Sell",32.69%,138.27%,2757660,5.35,15.55
EZPW,"Ezcorp Inc",11.15,"80% Sell",41.02%,29.93%,517725,8.65,15.1
FARO,"Faro Tech Inc",66.2,"48% Buy",61.87%,59.17%,95290,32.6,70.2
FBP,"First Bancorp",8.77,"96% Buy",66.65%,19.44%,1686765,4.48,8.92
FCF,"First Commonwealth Financial Corp",17.06,"88% Buy",58.30%,25.40%,421225,12.06,17.91
FCFS,"First Cash Fin Svcs",80.2,"48% Sell",35.05%,32.95%,252440,57.75,95.4
FCN,"Fti Consulting",76.43,"16% Buy",59.08%,42.57%,564520,31.77,81.91
FCPT,"Four Corners Property Trust In",27.24,"96% Buy",76.74%,11.57%,503020,21.28,27.48
FELE,"Franklin Electric Co",48.95,"88% Buy",56.28%,37.18%,132015,37.6,49.5
FF,"Futurefuel Corp",14.57,"88% Buy",61.15%,28.89%,51355,11.32,16.22
FFBC,"First Finl Bncp [Oh]",31.5,"16% Buy",51.95%,22.47%,284815,22.8,33.7
FFIN,"First Finl Bkshs Inc",60.25,"100% Buy",66.85%,18.11%,192460,37.31,60.53
FIX,"Comfort Systems USA",56.45,"88% Buy",73.04%,36.20%,394660,32.65,59.05
FLOW,"SPX Flow Inc",48.1,"88% Buy",58.53%,47.10%,194980,31.28,54.92
FMBI,"First Midwest Bncp",27.17,"72% Buy",56.97%,16.08%,408980,20.5,27.4
FN,Fabrinet,44,"96% Buy",70.59%,25.64%,338065,24.02,44.33
FNSR,"Finisar Corp",19.19,"80% Buy",63.96%,24.89%,1814930,14.25,25.44
FORM,"Formfactor Inc",13.4,"64% Sell",46.64%,43.98%,512750,11.1,18.65
FORR,"Forrester Resrch",48,"96% Buy",66.28%,23.79%,49280,36.95,48.45
FOSL,"Fossil Group",24.68,"24% Sell",47.13%,85.13%,2104410,5.5,32.17
FOXF,"Fox Factory Cp",63.75,"88% Buy",70.67%,80.51%,253385,33.2,68.3
FRAN,"Francesca's Holdings",7.27,"24% Sell",47.23%,37.90%,661710,4.51,8.48
FRGI,"Fiesta Restaurant Gp",29.4,"48% Buy",57.29%,21.76%,202235,15.5,30.88
FSB,"Franklin Financial Network Inc",38.4,"56% Buy",52.51%,19.55%,103425,30.3,40.3
FSP,"Franklin Street Properties",8.5,"40% Buy",51.74%,23.08%,291720,7.08,11
FSS,"Federal Signal Corp",26.11,"88% Buy",58.85%,65.86%,296955,17.95,28.32
FTD,"Ftd Companies",3.79,"40% Sell",43.67%,70.55%,256345,3.25,13.95
FTK,"Flotek Industries",2.12,"88% Sell",29.02%,109.72%,836510,1.94,6.77
FTR,"Frontier Commun Cp",5.73,"16% Buy",52.26%,69.75%,3740775,4.52,14.24
FUL,"H. B. Fuller Company",57.84,"96% Buy",59.45%,15.53%,243305,46.62,58.74
FWRD,"Foward Air Corp",63.72,"88% Buy",58.97%,33.27%,140355,49.88,64.99
GBCI,"Glacier Bancorp Inc",44.76,"96% Buy",64.14%,16.59%,337430,31.38,44.88
GBX,"Greenbrier Companies",57.8,"40% Buy",57.18%,21.91%,362735,41.95,60.15
GCI,"Gannett Co. Inc",10.49,"16% Buy",53.25%,24.91%,966205,7.94,12.38
GCO,"Genesco Inc",45.4,"72% Buy",63.18%,32.51%,252935,20.9,45.9
GDOT,"Green Dot Corp",84.7,"96% Buy",62.03%,26.54%,327440,46.12,85.93
GEOS,"Geospace Technologie",13.91,"48% Buy",53.59%,32.24%,67725,9.18,18.71
GES,"Guess Inc",23.3,"32% Buy",53.75%,52.68%,549090,11.98,26.15
GFF,"Griffon Corp",17.95,"32% Sell",47.95%,31.55%,197110,16.8,24.5
GHL,"Greenhill & Co. Inc",29.85,"24% Sell",43.06%,21.02%,367495,13.8,33.45
GIFI,"Gulf Island Fab",9.45,Hold,50.02%,49.53%,50200,6.9,13.95
GIII,"G-III Apparel Gp I",44.44,"24% Sell",49.38%,45.43%,400135,23.03,51.2
GLT,Glatfelter,16.42,"80% Sell",38.36%,82.62%,364320,15.3,23.85
GME,"Gamestop Corp",15.85,"100% Buy",60.46%,22.62%,2178175,12.2,22.12
GNBC,"Green Bancorp",24.25,"56% Buy",56.12%,35.37%,324435,19.5,25.15
GNL,"Global Net Lease Inc",21.63,"48% Buy",56.75%,28.33%,727255,15.55,22.53
GOV,"Government Properties Income Trust",16.78,"96% Buy",62.62%,31.96%,812475,11.87,19.6
GPI,"Group 1 Automotive",79.35,"96% Buy",65.01%,39.70%,318285,53.04,84.47
GPRE,"Green Plains Inc",17.95,"8% Sell",53.99%,31.10%,833650,15.25,21.9
GTLS,"Chart Industries In",77.08,"40% Buy",61.36%,20.04%,290755,32.58,80.31
GTY,"Getty Realty Corp",29.25,"96% Buy",63.82%,13.01%,86840,22.68,29.89
GWB,"Great Western Bancorp Inc",43.53,"72% Buy",56.83%,25.61%,232385,33.27,46.03
HA,"Hawaiian Hldgs Inc",43.95,"80% Buy",67.36%,42.62%,711025,32.4,44.3
HAFC,"Hanmi Financial Cp",25.8,"16% Sell",41.55%,38.26%,200415,24.25,33.1
HAYN,"Haynes Intl Inc",38.32,"40% Sell",42.67%,27.08%,61295,29.63,45.14
HCI,"Homeowners Choice",41.22,"48% Sell",49.00%,33.53%,38950,27.11,44.25
HF,"HFF Inc",44.65,"48% Buy",66.20%,49.18%,350380,32.99,51.74
HFWA,"Heritage Financial",35.75,"48% Buy",54.83%,19.29%,254845,25.25,37.38
HI,"Hillenbrand Inc",52,"88% Buy",63.08%,21.92%,266370,34.65,52.8
HIBB,"Hibbett Sports Inc",26.95,"72% Buy",63.83%,36.16%,552025,10.38,29.5
HLIT,"Harmonic Inc",5.25,"88% Buy",66.49%,46.44%,433000,2.8,5.35
HLX,"Helix Energy Solutions Group",8.97,"8% Buy",51.70%,42.12%,1695190,5.44,10.41
HMN,"Horace Mann Educators Corp",46.15,"56% Buy",58.76%,15.78%,95875,33.85,47.65
HMST,"Homestreet Inc",29.6,"24% Buy",54.38%,21.94%,110165,24.2,32.6
HMSY,"Hms Hldgs Cp",31.61,"96% Buy",81.93%,54.20%,707725,11.01,32.5
HOPE,"Hope Bancorp Inc",17.59,"16% Sell",51.29%,15.77%,656600,16.74,19.86
HPR,"Highpoint Resources Corp.",4.91,"88% Sell",32.19%,56.72%,1973445,2.66,7.6
HQY,Healthequity,86.33,"96% Buy",63.53%,38.79%,315135,40.21,88.3
HSC,"Harsco Corp",26,"72% Buy",59.96%,29.61%,402340,15.55,26.75
HSII,"Heidrick & Struggl",41.85,"64% Buy",60.39%,67.73%,198160,17.9,44.35
HSKA,"Heska Corp",101.33,"8% Buy",48.60%,31.61%,39400,56.59,111.34
HSTM,"Healthstream Inc",30.44,"96% Buy",61.19%,31.96%,144235,21.15,30.89
HT,"Hersha Hospitality Trust",22.05,"72% Buy",55.58%,19.79%,329920,16.6,22.57
HTLD,"Heartland Express",20.14,"80% Buy",58.14%,30.42%,470795,17.38,25.22
HUBG,"Hub Group Inc A",51.3,"56% Buy",53.59%,45.65%,420565,35.05,56.6
HVT,"Haverty Furniture Companies",22.4,"80% Buy",63.42%,23.87%,82155,17.7,27.23
HWKN,"Hawkins Inc",40.1,"72% Buy",58.44%,53.25%,25070,30.55,42.6
HZO,"Marinemax Inc",20.65,"16% Buy",54.03%,40.60%,358375,14.88,25.05
IBP,"Installed Building Products I",45.2,"100% Sell",32.29%,46.23%,192815,45.04,79.4
IIIN,"Insteel Industries",39.83,"8% Buy",53.85%,25.47%,181450,23.5,43.78
IIVI,"I I V I Inc",45.8,"40% Buy",55.02%,59.32%,667340,34.05,53.08
INDB,"Independent Bk Corp",90,"72% Buy",64.97%,13.72%,88165,66.3,95
INGN,"Inogen Inc",231.57,"88% Buy",66.56%,40.79%,225360,91.8,242.1
INN,"Summit Hotel Properties",13.6,"64% Sell",42.76%,19.99%,502530,12.77,16.39
INTL,"Intl Fcstone Inc",54.8,"32% Buy",54.55%,20.84%,43020,33.11,57
INVA,"Innoviva Inc",14.08,"24% Sell",49.44%,23.06%,701335,11.47,17.99
IOSP,"Innospec Inc",77.15,Hold,48.26%,30.33%,112415,54.1,83.2
IPAR,"Inter Parfums Inc",65.05,"96% Buy",71.59%,29.29%,108225,37.7,65.1
IPHS,"Innophos Hldngs Inc",43.69,"48% Sell",35.69%,26.49%,78790,38.66,51.34
IRBT,"Irobot Corp",97.3,"100% Buy",72.91%,63.58%,1090160,55.77,100.96
IRDM,"Iridium Comm Inc",20.7,"96% Buy",67.14%,35.89%,1052555,9.68,20.75
IRT,"Independence Realty Trust Inc",10.29,"48% Buy",56.40%,17.60%,483450,8.26,10.63
ITG,"Investment Technology Group",22.12,"40% Buy",50.87%,44.56%,211210,17.63,23.96
ITGR,"Integer Holdings Corp",72.15,"64% Buy",58.23%,20.64%,287670,42.5,76.85
ITRI,"Itron Inc",63.15,"32% Buy",56.01%,32.37%,277320,55.26,79.95
