Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
AAOI,"Applied Optoelect",40.27,0.11,+0.27%,40.76,39.5,603800,08/20/18
AAON,"Aaon Inc",42.15,0.95,+2.31%,42.25,41.1,219100,08/20/18
AAT,"American Assets Trust",39.64,0.24,+0.61%,39.85,39.35,289700,08/20/18
AAWW,"Atlas Air Ww",61.2,0.95,+1.58%,61.5,60,186200,08/20/18
AAXN,"Axon Inc",64.16,0.01,+0.02%,64.68,63.08,468400,08/20/18
ABCB,"Ameris Bancorp",49.65,0.05,+0.10%,49.85,49.17,187600,08/20/18
ABG,"Asbury Automotive Group Inc",76.05,1.3,+1.74%,76.35,74.99,118400,08/20/18
ABM,"ABM Industries Incorporated",32.29,0.44,+1.38%,32.4,31.88,544900,08/20/18
ACET,"Aceto Cp",3.31,0.05,+1.38%,3.33,3.26,180900,08/20/18
ACLS,"Axcelis Tech Inc",19.15,-0.05,-0.26%,19.55,18.75,700100,08/20/18
ACOR,"Acorda Therapeutics",28.35,0.15,+0.53%,28.5,27.9,240000,08/20/18
ADC,"Agree Realty Corp",56.13,0.24,+0.43%,56.28,55.82,147500,08/20/18
ADTN,"Adtran Inc",16.55,0.2,+1.22%,16.65,16.4,381100,08/20/18
AEGN,"Aegion Corp",25,0.44,+1.79%,25,24.57,56800,08/20/18
AEIS,"Advanced Energy",57.49,-0.09,-0.16%,58,57.06,250400,08/20/18
AEL,"American Equity Investment Life",37.41,0.05,+0.13%,37.66,37.05,244500,08/20/18
AGYS,"Agilysys Inc",15.85,-0.12,-0.75%,15.96,15.75,48100,08/20/18
AHH,"Armada Hoffler Properties Inc",16.04,0.05,+0.31%,16.14,15.95,229100,08/20/18
AIN,"Albany International Corp",77.05,0.15,+0.20%,77.63,76.9,108200,08/20/18
AIR,"AAR Corp",45.1,0.37,+0.83%,45.31,44.63,137900,08/20/18
AIT,"Applied Industrial Technologies",77.15,0.75,+0.98%,77.53,76.2,206400,08/20/18
AJRD,"Aerojet Rocketdyne Holdings",35.81,-0.04,-0.11%,36.21,35.6,279200,08/20/18
