Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
AAOI,"Applied Optoelect",40.92,3.69,+9.91%,46,40.28,5951300,08/08/18
AAON,"Aaon Inc",38.85,0.1,+0.26%,39.2,38.45,148400,08/08/18
AAT,"American Assets Trust",38.62,0,unch,38.75,38.29,159400,08/08/18
AAWW,"Atlas Air Ww",61.8,-0.53,-0.84%,63.1,61.45,255200,08/08/18
AAXN,"Axon Inc",59.78,-7.84,-11.59%,63.19,56.09,4298700,08/08/18
ABCB,"Ameris Bancorp",49.4,0.65,+1.33%,49.65,48.55,449800,08/08/18
ABG,"Asbury Automotive Group Inc",75.45,0.95,+1.28%,75.6,74.15,153800,08/08/18
ABM,"ABM Industries Incorporated",31.38,-0.06,-0.19%,31.51,31.26,369100,08/08/18
ACET,"Aceto Cp",3.2,-0.04,-1.23%,3.24,3.13,157900,08/08/18
ACLS,"Axcelis Tech Inc",22.35,0.05,+0.22%,22.5,22,200300,08/08/18
ACOR,"Acorda Therapeutics",26.6,-0.25,-0.93%,26.95,26.5,243300,08/08/18
ADC,"Agree Realty Corp",53.76,0.13,+0.24%,53.93,53.42,96600,08/08/18
ADTN,"Adtran Inc",15.95,-0.35,-2.15%,16.35,15.9,244000,08/08/18
AEGN,"Aegion Corp",25.1,-0.06,-0.24%,25.13,24.76,69000,08/08/18
AEIS,"Advanced Energy",62.34,0.96,+1.56%,62.37,61.04,355500,08/08/18
AEL,"American Equity Investment Life",36.82,0.52,+1.43%,36.97,36.33,646900,08/08/18
AGYS,"Agilysys Inc",15.47,0.21,+1.38%,15.51,15.25,78200,08/08/18
AHH,"Armada Hoffler Properties Inc",15.58,-0.13,-0.83%,15.74,15.55,338700,08/08/18
AIN,"Albany International Corp",76.45,1.5,+2.00%,76.6,74.55,423000,08/08/18
AIR,"AAR Corp",46.99,0.4,+0.86%,47.05,46.29,88300,08/08/18
AIT,"Applied Industrial Technologies",74.5,0.65,+0.88%,74.55,73.45,137500,08/08/18
AJRD,"Aerojet Rocketdyne Holdings",34.47,0.1,+0.29%,34.59,33.71,348600,08/08/18
AKR,"Acadia Realty Trust",26.82,-0.04,-0.15%,26.91,26.59,247500,08/08/18
AKS,"AK Steel Holding Corp",4.48,-0.01,-0.22%,4.53,4.35,9069000,08/08/18
ALG,"Alamo Group",96.28,0.06,+0.06%,96.69,95.15,44200,08/08/18
ALGT,"Allegiant Travel Com",128.95,0.7,+0.55%,129.95,126.86,137000,08/08/18
ALRM,Alarm.Com,48.24,3.3,+7.34%,52.6,47.47,2452600,08/08/18
AMAG,"Amag Pharmaceuticals",25.2,0.25,+1.00%,25.5,24.75,642000,08/08/18
AMBC,"Ambac Financial Grp",20.93,0.23,+1.11%,21.12,20.54,466100,08/08/18
AMED,"Amedisys Inc",110.21,1.96,+1.81%,111.09,108.71,310400,08/08/18
AMN,"Amn Healthcare Services Inc",55.5,0.25,+0.45%,56.35,55.42,417300,08/08/18
AMPH,"Amphastar Pharma",17.97,0.17,+0.96%,18.03,17.69,97500,08/08/18
AMSF,"Amerisafe Inc",62.25,0.15,+0.24%,62.55,61.45,55000,08/08/18
AMWD,"Amer Woodmark Cp",84.95,-0.45,-0.53%,85.55,84,57100,08/08/18
ANDE,"Andersons Inc",40.1,4.6,+12.96%,40.8,36.9,504000,08/08/18
ANF,"Abercrombie & Fitch Company",25.91,-0.4,-1.52%,26.48,25.77,1919100,08/08/18
ANGO,"Angiodynamics Inc",21.23,-0.23,-1.07%,21.57,21.21,125300,08/08/18
ANIK,"Anika Therapeutics",41.25,-0.35,-0.84%,41.72,40.81,98800,08/08/18
ANIP,"ANI Pharma Inc",57.06,0.62,+1.10%,57.39,54.56,294900,08/08/18
APEI,"American Pub. Edu.",43.45,0,unch,43.85,42.9,76900,08/08/18
APOG,"Apogee Entrpr Inc",49.84,0,unch,50.13,49.5,126800,08/08/18
ARCB,"Arcbest Corp",47.8,0,unch,48.2,47.05,191800,08/08/18
ARI,"Apollo Commercial Real Estate",18.69,-0.14,-0.74%,18.84,18.65,1228100,08/08/18
AROC,"Archrock Inc",13.2,0,unch,13.3,13,424800,08/08/18
ARR,"Armour Residential R",23.33,-0.04,-0.17%,23.41,23.26,298600,08/08/18
ASGN,"On Assignment",91.87,-0.23,-0.25%,92.68,91.68,288600,08/08/18
ASIX,"Advansix Inc",34.44,0.03,+0.09%,34.57,33.6,281800,08/08/18
ASNA,"Ascena Retail Grp",4.1,-0.01,-0.24%,4.21,4,1138700,08/08/18
ASTE,"Astec Inds Inc",46.41,-0.21,-0.45%,47.37,46.34,164600,08/08/18
ATNI,"Atn International",66.52,-0.83,-1.23%,67.33,65.73,57700,08/08/18
ATU,"Actuant Corp",28,-0.1,-0.36%,28.1,27.7,105100,08/08/18
AVA,"Avista Corp",50.61,-0.09,-0.18%,50.77,50.51,255800,08/08/18
AVAV,"Aerovironment Inc",77.73,0.94,+1.22%,78.84,76.21,168500,08/08/18
AVD,"American Vanguard Corp",20.1,-0.4,-1.95%,20.7,19.95,119900,08/08/18
AVP,"Avon Products",1.78,0,unch,1.82,1.7,5460500,08/08/18
AWR,"American States Water Company",59.68,-0.83,-1.37%,60.45,59.66,191300,08/08/18
AXE,"Anixter International Inc",73.4,0.6,+0.82%,73.45,72.05,117200,08/08/18
AXL,"American Axle & Manufacturing",17.46,0.16,+0.92%,17.61,17.01,1470200,08/08/18
AZZ,"Azz Inc",54.1,0,unch,54.35,53.4,104700,08/08/18
B,"Barnes Group",67.25,0.1,+0.15%,67.7,66.59,125100,08/08/18
BABY,"Natus Medical Inc",35.3,-0.65,-1.81%,36.25,35.15,224200,08/08/18
BANC,"First Pactrust Bancorp",20.05,0.15,+0.75%,20.1,19.75,250300,08/08/18
BANR,"Banner Corp",65.03,0,unch,65.86,64.78,196500,08/08/18
BCC,"Boise Cascade L.L.C.",44,0,unch,44.15,43.55,450600,08/08/18
BCOR,"Blucora Inc",34.7,-0.3,-0.86%,35.1,34.2,361900,08/08/18
BCPC,"Balchem Cp",102.03,0.36,+0.35%,102.07,100.57,67700,08/08/18
BEAT,"Biotelemetry Inc",57.85,0.35,+0.61%,58.5,56.65,321000,08/08/18
BEL,"Belmond Ltd",11.15,-0.05,-0.45%,11.2,11.1,380800,08/08/18
BELFB,"Bel Fuse Inc Cl B",25.15,0.9,+3.71%,25.5,24.4,24700,08/08/18
BFS,"Saul Centers",54.87,0.29,+0.53%,55.07,53.79,16000,08/08/18
BGFV,"Big 5 Sporting",5.65,-0.1,-1.74%,5.85,5.6,215000,08/08/18
BGG,"Briggs & Stratton Corp",17.42,-0.41,-2.30%,17.89,17.42,240900,08/08/18
BGS,"B&G Foods Holdings",30.65,-0.4,-1.29%,31.25,30.4,503900,08/08/18
BHE,"Benchmark Electronics",25.65,0.15,+0.59%,25.83,25.35,355900,08/08/18
BHLB,"Berkshire Hills Bancorp",41.5,0.35,+0.85%,41.67,40.7,177700,08/08/18
