Symbol,Name,Last,Opinion,"20D Rel Str","20D His Vol","20D Avg Vol","52W Low","52W High"
AAOI,"Applied Optoelect",42.79,"48% Buy",54.36%,53.19%,1296595,22.54,71.29
AAON,"Aaon Inc",41.35,"80% Buy",69.19%,23.94%,195830,29.05,43.3
AAT,"American Assets Trust",39.29,"88% Buy",59.04%,17.19%,175895,30.62,41.69
AAWW,"Atlas Air Ww",61.4,"40% Sell",40.30%,28.45%,303755,50.65,75.29
AAXN,"Axon Inc",64.01,Hold,48.19%,55.27%,863610,20.57,76.45
ABCB,"Ameris Bancorp",50,"16% Sell",46.63%,25.31%,393595,41.05,59.05
ABG,"Asbury Automotive Group Inc",75.75,"88% Buy",59.90%,18.65%,197030,50.3,77.75
ABM,"ABM Industries Incorporated",30.35,"40% Sell",45.27%,32.36%,614225,28.17,44.83
ACET,"Aceto Cp",3.24,"40% Sell",46.81%,32.13%,147630,2.22,16.08
ACLS,"Axcelis Tech Inc",19.4,"80% Sell",39.50%,36.22%,396720,18.75,37.05
ACOR,"Acorda Therapeutics",28.9,"56% Buy",56.18%,30.53%,386205,16.55,36.35
ADC,"Agree Realty Corp",56.33,"96% Buy",66.17%,13.37%,126730,43.74,57.04
ADTN,"Adtran Inc",17,"100% Buy",64.57%,16.87%,229925,13.95,25.1
AEGN,"Aegion Corp",25.25,"24% Buy",51.55%,21.30%,78325,19.81,28.19
AEIS,"Advanced Energy",58.2,"56% Sell",43.87%,22.62%,470940,56.22,95
AEL,"American Equity Investment Life",36.89,"88% Buy",57.66%,15.81%,353955,25.43,38.56
AGYS,"Agilysys Inc",16.45,"56% Buy",58.97%,37.23%,93840,10.03,16.8
AHH,"Armada Hoffler Properties Inc",15.86,"88% Buy",60.05%,16.25%,292955,12.73,16.17
AIN,"Albany International Corp",76.95,"88% Buy",68.33%,57.21%,183785,51.1,78.9
AIR,"AAR Corp",45.77,"8% Sell",48.07%,19.35%,136315,34.25,49.05
AIT,"Applied Industrial Technologies",76.65,"88% Buy",56.68%,28.16%,217225,54.9,78.9
AJRD,"Aerojet Rocketdyne Holdings",36.09,"80% Buy",64.01%,72.80%,926220,24.41,37.7
AKR,"Acadia Realty Trust",28.65,"96% Buy",64.84%,19.25%,398405,21.34,30.63
AKS,"AK Steel Holding Corp",4.25,"48% Sell",42.38%,59.78%,13856350,4,6.8
ALG,"Alamo Group",97.9,"24% Buy",58.24%,19.96%,83645,87.54,120.58
ALGT,"Allegiant Travel Com",136.2,"16% Sell",50.33%,23.73%,155880,111.54,181.45
ALRM,Alarm.Com,54.59,"96% Buy",68.83%,40.58%,541895,33.39,57.92
AMAG,"Amag Pharmaceuticals",24.5,"56% Buy",57.19%,33.34%,571770,11.93,26.1
AMBC,"Ambac Financial Grp",21.73,"64% Buy",62.32%,20.85%,390190,13.17,23.34
AMED,"Amedisys Inc",123.73,"96% Buy",84.65%,37.96%,441620,45.6,124.82
AMN,"Amn Healthcare Services Inc",57.55,"24% Sell",48.18%,49.84%,464145,36.9,68.2
AMPH,"Amphastar Pharma",18.12,"80% Buy",58.77%,25.52%,139460,14.4,20.45
AMSF,"Amerisafe Inc",62.55,"48% Buy",53.43%,10.94%,79815,51.55,67.82
AMWD,"Amer Woodmark Cp",81.95,"80% Sell",42.82%,32.58%,114165,78.75,148.44
ANDE,"Andersons Inc",40.45,"88% Buy",67.39%,45.57%,157475,29.6,41.7
ANF,"Abercrombie & Fitch Company",28.69,"80% Buy",59.79%,54.35%,1957730,10.56,29.69
ANGO,"Angiodynamics Inc",22.5,"88% Buy",58.47%,17.60%,164680,15.16,23.95
ANIK,"Anika Therapeutics",41.47,"56% Buy",57.21%,21.14%,123150,28.54,69.81
ANIP,"ANI Pharma Inc",57.3,"40% Sell",32.81%,54.18%,138225,45.33,74.7
APEI,"American Pub. Edu.",35.65,"64% Sell",33.33%,84.94%,130420,17.4,46.15
APOG,"Apogee Entrpr Inc",49.94,"72% Buy",56.47%,21.32%,130955,37.24,51.33
ARCB,"Arcbest Corp",47.05,"48% Buy",52.79%,35.52%,276275,25.1,50.45
ARI,"Apollo Commercial Real Estate",19.35,"96% Buy",62.46%,8.44%,1004660,17.56,19.5
AROC,"Archrock Inc",12.8,"40% Buy",51.88%,38.23%,699740,8.25,13.75
ARR,"Armour Residential R",23.71,"64% Buy",56.44%,8.54%,456610,21.4,27.55
ASGN,"On Assignment",90.48,"40% Buy",56.72%,21.17%,291810,44.66,94.25
ASIX,"Advansix Inc",33.06,"88% Sell",36.82%,43.28%,215950,30.36,46.51
ASNA,"Ascena Retail Grp",4.91,"96% Buy",69.90%,48.95%,1724040,1.69,5.28
ASTE,"Astec Inds Inc",47.84,"16% Sell",40.36%,34.59%,218400,44.92,64.8
ATNI,"Atn International",73.69,"88% Buy",69.01%,33.76%,58715,49.34,75.94
ATU,"Actuant Corp",29.35,"88% Buy",60.83%,17.85%,256945,21.5,30.05
AVA,"Avista Corp",51.46,Hold,53.89%,5.94%,406045,47.5,52.91
AVAV,"Aerovironment Inc",84.46,"96% Buy",70.17%,24.17%,220160,38.4,87.53
AVD,"American Vanguard Corp",20.4,"48% Sell",46.00%,31.45%,80190,18.01,24
AVP,"Avon Products",2.01,"64% Buy",65.92%,54.86%,7606505,1.38,2.99
AWR,"American States Water Company",61.06,"88% Buy",57.86%,17.69%,194425,47.53,61.66
AXE,"Anixter International Inc",71.85,"56% Buy",55.17%,22.67%,193485,56.25,88.85
AXL,"American Axle & Manufacturing",17.72,"96% Buy",57.52%,40.09%,1785375,13.38,20.27
AZZ,"Azz Inc",53.85,"40% Buy",57.00%,14.91%,104420,39.5,56.05
B,"Barnes Group",67.92,"88% Buy",61.28%,31.81%,209805,52.42,72.87
BABY,"Natus Medical Inc",36.45,"72% Buy",54.77%,29.75%,214355,28,43.6
BANC,"First Pactrust Bancorp",19.9,"16% Buy",51.78%,15.01%,336195,17.1,23.4
BANR,"Banner Corp",66.01,"72% Buy",61.81%,15.03%,137420,52.2,67.11
BCC,"Boise Cascade L.L.C.",44.9,"32% Buy",51.10%,21.95%,421495,28.2,49.3
BCOR,"Blucora Inc",35.8,"32% Buy",49.67%,37.75%,399660,19.05,40.6
BCPC,"Balchem Cp",104.09,"96% Buy",58.84%,29.19%,95620,70.23,105.29
BEAT,"Biotelemetry Inc",59.2,"96% Buy",67.00%,34.98%,366890,23.3,59.5
BEL,"Belmond Ltd",16.1,"96% Buy",77.66%,105.78%,859310,10.3,16.55
BELFB,"Bel Fuse Inc Cl B",27.15,"96% Buy",68.35%,52.86%,19210,17.1,33.45
BFS,"Saul Centers",58.55,"80% Buy",65.60%,21.10%,38750,46.71,65.43
BGFV,"Big 5 Sporting",5.9,"48% Sell",40.89%,47.23%,316840,5.05,9.75
BGG,"Briggs & Stratton Corp",20.69,"64% Buy",66.98%,40.57%,447965,16.26,27.34
BGS,"B&G Foods Holdings",31.35,"56% Buy",52.05%,22.02%,642760,22,39.75
BHE,"Benchmark Electronics",25.85,"24% Sell",43.02%,14.59%,373840,23.98,35.8
BHLB,"Berkshire Hills Bancorp",42.6,"88% Buy",59.62%,16.12%,178105,33.15,44.25
BJRI,"Bj's Restaurants Inc",70.85,"100% Buy",71.33%,32.87%,394690,28,73.05
BKE,"Buckle Inc",27.8,"72% Buy",61.25%,41.07%,440475,14.05,28.8
BKS,"Barnes & Noble",5.75,"8% Sell",45.85%,26.73%,751155,4.1,8
BLD,"Topbuild Corp",69.88,"96% Sell",39.53%,48.86%,388190,54.52,87.21
BMI,"Badger Meter",54.25,"96% Buy",64.17%,24.50%,110075,41,55.45
BNED,"Barnes & Noble Education Inc C",5.44,"56% Sell",41.81%,69.00%,317045,4.99,9.1
BOFI,"Bofi Holding Inc",38.62,"32% Sell",46.18%,46.13%,661885,24.2,45.18
BPFH,"Boston Pvt Finl Hldg",14.15,"32% Sell",37.14%,15.45%,444495,13.77,17.85
BRC,"Brady Corp",39.25,"64% Buy",58.20%,19.07%,246445,32.6,40.9
BRKL,"Brookline Bancorp",18.25,"32% Buy",50.10%,13.88%,307515,13.63,19.35
BRKS,"Brooks Automation",29.39,"48% Sell",42.91%,30.86%,563190,21.75,36.45
BRS,"Bristow Group Inc",11.03,"88% Sell",35.94%,50.97%,764915,7.83,18.91
CACI,"Caci International",192.05,"96% Buy",66.98%,26.29%,148940,121.6,194.95
CAL,"Caleres Inc",38.45,"96% Buy",65.34%,29.74%,249805,24.37,39.13
CALM,"Cal-Maine Foods In",50.1,"40% Buy",63.70%,18.22%,374725,34.03,52.3
CAMP,"Calamp Corp",23.33,"40% Buy",53.33%,16.64%,281345,18.16,25.45
CASH,"Meta Financial Grp",86,"96% Sell",32.69%,28.82%,71625,64,117.97
CATM,"Cardtronics Inc",38.16,"96% Buy",74.11%,94.15%,675290,15.8,38.38
CATO,"Cato Corp",20.1,"72% Sell",33.11%,67.42%,336545,10.76,26.88
CBB,"Cincinnati Bell Inc",12.45,"56% Sell",45.45%,125.24%,558935,9.9,22.2
CBL,"Cbl & Associates Properties",4.46,"64% Sell",39.84%,66.82%,3754400,3.8,9.1
CBM,"Cambrex Corp",64,"64% Buy",62.66%,33.83%,367080,42.55,67.75
CBU,"Community Bank System",66.17,"96% Buy",63.63%,14.95%,157690,48.89,67.07
CCMP,"Cabot Microelectron",111.63,"24% Sell",43.03%,38.37%,231055,68.88,123.76
CCOI,"Cogent Comm Hldgs",52.4,"24% Buy",51.18%,17.40%,221970,35.75,57.65
