Symbol,Name,Last,Opinion,"20D Rel Str","20D His Vol","20D Avg Vol","52W Low","52W High"
ATNI,"Atn International",73.23,"64% Buy",65.34%,28.87%,54405,49.34,75.94
ATU,"Actuant Corp",29.45,"64% Buy",60.35%,13.37%,255000,21.5,30.05
AVA,"Avista Corp",51.31,"24% Sell",50.59%,6.34%,364225,47.5,52.91
AVAV,"Aerovironment Inc",87.96,"96% Buy",74.51%,16.24%,200355,38.71,88.46
AVD,"American Vanguard Corp",21.9,"32% Buy",57.37%,33.12%,90075,18.01,24
AVP,"Avon Products",2,"64% Buy",61.15%,52.47%,7149550,1.38,2.99
AWR,"American States Water Company",60.43,"40% Buy",53.74%,12.35%,142860,47.53,61.66
AXE,"Anixter International Inc",72.1,"56% Buy",54.81%,19.56%,138515,56.25,88.85
AXL,"American Axle & Manufacturing",17.71,"48% Buy",54.58%,31.70%,1537325,13.38,20.27
AZZ,"Azz Inc",53.75,"24% Buy",55.38%,12.73%,83795,39.5,56.05
B,"Barnes Group",68.06,"72% Buy",60.56%,14.35%,157925,52.42,72.87
BABY,"Natus Medical Inc",37.3,"72% Buy",58.24%,26.76%,158050,28,43.6
BANC,"First Pactrust Bancorp",20.15,"72% Buy",55.58%,10.78%,272765,17.1,23.4
BANR,"Banner Corp",64.33,"8% Buy",51.83%,13.29%,161130,52.2,67.11
BCC,"Boise Cascade L.L.C.",43.7,"40% Sell",45.49%,22.23%,379065,28.6,49.3
BCOR,"Blucora Inc",36.2,"24% Buy",51.87%,13.71%,294295,19.05,40.6
BCPC,"Balchem Cp",110.89,"100% Buy",68.53%,26.04%,91995,70.23,111.62
BEAT,"Biotelemetry Inc",61.8,"100% Buy",69.04%,34.49%,323490,23.3,61.8
BEL,"Belmond Ltd",16.75,"88% Buy",80.54%,103.92%,932745,10.3,16.85
BELFB,"Bel Fuse Inc Cl B",28.65,"96% Buy",70.00%,28.02%,17565,17.1,33.45
BFS,"Saul Centers",60,"96% Buy",68.85%,16.60%,33045,46.71,65.43
BGFV,"Big 5 Sporting",5.7,"72% Sell",38.44%,34.10%,314960,5.05,9.75
BGG,"Briggs & Stratton Corp",20.16,"40% Buy",61.00%,40.56%,452560,16.26,27.34
BGS,"B&G Foods Holdings",31.95,"64% Buy",54.49%,26.19%,492845,22,39.75
BHE,"Benchmark Electronics",25.85,"40% Sell",43.67%,14.27%,352170,23.98,35.8
BHLB,"Berkshire Hills Bancorp",42.25,"72% Buy",56.09%,14.48%,175015,33.15,44.25
BJRI,"Bj's Restaurants Inc",75.7,"96% Buy",73.03%,27.11%,323555,28,75.8
BKE,"Buckle Inc",25.75,"40% Buy",50.38%,41.45%,525250,14.05,29.65
BKS,"Barnes & Noble",5.25,"64% Sell",38.75%,37.52%,703130,4.1,8
BLD,"Topbuild Corp",62.28,"100% Sell",31.00%,52.19%,461260,55.25,87.21
BMI,"Badger Meter",54.95,"72% Buy",63.89%,17.96%,92840,41,55.45
BNED,"Barnes & Noble Education Inc C",5.98,"8% Buy",51.96%,85.48%,460295,4.93,9.1
BOFI,"Bofi Holding Inc",37.24,"80% Sell",42.84%,41.07%,589155,24.2,45.18
BPFH,"Boston Pvt Finl Hldg",14.45,"16% Sell",45.13%,16.10%,449960,13.77,17.85
BRC,"Brady Corp",40.45,"88% Buy",63.16%,14.70%,264510,32.7,40.9
BRKL,"Brookline Bancorp",18.15,"8% Buy",48.99%,11.49%,270830,13.63,19.35
BRKS,"Brooks Automation",39.41,"88% Buy",72.29%,98.53%,1018170,21.75,39.75
BRS,"Bristow Group Inc",10.96,"64% Sell",37.37%,39.80%,636125,8.04,18.91
CACI,"Caci International",195,"96% Buy",68.71%,22.07%,143160,121.6,196.3
CAL,"Caleres Inc",40.48,"100% Buy",68.57%,28.51%,280880,24.37,41.09
CALM,"Cal-Maine Foods In",49.45,"24% Buy",57.96%,20.26%,332970,35.2,52.3
CAMP,"Calamp Corp",23.5,"72% Buy",54.56%,13.24%,295775,18.16,25.45
CASH,"Meta Financial Grp",86.6,"56% Sell",38.02%,20.80%,55905,64,117.97
CATM,"Cardtronics Inc",35.09,"40% Buy",61.00%,49.31%,553980,15.8,39.1
CATO,"Cato Corp",21.45,"56% Sell",42.13%,73.04%,360565,10.76,26.88
CBB,"Cincinnati Bell Inc",13,"40% Sell",48.57%,125.02%,527395,9.9,22.2
CBL,"Cbl & Associates Properties",4.46,"64% Sell",41.04%,50.98%,3007475,3.8,9.1
CBM,"Cambrex Corp",67.4,"100% Buy",69.35%,23.91%,288000,42.55,67.75
CBU,"Community Bank System",66.13,"64% Buy",61.69%,12.42%,128145,48.89,67.07
CCMP,"Cabot Microelectron",112.73,"8% Buy",46.15%,38.90%,244415,69.09,123.76
CCOI,"Cogent Comm Hldgs",54.7,"72% Buy",60.83%,14.61%,199105,35.75,57.65
CCRN,"Cross Ctry Hlthcr",10.01,"24% Sell",44.87%,24.50%,301575,7.41,14.65
CDR,"Cedar Shopping Centers Inc",4.47,"24% Sell",45.14%,21.42%,245630,3.54,6.29
CECO,"Career Education",15.95,"40% Sell",37.93%,16.38%,298035,9,19.07
CEIX,"Consol Energy Inc",42.9,"64% Buy",53.07%,26.16%,262950,19.51,48.12
CENT,"Central Garden",39.7,"40% Sell",42.50%,22.19%,187935,34.58,45.02
CENTA,"Central Garden & Pet",36.33,"64% Sell",38.48%,20.96%,599180,32.57,41.97
CENX,"Century Aluminum C",12.62,"24% Sell",45.60%,62.39%,1714420,11.04,24.77
CEVA,"Ceva Inc",30.6,Hold,50.84%,67.91%,176945,26.1,51.8
CHCO,"City Holding Co",81.08,"40% Buy",54.62%,9.99%,33980,60.37,83.27
CHCT,"Community Healthcare Trust Inc",31.03,"40% Buy",53.89%,16.35%,162910,22.41,32.81
CHS,"Chico's Fas",9.12,"24% Sell",48.92%,47.07%,3358110,6.96,10.9
CHSP,"Chesapeake Lodging Trust",32.91,"88% Buy",57.10%,15.23%,185845,24.89,33.09
CHUY,"Chuy's Holdings Inc",28.95,Hold,48.13%,63.46%,158035,18,34.1
CIR,"Circor International",45.36,"72% Buy",57.98%,23.34%,107910,35.16,56.37
CJ,"C&J Energy Services Inc",20.95,"88% Sell",37.69%,45.95%,729225,20,36.57
CKH,"Seacor Smit Inc",51.45,"56% Sell",45.75%,21.78%,88675,36.48,59
CLD,"Cloud Peak Energy Inc",2.36,"88% Sell",37.46%,52.11%,478500,2.22,5.7
CLDT,"Chatham Lodging Trust [Reit]",21.45,"24% Buy",50.48%,15.03%,248570,17.9,23.91
CLW,"Clearwater Paper Corp",29.05,"56% Buy",60.12%,51.20%,195550,21.55,50.6
CMO,"Capstead Mortgage Corp",8.4,"40% Sell",44.99%,8.04%,585590,8.01,9.89
CMTL,"Comtech Telecom Co",35.85,"88% Buy",61.21%,14.69%,85645,17.11,36.8
CNMD,"C O N M E D Cp",80.43,"88% Buy",65.05%,16.34%,125525,48.03,83.49
CNSL,"Consolidated Communications Holdings Inc",11.81,"32% Sell",46.89%,28.30%,525380,10.31,20.72
COHU,"Cohu Inc",26.38,"24% Buy",53.29%,30.39%,199310,17.4,27.83
COKE,"Coca Cola Bot Cons",169.56,"80% Buy",65.14%,36.37%,85745,125.08,230
COLB,"Columbia Banking Sys",42.25,"8% Buy",50.98%,15.54%,178845,35.67,48.06
CORE,"Core Mark Holding",35.77,"80% Buy",80.94%,45.78%,513480,17.1,35.89
CORT,"Corcept Therapeutics",15.02,"24% Buy",58.07%,48.74%,1512630,11.55,25.96
CPF,"Central Pacific Financial Co",28.33,"64% Sell",46.20%,14.24%,112800,27.19,33.15
CPS,"Cooper Std Hldg Inc",138.43,"32% Buy",50.72%,21.97%,116370,98.58,146.77
CPSI,"Computer Programs",27.3,"40% Sell",36.46%,23.56%,155945,25.15,34.65
CRAY,"Cray Inc",21.7,"40% Sell",41.63%,21.40%,257530,17.6,28.6
CROX,"Crocs Inc",20.66,"96% Buy",61.71%,41.17%,1179660,8.64,21.24
CRR,"Carbo Ceramics",8.65,"32% Sell",47.88%,45.50%,246105,6.1,12.69
CRVL,"Corvel Cp",59.45,"48% Buy",59.02%,14.08%,25380,46.45,61.2
CRY,Cryolife,34.7,"96% Buy",67.14%,42.00%,185210,16.8,35.05
CRZO,"Carrizo Oil & Gas",24.22,"24% Sell",44.95%,50.27%,2998155,11.1,31.57
CSGS,"C S G Sys Intl",37.35,"80% Sell",38.79%,15.05%,138715,36.38,48.82
CTB,"Cooper Tire & Rubber Company",28.85,"16% Buy",51.58%,38.63%,591525,22.58,40.78
CTRE,"Caretrust REIT Inc",18.45,"88% Buy",65.79%,13.36%,639860,12.73,19.82
CTRL,"Control4 Corp",32.41,"16% Buy",56.68%,51.45%,663560,20.5,37.3
CTS,"Cts Corp",36.95,"72% Buy",59.79%,20.28%,103880,21.9,39.2
CUB,"Cubic Corp",75.7,"96% Buy",61.59%,30.40%,127915,41.55,77.35
CUBI,"Customers Bancorp",24.7,"72% Sell",38.09%,28.22%,205325,24.3,33.85
CUTR,"Cutera Inc",34,"64% Sell",40.46%,72.41%,257510,30.7,56.05
CVBF,"Cvb Financial Corp",24.05,"8% Buy",51.72%,12.20%,517200,19.58,25.49
CVCO,"Cavco Inds Inc",245.4,"96% Buy",67.25%,27.85%,50515,132.4,248.65
CVGW,"Calavo Growers Inc",105.85,"80% Buy",66.03%,23.70%,129855,65.85,107.53
CWT,"California Water Service Group Holding",41.15,"56% Buy",53.28%,14.19%,164945,35.25,46.15
CYH,"Community Health Systems",3.88,"64% Buy",62.15%,47.29%,1909900,2.66,7.92
CYTK,Cytokinetics,7.9,"8% Sell",54.33%,41.48%,226790,6.2,15.95
DAKT,"Daktronics Inc",8.11,"56% Sell",46.73%,52.89%,382820,7.38,10.86
DAR,"Darling International Inc",19.78,"8% Buy",47.69%,20.19%,860950,15.8,20.96
DBD,"Diebold Nixdorf Inc",4.75,"56% Sell",31.44%,132.54%,4564065,3.55,23.5
DCOM,"Dime Community Bncsh",18.15,"64% Sell",42.66%,15.72%,255685,17.1,22.65
DDD,"3D Systems Corp",20.35,"72% Buy",62.79%,113.37%,4432590,7.92,21.78
DEA,"Easterly Government Properties",20.25,"72% Buy",57.21%,17.13%,507085,18.73,22.32
DF,"Dean Foods Company",7.62,"72% Sell",30.91%,65.54%,2189980,7.42,12.09
DFIN,"Donnelly Financial Solutions Inc",20.89,"80% Buy",64.30%,20.85%,191070,15.22,22.5
DGII,"Digi Intl Inc",13.45,"48% Buy",56.38%,14.59%,67400,8.99,14.7
DIN,"Dineequity Inc",83.42,"96% Buy",67.26%,22.87%,276660,37.11,85.8
DIOD,"Diodes Inc",37.92,"72% Buy",54.31%,20.87%,313725,26.09,39.31
DNR,"Denbury Resources",5.57,"96% Buy",65.62%,46.02%,10394270,0.94,5.64
DORM,"Dorman Products Inc",80.98,"96% Buy",66.92%,18.34%,85595,56.36,81.82
DPLO,"Diplomat Pharmacy Inc",20.66,"16% Sell",45.96%,42.60%,1433685,14.5,28.74
DRH,"Diamondrock Hospitality Company",11.96,"16% Buy",51.48%,13.49%,1580665,9.87,12.99
DSPG,"D S P Group Inc",12.85,"56% Buy",56.41%,17.84%,62785,11.3,13.95
DSW,"DSW Inc",33.26,"100% Buy",71.37%,71.09%,2565740,17.75,34.02
DXPE,"Dxp Enterprise",45.89,"32% Buy",54.50%,44.95%,86145,24.89,49.5
EBIX,"Ebix Inc",79.65,"32% Buy",52.08%,22.43%,199530,56.4,89.1
EBS,"Emergent Biosolutions",62,"96% Buy",64.75%,29.77%,256725,35.64,64
ECHO,"Echo Global Logistic",33.2,"56% Buy",56.92%,18.06%,298285,13.75,34.83
ECOL,"US Ecology Inc",72.75,"88% Buy",62.64%,27.73%,61505,44.5,73.85
ECPG,"Encore Capital Grp",38.75,"40% Sell",50.79%,45.39%,454465,35.15,52
EE,"El Paso Electric Company",61.3,"24% Sell",48.06%,13.33%,252610,48.05,64.35
EFII,"Elec Imaging Inc",34.79,"64% Buy",55.71%,21.78%,435055,25.28,43.89
EGHT,"8X8 Inc",22.7,"72% Buy",59.15%,19.94%,509390,12,23.1
EGL,"Engility Holdings Inc",34.71,"72% Buy",55.61%,18.88%,119760,21.19,36.51
EGOV,"Nic Inc",16.8,"32% Buy",54.02%,17.22%,302485,12.65,18.9
EGP,"Eastgroup Properties",97.27,"56% Buy",54.44%,12.34%,140205,77.74,99.39
EGRX,"Eagle Pharmaceutical",69.13,"72% Sell",36.11%,66.30%,227270,48.84,85.66
EHTH,"Ehealth Inc",29.19,"64% Buy",61.28%,48.39%,178945,13.61,32.96
EIG,"Employers Holdings Inc",45.85,"100% Buy",65.53%,13.48%,113135,38.35,50.45
ELY,"Callaway Golf Company",22.81,"80% Buy",65.76%,17.18%,1090835,13.49,23.6
ENDP,"Endo Int'l Plc",17.15,"96% Buy",74.23%,92.12%,6128210,5.27,17.34
ENSG,"The Ensign Group In",39.07,"96% Buy",60.86%,19.24%,204680,19.57,40.09
ENTA,"Enanta Pharmaceutica",90.93,"40% Sell",41.26%,49.16%,244885,41.83,127.77
ENVA,"Enova International Inc",33.2,"48% Sell",42.66%,24.89%,240290,11.15,39
EPAY,"Bottomline Tech In",65.97,"96% Buy",80.08%,16.37%,375655,29.05,66.03
ERA,"Era Group Inc",11.94,"64% Sell",40.64%,39.99%,44890,8.61,14.23
ESE,"Esco Technologies Inc",67.65,"56% Buy",62.76%,20.90%,92385,51.55,70.2
ESIO,"Electro Sci Inds",21.95,"8% Buy",55.21%,33.62%,693670,11.81,27.72
ESND,"Essendant Inc",14.43,"8% Sell",46.86%,21.78%,184610,7.2,17.08
ETH,"Ethan Allen Interiors Inc",22.25,"88% Sell",40.32%,16.05%,210550,21.5,32.9
EVTC,"Evertec Inc",24.05,"16% Buy",52.67%,17.51%,366370,12.6,25.55
EXLS,"Exlservice Holdings",64.08,"100% Buy",70.93%,10.28%,93165,52.52,64.38
EXPO,"Exponent Inc",52.35,"80% Buy",58.00%,19.11%,155750,32.75,53.35
EXPR,"Express Inc",11.22,"88% Buy",61.47%,49.33%,2303285,5.82,11.34
EXTN,"Exterran Corp",27.39,"24% Sell",48.20%,35.10%,119260,24.52,33.69
EXTR,"Extreme Networks",6.27,"80% Sell",35.10%,138.49%,2694550,5.35,15.55
EZPW,"Ezcorp Inc",11.1,"40% Sell",41.87%,22.65%,424065,8.85,15.1
FARO,"Faro Tech Inc",68.2,"72% Buy",63.69%,15.46%,70280,33.2,70.2
FBP,"First Bancorp",8.75,"32% Buy",58.59%,18.03%,1607800,4.48,9.14
FCF,"First Commonwealth Financial Corp",16.75,"24% Buy",51.30%,11.89%,323165,12.06,17.91
FCFS,"First Cash Fin Svcs",81.3,"56% Sell",42.05%,14.39%,164485,57.75,95.4
FCN,"Fti Consulting",76.22,"24% Buy",56.77%,22.98%,443565,32.69,81.91
FCPT,"Four Corners Property Trust In",26.94,"64% Buy",66.33%,10.46%,373245,21.28,27.48
FELE,"Franklin Electric Co",48.9,"56% Buy",54.33%,15.64%,93670,37.6,50.3
FF,"Futurefuel Corp",14.83,"80% Buy",60.56%,25.68%,63175,11.32,16.22
FFBC,"First Finl Bncp [Oh]",31.4,Hold,50.11%,12.95%,212170,22.8,33.7
FFIN,"First Finl Bkshs Inc",60.4,"64% Buy",64.98%,12.31%,171450,37.31,61
FIX,"Comfort Systems USA",57.4,"80% Buy",71.53%,11.70%,356710,33.1,59.05
FLOW,"SPX Flow Inc",47.94,"56% Buy",54.59%,21.01%,155110,32,54.92
FMBI,"First Midwest Bncp",27.18,"72% Buy",54.68%,12.88%,316265,20.5,27.7
FN,Fabrinet,47.87,"72% Buy",75.65%,27.83%,573355,24.02,48.97
FNSR,"Finisar Corp",20.4,"96% Buy",65.30%,35.06%,2332800,14.25,25.41
FORM,"Formfactor Inc",15.45,"100% Buy",62.67%,34.57%,464240,11.1,18.65
FORR,"Forrester Resrch",49.2,"72% Buy",66.05%,15.42%,40075,36.95,50
FOSL,"Fossil Group",22.67,"64% Sell",42.57%,84.33%,2586025,5.5,32.17
FOXF,"Fox Factory Cp",66.05,"88% Buy",70.22%,26.42%,221330,33.2,68.3
FRAN,"Francesca's Holdings",6.28,"72% Sell",34.69%,31.55%,811275,4.51,8.48
FRGI,"Fiesta Restaurant Gp",28.75,"8% Buy",51.58%,21.67%,192130,15.5,30.88
FSB,"Franklin Financial Network Inc",38.65,"72% Buy",53.42%,16.13%,93900,30.3,40.3
FSP,"Franklin Street Properties",8.57,"48% Buy",53.13%,20.16%,271900,7.08,11
FSS,"Federal Signal Corp",26.03,"80% Buy",56.84%,64.74%,329655,18.01,28.32
FTD,"Ftd Companies",3.58,"80% Sell",41.32%,62.50%,159930,3.25,13.95
FTK,"Flotek Industries",2.49,"16% Sell",47.04%,122.18%,1013725,1.94,6.77
FTR,"Frontier Commun Cp",5.2,"48% Sell",43.66%,52.87%,2549580,4.52,14.24
FUL,"H. B. Fuller Company",56.99,"16% Buy",51.34%,15.38%,239070,46.62,59.58
FWRD,"Foward Air Corp",64.26,"72% Buy",58.97%,10.02%,110730,49.88,65.11
GBCI,"Glacier Bancorp Inc",45.68,"88% Buy",66.39%,11.02%,296510,31.38,45.85
GBX,"Greenbrier Companies",58,"24% Buy",54.27%,19.36%,291945,41.95,60.9
GCI,"Gannett Co. Inc",10.28,"48% Sell",47.05%,25.06%,1018495,7.94,12.38
GCO,"Genesco Inc",50.85,"88% Buy",71.93%,37.83%,310145,20.9,51.85
GDOT,"Green Dot Corp",85.67,"80% Buy",62.19%,16.85%,279555,46.45,87.13
GEOS,"Geospace Technologie",14.13,"24% Buy",54.53%,28.57%,68930,9.18,18.71
GES,"Guess Inc",24.5,"88% Buy",58.71%,50.84%,1109885,14.17,26.95
GFF,"Griffon Corp",18.25,"32% Sell",50.32%,23.54%,151770,16.8,24.5
GHL,"Greenhill & Co. Inc",27.5,"64% Sell",30.39%,17.31%,338005,13.8,33.45
GIFI,"Gulf Island Fab",9.45,"32% Sell",49.07%,51.04%,43065,6.9,13.95
GIII,"G-III Apparel Gp I",45.48,"24% Buy",51.46%,44.80%,481450,23.19,51.2
GLT,Glatfelter,19.23,"32% Buy",57.87%,51.47%,370415,15.3,23.85
GME,"Gamestop Corp",13.27,"56% Sell",37.37%,53.22%,3862995,12.2,20.97
GNBC,"Green Bancorp",24,"24% Buy",52.10%,16.26%,164550,19.5,25.15
GNL,"Global Net Lease Inc",21.69,"56% Buy",56.76%,26.76%,811770,15.55,22.53
GOV,"Government Properties Income Trust",16.91,"48% Buy",60.60%,17.61%,672185,11.87,19.6
GPI,"Group 1 Automotive",77.09,"16% Buy",55.77%,34.02%,215030,53.11,84.47
GPRE,"Green Plains Inc",17.75,"8% Buy",51.39%,31.61%,693970,15.25,21.9
GTLS,"Chart Industries In",75.55,"16% Buy",54.27%,24.56%,219990,32.71,80.31
GTY,"Getty Realty Corp",29.11,"64% Buy",57.03%,7.68%,75675,22.68,29.89
GWB,"Great Western Bancorp Inc",43.54,"40% Buy",55.16%,14.47%,170060,33.27,46.03
HA,"Hawaiian Hldgs Inc",41.5,"24% Buy",53.89%,23.13%,436805,32.4,44.25
HAFC,"Hanmi Financial Cp",26.1,"24% Sell",45.52%,15.29%,144345,24.25,33.1
HAYN,"Haynes Intl Inc",39.4,"16% Sell",50.62%,27.99%,54975,29.82,45.14
HCI,"Homeowners Choice",40.5,"56% Sell",45.26%,17.03%,37385,27.11,44.25
HF,"HFF Inc",45.41,"72% Buy",63.51%,21.76%,195680,32.99,51.74
HFWA,"Heritage Financial",36.3,"72% Buy",57.42%,11.82%,194855,25.25,37.38
HI,"Hillenbrand Inc",51.15,"16% Buy",54.06%,12.75%,210450,34.65,53
HIBB,"Hibbett Sports Inc",20.55,"80% Sell",40.57%,133.34%,1175395,11.05,29.6
HLIT,"Harmonic Inc",5.45,"80% Buy",66.40%,24.57%,316695,2.8,5.65
HLX,"Helix Energy Solutions Group",9.36,"72% Buy",56.83%,27.03%,952595,5.44,10.41
HMN,"Horace Mann Educators Corp",46.3,"56% Buy",57.34%,14.07%,80085,33.85,47.65
HMST,"Homestreet Inc",29.45,"16% Buy",51.91%,17.28%,73295,24.2,32.6
HMSY,"Hms Hldgs Cp",32.05,"88% Buy",81.57%,17.69%,553740,11.01,32.5
HOPE,"Hope Bancorp Inc",17.51,"56% Sell",49.44%,10.52%,566720,16.74,19.86
HPR,"Highpoint Resources Corp.",5.51,"16% Sell",46.84%,65.47%,2176795,2.66,7.6
HQY,Healthequity,94.21,"96% Buy",74.98%,14.93%,353430,40.21,94.57
HSC,"Harsco Corp",28.25,"96% Buy",68.75%,27.68%,371985,15.55,28.48
HSII,"Heidrick & Struggl",44.2,"64% Buy",64.26%,28.39%,159865,17.9,45.28
HSKA,"Heska Corp",107,"64% Buy",57.63%,34.96%,39940,56.59,111.34
HSTM,"Healthstream Inc",31.73,"100% Buy",66.08%,15.25%,87760,21.15,31.8
HT,"Hersha Hospitality Trust",23.6,"100% Buy",69.02%,13.96%,272165,16.6,23.64
HTLD,"Heartland Express",20.45,"48% Buy",58.59%,11.77%,258355,17.38,25.22
HUBG,"Hub Group Inc A",52.85,"80% Buy",57.57%,19.55%,256875,37.22,56.6
HVT,"Haverty Furniture Companies",22.1,"40% Buy",57.59%,12.41%,74525,17.7,27.23
HWKN,"Hawkins Inc",41.3,"80% Buy",58.67%,26.40%,23025,30.55,42.85
HZO,"Marinemax Inc",22.5,"56% Buy",65.42%,22.89%,215365,14.95,25.05
IBP,"Installed Building Products I",46.55,"80% Sell",38.50%,48.20%,214810,45.04,79.4
IIIN,"Insteel Industries",38.35,"16% Sell",46.15%,22.14%,135115,23.84,43.78
IIVI,"I I V I Inc",49.75,"96% Buy",63.09%,45.31%,551445,34.55,53.08
INDB,"Independent Bk Corp",91.1,"80% Buy",66.22%,10.93%,75100,66.3,95
INGN,"Inogen Inc",264.91,"100% Buy",79.56%,28.15%,222725,91.8,266.58
INN,"Summit Hotel Properties",13.73,"24% Sell",47.09%,13.55%,470755,12.77,16.39
INTL,"Intl Fcstone Inc",55.76,"56% Buy",56.29%,11.83%,39275,33.11,57
INVA,"Innoviva Inc",14.52,"40% Buy",55.74%,20.63%,578850,11.47,17.99
IOSP,"Innospec Inc",77.6,"8% Buy",49.97%,25.57%,100240,54.1,83.2
IPAR,"Inter Parfums Inc",65.3,"64% Buy",65.62%,21.68%,93355,38.4,67.5
IPHS,"Innophos Hldngs Inc",43.71,"56% Sell",41.17%,19.64%,58305,38.66,51.34
IRBT,"Irobot Corp",113.5,"96% Buy",75.34%,32.99%,873015,55.77,118.75
IRDM,"Iridium Comm Inc",20.25,"64% Buy",59.33%,37.19%,953370,9.68,21.25
IRT,"Independence Realty Trust Inc",10.33,"64% Buy",56.97%,10.39%,449680,8.26,10.63
ITG,"Investment Technology Group",21.88,"24% Buy",49.41%,43.97%,213465,17.63,23.96
ITGR,"Integer Holdings Corp",79.9,"96% Buy",74.58%,19.67%,237690,42.5,80.53
