Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
AAOI,"Applied Optoelect",38.98,-0.44,-1.12%,39.85,38.62,1006800,08/06/18
AAON,"Aaon Inc",38.6,0.3,+0.78%,38.95,38.35,170500,08/06/18
AAT,"American Assets Trust",38.75,-0.12,-0.31%,39.09,38.63,139200,08/06/18
AAWW,"Atlas Air Ww",63.65,0.55,+0.87%,64.3,62.45,332900,08/06/18
AAXN,"Axon Inc",66.86,-2.23,-3.23%,69.11,65.19,1075300,08/06/18
ABCB,"Ameris Bancorp",48.8,-0.1,-0.20%,49.17,48.5,145000,08/06/18
ABG,"Asbury Automotive Group Inc",74.05,1.2,+1.65%,74.3,72.75,269400,08/06/18
ABM,"ABM Industries Incorporated",31.4,0.28,+0.90%,31.55,30.91,370400,08/06/18
ACET,"Aceto Cp",3.24,0.03,+0.93%,3.29,3.14,95300,08/06/18
ACLS,"Axcelis Tech Inc",22.8,-0.4,-1.72%,23.25,22.4,468900,08/06/18
ACOR,"Acorda Therapeutics",27.15,0.9,+3.43%,27.95,25.95,549800,08/06/18
ADC,"Agree Realty Corp",53.96,-0.11,-0.20%,54.29,53.81,59300,08/06/18
ADTN,"Adtran Inc",16.3,0.15,+0.93%,16.3,16,101900,08/06/18
AEGN,"Aegion Corp",25.08,0.4,+1.62%,25.11,24.58,91100,08/06/18
AEIS,"Advanced Energy",61.28,0.79,+1.31%,61.44,59.83,473600,08/06/18
AEL,"American Equity Investment Life",35.55,0.1,+0.28%,35.71,35.25,273700,08/06/18
AGYS,"Agilysys Inc",15.47,0.75,+5.10%,15.56,14.75,107200,08/06/18
AHH,"Armada Hoffler Properties Inc",15.6,0.13,+0.84%,15.89,15.49,429800,08/06/18
AIN,"Albany International Corp",64.3,-0.45,-0.69%,65.28,64,180600,08/06/18
AIR,"AAR Corp",46.55,0.14,+0.30%,46.56,46.19,76800,08/06/18
AIT,"Applied Industrial Technologies",73.1,1.2,+1.67%,73.15,71.9,163300,08/06/18
AJRD,"Aerojet Rocketdyne Holdings",34.5,0.29,+0.85%,34.79,34.06,522600,08/06/18
AKR,"Acadia Realty Trust",26.99,-0.51,-1.85%,27.67,26.99,636700,08/06/18
AKS,"AK Steel Holding Corp",4.52,0.02,+0.44%,4.52,4.4,10632601,08/06/18
ALG,"Alamo Group",94.61,0.88,+0.94%,96.85,94.2,45200,08/06/18
ALGT,"Allegiant Travel Com",126.75,1.65,+1.32%,126.9,123.6,176800,08/06/18
ALRM,Alarm.Com,44.5,0.42,+0.95%,44.73,43.8,315800,08/06/18
AMAG,"Amag Pharmaceuticals",24,0.1,+0.42%,24.1,23,632100,08/06/18
AMBC,"Ambac Financial Grp",20.69,-0.1,-0.48%,20.98,20.61,293500,08/06/18
AMED,"Amedisys Inc",109.23,0.96,+0.89%,111.97,107.66,429500,08/06/18
AMN,"Amn Healthcare Services Inc",55.05,2.75,+5.26%,55.2,52,442200,08/06/18
AMPH,"Amphastar Pharma",17.63,0.23,+1.32%,17.71,17.3,125200,08/06/18
AMSF,"Amerisafe Inc",62.35,-0.2,-0.32%,63.1,59.45,37500,08/06/18
AMWD,"Amer Woodmark Cp",84.8,-1.7,-1.97%,86.95,84,146100,08/06/18
