Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
AAOI,"Applied Optoelect",38.23,-1.49,-3.75%,40.21,37.55,985900,07/27/18
AAON,"Aaon Inc",36.65,0.15,+0.41%,36.75,36.3,179400,07/27/18
AAT,"American Assets Trust",36.77,-0.91,-2.42%,37.65,36.66,187300,07/27/18
AAWW,"Atlas Air Ww",67.25,-0.55,-0.81%,68.45,66.75,179100,07/27/18
AAXN,"Axon Inc",68.76,-3.74,-5.16%,73.11,67.51,902000,07/27/18
ABAX,"Abaxis Inc",83.05,-0.18,-0.22%,83.2,83.04,98500,07/27/18
ABCB,"Ameris Bancorp",49.58,-1.27,-2.51%,49.85,45.6,337200,07/27/18
ABG,"Asbury Automotive Group Inc",68.15,-0.05,-0.07%,69.3,67.95,256000,07/27/18
ABM,"ABM Industries Incorporated",30.82,0.02,+0.06%,31.13,30.73,530100,07/27/18
ACET,"Aceto Cp",3.15,-0.18,-5.41%,3.4,3.14,204100,07/27/18
ACLS,"Axcelis Tech Inc",22.25,0.75,+3.49%,22.45,21.6,453700,07/27/18
ACOR,"Acorda Therapeutics",23.95,-0.85,-3.43%,25.2,23.8,366600,07/27/18
ADC,"Agree Realty Corp",52.21,-1.18,-2.21%,53.49,51.85,285100,07/27/18
ADTN,"Adtran Inc",16.3,-0.2,-1.21%,16.5,16.15,238100,07/27/18
AEGN,"Aegion Corp",24.51,-0.36,-1.45%,25.42,24.43,57300,07/27/18
AEIS,"Advanced Energy",60,1.61,+2.76%,60.84,59.16,388100,07/27/18
AEL,"American Equity Investment Life",35.81,0.1,+0.28%,36.55,35.69,359400,07/27/18
AGYS,"Agilysys Inc",16.13,-0.51,-3.06%,16.7,16.05,79400,07/27/18
AHH,"Armada Hoffler Properties Inc",14.81,-0.35,-2.31%,15.25,14.78,169500,07/27/18
AIN,"Albany International Corp",66.1,-0.95,-1.42%,67.25,65.53,86000,07/27/18
AIR,"AAR Corp",47.45,-0.12,-0.25%,47.9,47.28,111900,07/27/18
AIT,"Applied Industrial Technologies",73.55,-1.15,-1.54%,74.95,73.47,83300,07/27/18
AJRD,"Aerojet Rocketdyne Holdings",28.07,-1.19,-4.07%,29.45,28,444800,07/27/18
AKR,"Acadia Realty Trust",26.36,-0.81,-2.98%,27.19,26.28,486800,07/27/18
AKS,"AK Steel Holding Corp",5.25,0.06,+1.16%,5.28,5.13,12977700,07/27/18
ALG,"Alamo Group",91.03,-0.12,-0.13%,92.22,90.34,40200,07/27/18
ALGT,"Allegiant Travel Com",124.85,6.8,+5.76%,125.15,118.32,364700,07/27/18
ALRM,Alarm.Com,42.78,-1.14,-2.60%,44.38,42.64,164400,07/27/18
AMAG,"Amag Pharmaceuticals",22.05,-0.45,-2.00%,22.5,21.55,432700,07/27/18
AMBC,"Ambac Financial Grp",19.92,-0.27,-1.34%,20.4,19.77,306700,07/27/18
AMED,"Amedisys Inc",93.76,-2.65,-2.75%,96.71,93.47,193300,07/27/18
AMN,"Amn Healthcare Services Inc",61.1,-1.1,-1.77%,62.4,60.9,314600,07/27/18
AMPH,"Amphastar Pharma",17.19,-0.24,-1.38%,17.42,17.05,121200,07/27/18
AMSF,"Amerisafe Inc",63.3,-1.1,-1.71%,64.75,62.95,46300,07/27/18
AMWD,"Amer Woodmark Cp",82.1,-2.7,-3.18%,85,82,156000,07/27/18
ANDE,"Andersons Inc",34.4,-0.52,-1.50%,35.2,34.2,118700,07/27/18
ANF,"Abercrombie & Fitch Company",23.15,-0.98,-4.06%,24.37,23.02,2141600,07/27/18
ANGO,"Angiodynamics Inc",21.42,-0.46,-2.10%,21.88,21.04,252800,07/27/18
ANIK,"Anika Therapeutics",40.05,-0.63,-1.55%,42.5,38.31,450400,07/27/18
ANIP,"ANI Pharma Inc",68.08,-2.65,-3.75%,70.98,66.65,98600,07/27/18
APEI,"American Pub. Edu.",44.75,-0.7,-1.54%,46,44,60400,07/27/18
APOG,"Apogee Entrpr Inc",49.21,0.08,+0.16%,49.63,48.94,246600,07/27/18
ARCB,"Arcbest Corp",44.4,-0.1,-0.22%,44.7,43.35,222500,07/27/18
ARI,"Apollo Commercial Real Estate",18.85,0.01,+0.05%,18.89,18.77,1138300,07/27/18
AROC,"Archrock Inc",13.15,-0.15,-1.13%,13.35,13,951300,07/27/18
ARR,"Armour Residential R",23.52,0.04,+0.17%,23.62,23.35,417800,07/27/18
ASGN,"On Assignment",90.45,-1.86,-2.01%,92.12,88.89,461000,07/27/18
ASIX,"Advansix Inc",39.45,-0.78,-1.94%,40.5,39.29,87500,07/27/18
ASNA,"Ascena Retail Grp",3.42,-0.21,-5.79%,3.68,3.39,2444500,07/27/18
ASTE,"Astec Inds Inc",48.27,-1.39,-2.80%,49.77,48.15,215500,07/27/18
ATNI,"Atn International",62.2,-3.04,-4.66%,64.4,60.46,81800,07/27/18
ATU,"Actuant Corp",27.95,-0.5,-1.76%,28.55,27.8,206400,07/27/18
AVA,"Avista Corp",50.21,-0.32,-0.63%,50.55,50.16,205600,07/27/18
AVAV,"Aerovironment Inc",72.09,-3.11,-4.14%,76.32,71.72,406400,07/27/18
AVD,"American Vanguard Corp",21.25,-0.25,-1.16%,21.55,21,86400,07/27/18
AVP,"Avon Products",1.52,-0.03,-1.94%,1.56,1.51,3145000,07/27/18
AWR,"American States Water Company",60.33,-1.19,-1.93%,61.66,60.07,169700,07/27/18
AXE,"Anixter International Inc",70,0.05,+0.07%,70.4,69.25,392000,07/27/18
AXL,"American Axle & Manufacturing",16.09,0.64,+4.14%,16.12,15.43,1703200,07/27/18
