Symbol,Name,Last,"Wtd Alpha","YTD %Chg","1M %Chg","3M %Chg","52W %Chg"
ANIP,"ANI Pharma Inc",57.23,+9.30,-11.20%,-19.26%,-7.63%,+30.04%
APEI,"American Pub. Edu.",34.1,+41.10,+36.13%,-23.46%,-13.45%,+80.42%
APOG,"Apogee Entrpr Inc",49.18,+8.20,+7.54%,-2.11%,+17.35%,-4.36%
ARCB,"Arcbest Corp",45.9,+42.50,+28.39%,+3.15%,-2.96%,+74.19%
ARI,"Apollo Commercial Real Estate",18.76,+4.60,+1.68%,+0.32%,+2.74%,+4.34%
AROC,"Archrock Inc",12.75,+41.70,+21.43%,-0.39%,+9.91%,+36.36%
ARR,"Armour Residential R",23.53,-8.50,-8.51%,+1.60%,+3.43%,-8.80%
ASGN,"On Assignment",89.37,+82.20,+39.05%,+8.29%,+5.74%,+91.45%
ASIX,"Advansix Inc",33.91,-3.50,-19.40%,-11.72%,-8.62%,+6.60%
ASNA,"Ascena Retail Grp",4.41,+98.60,+87.66%,+34.45%,+77.82%,+101.37%
ASTE,"Astec Inds Inc",46.08,-12.60,-21.23%,-25.06%,-18.44%,-1.81%
ATNI,"Atn International",72.01,+35.40,+30.31%,+26.78%,+37.77%,+21.05%
ATU,"Actuant Corp",28.2,+23.40,+11.46%,-0.53%,+18.49%,+22.88%
AVA,"Avista Corp",50.68,-2.40,-1.57%,+1.08%,-3.36%,-3.10%
AVAV,"Aerovironment Inc",80.56,+96.20,+43.45%,+9.80%,+34.58%,+110.28%
AVD,"American Vanguard Corp",19.5,-6.50,-0.76%,-12.16%,-9.51%,-2.26%
AVP,"Avon Products",1.69,-40.80,-21.40%,+16.55%,-13.78%,-38.99%
AWR,"American States Water Company",59.34,+20.20,+2.47%,-0.29%,+6.27%,+19.37%
AXE,"Anixter International Inc",69.9,+3.60,-8.03%,+8.04%,+9.56%,-4.83%
AXL,"American Axle & Manufacturing",16.24,+9.60,-4.64%,-2.23%,+5.45%,+13.17%
AZZ,"Azz Inc",53.55,+16.90,+4.79%,-2.01%,+18.08%,+8.07%
B,"Barnes Group",65.93,+10.30,+4.20%,+8.42%,+11.99%,+12.36%
BABY,"Natus Medical Inc",35.35,+7.20,-7.46%,+8.77%,-0.56%,+5.37%
BANC,"First Pactrust Bancorp",19.7,+4.10,-4.60%,+3.41%,+5.07%,+1.81%
BANR,"Banner Corp",64.62,+20.50,+17.24%,+7.08%,+10.09%,+18.59%
BCC,"Boise Cascade L.L.C.",43.35,+38.40,+8.65%,-4.93%,-0.46%,+46.45%
BCOR,"Blucora Inc",34.7,+43.20,+57.01%,-8.32%,+3.74%,+50.22%
BCPC,"Balchem Cp",99.35,+35.20,+23.26%,+0.90%,+6.09%,+33.39%
BEAT,"Biotelemetry Inc",55.2,+80.00,+84.62%,+12.08%,+37.48%,+60.00%
BEL,"Belmond Ltd",15.7,+15.00,+28.16%,+36.52%,+38.33%,+27.13%
BELFB,"Bel Fuse Inc Cl B",24.55,+1.40,-2.48%,+20.05%,+23.06%,-7.36%
BFS,"Saul Centers",55.38,-2.10,-10.32%,+0.89%,+11.97%,-6.53%
BGFV,"Big 5 Sporting",5.95,-25.20,-21.71%,-11.85%,-24.20%,-32.00%
BGG,"Briggs & Stratton Corp",17.2,-22.70,-32.20%,-6.78%,-7.77%,-27.06%
BGS,"B&G Foods Holdings",30.95,+0.40,-11.95%,+3.00%,+14.00%,-5.06%
BHE,"Benchmark Electronics",25.45,-22.60,-12.54%,-14.17%,-5.91%,-20.34%
BHLB,"Berkshire Hills Bancorp",40.7,+19.20,+11.20%,+0.49%,+6.68%,+20.77%
BJRI,"Bj's Restaurants Inc",63.05,+102.20,+73.21%,+2.11%,+16.33%,+90.48%
BKE,"Buckle Inc",26.35,+75.40,+10.95%,+13.58%,+9.34%,+68.91%
BKS,"Barnes & Noble",6.15,-9.50,-8.21%,+13.89%,+20.59%,-12.77%
BLD,"Topbuild Corp",72.6,+16.80,-4.15%,-9.40%,-12.02%,+24.83%
BMI,"Badger Meter",52.65,+22.30,+10.15%,+14.33%,+17.92%,+19.12%
BNED,"Barnes & Noble Education Inc C",6.16,-12.00,-25.24%,+12.61%,-2.53%,-9.94%
BOFI,"Bofi Holding Inc",36.87,+29.20,+23.31%,-8.85%,-12.34%,+35.65%
BPFH,"Boston Pvt Finl Hldg",13.85,-10.70,-10.36%,-13.71%,-17.07%,-5.14%
BRC,"Brady Corp",37.4,+8.50,-1.32%,-4.71%,-0.53%,+17.06%
BRKL,"Brookline Bancorp",17.7,+23.70,+12.74%,-3.28%,+3.21%,+27.34%
BRKS,"Brooks Automation",29.66,+18.40,+24.36%,-7.89%,+0.34%,+19.79%
BRS,"Bristow Group Inc",11.32,+8.60,-15.96%,-21.66%,-35.75%,+57.66%
CACI,"Caci International",180.1,+46.80,+36.08%,+0.98%,+9.98%,+40.10%
CAL,"Caleres Inc",35.29,+41.30,+5.41%,+5.15%,+2.14%,+36.89%
CALM,"Cal-Maine Foods In",48.1,+29.60,+8.21%,+5.25%,+0.63%,+32.51%
CAMP,"Calamp Corp",23.28,+23.30,+8.63%,-3.20%,+10.33%,+29.41%
CASH,"Meta Financial Grp",88.55,+10.60,-4.43%,-8.19%,-16.97%,+25.07%
CATM,"Cardtronics Inc",30.17,+36.50,+62.90%,+14.80%,+4.98%,+16.04%
CATO,"Cato Corp",24.37,+91.00,+53.08%,+6.65%,+51.27%,+57.23%
CBB,"Cincinnati Bell Inc",12.05,-39.30,-42.21%,-22.51%,-28.27%,-43.43%
CBL,"Cbl & Associates Properties",4.28,-41.90,-24.38%,-23.16%,-2.51%,-49.05%
CBM,"Cambrex Corp",60.35,+23.70,+25.73%,+9.43%,+25.73%,+14.30%
CBU,"Community Bank System",63.5,+24.80,+18.14%,+4.56%,+5.76%,+21.51%
CCMP,"Cabot Microelectron",121.09,+66.60,+28.71%,+6.14%,+8.09%,+71.83%
CCOI,"Cogent Comm Hldgs",51.05,+19.80,+12.69%,-5.81%,+2.51%,+16.95%
CCRN,"Cross Ctry Hlthcr",9.21,-24.10,-27.82%,-22.61%,-23.70%,-26.50%
CDR,"Cedar Shopping Centers Inc",4.43,-11.60,-27.14%,-7.71%,+11.59%,-12.28%
CECO,"Career Education",16.73,+84.30,+38.49%,-6.59%,+16.67%,+94.31%
CEIX,"Consol Energy Inc",43.07,+82.30,+9.01%,+9.20%,+0.37%,+85.49%
CENT,"Central Garden",40.44,+12.80,+3.91%,-7.23%,+1.71%,+16.44%
CENTA,"Central Garden & Pet",36.89,+5.30,-2.17%,-9.29%,-2.12%,+9.47%
CENX,"Century Aluminum C",12.06,-32.00,-38.59%,-15.31%,-24.06%,-16.02%
CEVA,"Ceva Inc",29.3,-33.40,-36.51%,-7.28%,-4.87%,-28.54%
CHCO,"City Holding Co",80.31,+31.50,+19.03%,+6.24%,+10.07%,+31.72%
CHCT,"Community Healthcare Trust Inc",31.95,+34.00,+13.70%,+7.72%,+19.66%,+27.39%
CHS,"Chico's Fas",9.86,+24.70,+11.79%,+22.33%,-0.90%,+17.24%
CHSP,"Chesapeake Lodging Trust",31.12,+23.50,+14.88%,-4.28%,+0.81%,+26.92%
CHUY,"Chuy's Holdings Inc",27.3,+24.10,-2.67%,-14.82%,-6.19%,+33.50%
CIR,"Circor International",43.82,-8.90,-9.98%,+12.76%,-9.71%,-9.22%
CJ,"C&J Energy Services Inc",23.61,-15.10,-29.46%,+1.99%,-19.72%,-12.17%
CKH,"Seacor Smit Inc",50.28,+27.10,+8.78%,-6.18%,-3.88%,+38.86%
CLD,"Cloud Peak Energy Inc",2.5,-33.40,-43.82%,-23.31%,-21.38%,-18.57%
CLDT,"Chatham Lodging Trust [Reit]",20.72,+2.40,-8.96%,-3.27%,+4.02%,+5.77%
CLW,"Clearwater Paper Corp",25.1,-37.00,-44.71%,+7.49%,+0.20%,-43.66%
CMO,"Capstead Mortgage Corp",8.33,-14.40,-3.70%,-2.80%,-6.30%,-13.77%
CMTL,"Comtech Telecom Co",34.63,+67.10,+56.56%,-1.40%,+13.69%,+89.75%
CNMD,"C O N M E D Cp",76.82,+59.10,+50.72%,+4.12%,+13.24%,+55.85%
CNSL,"Consolidated Communications Holdings Inc",11.41,-35.10,-6.40%,-11.00%,-2.31%,-40.76%
COHU,"Cohu Inc",26.88,+48.50,+22.46%,+6.50%,+13.75%,+54.22%
COKE,"Coca Cola Bot Cons",166.22,-15.60,-22.78%,+22.69%,+27.03%,-20.40%
COLB,"Columbia Banking Sys",41.85,+8.50,-3.66%,+3.38%,+0.05%,+12.44%
CORE,"Core Mark Holding",31.66,+27.70,+0.25%,+34.78%,+66.11%,+13.15%
CORT,"Corcept Therapeutics",12.27,-10.30,-32.06%,-14.20%,-24.26%,-12.79%
CPF,"Central Pacific Financial Co",27.79,-7.30,-6.84%,-3.81%,-6.74%,-4.83%
CPS,"Cooper Std Hldg Inc",134.87,+31.60,+10.10%,+0.51%,+8.77%,+34.64%
CPSI,"Computer Programs",26.35,-13.60,-12.31%,-23.18%,-17.27%,-11.28%
CRAY,"Cray Inc",21.2,+4.80,-12.40%,-17.51%,-21.34%,+7.07%
CROX,"Crocs Inc",17.94,+93.30,+41.93%,+4.79%,+12.13%,+94.79%
CRR,"Carbo Ceramics",8.42,+17.60,-17.29%,-15.72%,-19.73%,+24.56%
CRVL,"Corvel Cp",57.1,+13.40,+7.94%,+2.79%,+11.31%,+18.10%
CRY,Cryolife,32.1,+81.60,+67.62%,+8.26%,+27.38%,+74.46%
CRZO,"Carrizo Oil & Gas",23.68,+55.40,+11.28%,-16.80%,-5.32%,+70.85%
CSGS,"C S G Sys Intl",37.13,-10.80,-15.27%,-10.10%,-5.57%,-1.28%
CTB,"Cooper Tire & Rubber Company",28.95,-13.80,-18.10%,+11.35%,+12.65%,-14.35%
CTRE,"Caretrust REIT Inc",17.5,-0.30,+4.42%,+3.55%,+16.05%,-2.78%
CTRL,"Control4 Corp",31.99,+29.10,+7.49%,+26.49%,+33.96%,+34.75%
CTS,"Cts Corp",35.1,+57.90,+36.31%,-6.02%,+12.14%,+58.47%
CUB,"Cubic Corp",73.45,+65.60,+24.60%,+5.08%,+3.89%,+74.05%
CUBI,"Customers Bancorp",24.54,-18.40,-5.58%,-14.17%,-17.82%,-12.29%
CUTR,"Cutera Inc",34.05,-4.60,-24.92%,-21.54%,-9.08%,-0.15%
CVBF,"Cvb Financial Corp",24.13,+15.30,+2.42%,+8.50%,+5.42%,+17.02%
CVCO,"Cavco Inds Inc",224.15,+79.40,+46.89%,+2.66%,+26.35%,+76.77%
CVGW,"Calavo Growers Inc",98.25,+38.10,+16.41%,+3.20%,+4.52%,+34.77%
CWT,"California Water Service Group Holding",40.05,+5.60,-11.69%,-2.20%,+1.01%,+5.67%
CYH,"Community Health Systems",3.15,-55.80,-26.06%,+10.14%,-27.75%,-57.72%
CYTK,Cytokinetics,6.9,-36.80,-15.34%,-25.81%,-22.47%,-43.21%
DAKT,"Daktronics Inc",8.43,-12.80,-7.67%,-0.94%,-9.84%,-10.32%
DAR,"Darling International Inc",19.48,+22.50,+7.45%,-1.72%,+9.99%,+21.30%
DBD,"Diebold Nixdorf Inc",4.6,-62.20,-71.87%,-63.05%,-65.54%,-77.62%
DCOM,"Dime Community Bncsh",17.85,-9.90,-14.80%,-9.62%,-7.99%,-5.80%
DDD,"3D Systems Corp",17.92,+21.40,+107.41%,+16.74%,+48.84%,+40.44%
DEA,"Easterly Government Properties",19.68,-1.90,-7.78%,-0.91%,-5.52%,-0.46%
DEPO,"Depomed Inc",7.18,-4.80,-10.81%,-12.55%,-4.77%,+13.61%
DF,"Dean Foods Company",8.54,-31.70,-26.12%,-20.41%,-18.43%,-30.23%
DFIN,"Donnelly Financial Solutions Inc",18.81,-5.80,-3.49%,-1.26%,+10.84%,-8.42%
DGII,"Digi Intl Inc",13,+47.60,+36.13%,-3.35%,+7.00%,+43.65%
DIN,"Dineequity Inc",74.98,+67.20,+47.80%,+2.15%,unch,+88.77%
DIOD,"Diodes Inc",37.73,+43.50,+31.60%,+4.28%,+15.88%,+42.43%
DNR,"Denbury Resources",4.58,+219.80,+107.24%,-6.34%,+20.53%,+224.82%
DORM,"Dorman Products Inc",75.3,+17.50,+23.16%,+6.43%,+15.67%,+1.52%
DPLO,"Diplomat Pharmacy Inc",19.4,+6.50,-3.34%,-26.21%,-17.76%,+19.75%
DRH,"Diamondrock Hospitality Company",11.58,+6.30,+2.57%,-6.16%,-3.26%,+5.27%
DSPG,"D S P Group Inc",12.15,+0.10,-2.80%,-5.81%,-3.57%,+3.85%
DSW,"DSW Inc",28.35,+70.20,+32.41%,+5.31%,+18.22%,+64.16%
DXPE,"Dxp Enterprise",45.9,+80.30,+55.22%,+8.31%,+21.01%,+70.82%
EBIX,"Ebix Inc",75.5,+21.00,-4.73%,-6.96%,-5.33%,+32.92%
EBS,"Emergent Biosolutions",56.52,+55.80,+21.63%,+2.84%,+12.05%,+63.78%
ECHO,"Echo Global Logistic",32.6,+102.80,+16.43%,+9.58%,+16.01%,+134.53%
ECOL,"US Ecology Inc",69.5,+54.50,+36.27%,+5.78%,+17.40%,+45.25%
ECPG,"Encore Capital Grp",39.25,-4.60,-6.77%,+3.29%,-12.68%,-2.12%
EE,"El Paso Electric Company",63.35,+22.50,+14.45%,+5.41%,+12.02%,+18.52%
EFII,"Elec Imaging Inc",33.25,+15.10,+12.60%,-4.04%,+2.18%,+4.53%
EGHT,"8X8 Inc",22,+65.60,+56.03%,+4.02%,-2.22%,+67.94%
EGL,"Engility Holdings Inc",33.93,+22.50,+19.60%,-4.29%,+13.21%,+11.83%
EGOV,"Nic Inc",16.1,+4.50,-3.01%,-1.53%,+3.87%,+0.31%
EGP,"Eastgroup Properties",95.68,+13.40,+8.26%,-1.29%,+3.31%,+13.54%
EGRX,"Eagle Pharmaceutical",78.9,+52.90,+47.70%,-0.95%,+20.33%,+41.80%
EHTH,"Ehealth Inc",27.7,+62.40,+59.47%,+13.85%,+49.41%,+58.01%
EIG,"Employers Holdings Inc",43.85,+5.30,-1.24%,+5.54%,+8.14%,+4.03%
ELY,"Callaway Golf Company",22.32,+78.50,+60.23%,+20.26%,+24.21%,+75.47%
ENDP,"Endo Int'l Plc",15.19,+115.60,+96.00%,+36.60%,+149.02%,+100.13%
ENSG,"The Ensign Group In",35.38,+76.10,+59.37%,-5.65%,+6.95%,+79.05%
ENTA,"Enanta Pharmaceutica",86.94,+95.40,+48.16%,-29.35%,-13.09%,+122.01%
ENVA,"Enova International Inc",33.75,+149.80,+122.04%,-9.64%,+3.69%,+166.80%
EPAY,"Bottomline Tech In",58.83,+110.90,+69.64%,+7.94%,+30.88%,+96.23%
ERA,"Era Group Inc",11.92,+34.00,+10.88%,-10.31%,-1.00%,+40.90%
ESE,"Esco Technologies Inc",65.5,+22.00,+8.71%,+6.76%,+17.28%,+27.43%
ESIO,"Electro Sci Inds",23.07,+56.50,+7.65%,+33.74%,+18.19%,+118.67%
ESND,"Essendant Inc",15.5,+41.90,+67.21%,+9.54%,+53.62%,+33.62%
ETH,"Ethan Allen Interiors Inc",22.35,-24.90,-21.85%,-10.78%,-7.26%,-29.05%
EVTC,"Evertec Inc",24.15,+48.10,+76.92%,+6.39%,+12.06%,+31.61%
EXLS,"Exlservice Holdings",58.94,+4.10,-2.34%,-4.43%,+7.75%,+5.34%
EXPO,"Exponent Inc",50.4,+57.10,+41.77%,+0.90%,+12.44%,+55.08%
EXPR,"Express Inc",10.3,+66.30,+1.48%,+9.81%,+19.08%,+64.01%
EXTN,"Exterran Corp",27.36,+5.90,-12.98%,-2.39%,-2.77%,+6.34%
EXTR,"Extreme Networks",6.35,-42.40,-49.28%,-25.29%,-23.95%,-26.42%
EZPW,"Ezcorp Inc",11.7,+19.40,-4.10%,-3.31%,-10.34%,+30.00%
FARO,"Faro Tech Inc",66.95,+88.80,+42.45%,+19.13%,+24.44%,+101.05%
FBP,"First Bancorp",8.5,+64.80,+66.67%,+9.40%,+14.09%,+51.52%
FCF,"First Commonwealth Financial Corp",16.73,+32.40,+16.83%,+6.70%,+6.70%,+34.70%
FCFS,"First Cash Fin Svcs",80.55,+26.10,+19.42%,-12.06%,-9.95%,+38.52%
FCN,"Fti Consulting",80,+159.20,+86.22%,+16.16%,+33.33%,+142.57%
FCPT,"Four Corners Property Trust In",26.01,+8.40,+1.21%,+4.54%,+12.99%,+8.83%
FELE,"Franklin Electric Co",47.9,+22.50,+4.36%,+2.90%,+5.97%,+22.35%
FF,"Futurefuel Corp",13.43,unch,-4.68%,-2.47%,+16.28%,+2.44%
FFBC,"First Finl Bncp [Oh]",30.9,+25.00,+17.27%,-1.12%,-4.19%,+27.16%
FFIN,"First Finl Bkshs Inc",58.15,+46.90,+29.08%,+11.61%,+10.81%,+44.11%
FIX,"Comfort Systems USA",54.85,+67.60,+25.66%,+13.56%,+21.48%,+68.51%
FLOW,"SPX Flow Inc",45.66,+30.90,-3.97%,+4.44%,+3.58%,+37.65%
FMBI,"First Midwest Bncp",26.56,+23.90,+10.62%,+3.99%,+4.77%,+26.66%
FN,Fabrinet,41.84,+19.40,+45.78%,+7.67%,+17.83%,+2.05%
FNSR,"Finisar Corp",18.69,-14.90,-8.16%,+2.58%,+13.20%,-20.20%
FORM,"Formfactor Inc",14.1,-2.40,-9.90%,+4.06%,+8.05%,+3.30%
FORR,"Forrester Resrch",44.95,+13.80,+1.70%,+2.74%,+6.90%,+17.06%
FOSL,"Fossil Group",24.51,+122.50,+215.44%,-3.92%,+31.99%,+198.90%
FOXF,"Fox Factory Cp",64.4,+85.00,+65.77%,+23.37%,+79.89%,+75.24%
FRAN,"Francesca's Holdings",7.59,-3.00,+3.83%,-0.26%,+36.76%,-12.76%
FRGI,"Fiesta Restaurant Gp",28.5,+70.20,+50.00%,-3.72%,+18.50%,+52.41%
FSB,"Franklin Financial Network Inc",38.15,+19.70,+11.88%,+5.24%,+10.42%,+18.11%
FSP,"Franklin Street Properties",8.22,-17.10,-23.46%,-7.12%,+5.79%,-17.96%
FSS,"Federal Signal Corp",25.29,+37.80,+25.88%,+6.93%,+8.96%,+38.27%
FTD,"Ftd Companies",4.26,-65.00,-40.75%,-3.84%,-10.69%,-69.24%
FTK,"Flotek Industries",2.07,-53.90,-55.58%,-31.23%,-41.69%,-65.21%
FTR,"Frontier Commun Cp",5.16,-62.60,-23.67%,+1.98%,-42.86%,-65.39%
FUL,"H. B. Fuller Company",56.15,+13.50,+4.23%,+0.61%,+9.41%,+11.54%
FWRD,"Foward Air Corp",62.48,+21.80,+8.77%,+3.84%,+9.71%,+22.80%
GBCI,"Glacier Bancorp Inc",43.48,+30.60,+10.38%,+9.52%,+12.35%,+29.56%
GBX,"Greenbrier Companies",57.45,+32.20,+7.79%,+5.32%,+22.10%,+25.16%
GCI,"Gannett Co. Inc",10.25,+16.40,-11.56%,-0.10%,-11.41%,+23.94%
GCO,"Genesco Inc",42.8,+71.20,+31.69%,+8.63%,-1.15%,+49.13%
GDOT,"Green Dot Corp",82.3,+75.20,+36.57%,+5.03%,+14.31%,+83.38%
GEOS,"Geospace Technologie",13,-11.40,+0.23%,-11.14%,+18.83%,-12.10%
GES,"Guess Inc",22.8,+51.30,+35.07%,+6.24%,-5.94%,+71.04%
GFF,"Griffon Corp",17,-15.90,-16.46%,-5.29%,-24.28%,-10.53%
GHL,"Greenhill & Co. Inc",31.8,+110.90,+63.08%,+3.58%,+27.71%,+92.15%
GIFI,"Gulf Island Fab",10.45,+6.00,-22.16%,+8.29%,+3.98%,-2.34%
GIII,"G-III Apparel Gp I",45.62,+82.00,+23.66%,+2.26%,+23.97%,+72.61%
GLT,Glatfelter,15.61,-17.40,-27.19%,-21.24%,-6.13%,-8.18%
GME,"Gamestop Corp",15.21,-22.90,-15.26%,-0.46%,+19.67%,-30.10%
GNBC,"Green Bancorp",23.95,+10.90,+17.98%,+10.62%,+2.57%,+9.36%
GNL,"Global Net Lease Inc",21.79,+9.10,+5.88%,+5.27%,+15.17%,+4.01%
GOV,"Government Properties Income Trust",15.86,-9.40,-14.46%,-1.00%,+14.68%,-12.52%
GPI,"Group 1 Automotive",75.01,+29.50,+5.69%,+14.24%,+9.92%,+33.45%
GPRE,"Green Plains Inc",17.45,-2.00,+3.56%,+8.05%,-9.59%,-7.92%
GTLS,"Chart Industries In",76.86,+125.70,+64.02%,+16.88%,+26.14%,+127.80%
GTY,"Getty Realty Corp",28.84,+11.10,+6.19%,+1.26%,+13.23%,+11.52%
GWB,"Great Western Bancorp Inc",41.75,+11.20,+4.90%,+2.81%,-2.34%,+14.32%
HA,"Hawaiian Hldgs Inc",41.9,+6.90,+5.14%,+14.01%,+12.48%,+0.12%
HAFC,"Hanmi Financial Cp",25.15,-14.30,-17.13%,-9.21%,-10.82%,-6.51%
HAYN,"Haynes Intl Inc",39.1,+23.50,+22.00%,+2.98%,-1.91%,+31.56%
HCI,"Homeowners Choice",41.17,+7.80,+37.69%,-1.34%,-3.90%,+2.08%
HF,"HFF Inc",43.67,+25.40,-10.22%,+26.43%,+27.95%,+19.15%
HFWA,"Heritage Financial",35.15,+32.10,+14.12%,+1.15%,+10.53%,+33.90%
HI,"Hillenbrand Inc",51.75,+43.60,+15.77%,+5.08%,+10.81%,+42.76%
HIBB,"Hibbett Sports Inc",24.45,+89.10,+19.85%,+4.71%,-10.77%,+78.47%
HLIT,"Harmonic Inc",5.1,+50.90,+21.43%,+15.91%,+34.21%,+39.73%
HLX,"Helix Energy Solutions Group",9.06,+52.70,+20.16%,+6.21%,+13.25%,+55.14%
HMN,"Horace Mann Educators Corp",44.4,+15.50,+0.68%,-3.69%,+3.38%,+21.98%
HMST,"Homestreet Inc",29.95,+18.50,+3.45%,+7.93%,+9.91%,+20.28%
HMSY,"Hms Hldgs Cp",30.56,+96.60,+80.29%,+26.23%,+44.56%,+71.69%
HOPE,"Hope Bancorp Inc",17.15,-5.30,-6.03%,-2.39%,-5.41%,-1.32%
HPR,"Highpoint Resources Corp.",4.82,+11.70,-6.04%,-25.96%,-22.01%,+50.16%
HQY,Healthequity,82.39,+96.70,+76.58%,+2.69%,+15.26%,+83.37%
HSC,"Harsco Corp",24.7,+51.10,+32.44%,+10.02%,+11.51%,+52.00%
HSII,"Heidrick & Struggl",41.9,+122.10,+70.67%,+19.20%,+8.55%,+128.96%
HSKA,"Heska Corp",98.72,+8.80,+23.08%,-9.01%,+6.28%,+3.22%
HSTM,"Healthstream Inc",29.77,+34.80,+28.54%,+1.29%,+8.49%,+29.94%
HT,"Hersha Hospitality Trust",21.35,+20.90,+22.70%,-4.35%,+8.65%,+18.28%
HTLD,"Heartland Express",19.65,-6.70,-15.81%,+3.97%,+9.78%,-5.71%
HUBG,"Hub Group Inc A",51.55,+37.40,+7.62%,+1.28%,+8.30%,+45.42%
HVT,"Haverty Furniture Companies",21.75,-5.90,-3.97%,+0.93%,+10.69%,-10.49%
HWKN,"Hawkins Inc",38.4,+6.00,+9.09%,+3.23%,+20.38%,-4.36%
HZO,"Marinemax Inc",19,-3.90,+0.53%,-8.43%,-19.15%,+22.98%
IBP,"Installed Building Products I",49.1,-23.00,-35.35%,-10.97%,-17.20%,-15.05%
IIIN,"Insteel Industries",41.85,+69.90,+47.78%,+24.63%,+32.65%,+59.43%
IIVI,"I I V I Inc",44.75,+19.60,-4.69%,+2.99%,-0.33%,+25.35%
INDB,"Independent Bk Corp",87.25,+33.30,+24.91%,+11.15%,+16.96%,+29.16%
INGN,"Inogen Inc",226.25,+154.50,+90.00%,+13.98%,+22.94%,+147.21%
INN,"Summit Hotel Properties",13.29,-12.80,-12.74%,-7.19%,-10.44%,-15.40%
INTL,"Intl Fcstone Inc",55.1,+54.40,+29.56%,+2.95%,+17.76%,+50.30%
INVA,"Innoviva Inc",13.75,+4.50,-3.10%,-7.78%,-6.78%,+10.26%
IOSP,"Innospec Inc",74.2,+26.40,+5.10%,-9.51%,-1.40%,+30.75%
