Symbol,Name,Last,"Wtd Alpha","YTD %Chg","1M %Chg","3M %Chg","52W %Chg"
BCPC,"Balchem Cp",100.68,+36.76,+24.91%,-2.67%,+6.38%,+36.02%
BEAT,"Biotelemetry Inc",57.15,+94.99,+91.14%,+17.35%,+37.05%,+72.92%
BEL,"Belmond Ltd",15.1,+13.54,+23.27%,+38.53%,+41.12%,+17.51%
BELFB,"Bel Fuse Inc Cl B",24.9,+1.92,-1.09%,+10.18%,+26.08%,-11.23%
BFS,"Saul Centers",55.19,-4.50,-10.62%,+0.25%,+11.11%,-9.27%
BGFV,"Big 5 Sporting",5.65,-37.64,-25.66%,-21.53%,-25.66%,-39.89%
BGG,"Briggs & Stratton Corp",17.38,-29.31,-31.49%,-5.75%,-6.96%,-25.54%
BGS,"B&G Foods Holdings",31,-2.02,-11.81%,-2.05%,+18.32%,-0.80%
BHE,"Benchmark Electronics",25.55,-23.53,-12.20%,-14.83%,-6.24%,-21.38%
BHLB,"Berkshire Hills Bancorp",41.25,+20.44,+12.70%,-1.67%,+7.28%,+18.03%
BJRI,"Bj's Restaurants Inc",63.9,+104.45,+75.55%,+5.01%,+15.24%,+93.64%
BKE,"Buckle Inc",25.25,+55.06,+6.32%,-3.99%,+9.07%,+54.43%
BKS,"Barnes & Noble",6.05,-9.18,-9.70%,+10.00%,+17.48%,-17.69%
BLD,"Topbuild Corp",78.08,+27.09,+3.09%,-3.20%,-3.62%,+33.11%
BMI,"Badger Meter",52.05,+20.63,+8.89%,+11.58%,+20.63%,+16.97%
BNED,"Barnes & Noble Education Inc C",6.16,-11.50,-25.24%,+13.24%,-1.44%,-10.98%
BOFI,"Bofi Holding Inc",37.11,+28.03,+24.11%,-13.25%,-8.73%,+33.06%
BPFH,"Boston Pvt Finl Hldg",14.1,-9.51,-8.74%,-13.50%,-15.06%,-6.31%
BRC,"Brady Corp",37.55,+11.02,-0.92%,-4.33%,unch,+14.48%
BRKL,"Brookline Bancorp",17.95,+25.76,+14.33%,-5.77%,+3.16%,+25.52%
BRKS,"Brooks Automation",29.98,+20.87,+25.70%,-14.78%,+1.15%,+20.84%
BRS,"Bristow Group Inc",11.3,+13.72,-16.11%,-22.07%,-36.05%,+53.53%
CACI,"Caci International",181.9,+45.08,+37.44%,+2.80%,+13.16%,+40.84%
CAL,"Caleres Inc",35.09,+32.20,+4.81%,+1.18%,+2.78%,+33.47%
CALM,"Cal-Maine Foods In",46.9,+23.22,+5.51%,-1.26%,-1.99%,+31.19%
CAMP,"Calamp Corp",23.24,+22.75,+8.45%,-4.48%,+10.61%,+23.22%
CASH,"Meta Financial Grp",90.5,+12.46,-2.32%,-10.53%,-13.31%,+25.96%
CATM,"Cardtronics Inc",30.36,+35.79,+63.93%,+14.26%,+0.10%,+14.05%
CATO,"Cato Corp",23.55,+67.83,+47.93%,-6.36%,+44.66%,+48.58%
CBB,"Cincinnati Bell Inc",12.1,-40.90,-41.97%,-30.06%,-27.11%,-43.33%
CBL,"Cbl & Associates Properties",4.43,-41.52,-21.73%,-21.59%,-0.23%,-50.17%
CBM,"Cambrex Corp",63.4,+30.37,+32.08%,+15.06%,+31.67%,+20.53%
CBU,"Community Bank System",63.71,+24.70,+18.53%,+2.21%,+6.36%,+17.70%
CCMP,"Cabot Microelectron",122.6,+67.85,+30.31%,+8.26%,+10.32%,+73.95%
CCOI,"Cogent Comm Hldgs",50,+14.04,+10.38%,-10.31%,+0.91%,+14.68%
CCRN,"Cross Ctry Hlthcr",9.35,-23.79,-26.72%,-23.49%,-21.16%,-25.79%
CDR,"Cedar Shopping Centers Inc",4.5,-11.95,-25.99%,-12.96%,+8.96%,-15.09%
CECO,"Career Education",16.94,+88.25,+40.23%,-0.65%,+18.30%,+90.34%
CEIX,"Consol Energy Inc",43.71,+87.37,+10.63%,+11.90%,+1.75%,+88.24%
CENT,"Central Garden",40.91,+13.74,+5.11%,-5.59%,+7.43%,+16.92%
CENTA,"Central Garden & Pet",36.57,+2.91,-3.02%,-9.19%,+1.08%,+8.04%
CENX,"Century Aluminum C",12.14,-29.76,-38.19%,-21.47%,-20.96%,-13.53%
CEVA,"Ceva Inc",29.7,-32.87,-35.64%,-6.01%,-1.16%,-29.79%
CHCO,"City Holding Co",80.37,+31.22,+19.12%,+0.24%,+9.80%,+26.71%
CHCT,"Community Healthcare Trust Inc",31.69,+31.13,+12.78%,+6.84%,+17.50%,+29.29%
CHS,"Chico's Fas",9.51,+13.06,+7.82%,+14.17%,-1.65%,+5.67%
CHSP,"Chesapeake Lodging Trust",31.42,+25.87,+15.98%,-2.90%,+1.49%,+26.69%
CHUY,"Chuy's Holdings Inc",30.95,+47.88,+10.34%,-2.67%,+6.17%,+50.24%
CIR,"Circor International",44.2,-9.06,-9.20%,+11.84%,-9.26%,-9.80%
CJ,"C&J Energy Services Inc",23.64,-17.54,-29.37%,+1.20%,-24.67%,-16.08%
CKH,"Seacor Smit Inc",51.22,+30.63,+10.82%,-8.29%,-2.72%,+38.36%
CLD,"Cloud Peak Energy Inc",2.61,-30.89,-41.35%,-26.69%,-20.67%,-16.61%
CLDT,"Chatham Lodging Trust [Reit]",20.95,+4.61,-7.95%,-2.92%,+5.86%,+4.13%
CLW,"Clearwater Paper Corp",25.1,-36.94,-44.71%,+1.01%,-0.79%,-44.16%
CMO,"Capstead Mortgage Corp",8.15,-16.75,-5.78%,-11.51%,-8.01%,-16.50%
CMTL,"Comtech Telecom Co",34.55,+71.33,+56.19%,+5.50%,+12.87%,+89.42%
CNMD,"C O N M E D Cp",76.1,+56.37,+49.30%,+1.13%,+11.81%,+53.32%
CNSL,"Consolidated Communications Holdings Inc",11.31,-37.64,-7.22%,-15.91%,-1.39%,-40.85%
COHU,"Cohu Inc",26.3,+45.96,+19.82%,+1.43%,+15.60%,+48.00%
COKE,"Coca Cola Bot Cons",166.37,-17.09,-22.71%,+21.68%,+24.99%,-19.56%
COLB,"Columbia Banking Sys",41.88,+7.53,-3.59%,-1.81%,+0.14%,+9.18%
CORE,"Core Mark Holding",31.08,+22.66,-1.58%,+29.72%,+70.30%,+7.95%
CORT,"Corcept Therapeutics",13.98,+9.86,-22.59%,-9.46%,-17.91%,-2.03%
CPF,"Central Pacific Financial Co",27.87,-7.29,-6.57%,-6.73%,-7.13%,-7.16%
CPS,"Cooper Std Hldg Inc",136.54,+32.71,+11.46%,+0.73%,+10.45%,+34.65%
CPSI,"Computer Programs",26.3,-15.42,-12.48%,-22.53%,-15.97%,-12.91%
CRAY,"Cray Inc",21.5,+0.91,-11.16%,-20.37%,-23.21%,+7.77%
CROX,"Crocs Inc",18.96,+105.26,+50.00%,+13.13%,+20.69%,+123.06%
CRR,"Carbo Ceramics",8.58,+15.76,-15.72%,-11.73%,-16.62%,+21.02%
CRVL,"Corvel Cp",55.75,+14.19,+5.39%,-1.33%,+7.63%,+12.63%
CRY,Cryolife,33.15,+95.93,+73.11%,+11.43%,+31.03%,+79.19%
CRZO,"Carrizo Oil & Gas",24.46,+62.17,+14.94%,-18.03%,-0.12%,+81.72%
CSGS,"C S G Sys Intl",37.68,-8.44,-14.01%,-10.65%,-3.36%,-0.58%
CTB,"Cooper Tire & Rubber Company",30.35,-8.85,-14.14%,+10.16%,+22.63%,-10.60%
CTRE,"Caretrust REIT Inc",17.66,+4.23,+5.37%,+3.09%,+16.49%,-2.75%
CTRL,"Control4 Corp",31.43,+28.43,+5.61%,+21.40%,+31.23%,+35.07%
CTS,"Cts Corp",35.45,+59.03,+37.67%,-8.52%,+12.18%,+58.61%
CUB,"Cubic Corp",71.15,+59.95,+20.70%,+2.97%,+0.28%,+76.99%
CUBI,"Customers Bancorp",25.2,-15.94,-3.04%,-15.44%,-15.58%,-12.77%
CUTR,"Cutera Inc",34.58,-3.40,-23.76%,-19.50%,-11.40%,+4.61%
CVBF,"Cvb Financial Corp",24.11,+14.73,+2.33%,+3.70%,+4.42%,+13.35%
CVCO,"Cavco Inds Inc",228.2,+82.18,+49.54%,+4.87%,+29.95%,+66.45%
CVGW,"Calavo Growers Inc",96.45,+32.27,+14.28%,+0.16%,+1.47%,+33.49%
CWT,"California Water Service Group Holding",40.7,+5.85,-10.25%,-0.49%,+3.96%,+5.99%
CYH,"Community Health Systems",3.05,-60.00,-28.40%,-2.24%,-31.15%,-50.49%
CYTK,Cytokinetics,6.95,-35.45,-14.72%,-23.20%,-21.91%,-43.95%
DAKT,"Daktronics Inc",8.61,-10.66,-5.70%,+0.23%,-7.91%,-8.11%
DAR,"Darling International Inc",19.81,+23.23,+9.27%,-1.39%,+18.48%,+20.57%
DBD,"Diebold Nixdorf Inc",4.75,-70.87,-70.95%,-63.46%,-63.74%,-77.33%
DCOM,"Dime Community Bncsh",17.85,-11.02,-14.80%,-12.50%,-8.93%,-9.62%
DDD,"3D Systems Corp",18.16,+38.36,+110.19%,+20.83%,+51.08%,+41.54%
DEA,"Easterly Government Properties",19.91,-0.64,-6.70%,+0.10%,-4.87%,+0.56%
DEPO,"Depomed Inc",7.55,+4.85,-6.15%,-9.41%,+26.76%,+25.50%
DF,"Dean Foods Company",8.54,-33.92,-26.12%,-20.56%,-16.27%,-25.09%
DFIN,"Donnelly Financial Solutions Inc",18.4,-10.06,-5.59%,+0.55%,+8.24%,-11.15%
DGII,"Digi Intl Inc",13.1,+44.77,+37.17%,-5.07%,+5.65%,+41.62%
DIN,"Dineequity Inc",74.43,+70.09,+46.72%,+2.52%,-2.71%,+99.60%
DIOD,"Diodes Inc",37.95,+45.24,+32.37%,+6.72%,+13.49%,+42.24%
DNR,"Denbury Resources",4.27,+157.82,+93.21%,-18.04%,+12.66%,+192.47%
DORM,"Dorman Products Inc",75.97,+8.93,+24.26%,+5.44%,+15.53%,+1.24%
DPLO,"Diplomat Pharmacy Inc",19.14,+5.49,-4.63%,-29.32%,-4.40%,+20.30%
DRH,"Diamondrock Hospitality Company",11.52,+3.81,+2.04%,-7.47%,-2.54%,+5.40%
DSPG,"D S P Group Inc",12.35,+2.32,-1.20%,-3.52%,-0.80%,+5.11%
DSW,"DSW Inc",27.6,+55.50,+28.91%,+2.18%,+13.67%,+51.65%
DXPE,"Dxp Enterprise",47.67,+84.52,+61.21%,+12.99%,+25.81%,+73.35%
EBIX,"Ebix Inc",79.3,+29.96,+0.06%,-2.52%,+1.54%,+26.68%
EBS,"Emergent Biosolutions",56.46,+57.33,+21.50%,+5.39%,+14.94%,+60.26%
ECHO,"Echo Global Logistic",32.6,+105.65,+16.43%,+9.40%,+16.43%,+132.03%
ECOL,"US Ecology Inc",69.3,+51.05,+35.88%,+4.21%,+17.86%,+38.46%
ECPG,"Encore Capital Grp",40,-3.96,-4.99%,+3.63%,-11.50%,-2.68%
EE,"El Paso Electric Company",63.75,+24.69,+15.18%,+7.87%,+14.04%,+19.16%
EFII,"Elec Imaging Inc",34.34,+24.03,+16.29%,-0.98%,+4.92%,+13.41%
EGHT,"8X8 Inc",22.25,+70.18,+57.80%,+6.71%,+2.06%,+65.43%
EGL,"Engility Holdings Inc",33.61,+18.54,+18.47%,+4.51%,+12.60%,+8.88%
EGOV,"Nic Inc",16.6,+10.02,unch,+0.61%,+5.06%,+2.47%
EGP,"Eastgroup Properties",96.67,+16.13,+9.38%,-0.28%,+4.49%,+14.86%
EGRX,"Eagle Pharmaceutical",78.49,+49.76,+46.93%,-1.01%,+30.53%,+59.69%
EHTH,"Ehealth Inc",24.69,+40.31,+42.14%,+0.86%,+33.03%,+39.57%
EIG,"Employers Holdings Inc",43.6,+3.92,-1.80%,+6.21%,+8.59%,+2.11%
ELY,"Callaway Golf Company",22.26,+81.67,+59.80%,+15.16%,+22.58%,+71.63%
ENDP,"Endo Int'l Plc",15.83,+150.06,+104.26%,+41.09%,+171.53%,+99.37%
ENSG,"The Ensign Group In",35.89,+79.99,+61.67%,-3.68%,+8.56%,+80.53%
ENTA,"Enanta Pharmaceutica",92.26,+109.57,+57.23%,-26.99%,-6.90%,+134.46%
ENVA,"Enova International Inc",33.9,+148.49,+123.03%,-10.20%,+5.12%,+158.78%
EPAY,"Bottomline Tech In",56.44,+96.54,+62.75%,+4.75%,+27.26%,+99.01%
ERA,"Era Group Inc",12.67,+45.49,+17.86%,-7.25%,+5.41%,+42.52%
ESE,"Esco Technologies Inc",66.1,+28.08,+9.71%,+9.26%,+14.76%,+23.67%
ESIO,"Electro Sci Inds",22.35,+53.67,+4.29%,+30.32%,+20.16%,+105.80%
ESND,"Essendant Inc",15.89,+46.47,+71.41%,+12.06%,+63.48%,+31.76%
ETH,"Ethan Allen Interiors Inc",22.2,-29.22,-22.38%,-12.43%,-7.11%,-30.84%
EVTC,"Evertec Inc",24.3,+50.97,+78.02%,+8.97%,+13.29%,+31.71%
EXLS,"Exlservice Holdings",58.67,+2.81,-2.78%,-2.20%,+7.97%,+5.35%
EXPO,"Exponent Inc",50.05,+54.56,+40.79%,-0.50%,+13.36%,+52.82%
EXPR,"Express Inc",10.37,+58.03,+2.17%,+7.24%,+23.75%,+60.78%
EXTN,"Exterran Corp",27.78,+3.35,-11.64%,+3.81%,-1.21%,+6.44%
EXTR,"Extreme Networks",6.24,-33.47,-50.16%,-27.53%,-28.36%,-29.89%
EZPW,"Ezcorp Inc",11.85,+19.76,-2.87%,-5.20%,-10.57%,+34.66%
FARO,"Faro Tech Inc",67.2,+89.80,+42.98%,+17.89%,+26.08%,+101.20%
FBP,"First Bancorp",8.44,+61.98,+65.49%,+5.50%,+11.94%,+47.81%
FCF,"First Commonwealth Financial Corp",16.76,+33.69,+17.04%,+3.91%,+6.62%,+30.84%
FCFS,"First Cash Fin Svcs",80.75,+29.68,+19.72%,-12.37%,-8.03%,+37.10%
FCN,"Fti Consulting",81.28,+162.38,+89.20%,+27.58%,+36.24%,+146.08%
FCPT,"Four Corners Property Trust In",26.17,+12.90,+1.83%,+4.89%,+13.44%,+8.27%
FELE,"Franklin Electric Co",48.9,+25.06,+6.54%,+4.04%,+9.27%,+22.71%
FF,"Futurefuel Corp",13.4,+0.13,-4.90%,-6.23%,+13.37%,-8.03%
FFBC,"First Finl Bncp [Oh]",31.05,+24.58,+17.84%,-4.02%,-3.72%,+22.00%
FFIN,"First Finl Bkshs Inc",58.1,+46.00,+28.97%,+8.09%,+10.77%,+39.16%
FIX,"Comfort Systems USA",55.8,+74.03,+27.84%,+16.86%,+24.28%,+66.07%
FLOW,"SPX Flow Inc",46.64,+30.78,-1.91%,+3.88%,+8.06%,+35.38%
FMBI,"First Midwest Bncp",26.9,+25.68,+12.04%,+1.17%,+6.58%,+22.94%
FN,Fabrinet,41.94,+18.14,+46.13%,+9.08%,+16.99%,-0.99%
FNSR,"Finisar Corp",18.63,-14.82,-8.45%,-0.32%,+10.70%,-24.54%
FORM,"Formfactor Inc",14,-1.57,-10.54%,-5.08%,+7.28%,+1.08%
FORR,"Forrester Resrch",45.2,+15.65,+2.26%,+3.31%,+6.48%,+17.25%
FOSL,"Fossil Group",24.83,+115.90,+219.56%,-13.90%,+38.48%,+179.93%
FOXF,"Fox Factory Cp",63.75,+87.07,+64.09%,+22.24%,+78.82%,+68.21%
FRAN,"Francesca's Holdings",7.59,-8.78,+3.83%,-4.29%,+44.57%,-12.66%
FRGI,"Fiesta Restaurant Gp",28.75,+67.65,+51.32%,-4.80%,+13.86%,+50.92%
FSB,"Franklin Financial Network Inc",38.3,+20.57,+12.32%,-1.16%,+9.90%,+14.67%
FSP,"Franklin Street Properties",8.37,-16.72,-22.07%,-6.58%,+7.31%,-15.71%
FSS,"Federal Signal Corp",25.63,+41.18,+27.58%,+8.01%,+9.20%,+38.17%
FTD,"Ftd Companies",3.74,-72.59,-47.98%,-22.89%,-28.90%,-76.65%
FTK,"Flotek Industries",2.23,-50.36,-52.15%,-30.53%,-41.78%,-63.50%
FTR,"Frontier Commun Cp",5.24,-64.79,-22.49%,-3.32%,-42.16%,-65.25%
FUL,"H. B. Fuller Company",57.74,+16.30,+7.18%,+3.83%,+11.73%,+13.48%
FWRD,"Foward Air Corp",63.03,+23.83,+9.73%,+3.50%,+12.57%,+22.39%
GBCI,"Glacier Bancorp Inc",43.65,+30.17,+10.81%,+7.51%,+13.00%,+25.79%
GBX,"Greenbrier Companies",58.95,+33.38,+10.60%,+6.70%,+26.50%,+26.91%
GCI,"Gannett Co. Inc",10.44,+18.66,-9.92%,+3.88%,-8.82%,+20.69%
GCO,"Genesco Inc",41.5,+45.85,+27.69%,+2.60%,-2.92%,+32.80%
GDOT,"Green Dot Corp",83.41,+83.68,+38.42%,+8.55%,+31.77%,+81.64%
GEOS,"Geospace Technologie",13.05,-9.18,+0.62%,-10.98%,+18.85%,-14.59%
GES,"Guess Inc",22.97,+49.21,+36.08%,+5.17%,-2.42%,+65.01%
GFF,"Griffon Corp",17.7,-12.03,-13.02%,-2.48%,-22.03%,-9.69%
GHL,"Greenhill & Co. Inc",32.2,+109.81,+65.13%,+6.62%,+22.43%,+92.81%
GIFI,"Gulf Island Fab",9.2,-9.95,-31.47%,-2.13%,-10.24%,-16.36%
GIII,"G-III Apparel Gp I",46.12,+73.95,+25.02%,+6.27%,+27.79%,+72.09%
GLT,Glatfelter,16.4,-12.30,-23.51%,-18.97%,-1.26%,-4.82%
GME,"Gamestop Corp",15.21,-24.51,-15.26%,-1.68%,+17.63%,-31.11%
GNBC,"Green Bancorp",24.45,+14.47,+20.44%,+9.15%,+5.39%,+10.63%
GNL,"Global Net Lease Inc",22.09,+12.75,+7.34%,+4.69%,+12.19%,+4.94%
GOV,"Government Properties Income Trust",16.07,-7.70,-13.32%,-3.13%,+15.69%,-11.26%
GPI,"Group 1 Automotive",76.25,+29.10,+7.44%,+5.55%,+11.01%,+33.70%
GPRE,"Green Plains Inc",17.35,-8.83,+2.97%,+2.66%,-9.64%,-8.92%
GTLS,"Chart Industries In",76.74,+122.98,+63.76%,+18.63%,+24.60%,+123.21%
GTY,"Getty Realty Corp",29.01,+14.56,+6.81%,+0.87%,+14.12%,+9.64%
GWB,"Great Western Bancorp Inc",42.14,+12.09,+5.88%,-1.38%,-1.98%,+10.92%
HA,"Hawaiian Hldgs Inc",41.95,+6.76,+5.27%,+13.07%,+15.56%,-1.18%
HAFC,"Hanmi Financial Cp",25.45,-13.68,-16.14%,-13.73%,-10.07%,-9.75%
HAYN,"Haynes Intl Inc",39.87,+27.34,+24.40%,+3.16%,+3.64%,+32.37%
HCI,"Homeowners Choice",39.98,+3.17,+33.71%,-4.51%,-2.73%,-5.60%
HF,"HFF Inc",44.69,+28.36,-8.12%,+28.01%,+27.36%,+18.64%
HFWA,"Heritage Financial",35.35,+33.25,+14.77%,-1.81%,+12.22%,+31.66%
HI,"Hillenbrand Inc",52.05,+42.80,+16.44%,+7.54%,+11.58%,+41.83%
HIBB,"Hibbett Sports Inc",23.75,+57.57,+16.42%,+0.64%,-13.00%,+67.25%
HLIT,"Harmonic Inc",5.2,+46.85,+23.81%,+20.93%,+42.47%,+42.47%
HLX,"Helix Energy Solutions Group",9.34,+61.42,+23.87%,+11.46%,+15.59%,+57.24%
HMN,"Horace Mann Educators Corp",44.6,+17.96,+1.13%,-5.51%,+4.21%,+19.41%
HMST,"Homestreet Inc",29.9,+17.84,+3.28%,+4.73%,+10.54%,+17.49%
HMSY,"Hms Hldgs Cp",30.04,+90.85,+77.23%,+28.27%,+45.33%,+71.46%
HOPE,"Hope Bancorp Inc",17.32,-4.14,-5.10%,-7.28%,-4.89%,-0.35%
HPR,"Highpoint Resources Corp.",5.03,+11.88,-1.95%,-22.02%,-23.21%,+51.96%
HQY,Healthequity,82.11,+88.86,+75.98%,+2.65%,+16.53%,+72.94%
HSC,"Harsco Corp",24.8,+50.03,+32.98%,+10.22%,+10.71%,+47.18%
HSII,"Heidrick & Struggl",43.8,+138.50,+78.41%,+21.84%,+15.26%,+129.92%
HSKA,"Heska Corp",97.62,+8.82,+21.71%,-10.32%,+5.58%,-0.43%
HSTM,"Healthstream Inc",29.76,+34.15,+28.50%,-3.09%,+9.21%,+29.28%
HT,"Hersha Hospitality Trust",21.62,+23.57,+24.25%,-2.96%,+10.70%,+18.73%
HTLD,"Heartland Express",19.39,-8.42,-16.92%,-1.92%,+9.24%,-7.00%
HUBG,"Hub Group Inc A",52.35,+42.64,+9.29%,+0.87%,+12.70%,+51.74%
HVT,"Haverty Furniture Companies",21.8,-7.23,-3.75%,+0.46%,+12.37%,-13.83%
HWKN,"Hawkins Inc",39.6,+5.36,+12.50%,+5.46%,+23.17%,-4.00%
HZO,"Marinemax Inc",19.25,-4.11,+1.85%,-7.45%,-15.75%,+26.64%
IBP,"Installed Building Products I",52.75,-16.64,-30.55%,-7.70%,-13.17%,-9.98%
IIIN,"Insteel Industries",42.86,+69.99,+51.34%,+28.44%,+37.95%,+63.03%
IIVI,"I I V I Inc",44.8,+18.94,-4.58%,+4.31%,-1.21%,+21.08%
INDB,"Independent Bk Corp",88,+34.31,+25.98%,+8.51%,+17.57%,+25.80%
INGN,"Inogen Inc",228.72,+166.19,+92.07%,+13.30%,+25.93%,+144.67%
INN,"Summit Hotel Properties",13.44,-15.55,-11.75%,-6.86%,-9.07%,-12.90%
INTL,"Intl Fcstone Inc",55.4,+54.68,+30.26%,+5.39%,+18.17%,+45.64%
INVA,"Innoviva Inc",13.92,+5.22,-1.90%,-3.73%,-4.13%,+10.65%
IOSP,"Innospec Inc",75.05,+26.56,+6.30%,-7.97%,+0.33%,+25.82%
