Symbol,Name,Last,Opinion,"20D Rel Str","20D His Vol","20D Avg Vol","52W Low","52W High"
AAOI,"Applied Optoelect",41.78,Hold,47.73%,63.68%,1228575,22.54,103.41
AAON,"Aaon Inc",36.75,"80% Buy",69.86%,14.60%,169940,29.05,40.25
AAT,"American Assets Trust",37.57,"8% Buy",51.37%,15.70%,244325,30.62,41.69
AAWW,"Atlas Air Ww",69,"8% Sell",46.59%,25.24%,237045,50.65,75.29
AAXN,"Axon Inc",73.83,"100% Buy",69.53%,40.49%,690670,20.57,74.75
ABAX,"Abaxis Inc",83.3,"72% Buy",64.81%,2.02%,204775,43.66,83.98
ABCB,"Ameris Bancorp",51.85,"56% Sell",38.69%,18.23%,417630,41.05,59.05
ABG,"Asbury Automotive Group Inc",69.35,"24% Sell",46.82%,25.20%,214220,49.1,76.5
ABM,"ABM Industries Incorporated",29.94,"32% Sell",47.27%,23.46%,714460,28.17,45.12
ACET,"Aceto Cp",3.23,"56% Sell",42.53%,62.63%,555160,2.22,17.1
ACLS,"Axcelis Tech Inc",21.5,"8% Buy",52.25%,39.40%,372615,18.6,37.05
ACOR,"Acorda Therapeutics",28.75,"16% Buy",50.81%,34.06%,459615,16.55,36.35
ADC,"Agree Realty Corp",53.49,"56% Buy",53.01%,14.57%,175970,43.74,54.69
ADTN,"Adtran Inc",16.5,"80% Buy",65.92%,17.32%,416830,13.95,25.1
AEGN,"Aegion Corp",25.36,"8% Sell",47.46%,18.49%,85005,19.11,28.19
AEIS,"Advanced Energy",59.84,"24% Sell",46.05%,31.47%,381035,57.03,95
AEL,"American Equity Investment Life",35.14,Hold,51.20%,17.05%,690550,25.43,37.16
AGYS,"Agilysys Inc",16.38,"72% Buy",69.29%,18.48%,123685,9.8,16.8
AHH,"Armada Hoffler Properties Inc",15.14,"40% Buy",54.75%,16.41%,392855,12.73,16
AIN,"Albany International Corp",64.4,"72% Buy",61.90%,15.26%,79940,49.2,68.85
AIR,"AAR Corp",46.75,"32% Buy",51.42%,49.84%,291140,34.25,49.05
AIT,"Applied Industrial Technologies",75.6,"100% Buy",61.50%,20.50%,142340,54,76.55
AJRD,"Aerojet Rocketdyne Holdings",30.28,"48% Buy",55.78%,20.03%,527755,22.95,36.25
AKR,"Acadia Realty Trust",26.57,Hold,48.67%,11.87%,544750,21.34,30.63
AKS,"AK Steel Holding Corp",4.87,"48% Buy",56.75%,44.41%,11976035,4,6.88
ALG,"Alamo Group",91.27,"40% Sell",44.65%,17.82%,50785,86.41,120.58
ALGT,"Allegiant Travel Com",144.2,"32% Sell",48.13%,27.27%,145760,111.54,181.45
ALRM,Alarm.Com,44.04,"64% Buy",57.46%,15.52%,477965,33.39,49.49
AMAG,"Amag Pharmaceuticals",21.85,"8% Buy",50.29%,34.24%,591405,11.93,25.63
AMBC,"Ambac Financial Grp",20.22,"56% Buy",57.22%,14.85%,438480,13.17,21.61
AMED,"Amedisys Inc",95.6,"96% Buy",73.17%,24.23%,314800,45.6,96.26
AMN,"Amn Healthcare Services Inc",61.2,"48% Buy",55.41%,20.38%,337905,34.85,68.2
AMPH,"Amphastar Pharma",16.9,"16% Buy",53.85%,26.63%,210280,14.4,20.45
AMSF,"Amerisafe Inc",62.1,"88% Buy",62.68%,17.40%,73960,51.3,67.82
AMWD,"Amer Woodmark Cp",86.15,"88% Sell",40.72%,39.77%,186310,78.75,148.44
ANDE,"Andersons Inc",35.45,"56% Buy",57.69%,15.23%,76670,29.6,38
ANF,"Abercrombie & Fitch Company",26.16,"80% Buy",52.03%,41.06%,1796390,9.03,29.2
ANGO,"Angiodynamics Inc",21.42,"8% Buy",50.31%,73.25%,440900,15.16,23.95
ANIK,"Anika Therapeutics",34.23,"64% Sell",41.98%,24.70%,218830,28.54,69.81
ANIP,"ANI Pharma Inc",70.49,"64% Buy",62.26%,20.62%,87055,42.23,74.7
APEI,"American Pub. Edu.",44.65,"80% Buy",57.13%,26.87%,98135,17.4,46.15
APOG,"Apogee Entrpr Inc",48.51,"40% Buy",57.42%,46.51%,271275,37.24,54.24
ARCB,"Arcbest Corp",46.7,"40% Buy",54.84%,34.08%,277375,21.05,50.45
ARI,"Apollo Commercial Real Estate",18.84,"64% Buy",55.91%,9.56%,1088955,17.56,19.06
AROC,"Archrock Inc",12.7,"88% Buy",57.00%,33.60%,1142175,8.25,13.35
ARR,"Armour Residential R",23.08,"40% Buy",49.41%,11.99%,378835,21.4,27.55
ASGN,"On Assignment",84.44,"48% Buy",59.44%,22.13%,236730,44.66,86.13
ASIX,"Advansix Inc",39.12,"56% Buy",53.80%,26.39%,165650,29.55,46.51
ASNA,"Ascena Retail Grp",3.64,"24% Buy",50.51%,53.07%,2785725,1.69,4.74
ASTE,"Astec Inds Inc",61.37,"80% Buy",55.17%,20.29%,100680,45.7,64.8
ATNI,"Atn International",54.82,"16% Sell",49.32%,26.98%,54600,49.34,67.9
ATU,"Actuant Corp",28,"40% Buy",55.59%,19.40%,687885,21.5,30.05
AVA,"Avista Corp",50.4,"56% Sell",30.75%,17.06%,560590,47.5,52.91
AVAV,"Aerovironment Inc",75.24,"96% Buy",70.78%,38.97%,518265,36.71,76.11
AVD,"American Vanguard Corp",21.65,"40% Sell",42.55%,21.52%,58825,17.5,24
AVP,"Avon Products",1.42,"88% Sell",30.94%,32.73%,6877640,1.38,3.8
AWR,"American States Water Company",60.14,"88% Buy",60.95%,15.90%,164425,46.87,60.95
AXE,"Anixter International Inc",74.7,"72% Buy",71.59%,46.70%,207290,56.25,88.85
AXL,"American Axle & Manufacturing",16.13,"16% Sell",46.75%,40.29%,1752380,13.38,20.27
AZZ,"Azz Inc",55.5,"96% Buy",73.51%,45.82%,319210,39.5,56.05
B,"Barnes Group",61.97,"88% Buy",59.53%,15.23%,197335,52.42,72.87
BABY,"Natus Medical Inc",32.75,"72% Sell",41.07%,29.29%,231195,28,43.6
BANC,"First Pactrust Bancorp",19.3,"24% Sell",47.56%,21.33%,459550,17.1,23.4
BANR,"Banner Corp",62.04,"80% Buy",57.38%,13.86%,146105,52.2,62.98
BCC,"Boise Cascade L.L.C.",43.95,"32% Sell",44.13%,25.48%,365310,28,49.3
BCOR,"Blucora Inc",37.65,"16% Buy",52.66%,26.39%,330460,19.05,40.6
BCPC,"Balchem Cp",99.89,"48% Buy",55.07%,20.50%,97560,70.23,104.59
BEAT,"Biotelemetry Inc",50.35,"96% Buy",71.92%,22.14%,274565,23.3,50.65
BEL,"Belmond Ltd",11.35,"8% Sell",48.64%,35.51%,506095,10.3,14.2
BELFB,"Bel Fuse Inc Cl B",22.95,"96% Buy",59.09%,43.39%,25410,17.1,33.45
BFS,"Saul Centers",53.58,"16% Buy",54.48%,22.66%,39625,46.71,65.43
BGFV,"Big 5 Sporting",6.5,"72% Sell",34.59%,30.40%,303370,5.05,11.85
BGG,"Briggs & Stratton Corp",16.83,"100% Sell",33.77%,27.03%,263330,16.57,27.34
BGS,"B&G Foods Holdings",30.6,"24% Buy",52.59%,37.80%,1012300,22,39.75
BHE,"Benchmark Electronics",29.35,"24% Buy",50.90%,24.09%,286705,25.75,35.8
BHLB,"Berkshire Hills Bancorp",41.45,"48% Buy",54.07%,14.06%,331225,32.85,44.25
BJRI,"Bj's Restaurants Inc",63.1,"96% Buy",63.28%,21.70%,297740,28,65.4
BKE,"Buckle Inc",24.2,"32% Sell",43.29%,39.38%,382145,13.5,28.8
BKS,"Barnes & Noble",5.5,"8% Sell",45.84%,59.07%,1283045,4.1,8.41
BLD,"Topbuild Corp",83.18,"64% Buy",55.25%,29.64%,237920,51.64,87.21
BMI,"Badger Meter",52.55,"88% Buy",74.25%,34.50%,120245,41,52.8
BNED,"Barnes & Noble Education Inc C",5.37,"64% Sell",38.17%,46.89%,455585,4.99,9.1
BOFI,"Bofi Holding Inc",41.62,"8% Buy",49.75%,23.77%,517035,24.2,45.18
BPFH,"Boston Pvt Finl Hldg",15,"72% Sell",30.83%,28.64%,423290,13.95,17.85
BRC,"Brady Corp",37.35,"56% Sell",40.60%,23.15%,212510,31.7,40.9
BRKL,"Brookline Bancorp",18.75,"48% Buy",55.04%,13.99%,344810,13.6,19.35
BRKS,"Brooks Automation",32.11,"8% Buy",48.58%,44.03%,714625,21.75,36.45
BRS,"Bristow Group Inc",14.53,"32% Sell",52.82%,32.71%,548365,6.86,18.91
CACI,"Caci International",179.55,"96% Buy",65.75%,15.16%,131060,118.1,180.9
CAL,"Caleres Inc",35.65,"56% Buy",55.08%,28.92%,427415,22.39,37.06
CALM,"Cal-Maine Foods In",45.95,"40% Sell",43.29%,38.92%,337755,33.4,52.3
CAMP,"Calamp Corp",23.26,Hold,53.07%,35.48%,493440,17.52,25.45
CASH,"Meta Financial Grp",97.85,"72% Sell",39.75%,23.37%,71960,60.7,117.97
CATM,"Cardtronics Inc",26.72,"48% Buy",52.95%,33.47%,375100,15.8,34.9
CATO,"Cato Corp",25.92,"80% Buy",61.61%,62.61%,328020,10.76,26.73
CBB,"Cincinnati Bell Inc",12.95,"56% Sell",36.83%,52.28%,633200,11.65,22.2
CBL,"Cbl & Associates Properties",5.29,"16% Sell",47.18%,33.07%,2835895,3.8,9.67
CBM,"Cambrex Corp",56.05,"80% Buy",69.98%,20.18%,342865,42.55,62.3
CBU,"Community Bank System",62.79,"100% Buy",61.81%,16.44%,226385,48.89,63.08
CCMP,"Cabot Microelectron",118.3,"80% Buy",61.95%,22.51%,134230,68,119.32
CCOI,"Cogent Comm Hldgs",52.5,"8% Sell",48.59%,29.57%,218610,35.75,57.65
CCRN,"Cross Ctry Hlthcr",11.83,Hold,47.63%,22.74%,262445,9.07,14.65
CDR,"Cedar Shopping Centers Inc",4.93,"48% Buy",58.03%,34.51%,418320,3.54,6.29
CECO,"Career Education",18.59,"96% Buy",76.22%,20.10%,738465,8.1,19.07
CEIX,"Consol Energy Inc",42.25,"48% Buy",56.17%,48.70%,622230,19.51,48.12
CENT,"Central Garden",43.55,"40% Buy",54.41%,21.17%,92620,30.89,45.02
CENTA,"Central Garden & Pet",40.71,"40% Buy",54.92%,20.34%,192285,29.72,41.97
CENX,"Century Aluminum C",12.97,"100% Sell",32.51%,57.39%,1400265,12.76,24.77
CEVA,"Ceva Inc",32.5,"16% Sell",50.86%,21.07%,98500,27.35,51.8
CHCO,"City Holding Co",79.12,"72% Buy",58.77%,21.07%,77150,58.8,80.43
CHCT,"Community Healthcare Trust Inc",30.22,"96% Buy",66.27%,15.71%,101700,22.41,30.64
CHS,"Chico's Fas",8.92,"8% Sell",53.59%,32.37%,2569720,6.96,10.9
CHSP,"Chesapeake Lodging Trust",32.61,"80% Buy",57.53%,14.73%,310460,24.08,32.95
CHUY,"Chuy's Holdings Inc",33.75,"100% Buy",68.13%,27.25%,123945,18,34.05
CIR,"Circor International",40.86,"16% Sell",48.20%,39.47%,346390,35.16,58.85
CJ,"C&J Energy Services Inc",22.22,"88% Sell",37.11%,34.71%,1056180,21.79,36.57
CKH,"Seacor Smit Inc",53.94,"16% Buy",47.35%,19.10%,139780,33.46,59
CLD,"Cloud Peak Energy Inc",3.18,"48% Sell",42.50%,52.35%,352290,2.76,5.7
CLDT,"Chatham Lodging Trust [Reit]",21.94,"96% Buy",66.23%,13.92%,247970,17.9,23.91
CLW,"Clearwater Paper Corp",23.6,"48% Sell",42.86%,20.46%,174750,22.48,50.6
CMO,"Capstead Mortgage Corp",8.66,"56% Sell",40.33%,21.39%,687460,8.17,10.28
CMTL,"Comtech Telecom Co",33.88,"80% Buy",60.18%,15.81%,127025,17.11,35.38
CNMD,"C O N M E D Cp",73.43,"32% Buy",53.74%,14.64%,209305,47.67,76.63
CNSL,"Consolidated Communications Holdings Inc",12.15,"16% Sell",45.32%,26.50%,656850,10.31,20.72
COHU,"Cohu Inc",26.03,"96% Buy",57.80%,37.34%,286375,17.11,26.66
COKE,"Coca Cola Bot Cons",138.2,"24% Buy",52.03%,26.23%,44350,125.08,249.54
COLB,"Columbia Banking Sys",42.22,"32% Sell",50.34%,18.97%,316595,35.67,48.06
CORE,"Core Mark Holding",24.33,"88% Buy",69.70%,17.53%,424315,17.1,38.2
CORT,"Corcept Therapeutics",13,"100% Sell",30.48%,40.16%,1285055,11.88,25.96
CPF,"Central Pacific Financial Co",29.12,"64% Sell",47.01%,13.68%,112455,27.34,33.15
CPLA,"Capella Education Co",105.05,"96% Buy",69.09%,13.45%,49175,65.15,105.9
CPS,"Cooper Std Hldg Inc",133.94,"32% Buy",50.78%,28.87%,148440,95.33,142.08
CPSI,"Computer Programs",34.05,"48% Buy",58.87%,14.11%,114290,27.6,34.65
CRAY,"Cray Inc",25.75,"16% Buy",50.31%,38.06%,195910,17.6,28.6
CROX,"Crocs Inc",17.65,"48% Buy",52.00%,28.18%,900840,7.53,19.54
CRR,"Carbo Ceramics",9.41,"16% Sell",50.80%,36.12%,467190,6.05,12.69
CRVL,"Corvel Cp",56.1,"64% Buy",58.93%,15.95%,27745,45.01,61.2
CRY,Cryolife,29.95,"96% Buy",63.72%,20.30%,123720,16.8,30.45
CRZO,"Carrizo Oil & Gas",28.27,"40% Buy",55.08%,32.30%,2434925,11.1,31.57
CSGS,"C S G Sys Intl",41.17,"56% Sell",44.73%,14.29%,153520,37.21,48.82
CTB,"Cooper Tire & Rubber Company",25.65,"56% Sell",42.82%,28.92%,580045,22.58,40.78
CTRE,"Caretrust REIT Inc",17,"56% Buy",56.77%,16.45%,691735,12.73,19.82
CTRL,"Control4 Corp",25.21,"72% Buy",54.03%,20.32%,230200,20.5,35.99
CTS,"Cts Corp",37.5,"64% Buy",63.09%,28.08%,194255,21.3,39.2
CUB,"Cubic Corp",68.9,"56% Buy",54.05%,26.39%,158350,39.58,72.43
CUBI,"Customers Bancorp",28.69,"80% Sell",42.90%,19.72%,162840,24.75,33.85
CUTR,"Cutera Inc",43.5,"8% Sell",51.11%,34.99%,178140,25.25,56.05
CVBF,"Cvb Financial Corp",23.17,"16% Buy",52.15%,19.52%,443000,19.58,25.49
CVCO,"Cavco Inds Inc",220.1,"72% Buy",60.69%,25.54%,49165,123.1,225
CVGW,"Calavo Growers Inc",94.05,"16% Buy",50.47%,16.57%,113285,65.85,99
CWT,"California Water Service Group Holding",40.65,"72% Buy",53.33%,19.71%,185000,35.25,46.15
CYH,"Community Health Systems",2.71,"96% Sell",30.14%,63.44%,2990480,2.66,9.89
CYTK,Cytokinetics,8.8,"8% Sell",49.99%,38.75%,269245,6.75,15.95
DAKT,"Daktronics Inc",8.41,"72% Sell",44.31%,18.82%,198625,7.85,10.86
DAR,"Darling International Inc",19.85,"24% Buy",57.61%,16.29%,748375,15.56,20.36
DBD,"Diebold Nixdorf Inc",11.65,"64% Sell",40.00%,37.99%,1054365,11.43,23.7
DCOM,"Dime Community Bncsh",20.05,"24% Buy",51.08%,17.47%,116580,17.75,22.65
DDD,"3D Systems Corp",15,"72% Buy",58.68%,35.16%,1684155,7.92,18.42
DEA,"Easterly Government Properties",19.48,"80% Sell",44.10%,13.10%,867015,19.03,22.32
DEPO,"Depomed Inc",8.14,"88% Buy",62.39%,67.47%,1477055,4.31,10.97
DF,"Dean Foods Company",10.39,"24% Buy",52.02%,23.60%,971125,8.14,15.65
DFIN,"Donnelly Financial Solutions Inc",20.57,"80% Buy",74.90%,30.10%,290305,15.22,23.73
DGII,"Digi Intl Inc",13.7,"56% Buy",59.56%,31.17%,75640,8.5,14.7
DIN,"Dineequity Inc",71.2,"32% Sell",46.60%,32.31%,290720,36.71,82.62
DIOD,"Diodes Inc",38.07,"100% Buy",64.34%,32.03%,310120,25.76,38.33
DNR,"Denbury Resources",4.36,"8% Sell",48.22%,64.49%,14572905,0.92,5.56
DORM,"Dorman Products Inc",73.17,"96% Buy",59.51%,24.54%,110300,56.36,83.44
DPLO,"Diplomat Pharmacy Inc",22.33,"48% Sell",35.09%,47.75%,1087435,14.5,28.74
DRH,"Diamondrock Hospitality Company",12.23,"16% Sell",50.80%,13.91%,1839050,9.87,12.99
DSPG,"D S P Group Inc",13.15,"88% Buy",60.64%,25.74%,230930,11.3,13.95
DSW,"DSW Inc",27.51,"88% Buy",60.60%,23.60%,1439020,15.14,28.34
DXPE,"Dxp Enterprise",42.64,"88% Buy",61.07%,29.76%,69095,24.86,43.42
EBIX,"Ebix Inc",84.05,"88% Buy",63.67%,25.08%,123950,55.25,87.5
EBS,"Emergent Biosolutions",54.26,"80% Buy",54.28%,25.83%,352380,32.48,55.94
ECHO,"Echo Global Logistic",31.45,"100% Buy",61.72%,29.78%,367575,13,32.95
ECOL,"US Ecology Inc",65.65,"40% Buy",61.97%,17.15%,55990,44.5,67.35
ECPG,"Encore Capital Grp",36.45,"88% Sell",39.88%,33.41%,382870,35.35,52
EE,"El Paso Electric Company",60.95,"96% Buy",64.82%,14.22%,236465,48.05,61.85
EFII,"Elec Imaging Inc",34.89,"56% Buy",58.60%,21.23%,380380,25.28,49.58
EGHT,"8X8 Inc",21.95,"88% Buy",60.20%,37.48%,916760,10.3,23.05
EGL,"Engility Holdings Inc",34.91,"96% Buy",68.59%,36.05%,114535,21.19,35.84
EGOV,"Nic Inc",16.15,"48% Buy",52.73%,21.91%,341700,12.65,18.9
EGP,"Eastgroup Properties",92.67,"24% Sell",43.76%,16.56%,237315,77.74,98.17
EGRX,"Eagle Pharmaceutical",83.39,"96% Buy",68.04%,25.35%,208135,45.05,85.66
EHTH,"Ehealth Inc",24,"72% Buy",59.75%,34.59%,131890,13.61,28.59
EIG,"Employers Holdings Inc",42.3,"100% Buy",61.89%,13.34%,106895,38.35,50.45
ELY,"Callaway Golf Company",19.2,"48% Buy",52.51%,21.57%,1003250,12.42,20.82
ENDP,"Endo Int'l Plc",11.15,"88% Buy",69.30%,51.94%,6260255,5.27,12.46
ENSG,"The Ensign Group In",37.92,"64% Buy",57.69%,22.86%,269925,18.75,40.09
ENTA,"Enanta Pharmaceutica",122.34,"80% Buy",57.45%,41.43%,301450,36.58,127.77
ENVA,"Enova International Inc",38.25,"96% Buy",62.88%,32.79%,325635,11.15,39
EPAY,"Bottomline Tech In",55.64,"96% Buy",71.91%,26.96%,397195,27.18,55.98
ERA,"Era Group Inc",13.36,"72% Buy",55.51%,26.53%,50405,8.1,14
ESE,"Esco Technologies Inc",61.1,"72% Buy",59.91%,18.44%,82780,50.3,66.8
ESIO,"Electro Sci Inds",17.92,"8% Sell",50.92%,47.35%,639995,8.41,27.72
ESND,"Essendant Inc",14.42,"88% Buy",65.40%,16.17%,209000,7.2,14.74
ETH,"Ethan Allen Interiors Inc",24.3,"8% Sell",48.50%,24.38%,165980,21.5,33.13
EVTC,"Evertec Inc",23.25,"100% Buy",67.40%,13.94%,508320,12.6,23.45
EXLS,"Exlservice Holdings",62.37,"96% Buy",67.60%,17.16%,113080,52.52,64.34
EXPO,"Exponent Inc",48.85,"8% Sell",49.13%,23.61%,193135,31.73,52.63
EXPR,"Express Inc",9.83,"72% Buy",54.10%,40.42%,1571015,5.28,11.34
EXTN,"Exterran Corp",27.05,"16% Sell",49.05%,23.72%,108490,23.29,33.69
EXTR,"Extreme Networks",8.84,"8% Buy",50.61%,35.47%,1846095,7.63,15.55
EZPW,"Ezcorp Inc",12.25,"40% Sell",47.92%,44.74%,616530,7.8,15.1
FARO,"Faro Tech Inc",57.95,"64% Buy",59.19%,18.28%,87435,32.25,65.35
FBP,"First Bancorp",8.09,"96% Buy",59.43%,18.94%,1634880,4.48,8.32
FCF,"First Commonwealth Financial Corp",16.2,"64% Buy",58.03%,14.69%,402675,12.06,16.4
FCFS,"First Cash Fin Svcs",93.7,"64% Buy",57.39%,20.45%,255305,57.55,95.4
FCN,"Fti Consulting",66.73,"80% Buy",61.96%,26.34%,254505,31.65,69.25
