Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
FFBC,"First Finl Bncp [Oh]",31.05,0.05,+0.16%,31.2,30.8,161000,08/09/18
FFIN,"First Finl Bkshs Inc",58.1,-0.25,-0.43%,58.75,57.83,142300,08/09/18
FIX,"Comfort Systems USA",55.8,0.05,+0.09%,56.05,55.65,173800,08/09/18
FLOW,"SPX Flow Inc",46.64,-0.47,-1.00%,47.38,46.37,120400,08/09/18
FMBI,"First Midwest Bncp",26.9,-0.21,-0.77%,27.22,26.85,282700,08/09/18
FN,Fabrinet,41.94,0.52,+1.26%,42.09,41.3,448000,08/09/18
FNSR,"Finisar Corp",18.63,0.39,+2.14%,18.73,18.06,1462200,08/09/18
FORM,"Formfactor Inc",14,0,unch,14.1,13.8,411600,08/09/18
FORR,"Forrester Resrch",45.2,-0.05,-0.11%,45.4,44.7,48300,08/09/18
FOSL,"Fossil Group",24.83,1.58,+6.82%,25.45,23.33,2695200,08/09/18
FOXF,"Fox Factory Cp",63.75,-0.2,-0.31%,64.5,63,105300,08/09/18
FRAN,"Francesca's Holdings",7.59,0.23,+3.13%,7.67,7.33,537900,08/09/18
FRGI,"Fiesta Restaurant Gp",28.75,0.35,+1.23%,29.15,28.4,165200,08/09/18
FSB,"Franklin Financial Network Inc",38.3,-0.4,-1.03%,38.8,38.25,59100,08/09/18
FSP,"Franklin Street Properties",8.37,-0.11,-1.30%,8.53,8.37,196709,08/09/18
FSS,"Federal Signal Corp",25.63,0.03,+0.12%,26.55,25.6,281500,08/09/18
FTD,"Ftd Companies",3.74,0.38,+11.31%,3.8,3.3,394100,08/09/18
FTK,"Flotek Industries",2.23,0.06,+2.76%,2.25,2.14,1091400,08/09/18
FTR,"Frontier Commun Cp",5.24,0.23,+4.59%,5.44,5.02,3586500,08/09/18
FUL,"H. B. Fuller Company",57.74,0.64,+1.12%,57.96,57.28,269400,08/09/18
FWRD,"Foward Air Corp",63.03,-0.24,-0.38%,63.86,62.95,83600,08/09/18
GBCI,"Glacier Bancorp Inc",43.65,-0.28,-0.64%,44.01,43.58,413900,08/09/18
GBX,"Greenbrier Companies",58.95,0.15,+0.26%,59.4,58.4,180500,08/09/18
GCI,"Gannett Co. Inc",10.44,0.34,+3.37%,11.1,10.28,1661500,08/09/18
GCO,"Genesco Inc",41.5,0,unch,42.25,41.05,269400,08/09/18
GDOT,"Green Dot Corp",83.41,2.71,+3.36%,85.69,77.14,855900,08/09/18
GEOS,"Geospace Technologie",13.05,0,unch,13.13,12.82,68500,08/09/18
GES,"Guess Inc",22.97,0.33,+1.46%,23.33,22.39,449200,08/09/18
GFF,"Griffon Corp",17.7,-0.1,-0.56%,17.95,17.6,108500,08/09/18
GHL,"Greenhill & Co. Inc",32.2,-0.3,-0.92%,32.55,31.9,347200,08/09/18
GIFI,"Gulf Island Fab",9.2,0.45,+5.14%,9.5,8.45,105600,08/09/18
GIII,"G-III Apparel Gp I",46.12,1,+2.22%,46.4,45.04,373800,08/09/18
GLT,Glatfelter,16.4,-0.1,-0.61%,16.71,16.27,345000,08/09/18
GME,"Gamestop Corp",15.21,-0.04,-0.26%,15.46,14.98,2342700,08/09/18
GNBC,"Green Bancorp",24.45,0,unch,24.8,24.2,177700,08/09/18
GNL,"Global Net Lease Inc",22.09,-0.13,-0.59%,22.25,21.82,548700,08/09/18
GOV,"Government Properties Income Trust",16.07,-0.06,-0.37%,16.23,16.04,544900,08/09/18
GPI,"Group 1 Automotive",76.25,-1.23,-1.59%,77.76,76.14,141900,08/09/18
GPRE,"Green Plains Inc",17.35,-0.55,-3.07%,18,17.2,876100,08/09/18
GTLS,"Chart Industries In",76.74,-0.11,-0.14%,77.79,76.52,86100,08/09/18
GTY,"Getty Realty Corp",29.01,0.04,+0.14%,29.15,28.92,73100,08/09/18
GWB,"Great Western Bancorp Inc",42.14,-0.35,-0.82%,42.5,41.87,128400,08/09/18
HA,"Hawaiian Hldgs Inc",41.95,0.65,+1.57%,42.05,41.06,474700,08/09/18
HAFC,"Hanmi Financial Cp",25.45,-0.2,-0.78%,25.7,25.3,111100,08/09/18
HAYN,"Haynes Intl Inc",39.87,-0.08,-0.20%,40.41,39.27,38300,08/09/18
HCI,"Homeowners Choice",39.98,0.2,+0.50%,40.36,39.69,39500,08/09/18
HF,"HFF Inc",44.69,0.28,+0.63%,45.01,43.97,140400,08/09/18
HFWA,"Heritage Financial",35.35,-0.1,-0.28%,35.6,35.15,118500,08/09/18
HI,"Hillenbrand Inc",52.05,-0.1,-0.19%,52.45,51.97,109700,08/09/18
HIBB,"Hibbett Sports Inc",23.75,0.25,+1.06%,24.4,23.05,384400,08/09/18
HLIT,"Harmonic Inc",5.2,-0.05,-0.95%,5.3,5.2,376400,08/09/18
HLX,"Helix Energy Solutions Group",9.34,0.05,+0.54%,9.42,9.21,961400,08/09/18
HMN,"Horace Mann Educators Corp",44.6,0,unch,44.85,44.35,56100,08/09/18
HMST,"Homestreet Inc",29.9,-0.1,-0.33%,30.2,29.67,85800,08/09/18
HMSY,"Hms Hldgs Cp",30.04,-0.01,-0.03%,30.23,29.57,611800,08/09/18
HOPE,"Hope Bancorp Inc",17.32,0,unch,17.43,17.19,754800,08/09/18
HPR,"Highpoint Resources Corp.",5.03,-0.67,-11.75%,5.48,4.9,6096500,08/09/18
HQY,Healthequity,82.11,0.34,+0.42%,83.24,81.91,212300,08/09/18
HSC,"Harsco Corp",24.8,-0.5,-1.98%,25.39,24.7,229900,08/09/18
HSII,"Heidrick & Struggl",43.8,0,unch,44.35,43.35,96100,08/09/18
HSKA,"Heska Corp",97.62,-2.42,-2.42%,100.04,97,82800,08/09/18
HSTM,"Healthstream Inc",29.76,0.13,+0.44%,30.06,29.48,98200,08/09/18
HT,"Hersha Hospitality Trust",21.62,0,unch,21.68,21.51,237500,08/09/18
HTLD,"Heartland Express",19.39,0.12,+0.62%,19.45,19.13,216900,08/09/18
HUBG,"Hub Group Inc A",52.35,-0.25,-0.48%,52.5,51.7,192100,08/09/18
HVT,"Haverty Furniture Companies",21.8,0.1,+0.46%,21.85,21.5,63000,08/09/18
HWKN,"Hawkins Inc",39.6,-0.25,-0.63%,40.25,39.4,10600,08/09/18
HZO,"Marinemax Inc",19.25,0.2,+1.05%,19.77,19.1,258900,08/09/18
IBP,"Installed Building Products I",52.75,0.2,+0.38%,53.3,52.15,225600,08/09/18
IIIN,"Insteel Industries",42.86,0.12,+0.28%,43.37,42.66,118700,08/09/18
IIVI,"I I V I Inc",44.8,0.85,+1.93%,45.35,43.9,525700,08/09/18
INDB,"Independent Bk Corp",88,0.1,+0.11%,88.15,87.35,49300,08/09/18
INGN,"Inogen Inc",228.72,-1.36,-0.59%,233.28,225.11,374700,08/09/18
INN,"Summit Hotel Properties",13.44,-0.02,-0.15%,13.52,13.38,325400,08/09/18
INTL,"Intl Fcstone Inc",55.4,-0.07,-0.13%,56.4,55.31,22800,08/09/18
INVA,"Innoviva Inc",13.92,0.05,+0.36%,14.14,13.81,396700,08/09/18
IOSP,"Innospec Inc",75.05,-0.8,-1.05%,77.38,73,176300,08/09/18
IPAR,"Inter Parfums Inc",61.6,-2.6,-4.05%,64.75,61.45,97900,08/09/18
IPHS,"Innophos Hldngs Inc",44,-0.33,-0.74%,44.49,43.63,113800,08/09/18
IRBT,"Irobot Corp",86.83,0.33,+0.38%,88.49,86.29,579600,08/09/18
IRDM,"Iridium Comm Inc",20.35,0.3,+1.50%,20.52,20,886300,08/09/18
IRT,"Independence Realty Trust Inc",10.11,-0.07,-0.69%,10.26,10.07,443900,08/09/18
ITG,"Investment Technology Group",22.88,2.21,+10.69%,23.88,21.14,603800,08/09/18
ITGR,"Integer Holdings Corp",70.9,-0.4,-0.56%,71.47,70.63,250400,08/09/18
ITRI,"Itron Inc",63.05,-0.45,-0.71%,64.25,63,215500,08/09/18
IVC,"Invacare Corp",16.6,0.1,+0.61%,16.7,16.15,381900,08/09/18
IVR,"Invesco Mortgage Capital Inc",16.14,0.06,+0.37%,16.2,16.06,402600,08/09/18
JBSS,"John B Sanfilippo",77.13,-0.14,-0.18%,77.95,76.71,36900,08/09/18
