Symbol,Name,Last,"Wtd Alpha","YTD %Chg","1M %Chg","3M %Chg","52W %Chg"
ARR,"Armour Residential R",23.33,-8.48,-9.29%,-1.31%,+2.32%,-10.03%
ASGN,"On Assignment",91.87,+89.02,+42.94%,+14.47%,+10.61%,+91.92%
ASIX,"Advansix Inc",34.44,-2.99,-18.14%,-8.36%,-1.94%,+3.14%
ASNA,"Ascena Retail Grp",4.1,+65.81,+74.47%,+8.18%,+91.59%,+68.72%
ASTE,"Astec Inds Inc",46.41,-12.51,-20.67%,-23.97%,-18.23%,-1.80%
ATNI,"Atn International",66.52,+20.29,+20.38%,+17.99%,+27.97%,+10.81%
ATU,"Actuant Corp",28,+22.67,+10.67%,-4.92%,+17.65%,+16.91%
AVA,"Avista Corp",50.61,-3.48,-1.71%,-4.27%,-2.60%,-3.40%
AVAV,"Aerovironment Inc",77.73,+85.45,+38.41%,+7.85%,+27.49%,+102.95%
AVD,"American Vanguard Corp",20.1,-3.31,+2.29%,-11.45%,-6.94%,-1.71%
AVP,"Avon Products",1.78,-39.23,-17.21%,+8.54%,-13.59%,-39.46%
AWR,"American States Water Company",59.68,+20.04,+3.06%,-0.53%,+9.67%,+18.04%
AXE,"Anixter International Inc",73.4,+8.23,-3.42%,+12.40%,+21.42%,-5.53%
AXL,"American Axle & Manufacturing",17.46,+19.17,+2.52%,+6.40%,+16.40%,+18.86%
AZZ,"Azz Inc",54.1,+15.08,+5.87%,+2.37%,+16.59%,+7.88%
B,"Barnes Group",67.25,+15.14,+6.29%,+12.21%,+17.34%,+11.34%
BABY,"Natus Medical Inc",35.3,+4.61,-7.59%,-1.81%,+4.75%,+4.75%
BANC,"First Pactrust Bancorp",20.05,+3.52,-2.91%,+0.50%,+7.22%,+0.25%
BANR,"Banner Corp",65.03,+22.30,+17.98%,+4.55%,+10.63%,+13.97%
BCC,"Boise Cascade L.L.C.",44,+39.19,+10.28%,-2.65%,+2.33%,+47.40%
BCOR,"Blucora Inc",34.7,+42.28,+57.01%,-12.26%,+37.15%,+51.53%
BCPC,"Balchem Cp",102.03,+39.27,+26.59%,-0.55%,+7.37%,+38.35%
BEAT,"Biotelemetry Inc",57.85,+98.25,+93.48%,+20.15%,+40.41%,+64.11%
BEL,"Belmond Ltd",11.15,-11.64,-8.98%,+3.24%,+1.83%,-14.56%
BELFB,"Bel Fuse Inc Cl B",25.15,+3.33,-0.10%,+10.55%,+27.99%,-9.37%
BFS,"Saul Centers",54.87,-5.26,-11.14%,-2.23%,+11.59%,-8.55%
BGFV,"Big 5 Sporting",5.65,-37.64,-25.66%,-23.13%,-26.14%,-41.45%
BGG,"Briggs & Stratton Corp",17.42,-29.08,-31.34%,-3.60%,-6.24%,-25.62%
BGS,"B&G Foods Holdings",30.65,-3.55,-12.80%,-5.26%,+17.88%,-2.54%
BHE,"Benchmark Electronics",25.65,-23.12,-11.86%,-14.21%,-5.00%,-21.56%
BHLB,"Berkshire Hills Bancorp",41.5,+21.44,+13.39%,-0.12%,+7.65%,+15.92%
BJRI,"Bj's Restaurants Inc",63.25,+101.62,+73.76%,+3.01%,+13.55%,+92.84%
BKE,"Buckle Inc",24.2,+46.25,+1.89%,-8.85%,+4.99%,+44.91%
BKS,"Barnes & Noble",5.95,-11.24,-11.19%,+13.33%,+15.53%,-21.71%
BLD,"Topbuild Corp",75.49,+21.39,-0.33%,-6.24%,-3.64%,+29.13%
BMI,"Badger Meter",52.4,+21.75,+9.62%,+13.42%,+22.29%,+16.83%
BNED,"Barnes & Noble Education Inc C",5.92,-16.18,-28.16%,+9.63%,-9.20%,-16.74%
BOFI,"Bofi Holding Inc",37.19,+28.43,+24.38%,-11.20%,-7.99%,+34.11%
BPFH,"Boston Pvt Finl Hldg",14.25,-8.16,-7.77%,-11.49%,-13.90%,-6.56%
BRC,"Brady Corp",37.85,+12.24,-0.13%,-3.07%,+0.93%,+15.93%
BRKL,"Brookline Bancorp",18,+26.24,+14.65%,-5.26%,+4.80%,+23.29%
BRKS,"Brooks Automation",29.82,+19.96,+25.03%,-13.34%,+3.18%,+21.71%
BRS,"Bristow Group Inc",11.81,+21.09,-12.32%,-17.01%,-32.55%,+53.98%
CACI,"Caci International",181.95,+45.14,+37.48%,+2.42%,+13.65%,+39.69%
CAL,"Caleres Inc",34.88,+31.12,+4.18%,-0.82%,+3.90%,+29.76%
CALM,"Cal-Maine Foods In",46.65,+22.33,+4.95%,-0.85%,-2.61%,+28.87%
CAMP,"Calamp Corp",23.15,+22.10,+8.03%,-5.28%,+9.66%,+21.97%
CASH,"Meta Financial Grp",92.5,+15.89,-0.16%,-6.71%,-10.63%,+26.37%
CATM,"Cardtronics Inc",30.41,+36.10,+64.20%,+15.50%,+0.40%,+13.60%
CATO,"Cato Corp",24.66,+79.05,+54.90%,-1.40%,+52.88%,+52.98%
CBB,"Cincinnati Bell Inc",9.95,-51.96,-52.28%,-42.49%,-35.81%,-53.61%
CBL,"Cbl & Associates Properties",4.46,-40.93,-21.20%,-22.57%,+2.53%,-50.33%
CBM,"Cambrex Corp",62.9,+28.94,+31.04%,+16.27%,+28.63%,+14.57%
CBU,"Community Bank System",63.94,+25.32,+18.96%,+3.83%,+8.06%,+16.30%
CCMP,"Cabot Microelectron",123.06,+68.73,+30.80%,+9.90%,+13.35%,+74.31%
CCOI,"Cogent Comm Hldgs",49.8,+13.41,+9.93%,-11.31%,+1.22%,+15.28%
CCRN,"Cross Ctry Hlthcr",9.05,-27.06,-29.08%,-25.58%,-23.17%,-28.63%
CDR,"Cedar Shopping Centers Inc",4.57,-10.03,-24.84%,-13.28%,+13.68%,-14.10%
CECO,"Career Education",17.24,+92.87,+42.72%,+2.50%,+20.48%,+107.71%
CEIX,"Consol Energy Inc",44.35,+91.20,+12.25%,+15.77%,+5.52%,+91.00%
CENT,"Central Garden",41.46,+15.91,+6.53%,-7.74%,+7.47%,+17.25%
CENTA,"Central Garden & Pet",37.9,+8.31,+0.50%,-9.18%,+2.91%,+10.75%
CENX,"Century Aluminum C",12.02,-30.74,-38.80%,-21.08%,-21.90%,-14.87%
CEVA,"Ceva Inc",28.55,-36.56,-38.14%,-9.65%,-16.64%,-33.91%
CHCO,"City Holding Co",80.43,+31.36,+19.21%,+2.75%,+10.06%,+24.70%
CHCT,"Community Healthcare Trust Inc",31.71,+31.24,+12.85%,+6.05%,+16.88%,+27.45%
CHS,"Chico's Fas",9.53,+13.38,+8.05%,+12.91%,-0.73%,+3.03%
CHSP,"Chesapeake Lodging Trust",31.39,+25.70,+15.87%,-4.15%,+2.62%,+23.34%
CHUY,"Chuy's Holdings Inc",30.6,+45.57,+9.09%,-3.92%,+2.00%,+47.12%
CIR,"Circor International",44.17,-9.15,-9.26%,+16.45%,-8.06%,-11.96%
CJ,"C&J Energy Services Inc",23.85,-16.51,-28.74%,+2.36%,-22.16%,-20.87%
CKH,"Seacor Smit Inc",51.43,+31.37,+11.27%,-7.78%,-6.71%,+39.83%
CLD,"Cloud Peak Energy Inc",2.61,-30.89,-41.35%,-28.30%,-18.18%,-16.88%
CLDT,"Chatham Lodging Trust [Reit]",21.08,+5.52,-7.38%,-3.13%,+6.57%,+3.08%
CLW,"Clearwater Paper Corp",26.4,-32.34,-41.85%,+7.76%,+3.73%,-41.27%
CMO,"Capstead Mortgage Corp",8.16,-16.61,-5.66%,-11.69%,-7.69%,-16.14%
CMTL,"Comtech Telecom Co",34.67,+72.15,+56.74%,+6.02%,+13.75%,+91.12%
CNMD,"C O N M E D Cp",77.01,+59.02,+51.09%,+1.82%,+13.85%,+54.02%
CNSL,"Consolidated Communications Holdings Inc",10.83,-41.25,-11.16%,-18.75%,-6.48%,-44.12%
COHU,"Cohu Inc",26.52,+47.65,+20.82%,+5.49%,+21.26%,+50.17%
COKE,"Coca Cola Bot Cons",153.35,-25.74,-28.76%,+11.10%,-9.19%,-36.75%
COLB,"Columbia Banking Sys",42,+7.96,-3.31%,+0.07%,+0.99%,+7.80%
CORE,"Core Mark Holding",29.06,+20.75,-7.98%,+22.41%,+67.20%,-3.00%
CORT,"Corcept Therapeutics",14.08,+10.94,-22.04%,-7.43%,-18.89%,-1.26%
CPF,"Central Pacific Financial Co",28,-6.69,-6.13%,-4.63%,-6.13%,-8.14%
CPS,"Cooper Std Hldg Inc",138.93,+35.98,+13.41%,+4.82%,+12.78%,+35.45%
CPSI,"Computer Programs",26.9,-12.74,-10.48%,-20.65%,-12.94%,-12.23%
CRAY,"Cray Inc",21.75,+2.58,-10.12%,-17.92%,-22.04%,+9.57%
CROX,"Crocs Inc",18.26,+94.96,+44.46%,+9.08%,+12.65%,+125.71%
CRR,"Carbo Ceramics",8.86,+21.06,-12.97%,-9.87%,-6.83%,+31.85%
CRVL,"Corvel Cp",56.55,+16.47,+6.90%,unch,+11.98%,+15.29%
CRY,Cryolife,32,+86.86,+67.10%,+6.14%,+23.79%,+72.51%
CRZO,"Carrizo Oil & Gas",24.42,+61.79,+14.76%,-13.95%,+2.52%,+80.09%
CSGS,"C S G Sys Intl",37.84,-7.90,-13.65%,-10.54%,-4.23%,-0.50%
CTB,"Cooper Tire & Rubber Company",29.45,-12.48,-16.69%,+6.13%,+22.71%,-14.01%
CTRE,"Caretrust REIT Inc",17.64,+4.07,+5.25%,+2.08%,+25.91%,-3.02%
CTRL,"Control4 Corp",31.76,+30.30,+6.72%,+24.79%,+36.84%,+40.72%
CTS,"Cts Corp",35.75,+60.89,+38.83%,-7.98%,+14.95%,+60.31%
CUB,"Cubic Corp",71.95,+62.38,+22.05%,+5.27%,+1.34%,+76.35%
CUBI,"Customers Bancorp",26.52,-9.80,+2.04%,-9.67%,-11.07%,-9.40%
CUTR,"Cutera Inc",34.03,-5.66,-24.97%,-18.60%,-39.08%,+5.50%
CVBF,"Cvb Financial Corp",24.18,+15.19,+2.63%,+5.68%,+5.41%,+12.10%
CVCO,"Cavco Inds Inc",223.45,+77.06,+46.43%,+4.15%,+26.06%,+59.66%
CVGW,"Calavo Growers Inc",94.7,+28.97,+12.20%,-3.17%,+0.26%,+31.25%
CWT,"California Water Service Group Holding",40.6,+5.49,-10.47%,-3.45%,+3.70%,+5.05%
CYH,"Community Health Systems",3.02,-60.56,-29.11%,-2.58%,-33.19%,-52.37%
CYTK,Cytokinetics,7.15,-32.95,-12.27%,-23.53%,-15.88%,-42.80%
DAKT,"Daktronics Inc",8.59,-10.95,-5.91%,-0.58%,-6.93%,-9.39%
DAR,"Darling International Inc",20.5,+29.26,+13.07%,+2.96%,+22.39%,+24.62%
DBD,"Diebold Nixdorf Inc",5.4,-70.87,-66.97%,-57.98%,-56.80%,-75.06%
DCOM,"Dime Community Bncsh",17.7,-12.04,-15.51%,-12.59%,-9.23%,-11.50%
DDD,"3D Systems Corp",17.96,+38.36,+107.87%,+21.85%,+62.83%,+41.53%
DEA,"Easterly Government Properties",19.76,-1.67,-7.40%,-0.90%,-4.91%,-0.60%
DEPO,"Depomed Inc",7.76,+9.03,-3.60%,+11.02%,+27.63%,+26.28%
DF,"Dean Foods Company",8.5,-34.37,-26.47%,-22.66%,-12.82%,-28.33%
DFIN,"Donnelly Financial Solutions Inc",18.51,-9.31,-5.03%,+1.98%,+8.95%,-11.18%
DGII,"Digi Intl Inc",13.2,+46.30,+38.22%,-5.04%,+7.32%,+41.18%
DIN,"Dineequity Inc",72.25,+63.17,+42.42%,-3.16%,-7.40%,+89.53%
DIOD,"Diodes Inc",38.28,+46.96,+33.52%,+7.80%,+26.92%,+42.68%
DNR,"Denbury Resources",4.26,+156.97,+92.76%,-13.41%,+25.29%,+195.83%
DORM,"Dorman Products Inc",74.75,+6.54,+22.26%,+4.38%,+12.39%,-2.07%
DPLO,"Diplomat Pharmacy Inc",18.97,+4.13,-5.48%,-28.55%,-1.15%,+14.28%
DRH,"Diamondrock Hospitality Company",11.62,+5.07,+2.92%,-7.11%,+0.52%,+3.29%
DSPG,"D S P Group Inc",12.3,+1.75,-1.60%,-3.53%,+2.07%,+4.68%
DSW,"DSW Inc",27.38,+53.78,+27.88%,-0.83%,+14.75%,+44.41%
DXPE,"Dxp Enterprise",48.68,+89.68,+64.63%,+18.70%,+24.50%,+71.23%
EBIX,"Ebix Inc",79.7,+30.88,+0.57%,-0.25%,-1.06%,+26.71%
EBS,"Emergent Biosolutions",54.19,+48.56,+16.61%,-1.29%,+11.09%,+54.12%
ECHO,"Echo Global Logistic",32.9,+108.30,+17.50%,+11.90%,+19.64%,+121.92%
ECOL,"US Ecology Inc",68.6,+49.00,+34.51%,+2.85%,+16.07%,+33.20%
ECPG,"Encore Capital Grp",35.55,-18.15,-15.56%,-5.83%,-21.18%,-17.71%
EE,"El Paso Electric Company",62.85,+22.29,+13.55%,+3.54%,+14.07%,+16.71%
EFII,"Elec Imaging Inc",34.28,+23.73,+16.09%,+1.24%,+5.84%,+11.05%
EGHT,"8X8 Inc",21.95,+67.09,+55.67%,+3.54%,+0.23%,+70.82%
EGL,"Engility Holdings Inc",33.71,+19.03,+18.82%,+6.58%,+15.60%,+9.52%
EGOV,"Nic Inc",16.3,+7.31,-1.81%,-2.40%,+3.49%,unch
EGP,"Eastgroup Properties",96.29,+15.50,+8.95%,-1.58%,+3.82%,+14.39%
EGRX,"Eagle Pharmaceutical",78.54,+49.89,+47.02%,+0.41%,+35.30%,+67.93%
EHTH,"Ehealth Inc",24.84,+41.51,+43.01%,+6.06%,+34.78%,+39.79%
EIG,"Employers Holdings Inc",43.75,+4.41,-1.46%,+8.02%,+9.79%,+3.06%
ELY,"Callaway Golf Company",21.91,+77.75,+57.29%,+13.46%,+23.58%,+68.02%
ENDP,"Endo Int'l Plc",16.23,+150.06,+109.42%,+49.45%,+180.31%,+98.41%
ENSG,"The Ensign Group In",36,+80.75,+62.16%,-3.64%,+9.79%,+78.57%
ENTA,"Enanta Pharmaceutica",93.84,+114.70,+59.92%,-25.11%,-11.11%,+139.20%
ENVA,"Enova International Inc",33.8,+147.51,+122.37%,-10.82%,+7.99%,+151.30%
EPAY,"Bottomline Tech In",56.78,+98.17,+63.73%,+5.50%,+30.98%,+98.39%
ERA,"Era Group Inc",12.93,+49.76,+20.28%,-5.27%,+9.58%,+50.88%
ESE,"Esco Technologies Inc",65.65,+26.90,+8.96%,+9.23%,+14.17%,+7.27%
ESIO,"Electro Sci Inds",23.35,+63.21,+8.96%,+45.66%,+29.08%,+123.23%
ESND,"Essendant Inc",15.87,+46.22,+71.20%,+14.01%,+60.63%,+29.45%
ETH,"Ethan Allen Interiors Inc",22.45,-28.11,-21.50%,-11.44%,-6.07%,-29.84%
EVTC,"Evertec Inc",24.45,+52.24,+79.12%,+9.89%,+15.88%,+35.08%
EXLS,"Exlservice Holdings",58.63,+2.71,-2.85%,-1.50%,+7.28%,+3.39%
EXPO,"Exponent Inc",50.35,+55.84,+41.63%,-0.30%,+14.11%,+49.96%
EXPR,"Express Inc",10.15,+53.49,unch,+4.96%,+27.67%,+54.26%
EXTN,"Exterran Corp",26.66,-2.34,-15.20%,+0.72%,-5.66%,-1.88%
EXTR,"Extreme Networks",6.09,-33.47,-51.36%,-28.94%,-48.17%,-32.71%
EZPW,"Ezcorp Inc",11.7,+17.72,-4.10%,-3.70%,-20.41%,+29.28%
FARO,"Faro Tech Inc",67.45,+90.77,+43.51%,+20.12%,+29.21%,+96.36%
FBP,"First Bancorp",8.35,+59.59,+63.73%,+5.30%,+11.63%,+45.47%
FCF,"First Commonwealth Financial Corp",16.83,+34.47,+17.53%,+6.18%,+8.58%,+31.18%
FCFS,"First Cash Fin Svcs",80.85,+29.90,+19.87%,-11.06%,-7.86%,+37.15%
FCN,"Fti Consulting",81.5,+163.35,+89.71%,+29.69%,+38.04%,+145.63%
FCPT,"Four Corners Property Trust In",26.06,+12.24,+1.40%,+2.24%,+14.40%,+7.51%
FELE,"Franklin Electric Co",48.8,+24.71,+6.32%,+5.51%,+10.03%,+22.46%
FF,"Futurefuel Corp",13.87,+5.08,-1.56%,-3.88%,+18.65%,-6.54%
FFBC,"First Finl Bncp [Oh]",31,+24.31,+17.65%,-2.36%,-2.97%,+20.62%
FFIN,"First Finl Bkshs Inc",58.35,+46.87,+29.52%,+10.62%,+11.89%,+37.29%
FIX,"Comfort Systems USA",55.75,+73.82,+27.72%,+17.12%,+25.56%,+64.21%
FLOW,"SPX Flow Inc",47.11,+32.59,-0.93%,+6.61%,+9.46%,+35.84%
FMBI,"First Midwest Bncp",27.11,+27.04,+12.91%,+4.03%,+8.31%,+22.28%
FN,Fabrinet,41.42,+16.15,+44.32%,+8.51%,+16.64%,-3.11%
FNSR,"Finisar Corp",18.24,-17.24,-10.37%,-2.82%,+9.22%,-28.25%
FORM,"Formfactor Inc",14,-1.57,-10.54%,-2.78%,+10.67%,+1.45%
FORR,"Forrester Resrch",45.25,+15.83,+2.38%,+3.19%,+6.47%,+15.73%
FOSL,"Fossil Group",23.25,+95.62,+199.23%,-18.71%,+41.42%,+96.37%
FOXF,"Fox Factory Cp",63.95,+87.87,+64.61%,+20.89%,+80.14%,+63.97%
FRAN,"Francesca's Holdings",7.36,-12.65,+0.68%,-10.79%,+42.64%,-20.69%
FRGI,"Fiesta Restaurant Gp",28.4,+64.81,+49.47%,-5.49%,+15.21%,+53.51%
FSB,"Franklin Financial Network Inc",38.7,+22.32,+13.49%,+0.65%,+12.34%,+12.50%
FSP,"Franklin Street Properties",8.48,-15.18,-21.04%,-6.92%,+9.84%,-16.12%
FSS,"Federal Signal Corp",25.6,+40.95,+27.43%,+7.93%,+11.79%,+35.81%
FTD,"Ftd Companies",3.36,-76.29,-53.27%,-31.57%,-44.65%,-82.26%
FTK,"Flotek Industries",2.17,-50.36,-53.43%,-31.76%,-41.67%,-65.93%
FTR,"Frontier Commun Cp",5.01,-66.95,-25.89%,-9.07%,-48.77%,-67.04%
FUL,"H. B. Fuller Company",57.1,+14.52,+6.00%,+3.07%,+10.98%,+11.98%
FWRD,"Foward Air Corp",63.27,+24.48,+10.15%,+5.64%,+12.78%,+23.55%
GBCI,"Glacier Bancorp Inc",43.93,+31.32,+11.53%,+9.36%,+14.49%,+25.09%
GBX,"Greenbrier Companies",58.8,+32.91,+10.32%,+7.79%,+27.83%,+26.59%
GCI,"Gannett Co. Inc",10.1,+13.36,-12.86%,-1.75%,-6.83%,+16.36%
GCO,"Genesco Inc",41.5,+45.85,+27.69%,+1.10%,-1.54%,+27.69%
GDOT,"Green Dot Corp",80.7,+75.56,+33.92%,+6.38%,+28.22%,+100.00%
GEOS,"Geospace Technologie",13.05,-9.18,+0.62%,-9.56%,+17.36%,-13.92%
GES,"Guess Inc",22.64,+46.28,+34.12%,+3.14%,-2.46%,+60.45%
GFF,"Griffon Corp",17.8,-11.34,-12.53%,-2.20%,-21.76%,-8.25%
GHL,"Greenhill & Co. Inc",32.5,+112.54,+66.67%,+9.06%,+27.70%,+91.74%
GIFI,"Gulf Island Fab",8.75,-15.97,-34.82%,-5.91%,-7.41%,-20.81%
GIII,"G-III Apparel Gp I",45.12,+68.83,+22.31%,+4.44%,+23.65%,+64.61%
GLT,Glatfelter,16.5,-11.55,-23.04%,-17.62%,-1.61%,-5.82%
GME,"Gamestop Corp",15.25,-24.24,-15.04%,+0.66%,+19.23%,-30.49%
GNBC,"Green Bancorp",24.45,+14.47,+20.44%,+11.64%,+6.07%,+8.19%
GNL,"Global Net Lease Inc",22.22,+13.65,+7.97%,+3.64%,+10.66%,+4.47%
GOV,"Government Properties Income Trust",16.13,-7.22,-13.00%,-2.48%,+16.71%,-11.76%
GPI,"Group 1 Automotive",77.48,+31.91,+9.17%,+10.46%,+12.49%,+36.36%
GPRE,"Green Plains Inc",17.9,-4.83,+6.23%,+5.92%,-6.77%,-6.04%
GTLS,"Chart Industries In",76.85,+123.42,+64.00%,+22.45%,+25.53%,+122.05%
GTY,"Getty Realty Corp",28.97,+14.35,+6.66%,+0.38%,+13.16%,+9.82%
GWB,"Great Western Bancorp Inc",42.49,+13.39,+6.76%,+0.93%,-0.38%,+9.17%
HA,"Hawaiian Hldgs Inc",41.3,+4.49,+3.64%,+13.62%,+12.84%,-2.82%
HAFC,"Hanmi Financial Cp",25.65,-12.74,-15.49%,-11.40%,-8.47%,-10.47%
HAYN,"Haynes Intl Inc",39.95,+27.69,+24.65%,+3.90%,+2.20%,+30.47%
HCI,"Homeowners Choice",39.78,+2.46,+33.04%,-4.79%,-2.09%,-6.90%
HF,"HFF Inc",44.41,+27.25,-8.70%,+28.28%,+24.50%,+16.84%
HFWA,"Heritage Financial",35.45,+33.77,+15.10%,-0.42%,+11.83%,+29.85%
HI,"Hillenbrand Inc",52.15,+43.18,+16.67%,+8.53%,+13.62%,+40.95%
HIBB,"Hibbett Sports Inc",23.5,+55.26,+15.20%,+1.73%,-13.12%,+58.25%
HLIT,"Harmonic Inc",5.25,+48.80,+25.00%,+23.53%,+47.89%,+36.36%
HLX,"Helix Energy Solutions Group",9.29,+60.23,+23.21%,+15.98%,+19.56%,+54.83%
HMN,"Horace Mann Educators Corp",44.6,+17.96,+1.13%,-3.98%,+4.33%,+19.57%
HMST,"Homestreet Inc",30,+18.39,+3.63%,+7.33%,+11.73%,+16.28%
HMSY,"Hms Hldgs Cp",30.05,+90.94,+77.29%,+30.20%,+46.37%,+66.02%
HOPE,"Hope Bancorp Inc",17.32,-4.14,-5.10%,-5.66%,-4.36%,-0.35%
HPR,"Highpoint Resources Corp.",5.7,+29.24,+11.11%,-9.24%,-19.15%,+75.38%
HQY,Healthequity,81.77,+87.79,+75.25%,+4.10%,+16.95%,+72.07%
HSC,"Harsco Corp",25.3,+54.24,+35.66%,+15.26%,+15.00%,+46.24%
HSII,"Heidrick & Struggl",43.8,+138.50,+78.41%,+22.52%,+16.64%,+134.22%
HSKA,"Heska Corp",100.04,+12.63,+24.72%,-5.73%,+7.57%,-1.59%
HSTM,"Healthstream Inc",29.63,+33.35,+27.94%,+3.64%,+10.07%,+26.90%
HT,"Hersha Hospitality Trust",21.62,+23.57,+24.25%,-3.40%,+11.50%,+16.74%
HTLD,"Heartland Express",19.27,-9.21,-17.44%,-0.87%,+9.18%,-6.86%
HUBG,"Hub Group Inc A",52.6,+43.59,+9.81%,+4.06%,+14.47%,+54.71%
HVT,"Haverty Furniture Companies",21.7,-7.81,-4.19%,unch,+12.14%,-13.37%
HWKN,"Hawkins Inc",39.85,+6.30,+13.21%,+8.14%,+22.99%,-5.23%
HZO,"Marinemax Inc",19.05,-5.48,+0.79%,-6.16%,-18.24%,+23.70%
IBP,"Installed Building Products I",52.55,-17.07,-30.81%,-6.41%,-13.07%,-10.25%
IIIN,"Insteel Industries",42.74,+69.34,+50.92%,+22.82%,+38.36%,+59.54%
IIVI,"I I V I Inc",43.95,+15.97,-6.39%,+4.52%,+0.23%,+16.42%
INDB,"Independent Bk Corp",87.9,+34.10,+25.84%,+10.01%,+17.67%,+24.86%
INGN,"Inogen Inc",230.08,+168.32,+93.21%,+19.92%,+33.70%,+148.04%
INN,"Summit Hotel Properties",13.46,-15.38,-11.62%,-8.68%,-8.87%,-14.86%
INTL,"Intl Fcstone Inc",55.47,+54.95,+30.43%,+6.96%,+19.57%,+43.30%
INVA,"Innoviva Inc",13.87,+4.70,-2.26%,-4.87%,-5.00%,+9.73%
IOSP,"Innospec Inc",75.85,+28.45,+7.44%,-4.89%,+3.55%,+19.64%
