Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
CLD,"Cloud Peak Energy Inc",2.36,-0.14,-5.60%,2.54,2.34,674100,08/14/18
CLDT,"Chatham Lodging Trust [Reit]",21.1,0.38,+1.83%,21.12,20.73,218500,08/14/18
CLW,"Clearwater Paper Corp",25.4,0.3,+1.20%,25.95,25.2,99300,08/14/18
CMO,"Capstead Mortgage Corp",8.38,0.05,+0.60%,8.4,8.3,1345100,08/14/18
CMTL,"Comtech Telecom Co",34.75,0.12,+0.35%,34.81,34.13,47300,08/14/18
CNMD,"C O N M E D Cp",77.88,1.06,+1.38%,78.09,76.66,123000,08/14/18
CNSL,"Consolidated Communications Holdings Inc",11.54,0.13,+1.14%,11.74,11.46,446400,08/14/18
COHU,"Cohu Inc",27.47,0.59,+2.19%,27.83,26.94,330700,08/14/18
COKE,"Coca Cola Bot Cons",169.47,3.25,+1.96%,169.97,164.11,115700,08/14/18
COLB,"Columbia Banking Sys",42.63,0.78,+1.86%,42.96,41.9,199100,08/14/18
CORE,"Core Mark Holding",33.14,1.48,+4.67%,33.22,31.51,612400,08/14/18
CORT,"Corcept Therapeutics",12.47,0.2,+1.63%,12.59,12,2382500,08/14/18
CPF,"Central Pacific Financial Co",28.41,0.62,+2.23%,28.47,27.82,110500,08/14/18
CPS,"Cooper Std Hldg Inc",136.98,2.11,+1.56%,137.78,134.37,108000,08/14/18
CPSI,"Computer Programs",27.65,1.3,+4.93%,27.8,26.4,213800,08/14/18
CRAY,"Cray Inc",21.25,0.05,+0.24%,21.5,21.2,201900,08/14/18
CROX,"Crocs Inc",18.64,0.7,+3.90%,18.71,18.01,984800,08/14/18
CRR,"Carbo Ceramics",8.55,0.13,+1.54%,8.55,8.35,200700,08/14/18
CRVL,"Corvel Cp",58.05,0.95,+1.66%,59.64,57.25,31100,08/14/18
CRY,Cryolife,32.1,0,unch,33.1,31.8,238900,08/14/18
CRZO,"Carrizo Oil & Gas",24.32,0.64,+2.70%,24.44,23.79,1892600,08/14/18
CSGS,"C S G Sys Intl",37.32,0.19,+0.51%,37.65,36.38,111700,08/14/18
CTB,"Cooper Tire & Rubber Company",29.9,0.95,+3.28%,30.15,29,486800,08/14/18
CTRE,"Caretrust REIT Inc",17.86,0.36,+2.06%,18.01,17.49,779900,08/14/18
CTRL,"Control4 Corp",32.44,0.45,+1.41%,32.78,31.93,308800,08/14/18
CTS,"Cts Corp",35.45,0.35,+1.00%,35.65,35,84200,08/14/18
CUB,"Cubic Corp",73.9,0.45,+0.61%,74.75,73.22,130700,08/14/18
CUBI,"Customers Bancorp",24.94,0.4,+1.63%,25.15,24.62,188100,08/14/18
CUTR,"Cutera Inc",34.4,0.35,+1.03%,34.75,32.95,272800,08/14/18
CVBF,"Cvb Financial Corp",24.42,0.29,+1.20%,24.51,24.11,573100,08/14/18
CVCO,"Cavco Inds Inc",226.6,2.45,+1.09%,232.85,224.5,36800,08/14/18
CVGW,"Calavo Growers Inc",101.9,3.65,+3.72%,102.25,97.97,260900,08/14/18
CWT,"California Water Service Group Holding",40.7,0.65,+1.62%,40.7,40.05,120300,08/14/18
CYH,"Community Health Systems",3.23,0.08,+2.54%,3.24,3.04,1896900,08/14/18
CYTK,Cytokinetics,7.05,0.15,+2.17%,7.07,6.85,133400,08/14/18
DAKT,"Daktronics Inc",8.45,0.02,+0.24%,8.55,8.37,270700,08/14/18
DAR,"Darling International Inc",19.62,0.14,+0.72%,19.86,19.43,673500,08/14/18
DBD,"Diebold Nixdorf Inc",5,0.4,+8.70%,5.25,4.65,7109500,08/14/18
DCOM,"Dime Community Bncsh",18.1,0.25,+1.40%,18.3,17.75,234000,08/14/18
DDD,"3D Systems Corp",19,1.08,+6.03%,19.23,17.87,3704000,08/14/18
DEA,"Easterly Government Properties",19.9,0.22,+1.12%,19.95,19.74,415300,08/14/18
DEPO,"Depomed Inc",7.3,0.12,+1.67%,7.42,7.09,940100,08/14/18
DF,"Dean Foods Company",8.68,0.14,+1.64%,8.78,8.54,954600,08/14/18
DFIN,"Donnelly Financial Solutions Inc",19.3,0.49,+2.60%,19.49,18.72,216300,08/14/18
DGII,"Digi Intl Inc",12.95,-0.05,-0.38%,13.05,12.75,98600,08/14/18
DIN,"Dineequity Inc",76.49,1.51,+2.01%,77.98,74.92,353100,08/14/18
DIOD,"Diodes Inc",37.84,0.11,+0.29%,38.12,37.45,229200,08/14/18
DNR,"Denbury Resources",4.7,0.12,+2.62%,4.75,4.54,10892400,08/14/18
DORM,"Dorman Products Inc",76.81,1.51,+2.01%,77.46,75.46,85100,08/14/18
DPLO,"Diplomat Pharmacy Inc",19.53,0.13,+0.67%,19.78,19.16,2548000,08/14/18
DRH,"Diamondrock Hospitality Company",11.66,0.08,+0.69%,11.7,11.56,1695000,08/14/18
DSPG,"D S P Group Inc",12.05,-0.1,-0.82%,12.2,12.05,27500,08/14/18
DSW,"DSW Inc",29.22,0.87,+3.07%,29.27,28.12,1874100,08/14/18
DXPE,"Dxp Enterprise",46.32,0.42,+0.92%,46.78,45.6,94900,08/14/18
EBIX,"Ebix Inc",76.4,0.9,+1.19%,76.6,74.6,160300,08/14/18
EBS,"Emergent Biosolutions",57.62,1.1,+1.95%,57.79,56.03,163400,08/14/18
ECHO,"Echo Global Logistic",32.45,-0.15,-0.46%,33.1,32.25,222000,08/14/18
ECOL,"US Ecology Inc",71.45,1.95,+2.81%,72.15,69.7,82000,08/14/18
ECPG,"Encore Capital Grp",39.6,0.35,+0.89%,40.15,39.45,306900,08/14/18
EE,"El Paso Electric Company",63.45,0.1,+0.16%,64.05,63.3,604700,08/14/18
EFII,"Elec Imaging Inc",34.03,0.78,+2.35%,34.11,33.16,398900,08/14/18
EGHT,"8X8 Inc",22.45,0.45,+2.05%,22.6,22.02,450700,08/14/18
EGL,"Engility Holdings Inc",33.85,-0.08,-0.24%,34.51,33.74,167000,08/14/18
EGOV,"Nic Inc",16.5,0.4,+2.48%,16.5,16.15,191800,08/14/18
EGP,"Eastgroup Properties",96.28,0.6,+0.63%,96.67,95.64,132500,08/14/18
EGRX,"Eagle Pharmaceutical",79.36,0.46,+0.58%,79.74,77.26,171700,08/14/18
EHTH,"Ehealth Inc",28.04,0.34,+1.23%,28.38,27.45,325000,08/14/18
EIG,"Employers Holdings Inc",44.05,0.2,+0.46%,44.4,43.65,124800,08/14/18
ELY,"Callaway Golf Company",22.62,0.3,+1.34%,22.77,22.25,1322600,08/14/18
ENDP,"Endo Int'l Plc",16.1,0.91,+5.99%,16.28,15.21,8175700,08/14/18
ENSG,"The Ensign Group In",36.72,1.34,+3.79%,36.76,35.55,414400,08/14/18
ENTA,"Enanta Pharmaceutica",89.98,3.04,+3.50%,90.87,86.5,308000,08/14/18
ENVA,"Enova International Inc",34.4,0.65,+1.93%,34.9,33.95,307600,08/14/18
EPAY,"Bottomline Tech In",59.56,0.73,+1.24%,59.61,57.54,414200,08/14/18
ERA,"Era Group Inc",11.92,0,unch,12.29,11.79,61500,08/14/18
ESE,"Esco Technologies Inc",66.95,1.45,+2.21%,67.4,65.45,61200,08/14/18
ESIO,"Electro Sci Inds",23.65,0.58,+2.51%,23.9,22.95,821800,08/14/18
ESND,"Essendant Inc",15.45,-0.05,-0.32%,15.79,15.37,118600,08/14/18
ETH,"Ethan Allen Interiors Inc",22.65,0.3,+1.34%,22.85,22.36,189800,08/14/18
EVTC,"Evertec Inc",24.3,0.15,+0.62%,24.5,24.15,340500,08/14/18
EXLS,"Exlservice Holdings",59.33,0.39,+0.66%,59.65,58,66700,08/14/18
EXPO,"Exponent Inc",51.55,1.15,+2.28%,52.15,50.35,260900,08/14/18
EXPR,"Express Inc",10.71,0.41,+3.98%,10.75,10.28,1569400,08/14/18
EXTN,"Exterran Corp",28.8,1.44,+5.26%,28.81,27.52,121300,08/14/18
EXTR,"Extreme Networks",6.39,0.04,+0.63%,6.5,6.28,2427200,08/14/18
EZPW,"Ezcorp Inc",11.4,-0.3,-2.56%,11.75,11.38,332500,08/14/18
FARO,"Faro Tech Inc",67.5,0.55,+0.82%,67.63,67.1,59100,08/14/18
FBP,"First Bancorp",8.78,0.28,+3.29%,8.82,8.45,7225700,08/14/18
FCF,"First Commonwealth Financial Corp",17.01,0.28,+1.67%,17.07,16.77,278100,08/14/18
FCFS,"First Cash Fin Svcs",81,0.45,+0.56%,81.65,80.5,138800,08/14/18
FCN,"Fti Consulting",80.34,0.34,+0.42%,81,80.1,373100,08/14/18
FCPT,"Four Corners Property Trust In",26.48,0.47,+1.81%,26.62,25.99,577800,08/14/18
FELE,"Franklin Electric Co",48.45,0.55,+1.15%,48.8,48,66600,08/14/18
FF,"Futurefuel Corp",13.59,0.16,+1.19%,13.73,13.44,74800,08/14/18
FFBC,"First Finl Bncp [Oh]",31.45,0.55,+1.78%,31.75,30.9,197000,08/14/18
FFIN,"First Finl Bkshs Inc",59.4,1.25,+2.15%,59.45,57.95,217900,08/14/18
FIX,"Comfort Systems USA",55.8,0.95,+1.73%,56.05,54.95,591500,08/14/18
FLOW,"SPX Flow Inc",45.77,0.11,+0.24%,46.25,45.61,75600,08/14/18
FMBI,"First Midwest Bncp",26.95,0.39,+1.47%,27.05,26.58,488700,08/14/18
FN,Fabrinet,43.29,1.45,+3.47%,43.33,41.63,403000,08/14/18
FNSR,"Finisar Corp",18.67,-0.02,-0.11%,19.01,18.63,1676400,08/14/18
FORM,"Formfactor Inc",13.9,-0.2,-1.42%,14.25,13.88,292300,08/14/18
FORR,"Forrester Resrch",46.15,1.2,+2.67%,46.25,44.95,90300,08/14/18
FOSL,"Fossil Group",25.68,1.17,+4.77%,26.43,24.52,2271800,08/14/18
FOXF,"Fox Factory Cp",67.2,2.8,+4.35%,68.3,64.75,245400,08/14/18
FRAN,"Francesca's Holdings",7.79,0.2,+2.64%,7.83,7.54,563800,08/14/18
FRGI,"Fiesta Restaurant Gp",28.5,0,unch,28.75,27.75,228200,08/14/18
FSB,"Franklin Financial Network Inc",39,0.85,+2.23%,39.1,38.1,69800,08/14/18
FSP,"Franklin Street Properties",8.22,0,unch,8.26,8.16,132375,08/14/18
FSS,"Federal Signal Corp",26.15,0.86,+3.40%,26.18,25.19,244800,08/14/18
FTD,"Ftd Companies",4.1,-0.16,-3.76%,4.29,4.06,209100,08/14/18
FTK,"Flotek Industries",2.12,0.05,+2.42%,2.19,2.07,691600,08/14/18
FTR,"Frontier Commun Cp",5.46,0.3,+5.81%,5.5,5.17,2716300,08/14/18
FUL,"H. B. Fuller Company",56.61,0.46,+0.82%,57.09,56.34,168100,08/14/18
FWRD,"Foward Air Corp",62.79,0.31,+0.50%,63.32,62.19,98300,08/14/18
GBCI,"Glacier Bancorp Inc",44.2,0.72,+1.66%,44.45,43.66,395400,08/14/18
GBX,"Greenbrier Companies",58.55,1.1,+1.91%,59,57.65,353900,08/14/18
GCI,"Gannett Co. Inc",10.38,0.13,+1.27%,10.5,10.29,828300,08/14/18
GCO,"Genesco Inc",44,1.2,+2.80%,44.3,42.75,433000,08/14/18
GDOT,"Green Dot Corp",83.74,1.44,+1.75%,84.56,82.87,252900,08/14/18
GEOS,"Geospace Technologie",13.36,0.36,+2.77%,13.41,13.03,22000,08/14/18
GES,"Guess Inc",24.11,1.31,+5.75%,24.25,22.86,943400,08/14/18
GFF,"Griffon Corp",17.25,0.25,+1.47%,17.38,17,122500,08/14/18
GHL,"Greenhill & Co. Inc",31.55,-0.25,-0.79%,32.05,31.5,441900,08/14/18
GIFI,"Gulf Island Fab",10,-0.45,-4.31%,10.45,9.85,67900,08/14/18
GIII,"G-III Apparel Gp I",46.79,1.17,+2.56%,47.22,45.59,436700,08/14/18
GLT,Glatfelter,15.53,-0.08,-0.51%,15.81,15.4,305700,08/14/18
GME,"Gamestop Corp",15.5,0.29,+1.91%,15.57,15.19,1953400,08/14/18
GNBC,"Green Bancorp",24.5,0.55,+2.30%,24.6,24,216200,08/14/18
GNL,"Global Net Lease Inc",22.08,0.29,+1.33%,22.37,21.8,618600,08/14/18
GOV,"Government Properties Income Trust",16.2,0.34,+2.14%,16.34,15.88,584600,08/14/18
GPI,"Group 1 Automotive",75.98,0.97,+1.29%,76.74,75.26,190000,08/14/18
GPRE,"Green Plains Inc",17.5,0.05,+0.29%,17.75,17.4,415800,08/14/18
GTLS,"Chart Industries In",77.64,0.78,+1.01%,78.25,77.09,142100,08/14/18
GTY,"Getty Realty Corp",29.07,0.23,+0.80%,29.22,28.86,83700,08/14/18
GWB,"Great Western Bancorp Inc",42.58,0.83,+1.99%,42.83,41.85,211200,08/14/18
HA,"Hawaiian Hldgs Inc",42.15,0.25,+0.60%,42.45,41.95,386100,08/14/18
HAFC,"Hanmi Financial Cp",25.7,0.55,+2.19%,26,25.2,235100,08/14/18
HAYN,"Haynes Intl Inc",39.02,-0.08,-0.20%,39.85,38.48,69500,08/14/18
HCI,"Homeowners Choice",41.43,0.26,+0.63%,41.85,40.41,30200,08/14/18
HF,"HFF Inc",44.5,0.83,+1.90%,45,43.6,338100,08/14/18
HFWA,"Heritage Financial",35.75,0.6,+1.71%,35.97,35.2,292000,08/14/18
HI,"Hillenbrand Inc",52.3,0.55,+1.06%,52.7,51.85,186500,08/14/18
HIBB,"Hibbett Sports Inc",25.8,1.35,+5.52%,25.85,24.5,705700,08/14/18
HLIT,"Harmonic Inc",5,-0.1,-1.96%,5.15,5,202700,08/14/18
HLX,"Helix Energy Solutions Group",9.22,0.16,+1.77%,9.37,9.18,710600,08/14/18
HMN,"Horace Mann Educators Corp",45,0.6,+1.35%,45,44.45,68300,08/14/18
HMST,"Homestreet Inc",29.75,-0.2,-0.67%,30.25,29.75,73200,08/14/18
HMSY,"Hms Hldgs Cp",30.81,0.25,+0.82%,30.91,30.59,356000,08/14/18
HOPE,"Hope Bancorp Inc",17.42,0.27,+1.57%,17.51,17.18,784200,08/14/18
HPR,"Highpoint Resources Corp.",4.92,0.1,+2.07%,4.94,4.77,1754600,08/14/18
HQY,Healthequity,84.83,2.44,+2.96%,84.97,82.31,371300,08/14/18
HSC,"Harsco Corp",25.05,0.35,+1.42%,25.2,24.7,225300,08/14/18
HSII,"Heidrick & Struggl",42.25,0.35,+0.84%,42.45,42,194300,08/14/18
HSKA,"Heska Corp",98.71,-0.01,-0.01%,100.73,98.22,20600,08/14/18
HSTM,"Healthstream Inc",29.88,0.11,+0.37%,30.31,29.76,80300,08/14/18
HT,"Hersha Hospitality Trust",21.56,0.21,+0.98%,21.63,21.37,202800,08/14/18
HTLD,"Heartland Express",19.65,0,unch,19.92,19.57,176200,08/14/18
HUBG,"Hub Group Inc A",52.15,0.6,+1.16%,52.4,51.5,221500,08/14/18
HVT,"Haverty Furniture Companies",21.95,0.2,+0.92%,22.2,21.7,113600,08/14/18
HWKN,"Hawkins Inc",39.3,0.9,+2.34%,39.44,38,12200,08/14/18
HZO,"Marinemax Inc",19.65,0.65,+3.42%,19.7,19.15,159000,08/14/18
IBP,"Installed Building Products I",48.2,-0.9,-1.83%,49.45,48.15,406500,08/14/18
IIIN,"Insteel Industries",42.32,0.47,+1.12%,42.79,41.93,67000,08/14/18
IIVI,"I I V I Inc",45.65,0.9,+2.01%,46,44.45,546200,08/14/18
INDB,"Independent Bk Corp",88.85,1.6,+1.83%,89.05,87.45,293000,08/14/18
INGN,"Inogen Inc",231.24,4.99,+2.21%,231.52,226.8,119800,08/14/18
INN,"Summit Hotel Properties",13.5,0.21,+1.58%,13.51,13.28,563800,08/14/18
INTL,"Intl Fcstone Inc",55.57,0.47,+0.85%,55.91,55.15,24500,08/14/18
INVA,"Innoviva Inc",14.02,0.27,+1.96%,14.08,13.78,406700,08/14/18
IOSP,"Innospec Inc",74.8,0.6,+0.81%,75.55,74.25,102300,08/14/18
IPAR,"Inter Parfums Inc",62.75,1.05,+1.70%,62.75,61.9,43700,08/14/18
IPHS,"Innophos Hldngs Inc",43.96,0.53,+1.22%,44.13,43.38,55700,08/14/18
IRBT,"Irobot Corp",87.78,1.74,+2.02%,88.55,85.72,420300,08/14/18
IRDM,"Iridium Comm Inc",20.25,0.75,+3.85%,20.45,19.45,981800,08/14/18
IRT,"Independence Realty Trust Inc",10.04,0.1,+1.01%,10.08,9.96,379700,08/14/18
ITG,"Investment Technology Group",22.1,-0.05,-0.23%,22.36,22.02,129700,08/14/18
ITGR,"Integer Holdings Corp",69.6,-0.5,-0.71%,70.45,69.4,241700,08/14/18
ITRI,"Itron Inc",61.65,0.55,+0.90%,61.85,60.5,197800,08/14/18
IVC,"Invacare Corp",16.3,-0.3,-1.81%,16.55,16.2,462900,08/14/18
IVR,"Invesco Mortgage Capital Inc",16.04,0.06,+0.38%,16.14,16.01,435300,08/14/18
JBSS,"John B Sanfilippo",77.05,0.49,+0.64%,77.88,76.15,171500,08/14/18
JBT,"John Bean Technologies Corp",107.15,1.15,+1.08%,107.7,106.45,101800,08/14/18
JCP,"J.C. Penney Company Inc",2.64,0.18,+7.32%,2.65,2.46,17972600,08/14/18
