Symbol,Name,Last,"Wtd Alpha","YTD %Chg","1M %Chg","3M %Chg","52W %Chg"
AKR,"Acadia Realty Trust",27.84,+2.21,+1.75%,+4.04%,+17.37%,-4.36%
AKS,"AK Steel Holding Corp",4.24,-17.48,-25.09%,-6.61%,-9.98%,-21.92%
ALG,"Alamo Group",97.02,+1.13,-14.04%,+8.73%,-0.60%,+6.59%
ALGT,"Allegiant Travel Com",135.7,+2.61,-12.31%,-2.20%,-15.71%,+9.97%
ALRM,Alarm.Com,53.55,+38.59,+41.85%,+23.33%,+31.44%,+26.93%
AMAG,"Amag Pharmaceuticals",24.45,+28.79,+84.53%,+12.93%,+1.66%,+40.11%
AMBC,"Ambac Financial Grp",22.13,+36.02,+38.49%,+9.23%,+15.62%,+18.60%
AMED,"Amedisys Inc",117.54,+167.87,+122.99%,+25.59%,+61.35%,+130.65%
AMN,"Amn Healthcare Services Inc",57.35,+40.77,+16.45%,-4.02%,+1.15%,+51.52%
AMPH,"Amphastar Pharma",18.04,+13.99,-6.24%,+11.29%,+12.75%,+21.16%
AMSF,"Amerisafe Inc",63.95,+15.96,+3.81%,+6.85%,+6.49%,+13.29%
AMWD,"Amer Woodmark Cp",82.55,-26.82,-36.62%,-1.96%,-2.60%,-13.11%
ANDE,"Andersons Inc",40,+31.05,+28.41%,+14.29%,+25.79%,+20.30%
ANF,"Abercrombie & Fitch Company",27.37,+128.63,+57.03%,+7.04%,+0.81%,+186.00%
ANGO,"Angiodynamics Inc",21.6,+29.48,+29.89%,+3.70%,+9.09%,+27.81%
ANIK,"Anika Therapeutics",41.75,-7.45,-22.56%,+18.41%,+4.87%,-21.18%
ANIP,"ANI Pharma Inc",55.82,+5.58,-13.39%,-20.61%,-11.38%,+24.99%
APEI,"American Pub. Edu.",34.9,+45.70,+39.32%,-21.40%,-10.97%,+94.43%
APOG,"Apogee Entrpr Inc",48.9,+7.39,+6.93%,-1.37%,+17.44%,-3.28%
ARCB,"Arcbest Corp",45.75,+41.85,+27.97%,+5.66%,-4.79%,+74.95%
ARI,"Apollo Commercial Real Estate",19.17,+7.74,+3.90%,+2.73%,+4.35%,+6.09%
AROC,"Archrock Inc",11.95,+29.18,+13.81%,-6.27%,+0.84%,+30.60%
ARR,"Armour Residential R",23.78,-7.17,-7.54%,+2.99%,+5.60%,-9.20%
ASGN,"On Assignment",91.27,+87.61,+42.01%,+11.06%,+9.53%,+93.37%
ASIX,"Advansix Inc",33.15,-6.48,-21.20%,-12.74%,-12.21%,+4.02%
ASNA,"Ascena Retail Grp",4.69,+115.91,+99.57%,+35.55%,+47.02%,+132.18%
ASTE,"Astec Inds Inc",46.25,-12.14,-20.94%,-23.92%,-19.93%,-3.34%
ATNI,"Atn International",72.25,+35.99,+30.75%,+27.92%,+39.34%,+20.64%
ATU,"Actuant Corp",28.9,+27.68,+14.23%,+3.58%,+18.20%,+26.20%
AVA,"Avista Corp",51.29,-0.79,-0.39%,+1.77%,-2.19%,-0.91%
AVAV,"Aerovironment Inc",83.55,+106.27,+48.77%,+16.11%,+58.18%,+119.87%
AVD,"American Vanguard Corp",19.7,-5.13,+0.25%,-9.43%,-7.73%,-0.51%
AVP,"Avon Products",2.05,-22.95,-4.65%,+43.36%,+9.04%,-25.45%
AWR,"American States Water Company",60.04,+22.17,+3.68%,+0.32%,+10.49%,+21.91%
AXE,"Anixter International Inc",71.4,+6.66,-6.05%,+11.13%,+14.79%,-2.53%
AXL,"American Axle & Manufacturing",16.69,+13.84,-2.00%,+0.30%,+4.64%,+15.66%
AZZ,"Azz Inc",54,+18.26,+5.68%,+0.28%,+30.91%,+9.53%
B,"Barnes Group",67.07,+12.91,+6.01%,+11.67%,+11.30%,+11.17%
BABY,"Natus Medical Inc",36.7,+12.84,-3.93%,+14.15%,+2.95%,+7.47%
BANC,"First Pactrust Bancorp",19.85,+5.24,-3.87%,+3.12%,+5.87%,+2.32%
BANR,"Banner Corp",65.87,+23.78,+19.50%,+7.84%,+12.16%,+17.92%
BCC,"Boise Cascade L.L.C.",45.3,+47.02,+13.53%,-2.48%,+1.91%,+51.76%
BCOR,"Blucora Inc",34.95,+44.65,+58.14%,-7.42%,-0.43%,+49.68%
BCPC,"Balchem Cp",100.76,+37.83,+25.01%,+2.96%,+8.17%,+34.94%
BEAT,"Biotelemetry Inc",55.4,+80.95,+85.28%,+12.60%,+35.78%,+51.37%
BEL,"Belmond Ltd",15.95,+17.48,+30.20%,+41.15%,+36.91%,+27.09%
BELFB,"Bel Fuse Inc Cl B",25.8,+8.55,+2.48%,+24.04%,+29.97%,-1.34%
BFS,"Saul Centers",59.08,+6.97,-4.32%,+10.43%,+22.67%,+0.19%
BGFV,"Big 5 Sporting",5.7,-29.51,-25.00%,-14.29%,-28.30%,-30.49%
BGG,"Briggs & Stratton Corp",19.64,-7.53,-22.59%,+9.23%,+6.10%,-18.47%
BGS,"B&G Foods Holdings",31.6,+3.33,-10.10%,+6.04%,+16.18%,-0.16%
BHE,"Benchmark Electronics",25.45,-22.59,-12.54%,-13.58%,-7.62%,-20.84%
BHLB,"Berkshire Hills Bancorp",41.8,+23.64,+14.21%,+3.21%,+9.42%,+23.67%
BJRI,"Bj's Restaurants Inc",65.45,+112.94,+79.81%,+4.97%,+24.90%,+98.33%
BKE,"Buckle Inc",26.45,+76.30,+11.37%,+14.50%,+2.72%,+84.97%
BKS,"Barnes & Noble",6.2,-8.48,-7.46%,+15.89%,+19.23%,-17.33%
BLD,"Topbuild Corp",73.77,+19.45,-2.60%,-8.36%,-7.52%,+26.45%
BMI,"Badger Meter",52.05,+20.39,+8.89%,+14.65%,+21.75%,+15.80%
BNED,"Barnes & Noble Education Inc C",6.24,-10.38,-24.27%,+14.29%,+2.13%,-8.64%
BOFI,"Bofi Holding Inc",37.82,+33.85,+26.49%,-6.69%,-9.35%,+36.93%
BPFH,"Boston Pvt Finl Hldg",13.95,-9.85,-9.71%,-13.08%,-16.47%,-5.74%
BRC,"Brady Corp",37.95,+10.75,+0.13%,+1.74%,-1.17%,+16.77%
BRKL,"Brookline Bancorp",18.05,+27.15,+14.97%,-2.43%,+4.64%,+28.47%
BRKS,"Brooks Automation",28.96,+14.47,+21.43%,-9.92%,-2.46%,+14.69%
BRS,"Bristow Group Inc",10.64,-0.56,-21.01%,-24.54%,-41.86%,+46.15%
CACI,"Caci International",189.4,+57.29,+43.11%,+6.34%,+15.63%,+47.05%
CAL,"Caleres Inc",35.73,+43.79,+6.72%,+6.53%,-0.89%,+43.96%
CALM,"Cal-Maine Foods In",49.7,+35.58,+11.81%,+9.47%,+4.08%,+39.02%
CAMP,"Calamp Corp",23.27,+23.18,+8.59%,-2.92%,+10.81%,+26.33%
CASH,"Meta Financial Grp",87.4,+8.63,-5.67%,-9.76%,-19.11%,+22.15%
CATM,"Cardtronics Inc",34.15,+61.48,+84.40%,+28.48%,+16.71%,+27.62%
CATO,"Cato Corp",23.52,+81.79,+47.74%,-0.84%,+28.81%,+58.92%
CBB,"Cincinnati Bell Inc",12.45,-36.52,-40.29%,-16.16%,-27.62%,-41.41%
CBL,"Cbl & Associates Properties",4.47,-38.27,-21.02%,-16.29%,+5.42%,-46.14%
CBM,"Cambrex Corp",63.2,+31.81,+31.67%,+14.18%,+31.80%,+18.24%
CBU,"Community Bank System",65.33,+29.80,+21.54%,+6.44%,+8.07%,+23.01%
CCMP,"Cabot Microelectron",106.96,+39.64,+13.69%,-6.10%,-6.27%,+52.67%
CCOI,"Cogent Comm Hldgs",53.15,+26.64,+17.33%,-1.76%,+4.83%,+22.18%
CCRN,"Cross Ctry Hlthcr",9.45,-21.31,-25.94%,-20.59%,-21.45%,-25.41%
CDR,"Cedar Shopping Centers Inc",4.52,-9.07,-25.66%,-7.00%,+13.57%,-10.67%
CECO,"Career Education",16.87,+86.42,+39.65%,-6.17%,+18.55%,+93.69%
CEIX,"Consol Energy Inc",41.76,+74.64,+5.69%,+2.96%,-3.38%,+79.84%
CENT,"Central Garden",39.01,+7.29,+0.23%,-9.15%,-1.94%,+15.04%
CENTA,"Central Garden & Pet",36.09,+2.16,-4.30%,-9.82%,-4.19%,+9.80%
CENX,"Century Aluminum C",12.1,-31.68,-38.39%,-15.68%,-28.57%,-19.92%
CEVA,"Ceva Inc",28.25,-36.69,-38.79%,-11.86%,-13.74%,-32.82%
CHCO,"City Holding Co",81.33,+33.77,+20.54%,+6.73%,+10.14%,+30.82%
CHCT,"Community Healthcare Trust Inc",31.67,+32.42,+12.70%,+6.70%,+22.00%,+26.02%
CHS,"Chico's Fas",9.99,+27.01,+13.27%,+21.09%,-7.16%,+25.82%
CHSP,"Chesapeake Lodging Trust",32.13,+29.11,+18.60%,-0.28%,+7.82%,+26.95%
CHUY,"Chuy's Holdings Inc",27.5,+25.38,-1.96%,-14.46%,-2.83%,+33.50%
CIR,"Circor International",44.36,-7.33,-8.87%,+13.25%,-9.62%,-10.00%
CJ,"C&J Energy Services Inc",22.61,-20.11,-32.45%,-0.88%,-24.00%,-13.11%
CKH,"Seacor Smit Inc",51.03,+29.73,+10.41%,-4.97%,-2.24%,+41.32%
CLD,"Cloud Peak Energy Inc",2.27,-42.06,-48.99%,-27.01%,-27.71%,-28.16%
CLDT,"Chatham Lodging Trust [Reit]",21.5,+7.77,-5.54%,-0.46%,+9.97%,+6.54%
CLW,"Clearwater Paper Corp",27,-30.47,-40.53%,+14.65%,+0.56%,-40.59%
CMO,"Capstead Mortgage Corp",8.4,-13.41,-2.89%,-1.98%,-6.46%,-13.22%
CMTL,"Comtech Telecom Co",34.75,+67.91,+57.10%,+0.64%,+11.13%,+81.94%
CNMD,"C O N M E D Cp",77.31,+60.47,+51.68%,+5.69%,+12.39%,+55.74%
CNSL,"Consolidated Communications Holdings Inc",11.76,-32.31,-3.53%,-7.91%,+5.09%,-39.00%
COHU,"Cohu Inc",26.24,+43.68,+19.54%,+3.10%,+12.52%,+45.62%
COKE,"Coca Cola Bot Cons",173.5,-10.55,-19.40%,+29.35%,+37.18%,-18.68%
COLB,"Columbia Banking Sys",42.44,+10.58,-2.30%,+3.56%,-1.07%,+12.16%
CORE,"Core Mark Holding",33.49,+37.92,+6.05%,+42.88%,+81.03%,+24.73%
CORT,"Corcept Therapeutics",12.5,-7.89,-30.79%,-11.54%,-29.58%,-18.67%
CPF,"Central Pacific Financial Co",28.69,-3.19,-3.82%,-1.34%,-3.24%,-3.24%
CPS,"Cooper Std Hldg Inc",137.79,+35.57,+12.48%,+3.47%,+7.57%,+35.83%
CPSI,"Computer Programs",27.3,-9.32,-9.15%,-19.82%,-14.02%,-6.98%
CRAY,"Cray Inc",21.1,+4.14,-12.81%,-16.27%,-22.14%,+6.57%
CROX,"Crocs Inc",18.18,+96.91,+43.83%,+6.75%,+12.15%,+92.79%
CRR,"Carbo Ceramics",7.52,-0.05,-26.13%,-20.76%,-33.92%,+22.88%
CRVL,"Corvel Cp",58.55,+17.40,+10.68%,+4.74%,+13.03%,+16.06%
CRY,Cryolife,32.05,+81.18,+67.36%,+9.39%,+23.51%,+67.80%
CRZO,"Carrizo Oil & Gas",22.76,+46.93,+6.95%,-17.63%,-12.56%,+72.29%
CSGS,"C S G Sys Intl",37.8,-8.57,-13.74%,-7.17%,-5.69%,-2.38%
CTB,"Cooper Tire & Rubber Company",29.5,-11.53,-16.55%,+17.06%,+15.46%,-12.33%
CTRE,"Caretrust REIT Inc",18.09,+4.33,+7.94%,+6.85%,+18.47%,-4.44%
CTRL,"Control4 Corp",31.6,+26.93,+6.18%,+26.65%,+30.31%,+36.38%
CTS,"Cts Corp",34.6,+54.77,+34.37%,-6.36%,+9.15%,+53.78%
CUB,"Cubic Corp",74.05,+67.42,+25.61%,+7.40%,+5.41%,+72.01%
CUBI,"Customers Bancorp",24.76,-17.39,-4.73%,-13.88%,-15.52%,-13.34%
CUTR,"Cutera Inc",33.95,-4.95,-25.14%,-21.05%,-11.01%,-0.15%
CVBF,"Cvb Financial Corp",24.38,+16.97,+3.48%,+9.03%,+5.40%,+15.82%
CVCO,"Cavco Inds Inc",230.15,+86.09,+50.82%,+5.84%,+34.99%,+80.94%
CVGW,"Calavo Growers Inc",100,+41.49,+18.48%,+5.71%,+3.47%,+38.99%
CWT,"California Water Service Group Holding",40.65,+7.78,-10.36%,-0.85%,+5.45%,+7.11%
CYH,"Community Health Systems",3.35,-51.97,-21.36%,+24.54%,-25.06%,-51.73%
CYTK,Cytokinetics,7.1,-34.26,-12.88%,-20.22%,-24.87%,-42.97%
DAKT,"Daktronics Inc",8.87,-6.51,-2.85%,+6.23%,-7.02%,-7.70%
DAR,"Darling International Inc",19.59,+23.44,+8.05%,-1.06%,+10.87%,+18.15%
DBD,"Diebold Nixdorf Inc",4.2,-66.51,-74.31%,-65.71%,-66.80%,-79.61%
DCOM,"Dime Community Bncsh",18.5,-5.32,-11.69%,-7.27%,-5.85%,-3.39%
DDD,"3D Systems Corp",19.22,+34.12,+122.45%,+26.28%,+46.49%,+53.15%
DEA,"Easterly Government Properties",20.03,+0.49,-6.14%,+1.57%,+0.96%,+1.16%
DF,"Dean Foods Company",8.72,-29.73,-24.57%,-17.27%,-13.92%,-27.27%
DFIN,"Donnelly Financial Solutions Inc",19.35,-2.09,-0.72%,-1.28%,+14.77%,-4.91%
DGII,"Digi Intl Inc",12.65,+42.12,+32.46%,-6.30%,+7.20%,+42.13%
DIN,"Dineequity Inc",78.37,+77.62,+54.48%,+9.98%,+10.99%,+97.60%
DIOD,"Diodes Inc",37.42,+41.86,+30.52%,+3.26%,+12.07%,+37.98%
DNR,"Denbury Resources",4.48,+210.21,+102.71%,-3.45%,+14.29%,+250.00%
DORM,"Dorman Products Inc",77.78,+22.87,+27.22%,+10.23%,+18.64%,+18.57%
DPLO,"Diplomat Pharmacy Inc",18.88,+2.62,-5.93%,-27.22%,-22.78%,+13.94%
DRH,"Diamondrock Hospitality Company",11.78,+8.80,+4.34%,-4.31%,+0.51%,+5.18%
DSPG,"D S P Group Inc",12.15,+0.08,-2.80%,-5.45%,-2.80%,+2.97%
DSW,"DSW Inc",27.84,+65.97,+30.03%,+4.27%,+10.17%,+70.07%
DXPE,"Dxp Enterprise",46.76,+85.04,+58.13%,+11.60%,+20.11%,+77.73%
EBIX,"Ebix Inc",76.95,+24.26,-2.90%,-4.71%,+1.79%,+34.06%
EBS,"Emergent Biosolutions",59.03,+65.24,+27.03%,+9.50%,+18.77%,+63.02%
ECHO,"Echo Global Logistic",32.7,+103.65,+16.79%,+10.85%,+20.22%,+134.41%
ECOL,"US Ecology Inc",71,+59.15,+39.22%,+8.90%,+20.85%,+48.07%
ECPG,"Encore Capital Grp",40.4,-0.73,-4.04%,+5.62%,-6.91%,+1.13%
EE,"El Paso Electric Company",63.1,+21.85,+14.00%,+4.82%,+13.90%,+16.42%
EFII,"Elec Imaging Inc",33.69,+17.19,+14.09%,-3.05%,-1.26%,-2.06%
EGHT,"8X8 Inc",22.35,+69.24,+58.51%,+6.68%,+0.45%,+64.94%
EGL,"Engility Holdings Inc",33.91,+22.40,+19.53%,-2.33%,+14.02%,+11.14%
EGOV,"Nic Inc",16.9,+11.79,+1.81%,+5.30%,+8.68%,+6.62%
EGP,"Eastgroup Properties",97.17,+15.85,+9.95%,+0.13%,+8.47%,+12.66%
EGRX,"Eagle Pharmaceutical",80.61,+57.54,+50.90%,+0.98%,+19.02%,+44.54%
EHTH,"Ehealth Inc",31,+83.43,+78.47%,+28.63%,+64.19%,+70.80%
EIG,"Employers Holdings Inc",44.15,+6.30,-0.56%,+5.75%,+10.10%,+4.25%
ELY,"Callaway Golf Company",22.52,+80.68,+61.67%,+20.88%,+24.35%,+73.10%
ENDP,"Endo Int'l Plc",15.95,+130.69,+105.81%,+51.04%,+155.20%,+83.33%
ENSG,"The Ensign Group In",37.23,+88.90,+67.70%,-0.72%,+10.74%,+85.78%
ENTA,"Enanta Pharmaceutica",89.39,+103.24,+52.33%,-26.14%,-15.17%,+124.60%
ENVA,"Enova International Inc",35.05,+163.14,+130.59%,-5.91%,+3.24%,+183.81%
EPAY,"Bottomline Tech In",60.15,+117.46,+73.44%,+9.36%,+33.28%,+104.18%
ERA,"Era Group Inc",11.88,+33.34,+10.51%,-10.27%,-2.94%,+43.31%
ESE,"Esco Technologies Inc",66.8,+25.36,+10.87%,+10.87%,+19.93%,+23.36%
ESIO,"Electro Sci Inds",23.4,+59.60,+9.19%,+33.71%,+17.35%,+113.70%
ESND,"Essendant Inc",14.8,+33.00,+59.65%,+5.04%,+34.18%,+26.39%
ETH,"Ethan Allen Interiors Inc",22.85,-22.53,-20.10%,-5.58%,-5.97%,-25.69%
EVTC,"Evertec Inc",24,+46.80,+75.82%,+6.67%,+11.11%,+28.00%
EXLS,"Exlservice Holdings",59.75,+6.06,-0.99%,-2.51%,+8.97%,+6.96%
EXPO,"Exponent Inc",50.75,+58.58,+42.76%,+1.40%,+8.27%,+56.27%
EXPR,"Express Inc",10.19,+63.84,+0.39%,+5.71%,+11.86%,+74.49%
EXTN,"Exterran Corp",27.41,+6.18,-12.82%,-1.37%,-6.29%,+16.59%
EXTR,"Extreme Networks",6.24,-43.78,-50.16%,-26.67%,-28.69%,-40.29%
EZPW,"Ezcorp Inc",11.4,+15.19,-6.56%,-3.80%,-13.31%,+27.37%
FARO,"Faro Tech Inc",66.25,+86.08,+40.96%,+18.20%,+25.35%,+98.35%
FBP,"First Bancorp",8.74,+71.24,+71.37%,+10.77%,+11.34%,+55.24%
FCF,"First Commonwealth Financial Corp",17.05,+35.89,+19.06%,+7.77%,+9.22%,+33.62%
FCFS,"First Cash Fin Svcs",80.15,+25.24,+18.83%,-11.83%,-12.31%,+32.81%
FCN,"Fti Consulting",77.1,+146.10,+79.47%,+13.48%,+28.20%,+135.42%
FCPT,"Four Corners Property Trust In",26.96,+13.91,+4.90%,+8.67%,+22.10%,+7.11%
FELE,"Franklin Electric Co",48.1,+23.24,+4.79%,+5.48%,+5.95%,+21.62%
FF,"Futurefuel Corp",14.14,+7.30,+0.35%,+3.51%,+10.47%,+6.16%
FFBC,"First Finl Bncp [Oh]",31.4,+27.83,+19.17%,-0.48%,-0.79%,+25.85%
FFIN,"First Finl Bkshs Inc",59.7,+52.39,+32.52%,+13.39%,+13.07%,+45.79%
FIX,"Comfort Systems USA",55.55,+70.52,+27.26%,+17.07%,+21.55%,+69.36%
FLOW,"SPX Flow Inc",46.34,+33.65,-2.54%,+8.17%,+4.91%,+40.30%
FMBI,"First Midwest Bncp",27,+26.72,+12.45%,+4.13%,+5.88%,+26.70%
FN,Fabrinet,43.46,+25.83,+51.43%,+10.84%,+17.71%,+3.67%
FNSR,"Finisar Corp",18.9,-13.61,-7.13%,+5.18%,+11.97%,-20.89%
FORM,"Formfactor Inc",13.55,-7.66,-13.42%,-1.81%,+2.65%,-4.24%
FORR,"Forrester Resrch",47.45,+22.55,+7.35%,+10.09%,+13.65%,+18.92%
FOSL,"Fossil Group",23.98,+115.97,+208.62%,-6.98%,+22.91%,+205.09%
FOXF,"Fox Factory Cp",64.85,+86.82,+66.92%,+23.29%,+73.63%,+73.86%
FRAN,"Francesca's Holdings",7.32,-7.78,+0.14%,-2.01%,+22.82%,-10.18%
FRGI,"Fiesta Restaurant Gp",28.75,+72.28,+51.32%,-1.71%,+17.11%,+57.97%
FSB,"Franklin Financial Network Inc",38.85,+22.71,+13.93%,+6.73%,+10.68%,+16.84%
FSP,"Franklin Street Properties",8.27,-16.42,-23.00%,-6.02%,+7.54%,-18.60%
FSS,"Federal Signal Corp",26.17,+44.40,+30.26%,+10.52%,+10.28%,+41.23%
FTD,"Ftd Companies",3.75,-70.71,-47.84%,-16.48%,-23.78%,-70.86%
FTK,"Flotek Industries",2.01,-55.83,-56.87%,-30.69%,-40.53%,-65.70%
FTR,"Frontier Commun Cp",5.35,-60.67,-20.86%,+7.65%,-42.96%,-62.72%
FUL,"H. B. Fuller Company",57.22,+16.55,+6.22%,+4.72%,+10.98%,+13.15%
FWRD,"Foward Air Corp",63.24,+23.91,+10.10%,+7.83%,+9.87%,+22.99%
GBCI,"Glacier Bancorp Inc",44.49,+34.81,+12.95%,+11.90%,+12.66%,+30.32%
GBX,"Greenbrier Companies",57.3,+31.74,+7.50%,+4.18%,+16.94%,+25.52%
GCI,"Gannett Co. Inc",10.2,+15.66,-11.99%,+0.49%,-11.23%,+23.94%
GCO,"Genesco Inc",41.9,+66.22,+28.92%,+6.35%,-6.79%,+56.64%
GDOT,"Green Dot Corp",84.75,+82.48,+40.64%,+8.60%,+17.63%,+80.51%
GEOS,"Geospace Technologie",13.48,-6.77,+3.93%,-8.36%,+15.91%,-9.77%
GES,"Guess Inc",22.77,+51.03,+34.89%,+2.85%,-10.53%,+75.02%
GFF,"Griffon Corp",17.8,-10.43,-12.53%,-0.28%,-21.06%,-6.07%
GHL,"Greenhill & Co. Inc",30.25,+96.61,+55.13%,-4.87%,+12.66%,+84.45%
GIFI,"Gulf Island Fab",9.6,-5.63,-28.49%,-1.03%,-8.13%,-9.86%
GIII,"G-III Apparel Gp I",42.1,+62.52,+14.12%,-8.08%,+8.12%,+74.25%
GLT,Glatfelter,16.45,-11.21,-23.27%,-17.25%,-3.52%,-4.30%
GME,"Gamestop Corp",15.22,-22.80,-15.21%,unch,+12.32%,-28.85%
GNBC,"Green Bancorp",24.35,+13.51,+19.95%,+11.44%,+2.53%,+10.18%
GNL,"Global Net Lease Inc",20.98,+3.45,+1.94%,+1.35%,+13.22%,-2.83%
GOV,"Government Properties Income Trust",16.68,-2.88,-10.03%,+6.45%,+25.79%,-9.54%
GPI,"Group 1 Automotive",77.02,+34.38,+8.52%,+17.80%,+8.27%,+39.18%
GPRE,"Green Plains Inc",16.9,-6.28,+0.30%,+5.62%,-13.99%,-5.32%
GTLS,"Chart Industries In",76.54,+124.39,+63.34%,+15.88%,+22.96%,+127.80%
GTY,"Getty Realty Corp",29.14,+12.72,+7.29%,+2.43%,+19.08%,+9.51%
GWB,"Great Western Bancorp Inc",42.94,+15.62,+7.89%,+4.58%,+0.33%,+15.06%
HA,"Hawaiian Hldgs Inc",42.5,+8.97,+6.65%,+17.40%,+10.53%,-0.93%
HAFC,"Hanmi Financial Cp",25.6,-12.19,-15.65%,-7.75%,-10.33%,-6.23%
HAYN,"Haynes Intl Inc",37.76,+17.60,+17.82%,-0.55%,-6.95%,+24.58%
HCI,"Homeowners Choice",40.98,+7.07,+37.06%,-1.30%,-3.19%,+2.50%
HF,"HFF Inc",44,+26.67,-9.54%,+27.43%,+30.22%,+19.21%
HFWA,"Heritage Financial",35.6,+34.43,+15.58%,+2.01%,+11.77%,+31.85%
HI,"Hillenbrand Inc",51.9,+44.18,+16.11%,+6.46%,+9.38%,+41.61%
HIBB,"Hibbett Sports Inc",25.8,+103.53,+26.47%,+9.32%,-9.15%,+118.64%
HLIT,"Harmonic Inc",5.25,+57.07,+25.00%,+20.69%,+36.36%,+50.00%
HLX,"Helix Energy Solutions Group",8.92,+49.36,+18.30%,+4.21%,+10.53%,+57.60%
HMN,"Horace Mann Educators Corp",45.4,+19.08,+2.95%,+1.45%,+3.53%,+21.39%
HMST,"Homestreet Inc",29.27,+14.82,+1.12%,+4.55%,+3.26%,+18.76%
HMSY,"Hms Hldgs Cp",31.56,+105.50,+86.19%,+29.13%,+50.00%,+78.10%
HOPE,"Hope Bancorp Inc",17.46,-2.97,-4.33%,-0.57%,-4.54%,+0.46%
HPR,"Highpoint Resources Corp.",4.86,+13.03,-5.26%,-23.94%,-22.86%,+65.31%
HQY,Healthequity,86.86,+111.53,+86.16%,+8.33%,+21.16%,+91.07%
HSC,"Harsco Corp",24.65,+50.66,+32.17%,+9.07%,+5.57%,+54.06%
HSII,"Heidrick & Struggl",41.35,+118.07,+68.43%,+17.81%,+7.26%,+127.82%
HSKA,"Heska Corp",100.2,+11.10,+24.92%,-6.95%,+0.46%,+1.62%
HSTM,"Healthstream Inc",30.21,+37.54,+30.44%,+3.14%,+10.38%,+33.73%
HT,"Hersha Hospitality Trust",21.91,+25.31,+25.92%,-2.49%,+12.82%,+18.95%
HTLD,"Heartland Express",19.66,-6.64,-15.77%,+9.28%,+8.98%,-6.82%
HUBG,"Hub Group Inc A",50.75,+34.41,+5.95%,+3.47%,+7.98%,+41.17%
HVT,"Haverty Furniture Companies",22,-4.40,-2.87%,+3.29%,+13.70%,-8.52%
HWKN,"Hawkins Inc",39.55,+10.47,+12.36%,+8.50%,+23.21%,-0.38%
HZO,"Marinemax Inc",20,+3.10,+5.82%,-2.44%,-16.14%,+25.39%
IBP,"Installed Building Products I",49.85,-21.31,-34.36%,-9.03%,-14.05%,-14.71%
IIIN,"Insteel Industries",40.49,+62.18,+42.97%,+20.87%,+30.49%,+57.24%
IIVI,"I I V I Inc",45.8,+23.49,-2.45%,+6.14%,+0.55%,+27.22%
INDB,"Independent Bk Corp",90.3,+39.74,+29.28%,+13.73%,+21.45%,+32.40%
INGN,"Inogen Inc",233.01,+165.04,+95.68%,+15.12%,+27.92%,+149.37%
INN,"Summit Hotel Properties",13.55,-10.40,-11.03%,-4.24%,-6.62%,-10.74%
INTL,"Intl Fcstone Inc",55.09,+54.32,+29.53%,+1.49%,+18.88%,+49.30%
INVA,"Innoviva Inc",14.08,+8.02,-0.78%,-5.25%,-3.96%,+11.39%
IOSP,"Innospec Inc",75.8,+30.22,+7.37%,-6.99%,+1.13%,+32.87%
IPAR,"Inter Parfums Inc",64.5,+77.43,+48.45%,+16.32%,+28.23%,+66.02%
