Symbol,Name,Last,"Wtd Alpha","YTD %Chg","1M %Chg","3M %Chg","52W %Chg"
ASNA,"Ascena Retail Grp",3.42,+25.30,+45.53%,-18.18%,+48.70%,+46.78%
ASTE,"Astec Inds Inc",48.27,-12.10,-17.49%,-20.15%,-13.37%,-7.10%
ATNI,"Atn International",62.2,+8.80,+12.56%,+17.49%,+9.07%,-6.97%
ATU,"Actuant Corp",27.95,+18.80,+10.47%,-3.45%,+18.94%,+16.95%
AVA,"Avista Corp",50.21,-4.80,-2.49%,-4.80%,-3.68%,-4.33%
AVAV,"Aerovironment Inc",72.09,+71.00,+28.37%,+8.19%,+32.08%,+91.42%
AVD,"American Vanguard Corp",21.25,+12.60,+8.14%,-6.80%,-2.75%,+20.06%
AVP,"Avon Products",1.52,-59.50,-29.30%,-4.40%,-41.76%,-59.36%
AWR,"American States Water Company",60.33,+22.40,+4.18%,+4.23%,+7.71%,+22.97%
AXE,"Anixter International Inc",70,-4.20,-7.89%,+9.89%,+17.06%,-12.88%
AXL,"American Axle & Manufacturing",16.09,+1.50,-5.52%,+0.25%,+1.26%,+0.56%
AZZ,"Azz Inc",53.7,+13.00,+5.09%,+23.17%,+17.38%,+6.55%
B,"Barnes Group",68.3,+15.60,+7.95%,+14.81%,+23.84%,+14.42%
BABY,"Natus Medical Inc",34.55,-1.80,-9.55%,-0.86%,+2.22%,-3.63%
BANC,"First Pactrust Bancorp",20,-0.10,-3.15%,+4.99%,+4.71%,+0.50%
BANR,"Banner Corp",62.86,+12.30,+14.04%,+4.09%,+8.25%,+7.78%
BCC,"Boise Cascade L.L.C.",42.95,+30.40,+7.64%,-2.72%,-0.46%,+35.70%
BCOR,"Blucora Inc",36.4,+54.40,+64.71%,+0.41%,+40.27%,+53.26%
BCPC,"Balchem Cp",98.53,+29.40,+22.25%,+1.23%,+10.19%,+27.12%
BEAT,"Biotelemetry Inc",52.75,+76.10,+76.42%,+19.34%,+37.01%,+54.47%
BEL,"Belmond Ltd",11,-17.10,-10.20%,+1.38%,+2.80%,-16.67%
BELFB,"Bel Fuse Inc Cl B",22.15,-10.90,-12.02%,+6.49%,+11.59%,-12.28%
BFS,"Saul Centers",52.28,-13.00,-15.34%,-2.54%,+3.22%,-14.35%
BGFV,"Big 5 Sporting",6.35,-37.40,-16.45%,-19.62%,-28.65%,-42.53%
BGG,"Briggs & Stratton Corp",16.95,-32.20,-33.19%,-3.69%,-7.63%,-27.47%
BGS,"B&G Foods Holdings",31.2,-7.90,-11.24%,-3.85%,+37.14%,-14.75%
BHE,"Benchmark Electronics",24.15,-32.00,-17.01%,-18.55%,-9.38%,-28.12%
BHLB,"Berkshire Hills Bancorp",40.55,+11.00,+10.79%,-2.05%,+5.46%,+9.15%
BJRI,"Bj's Restaurants Inc",64,+101.00,+75.82%,+3.90%,+13.88%,+86.86%
BKE,"Buckle Inc",23.15,+31.40,-2.53%,-15.05%,-1.49%,+33.43%
BKS,"Barnes & Noble",5.95,-20.50,-11.19%,-1.65%,+8.18%,-26.99%
BLD,"Topbuild Corp",74.53,+28.80,-1.60%,-3.66%,-7.01%,+42.26%
BMI,"Badger Meter",50.8,+15.90,+6.28%,+14.29%,+18.41%,+12.76%
BNED,"Barnes & Noble Education Inc C",5.36,-31.60,-34.95%,-12.13%,-27.76%,-28.53%
BOFI,"Bofi Holding Inc",38.83,+40.00,+29.87%,-4.03%,-4.99%,+56.01%
BPFH,"Boston Pvt Finl Hldg",14.5,-8.30,-6.15%,-9.94%,-11.59%,-5.23%
BRC,"Brady Corp",36.9,+5.80,-2.64%,-4.40%,unch,+10.48%
BRKL,"Brookline Bancorp",18.5,+27.60,+17.83%,-1.60%,+9.79%,+25.42%
BRKS,"Brooks Automation",31.07,+27.80,+30.27%,-2.97%,+23.34%,+21.94%
BRS,"Bristow Group Inc",14,+49.50,+3.93%,-3.65%,-13.85%,+92.84%
CACI,"Caci International",176.15,+41.40,+33.09%,+4.42%,+14.87%,+39.47%
CAL,"Caleres Inc",33.28,+17.80,-0.60%,-5.27%,-1.07%,+19.80%
CALM,"Cal-Maine Foods In",45,+12.40,+1.24%,-12.71%,-8.16%,+18.27%
CAMP,"Calamp Corp",22.26,+10.40,+3.87%,+4.80%,+12.65%,+14.98%
CASH,"Meta Financial Grp",90.8,+12.00,-2.00%,-8.33%,-19.15%,-1.57%
CATM,"Cardtronics Inc",24.91,-7.80,+34.50%,+1.34%,-4.34%,-21.64%
CATO,"Cato Corp",25.1,+73.80,+57.66%,-2.41%,+49.40%,+43.18%
CBB,"Cincinnati Bell Inc",13.05,-29.20,-37.41%,-11.82%,-13.86%,-31.13%
CBL,"Cbl & Associates Properties",5.19,-30.20,-8.30%,-12.18%,+24.76%,-46.11%
CBM,"Cambrex Corp",61.3,+14.40,+27.71%,+21.75%,+14.37%,+2.77%
CBU,"Community Bank System",64.21,+23.60,+19.46%,+7.66%,+12.04%,+18.01%
CCMP,"Cabot Microelectron",118.88,+58.80,+26.36%,+12.36%,+17.53%,+61.48%
CCOI,"Cogent Comm Hldgs",52.2,+20.50,+15.23%,-1.32%,+9.32%,+18.50%
CCRN,"Cross Ctry Hlthcr",11.73,-5.50,-8.07%,+2.09%,-8.79%,-1.18%
CDR,"Cedar Shopping Centers Inc",4.55,-13.90,-25.16%,-3.81%,+15.19%,-14.79%
CECO,"Career Education",18.23,+111.60,+50.91%,+12.74%,+38.32%,+111.00%
CEIX,"Consol Energy Inc",40.97,+73.90,+3.70%,+8.93%,+31.27%,+76.44%
CENT,"Central Garden",42.59,+27.60,+9.43%,+1.14%,+12.67%,+31.49%
CENTA,"Central Garden & Pet",39.61,+22.40,+5.04%,+0.53%,+10.64%,+26.71%
CENX,"Century Aluminum C",13.04,-30.10,-33.60%,-16.52%,-24.67%,-27.27%
CEVA,"Ceva Inc",30.85,-35.50,-33.15%,+1.98%,-5.80%,-33.08%
CHCO,"City Holding Co",81.78,+28.80,+21.21%,+7.46%,+12.52%,+23.40%
CHCT,"Community Healthcare Trust Inc",29.83,+21.10,+6.16%,+0.98%,+17.21%,+17.72%
CHS,"Chico's Fas",8.62,-6.30,-2.27%,+3.86%,-15.24%,-7.01%
CHSP,"Chesapeake Lodging Trust",31.12,+23.50,+14.88%,-2.63%,+5.56%,+25.08%
CHUY,"Chuy's Holdings Inc",32.45,+46.50,+15.69%,+5.87%,+18.00%,+36.06%
CIR,"Circor International",43.13,-17.10,-11.40%,+16.25%,-0.62%,-24.04%
CJ,"C&J Energy Services Inc",23.53,-28.90,-29.70%,-2.89%,-19.99%,-29.25%
CKH,"Seacor Smit Inc",53.25,+43.00,+15.21%,-5.97%,-2.81%,+53.50%
CLD,"Cloud Peak Energy Inc",2.71,-32.40,-39.10%,-25.96%,-10.86%,-21.68%
CLDT,"Chatham Lodging Trust [Reit]",21.29,+3.30,-6.46%,+2.95%,+11.17%,+3.60%
CLW,"Clearwater Paper Corp",21.9,-51.30,-51.76%,-5.40%,-8.56%,-55.67%
CMO,"Capstead Mortgage Corp",8.29,-15.70,-4.16%,-6.96%,-6.33%,-15.24%
CMTL,"Comtech Telecom Co",33.44,+67.00,+51.20%,+4.94%,+9.51%,+82.66%
CNMD,"C O N M E D Cp",73.44,+47.20,+44.08%,+0.20%,+12.55%,+46.97%
CNSL,"Consolidated Communications Holdings Inc",12.48,-26.10,+2.38%,+0.81%,+7.59%,-32.21%
COHU,"Cohu Inc",25.54,+32.40,+16.36%,+7.22%,+18.30%,+31.65%
COKE,"Coca Cola Bot Cons",139.93,-41.30,-34.99%,+7.65%,-16.46%,-42.66%
COLB,"Columbia Banking Sys",41.31,+3.30,-4.90%,unch,-0.12%,+4.90%
CORE,"Core Mark Holding",23.94,-21.30,-24.19%,+4.13%,+17.07%,-36.28%
CORT,"Corcept Therapeutics",12.73,+6.80,-29.51%,-16.80%,-25.64%,+5.03%
CPF,"Central Pacific Financial Co",28.09,-9.20,-5.83%,-3.24%,-5.90%,-8.98%
CPLA,"Capella Education Co",104.55,+48.60,+35.08%,+6.85%,+13.70%,+49.04%
CPS,"Cooper Std Hldg Inc",134.07,+28.40,+9.44%,-1.73%,+5.98%,+28.14%
CPSI,"Computer Programs",33.85,+15.90,+12.65%,+2.11%,+13.21%,+10.44%
CRAY,"Cray Inc",24.45,+20.70,+1.03%,unch,+1.45%,+28.68%
CROX,"Crocs Inc",18.08,+117.20,+43.04%,+0.78%,+13.07%,+128.28%
CRR,"Carbo Ceramics",9.78,+42.90,-3.93%,+6.42%,+21.04%,+49.31%
CRVL,"Corvel Cp",54.8,+12.30,+3.59%,+1.76%,+8.41%,+13.46%
CRY,Cryolife,29.65,+67.30,+54.83%,+6.46%,+30.04%,+61.58%
CRZO,"Carrizo Oil & Gas",27.72,+76.90,+30.26%,-2.17%,+40.64%,+74.45%
CSGS,"C S G Sys Intl",41.22,-3.10,-5.93%,+0.02%,-4.63%,-1.36%
CTB,"Cooper Tire & Rubber Company",26.6,-28.50,-24.75%,-2.03%,-0.93%,-31.71%
CTRE,"Caretrust REIT Inc",16.46,-5.70,-1.79%,-2.89%,+24.13%,-9.16%
CTRL,"Control4 Corp",25.21,+4.60,-15.29%,+4.74%,+18.47%,+9.90%
CTS,"Cts Corp",35.35,+60.80,+37.28%,-2.35%,+19.02%,+60.68%
CUB,"Cubic Corp",67.75,+39.70,+14.93%,+7.97%,+7.37%,+43.08%
CUBI,"Customers Bancorp",25.81,-15.20,-0.69%,-11.97%,-10.35%,-10.01%
CUTR,"Cutera Inc",42.15,+43.40,-7.06%,+10.63%,-15.53%,+60.57%
CVBF,"Cvb Financial Corp",23.64,+8.80,+0.34%,+3.91%,+4.51%,+9.44%
CVCO,"Cavco Inds Inc",208.8,+62.40,+36.83%,+4.50%,+21.68%,+62.49%
CVGW,"Calavo Growers Inc",92.25,+25.00,+9.30%,-1.55%,-4.26%,+25.77%
CWT,"California Water Service Group Holding",41.1,+5.00,-9.37%,+4.58%,+6.48%,+7.45%
CYH,"Community Health Systems",3.12,-59.50,-26.76%,-18.11%,-17.89%,-56.85%
CYTK,Cytokinetics,7.45,-36.70,-8.59%,-9.15%,-13.87%,-46.40%
DAKT,"Daktronics Inc",8.32,-16.80,-8.87%,-2.80%,-7.66%,-13.24%
DAR,"Darling International Inc",20,+22.60,+10.31%,+0.40%,+15.67%,+21.21%
DBD,"Diebold Nixdorf Inc",10.85,-50.00,-33.64%,-8.05%,-32.82%,-52.83%
DCOM,"Dime Community Bncsh",17.9,-16.80,-14.56%,-9.14%,-10.72%,-12.04%
DDD,"3D Systems Corp",12.41,-14.60,+43.63%,-7.46%,+20.84%,-26.70%
DEA,"Easterly Government Properties",18.85,-8.40,-11.67%,-2.63%,-9.07%,-5.70%
DEPO,"Depomed Inc",8.25,-3.20,+2.48%,+19.39%,+25.00%,-20.98%
DF,"Dean Foods Company",9.79,-30.80,-15.31%,-8.85%,+11.63%,-33.90%
DFIN,"Donnelly Financial Solutions Inc",20.72,-2.20,+6.31%,+19.49%,+11.58%,-10.73%
DGII,"Digi Intl Inc",13.55,+43.90,+41.88%,+1.12%,+19.91%,+34.83%
DIN,"Dineequity Inc",71.81,+60.50,+41.55%,-7.26%,-10.98%,+71.02%
DIOD,"Diodes Inc",37.56,+44.20,+31.01%,+7.99%,+28.85%,+40.73%
DNR,"Denbury Resources",4.19,+146.10,+89.59%,-14.14%,+29.72%,+186.99%
DORM,"Dorman Products Inc",72.17,-2.00,+18.04%,+1.99%,+8.72%,-7.72%
DPLO,"Diplomat Pharmacy Inc",21.9,+32.50,+9.12%,-19.84%,-2.93%,+45.42%
DRH,"Diamondrock Hospitality Company",11.74,+2.30,+3.99%,-3.77%,+5.29%,+1.03%
DSPG,"D S P Group Inc",12.8,+3.40,+2.40%,+6.67%,+10.82%,+1.19%
DSW,"DSW Inc",26.81,+45.30,+25.22%,+3.19%,+18.94%,+43.22%
DXPE,"Dxp Enterprise",40.6,+40.50,+37.30%,+5.05%,+10.03%,+36.61%
EBIX,"Ebix Inc",81.5,+34.10,+2.84%,+8.74%,+5.37%,+43.49%
EBS,"Emergent Biosolutions",53.58,+42.50,+15.30%,+4.51%,+2.37%,+48.63%
ECHO,"Echo Global Logistic",32.4,+108.50,+15.71%,+12.31%,+18.25%,+86.74%
ECOL,"US Ecology Inc",66.9,+35.30,+31.18%,+6.27%,+20.43%,+24.12%
ECPG,"Encore Capital Grp",36.4,-15.10,-13.54%,-1.09%,-18.48%,-8.77%
EE,"El Paso Electric Company",61.15,+21.10,+10.48%,+4.35%,+19.08%,+17.71%
EFII,"Elec Imaging Inc",33.63,+18.80,+13.88%,+2.31%,+16.97%,-30.29%
EGHT,"8X8 Inc",20.75,+59.70,+47.16%,+7.24%,+3.23%,+40.20%
EGL,"Engility Holdings Inc",34.19,+24.60,+20.51%,+13.63%,+32.67%,+17.57%
EGOV,"Nic Inc",16.05,+4.80,-3.31%,+3.55%,+7.72%,+0.31%
EGP,"Eastgroup Properties",94.15,+10.40,+6.53%,-0.57%,+6.32%,+8.34%
EGRX,"Eagle Pharmaceutical",80.45,+68.00,+50.60%,+8.04%,+49.01%,+51.96%
EHTH,"Ehealth Inc",23.16,+29.40,+33.33%,+2.48%,+26.83%,+25.39%
EIG,"Employers Holdings Inc",45.35,+7.10,+2.14%,+12.11%,+9.94%,+4.73%
ELY,"Callaway Golf Company",19.29,+52.30,+38.48%,+0.78%,+7.47%,+52.85%
ENDP,"Endo Int'l Plc",12.09,+52.20,+56.00%,+32.71%,+101.50%,+8.33%
ENSG,"The Ensign Group In",37.11,+75.60,+67.16%,+1.14%,+33.49%,+65.60%
ENTA,"Enanta Pharmaceutica",96,+130.60,+63.60%,-14.67%,+1.52%,+152.23%
ENVA,"Enova International Inc",31.5,+106.70,+107.24%,-10.64%,+9.57%,+100.64%
EPAY,"Bottomline Tech In",55.82,+105.70,+60.96%,+13.96%,+41.86%,+99.21%
ERA,"Era Group Inc",13.9,+54.50,+29.30%,+2.89%,+31.26%,+52.25%
ESE,"Esco Technologies Inc",61.55,+2.40,+2.16%,+6.40%,+7.70%,unch
ESIO,"Electro Sci Inds",17.63,+39.90,-17.73%,+8.16%,-1.73%,+102.41%
ESND,"Essendant Inc",15.53,+40.90,+67.53%,+16.33%,+95.10%,+18.28%
ETH,"Ethan Allen Interiors Inc",22.35,-30.90,-21.85%,-7.26%,-2.61%,-30.80%
EVTC,"Evertec Inc",24.05,+56.00,+76.19%,+9.07%,+32.14%,+37.82%
EXLS,"Exlservice Holdings",60.19,+4.50,-0.27%,+5.45%,+3.17%,+6.89%
EXPO,"Exponent Inc",49.25,+53.50,+38.54%,+0.61%,+13.35%,+51.07%
EXPR,"Express Inc",9.52,+44.60,-6.21%,-2.76%,+20.81%,+53.80%
EXTN,"Exterran Corp",27,-6.80,-14.12%,+2.58%,-8.04%,-2.84%
EXTR,"Extreme Networks",8.5,-9.40,-32.11%,+8.56%,-20.11%,-6.59%
EZPW,"Ezcorp Inc",11.55,+26.00,-5.33%,-1.70%,-13.48%,+45.28%
FARO,"Faro Tech Inc",69.15,+79.30,+47.13%,+27.47%,+36.73%,+74.62%
FBP,"First Bancorp",8.34,+53.50,+63.53%,+8.45%,+13.78%,+42.32%
FCF,"First Commonwealth Financial Corp",17.6,+40.30,+22.91%,+12.17%,+15.11%,+35.91%
FCFS,"First Cash Fin Svcs",82.4,+33.80,+22.16%,-7.47%,-2.43%,+39.78%
FCN,"Fti Consulting",75.52,+142.40,+75.79%,+24.79%,+35.88%,+136.22%
FCPT,"Four Corners Property Trust In",24.76,-0.10,-3.66%,+0.04%,+8.17%,-1.79%
FELE,"Franklin Electric Co",47.7,+19.50,+3.92%,+5.88%,+14.80%,+19.85%
FF,"Futurefuel Corp",13.43,-7.60,-4.68%,-7.25%,+15.08%,-8.33%
FFBC,"First Finl Bncp [Oh]",30.75,+18.00,+16.70%,-2.23%,-1.91%,+21.30%
FFIN,"First Finl Bkshs Inc",56.35,+35.10,+25.08%,+8.47%,+12.03%,+31.05%
FIX,"Comfort Systems USA",54.35,+65.90,+24.51%,+18.28%,+24.23%,+48.09%
FLOW,"SPX Flow Inc",45.34,+19.40,-4.65%,+2.44%,-2.39%,+26.22%
FMBI,"First Midwest Bncp",26.75,+20.60,+11.41%,+3.48%,+8.87%,+18.78%
FN,Fabrinet,38.59,-1.30,+34.46%,+7.37%,+37.04%,-13.94%
FNSR,"Finisar Corp",16.99,-32.90,-16.51%,+1.49%,+7.94%,-37.67%
FORM,"Formfactor Inc",13.05,-8.30,-16.61%,-1.88%,+12.99%,-1.51%
FORR,"Forrester Resrch",44.55,+10.60,+0.79%,+5.82%,+8.79%,+9.06%
FOSL,"Fossil Group",24.49,+94.60,+215.19%,-17.35%,+63.05%,+123.25%
FOXF,"Fox Factory Cp",49.15,+36.20,+26.51%,+5.81%,+45.85%,+27.99%
FRAN,"Francesca's Holdings",7.81,-11.30,+6.84%,+2.76%,+51.65%,-19.23%
FRGI,"Fiesta Restaurant Gp",29.35,+84.90,+54.47%,+1.91%,+43.17%,+69.16%
FSB,"Franklin Financial Network Inc",38.4,+15.40,+12.61%,+0.39%,+11.95%,+6.22%
FSP,"Franklin Street Properties",8.44,-20.30,-21.42%,+0.24%,+7.93%,-20.23%
FSS,"Federal Signal Corp",23.78,+27.20,+18.37%,+1.45%,+9.08%,+29.24%
FTD,"Ftd Companies",3.38,-80.70,-52.99%,-31.85%,-48.00%,-82.76%
FTK,"Flotek Industries",3.05,-45.00,-34.55%,-4.98%,-18.45%,-63.99%
FTR,"Frontier Commun Cp",4.83,-70.60,-28.55%,-19.50%,-42.64%,-69.33%
FUL,"H. B. Fuller Company",56.41,+10.90,+4.72%,+2.25%,+11.73%,+9.47%
FWRD,"Foward Air Corp",62.41,+22.60,+8.65%,+6.96%,+13.35%,+22.98%
GBCI,"Glacier Bancorp Inc",43.67,+29.10,+10.87%,+11.92%,+15.65%,+26.07%
GBX,"Greenbrier Companies",56.55,+29.10,+6.10%,+19.56%,+26.65%,+27.22%
GCI,"Gannett Co. Inc",10.3,+8.30,-11.13%,-1.90%,+6.19%,+11.23%
GCO,"Genesco Inc",40,+29.10,+23.08%,-2.20%,-8.36%,+22.70%
GDOT,"Green Dot Corp",80.49,+91.60,+33.57%,+12.43%,+33.35%,+98.99%
GEOS,"Geospace Technologie",14.54,+2.90,+12.10%,+1.32%,+36.91%,-0.89%
GES,"Guess Inc",21.96,+42.50,+30.09%,+2.00%,-6.59%,+71.03%
GFF,"Griffon Corp",17.45,-18.10,-14.25%,-0.29%,-13.18%,-15.09%
GHL,"Greenhill & Co. Inc",32.4,+98.20,+66.15%,+13.49%,+60.40%,+62.41%
GIFI,"Gulf Island Fab",9.2,-14.10,-31.47%,-4.17%,-11.11%,-22.69%
GIII,"G-III Apparel Gp I",44.9,+71.70,+21.71%,-2.35%,+20.21%,+73.49%
GLT,Glatfelter,20.15,+3.80,-6.02%,+3.65%,-5.13%,-1.08%
GME,"Gamestop Corp",14.83,-27.30,-17.38%,+1.58%,+7.00%,-31.66%
GNBC,"Green Bancorp",24.3,+12.40,+19.70%,+10.71%,+9.21%,+15.71%
GNL,"Global Net Lease Inc",20.6,-1.10,+0.10%,+1.43%,+10.28%,-6.70%
GOV,"Government Properties Income Trust",14.7,-18.60,-20.71%,-4.23%,+17.51%,-18.56%
GPI,"Group 1 Automotive",68.96,+6.40,-2.83%,+2.54%,+4.75%,+13.10%
GPRE,"Green Plains Inc",16.3,-19.30,-3.26%,-15.54%,-12.37%,-16.20%
GTLS,"Chart Industries In",74.54,+112.70,+59.07%,+18.83%,+28.94%,+110.74%
GTY,"Getty Realty Corp",28.08,+10.10,+3.39%,+0.86%,+11.08%,+8.92%
GWB,"Great Western Bancorp Inc",42.3,+9.90,+6.28%,-0.75%,+2.82%,+9.27%
HA,"Hawaiian Hldgs Inc",39.3,-2.70,-1.38%,+8.71%,-7.42%,-5.30%
HAFC,"Hanmi Financial Cp",24.75,-20.90,-18.45%,-13.91%,-11.61%,-13.91%
HAYN,"Haynes Intl Inc",41.74,+33.60,+30.23%,+12.14%,-2.82%,+34.65%
HCI,"Homeowners Choice",42.36,+4.20,+41.67%,+4.18%,+0.26%,-3.49%
HF,"HFF Inc",44,+25.30,-9.54%,+31.66%,+22.56%,+24.54%
HI,"Hillenbrand Inc",49.3,+34.40,+10.29%,+4.34%,+5.12%,+36.75%
HIBB,"Hibbett Sports Inc",23.2,+42.90,+13.73%,-1.07%,-18.45%,+47.30%
HLIT,"Harmonic Inc",4.5,+13.90,+7.14%,+5.88%,+26.76%,+11.11%
HLX,"Helix Energy Solutions Group",9.94,+66.70,+31.83%,+20.34%,+26.46%,+56.78%
HMN,"Horace Mann Educators Corp",43.5,+13.10,-1.36%,-2.03%,-2.47%,+18.37%
HMST,"Homestreet Inc",29.35,+10.00,+1.38%,+6.15%,+13.76%,+8.70%
HMSY,"Hms Hldgs Cp",23.64,+31.50,+39.47%,+8.59%,+30.10%,+20.18%
HOPE,"Hope Bancorp Inc",16.95,-7.20,-7.12%,-4.88%,-2.64%,-2.47%
HPR,"Highpoint Resources Corp.",6.76,+54.20,+31.77%,+8.33%,+0.30%,+99.41%
HQY,Healthequity,76.4,+67.40,+63.74%,+2.95%,+14.47%,+59.53%
HSC,"Harsco Corp",24.4,+52.70,+30.83%,+4.27%,+18.45%,+55.91%
HSII,"Heidrick & Struggl",34.6,+78.00,+40.94%,-1.42%,-8.71%,+87.53%
HSKA,"Heska Corp",101.01,+6.00,+25.93%,-0.94%,+22.41%,-3.27%
HSTM,"Healthstream Inc",27.94,+24.40,+20.64%,+2.31%,+16.51%,+21.27%
HT,"Hersha Hospitality Trust",21.22,+18.20,+21.95%,-1.26%,+12.99%,+14.39%
HTLD,"Heartland Express",19.1,-11.30,-18.17%,+3.30%,+4.77%,-8.87%
HUBG,"Hub Group Inc A",45.95,+24.10,-4.07%,-5.74%,+6.24%,+35.75%
HVT,"Haverty Furniture Companies",19.9,-15.30,-12.14%,-8.08%,+7.28%,-12.14%
HWKN,"Hawkins Inc",37.6,-9.20,+6.82%,+7.74%,+13.77%,-15.70%
HZO,"Marinemax Inc",18.9,-4.40,unch,+0.80%,-18.00%,+29.01%
IBP,"Installed Building Products I",53,-11.30,-30.22%,-9.56%,-11.07%,+1.34%
IIIN,"Insteel Industries",40.71,+59.40,+43.75%,+22.55%,+32.22%,+48.74%
IIVI,"I I V I Inc",44.85,+15.80,-4.47%,+1.24%,+15.00%,+21.05%
INDB,"Independent Bk Corp",89.3,+33.00,+27.85%,+12.26%,+22.08%,+24.72%
INGN,"Inogen Inc",198.83,+120.40,+66.97%,+9.21%,+38.94%,+110.92%
INN,"Summit Hotel Properties",13.66,-21.10,-10.31%,-4.34%,-6.25%,-22.21%
INTL,"Intl Fcstone Inc",54.08,+45.10,+27.16%,+5.65%,+19.73%,+39.17%
INVA,"Innoviva Inc",13.77,-3.20,-2.96%,+2.46%,-3.23%,+0.66%
