Symbol,Name,Last,"Wtd Alpha","YTD %Chg","1M %Chg","3M %Chg","52W %Chg"
IPHS,"Innophos Hldngs Inc",43.68,-4.30,-6.53%,-12.18%,-8.83%,-1.11%
IRBT,"Irobot Corp",101.91,+64.80,+32.87%,+37.60%,+62.04%,+8.30%
IRDM,"Iridium Comm Inc",20.85,+122.30,+76.69%,+14.25%,+78.21%,+107.46%
IRT,"Independence Realty Trust Inc",10.29,+4.00,+1.98%,+3.11%,+9.47%,+3.00%
ITG,"Investment Technology Group",21.91,+10.00,+13.82%,-2.06%,-4.66%,+9.22%
ITGR,"Integer Holdings Corp",73.4,+68.40,+62.03%,+1.73%,+9.72%,+66.06%
ITRI,"Itron Inc",64.4,-10.00,-5.57%,+4.97%,+7.60%,-8.26%
IVC,"Invacare Corp",15.9,+7.40,-5.64%,-9.66%,-5.92%,+19.55%
IVR,"Invesco Mortgage Capital Inc",16.34,-4.20,-8.36%,+1.68%,+1.11%,-4.33%
JBSS,"John B Sanfilippo",77.67,+29.40,+22.80%,-0.42%,+15.56%,+22.05%
JBT,"John Bean Technologies Corp",113.05,+25.10,+2.03%,+16.97%,+27.38%,+29.64%
JCP,"J.C. Penney Company Inc",1.74,-58.40,-44.94%,-30.40%,-30.40%,-51.26%
JJSF,"J J Snack Foods",145.3,+12.70,-4.30%,-6.50%,+3.16%,+14.94%
JRVR,"James River Gp HD",41.14,+7.50,+2.82%,+2.26%,+9.30%,+2.95%
KALU,"Kaiser Aluminum",108.62,+11.40,+1.66%,+0.45%,-0.57%,+14.54%
KAMN,"Kaman Corp",66.86,+31.30,+13.63%,-1.55%,-10.45%,+38.66%
KELYA,"Kelly Svcs Cl A",25.18,+8.30,-7.66%,+9.86%,+3.79%,+18.33%
KEM,"Kemet Corp",24.54,+48.00,+62.95%,-15.12%,+34.84%,+25.08%
KFY,"Korn/Ferry International",67.14,+103.50,+62.25%,+2.46%,+19.94%,+109.09%
KIRK,"Kirkland's Inc",11.48,+9.10,-4.05%,+1.15%,+11.89%,+36.99%
KLIC,"Kulicke and Soffa",25.77,+31.60,+5.90%,-5.98%,+16.13%,+38.77%
KN,"Knowles Corp",17.31,+23.40,+18.08%,+9.84%,+20.80%,+22.33%
KOP,"Koppers Holdings Inc",34.25,-20.30,-32.71%,-12.29%,-16.36%,-8.79%
KOPN,"Kopin Cp",2.19,-43.40,-31.56%,-29.58%,-34.43%,-39.34%
KRA,"Kraton Performance Polymers Inc",46.42,+24.70,-3.63%,-3.77%,-8.24%,+37.50%
KRG,"Kite Realty Group Trust",17.47,-8.30,-10.87%,+5.05%,+15.77%,-14.15%
KS,"Kapstone Paper and Packaging Corp",34.35,+42.80,+51.39%,-1.24%,-0.32%,+62.87%
KWR,"Quaker Chemical Corp",177.09,+31.20,+17.44%,+8.86%,+12.69%,+34.06%
LABL,"Multi Color Cp",62.9,-20.60,-15.97%,-2.71%,-1.33%,-18.05%
LAD,"Lithia Motors",88.62,-20.10,-21.98%,-7.04%,-9.79%,-14.53%
LCI,"Lannett Co Inc",5.7,-46.30,-75.43%,-53.85%,-66.57%,-63.46%
LCII,"Lci Industries",94.5,-7.50,-27.31%,-3.13%,+1.78%,-0.58%
LDL,"Lydall Inc",46.4,-2.90,-8.57%,+3.11%,+10.34%,-0.64%
LGIH,"LGI Homes Inc",58.63,+17.00,-21.86%,-2.14%,-0.27%,+28.24%
LGND,"Ligand Pharm",244.2,+104.90,+78.34%,+5.31%,+31.74%,+92.97%
LHCG,"LHC Group Inc",97.85,+66.90,+59.76%,+12.33%,+31.34%,+51.87%
LION,"Fidelity Southern Cp",24.11,+8.90,+10.60%,-3.17%,-1.67%,+13.30%
LKSD,"Lsc Communications Inc",12,-16.00,-20.79%,-18.20%,-4.46%,-23.18%
LL,"Lumber Liquidators Holdings Inc",17.39,-55.90,-44.60%,-31.99%,-14.59%,-51.22%
LMAT,"Lemaitre Vascular",37.49,+15.20,+17.74%,+2.15%,+10.39%,+10.82%
LMNX,"Luminex Corp",27.46,+42.00,+39.39%,-17.59%,-0.69%,+42.80%
LNN,"Lindsay Corp",93.07,+6.10,+5.52%,-0.58%,-5.79%,+8.57%
LNTH,"Lantheus Holdings",14.45,-20.50,-29.34%,+5.47%,+2.12%,-6.77%
LOCO,"El Pollo Loco",12.45,+17.00,+25.76%,+4.62%,+14.75%,+8.73%
LPSN,"Liveperson Inc",24.7,+111.70,+114.78%,+6.24%,+29.66%,+90.73%
LQDT,"Liquidity Services",7.15,+19.10,+47.42%,+3.62%,+25.44%,+23.28%
LTC,"Ltc Properties",45.87,+2.60,+5.33%,+10.00%,+16.16%,-4.87%
LTXB,"Legacytexas Fnl",45.96,+24.40,+8.88%,+3.21%,+5.03%,+28.42%
LXP,"Lexington Realty Trust",9.21,-2.60,-4.56%,+5.98%,+11.23%,-6.12%
LXU,"Lsb Industries Inc",7.21,+17.30,-17.69%,-3.09%,+29.91%,+15.92%
LZB,"La-Z-Boy Inc",33.1,+32.80,+6.09%,+2.16%,+2.80%,+6.26%
MANT,"Mantech Intl Cp A",64.23,+60.80,+27.97%,+6.78%,+19.88%,+70.69%
MATW,"Matthews Intl Corp",52.75,-11.00,-0.09%,-9.98%,-1.22%,-12.52%
MATX,"Matson Inc",37.48,+52.10,+25.60%,+2.26%,+7.24%,+58.95%
MCRI,"Monarch Casino",47.17,+31.00,+5.24%,-1.44%,+0.55%,+37.24%
MCS,"Marcus Corp",38.7,+63.80,+41.50%,+16.74%,+19.26%,+57.96%
MDC,"M.D.C. Holdings",33.1,+8.40,+3.83%,+3.96%,+7.57%,+3.37%
MDCO,"Medicines Co",39.37,+6.30,+44.00%,-1.08%,+23.34%,+11.25%
MDXG,"Mimedx Group Inc",3.89,-41.60,-69.15%,+4.01%,-46.86%,-76.94%
MED,"Medifast Inc",214.5,+270.10,+207.26%,+25.26%,+56.76%,+285.58%
MEI,"Methode Electronics",41.1,+3.90,+2.49%,+4.98%,-4.64%,+8.87%
MGLN,"Magellan Health",75.4,-6.30,-21.91%,-17.95%,-16.41%,-2.39%
MGPI,"MGP Ingredients Inc",73.05,+12.00,-4.98%,-20.54%,-15.91%,+27.18%
MHLD,"Maiden Holdings Ltd",3.95,-30.80,-40.15%,-52.12%,-47.68%,-45.89%
MHO,"M/I Homes",26.66,-2.30,-22.50%,-1.30%,-6.82%,+6.47%
MINI,"Mobile Mini Inc",44.2,+42.00,+28.12%,-7.05%,-6.55%,+53.74%
MLI,"Mueller Industries",33.48,+16.60,-5.50%,+13.45%,+10.42%,+16.74%
MMSI,"Merit Medical Sys",57.9,+47.40,+34.03%,+3.76%,+7.12%,+42.44%
MNRO,"Monro Muffler Brak",71.2,+57.10,+25.02%,+4.02%,+25.02%,+57.87%
MNTA,"Momenta Pharma",27.8,+96.20,+99.28%,-8.40%,+19.06%,+81.70%
MOG.A,"Moog Inc Cl A",80.31,+3.70,-7.53%,-1.36%,-7.20%,+9.79%
MOV,"Movado Group Inc",49.3,+96.80,+53.11%,+0.51%,+20.39%,+126.15%
MPAA,"Motorcar Parts Amer",26.3,+9.10,+5.24%,+26.99%,+21.37%,+4.99%
MRCY,"Mercury Sys Inc",50.87,+25.90,-0.93%,+23.65%,+43.38%,+10.61%
MRTN,"Marten Transport L",22.95,+34.50,+13.05%,-2.55%,+3.85%,+44.79%
MSTR,"Microstrategy Cl A",141.07,+12.70,+7.44%,+4.27%,+8.37%,+12.67%
MTH,"Meritage Corp",44.3,+1.30,-13.48%,-1.23%,-2.21%,+4.73%
MTRN,"Materion Corp",62.6,+61.50,+28.81%,+12.19%,+9.44%,+68.28%
MTRX,"Matrix Service Co",21.2,+91.40,+19.10%,+10.42%,+13.67%,+113.07%
MTSC,"M T S Systems Cp",52.7,+8.90,-1.86%,-2.86%,-3.04%,+11.77%
MXL,"Maxlinear Inc",18.89,-17.90,-28.50%,+9.70%,-0.26%,-8.61%
MYE,"Myers Industries",22.15,+17.20,+13.59%,+21.04%,+17.82%,+23.40%
MYGN,"Myriad Genetics Inc",42.84,+43.40,+24.73%,-1.99%,+20.07%,+48.03%
MYRG,"MYR Group Inc",34.71,+30.20,-2.85%,-9.52%,-11.77%,+50.13%
NANO,"Nanometrics Inc",42.74,+50.50,+71.51%,+14.37%,+10.47%,+69.13%
NAVG,"Navigators Grp Inc",64.25,+19.10,+31.93%,+9.08%,+7.62%,+15.14%
NBHC,"National Bank Holdings Corp",41.08,+30.50,+26.67%,+6.26%,+7.40%,+28.50%
NBTB,"NBT Bancorp Inc",41.02,+23.00,+11.47%,+2.86%,+6.63%,+23.93%
NCI,"Navigant Consulting",24.07,+56.00,+24.01%,+13.22%,-0.45%,+59.83%
NE,"Noble Corp",5.87,+69.50,+29.87%,-0.17%,-2.33%,+85.76%
NEOG,"Neogen Cp",86.48,+73.10,+40.26%,+5.32%,+14.98%,+76.63%
NEWM,"New Media Investment Group Inc",15.99,+7.40,-4.71%,-14.26%,-6.98%,+18.62%
NFBK,"Northfield Bncrp Del",16.62,+2.70,-2.69%,-2.12%,+0.97%,+5.79%
NGVT,"Ingevity Corp",99.98,+66.30,+41.88%,+11.11%,+19.88%,+78.98%
NLS,"Nautilus Group",14.8,-6.10,+10.86%,+1.37%,-3.90%,-12.17%
NMIH,"Nmi Holdings Cmn A",21.95,+89.60,+29.12%,+11.42%,+28.36%,+95.11%
NP,"Neenah Paper",90.1,+16.80,-0.61%,+2.39%,+9.28%,+17.62%
NPK,"National Presto Industries",139.35,+50.50,+40.12%,+16.22%,+29.45%,+38.52%
NPO,"Enpro Industries",76.18,+4.40,-18.53%,+3.72%,+1.28%,+10.20%
NR,"Newpark Resources",10.5,+34.10,+22.09%,+7.69%,-3.67%,+40.94%
NSA,"National Storage Affiliates Tru",28.86,+27.10,+5.87%,-3.83%,+8.91%,+35.11%
NSIT,"Insight Enterpr",54.77,+49.00,+43.04%,+9.26%,+18.22%,+42.44%
NSP,"Insperity Inc",114.65,+187.00,+99.91%,+17.29%,+25.23%,+186.63%
NTGR,"Netgear Inc",70,+46.20,+19.15%,-7.65%,+14.29%,+53.85%
NTRI,"Nutrisystem Inc",40.3,-12.80,-23.38%,+0.75%,+20.12%,-26.59%
NWBI,"Northwest Bancshares",18.51,+18.80,+10.64%,+3.35%,+7.99%,+19.34%
NWN,"Northwest Natural Gas Company",64.3,+1.60,+7.80%,+0.39%,+10.77%,+0.08%
NX,"Quanex Building Products Corp",17.55,-10.70,-25.00%,-1.40%,-1.40%,-6.90%
NYMT,"New York Mtge Trust",6.4,+5.00,+3.73%,+4.23%,+2.89%,+2.56%
OCLR,"Oclaro Inc",9.22,+13.40,+36.80%,+5.37%,+1.88%,+13.55%
ODP,"Office Depot",3.39,-4.80,-4.24%,+25.09%,+40.66%,-16.71%
OFG,"Oriental Financial Group",16.7,+92.70,+77.66%,+5.03%,+16.78%,+85.56%
OFIX,"Orthofix Intl Nv",52.89,+3.10,-3.31%,-11.88%,-3.56%,+9.64%
OIS,"Oil States International",32.8,+43.70,+15.90%,-1.65%,-13.57%,+55.08%
OMCL,"Omnicell Inc",66.3,+51.70,+36.70%,+20.33%,+42.89%,+32.73%
OMI,"Owens & Minor",16.58,-28.00,-12.18%,-4.99%,-0.84%,-39.60%
ONB,"Old National Bncp",20.3,+25.50,+16.33%,+5.73%,+12.78%,+25.31%
OPB,"Opus Bank",29.05,+21.90,+6.41%,-2.02%,-0.17%,+31.15%
ORIT,"Oritani Financial",16.5,+2.70,+0.61%,+0.30%,+5.10%,+3.77%
ORN,"Orion Group Holdings Inc",8.86,+59.30,+13.15%,-2.42%,+18.93%,+68.44%
OSIS,"O S I Systems Inc",78.67,+0.90,+22.20%,+0.69%,+16.36%,+0.38%
OSPN,"Onespan Inc.",18.05,+36.00,+29.86%,-12.38%,-9.98%,+49.17%
OSUR,"Orasure Tech Inc",16.6,-7.30,-11.98%,-1.95%,+2.41%,-18.91%
OXM,"Oxford Industries",95.25,+58.10,+26.68%,+2.42%,+19.86%,+64.05%
PAHC,"Phibro Anl Htlh A",50.5,+42.10,+50.75%,+6.32%,+10.99%,+27.53%
PARR,"Par Petroleum Corp",17.65,-1.70,-8.45%,+3.22%,-2.27%,+4.87%
PATK,"Patrick Inds Inc",63.45,+28.40,-8.64%,+5.40%,-0.24%,+38.03%
PDCE,"Pdc Energy Inc",52.62,+21.90,+2.10%,-13.82%,-19.44%,+38.55%
PDFS,"Pdf Solutions Inc",9.74,-38.00,-37.96%,-16.75%,-16.82%,-32.97%
PEI,"Pennsylvania Real Estate Investment",10.83,+3.80,-8.92%,+0.74%,+7.12%,+5.76%
PENN,"Penn Natl Gaming Inc",34.43,+56.10,+9.89%,-3.12%,-2.13%,+69.52%
PERY,"Perry Ellis Int",27.54,+24.30,+9.98%,-2.65%,+0.22%,+62.29%
PES,"Pioneer Energy Services Corp",3.15,+62.10,+3.28%,-38.24%,-49.19%,+75.00%
PETS,"Petmed Express Inc",38.09,+1.40,-16.29%,-5.23%,+4.93%,-8.72%
PFBC,"Preferred Bank La",63.16,+11.20,+7.45%,-3.70%,-2.11%,+17.46%
PFS,"Provident Financial Services",25.79,+0.20,-4.38%,-7.43%,-7.13%,+4.58%
PGNX,"Progenics Pharmaceut",7.91,+34.90,+32.94%,-4.24%,+5.47%,+37.33%
PGTI,"Pgt Inc",25.6,+102.90,+51.93%,+18.79%,+26.73%,+99.22%
PJC,"Piper Jaffray Companies",79.9,+31.90,-7.36%,+4.72%,+3.43%,+45.54%
PKE,"Park Electrochemical Corp",21.56,+20.70,+9.72%,-8.10%,+8.34%,+20.85%
PLAB,"Photronics Inc",8.95,+12.80,+4.99%,+1.13%,+5.92%,+16.99%
PLAY,"Dave & Buster's Ente",55.33,+4.60,+0.29%,+13.03%,+37.06%,-8.15%
PLCE,"Children's Place Inc",136.75,+26.70,-5.92%,+8.62%,+9.49%,+34.60%
PLUS,"Eplus Inc",100,+30.10,+32.98%,-1.48%,+9.83%,+22.47%
PLXS,"Plexus Cp",61.66,+17.40,+1.55%,+0.97%,+3.32%,+24.89%
PMT,"Pennymac Mortgage Investment Trust",19.97,+20.50,+24.27%,+6.34%,+6.79%,+16.38%
POWI,"Power Integratn",73.3,+2.80,-0.34%,-4.18%,+0.21%,+6.46%
POWL,"Powell Inds Inc",40.07,+50.60,+39.86%,+14.19%,+13.71%,+44.34%
PPBI,"Pacific Premier Bncp",39.75,+5.90,-0.63%,+6.28%,-6.14%,+12.61%
PRA,"Pro-Assurance Corp",48,-7.40,-16.01%,+23.08%,+19.70%,-11.28%
PRAA,"Pra Group Inc",38.2,+23.50,+15.06%,-11.27%,-4.86%,+27.55%
PRFT,"Perficient Inc",27.24,+53.50,+42.84%,+0.70%,+8.35%,+53.81%
PRGS,"Progress Software",38.98,+9.40,-8.43%,-0.38%,+4.39%,+19.28%
PRLB,"Proto Labs Inc",143.55,+96.70,+39.37%,+6.33%,+17.76%,+103.76%
PRSC,"Providence Svc Cp",66.71,+20.10,+12.42%,-6.58%,-11.05%,+31.06%
PSB,"Business Parks",130.74,+2.60,+4.52%,+3.20%,+11.35%,-1.28%
PUMP,"Propetro Holding Corp",17.19,+35.80,-14.73%,+11.19%,-12.39%,+53.48%
PVAC,"Penn Va Corp",81.33,+103.30,+107.95%,-4.71%,+23.45%,+110.86%
QHC,"Quorum Health Corp",3.94,-17.10,-36.86%,-9.84%,-12.44%,-9.84%
QLYS,"Qualys Inc",85.1,+73.00,+43.39%,-12.31%,+11.24%,+87.86%
QNST,"Quinstreet Inc",14.38,+130.30,+71.60%,+4.35%,+10.62%,+217.44%
QSII,"Quality Systems Inc",22.24,+64.50,+63.77%,+10.32%,+52.02%,+41.75%
RAVN,"Raven Industries Inc",40.7,+42.80,+18.49%,+2.52%,+2.39%,+29.62%
RCII,"Rent-A-Center Inc",14.7,+32.10,+32.43%,-0.27%,+43.98%,+19.42%
RECN,"Resources Connect",15.95,+19.50,+3.24%,+11.54%,unch,+28.11%
REGI,"Renewable Energy",25.05,+141.30,+112.29%,+50.00%,+42.74%,+125.68%
REI,"Ring Energy Inc",12.06,-11.40,-13.24%,-9.39%,-24.95%,+0.84%
REX,"Rex American Resources Corp",76.18,-17.20,-7.98%,+2.82%,-1.01%,-17.25%
RGEN,"Repligen Cp",51.25,+38.10,+41.26%,+5.04%,+20.31%,+27.14%
RGNX,"Regenxbio Inc",67.2,+170.80,+102.11%,-12.27%,+44.83%,+235.16%
RGR,"Sturm Ruger & Company",59.65,+22.80,+6.80%,+6.14%,-1.08%,+17.65%
RGS,"Regis Corp",20.59,+68.30,+34.05%,+15.74%,+20.20%,+105.69%
RH,"Restoration Hardware Holdings",150.3,+109.70,+74.34%,+11.51%,+44.91%,+211.50%
RLI,"Rli Corp",77.89,+46.20,+28.40%,+7.07%,+14.75%,+43.63%
RMAX,"Re/Max Holdings Inc",48.75,-17.20,+0.52%,-12.32%,-9.55%,-17.93%
RMBS,"Rambus Inc",11.82,-13.60,-16.88%,-11.13%,-11.92%,-6.26%
ROCK,"Gibraltar Ind Inc",46.05,+67.80,+39.55%,+17.18%,+19.46%,+71.51%
ROG,"Rogers Corp",131.49,+8.10,-18.79%,+10.42%,+9.22%,+16.73%
ROIC,"Retail Opp Invts Cp",19.57,+1.60,-1.90%,+2.84%,+12.60%,-3.02%
RPT,"Ramco-Gershenson Properties Trust",13.85,+7.50,-5.97%,+8.88%,+18.68%,+4.14%
RRD,"Donnelley [R.R.] & Sons Co",5.14,-43.60,-44.73%,-6.72%,-24.08%,-40.85%
RRGB,"Red Robin Gourm",40.2,-29.30,-28.72%,-19.60%,-33.77%,-31.28%
RTEC,"Rudolph Technologies",27.15,+13.90,+13.60%,-9.65%,-16.33%,+25.99%
RUTH,"Ruth's Hospitality",31.5,+62.20,+45.50%,+4.13%,+17.76%,+59.90%
RWT,"Redwood Trust",16.53,+2.00,+11.54%,-4.62%,-0.42%,-1.90%
RYAM,"Rayonier Advanced Materials Inc",21.37,+51.50,+4.50%,+25.12%,+12.30%,+56.79%
SAFT,"Safety Ins Group Inc",96.85,+38.00,+20.46%,+8.64%,+14.21%,+35.55%
SAH,"Sonic Automotive",22.55,+31.20,+22.22%,+24.24%,+2.50%,+34.63%
SAIA,"Saia Inc",78.5,+39.30,+10.95%,+0.45%,-2.30%,+51.11%
SANM,"Sanmina Corp",30.75,-9.20,-6.82%,-0.32%,+2.41%,-12.64%
SBCF,"Seacoast Banking Cp",30.94,+32.30,+22.73%,-5.96%,-0.39%,+38.81%
SBSI,"Southside Bancshares",36.45,+10.70,+8.22%,+3.88%,+6.21%,+13.13%
SCHL,"Scholastic Cp",41.44,+6.30,+3.32%,-4.05%,-6.27%,+6.28%
SCL,"Stepan Company",89.74,+20.30,+13.64%,+8.72%,+25.69%,+17.92%
SCSC,"Scansource Inc",43.65,+23.20,+21.93%,+5.18%,+13.23%,+18.29%
SCVL,"Shoe Carnival Inc",34.39,+72.90,+28.56%,+8.73%,+32.07%,+123.02%
SEDG,"Solaredge Tech",47.35,+30.60,+26.10%,-11.74%,-29.59%,+81.77%
SEM,"Select Medical Holdings Corp",19.55,+15.00,+10.76%,+0.51%,+5.11%,+16.72%
SENEA,"Seneca Foods Cp A",32.1,+13.30,+4.39%,+15.26%,+9.74%,+11.65%
SFBS,"Servisfirst Bancs",43.83,+22.80,+5.61%,+5.61%,+0.34%,+30.60%
SFLY,"Shutterfly Inc",73.57,+27.30,+47.88%,-17.15%,-22.62%,+64.96%
SFNC,"Simmons First Natl",31.65,+19.00,+10.86%,+1.44%,+0.96%,+22.91%
SHAK,"Shake Shack Inc",57.54,+75.10,+33.19%,-15.35%,-2.46%,+86.15%
SHLM,"Schulman A Inc",44,+34.80,+18.12%,+2.44%,-0.68%,+48.90%
SHOO,"Steven Maddens Ltd",57.6,+43.00,+23.34%,+4.44%,+11.41%,+43.64%
SIGI,"Selective Ins Group",63.9,+25.00,+8.86%,+9.70%,+12.50%,+26.66%
SJI,"South Jersey Industries",33.12,-1.80,+6.05%,-1.81%,+2.22%,-5.02%
SKYW,"Skywest Inc",64.25,+75.80,+21.00%,+15.77%,+9.83%,+85.16%
SLCA,"U.S. Silica Holdings Inc",22.45,-24.50,-31.05%,-8.40%,-33.28%,-11.12%
SMCI,"Super Micro Computer",18.35,-32.20,-12.31%,-22.74%,-23.06%,-30.36%
SMP,"Standard Motor Products",51.48,+17.50,+14.63%,+6.08%,+15.82%,+16.10%
SMTC,"Semtech Corp",50.45,+41.80,+47.51%,-1.08%,+15.31%,+42.11%
SNBR,"Sleep Number Corporation",31.93,+2.60,-15.06%,+1.79%,+8.27%,+4.18%
SONC,"Sonic Cp",34.37,+34.70,+25.07%,-6.55%,+40.80%,+47.70%
SPOK,"Spok Holdings Inc",15.6,-3.80,-0.32%,+8.71%,+2.63%,-3.70%
SPPI,"Spectrum Pharma Inc",23.14,+41.10,+22.11%,-2.57%,+19.09%,+146.96%
SPSC,"Sps Commerce Inc",95.42,+83.70,+96.38%,+25.01%,+32.80%,+61.48%
SPTN,"Spartannash Company",20.83,-14.30,-21.93%,-16.88%,+12.59%,-14.39%
SPXC,"SPX Corp",35.35,+39.70,+12.62%,-2.62%,-0.76%,+49.79%
SR,"Spire Inc",76.6,+3.20,+1.93%,+6.09%,+9.19%,+0.13%
SRCI,"Src Energy Inc",9.72,+15.90,+13.95%,-11.39%,-25.23%,+27.23%
SRDX,"Surmodics Inc",72.75,+211.20,+159.82%,+19.75%,+50.93%,+186.42%
SSD,"Simpson Manufacturing Company",74.08,+64.90,+29.04%,+17.94%,+16.66%,+76.34%
SSP,"E.W. Scripps Company",14.82,-10.90,-5.18%,+14.88%,+12.02%,-17.71%
SSTK,"Shutterstock Inc",51.22,+52.50,+19.03%,+3.62%,+10.17%,+54.46%
STBA,"S&T Bancorp Inc",46.42,+28.80,+16.60%,+1.89%,+2.27%,+32.86%
STC,"Stewart Information Services Corp",45.4,+23.30,+7.33%,+0.51%,+4.90%,+24.69%
STMP,"Stamps.Com Inc",231.7,+20.90,+23.24%,-14.11%,-6.91%,+11.50%
STRA,"Strayer Education",137.76,+80.80,+53.78%,+14.79%,+32.45%,+77.59%
SUP,"Superior Industries International",22.7,+52.10,+52.86%,+31.98%,+25.41%,+59.86%
SUPN,"Supernus Pharm",44.35,-5.90,+11.29%,-19.18%,-19.36%,+0.91%
SVU,"Supervalu Inc",32.17,+52.50,+48.94%,+56.09%,+93.21%,+46.16%
SWM,"Schweitzer-Mauduit International",40.94,+3.40,-9.74%,-4.50%,-8.19%,+7.00%
SXC,"Suncoke Energy Inc",11.15,+16.00,-7.01%,-16.60%,-15.40%,+26.27%
SXI,"Standex International Corp",111.7,+22.30,+9.67%,+7.51%,+10.65%,+18.26%
SYKE,"Sykes Enterprises",29.42,+8.60,-6.45%,-2.03%,+6.25%,+13.72%
TBI,"Trueblue Inc",29.6,+41.20,+7.64%,+7.25%,+15.40%,+51.41%
TCMD,"Tactile Systems Technology Inc",61.76,+106.90,+113.11%,+11.08%,+32.93%,+85.58%
TG,"Tredegar Corp",21.95,+30.40,+14.32%,-10.59%,-2.01%,+32.63%
TGI,"Triumph Group",21.65,-20.60,-20.40%,+16.40%,-13.75%,-13.05%
THRM,"Gentherm Inc",49.45,+76.00,+55.75%,+21.80%,+40.28%,+65.38%
TILE,"Interface Inc",23.55,+15.00,-6.36%,+0.43%,+1.07%,+25.94%
TISI,"Team Inc",25,+123.00,+67.79%,+13.38%,+14.16%,+133.64%
TIVO,"Tivo Corp",12.9,-27.30,-17.31%,+0.78%,-7.86%,-30.27%
TLRD,"Tailored Brands Inc",22.22,+58.70,+1.79%,-0.76%,-36.80%,+112.02%
TMP,Tompkinstrustco,87.8,+15.80,+7.93%,-3.66%,+1.74%,+18.52%
TMST,"Timken Steel Corp",13.71,-14.80,-9.74%,-22.59%,-24.71%,-4.59%
TNC,"Tennant Company",76.65,+22.50,+5.51%,-2.73%,-1.86%,+24.03%
TPRE,"Third Point Reinsurance Ltd Co",13.5,-6.00,-7.85%,+5.88%,unch,-4.59%
TREX,"Trex Company",83.46,+126.80,+54.00%,+22.70%,+40.58%,+128.88%
TRHC,"Tabula Rasa Healthcare Inc",78.33,+297.30,+179.25%,+16.23%,+56.04%,+302.72%
TRST,"Trustco Bank Corp NY",9.3,+15.80,+1.09%,+2.76%,+5.68%,+19.23%
TTEC,"Teletech Hldgs",25.6,-41.80,-36.40%,-25.90%,-26.75%,-35.92%
TTEK,"Tetra Tech Inc",70.35,+79.40,+46.11%,+16.76%,+30.76%,+74.03%
TTI,"Tetra Technologies",5.05,+129.70,+18.27%,+15.03%,+10.02%,+160.31%
TTMI,"TTM Technologies I",18.16,+28.00,+15.89%,+3.24%,+12.24%,+40.78%
TTS,"Tile Shop Hldgs",8.1,-12.40,-15.62%,-7.95%,+15.71%,-44.71%
TVPT,"Travelport Worldwide Ltd",18.71,+31.60,+43.15%,-2.45%,+6.98%,+31.76%
TVTY,"Tivity Health",32.75,-5.20,-10.40%,-5.62%,-15.16%,-13.25%
TWI,"Titan International",7.57,-15.50,-41.23%,-26.22%,-38.30%,-8.80%
TYPE,"Monotype Imag. Hold.",22.05,+12.70,-8.51%,+9.16%,+2.08%,+21.15%
UBA,"Urstadt Biddle Properties Inc",22.96,+14.40,+5.61%,+2.27%,+10.07%,+11.46%
UCBI,"United Comm Banks",31.46,+15.60,+11.80%,+2.11%,-5.95%,+22.41%
UCTT,"Ultra Clean Holdings",13.92,-39.00,-39.71%,-12.62%,-15.99%,-37.80%
UEIC,"Universal Elect In",43.5,+3.00,-7.94%,+22.88%,+38.76%,-23.48%
UFCS,"United Fire Group I",51.3,+16.00,+12.55%,-9.94%,-5.52%,+21.94%
UFI,"Unifi Inc",33.09,+1.30,-7.75%,+5.08%,+3.70%,+8.92%
UFPI,"Universal Forest Prd",37.97,+32.10,+0.93%,+3.52%,+6.72%,+43.92%
UHT,"Universal Health Realty Income Trust",73.7,+6.20,-1.88%,+13.61%,+21.94%,-2.16%
UIHC,"United Insurance Hld",21.22,+33.00,+23.01%,+4.48%,+0.57%,+31.39%
UNF,"Unifirst Corp",185.75,+32.20,+12.64%,-0.77%,+5.12%,+35.09%
UNT,"Unit Corp",27.05,+62.40,+22.95%,+5.05%,+17.61%,+71.20%
USCR,"U S Concrete Inc",51.85,-32.00,-38.02%,-0.86%,-8.96%,-32.13%
USPH,"U.S. Physical Therapy",114.9,+101.50,+59.14%,+9.85%,+22.43%,+91.98%
UVE,"Universal Insurance Holdings Inc",45,+107.20,+64.53%,+19.52%,+26.76%,+96.94%
UVV,"Universal Corp",60.35,-7.20,+14.95%,-8.14%,+23.92%,+3.25%
VAC,"Marriot Vacations Worldwide Cor",126.33,+6.70,-6.57%,+5.29%,+6.52%,+14.56%
VECO,"Veeco Instrument",11,-52.10,-25.93%,-28.80%,-33.63%,-41.49%
VG,"Vonage Holdings",14.3,+78.60,+40.61%,+7.04%,+24.02%,+77.42%
VIAV,"Viavi Solutions",11.23,+18.70,+28.49%,+8.82%,+10.53%,+13.78%
VICR,"Vicor Cp",58.25,+193.00,+178.71%,+15.12%,+46.73%,+239.65%
VIVO,"Meridian Bioscience",15.45,+11.10,+10.36%,-2.52%,+4.39%,+13.19%
VRA,"Vera Bradley",15.21,+45.90,+24.88%,+10.54%,+34.48%,+66.41%
VREX,"Varex Imaging Corp",30.53,-1.40,-24.00%,-20.08%,-19.04%,+3.99%
VRTS,"Virtus Inv Prts",131.5,+21.40,+14.30%,+1.90%,+2.06%,+23.88%
VRTU,"Virtusa Corp",54.59,+50.40,+23.84%,+0.85%,+14.37%,+53.04%
VRTV,"Veritiv Corp",48.45,+73.70,+67.65%,+20.67%,+44.84%,+77.47%
