Symbol,Name,Last,Opinion,"20D Rel Str","20D His Vol","20D Avg Vol","52W Low","52W High"
ASNA,"Ascena Retail Grp",4.85,"88% Buy",67.83%,41.87%,1668680,1.69,5.28
ASTE,"Astec Inds Inc",48.44,"16% Sell",42.40%,33.53%,212875,44.92,64.8
ATNI,"Atn International",73.63,"88% Buy",68.83%,27.53%,56380,49.34,75.94
ATU,"Actuant Corp",29.1,"72% Buy",58.00%,16.84%,262145,21.5,30.05
AVA,"Avista Corp",51.53,"16% Buy",54.86%,5.29%,403915,47.5,52.91
AVAV,"Aerovironment Inc",85.32,"80% Buy",71.36%,16.38%,210065,38.6,87.53
AVD,"American Vanguard Corp",21,"16% Sell",50.85%,33.11%,85765,18.01,24
AVP,"Avon Products",2.03,"64% Buy",66.81%,53.48%,7534135,1.38,2.99
AWR,"American States Water Company",60.81,"64% Buy",56.34%,16.34%,192865,47.53,61.66
AXE,"Anixter International Inc",72.2,"72% Buy",56.03%,22.70%,178525,56.25,88.85
AXL,"American Axle & Manufacturing",17.96,"96% Buy",59.13%,38.33%,1760290,13.38,20.27
AZZ,"Azz Inc",54.05,"56% Buy",57.86%,14.45%,101010,39.5,56.05
B,"Barnes Group",68.47,"88% Buy",62.72%,23.41%,187450,52.42,72.87
BABY,"Natus Medical Inc",36.2,"56% Buy",53.45%,29.75%,197770,28,43.6
BANC,"First Pactrust Bancorp",19.9,"32% Buy",51.78%,14.80%,312640,17.1,23.4
BANR,"Banner Corp",65.42,"56% Buy",58.16%,15.04%,139715,52.2,67.11
BCC,"Boise Cascade L.L.C.",45.3,"40% Buy",52.87%,21.67%,414870,28.4,49.3
BCOR,"Blucora Inc",36.1,"32% Buy",51.20%,35.18%,400650,19.05,40.6
BCPC,"Balchem Cp",105.95,"100% Buy",62.25%,28.47%,95580,70.23,106.13
BEAT,"Biotelemetry Inc",59.05,"96% Buy",66.48%,34.09%,349110,23.3,59.5
BEL,"Belmond Ltd",16.1,"88% Buy",77.66%,104.43%,867960,10.3,16.55
BELFB,"Bel Fuse Inc Cl B",27.7,"96% Buy",70.18%,50.34%,19460,17.1,33.45
BFS,"Saul Centers",59.04,"96% Buy",67.11%,17.15%,37715,46.71,65.43
BGFV,"Big 5 Sporting",5.75,"56% Sell",38.72%,47.79%,322765,5.05,9.75
BGG,"Briggs & Stratton Corp",20.59,"80% Buy",65.94%,40.72%,450785,16.26,27.34
BGS,"B&G Foods Holdings",32,"72% Buy",55.59%,22.66%,636035,22,39.75
BHE,"Benchmark Electronics",25.9,"40% Sell",43.51%,13.16%,369255,23.98,35.8
BHLB,"Berkshire Hills Bancorp",42.45,"88% Buy",58.27%,15.10%,181055,33.15,44.25
BJRI,"Bj's Restaurants Inc",74.7,"100% Buy",76.39%,34.91%,360170,28,74.85
BKE,"Buckle Inc",26.55,"64% Buy",54.17%,40.65%,482485,14.05,29.65
BKS,"Barnes & Noble",5.45,"48% Sell",39.58%,32.04%,730170,4.1,8
BLD,"Topbuild Corp",68.89,"96% Sell",38.23%,48.92%,388485,54.52,87.21
BMI,"Badger Meter",54.7,"88% Buy",65.44%,21.58%,106500,41,55.45
BNED,"Barnes & Noble Education Inc C",5.24,"64% Sell",39.18%,70.19%,351720,4.99,9.1
BOFI,"Bofi Holding Inc",37.87,"80% Sell",43.47%,44.96%,627360,24.2,45.18
BPFH,"Boston Pvt Finl Hldg",14.2,"24% Sell",38.32%,15.43%,444020,13.77,17.85
BRC,"Brady Corp",39.7,"64% Buy",60.79%,17.43%,260155,32.7,40.9
BRKL,"Brookline Bancorp",18.2,"32% Buy",49.05%,13.47%,300350,13.63,19.35
BRKS,"Brooks Automation",29.65,"40% Sell",44.57%,30.43%,545665,21.75,36.45
BRS,"Bristow Group Inc",11.16,"56% Sell",37.45%,50.64%,769400,8.04,18.91
CACI,"Caci International",193.6,"96% Buy",68.34%,26.11%,149340,121.6,194.95
CAL,"Caleres Inc",37.4,"96% Buy",58.99%,27.19%,244100,24.37,39.13
CALM,"Cal-Maine Foods In",50.1,"48% Buy",63.70%,18.11%,365925,34.03,52.3
CAMP,"Calamp Corp",23.09,"16% Sell",49.70%,10.24%,278855,18.16,25.45
CASH,"Meta Financial Grp",85.35,"96% Sell",31.69%,19.25%,58910,64,117.97
CATM,"Cardtronics Inc",37.99,"96% Buy",73.35%,90.38%,677545,15.8,39.1
CATO,"Cato Corp",21.27,"72% Sell",39.29%,70.24%,359525,10.76,26.88
CBB,"Cincinnati Bell Inc",12.5,"56% Sell",45.74%,124.90%,555550,9.9,22.2
CBL,"Cbl & Associates Properties",4.56,"64% Sell",42.34%,67.03%,3684795,3.8,9.1
CBM,"Cambrex Corp",64.45,"88% Buy",63.57%,33.01%,356345,42.55,67.75
CBU,"Community Bank System",66.2,"96% Buy",63.74%,14.30%,152645,48.89,67.07
CCMP,"Cabot Microelectron",112.52,"8% Sell",44.96%,38.52%,232675,68.88,123.76
CCOI,"Cogent Comm Hldgs",53.65,"56% Buy",56.89%,18.68%,222220,35.75,57.65
CCRN,"Cross Ctry Hlthcr",10.03,"16% Sell",44.63%,138.03%,416100,7.41,14.65
CDR,"Cedar Shopping Centers Inc",4.53,"8% Sell",46.18%,21.83%,289480,3.54,6.29
CECO,"Career Education",16.5,"24% Sell",43.14%,27.69%,373055,9,19.07
CEIX,"Consol Energy Inc",41.51,"16% Buy",48.13%,47.16%,313340,19.51,48.12
CENT,"Central Garden",39.32,"72% Sell",38.63%,22.53%,210240,34.58,45.02
CENTA,"Central Garden & Pet",36.22,"72% Sell",35.95%,22.29%,594380,32.57,41.97
CENX,"Century Aluminum C",12.53,"32% Sell",44.34%,61.57%,1888635,11.04,24.77
CEVA,"Ceva Inc",30.15,"32% Sell",48.82%,70.28%,181075,26.1,51.8
CHCO,"City Holding Co",81.92,"80% Buy",58.93%,12.11%,39745,60.37,83.27
CHCT,"Community Healthcare Trust Inc",31.32,"32% Buy",59.05%,15.22%,154355,22.41,32.81
CHS,"Chico's Fas",9.36,"8% Sell",50.40%,39.13%,2298300,6.96,10.9
CHSP,"Chesapeake Lodging Trust",32.63,"64% Buy",55.69%,16.50%,191870,24.89,33.09
CHUY,"Chuy's Holdings Inc",27.4,"72% Sell",37.01%,62.43%,141710,18,34.1
CIR,"Circor International",43.43,"8% Buy",51.66%,24.14%,135860,35.16,56.37
CJ,"C&J Energy Services Inc",23.8,Hold,50.76%,44.63%,644290,21.22,36.57
CKH,"Seacor Smit Inc",53.1,"16% Sell",52.31%,21.92%,101360,36.35,59
CLD,"Cloud Peak Energy Inc",2.47,"40% Sell",39.00%,48.49%,559215,2.22,5.7
CLDT,"Chatham Lodging Trust [Reit]",21.52,"48% Buy",52.83%,14.97%,239915,17.9,23.91
CLW,"Clearwater Paper Corp",28.75,"80% Buy",59.62%,66.71%,239205,21.55,50.6
CMO,"Capstead Mortgage Corp",8.34,"48% Sell",41.15%,9.60%,680660,8.01,9.89
CMTL,"Comtech Telecom Co",36.52,"100% Buy",68.33%,17.49%,87245,17.11,36.57
CNMD,"C O N M E D Cp",77.82,"48% Buy",57.36%,25.91%,143940,48.03,83.49
CNSL,"Consolidated Communications Holdings Inc",12.08,"16% Buy",50.74%,47.51%,669030,10.31,20.72
COHU,"Cohu Inc",26.07,"24% Buy",52.29%,32.64%,209045,17.37,27.83
COKE,"Coca Cola Bot Cons",169.6,"72% Buy",68.06%,34.80%,79795,125.08,230
COLB,"Columbia Banking Sys",42.35,"24% Buy",51.21%,17.78%,200365,35.67,48.06
CORE,"Core Mark Holding",35.54,"96% Buy",87.24%,44.68%,471960,17.1,35.69
CORT,"Corcept Therapeutics",13.58,"32% Sell",46.66%,44.20%,1552345,11.55,25.96
CPF,"Central Pacific Financial Co",28.92,"16% Buy",52.68%,14.86%,125890,27.19,33.15
CPS,"Cooper Std Hldg Inc",138.78,"40% Buy",52.87%,27.06%,148280,98.58,146.77
CPSI,"Computer Programs",27.25,"48% Sell",34.24%,63.62%,203745,25.15,34.65
CRAY,"Cray Inc",21.5,"64% Sell",39.02%,33.82%,340950,17.6,28.6
CROX,"Crocs Inc",20.44,"96% Buy",63.62%,37.63%,1146015,8.64,20.86
CRR,"Carbo Ceramics",8.64,"16% Sell",47.74%,47.25%,286470,6.1,12.69
CRVL,"Corvel Cp",60.15,"96% Buy",63.15%,28.22%,28420,46.45,61.2
CRY,Cryolife,34.05,"96% Buy",66.13%,43.62%,174685,16.8,35.05
CRZO,"Carrizo Oil & Gas",24.35,"16% Sell",43.81%,49.91%,2819395,11.1,31.57
CSGS,"C S G Sys Intl",37.02,"80% Sell",34.32%,23.28%,176285,36.38,48.82
CTB,"Cooper Tire & Rubber Company",29.5,"48% Buy",56.05%,43.29%,694540,22.58,40.78
CTRE,"Caretrust REIT Inc",18.38,"96% Buy",66.60%,17.21%,687230,12.73,19.82
CTRL,"Control4 Corp",36.86,"96% Buy",77.83%,72.58%,605365,20.5,37.3
CTS,"Cts Corp",34.85,"8% Sell",46.71%,14.09%,112050,21.75,39.2
CUB,"Cubic Corp",75.7,"96% Buy",64.71%,33.03%,122825,41.25,77.35
CUBI,"Customers Bancorp",24.91,"72% Sell",38.49%,31.18%,228815,24.3,33.85
CUTR,"Cutera Inc",33.55,"88% Sell",34.96%,74.13%,266850,30.7,56.05
CVBF,"Cvb Financial Corp",24.57,"88% Buy",59.38%,12.53%,509110,19.58,25.49
CVCO,"Cavco Inds Inc",242.8,"96% Buy",68.12%,28.80%,50405,125.35,244.95
CVGW,"Calavo Growers Inc",105.5,"96% Buy",70.56%,18.97%,124925,65.85,106
CWT,"California Water Service Group Holding",41.1,"72% Buy",53.05%,19.42%,235165,35.25,46.15
CYH,"Community Health Systems",3.56,"24% Buy",55.28%,55.95%,2102530,2.66,7.92
CYTK,Cytokinetics,7.15,"40% Sell",42.97%,52.75%,239370,6.2,15.95
DAKT,"Daktronics Inc",7.44,"100% Sell",32.37%,51.15%,356300,7.38,10.86
DAR,"Darling International Inc",20.37,"72% Buy",57.04%,20.80%,893860,15.8,20.96
DBD,"Diebold Nixdorf Inc",4.55,"64% Sell",26.94%,202.35%,5210350,3.55,23.5
DCOM,"Dime Community Bncsh",18.5,"24% Sell",46.74%,18.39%,272960,17.1,22.65
DDD,"3D Systems Corp",20.91,"96% Buy",67.12%,113.57%,4404870,7.92,21.73
DEA,"Easterly Government Properties",20.08,"40% Buy",55.23%,17.14%,531100,18.73,22.32
DF,"Dean Foods Company",7.63,"80% Sell",27.87%,65.55%,2040930,7.57,12.09
DFIN,"Donnelly Financial Solutions Inc",20.68,"88% Buy",64.15%,37.12%,264055,15.22,22.5
DGII,"Digi Intl Inc",13.2,"16% Buy",51.70%,21.71%,87395,8.95,14.7
DIN,"Dineequity Inc",80.95,"96% Buy",64.21%,27.00%,346660,37.11,82.62
DIOD,"Diodes Inc",37.8,"80% Buy",55.58%,20.01%,313715,26.09,38.7
DNR,"Denbury Resources",5.22,"96% Buy",62.51%,59.09%,10214630,0.92,5.56
DORM,"Dorman Products Inc",80.83,"96% Buy",67.76%,24.07%,107255,56.36,81.1
DPLO,"Diplomat Pharmacy Inc",19.75,"16% Sell",38.53%,41.74%,1476145,14.5,28.74
DRH,"Diamondrock Hospitality Company",11.72,"56% Sell",45.31%,20.43%,1782965,9.87,12.99
DSPG,"D S P Group Inc",12.9,"48% Buy",58.48%,28.06%,73595,11.3,13.95
DSW,"DSW Inc",27.36,"16% Buy",51.23%,30.33%,1498800,17.75,29.27
DXPE,"Dxp Enterprise",48.56,"96% Buy",65.00%,43.83%,89875,24.89,49.5
EBIX,"Ebix Inc",78.45,"16% Buy",48.88%,25.14%,204965,56.4,89.1
EBS,"Emergent Biosolutions",59.88,"96% Buy",62.29%,30.93%,261080,35.64,61.03
ECHO,"Echo Global Logistic",33.4,"80% Buy",59.99%,27.44%,362100,13.25,34.83
ECOL,"US Ecology Inc",72.6,"96% Buy",64.44%,44.46%,68560,44.5,73.15
ECPG,"Encore Capital Grp",40,"24% Buy",57.11%,44.47%,446095,35.15,52
EE,"El Paso Electric Company",63.2,"32% Buy",60.08%,12.44%,290955,48.05,64.35
EFII,"Elec Imaging Inc",34.75,"48% Buy",55.77%,25.81%,498025,25.28,43.89
EGHT,"8X8 Inc",22.7,"96% Buy",60.06%,26.42%,584265,12,23.1
EGL,"Engility Holdings Inc",34.82,"80% Buy",56.97%,30.13%,143160,21.19,36.51
EGOV,"Nic Inc",17.05,"96% Buy",57.83%,27.78%,348960,12.65,18.9
EGP,"Eastgroup Properties",96.93,"40% Buy",54.04%,13.68%,145620,77.74,99.39
EGRX,"Eagle Pharmaceutical",80.6,"24% Buy",55.46%,30.15%,231045,48.84,85.66
EHTH,"Ehealth Inc",29.93,"72% Buy",68.23%,53.32%,197865,13.61,32.96
EIG,"Employers Holdings Inc",44.8,"80% Buy",60.52%,18.38%,117510,38.35,50.45
ELY,"Callaway Golf Company",23.08,"96% Buy",72.24%,37.31%,1461675,13.43,23.6
ENDP,"Endo Int'l Plc",15.54,"64% Buy",67.58%,93.82%,6220275,5.27,17.34
ENSG,"The Ensign Group In",38.79,"88% Buy",60.63%,33.68%,244220,19.4,40.09
ENTA,"Enanta Pharmaceutica",91.6,"40% Sell",41.20%,50.61%,283085,40.53,127.77
ENVA,"Enova International Inc",35.4,"24% Buy",53.14%,24.09%,307585,11.15,39
EPAY,"Bottomline Tech In",63.95,"96% Buy",77.88%,24.90%,399415,28.94,64.12
ERA,"Era Group Inc",12.46,Hold,45.82%,39.72%,49625,8.61,14.23
ESE,"Esco Technologies Inc",68.5,"96% Buy",67.82%,23.03%,88480,51.55,70.2
ESIO,"Electro Sci Inds",22.88,"64% Buy",61.81%,72.39%,963670,11.68,27.72
ESND,"Essendant Inc",15.09,"24% Buy",53.23%,28.44%,218235,7.2,17.08
ETH,"Ethan Allen Interiors Inc",22.85,"8% Sell",45.62%,14.51%,228820,21.5,32.9
EVTC,"Evertec Inc",25.05,"96% Buy",65.27%,21.00%,440785,12.6,25.13
EXLS,"Exlservice Holdings",61.83,"80% Buy",62.84%,12.25%,91880,52.52,64.34
EXPO,"Exponent Inc",52.8,"100% Buy",61.47%,21.30%,163990,32.13,52.95
EXPR,"Express Inc",10.41,"56% Buy",54.89%,37.00%,1262125,5.82,11.34
EXTN,"Exterran Corp",28.91,"72% Buy",58.12%,35.29%,118330,24.52,33.69
EXTR,"Extreme Networks",6.2,"88% Sell",32.30%,138.05%,2795865,5.35,15.55
EZPW,"Ezcorp Inc",11.15,"80% Sell",41.86%,27.31%,503820,8.85,15.1
FARO,"Faro Tech Inc",67.25,"72% Buy",61.96%,23.05%,80350,32.95,70.2
FBP,"First Bancorp",9.06,"96% Buy",71.88%,17.12%,1634790,4.48,9.06
FCF,"First Commonwealth Financial Corp",16.97,"48% Buy",55.19%,16.46%,372925,12.06,17.91
FCFS,"First Cash Fin Svcs",81.75,"32% Sell",42.06%,15.28%,205420,57.75,95.4
FCN,"Fti Consulting",74.91,"16% Buy",53.76%,26.55%,507125,32.69,81.91
FCPT,"Four Corners Property Trust In",26.93,"72% Buy",67.99%,13.12%,508540,21.28,27.48
FELE,"Franklin Electric Co",48.5,"56% Buy",53.05%,25.06%,106755,37.6,50.3
FF,"Futurefuel Corp",15.19,"100% Buy",67.41%,25.62%,65510,11.32,16.22
FFBC,"First Finl Bncp [Oh]",31.8,"32% Buy",53.78%,16.06%,226385,22.8,33.7
FFIN,"First Finl Bkshs Inc",60.3,"88% Buy",65.53%,14.69%,179665,37.31,61
FIX,"Comfort Systems USA",56.8,"88% Buy",71.73%,12.27%,408520,32.95,59.05
FLOW,"SPX Flow Inc",49.03,"80% Buy",60.29%,46.50%,202855,31.96,54.92
FMBI,"First Midwest Bncp",27.39,"96% Buy",57.87%,13.17%,345680,20.5,27.7
FN,Fabrinet,47.83,"96% Buy",78.11%,27.22%,498105,24.02,48.46
FNSR,"Finisar Corp",20.01,"96% Buy",64.67%,35.23%,2262495,14.25,25.41
FORM,"Formfactor Inc",14,"32% Buy",53.00%,36.29%,468455,11.1,18.65
FORR,"Forrester Resrch",49.25,"80% Buy",69.28%,22.36%,49445,36.95,49.85
FOSL,"Fossil Group",26.55,"16% Buy",52.34%,77.83%,2122450,5.5,32.17
FOXF,"Fox Factory Cp",64.75,"80% Buy",71.20%,79.05%,255855,33.2,68.3
FRAN,"Francesca's Holdings",6.9,"48% Sell",42.16%,34.52%,741345,4.51,8.48
FRGI,"Fiesta Restaurant Gp",29.05,"24% Buy",53.74%,19.86%,203930,15.5,30.88
FSB,"Franklin Financial Network Inc",38.35,"32% Buy",51.62%,18.18%,101545,30.3,40.3
FSP,"Franklin Street Properties",8.43,"8% Sell",49.47%,23.57%,310660,7.08,11
FSS,"Federal Signal Corp",26.05,"80% Buy",57.49%,65.54%,313000,18.01,28.32
FTD,"Ftd Companies",3.77,"40% Sell",43.73%,65.55%,203330,3.25,13.95
FTK,"Flotek Industries",2.15,"80% Sell",33.01%,113.79%,938320,1.94,6.77
FTR,"Frontier Commun Cp",5.68,"24% Buy",51.53%,56.56%,3061185,4.52,14.24
FUL,"H. B. Fuller Company",58.97,"100% Buy",63.31%,14.32%,243695,46.62,59.19
FWRD,"Foward Air Corp",63.9,"88% Buy",58.25%,15.50%,117420,49.88,65.11
GBCI,"Glacier Bancorp Inc",45.35,"88% Buy",65.85%,15.66%,313170,31.38,45.54
GBX,"Greenbrier Companies",59.7,"96% Buy",62.75%,21.77%,346675,41.95,60.15
GCI,"Gannett Co. Inc",10.75,"72% Buy",57.12%,25.86%,986215,7.94,12.38
GCO,"Genesco Inc",44.8,"72% Buy",58.32%,32.47%,258535,20.9,47.4
GDOT,"Green Dot Corp",85.66,"96% Buy",63.33%,22.04%,311025,46.45,87.13
GEOS,"Geospace Technologie",14.3,"48% Buy",57.70%,32.79%,66030,9.18,18.71
GES,"Guess Inc",23.39,"32% Buy",53.80%,48.61%,571950,14.17,26.15
GFF,"Griffon Corp",18.35,"8% Sell",51.31%,31.48%,190315,16.8,24.5
GHL,"Greenhill & Co. Inc",29.65,"16% Sell",42.31%,16.51%,333500,13.8,33.45
GIFI,"Gulf Island Fab",9.65,"40% Buy",52.05%,50.77%,47975,6.9,13.95
GIII,"G-III Apparel Gp I",46.53,"48% Buy",55.15%,44.12%,441185,23.19,51.2
GLT,Glatfelter,18.44,"8% Sell",53.11%,96.44%,436855,15.3,23.85
GME,"Gamestop Corp",16.55,"96% Buy",63.13%,26.44%,2774355,12.2,20.97
GNBC,"Green Bancorp",24.5,"72% Buy",57.77%,15.63%,206275,19.5,25.15
GNL,"Global Net Lease Inc",21.3,"32% Buy",52.64%,27.47%,768600,15.55,22.53
GOV,"Government Properties Income Trust",16.94,"96% Buy",63.15%,18.67%,756150,11.87,19.6
GPI,"Group 1 Automotive",78.53,"88% Buy",61.30%,33.11%,274455,53.11,84.47
GPRE,"Green Plains Inc",18,"24% Buy",53.89%,30.83%,808335,15.25,21.9
GTLS,"Chart Industries In",74.32,Hold,52.17%,26.37%,269690,32.71,80.31
GTY,"Getty Realty Corp",29.15,"80% Buy",61.26%,7.13%,75650,22.68,29.89
GWB,"Great Western Bancorp Inc",43.43,"80% Buy",54.63%,16.19%,176935,33.27,46.03
HA,"Hawaiian Hldgs Inc",41.4,"16% Buy",54.50%,27.63%,488225,32.4,44.3
HAFC,"Hanmi Financial Cp",26.3,"16% Sell",46.75%,15.47%,158665,24.25,33.1
HAYN,"Haynes Intl Inc",38.41,"56% Sell",44.49%,21.53%,58300,29.82,45.14
HCI,"Homeowners Choice",42.16,"40% Buy",54.93%,34.23%,39980,27.11,44.25
HF,"HFF Inc",45.43,"88% Buy",65.59%,24.90%,245050,32.99,51.74
HFWA,"Heritage Financial",36.25,"80% Buy",57.55%,19.08%,225160,25.25,37.38
HI,"Hillenbrand Inc",51.4,"8% Buy",55.93%,23.59%,268615,34.65,53
HIBB,"Hibbett Sports Inc",20.52,"80% Sell",38.33%,132.78%,960805,11.05,29.6
HLIT,"Harmonic Inc",5.55,"96% Buy",72.61%,45.67%,446240,2.8,5.65
HLX,"Helix Energy Solutions Group",9.21,"24% Buy",55.36%,32.96%,1324035,5.44,10.41
HMN,"Horace Mann Educators Corp",46.3,"64% Buy",58.04%,13.86%,92270,33.85,47.65
HMST,"Homestreet Inc",29.55,"24% Buy",52.61%,14.95%,77400,24.2,32.6
HMSY,"Hms Hldgs Cp",31.46,"80% Buy",80.22%,52.86%,686250,11.01,32.5
HOPE,"Hope Bancorp Inc",17.61,"24% Sell",50.91%,11.97%,601015,16.74,19.86
HPR,"Highpoint Resources Corp.",5.25,"40% Sell",40.01%,60.42%,1961760,2.66,7.6
HQY,Healthequity,88.24,"96% Buy",66.66%,19.97%,328075,40.21,89.09
HSC,"Harsco Corp",27.45,"100% Buy",66.41%,29.45%,427545,15.55,27.7
HSII,"Heidrick & Struggl",44.05,"96% Buy",65.24%,66.90%,216375,17.9,45.28
HSKA,"Heska Corp",100.92,"8% Buy",47.51%,30.41%,36935,56.59,111.34
HSTM,"Healthstream Inc",31.29,"96% Buy",66.00%,16.63%,107115,21.15,31.36
HT,"Hersha Hospitality Trust",22.65,"100% Buy",62.01%,13.08%,274685,16.6,22.72
HTLD,"Heartland Express",20.12,"72% Buy",56.88%,13.31%,338540,17.38,25.22
HUBG,"Hub Group Inc A",51.6,"72% Buy",54.14%,35.80%,345660,37.1,56.6
HVT,"Haverty Furniture Companies",22.35,"96% Buy",62.09%,17.91%,77610,17.7,27.23
HWKN,"Hawkins Inc",42,"96% Buy",62.60%,54.16%,27495,30.55,42.8
HZO,"Marinemax Inc",21.25,"40% Buy",57.78%,27.13%,264450,14.95,25.05
IBP,"Installed Building Products I",47.1,"88% Sell",38.50%,49.60%,222100,45.04,79.4
IIIN,"Insteel Industries",40.01,"24% Buy",53.83%,25.43%,173730,23.5,43.78
IIVI,"I I V I Inc",47.8,"64% Buy",59.94%,58.98%,685810,34.55,53.08
INDB,"Independent Bk Corp",90.35,"64% Buy",65.16%,13.06%,78760,66.3,95
INGN,"Inogen Inc",246.04,"96% Buy",73.06%,33.54%,221620,91.8,247.96
INN,"Summit Hotel Properties",13.6,"40% Sell",43.57%,18.48%,491675,12.77,16.39
INTL,"Intl Fcstone Inc",56.5,"80% Buy",61.57%,19.29%,45660,33.11,57
INVA,"Innoviva Inc",14.12,"16% Sell",49.91%,25.30%,707255,11.47,17.99
IOSP,"Innospec Inc",77.8,"32% Buy",50.38%,28.76%,113620,54.1,83.2
IPAR,"Inter Parfums Inc",66.25,"96% Buy",73.69%,21.93%,98415,38.3,67.5
IPHS,"Innophos Hldngs Inc",44.39,"40% Sell",43.00%,28.35%,80915,38.66,51.34
IRBT,"Irobot Corp",108.07,"100% Buy",79.50%,33.82%,754095,55.77,108.16
IRDM,"Iridium Comm Inc",20.85,"96% Buy",67.15%,34.99%,1103615,9.68,21.25
IRT,"Independence Realty Trust Inc",10.3,"64% Buy",56.65%,16.28%,479340,8.26,10.63
ITG,"Investment Technology Group",21.83,"16% Buy",48.52%,44.43%,216810,17.63,23.96
ITGR,"Integer Holdings Corp",77,"100% Buy",69.22%,24.31%,293980,42.5,77.6
