Symbol,Name,Last,Opinion,"20D Rel Str","20D His Vol","20D Avg Vol","52W Low","52W High"
AAOI,"Applied Optoelect",37.91,"24% Sell",41.37%,57.66%,1263305,22.54,101.3
AAON,"Aaon Inc",36.65,"72% Buy",66.32%,13.97%,163010,29.05,40.25
AAT,"American Assets Trust",37.49,"8% Buy",50.76%,18.30%,232855,30.62,41.69
AAWW,"Atlas Air Ww",65.6,"72% Sell",37.73%,20.60%,231890,50.65,75.29
AAXN,"Axon Inc",66.42,"8% Buy",50.08%,34.23%,718100,20.57,76.45
ABAX,"Abaxis Inc",83.09,"8% Sell",60.92%,1.62%,159760,43.66,83.98
ABCB,"Ameris Bancorp",48.45,"88% Sell",30.79%,22.83%,447450,41.05,59.05
ABG,"Asbury Automotive Group Inc",70.6,Hold,51.66%,24.92%,271140,49.1,76.5
ABM,"ABM Industries Incorporated",30.86,"24% Buy",54.07%,22.55%,624350,28.17,45.12
ACET,"Aceto Cp",3.17,"72% Sell",43.49%,64.70%,324090,2.22,17.1
ACLS,"Axcelis Tech Inc",21.4,"8% Buy",50.97%,40.48%,321190,18.6,37.05
ACOR,"Acorda Therapeutics",24.35,"48% Sell",36.59%,63.15%,451850,16.55,36.35
ADC,"Agree Realty Corp",52.53,"24% Sell",47.09%,16.24%,155590,43.74,54.69
ADTN,"Adtran Inc",16.25,"72% Buy",58.16%,24.44%,433220,13.95,25.1
AEGN,"Aegion Corp",24.15,"72% Sell",37.84%,17.17%,72295,19.11,28.19
AEIS,"Advanced Energy",60.28,"40% Sell",48.97%,29.36%,405315,56.22,95
AEL,"American Equity Investment Life",35.96,"48% Buy",56.74%,17.78%,531910,25.43,37.16
AGYS,"Agilysys Inc",16.15,"8% Buy",59.77%,20.35%,125755,9.8,16.8
AHH,"Armada Hoffler Properties Inc",15.01,"8% Buy",51.43%,18.50%,294860,12.73,16
AIN,"Albany International Corp",64.55,"72% Buy",56.22%,19.01%,76395,49.2,68.85
AIR,"AAR Corp",46.54,"8% Buy",50.15%,48.84%,282670,34.25,49.05
AIT,"Applied Industrial Technologies",72.95,"16% Buy",50.24%,16.94%,121125,54,76.55
AJRD,"Aerojet Rocketdyne Holdings",27.72,"56% Sell",39.59%,27.56%,575750,23.12,36.25
AKR,"Acadia Realty Trust",26.51,"16% Sell",48.03%,17.52%,519485,21.34,30.63
AKS,"AK Steel Holding Corp",5.36,"96% Buy",66.51%,31.59%,12490460,4,6.8
ALG,"Alamo Group",89.5,"64% Sell",41.63%,16.27%,43205,86.41,120.58
ALGT,"Allegiant Travel Com",124.55,"100% Sell",34.73%,67.43%,203610,111.54,181.45
ALRM,Alarm.Com,41.77,"8% Sell",45.83%,20.13%,279335,33.39,49.49
AMAG,"Amag Pharmaceuticals",21.25,"32% Sell",46.75%,30.52%,503570,11.93,25.63
AMBC,"Ambac Financial Grp",19.9,"24% Buy",51.18%,14.12%,364425,13.17,21.11
AMED,"Amedisys Inc",93.44,"24% Buy",61.11%,26.68%,284575,45.6,98.36
AMN,"Amn Healthcare Services Inc",60.1,"16% Buy",50.13%,19.40%,308100,34.85,68.2
AMPH,"Amphastar Pharma",17.13,"40% Buy",55.03%,22.11%,152290,14.4,20.45
AMSF,"Amerisafe Inc",63.25,"96% Buy",63.28%,15.96%,58120,51.55,67.82
AMWD,"Amer Woodmark Cp",83.2,"88% Sell",39.96%,42.37%,194635,78.75,148.44
ANDE,"Andersons Inc",34.33,"8% Buy",48.14%,15.75%,71895,29.6,38
ANF,"Abercrombie & Fitch Company",23.58,"80% Sell",41.98%,38.52%,1765215,9.03,29.2
ANGO,"Angiodynamics Inc",21.09,"8% Sell",47.96%,73.09%,443550,15.16,23.95
ANIK,"Anika Therapeutics",39.43,"16% Buy",56.75%,65.72%,216020,28.54,69.81
ANIP,"ANI Pharma Inc",67.41,"8% Sell",46.82%,22.40%,89220,42.23,74.7
APEI,"American Pub. Edu.",44.2,"40% Buy",52.65%,20.13%,84845,17.4,46.15
APOG,"Apogee Entrpr Inc",49.18,"40% Buy",59.94%,19.65%,199120,37.24,53.12
ARCB,"Arcbest Corp",44.8,"24% Sell",48.87%,40.48%,281035,24.85,50.45
ARI,"Apollo Commercial Real Estate",18.98,"80% Buy",58.35%,8.47%,961795,17.56,19.09
AROC,"Archrock Inc",13.6,"100% Buy",64.67%,32.45%,964240,8.25,13.65
ARR,"Armour Residential R",23.7,"96% Buy",61.40%,12.61%,424435,21.4,27.55
ASGN,"On Assignment",88.44,"80% Buy",61.06%,29.40%,257945,44.66,92.65
ASIX,"Advansix Inc",39.3,"72% Buy",53.49%,23.61%,135180,29.55,46.51
ASNA,"Ascena Retail Grp",3.53,"8% Sell",48.20%,54.17%,2156920,1.69,4.74
ASTE,"Astec Inds Inc",47,"72% Sell",27.39%,85.05%,197565,45.7,64.8
ATNI,"Atn International",63.49,"72% Buy",64.86%,73.06%,47080,49.34,67.9
ATU,"Actuant Corp",27.75,"40% Buy",52.14%,21.21%,473950,21.5,30.05
AVA,"Avista Corp",50.3,"72% Sell",33.49%,17.27%,526225,47.5,52.91
AVAV,"Aerovironment Inc",72.66,"16% Buy",59.77%,27.47%,321225,36.71,76.32
AVD,"American Vanguard Corp",21.25,"48% Sell",42.00%,21.25%,51070,17.55,24
AVP,"Avon Products",1.58,"16% Sell",47.40%,37.53%,7023175,1.38,3.69
AWR,"American States Water Company",59.69,"48% Buy",55.19%,18.55%,169950,46.87,61.66
AXE,"Anixter International Inc",71.35,"64% Buy",60.64%,48.75%,267890,56.25,88.85
AXL,"American Axle & Manufacturing",16.77,"48% Buy",53.37%,36.16%,1590035,13.38,20.27
AZZ,"Azz Inc",53.35,"56% Buy",62.51%,45.27%,285900,39.5,56.05
B,"Barnes Group",66.47,"100% Buy",66.67%,30.07%,195920,52.42,72.87
BABY,"Natus Medical Inc",35.2,"32% Buy",54.03%,35.70%,359165,28,43.6
BANC,"First Pactrust Bancorp",19.65,"56% Buy",51.62%,34.15%,527730,17.1,23.4
BANR,"Banner Corp",62.83,"96% Buy",58.37%,15.44%,145285,52.2,65
BCC,"Boise Cascade L.L.C.",42.9,"64% Sell",41.18%,23.96%,339460,28,49.3
BCOR,"Blucora Inc",35.15,"32% Sell",41.21%,30.33%,274125,19.05,40.6
BCPC,"Balchem Cp",97.99,"8% Sell",48.70%,21.31%,83060,70.23,104.59
BEAT,"Biotelemetry Inc",51.65,"88% Buy",62.66%,45.83%,394585,23.3,57.35
BEL,"Belmond Ltd",11.2,"56% Sell",47.07%,27.49%,425830,10.3,14.2
BELFB,"Bel Fuse Inc Cl B",22.75,"80% Buy",56.37%,38.08%,16260,17.1,33.45
BFS,"Saul Centers",52.93,"16% Buy",50.90%,23.25%,35225,46.71,65.43
